category,store_type,campaign_name,sum_amount,count,avg_amount,min_amount,max_amount
Electronics,Supermarkets ,Smart Shopper Week,3169388.11,1157,2739.32,512.34,4999.77
Electronics,Supermarkets ,Spring Refresh Event,3207434.64,1171,2739.06,500.05,4997.79
Electronics,Supermarkets ,Spring Splash Discounts,3234491.17,1160,2788.35,504.51,4999.08
Electronics,Supermarkets ,Summer Sizzle Promo,3019071.26,1082,2790.27,510.94,4988.14
Electronics,Supermarkets ,Super Savings Week,3273588.15,1161,2819.63,510.02,4998.89
Electronics,Supermarkets ,Ultimate Value Event,3314107.33,1189,2787.31,511.37,4999.13
Electronics,Supermarkets ,VIP Access Sale,3173790.22,1166,2721.95,502.59,4998.82
Electronics,Supermarkets ,Weekend Warrior Specials,3279692.50,1188,2760.68,503.53,4999.71
Electronics,Supermarkets ,Winter Clearance Carnival,3240412.73,1200,2700.34,504.20,4995.61
Electronics,Supermarkets ,Winter Wonders Sale,3154989.94,1173,2689.68,501.94,4989.20
Furniture,Large Malls / Complexes,12 Days of Deals,2965714.51,1058,2803.13,502.44,4991.30
Furniture,Large Malls / Complexes,Autumn Deals Drive,2936596.78,1066,2754.78,500.56,4999.01
Furniture,Large Malls / Complexes,BOGO Blitz,2954532.85,1081,2733.15,504.41,4993.32
Furniture,Large Malls / Complexes,Back to School Boost,3054032.65,1131,2700.29,501.66,4993.19
Furniture,Large Malls / Complexes,Birthday Bash Sale,2824961.88,1012,2791.46,510.42,4997.22
Furniture,Large Malls / Complexes,Black Friday Blowout,3026007.24,1109,2728.59,500.23,4999.88
Furniture,Large Malls / Complexes,Cart Crasher Campaign,2781995.78,1020,2727.45,510.50,4998.52
Furniture,Large Malls / Complexes,Cashback Carnival,2989032.69,1070,2793.49,500.92,4999.62
Furniture,Large Malls / Complexes,Clearance Countdown,2971467.25,1070,2777.07,500.68,4995.19
Furniture,Large Malls / Complexes,Countdown to Savings,2836003.26,1035,2740.10,505.04,4999.16
Furniture,Large Malls / Complexes,Customer Appreciation Week,2613114.84,1006,2597.53,502.67,4988.63
Furniture,Large Malls / Complexes,Cyber Monday Mania,2946742.84,1060,2779.95,500.56,4994.23
Furniture,Large Malls / Complexes,Deal of the Month,2893498.95,1075,2691.63,501.02,4999.11
Furniture,Large Malls / Complexes,Double Points Bonanza,2902389.41,1043,2782.73,505.06,4999.60
Furniture,Large Malls / Complexes,Early Bird Specials,2989835.05,1090,2742.97,503.43,4996.66
Furniture,Large Malls / Complexes,End of Season Sale,2728070.83,979,2786.59,504.42,4987.50
Furniture,Large Malls / Complexes,Exclusive Insider Offers,2827210.64,1013,2790.93,516.07,4995.57
Furniture,Large Malls / Complexes,Festive Fever Promo,2867113.23,1056,2715.07,501.32,4997.00
Furniture,Large Malls / Complexes,Final Call Frenzy,2805674.48,1022,2745.28,501.98,4991.12
Furniture,Large Malls / Complexes,Flash Frenzy Friday,3065998.11,1087,2820.61,502.44,4990.62
Furniture,Large Malls / Complexes,"Gift More, Spend Less",2889761.02,1041,2775.95,502.35,4998.32
Furniture,Large Malls / Complexes,Golden Hour Bargains,2911973.74,1056,2757.55,502.72,4997.28
Furniture,Large Malls / Complexes,Green Weekend Deals,2833955.43,1049,2701.58,502.15,4999.33
Furniture,Large Malls / Complexes,Happy Hour Discounts,2825955.47,1023,2762.42,501.14,4998.48
Furniture,Large Malls / Complexes,Holiday Shopping Rush,2915267.11,1053,2768.53,502.02,4996.98
Furniture,Large Malls / Complexes,Hot Picks Promo,3038848.93,1115,2725.43,506.63,4995.82
Furniture,Large Malls / Complexes,Instant Gratification Sale,3044982.19,1087,2801.27,503.79,4997.47
Furniture,Large Malls / Complexes,Limited Time Treasures,3141303.49,1115,2817.31,508.15,4997.24
Furniture,Large Malls / Complexes,Loyalty Rewards Blast,2954708.57,1079,2738.38,500.38,4998.17
Furniture,Large Malls / Complexes,Mega Weekend Bonanza,2965089.75,1081,2742.91,505.20,4993.16
Furniture,Large Malls / Complexes,Mid-Year Madness,2681483.75,985,2722.32,501.87,4999.77
Furniture,Large Malls / Complexes,Midnight Madness,2950605.35,1087,2714.45,501.59,4998.34
Furniture,Large Malls / Complexes,Mystery Discount Days,3059895.15,1107,2764.13,502.26,4994.16
Furniture,Large Malls / Complexes,New Arrival Showcase,2936713.93,1061,2767.87,515.29,4997.71
Furniture,Large Malls / Complexes,New Product Launch Promo,2878763.53,1056,2726.10,500.59,4996.31
Furniture,Large Malls / Complexes,New Year Kickoff,3092718.03,1108,2791.26,504.13,4998.10
Furniture,Large Malls / Complexes,Price Drop Parade,2888433.68,1020,2831.80,506.58,4992.90
Furniture,Large Malls / Complexes,Red Tag Clearance,2754825.11,995,2768.67,511.21,4999.64
Furniture,Large Malls / Complexes,Seasonal Surprise Box,3014972.02,1101,2738.39,501.63,4998.58
Furniture,Large Malls / Complexes,Shop & Save Spectacular,2960014.26,1049,2821.75,506.96,4993.55
Furniture,Large Malls / Complexes,Smart Shopper Week,2977672.58,1080,2757.10,500.56,4994.01
Furniture,Large Malls / Complexes,Spring Refresh Event,2987329.80,1085,2753.30,500.36,4997.69
Furniture,Large Malls / Complexes,Spring Splash Discounts,3028019.81,1130,2679.66,500.35,4996.37
Furniture,Large Malls / Complexes,Summer Sizzle Promo,2980425.36,1080,2759.65,505.17,4995.89
Furniture,Large Malls / Complexes,Super Savings Week,2916136.04,1049,2779.92,503.67,4992.27
Furniture,Large Malls / Complexes,Ultimate Value Event,2760461.99,1001,2757.70,502.11,4985.73
Furniture,Large Malls / Complexes,VIP Access Sale,2836319.13,1039,2729.85,512.62,4987.26
Furniture,Large Malls / Complexes,Weekend Warrior Specials,2986981.75,1086,2750.44,501.07,4999.65
Furniture,Large Malls / Complexes,Winter Clearance Carnival,2950875.64,1051,2807.68,509.43,4998.34
Furniture,Large Malls / Complexes,Winter Wonders Sale,2807491.34,1029,2728.37,500.29,4997.81
Furniture,Small Stores / Shops,12 Days of Deals,3134386.33,1137,2756.72,511.57,4998.57
Furniture,Small Stores / Shops,Autumn Deals Drive,3065034.43,1120,2736.64,502.71,4998.96
Furniture,Small Stores / Shops,BOGO Blitz,3193133.29,1142,2796.09,505.02,4994.26
Furniture,Small Stores / Shops,Back to School Boost,2882397.83,1038,2776.88,503.95,4996.70
Furniture,Small Stores / Shops,Birthday Bash Sale,3013854.81,1106,2725.00,501.84,4996.86
Furniture,Small Stores / Shops,Black Friday Blowout,3196851.77,1131,2826.57,503.75,4999.47
Furniture,Small Stores / Shops,Cart Crasher Campaign,3038418.91,1100,2762.20,501.27,4993.56
Furniture,Small Stores / Shops,Cashback Carnival,3006495.52,1097,2740.65,502.45,4999.14
Furniture,Small Stores / Shops,Clearance Countdown,2993619.09,1089,2748.96,500.93,4996.82
Furniture,Small Stores / Shops,Countdown to Savings,3072658.44,1114,2758.22,508.05,4997.53
Furniture,Small Stores / Shops,Customer Appreciation Week,3104191.72,1139,2725.37,501.28,4996.95
Furniture,Small Stores / Shops,Cyber Monday Mania,3134483.97,1126,2783.73,502.75,4990.19
Furniture,Small Stores / Shops,Deal of the Month,3145185.97,1147,2742.10,506.65,4985.15
Furniture,Small Stores / Shops,Double Points Bonanza,3141685.13,1107,2838.02,500.57,4996.14
Furniture,Small Stores / Shops,Early Bird Specials,2986007.28,1086,2749.55,506.72,4997.80
Furniture,Small Stores / Shops,End of Season Sale,2985510.04,1089,2741.52,510.38,4998.04
Furniture,Small Stores / Shops,Exclusive Insider Offers,3047297.69,1129,2699.11,501.18,4992.03
Furniture,Small Stores / Shops,Festive Fever Promo,3101378.47,1119,2771.56,500.07,4996.22
Furniture,Small Stores / Shops,Final Call Frenzy,3248729.27,1177,2760.18,501.06,4998.78
Furniture,Small Stores / Shops,Flash Frenzy Friday,3176223.38,1161,2735.77,505.21,4999.30
Furniture,Small Stores / Shops,"Gift More, Spend Less",3079091.07,1124,2739.40,508.69,4998.02
Furniture,Small Stores / Shops,Golden Hour Bargains,3026980.28,1070,2828.95,503.86,4999.31
Furniture,Small Stores / Shops,Green Weekend Deals,3078213.10,1123,2741.06,503.53,4993.14
Furniture,Small Stores / Shops,Happy Hour Discounts,3098416.52,1119,2768.92,500.31,4998.88
Furniture,Small Stores / Shops,Holiday Shopping Rush,3055747.46,1115,2740.58,504.36,4997.57
Furniture,Small Stores / Shops,Hot Picks Promo,3134834.71,1134,2764.40,502.87,4997.56
Furniture,Small Stores / Shops,Instant Gratification Sale,3114357.71,1114,2795.65,502.68,4999.03
Furniture,Small Stores / Shops,Limited Time Treasures,3215286.31,1178,2729.45,500.34,4997.33
Furniture,Small Stores / Shops,Loyalty Rewards Blast,2944456.76,1070,2751.83,500.57,4979.86
Furniture,Small Stores / Shops,Mega Weekend Bonanza,3101847.12,1112,2789.43,504.00,4992.81
Furniture,Small Stores / Shops,Mid-Year Madness,3059889.37,1115,2744.30,507.51,4999.10
Furniture,Small Stores / Shops,Midnight Madness,3181887.91,1148,2771.68,501.83,4998.12
Furniture,Small Stores / Shops,Mystery Discount Days,2997727.34,1084,2765.43,502.33,4995.72
Furniture,Small Stores / Shops,New Arrival Showcase,3145069.72,1145,2746.79,503.77,4999.20
Furniture,Small Stores / Shops,New Product Launch Promo,3090930.17,1109,2787.13,501.02,4999.40
Furniture,Small Stores / Shops,New Year Kickoff,3222120.72,1168,2758.67,501.02,4998.26
Furniture,Small Stores / Shops,Price Drop Parade,3188832.17,1141,2794.77,500.06,4997.34
Furniture,Small Stores / Shops,Red Tag Clearance,3025792.56,1108,2730.86,501.29,4997.86
Furniture,Small Stores / Shops,Seasonal Surprise Box,3039519.12,1126,2699.40,503.81,4996.98
Furniture,Small Stores / Shops,Shop & Save Spectacular,3129455.28,1122,2789.18,507.30,4998.65
Furniture,Small Stores / Shops,Smart Shopper Week,3001627.34,1073,2797.42,503.09,4999.64
Furniture,Small Stores / Shops,Spring Refresh Event,3060858.56,1085,2821.07,505.62,4985.39
Furniture,Small Stores / Shops,Spring Splash Discounts,3137285.56,1131,2773.90,504.61,4999.44
Furniture,Small Stores / Shops,Summer Sizzle Promo,3107992.40,1142,2721.53,504.85,4998.67
Furniture,Small Stores / Shops,Super Savings Week,3063467.79,1127,2718.25,500.70,4999.89
Furniture,Small Stores / Shops,Ultimate Value Event,2945409.07,1062,2773.45,501.69,4996.74
Furniture,Small Stores / Shops,VIP Access Sale,3002793.07,1082,2775.22,502.41,4992.06
Furniture,Small Stores / Shops,Weekend Warrior Specials,2998342.16,1099,2728.25,501.38,4999.21
Furniture,Small Stores / Shops,Winter Clearance Carnival,3024123.38,1099,2751.70,501.40,4984.84
Furniture,Small Stores / Shops,Winter Wonders Sale,3214903.69,1150,2795.57,502.50,4977.90
Furniture,Supermarkets ,12 Days of Deals,3063942.30,1122,2730.79,502.40,4998.58
Furniture,Supermarkets ,Autumn Deals Drive,3197507.72,1192,2682.47,507.41,4996.10
Furniture,Supermarkets ,BOGO Blitz,3025499.37,1136,2663.29,503.27,4986.49
Furniture,Supermarkets ,Back to School Boost,3377818.84,1246,2710.93,506.98,4988.70
Furniture,Supermarkets ,Birthday Bash Sale,3108132.93,1116,2785.07,501.52,4999.90
Furniture,Supermarkets ,Black Friday Blowout,3320567.36,1182,2809.28,504.85,4995.43
Furniture,Supermarkets ,Cart Crasher Campaign,3221057.86,1187,2713.61,501.43,4998.49
Furniture,Supermarkets ,Cashback Carnival,3216609.23,1172,2744.55,503.47,4999.22
Furniture,Supermarkets ,Clearance Countdown,3246188.51,1169,2776.89,503.67,4995.77
Furniture,Supermarkets ,Countdown to Savings,3219605.83,1163,2768.36,502.09,4996.95
Furniture,Supermarkets ,Customer Appreciation Week,3166034.39,1173,2699.09,504.04,4997.65
Furniture,Supermarkets ,Cyber Monday Mania,2947445.33,1078,2734.18,510.59,4993.83
Furniture,Supermarkets ,Deal of the Month,3184368.08,1169,2724.01,503.22,4999.17
Furniture,Supermarkets ,Double Points Bonanza,3342717.12,1205,2774.04,522.80,4999.14
Furniture,Supermarkets ,Early Bird Specials,3001421.47,1108,2708.86,500.89,4997.79
Furniture,Supermarkets ,End of Season Sale,3270958.36,1188,2753.33,500.31,4998.80
Furniture,Supermarkets ,Exclusive Insider Offers,3085099.39,1124,2744.75,501.83,4998.36
Furniture,Supermarkets ,Festive Fever Promo,3173295.46,1181,2686.96,502.37,4998.62
Furniture,Supermarkets ,Final Call Frenzy,3095715.95,1111,2786.42,502.39,4998.23
Furniture,Supermarkets ,Flash Frenzy Friday,3162183.45,1155,2737.82,508.18,4995.77
Furniture,Supermarkets ,"Gift More, Spend Less",3013864.76,1127,2674.24,500.71,4997.79
Furniture,Supermarkets ,Golden Hour Bargains,3047896.66,1127,2704.43,506.16,4996.13
Furniture,Supermarkets ,Green Weekend Deals,3246391.50,1178,2755.85,505.86,4997.02
Furniture,Supermarkets ,Happy Hour Discounts,3145168.88,1156,2720.73,501.84,4987.78
Furniture,Supermarkets ,Holiday Shopping Rush,3085544.69,1105,2792.35,503.97,4996.87
Furniture,Supermarkets ,Hot Picks Promo,3166822.35,1140,2777.91,507.08,4997.23
Furniture,Supermarkets ,Instant Gratification Sale,3210165.29,1150,2791.45,503.70,4992.46
Furniture,Supermarkets ,Limited Time Treasures,3211932.39,1184,2712.78,502.15,4999.59
Furniture,Supermarkets ,Loyalty Rewards Blast,3108420.69,1166,2665.88,500.58,4999.26
Furniture,Supermarkets ,Mega Weekend Bonanza,3145073.31,1155,2723.01,502.08,4987.63
Furniture,Supermarkets ,Mid-Year Madness,3268749.79,1184,2760.77,509.88,4989.43
Furniture,Supermarkets ,Midnight Madness,3307525.88,1177,2810.13,503.86,4995.95
Furniture,Supermarkets ,Mystery Discount Days,3262695.59,1177,2772.04,503.79,4995.76
Furniture,Supermarkets ,New Arrival Showcase,3155797.34,1170,2697.26,508.31,4997.96
Furniture,Supermarkets ,New Product Launch Promo,3209168.17,1190,2696.78,501.50,4999.22
Furniture,Supermarkets ,New Year Kickoff,3200094.35,1162,2753.95,505.38,4997.66
Furniture,Supermarkets ,Price Drop Parade,3145823.69,1142,2754.66,512.25,4990.23
Furniture,Supermarkets ,Red Tag Clearance,3178767.90,1158,2745.05,503.92,4993.73
Furniture,Supermarkets ,Seasonal Surprise Box,3344818.73,1205,2775.78,502.27,4998.54
Furniture,Supermarkets ,Shop & Save Spectacular,3152883.61,1165,2706.34,504.91,4997.78
Furniture,Supermarkets ,Smart Shopper Week,3210321.06,1150,2791.58,502.89,4998.03
Furniture,Supermarkets ,Spring Refresh Event,3289510.34,1205,2729.88,505.59,4999.58
Furniture,Supermarkets ,Spring Splash Discounts,3164016.75,1131,2797.54,502.65,4998.36
Furniture,Supermarkets ,Summer Sizzle Promo,3224444.89,1174,2746.55,517.05,4988.62
Furniture,Supermarkets ,Super Savings Week,3287173.62,1165,2821.61,504.79,4997.19
Furniture,Supermarkets ,Ultimate Value Event,3201312.30,1155,2771.70,503.68,4998.80
Furniture,Supermarkets ,VIP Access Sale,3181308.61,1169,2721.39,500.23,4995.75
Furniture,Supermarkets ,Weekend Warrior Specials,3256771.56,1159,2809.98,501.39,4999.39
Furniture,Supermarkets ,Winter Clearance Carnival,3226179.20,1199,2690.72,505.98,4998.82
Furniture,Supermarkets ,Winter Wonders Sale,3287811.20,1194,2753.61,522.10,4995.12
Groceries,Large Malls / Complexes,12 Days of Deals,3017174.94,1062,2841.03,508.70,4998.87
Groceries,Large Malls / Complexes,Autumn Deals Drive,2882737.04,1074,2684.11,502.75,4999.80
Groceries,Large Malls / Complexes,BOGO Blitz,2956447.26,1056,2799.67,507.32,4996.27
Groceries,Large Malls / Complexes,Back to School Boost,2937369.61,1048,2802.83,509.58,4999.06
Groceries,Large Malls / Complexes,Birthday Bash Sale,2917390.99,1068,2731.64,503.77,4991.73
Groceries,Large Malls / Complexes,Black Friday Blowout,2670476.95,1000,2670.48,509.93,4999.51
Groceries,Large Malls / Complexes,Cart Crasher Campaign,2740676.75,1021,2684.31,504.65,4976.29
Groceries,Large Malls / Complexes,Cashback Carnival,2908062.29,1056,2753.85,510.20,4995.37
Groceries,Large Malls / Complexes,Clearance Countdown,2931503.72,1059,2768.18,512.75,4998.78
Groceries,Large Malls / Complexes,Countdown to Savings,2846858.32,1049,2713.88,502.00,4993.99
Groceries,Large Malls / Complexes,Customer Appreciation Week,2893866.52,1043,2774.56,502.48,4997.51
Groceries,Large Malls / Complexes,Cyber Monday Mania,2874089.51,1056,2721.68,505.34,4998.93
Groceries,Large Malls / Complexes,Deal of the Month,2894713.44,1045,2770.06,507.49,4994.21
Groceries,Large Malls / Complexes,Double Points Bonanza,2920449.48,1077,2711.65,502.21,4996.36
Groceries,Large Malls / Complexes,Early Bird Specials,3045571.52,1084,2809.57,501.54,4998.24
Groceries,Large Malls / Complexes,End of Season Sale,2905461.62,1041,2791.03,500.36,4996.20
Groceries,Large Malls / Complexes,Exclusive Insider Offers,2835836.04,1041,2724.15,501.31,4999.92
Groceries,Large Malls / Complexes,Festive Fever Promo,3070386.93,1103,2783.67,505.30,4996.81
Groceries,Large Malls / Complexes,Final Call Frenzy,2949172.12,1073,2748.53,503.08,4995.49
Groceries,Large Malls / Complexes,Flash Frenzy Friday,2757369.81,1006,2740.92,504.91,4991.58
Groceries,Large Malls / Complexes,"Gift More, Spend Less",2798195.52,1030,2716.69,511.37,4994.67
Groceries,Large Malls / Complexes,Golden Hour Bargains,2821602.47,1048,2692.37,504.10,4999.90
Groceries,Large Malls / Complexes,Green Weekend Deals,2925575.33,1073,2726.54,500.26,4990.34
Groceries,Large Malls / Complexes,Happy Hour Discounts,2902496.59,1077,2694.98,513.29,4998.94
Groceries,Large Malls / Complexes,Holiday Shopping Rush,2770995.65,993,2790.53,513.31,4999.39
Groceries,Large Malls / Complexes,Hot Picks Promo,2763348.01,1023,2701.22,500.98,4999.96
Groceries,Large Malls / Complexes,Instant Gratification Sale,2897246.76,1035,2799.27,501.41,4994.62
Groceries,Large Malls / Complexes,Limited Time Treasures,2852248.50,1010,2824.01,513.89,4986.97
Groceries,Large Malls / Complexes,Loyalty Rewards Blast,2973716.66,1063,2797.48,501.89,4995.73
Groceries,Large Malls / Complexes,Mega Weekend Bonanza,2624425.39,979,2680.72,501.33,4996.99
Groceries,Large Malls / Complexes,Mid-Year Madness,2836810.26,1021,2778.46,500.32,4982.61
Groceries,Large Malls / Complexes,Midnight Madness,2905207.11,1053,2758.98,500.95,4999.95
Groceries,Large Malls / Complexes,Mystery Discount Days,2669048.39,979,2726.30,502.96,4978.06
Groceries,Large Malls / Complexes,New Arrival Showcase,2844533.90,1017,2796.99,505.15,4999.86
Groceries,Large Malls / Complexes,New Product Launch Promo,2960220.84,1062,2787.40,500.73,4999.20
Groceries,Large Malls / Complexes,New Year Kickoff,2734647.69,1005,2721.04,520.12,4990.17
Groceries,Large Malls / Complexes,Price Drop Parade,2755509.84,998,2761.03,504.57,4999.83
Groceries,Large Malls / Complexes,Red Tag Clearance,2874621.72,1029,2793.61,504.16,4994.41
Groceries,Large Malls / Complexes,Seasonal Surprise Box,2880557.29,1047,2751.25,502.74,4990.82
Groceries,Large Malls / Complexes,Shop & Save Spectacular,2871702.07,1043,2753.31,501.87,4995.39
Groceries,Large Malls / Complexes,Smart Shopper Week,2910712.84,1048,2777.40,500.54,4999.40
Groceries,Large Malls / Complexes,Spring Refresh Event,2968422.17,1054,2816.34,501.42,4998.26
Groceries,Large Malls / Complexes,Spring Splash Discounts,2924664.29,1072,2728.23,515.99,4998.53
Groceries,Large Malls / Complexes,Summer Sizzle Promo,2790359.63,1015,2749.12,501.06,4991.99
Groceries,Large Malls / Complexes,Super Savings Week,2980443.17,1088,2739.38,502.78,4998.49
Groceries,Large Malls / Complexes,Ultimate Value Event,2885492.69,1040,2774.51,500.47,4997.75
Groceries,Large Malls / Complexes,VIP Access Sale,2762877.29,1032,2677.21,503.17,4995.38
Groceries,Large Malls / Complexes,Weekend Warrior Specials,2960787.42,1087,2723.82,522.36,4994.74
Groceries,Large Malls / Complexes,Winter Clearance Carnival,2918852.17,1059,2756.23,507.62,4999.97
Groceries,Large Malls / Complexes,Winter Wonders Sale,2795801.86,1017,2749.07,505.12,4999.56
Groceries,Small Stores / Shops,12 Days of Deals,3083894.54,1111,2775.78,502.31,4995.38
Groceries,Small Stores / Shops,Autumn Deals Drive,3296215.25,1185,2781.62,500.76,4998.35
Groceries,Small Stores / Shops,BOGO Blitz,3112894.78,1116,2789.33,507.25,4998.59
Groceries,Small Stores / Shops,Back to School Boost,3072219.28,1146,2680.82,500.43,4996.41
Groceries,Small Stores / Shops,Birthday Bash Sale,3026141.57,1098,2756.05,504.67,4991.37
Groceries,Small Stores / Shops,Black Friday Blowout,3107186.75,1107,2806.85,500.83,4990.79
Groceries,Small Stores / Shops,Cart Crasher Campaign,3060449.09,1117,2739.88,504.51,4993.97
Groceries,Small Stores / Shops,Cashback Carnival,3103968.33,1127,2754.19,502.91,4995.88
Groceries,Small Stores / Shops,Clearance Countdown,3135605.27,1125,2787.20,502.02,4999.80
Groceries,Small Stores / Shops,Countdown to Savings,3149038.48,1159,2717.03,500.65,4996.32
Groceries,Small Stores / Shops,Customer Appreciation Week,3183698.56,1147,2775.67,500.64,4997.84
Groceries,Small Stores / Shops,Cyber Monday Mania,2998791.20,1113,2694.33,504.09,4999.83
Groceries,Small Stores / Shops,Deal of the Month,2966612.31,1096,2706.76,500.56,4996.71
Groceries,Small Stores / Shops,Double Points Bonanza,2931845.55,1085,2702.16,500.95,4991.82
Groceries,Small Stores / Shops,Early Bird Specials,2971038.74,1111,2674.20,508.69,4999.70
Groceries,Small Stores / Shops,End of Season Sale,3118107.67,1125,2771.65,500.37,4998.37
Groceries,Small Stores / Shops,Exclusive Insider Offers,3104263.98,1122,2766.72,504.77,4999.35
Groceries,Small Stores / Shops,Festive Fever Promo,2874577.80,1069,2689.03,502.25,4983.92
Groceries,Small Stores / Shops,Final Call Frenzy,3213678.59,1153,2787.23,504.53,4994.94
Groceries,Small Stores / Shops,Flash Frenzy Friday,2992580.94,1104,2710.67,511.49,4996.14
Groceries,Small Stores / Shops,"Gift More, Spend Less",3144341.52,1134,2772.79,509.81,4998.23
Groceries,Small Stores / Shops,Golden Hour Bargains,3201516.94,1163,2752.81,504.86,4987.95
Groceries,Small Stores / Shops,Green Weekend Deals,3181098.39,1144,2780.68,507.29,4994.05
Groceries,Small Stores / Shops,Happy Hour Discounts,3015006.93,1114,2706.47,500.75,4984.58
Groceries,Small Stores / Shops,Holiday Shopping Rush,3046912.88,1135,2684.50,501.56,4998.79
Groceries,Small Stores / Shops,Hot Picks Promo,3134815.31,1123,2791.47,500.73,4998.48
Groceries,Small Stores / Shops,Instant Gratification Sale,3178784.56,1152,2759.36,503.24,4998.35
Groceries,Small Stores / Shops,Limited Time Treasures,2888092.34,1069,2701.68,508.05,4987.05
Groceries,Small Stores / Shops,Loyalty Rewards Blast,3086543.99,1122,2750.93,507.01,4995.57
Groceries,Small Stores / Shops,Mega Weekend Bonanza,3084528.53,1123,2746.69,506.20,4994.82
Groceries,Small Stores / Shops,Mid-Year Madness,3265036.26,1179,2769.33,500.47,4994.70
Groceries,Small Stores / Shops,Midnight Madness,3004728.58,1122,2678.01,500.01,4995.25
Groceries,Small Stores / Shops,Mystery Discount Days,3195531.55,1155,2766.69,500.94,4994.43
Groceries,Small Stores / Shops,New Arrival Showcase,3098895.97,1095,2830.04,502.27,4995.28
Groceries,Small Stores / Shops,New Product Launch Promo,2923546.05,1047,2792.31,504.86,4998.84
Groceries,Small Stores / Shops,New Year Kickoff,3126536.44,1145,2730.60,508.27,4996.56
Groceries,Small Stores / Shops,Price Drop Parade,3118327.23,1117,2791.70,501.52,4996.09
Groceries,Small Stores / Shops,Red Tag Clearance,3084882.69,1130,2729.98,501.12,4989.26
Groceries,Small Stores / Shops,Seasonal Surprise Box,3098380.00,1114,2781.31,501.54,4992.27
Groceries,Small Stores / Shops,Shop & Save Spectacular,3146775.76,1116,2819.69,501.53,4988.98
Groceries,Small Stores / Shops,Smart Shopper Week,3198608.31,1179,2712.98,503.56,4995.84
Groceries,Small Stores / Shops,Spring Refresh Event,3231419.93,1129,2862.20,512.88,4995.87
Groceries,Small Stores / Shops,Spring Splash Discounts,2939968.23,1059,2776.17,500.68,4991.56
Groceries,Small Stores / Shops,Summer Sizzle Promo,3101859.36,1114,2784.43,503.45,4999.26
Groceries,Small Stores / Shops,Super Savings Week,2990827.78,1091,2741.36,501.97,4998.98
Groceries,Small Stores / Shops,Ultimate Value Event,3125507.08,1118,2795.62,505.35,4995.88
Groceries,Small Stores / Shops,VIP Access Sale,3114808.99,1154,2699.14,500.31,4999.89
Groceries,Small Stores / Shops,Weekend Warrior Specials,3023640.67,1128,2680.53,500.62,4999.20
Groceries,Small Stores / Shops,Winter Clearance Carnival,3007170.73,1114,2699.44,503.43,4998.44
Groceries,Small Stores / Shops,Winter Wonders Sale,3154310.23,1144,2757.26,513.51,4995.64
Groceries,Supermarkets ,12 Days of Deals,3204449.13,1178,2720.25,502.43,4998.90
Groceries,Supermarkets ,Autumn Deals Drive,3291930.75,1172,2808.81,504.45,4997.96
Groceries,Supermarkets ,BOGO Blitz,3061765.23,1123,2726.42,500.98,4996.77
Groceries,Supermarkets ,Back to School Boost,3217603.12,1178,2731.41,502.61,4980.36
Groceries,Supermarkets ,Birthday Bash Sale,3034527.26,1121,2706.98,509.05,4997.17
Groceries,Supermarkets ,Black Friday Blowout,3137446.79,1127,2783.89,505.81,4998.22
Groceries,Supermarkets ,Cart Crasher Campaign,3167661.95,1158,2735.46,503.17,4999.82
Groceries,Supermarkets ,Cashback Carnival,3082503.31,1136,2713.47,505.38,4995.74
Groceries,Supermarkets ,Clearance Countdown,3284667.78,1175,2795.46,508.52,4997.60
Groceries,Supermarkets ,Countdown to Savings,3263612.63,1190,2742.53,504.50,4997.39
Groceries,Supermarkets ,Customer Appreciation Week,3072447.25,1115,2755.56,502.24,4995.70
Groceries,Supermarkets ,Cyber Monday Mania,3111744.51,1140,2729.60,504.57,4996.97
Groceries,Supermarkets ,Deal of the Month,3183150.62,1153,2760.76,507.71,4992.95
Groceries,Supermarkets ,Double Points Bonanza,3103542.93,1147,2705.79,501.88,4999.34
Groceries,Supermarkets ,Early Bird Specials,3063462.16,1108,2764.86,506.38,4996.80
Groceries,Supermarkets ,End of Season Sale,3239511.33,1191,2719.99,504.05,4997.30
Groceries,Supermarkets ,Exclusive Insider Offers,3148393.62,1143,2754.50,504.09,4996.14
Groceries,Supermarkets ,Festive Fever Promo,3124945.66,1150,2717.34,501.65,4997.65
Groceries,Supermarkets ,Final Call Frenzy,3160492.63,1171,2698.97,508.87,4987.51
Groceries,Supermarkets ,Flash Frenzy Friday,3234012.86,1144,2826.93,500.97,4996.77
Groceries,Supermarkets ,"Gift More, Spend Less",3261843.23,1193,2734.15,504.23,4994.74
Groceries,Supermarkets ,Golden Hour Bargains,3083043.88,1125,2740.48,500.16,4982.52
Groceries,Supermarkets ,Green Weekend Deals,3275463.12,1187,2759.45,500.74,4997.22
Groceries,Supermarkets ,Happy Hour Discounts,3195655.75,1137,2810.60,507.68,4995.84
Groceries,Supermarkets ,Holiday Shopping Rush,3174385.80,1165,2724.79,505.64,4997.86
Groceries,Supermarkets ,Hot Picks Promo,3168105.56,1160,2731.13,518.84,4999.88
Groceries,Supermarkets ,Instant Gratification Sale,3182923.25,1161,2741.54,500.03,4999.70
Groceries,Supermarkets ,Limited Time Treasures,3190826.91,1172,2722.55,500.84,4999.73
Groceries,Supermarkets ,Loyalty Rewards Blast,3247805.58,1168,2780.66,504.51,4993.48
Groceries,Supermarkets ,Mega Weekend Bonanza,3168136.81,1135,2791.31,507.42,4998.94
