category,brand,customer_segment,store_type,sum_amount,count,avg_amount,min_amount,max_amount
Electronics,Sony,First-time Buyer,Small Stores / Shops,2919743.22,1070,2728.73,500.72,4995.49
Electronics,Sony,First-time Buyer,Supermarkets ,3099034.96,1099,2819.87,500.19,4999.11
Electronics,Sony,High Value,Large Malls / Complexes,2895743.55,1085,2668.89,502.93,4998.62
Electronics,Sony,High Value,Small Stores / Shops,3164648.66,1168,2709.46,501.00,4995.77
Electronics,Sony,High Value,Supermarkets ,3012401.93,1102,2733.58,504.44,4999.96
Electronics,Sony,In-Store Regular,Large Malls / Complexes,2960668.83,1086,2726.21,502.96,4998.89
Electronics,Sony,In-Store Regular,Small Stores / Shops,2967123.74,1073,2765.26,508.20,4998.63
Electronics,Sony,In-Store Regular,Supermarkets ,3081804.08,1115,2763.95,500.05,4998.29
Electronics,Sony,Loyal Customer,Large Malls / Complexes,2817805.05,1029,2738.39,520.36,4997.33
Electronics,Sony,Loyal Customer,Small Stores / Shops,3192764.43,1166,2738.22,500.08,4998.12
Electronics,Sony,Loyal Customer,Supermarkets ,3291236.51,1187,2772.74,511.62,4999.15
Electronics,Sony,Occasional Shopper,Large Malls / Complexes,2965383.30,1081,2743.19,512.68,4995.40
Electronics,Sony,Occasional Shopper,Small Stores / Shops,3068540.47,1111,2761.96,506.15,4997.58
Electronics,Sony,Occasional Shopper,Supermarkets ,3202751.13,1155,2772.94,515.45,4998.09
Electronics,Sony,Online Shopper,Large Malls / Complexes,3037601.61,1116,2721.87,502.74,4999.95
Electronics,Sony,Online Shopper,Small Stores / Shops,3054357.50,1125,2714.98,501.02,4972.09
Electronics,Sony,Online Shopper,Supermarkets ,3039896.70,1105,2751.04,502.78,4995.68
Electronics,Sony,Premium Shopper,Large Malls / Complexes,2959614.07,1070,2765.99,506.00,4998.76
Electronics,Sony,Premium Shopper,Small Stores / Shops,2875868.79,1062,2707.97,500.73,4993.03
Electronics,Sony,Premium Shopper,Supermarkets ,3263322.91,1184,2756.18,501.14,4999.13
Furniture,Godrej Interio,Budget Shopper,Large Malls / Complexes,2880349.31,1064,2707.10,508.66,4999.77
Furniture,Godrej Interio,Budget Shopper,Small Stores / Shops,3071639.85,1140,2694.42,502.47,4987.15
Furniture,Godrej Interio,Budget Shopper,Supermarkets ,3158868.20,1133,2788.06,501.67,4999.39
Furniture,Godrej Interio,Churn Risk,Large Malls / Complexes,2790122.96,1048,2662.33,516.15,4997.24
Furniture,Godrej Interio,Churn Risk,Small Stores / Shops,3084463.05,1136,2715.20,503.75,4999.20
Furniture,Godrej Interio,Churn Risk,Supermarkets ,3142001.43,1146,2741.71,503.48,4996.09
Furniture,Godrej Interio,Deal Seeker,Large Malls / Complexes,2966690.91,1081,2744.39,505.24,4998.98
Furniture,Godrej Interio,Deal Seeker,Small Stores / Shops,3042357.60,1131,2689.97,501.02,4999.40
Furniture,Godrej Interio,Deal Seeker,Supermarkets ,3163310.75,1160,2726.99,503.19,4995.00
Furniture,Godrej Interio,First-time Buyer,Large Malls / Complexes,2832812.17,1027,2758.34,500.38,4999.65
Furniture,Godrej Interio,First-time Buyer,Small Stores / Shops,3150762.35,1145,2751.76,504.88,4991.93
Furniture,Godrej Interio,First-time Buyer,Supermarkets ,3142130.53,1165,2697.11,503.30,4999.17
Furniture,Godrej Interio,High Value,Large Malls / Complexes,2915668.94,1060,2750.63,505.18,4998.10
Furniture,Godrej Interio,High Value,Small Stores / Shops,3094486.71,1130,2738.48,531.93,4994.56
Furniture,Godrej Interio,High Value,Supermarkets ,3151492.87,1147,2747.60,504.51,4998.80
Furniture,Godrej Interio,In-Store Regular,Large Malls / Complexes,2850976.20,1017,2803.32,500.68,4994.01
Furniture,Godrej Interio,In-Store Regular,Small Stores / Shops,3021212.08,1116,2707.18,500.57,4989.70
Furniture,Godrej Interio,In-Store Regular,Supermarkets ,3195924.08,1191,2683.40,505.38,4995.77
Furniture,Godrej Interio,Loyal Customer,Large Malls / Complexes,2863803.21,1029,2783.09,502.50,4994.08
Furniture,Godrej Interio,Loyal Customer,Small Stores / Shops,3198210.06,1165,2745.24,503.81,4997.34
Furniture,Godrej Interio,Loyal Customer,Supermarkets ,3172613.26,1144,2773.26,508.28,4996.61
Furniture,Godrej Interio,Occasional Shopper,Large Malls / Complexes,2842652.78,1047,2715.05,501.14,4994.03
Furniture,Godrej Interio,Occasional Shopper,Small Stores / Shops,2937974.87,1075,2733.00,504.08,4999.44
Furniture,Godrej Interio,Occasional Shopper,Supermarkets ,3162217.88,1160,2726.05,503.68,4997.96
Furniture,Godrej Interio,Online Shopper,Large Malls / Complexes,3004838.64,1054,2850.89,500.23,4996.98
Furniture,Godrej Interio,Online Shopper,Small Stores / Shops,3100587.61,1151,2693.82,502.89,4998.57
Furniture,Godrej Interio,Online Shopper,Supermarkets ,3415926.85,1243,2748.13,502.59,4995.74
Furniture,Godrej Interio,Premium Shopper,Large Malls / Complexes,2855419.62,1021,2796.69,502.26,4999.01
Furniture,Godrej Interio,Premium Shopper,Small Stores / Shops,3033945.21,1088,2788.55,501.02,4992.08
Furniture,Godrej Interio,Premium Shopper,Supermarkets ,3032486.53,1116,2717.28,503.67,4990.23
Furniture,Home Centre,Budget Shopper,Large Malls / Complexes,2895586.61,1054,2747.24,501.41,4995.52
Furniture,Home Centre,Budget Shopper,Small Stores / Shops,3142781.68,1139,2759.25,500.93,4992.32
Furniture,Home Centre,Budget Shopper,Supermarkets ,3056245.32,1143,2673.88,504.75,4999.90
Furniture,Home Centre,Churn Risk,Large Malls / Complexes,3057075.00,1108,2759.09,502.72,4999.33
Furniture,Home Centre,Churn Risk,Small Stores / Shops,2976573.97,1068,2787.05,501.40,4999.64
Furniture,Home Centre,Churn Risk,Supermarkets ,3217753.52,1173,2743.18,502.08,4996.16
Furniture,Home Centre,Deal Seeker,Large Malls / Complexes,2771544.37,1018,2722.54,503.37,4996.96
Furniture,Home Centre,Deal Seeker,Small Stores / Shops,3232369.64,1166,2772.19,510.18,4999.30
Furniture,Home Centre,Deal Seeker,Supermarkets ,3233616.95,1185,2728.79,502.25,4998.55
Furniture,Home Centre,First-time Buyer,Large Malls / Complexes,2912094.72,1042,2794.72,500.56,4998.93
Furniture,Home Centre,First-time Buyer,Small Stores / Shops,3084278.15,1107,2786.16,502.68,4999.10
Furniture,Home Centre,First-time Buyer,Supermarkets ,3075308.36,1139,2700.01,500.58,4992.41
Furniture,Home Centre,High Value,Large Malls / Complexes,2983846.19,1084,2752.63,512.14,4998.34
Furniture,Home Centre,High Value,Small Stores / Shops,3247421.35,1159,2801.92,506.50,4999.89
Furniture,Home Centre,High Value,Supermarkets ,3026990.11,1113,2719.67,504.04,4999.68
Furniture,Home Centre,In-Store Regular,Large Malls / Complexes,2931465.35,1052,2786.56,501.98,4998.42
Furniture,Home Centre,In-Store Regular,Small Stores / Shops,3174625.02,1131,2806.92,506.27,4996.39
Furniture,Home Centre,In-Store Regular,Supermarkets ,2932497.74,1082,2710.26,503.22,4998.45
Furniture,Home Centre,Loyal Customer,Large Malls / Complexes,3032176.30,1088,2786.93,501.07,4986.42
Furniture,Home Centre,Loyal Customer,Small Stores / Shops,3227973.75,1154,2797.20,508.05,4997.86
Furniture,Home Centre,Loyal Customer,Supermarkets ,3248769.74,1175,2764.91,510.64,4997.65
Furniture,Home Centre,Occasional Shopper,Large Malls / Complexes,3066015.26,1118,2742.41,500.92,4999.60
Furniture,Home Centre,Occasional Shopper,Small Stores / Shops,3037977.95,1102,2756.79,503.09,4995.33
Furniture,Home Centre,Occasional Shopper,Supermarkets ,3263479.98,1181,2763.32,501.75,4994.28
Furniture,Home Centre,Online Shopper,Large Malls / Complexes,2841727.83,1023,2777.84,500.35,4998.52
Furniture,Home Centre,Online Shopper,Small Stores / Shops,3298702.50,1166,2829.08,511.57,4995.61
Furniture,Home Centre,Online Shopper,Supermarkets ,3282814.21,1183,2774.99,508.03,4997.78
Furniture,Home Centre,Premium Shopper,Large Malls / Complexes,2899114.46,1056,2745.37,501.66,4997.47
Furniture,Home Centre,Premium Shopper,Small Stores / Shops,3086239.19,1111,2777.89,515.69,4996.95
Furniture,Home Centre,Premium Shopper,Supermarkets ,3253600.29,1158,2809.67,500.23,4991.70
Furniture,IKEA,Budget Shopper,Large Malls / Complexes,2971441.18,1099,2703.77,507.09,4991.69
Furniture,IKEA,Budget Shopper,Small Stores / Shops,2962839.66,1092,2713.22,505.02,4997.53
Furniture,IKEA,Budget Shopper,Supermarkets ,3191104.10,1155,2762.86,503.05,4995.21
Furniture,IKEA,Churn Risk,Large Malls / Complexes,2817031.58,1031,2732.33,501.95,4995.19
Furniture,IKEA,Churn Risk,Small Stores / Shops,3053600.07,1143,2671.57,507.97,4999.21
Furniture,IKEA,Churn Risk,Supermarkets ,3291286.06,1169,2815.47,500.71,4991.43
Furniture,IKEA,Deal Seeker,Large Malls / Complexes,2783725.48,1036,2686.99,508.91,4995.57
Furniture,IKEA,Deal Seeker,Small Stores / Shops,3063592.55,1103,2777.51,502.50,4996.37
Furniture,IKEA,Deal Seeker,Supermarkets ,3143775.20,1154,2724.24,514.18,4999.12
Furniture,IKEA,First-time Buyer,Large Malls / Complexes,3093753.04,1129,2740.26,507.32,4995.04
Furniture,IKEA,First-time Buyer,Small Stores / Shops,3246875.84,1154,2813.58,507.46,4998.02
Furniture,IKEA,First-time Buyer,Supermarkets ,3307089.76,1195,2767.44,503.76,4998.36
Furniture,IKEA,High Value,Large Malls / Complexes,2704169.60,1003,2696.08,510.39,4995.87
Furniture,IKEA,High Value,Small Stores / Shops,3295884.60,1202,2742.00,502.33,4992.67
Furniture,IKEA,High Value,Supermarkets ,3095410.45,1133,2732.05,501.39,4990.19
Furniture,IKEA,In-Store Regular,Large Malls / Complexes,2934605.18,1044,2810.92,505.82,4981.62
Furniture,IKEA,In-Store Regular,Small Stores / Shops,2933775.13,1048,2799.40,500.06,4998.78
Furniture,IKEA,In-Store Regular,Supermarkets ,3200461.18,1158,2763.78,510.86,4996.77
Furniture,IKEA,Loyal Customer,Large Malls / Complexes,2817949.28,1024,2751.90,502.21,4999.69
Furniture,IKEA,Loyal Customer,Small Stores / Shops,3132055.34,1135,2759.52,501.83,4998.66
Furniture,IKEA,Loyal Customer,Supermarkets ,3487792.50,1282,2720.59,503.86,4998.56
Furniture,IKEA,Occasional Shopper,Large Malls / Complexes,2981602.98,1079,2763.30,502.30,4993.62
Furniture,IKEA,Occasional Shopper,Small Stores / Shops,2969395.99,1077,2757.10,504.36,4996.79
Furniture,IKEA,Occasional Shopper,Supermarkets ,3211958.40,1187,2705.95,501.43,4996.87
Furniture,IKEA,Online Shopper,Large Malls / Complexes,3027164.84,1065,2842.41,503.67,4997.00
Furniture,IKEA,Online Shopper,Small Stores / Shops,3209538.75,1179,2722.26,504.38,4996.82
Furniture,IKEA,Online Shopper,Supermarkets ,3059335.27,1148,2664.93,501.50,4994.05
Furniture,IKEA,Premium Shopper,Large Malls / Complexes,2855782.01,1046,2730.19,504.41,4996.34
Furniture,IKEA,Premium Shopper,Small Stores / Shops,3084052.03,1095,2816.49,520.68,4998.88
Furniture,IKEA,Premium Shopper,Supermarkets ,3310825.79,1196,2768.25,500.31,4998.49
Furniture,Pepperfry,Budget Shopper,Large Malls / Complexes,2841714.44,1025,2772.40,503.79,4995.62
Furniture,Pepperfry,Budget Shopper,Small Stores / Shops,3063873.75,1105,2772.74,506.06,4998.41
Furniture,Pepperfry,Budget Shopper,Supermarkets ,3219945.15,1179,2731.08,509.51,4998.54
Furniture,Pepperfry,Churn Risk,Large Malls / Complexes,2918862.53,1059,2756.24,501.02,4995.39
Furniture,Pepperfry,Churn Risk,Small Stores / Shops,3167352.10,1131,2800.49,504.73,4999.03
Furniture,Pepperfry,Churn Risk,Supermarkets ,3076288.43,1123,2739.35,504.90,4995.95
Furniture,Pepperfry,Deal Seeker,Large Malls / Complexes,3026342.58,1091,2773.92,500.56,4990.42
Furniture,Pepperfry,Deal Seeker,Small Stores / Shops,3209533.20,1158,2771.62,501.05,4997.80
Furniture,Pepperfry,Deal Seeker,Supermarkets ,3164174.23,1148,2756.25,503.92,4998.62
Furniture,Pepperfry,First-time Buyer,Large Malls / Complexes,2798799.44,1019,2746.61,505.06,4998.48
Furniture,Pepperfry,First-time Buyer,Small Stores / Shops,2964588.11,1081,2742.45,501.27,4995.79
Furniture,Pepperfry,First-time Buyer,Supermarkets ,3188976.34,1155,2761.02,501.84,4999.26
Furniture,Pepperfry,High Value,Large Malls / Complexes,2860414.04,1036,2761.02,502.67,4998.32
Furniture,Pepperfry,High Value,Small Stores / Shops,3172299.99,1129,2809.83,502.41,4999.47
Furniture,Pepperfry,High Value,Supermarkets ,3292550.35,1192,2762.21,506.57,4997.60
Furniture,Pepperfry,In-Store Regular,Large Malls / Complexes,2925113.07,1020,2867.76,509.15,4991.13
Furniture,Pepperfry,In-Store Regular,Small Stores / Shops,3177010.90,1138,2791.75,509.73,4993.83
Furniture,Pepperfry,In-Store Regular,Supermarkets ,2932465.18,1110,2641.86,508.01,4998.58
Furniture,Pepperfry,Loyal Customer,Large Malls / Complexes,2913178.26,1069,2725.14,501.63,4999.16
Furniture,Pepperfry,Loyal Customer,Small Stores / Shops,2902459.03,1054,2753.76,503.53,4998.96
Furniture,Pepperfry,Loyal Customer,Supermarkets ,3161671.50,1161,2723.23,506.20,4997.79
Furniture,Pepperfry,Occasional Shopper,Large Malls / Complexes,2888719.66,1072,2694.70,500.36,4998.24
Furniture,Pepperfry,Occasional Shopper,Small Stores / Shops,3044272.02,1097,2775.09,504.44,4994.16
Furniture,Pepperfry,Occasional Shopper,Supermarkets ,3321408.52,1175,2826.73,500.89,4997.66
Furniture,Pepperfry,Online Shopper,Large Malls / Complexes,2955206.74,1093,2703.76,505.20,4986.16
Furniture,Pepperfry,Online Shopper,Small Stores / Shops,3148887.66,1154,2728.67,505.16,4998.77
Furniture,Pepperfry,Online Shopper,Supermarkets ,3301633.43,1194,2765.19,507.96,4999.14
Furniture,Pepperfry,Premium Shopper,Large Malls / Complexes,2904740.67,1049,2769.06,500.59,4989.64
Furniture,Pepperfry,Premium Shopper,Small Stores / Shops,3009525.37,1100,2735.93,502.89,4997.14
Furniture,Pepperfry,Premium Shopper,Supermarkets ,3104612.80,1142,2718.58,505.62,4998.23
Furniture,Urban Ladder,Budget Shopper,Large Malls / Complexes,3048091.19,1094,2786.19,502.36,4999.11
Furniture,Urban Ladder,Budget Shopper,Small Stores / Shops,3046207.48,1104,2759.25,506.57,4997.33
Furniture,Urban Ladder,Budget Shopper,Supermarkets ,3334718.99,1193,2795.24,502.39,4996.17
Furniture,Urban Ladder,Churn Risk,Large Malls / Complexes,2987477.68,1086,2750.90,504.20,4992.27
Furniture,Urban Ladder,Churn Risk,Small Stores / Shops,2941537.12,1068,2754.25,500.70,4990.61
Furniture,Urban Ladder,Churn Risk,Supermarkets ,3296420.26,1211,2722.06,505.76,4999.22
Furniture,Urban Ladder,Deal Seeker,Large Malls / Complexes,2975988.17,1085,2742.85,502.02,4997.15
Furniture,Urban Ladder,Deal Seeker,Small Stores / Shops,3077844.45,1110,2772.83,501.28,4997.58
Furniture,Urban Ladder,Deal Seeker,Supermarkets ,3093184.98,1121,2759.31,503.66,4996.27
Furniture,Urban Ladder,First-time Buyer,Large Malls / Complexes,2933904.51,1069,2744.53,502.44,4993.18
Furniture,Urban Ladder,First-time Buyer,Small Stores / Shops,3032962.54,1068,2839.85,512.82,4996.98
Furniture,Urban Ladder,First-time Buyer,Supermarkets ,3183565.23,1150,2768.32,505.86,4999.59
Furniture,Urban Ladder,High Value,Large Malls / Complexes,3007479.95,1096,2744.05,504.24,4999.64
Furniture,Urban Ladder,High Value,Small Stores / Shops,3265303.86,1179,2769.55,501.29,4998.26
Furniture,Urban Ladder,High Value,Supermarkets ,3267745.23,1193,2739.10,504.51,4999.58
Furniture,Urban Ladder,In-Store Regular,Large Malls / Complexes,3041269.31,1092,2785.05,507.61,4990.46
Furniture,Urban Ladder,In-Store Regular,Small Stores / Shops,2839111.56,1026,2767.17,500.07,4994.21
Furniture,Urban Ladder,In-Store Regular,Supermarkets ,3206955.27,1168,2745.68,503.33,4998.82
Furniture,Urban Ladder,Loyal Customer,Large Malls / Complexes,2968900.24,1073,2766.92,500.56,4997.81
Furniture,Urban Ladder,Loyal Customer,Small Stores / Shops,3101543.61,1094,2835.05,501.69,4996.65
Furniture,Urban Ladder,Loyal Customer,Supermarkets ,3147961.30,1158,2718.45,508.18,4991.12
Furniture,Urban Ladder,Occasional Shopper,Large Malls / Complexes,2927788.84,1075,2723.52,500.98,4993.29
Furniture,Urban Ladder,Occasional Shopper,Small Stores / Shops,2857767.75,1039,2750.50,500.57,4999.31
Furniture,Urban Ladder,Occasional Shopper,Supermarkets ,3049023.59,1091,2794.71,504.91,4997.23
Furniture,Urban Ladder,Online Shopper,Large Malls / Complexes,2955381.11,1064,2777.61,509.93,4999.88
Furniture,Urban Ladder,Online Shopper,Small Stores / Shops,2922517.47,1095,2668.97,500.34,4994.85
Furniture,Urban Ladder,Online Shopper,Supermarkets ,3257966.18,1185,2749.34,502.65,4992.50
Furniture,Urban Ladder,Premium Shopper,Large Malls / Complexes,2891398.78,1067,2709.84,500.29,4986.14
Furniture,Urban Ladder,Premium Shopper,Small Stores / Shops,3014011.22,1091,2762.61,501.38,4999.14
Furniture,Urban Ladder,Premium Shopper,Supermarkets ,3134269.80,1133,2766.35,502.37,4996.26
Groceries,Amul,Budget Shopper,Large Malls / Complexes,2889443.58,1054,2741.41,505.34,4998.19
Groceries,Amul,Budget Shopper,Small Stores / Shops,3096874.19,1100,2815.34,504.65,4994.33
Groceries,Amul,Budget Shopper,Supermarkets ,3292250.39,1196,2752.72,511.33,4993.94
Groceries,Amul,Churn Risk,Large Malls / Complexes,2839612.35,1051,2701.82,510.22,4993.47
Groceries,Amul,Churn Risk,Small Stores / Shops,3042065.19,1125,2704.06,502.30,4995.02
Groceries,Amul,Churn Risk,Supermarkets ,3238067.12,1168,2772.32,506.56,4996.54
Groceries,Amul,Deal Seeker,Large Malls / Complexes,2790503.85,993,2810.18,503.17,4998.30
Groceries,Amul,Deal Seeker,Small Stores / Shops,3247859.44,1165,2787.86,514.24,4996.45
Groceries,Amul,Deal Seeker,Supermarkets ,3073740.79,1144,2686.84,501.88,4995.48
Groceries,Amul,First-time Buyer,Large Malls / Complexes,2940395.63,1057,2781.83,500.26,4997.33
Groceries,Amul,First-time Buyer,Small Stores / Shops,3032664.06,1131,2681.40,502.25,4998.98
Groceries,Amul,First-time Buyer,Supermarkets ,3131164.71,1162,2694.63,504.35,4995.56
Groceries,Amul,High Value,Large Malls / Complexes,2755165.94,1034,2664.57,500.47,4998.10
Groceries,Amul,High Value,Small Stores / Shops,3197700.58,1167,2740.10,514.94,4994.94
Groceries,Amul,High Value,Supermarkets ,3321492.77,1197,2774.85,504.05,4997.96
Groceries,Amul,In-Store Regular,Large Malls / Complexes,2948637.47,1067,2763.48,508.09,4996.36
Groceries,Amul,In-Store Regular,Small Stores / Shops,3084837.60,1125,2742.08,509.79,4985.16
Groceries,Amul,In-Store Regular,Supermarkets ,3185175.83,1164,2736.41,504.51,4996.48
Groceries,Amul,Loyal Customer,Large Malls / Complexes,2821642.30,1047,2694.98,501.41,4993.24
Groceries,Amul,Loyal Customer,Small Stores / Shops,3077123.98,1126,2732.79,501.52,4994.91
Groceries,Amul,Loyal Customer,Supermarkets ,3160671.92,1167,2708.37,500.84,4998.75
Groceries,Amul,Occasional Shopper,Large Malls / Complexes,2843438.05,1042,2728.83,510.36,4999.80
Groceries,Amul,Occasional Shopper,Small Stores / Shops,3013173.26,1109,2717.02,504.64,4998.84
Groceries,Amul,Occasional Shopper,Supermarkets ,3286604.67,1181,2782.90,503.17,4996.97
Groceries,Amul,Online Shopper,Large Malls / Complexes,3001801.46,1070,2805.42,505.59,4991.21
Groceries,Amul,Online Shopper,Small Stores / Shops,3110523.35,1143,2721.37,500.62,4994.22
Groceries,Amul,Online Shopper,Supermarkets ,3290583.41,1192,2760.56,500.74,4996.71
Groceries,Amul,Premium Shopper,Large Malls / Complexes,2688204.69,994,2704.43,502.75,4986.78
Groceries,Amul,Premium Shopper,Small Stores / Shops,3028581.72,1074,2819.91,501.25,4996.88
Groceries,Amul,Premium Shopper,Supermarkets ,3056786.94,1123,2721.98,506.29,4997.29
Groceries,Britannia,Budget Shopper,Large Malls / Complexes,2839360.95,1047,2711.90,502.18,4999.95
Groceries,Britannia,Budget Shopper,Small Stores / Shops,2958010.91,1108,2669.68,503.39,4995.11
Groceries,Britannia,Budget Shopper,Supermarkets ,3120469.20,1124,2776.22,508.29,4999.16
Groceries,Britannia,Churn Risk,Large Malls / Complexes,2808849.75,1062,2644.87,502.48,4996.21
Groceries,Britannia,Churn Risk,Small Stores / Shops,3134188.73,1130,2773.62,500.75,4996.15
Groceries,Britannia,Churn Risk,Supermarkets ,3055858.59,1105,2765.48,503.77,4991.20
Groceries,Britannia,Deal Seeker,Large Malls / Complexes,2866548.09,1049,2732.65,504.74,4994.32
Groceries,Britannia,Deal Seeker,Small Stores / Shops,2993104.38,1077,2779.11,501.28,4978.21
Groceries,Britannia,Deal Seeker,Supermarkets ,2990710.47,1123,2663.14,507.70,4991.55
Groceries,Britannia,First-time Buyer,Large Malls / Complexes,2912199.44,1043,2792.14,510.46,4997.76
Groceries,Britannia,First-time Buyer,Small Stores / Shops,3001577.45,1087,2761.34,500.94,4999.83
Groceries,Britannia,First-time Buyer,Supermarkets ,3081720.58,1118,2756.46,510.77,4997.17
Groceries,Britannia,High Value,Large Malls / Complexes,2825550.80,1040,2716.88,504.57,4998.87
Groceries,Britannia,High Value,Small Stores / Shops,3240853.44,1153,2810.80,504.09,4998.29
Groceries,Britannia,High Value,Supermarkets ,3439353.99,1259,2731.81,504.60,4994.27
Groceries,Britannia,In-Store Regular,Large Malls / Complexes,2846858.84,1036,2747.93,504.42,4999.35
Groceries,Britannia,In-Store Regular,Small Stores / Shops,3066038.96,1127,2720.53,514.06,4994.43
Groceries,Britannia,In-Store Regular,Supermarkets ,3256662.13,1194,2727.52,504.64,4995.93
Groceries,Britannia,Loyal Customer,Large Malls / Complexes,2774262.89,1004,2763.21,503.85,4999.40
Groceries,Britannia,Loyal Customer,Small Stores / Shops,2928643.35,1064,2752.48,503.24,4994.82
Groceries,Britannia,Loyal Customer,Supermarkets ,3357081.62,1181,2842.58,505.29,4995.73
Groceries,Britannia,Occasional Shopper,Large Malls / Complexes,2637981.79,979,2694.57,509.45,4999.21
Groceries,Britannia,Occasional Shopper,Small Stores / Shops,3150627.51,1123,2805.55,500.43,4996.56
Groceries,Britannia,Occasional Shopper,Supermarkets ,3180916.71,1175,2707.16,500.56,4981.10
Groceries,Britannia,Online Shopper,Large Malls / Complexes,2733243.49,990,2760.85,505.12,4996.20
Groceries,Britannia,Online Shopper,Small Stores / Shops,3182000.83,1154,2757.37,500.65,4997.84
Groceries,Britannia,Online Shopper,Supermarkets ,3122373.28,1157,2698.68,503.33,4993.28
Groceries,Britannia,Premium Shopper,Large Malls / Complexes,2902716.61,1049,2767.13,500.98,4998.94
Groceries,Britannia,Premium Shopper,Small Stores / Shops,2981219.95,1115,2673.74,500.31,4996.87
Groceries,Britannia,Premium Shopper,Supermarkets ,2996409.99,1113,2692.19,518.95,4992.34
Groceries,Kellogg's,Budget Shopper,Large Malls / Complexes,2902478.28,1055,2751.16,500.73,4994.74
Groceries,Kellogg's,Budget Shopper,Small Stores / Shops,3143718.81,1144,2748.01,500.68,4998.35
Groceries,Kellogg's,Budget Shopper,Supermarkets ,3084385.44,1101,2801.44,508.08,4993.66
Groceries,Kellogg's,Churn Risk,Large Malls / Complexes,3170503.29,1156,2742.65,501.42,4998.93
Groceries,Kellogg's,Churn Risk,Small Stores / Shops,3109307.75,1126,2761.37,503.77,4998.35
Groceries,Kellogg's,Churn Risk,Supermarkets ,3068351.81,1115,2751.89,507.64,4999.85
Groceries,Kellogg's,Deal Seeker,Large Malls / Complexes,3065738.84,1077,2846.55,501.79,4991.67
Groceries,Kellogg's,Deal Seeker,Small Stores / Shops,3098462.84,1136,2727.52,507.78,4999.80
Groceries,Kellogg's,Deal Seeker,Supermarkets ,3165516.22,1154,2743.08,504.50,4995.22
Groceries,Kellogg's,First-time Buyer,Large Malls / Complexes,2925753.41,1077,2716.58,507.89,4999.20
Groceries,Kellogg's,First-time Buyer,Small Stores / Shops,3013388.25,1074,2805.76,500.64,4983.65
Groceries,Kellogg's,First-time Buyer,Supermarkets ,3287508.46,1185,2774.27,505.75,4997.39
Groceries,Kellogg's,High Value,Large Malls / Complexes,2818102.44,1038,2714.93,500.54,4998.78
Groceries,Kellogg's,High Value,Small Stores / Shops,3161303.86,1156,2734.69,500.95,4991.82
Groceries,Kellogg's,High Value,Supermarkets ,3220456.17,1155,2788.27,503.26,4994.94
Groceries,Kellogg's,In-Store Regular,Large Malls / Complexes,2916183.81,1027,2839.52,509.54,4997.53
Groceries,Kellogg's,In-Store Regular,Small Stores / Shops,3005076.79,1075,2795.42,511.78,4995.38
Groceries,Kellogg's,In-Store Regular,Supermarkets ,3206161.19,1174,2730.97,500.16,4999.70
Groceries,Kellogg's,Loyal Customer,Large Malls / Complexes,2818191.88,1024,2752.14,515.99,4999.96
Groceries,Kellogg's,Loyal Customer,Small Stores / Shops,3190667.49,1164,2741.12,500.37,4999.89
Groceries,Kellogg's,Loyal Customer,Supermarkets ,2975158.10,1076,2765.02,505.38,4999.73
Groceries,Kellogg's,Occasional Shopper,Large Malls / Complexes,2864197.82,1052,2722.62,511.66,4995.35
Groceries,Kellogg's,Occasional Shopper,Small Stores / Shops,3004559.70,1109,2709.25,502.08,4992.71
Groceries,Kellogg's,Occasional Shopper,Supermarkets ,3045360.38,1114,2733.72,505.05,4996.77
Groceries,Kellogg's,Online Shopper,Large Malls / Complexes,2880091.29,1049,2745.56,509.93,4990.17
Groceries,Kellogg's,Online Shopper,Small Stores / Shops,3062118.75,1103,2776.17,505.76,4999.26
Groceries,Kellogg's,Online Shopper,Supermarkets ,3101725.38,1135,2732.80,500.12,4999.82
Groceries,Kellogg's,Premium Shopper,Large Malls / Complexes,2942117.88,1071,2747.08,508.82,4999.86
Groceries,Kellogg's,Premium Shopper,Small Stores / Shops,3052366.32,1122,2720.47,500.73,4990.81
Groceries,Kellogg's,Premium Shopper,Supermarkets ,3252123.54,1179,2758.37,500.98,4996.69
Groceries,Nestle,Budget Shopper,Large Malls / Complexes,2742285.74,1001,2739.55,511.89,4999.39
Groceries,Nestle,Budget Shopper,Small Stores / Shops,3101004.65,1130,2744.25,503.57,4985.68
Groceries,Nestle,Budget Shopper,Supermarkets ,3077082.20,1120,2747.39,501.93,4997.60
Groceries,Nestle,Churn Risk,Large Malls / Complexes,2719990.74,1001,2717.27,502.79,4998.26
Groceries,Nestle,Churn Risk,Small Stores / Shops,3017950.66,1109,2721.33,505.92,4990.79
Groceries,Nestle,Churn Risk,Supermarkets ,3253049.89,1158,2809.20,502.13,4998.94
Groceries,Nestle,Deal Seeker,Large Malls / Complexes,2971654.78,1073,2769.48,502.46,4992.96
Groceries,Nestle,Deal Seeker,Small Stores / Shops,3125308.13,1115,2802.97,500.60,4999.70
Groceries,Nestle,Deal Seeker,Supermarkets ,3325716.76,1215,2737.22,507.76,4999.88
Groceries,Nestle,First-time Buyer,Large Malls / Complexes,2880990.54,1053,2735.98,513.29,4998.49
Groceries,Nestle,First-time Buyer,Small Stores / Shops,3011294.15,1097,2745.03,502.53,4996.36
Groceries,Nestle,First-time Buyer,Supermarkets ,3002360.58,1132,2652.26,501.65,4999.88
