customer_segment,salesperson_role,campaign_name,sum_amount,count,avg_amount,min_amount,max_amount
Deal Seeker,Salesperson,Exclusive Insider Offers,1442848.61,507,2845.86,508.46,4995.57
Deal Seeker,Salesperson,Festive Fever Promo,1477902.40,550,2687.10,520.21,4998.62
Deal Seeker,Salesperson,Final Call Frenzy,1422148.31,524,2714.02,501.33,4997.58
Deal Seeker,Salesperson,Flash Frenzy Friday,1433937.46,525,2731.31,535.55,4994.86
Deal Seeker,Salesperson,"Gift More, Spend Less",1435173.67,534,2687.59,503.14,4991.67
Deal Seeker,Salesperson,Golden Hour Bargains,1434558.85,532,2696.54,513.90,4979.21
Deal Seeker,Salesperson,Green Weekend Deals,1512026.10,551,2744.15,502.12,4989.62
Deal Seeker,Salesperson,Happy Hour Discounts,1456343.28,523,2784.60,518.91,4982.85
Deal Seeker,Salesperson,Holiday Shopping Rush,1434093.41,529,2710.95,507.76,4994.94
Deal Seeker,Salesperson,Hot Picks Promo,1500966.55,541,2774.43,520.65,4990.18
Deal Seeker,Salesperson,Instant Gratification Sale,1673612.75,607,2757.19,503.56,4994.07
Deal Seeker,Salesperson,Limited Time Treasures,1390159.77,506,2747.35,501.46,4968.06
Deal Seeker,Salesperson,Loyalty Rewards Blast,1575350.07,565,2788.23,502.39,4998.50
Deal Seeker,Salesperson,Mega Weekend Bonanza,1349402.36,503,2682.71,503.23,4971.18
Deal Seeker,Salesperson,Mid-Year Madness,1425141.66,525,2714.56,506.38,4989.43
Deal Seeker,Salesperson,Midnight Madness,1494625.59,535,2793.69,511.65,4996.42
Deal Seeker,Salesperson,Mystery Discount Days,1393824.31,503,2771.02,501.05,4990.54
Deal Seeker,Salesperson,New Product Launch Promo,1458417.36,532,2741.39,500.80,4998.30
Deal Seeker,Salesperson,New Year Kickoff,1468658.74,524,2802.78,529.24,4993.91
Deal Seeker,Salesperson,Price Drop Parade,1525769.85,548,2784.25,506.58,4990.87
Deal Seeker,Salesperson,Red Tag Clearance,1410904.30,505,2793.87,509.09,4978.69
Deal Seeker,Salesperson,Shop & Save Spectacular,1590006.26,564,2819.16,500.49,4998.08
Deal Seeker,Salesperson,Smart Shopper Week,1587363.85,564,2814.47,514.89,4994.34
Deal Seeker,Salesperson,Spring Refresh Event,1373990.23,511,2688.83,521.03,4995.22
Deal Seeker,Salesperson,Spring Splash Discounts,1346261.47,503,2676.46,509.30,4998.97
Deal Seeker,Salesperson,Summer Sizzle Promo,1382480.92,525,2633.30,517.69,4989.61
Deal Seeker,Salesperson,Super Savings Week,1420018.57,509,2789.82,502.63,4993.31
Deal Seeker,Salesperson,Ultimate Value Event,1507677.22,528,2855.45,503.14,4997.42
Deal Seeker,Salesperson,Weekend Warrior Specials,1415156.61,518,2731.96,503.52,4976.61
Deal Seeker,Salesperson,Winter Wonders Sale,1522208.90,557,2732.87,502.50,4963.80
First-time Buyer,Manager,12 Days of Deals,1353623.17,502,2696.46,500.37,4999.40
First-time Buyer,Manager,Black Friday Blowout,1411576.82,511,2762.38,522.50,4997.76
First-time Buyer,Manager,Countdown to Savings,1457178.31,521,2796.89,502.09,4996.12
First-time Buyer,Manager,Customer Appreciation Week,1470197.50,528,2784.46,510.22,4997.51
First-time Buyer,Manager,Cyber Monday Mania,1464337.90,523,2799.88,503.56,4999.83
First-time Buyer,Manager,End of Season Sale,1489359.32,530,2810.11,502.75,4976.16
First-time Buyer,Manager,Exclusive Insider Offers,1419269.94,508,2793.84,501.41,4986.35
First-time Buyer,Manager,Final Call Frenzy,1489135.46,526,2831.06,501.90,4976.49
First-time Buyer,Manager,"Gift More, Spend Less",1345027.33,503,2674.01,514.57,4991.79
First-time Buyer,Manager,Golden Hour Bargains,1423229.68,521,2731.73,511.02,4991.93
First-time Buyer,Manager,Green Weekend Deals,1355846.07,512,2648.14,523.59,4999.78
First-time Buyer,Manager,Happy Hour Discounts,1478079.63,534,2767.94,503.25,4985.88
First-time Buyer,Manager,Holiday Shopping Rush,1456523.97,521,2795.63,523.84,4997.27
First-time Buyer,Manager,Loyalty Rewards Blast,1424483.37,504,2826.36,533.26,4994.70
First-time Buyer,Manager,New Arrival Showcase,1368433.48,500,2736.87,501.06,4999.20
First-time Buyer,Manager,New Year Kickoff,1382779.38,504,2743.61,513.25,4995.56
First-time Buyer,Manager,Price Drop Parade,1418071.63,511,2775.09,508.99,4996.99
First-time Buyer,Manager,Red Tag Clearance,1377007.00,501,2748.52,502.90,4992.97
First-time Buyer,Manager,Seasonal Surprise Box,1413617.47,510,2771.80,510.03,4991.57
First-time Buyer,Manager,Shop & Save Spectacular,1422731.50,510,2789.67,518.60,4996.23
First-time Buyer,Manager,Smart Shopper Week,1453465.61,526,2763.24,509.54,4997.75
First-time Buyer,Manager,Summer Sizzle Promo,1365313.84,513,2661.43,503.45,4979.55
First-time Buyer,Manager,Weekend Warrior Specials,1489400.82,531,2804.90,518.17,4999.65
First-time Buyer,Manager,Winter Clearance Carnival,1391094.56,504,2760.11,514.66,4993.18
First-time Buyer,Manager,Winter Wonders Sale,1381219.84,509,2713.59,517.04,4992.49
First-time Buyer,Sales Associate,12 Days of Deals,1527067.28,566,2698.00,502.99,4996.51
First-time Buyer,Sales Associate,Autumn Deals Drive,1429265.02,530,2696.73,513.21,4995.33
First-time Buyer,Sales Associate,BOGO Blitz,1446842.20,532,2719.63,511.07,4987.72
First-time Buyer,Sales Associate,Back to School Boost,1382684.63,519,2664.13,516.16,4987.30
First-time Buyer,Sales Associate,Birthday Bash Sale,1452813.16,524,2772.54,528.18,4999.90
First-time Buyer,Sales Associate,Black Friday Blowout,1388020.66,512,2710.98,506.58,4984.35
First-time Buyer,Sales Associate,Cart Crasher Campaign,1459814.64,540,2703.36,505.99,4985.39
First-time Buyer,Sales Associate,Cashback Carnival,1427014.55,517,2760.18,500.98,4995.37
First-time Buyer,Sales Associate,Clearance Countdown,1439866.50,516,2790.44,500.37,4987.51
First-time Buyer,Sales Associate,Countdown to Savings,1350496.80,501,2695.60,500.09,4997.39
First-time Buyer,Sales Associate,Customer Appreciation Week,1458548.50,536,2721.17,510.44,4999.02
First-time Buyer,Sales Associate,Cyber Monday Mania,1501221.47,560,2680.75,511.18,4998.08
First-time Buyer,Sales Associate,Double Points Bonanza,1446397.47,521,2776.19,511.56,4996.14
First-time Buyer,Sales Associate,Early Bird Specials,1637445.22,588,2784.77,501.84,4975.68
First-time Buyer,Sales Associate,End of Season Sale,1489163.61,541,2752.61,534.90,4997.30
First-time Buyer,Sales Associate,Exclusive Insider Offers,1415008.10,505,2802.00,510.30,4998.36
First-time Buyer,Sales Associate,Festive Fever Promo,1513734.17,550,2752.24,502.53,4996.92
First-time Buyer,Sales Associate,Final Call Frenzy,1493537.06,545,2740.43,504.15,4991.12
First-time Buyer,Sales Associate,Flash Frenzy Friday,1437493.02,507,2835.29,535.55,4993.42
First-time Buyer,Sales Associate,"Gift More, Spend Less",1488477.92,519,2867.97,516.81,4986.56
First-time Buyer,Sales Associate,Golden Hour Bargains,1573738.81,558,2820.32,503.10,4995.04
First-time Buyer,Sales Associate,Green Weekend Deals,1388283.14,509,2727.47,504.35,4999.23
First-time Buyer,Sales Associate,Hot Picks Promo,1403185.46,517,2714.09,521.54,4995.49
First-time Buyer,Sales Associate,Instant Gratification Sale,1540169.47,560,2750.30,502.68,4997.63
First-time Buyer,Sales Associate,Limited Time Treasures,1402128.19,514,2727.88,503.76,4999.59
First-time Buyer,Sales Associate,Loyalty Rewards Blast,1463434.58,541,2705.05,508.93,4999.26
First-time Buyer,Sales Associate,Mega Weekend Bonanza,1565082.38,554,2825.06,518.73,4984.20
First-time Buyer,Sales Associate,Midnight Madness,1558490.19,567,2748.66,500.01,4979.63
First-time Buyer,Sales Associate,Mystery Discount Days,1512272.55,542,2790.17,502.03,4990.95
First-time Buyer,Sales Associate,New Arrival Showcase,1607981.01,573,2806.25,506.15,4997.71
First-time Buyer,Sales Associate,New Product Launch Promo,1539979.55,555,2774.74,500.19,4999.20
First-time Buyer,Sales Associate,Red Tag Clearance,1397719.27,518,2698.30,518.05,4986.09
First-time Buyer,Sales Associate,Smart Shopper Week,1426522.90,526,2712.02,504.88,4998.48
First-time Buyer,Sales Associate,Spring Refresh Event,1369608.39,509,2690.78,510.28,4985.27
First-time Buyer,Sales Associate,Spring Splash Discounts,1564953.74,560,2794.56,504.51,4992.41
First-time Buyer,Sales Associate,Summer Sizzle Promo,1432113.38,508,2819.12,527.09,4980.85
First-time Buyer,Sales Associate,Super Savings Week,1496834.27,521,2873.00,506.37,4991.65
First-time Buyer,Sales Associate,VIP Access Sale,1521618.16,546,2786.85,502.59,4996.77
First-time Buyer,Sales Associate,Weekend Warrior Specials,1405198.07,525,2676.57,502.66,4992.92
First-time Buyer,Sales Associate,Winter Clearance Carnival,1596096.28,561,2845.09,502.03,4996.65
First-time Buyer,Sales Associate,Winter Wonders Sale,1403969.06,504,2785.65,520.96,4981.91
First-time Buyer,Salesperson,12 Days of Deals,1543621.56,563,2741.78,513.28,4994.43
First-time Buyer,Salesperson,Autumn Deals Drive,1445801.10,505,2862.97,504.68,4996.59
First-time Buyer,Salesperson,BOGO Blitz,1531225.32,551,2778.99,517.35,4997.05
First-time Buyer,Salesperson,Back to School Boost,1428366.73,525,2720.70,506.98,4995.35
First-time Buyer,Salesperson,Black Friday Blowout,1386287.48,511,2712.89,504.45,4990.39
First-time Buyer,Salesperson,Cart Crasher Campaign,1434304.55,515,2785.06,514.35,4989.31
First-time Buyer,Salesperson,Cashback Carnival,1449415.41,510,2841.99,502.94,4995.88
First-time Buyer,Salesperson,Clearance Countdown,1403706.51,520,2699.44,513.68,4993.63
First-time Buyer,Salesperson,Countdown to Savings,1437600.62,518,2775.29,501.91,4998.86
First-time Buyer,Salesperson,Customer Appreciation Week,1527953.45,541,2824.31,500.64,4996.24
First-time Buyer,Salesperson,Cyber Monday Mania,1446864.76,530,2729.93,503.20,4998.69
First-time Buyer,Salesperson,Double Points Bonanza,1477243.13,552,2676.17,503.00,4994.36
First-time Buyer,Salesperson,End of Season Sale,1444493.88,522,2767.23,508.79,4984.96
First-time Buyer,Salesperson,Exclusive Insider Offers,1546556.62,553,2796.67,507.60,4991.10
First-time Buyer,Salesperson,Festive Fever Promo,1490344.20,529,2817.29,508.47,4981.75
First-time Buyer,Salesperson,Green Weekend Deals,1447722.54,535,2706.02,500.26,4996.15
First-time Buyer,Salesperson,Happy Hour Discounts,1386364.66,517,2681.56,508.35,4998.48
First-time Buyer,Salesperson,Holiday Shopping Rush,1461815.97,538,2717.13,503.85,4999.67
First-time Buyer,Salesperson,Instant Gratification Sale,1466243.53,544,2695.30,518.33,4978.72
First-time Buyer,Salesperson,Limited Time Treasures,1476896.86,519,2845.66,510.30,4999.20
First-time Buyer,Salesperson,Loyalty Rewards Blast,1404239.13,511,2748.02,500.38,4993.88
First-time Buyer,Salesperson,Mega Weekend Bonanza,1454594.19,531,2739.35,503.85,4979.42
First-time Buyer,Salesperson,Mid-Year Madness,1467883.39,530,2769.59,511.66,4998.11
First-time Buyer,Salesperson,Midnight Madness,1412762.98,534,2645.62,511.17,4994.53
First-time Buyer,Salesperson,Mystery Discount Days,1466266.40,524,2798.22,502.13,4995.70
First-time Buyer,Salesperson,New Arrival Showcase,1428202.29,524,2725.58,503.77,4992.00
First-time Buyer,Salesperson,New Product Launch Promo,1448282.84,526,2753.39,503.51,4998.60
First-time Buyer,Salesperson,Red Tag Clearance,1396142.27,500,2792.28,527.36,4991.99
First-time Buyer,Salesperson,Seasonal Surprise Box,1527386.70,565,2703.34,513.81,4993.02
First-time Buyer,Salesperson,Shop & Save Spectacular,1367277.08,503,2718.24,502.57,4993.98
First-time Buyer,Salesperson,Smart Shopper Week,1498484.17,529,2832.67,533.87,4998.03
First-time Buyer,Salesperson,Spring Splash Discounts,1473938.06,536,2749.88,505.26,4994.34
First-time Buyer,Salesperson,Summer Sizzle Promo,1419493.38,512,2772.45,504.13,4998.36
First-time Buyer,Salesperson,Super Savings Week,1450964.60,512,2833.92,506.81,4999.25
First-time Buyer,Salesperson,Ultimate Value Event,1460968.23,521,2804.16,509.73,4999.82
First-time Buyer,Salesperson,VIP Access Sale,1499912.25,552,2717.23,504.83,4998.82
First-time Buyer,Salesperson,Weekend Warrior Specials,1375605.05,515,2671.08,506.54,4999.71
First-time Buyer,Salesperson,Winter Wonders Sale,1422175.74,515,2761.51,538.73,4995.24
High Value,Manager,Autumn Deals Drive,1480727.69,543,2726.94,523.27,4999.11
High Value,Manager,BOGO Blitz,1354074.31,505,2681.34,533.74,4996.53
High Value,Manager,Black Friday Blowout,1371633.64,505,2716.11,500.83,4986.53
High Value,Manager,Cashback Carnival,1473269.44,521,2827.77,509.88,4985.74
High Value,Manager,Clearance Countdown,1457620.65,523,2787.04,500.53,4998.45
High Value,Manager,Countdown to Savings,1467341.51,528,2779.06,504.64,4983.73
High Value,Manager,Customer Appreciation Week,1460726.34,536,2725.24,504.04,4996.51
High Value,Manager,Cyber Monday Mania,1501292.58,547,2744.59,516.07,4983.63
High Value,Manager,Deal of the Month,1471266.59,539,2729.62,504.75,4992.62
High Value,Manager,Double Points Bonanza,1453020.53,533,2726.12,500.95,4995.61
High Value,Manager,Early Bird Specials,1413859.65,520,2718.96,509.37,4995.45
High Value,Manager,End of Season Sale,1382819.63,505,2738.26,523.20,4995.76
High Value,Manager,Final Call Frenzy,1404133.78,520,2700.26,511.52,4980.80
High Value,Manager,Flash Frenzy Friday,1407811.44,513,2744.27,503.56,4985.49
High Value,Manager,Happy Hour Discounts,1457302.67,507,2874.36,510.71,4984.64
High Value,Manager,Hot Picks Promo,1428743.46,525,2721.42,505.94,4991.69
High Value,Manager,Instant Gratification Sale,1488073.52,532,2797.13,525.51,4993.28
High Value,Manager,Limited Time Treasures,1485991.13,541,2746.75,512.61,4999.38
High Value,Manager,Loyalty Rewards Blast,1410145.77,517,2727.55,500.22,4989.61
High Value,Manager,Mega Weekend Bonanza,1408074.61,522,2697.46,524.92,4996.59
High Value,Manager,Mid-Year Madness,1415039.80,524,2700.46,500.82,4990.41
High Value,Manager,Midnight Madness,1408440.39,527,2672.56,502.76,4996.41
High Value,Manager,Red Tag Clearance,1493056.79,534,2795.99,501.12,4982.49
High Value,Manager,Shop & Save Spectacular,1418857.28,514,2760.42,520.81,4990.21
High Value,Manager,Smart Shopper Week,1403151.95,507,2767.56,519.11,4973.93
High Value,Manager,Spring Refresh Event,1399678.23,507,2760.71,507.71,4987.12
High Value,Manager,Weekend Warrior Specials,1417273.32,512,2768.11,567.32,4973.65
High Value,Manager,Winter Clearance Carnival,1442200.72,514,2805.84,535.72,4998.56
High Value,Manager,Winter Wonders Sale,1528516.50,551,2774.08,505.46,4990.65
High Value,Sales Associate,12 Days of Deals,1430154.83,520,2750.30,511.33,4999.26
High Value,Sales Associate,Autumn Deals Drive,1565017.06,562,2784.73,500.77,4990.52
High Value,Sales Associate,BOGO Blitz,1478142.80,546,2707.22,517.62,4997.47
High Value,Sales Associate,Back to School Boost,1374563.41,512,2684.69,501.04,4992.48
High Value,Sales Associate,Birthday Bash Sale,1490403.39,545,2734.69,503.09,4999.68
High Value,Sales Associate,Black Friday Blowout,1452762.70,543,2675.44,500.70,4991.90
High Value,Sales Associate,Cart Crasher Campaign,1448926.33,533,2718.44,517.04,4999.98
High Value,Sales Associate,Cashback Carnival,1513331.00,554,2731.64,511.92,4990.33
High Value,Sales Associate,Clearance Countdown,1438048.27,517,2781.52,509.07,4995.95
High Value,Sales Associate,Countdown to Savings,1445607.97,515,2807.01,510.60,4993.77
High Value,Sales Associate,Customer Appreciation Week,1443380.52,526,2744.07,502.67,4987.90
High Value,Sales Associate,Cyber Monday Mania,1536739.54,540,2845.81,504.09,4997.19
High Value,Sales Associate,Deal of the Month,1502593.82,560,2683.20,501.47,4983.08
High Value,Sales Associate,Double Points Bonanza,1425151.73,529,2694.05,503.26,4996.08
High Value,Sales Associate,Early Bird Specials,1458640.83,525,2778.36,504.93,4993.12
High Value,Sales Associate,End of Season Sale,1471684.60,536,2745.68,513.05,4990.44
High Value,Sales Associate,Exclusive Insider Offers,1434770.48,515,2785.96,501.31,4978.13
High Value,Sales Associate,Festive Fever Promo,1467521.25,528,2779.40,512.05,4996.81
High Value,Sales Associate,Final Call Frenzy,1389400.50,514,2703.11,512.43,4999.96
High Value,Sales Associate,Flash Frenzy Friday,1525789.32,548,2784.29,516.34,4990.19
High Value,Sales Associate,"Gift More, Spend Less",1509471.30,535,2821.44,506.74,4994.67
High Value,Sales Associate,Golden Hour Bargains,1470901.19,539,2728.94,507.62,4983.24
High Value,Sales Associate,Green Weekend Deals,1416706.41,506,2799.82,509.92,4997.99
High Value,Sales Associate,Happy Hour Discounts,1354704.17,500,2709.41,517.25,4992.74
High Value,Sales Associate,Hot Picks Promo,1396760.79,523,2670.67,526.82,4996.34
High Value,Sales Associate,Instant Gratification Sale,1457057.70,533,2733.69,500.95,4998.94
High Value,Sales Associate,Limited Time Treasures,1371546.08,517,2652.89,505.63,4964.31
High Value,Sales Associate,Loyalty Rewards Blast,1399501.13,517,2706.97,510.40,4998.17
High Value,Sales Associate,Mega Weekend Bonanza,1440407.47,526,2738.42,503.43,4987.82
High Value,Sales Associate,Midnight Madness,1436984.21,525,2737.11,505.39,4998.34
High Value,Sales Associate,Mystery Discount Days,1542184.70,552,2793.81,509.55,4991.87
High Value,Sales Associate,New Arrival Showcase,1386826.90,518,2677.27,509.61,4980.00
High Value,Sales Associate,New Year Kickoff,1488028.99,539,2760.72,511.11,4998.26
High Value,Sales Associate,Seasonal Surprise Box,1425474.75,542,2630.03,504.60,4982.02
High Value,Sales Associate,Shop & Save Spectacular,1416825.80,529,2678.31,502.39,4999.95
High Value,Sales Associate,Smart Shopper Week,1484996.47,531,2796.60,503.56,4999.77
High Value,Sales Associate,Spring Refresh Event,1488114.19,539,2760.88,511.29,4999.78
High Value,Sales Associate,Spring Splash Discounts,1328353.78,512,2594.44,506.18,4999.08
High Value,Sales Associate,Summer Sizzle Promo,1524021.65,549,2776.00,500.10,4991.33
High Value,Sales Associate,Super Savings Week,1427685.44,516,2766.83,509.93,4989.79
High Value,Sales Associate,Ultimate Value Event,1554929.77,562,2766.78,506.64,4998.80
High Value,Sales Associate,VIP Access Sale,1440292.49,524,2748.65,503.14,4991.94
High Value,Sales Associate,Weekend Warrior Specials,1447630.79,537,2695.77,504.11,4993.10
High Value,Sales Associate,Winter Clearance Carnival,1463814.74,533,2746.37,509.87,4991.29
High Value,Sales Associate,Winter Wonders Sale,1516096.22,549,2761.56,529.00,4998.01
High Value,Salesperson,12 Days of Deals,1463865.87,533,2746.47,502.40,4999.73
High Value,Salesperson,Autumn Deals Drive,1442069.81,521,2767.89,507.26,4997.96
High Value,Salesperson,BOGO Blitz,1522654.73,556,2738.59,519.56,4993.32
High Value,Salesperson,Back to School Boost,1518008.50,554,2740.09,500.13,4998.07
High Value,Salesperson,Black Friday Blowout,1458721.39,527,2767.97,511.75,4999.47
High Value,Salesperson,Cart Crasher Campaign,1527045.98,550,2776.45,506.65,4960.08
High Value,Salesperson,Cashback Carnival,1444304.12,540,2674.64,510.86,4994.56
High Value,Salesperson,Clearance Countdown,1375821.13,503,2735.23,533.17,4998.78
High Value,Salesperson,Countdown to Savings,1553894.15,561,2769.86,504.17,4985.58
High Value,Salesperson,Customer Appreciation Week,1517209.96,558,2719.01,513.31,4976.04
High Value,Salesperson,Cyber Monday Mania,1469332.86,548,2681.26,507.37,4994.68
High Value,Salesperson,Deal of the Month,1399822.12,504,2777.42,511.26,4992.95
High Value,Salesperson,Double Points Bonanza,1429752.97,525,2723.34,504.90,4999.34
High Value,Salesperson,Early Bird Specials,1342697.34,504,2664.08,502.05,4996.35
High Value,Salesperson,End of Season Sale,1360291.94,501,2715.15,500.69,4999.05
High Value,Salesperson,Exclusive Insider Offers,1393360.47,505,2759.13,505.71,4996.56
High Value,Salesperson,Festive Fever Promo,1400588.28,512,2735.52,506.12,4992.67
High Value,Salesperson,Flash Frenzy Friday,1454069.90,531,2738.36,503.50,4998.72
High Value,Salesperson,Golden Hour Bargains,1367577.55,502,2724.26,517.26,4995.50
High Value,Salesperson,Happy Hour Discounts,1489017.94,534,2788.42,504.99,4998.95
High Value,Salesperson,Holiday Shopping Rush,1446056.92,513,2818.82,509.06,4998.34
High Value,Salesperson,Hot Picks Promo,1437403.26,514,2796.50,518.84,4988.34
High Value,Salesperson,Instant Gratification Sale,1462460.89,527,2775.07,534.05,4998.62
High Value,Salesperson,Limited Time Treasures,1470048.19,547,2687.47,508.05,4992.00
High Value,Salesperson,Loyalty Rewards Blast,1395593.25,518,2694.20,509.85,4949.02
High Value,Salesperson,Mid-Year Madness,1452168.19,517,2808.84,527.42,4997.99
High Value,Salesperson,Midnight Madness,1411693.83,520,2714.80,500.95,4998.30
High Value,Salesperson,Mystery Discount Days,1416668.91,513,2761.54,508.03,4996.73
High Value,Salesperson,New Arrival Showcase,1511729.81,540,2799.50,500.37,4995.28
High Value,Salesperson,New Product Launch Promo,1431409.28,526,2721.31,503.81,4979.52
High Value,Salesperson,New Year Kickoff,1459761.13,528,2764.70,501.31,4993.32
High Value,Salesperson,Red Tag Clearance,1348018.39,504,2674.64,517.90,4993.37
High Value,Salesperson,Seasonal Surprise Box,1447577.13,508,2849.56,505.64,4993.58
High Value,Salesperson,Shop & Save Spectacular,1439417.77,524,2746.98,531.24,4998.75
High Value,Salesperson,Spring Splash Discounts,1374063.95,502,2737.18,513.20,4996.37
High Value,Salesperson,Summer Sizzle Promo,1522451.52,543,2803.78,506.50,4998.80
High Value,Salesperson,Super Savings Week,1415871.75,522,2712.40,502.34,4984.05
High Value,Salesperson,Ultimate Value Event,1437197.85,515,2790.68,503.38,4996.74
High Value,Salesperson,VIP Access Sale,1428358.63,512,2789.76,502.41,4992.51
High Value,Salesperson,Weekend Warrior Specials,1514786.41,550,2754.16,502.46,4964.50
High Value,Salesperson,Winter Clearance Carnival,1478538.14,513,2882.14,506.45,4969.79
In-Store Regular,Manager,Clearance Countdown,1398619.55,506,2764.07,500.68,4993.71
In-Store Regular,Manager,Customer Appreciation Week,1340413.36,500,2680.83,519.37,4995.61
In-Store Regular,Manager,Double Points Bonanza,1452925.63,512,2837.75,506.78,4995.23
In-Store Regular,Manager,Festive Fever Promo,1429129.99,515,2775.01,500.07,4998.89
In-Store Regular,Manager,Final Call Frenzy,1383871.67,506,2734.92,509.54,4974.82
In-Store Regular,Manager,Flash Frenzy Friday,1459353.92,518,2817.29,508.02,4995.61
In-Store Regular,Manager,"Gift More, Spend Less",1366576.94,505,2706.09,503.59,4990.49
In-Store Regular,Manager,Golden Hour Bargains,1383751.86,514,2692.12,516.63,4969.17
In-Store Regular,Manager,Hot Picks Promo,1445723.87,535,2702.29,502.61,4992.31
In-Store Regular,Manager,Instant Gratification Sale,1428247.33,500,2856.49,565.74,4993.60
In-Store Regular,Manager,Mega Weekend Bonanza,1391398.42,512,2717.58,512.03,4991.27
In-Store Regular,Manager,Midnight Madness,1513396.83,547,2766.72,500.45,4998.66
In-Store Regular,Manager,New Product Launch Promo,1404036.73,503,2791.33,501.76,4998.30
In-Store Regular,Manager,Price Drop Parade,1344839.24,502,2678.96,504.57,4999.58
In-Store Regular,Manager,Seasonal Surprise Box,1341052.84,507,2645.07,507.86,4974.36
In-Store Regular,Manager,Shop & Save Spectacular,1505241.54,534,2818.80,507.30,4991.97
In-Store Regular,Manager,Weekend Warrior Specials,1455993.06,519,2805.38,502.44,4992.92
In-Store Regular,Manager,Winter Clearance Carnival,1435991.07,531,2704.31,508.37,4964.65
In-Store Regular,Manager,Winter Wonders Sale,1357573.23,508,2672.39,517.03,4999.21
In-Store Regular,Sales Associate,12 Days of Deals,1438736.44,520,2766.80,509.13,4999.60
In-Store Regular,Sales Associate,Autumn Deals Drive,1651054.35,605,2729.02,503.92,4992.45
In-Store Regular,Sales Associate,BOGO Blitz,1419494.83,532,2668.22,503.66,4993.12
In-Store Regular,Sales Associate,Back to School Boost,1370100.68,517,2650.10,501.01,4988.68
In-Store Regular,Sales Associate,Black Friday Blowout,1493770.53,526,2839.87,507.51,4997.07
In-Store Regular,Sales Associate,Cart Crasher Campaign,1469098.10,535,2745.98,514.16,4980.08
In-Store Regular,Sales Associate,Cashback Carnival,1503587.81,561,2680.19,503.09,4993.83
In-Store Regular,Sales Associate,Clearance Countdown,1409691.99,520,2710.95,519.06,4989.75
In-Store Regular,Sales Associate,Countdown to Savings,1387769.42,515,2694.70,509.72,4998.01
In-Store Regular,Sales Associate,Customer Appreciation Week,1469230.84,555,2647.26,506.67,4996.86
In-Store Regular,Sales Associate,Cyber Monday Mania,1419566.67,517,2745.78,503.24,4986.05
In-Store Regular,Sales Associate,Deal of the Month,1395203.06,509,2741.07,517.76,4999.17
In-Store Regular,Sales Associate,Early Bird Specials,1529829.75,551,2776.46,513.51,4991.59
In-Store Regular,Sales Associate,End of Season Sale,1379103.81,508,2714.77,507.40,4997.96
In-Store Regular,Sales Associate,Exclusive Insider Offers,1574015.08,565,2785.87,514.36,4999.92
In-Store Regular,Sales Associate,Festive Fever Promo,1611095.41,576,2797.04,519.49,4990.63
In-Store Regular,Sales Associate,Final Call Frenzy,1501263.12,548,2739.53,508.37,4999.33
In-Store Regular,Sales Associate,Flash Frenzy Friday,1472480.74,546,2696.85,504.09,4991.58
In-Store Regular,Sales Associate,"Gift More, Spend Less",1596228.68,551,2896.97,511.37,4994.74
In-Store Regular,Sales Associate,Golden Hour Bargains,1375859.86,500,2751.72,501.78,4999.76
In-Store Regular,Sales Associate,Green Weekend Deals,1495342.94,544,2748.79,517.59,4995.46
In-Store Regular,Sales Associate,Happy Hour Discounts,1561440.59,552,2828.70,500.31,4996.28
In-Store Regular,Sales Associate,Hot Picks Promo,1463447.22,527,2776.94,519.69,4988.19
In-Store Regular,Sales Associate,Limited Time Treasures,1381518.82,517,2672.18,522.50,4986.00
In-Store Regular,Sales Associate,Loyalty Rewards Blast,1438251.64,521,2760.56,500.57,4992.46
In-Store Regular,Sales Associate,Mid-Year Madness,1529046.73,557,2745.15,506.56,4994.70
In-Store Regular,Sales Associate,Mystery Discount Days,1507665.21,534,2823.34,506.20,4995.07
In-Store Regular,Sales Associate,New Product Launch Promo,1595607.00,578,2760.57,506.98,4993.94
In-Store Regular,Sales Associate,New Year Kickoff,1447662.24,534,2710.98,516.02,4986.69
In-Store Regular,Sales Associate,Price Drop Parade,1481440.85,523,2832.58,508.09,4999.49
In-Store Regular,Sales Associate,Red Tag Clearance,1391503.93,502,2771.92,504.22,4998.76
In-Store Regular,Sales Associate,Seasonal Surprise Box,1367426.57,507,2697.09,504.42,4992.97
In-Store Regular,Sales Associate,Smart Shopper Week,1382512.41,505,2737.65,508.73,4998.63
In-Store Regular,Sales Associate,Spring Refresh Event,1462229.29,527,2774.63,513.02,4995.99
In-Store Regular,Sales Associate,Spring Splash Discounts,1459045.75,529,2758.12,507.73,4983.92
In-Store Regular,Sales Associate,Summer Sizzle Promo,1487709.89,538,2765.26,502.32,4995.70
In-Store Regular,Sales Associate,Super Savings Week,1515411.21,540,2806.32,513.58,4991.38
In-Store Regular,Sales Associate,Ultimate Value Event,1569580.62,561,2797.83,506.12,4994.00
In-Store Regular,Sales Associate,VIP Access Sale,1418919.38,518,2739.23,500.93,4984.60
In-Store Regular,Sales Associate,Winter Clearance Carnival,1459579.89,536,2723.10,511.24,4998.82
In-Store Regular,Sales Associate,Winter Wonders Sale,1457757.21,535,2724.78,516.58,4998.96
In-Store Regular,Salesperson,12 Days of Deals,1428158.79,511,2794.83,503.94,4972.15
In-Store Regular,Salesperson,Autumn Deals Drive,1426211.10,529,2696.05,502.40,4996.98
