brand,customer_segment,store_type,salesperson_role,sum_amount,count,avg_amount,min_amount,max_amount
Nike,Occasional Shopper,Large Malls / Complexes,Manager,1514991.01,575,2634.77,501.20,4993.39
Nike,Occasional Shopper,Large Malls / Complexes,Sales Associate,1656445.69,603,2747.01,503.69,4992.01
Nike,Occasional Shopper,Large Malls / Complexes,Salesperson,1489258.25,545,2732.58,512.51,4999.19
Nike,Occasional Shopper,Small Stores / Shops,Manager,1523539.34,548,2780.18,506.38,4992.82
Nike,Occasional Shopper,Small Stores / Shops,Sales Associate,1735248.02,608,2854.03,501.25,4998.50
Nike,Occasional Shopper,Small Stores / Shops,Salesperson,1658256.44,606,2736.40,502.13,4995.34
Nike,Occasional Shopper,Small Stores / Shops,Senior Salesperson,1396448.05,512,2727.44,500.65,4990.29
Nike,Occasional Shopper,Supermarkets ,Manager,1593808.83,589,2705.96,503.65,4999.75
Nike,Occasional Shopper,Supermarkets ,Sales Associate,1681908.12,617,2725.95,511.61,4987.98
Nike,Occasional Shopper,Supermarkets ,Salesperson,1688593.09,608,2777.29,505.19,4996.93
Nike,Occasional Shopper,Supermarkets ,Senior Salesperson,1424144.86,512,2781.53,521.75,4998.21
Nike,Online Shopper,Large Malls / Complexes,Sales Associate,1592391.43,561,2838.49,508.00,4990.16
Nike,Online Shopper,Large Malls / Complexes,Salesperson,1454042.86,540,2692.67,513.51,4996.67
Nike,Online Shopper,Small Stores / Shops,Manager,1546933.10,549,2817.73,505.29,4994.35
Nike,Online Shopper,Small Stores / Shops,Sales Associate,1522758.39,557,2733.86,502.80,4974.38
Nike,Online Shopper,Small Stores / Shops,Salesperson,1594900.63,575,2773.74,509.19,4996.11
Nike,Online Shopper,Small Stores / Shops,Senior Salesperson,1496250.23,518,2888.51,503.50,4998.41
Nike,Online Shopper,Supermarkets ,Manager,1514130.13,557,2718.37,501.71,4996.32
Nike,Online Shopper,Supermarkets ,Sales Associate,1745134.18,637,2739.61,505.27,4992.25
Nike,Online Shopper,Supermarkets ,Salesperson,1674758.56,599,2795.92,500.43,4995.11
Nike,Online Shopper,Supermarkets ,Senior Salesperson,1474862.74,525,2809.26,503.08,4978.48
Nike,Premium Shopper,Large Malls / Complexes,Manager,1414741.10,528,2679.43,504.47,4993.59
Nike,Premium Shopper,Large Malls / Complexes,Sales Associate,1418366.37,527,2691.40,500.72,4999.19
Nike,Premium Shopper,Large Malls / Complexes,Salesperson,1449961.01,521,2783.03,532.76,4997.81
Nike,Premium Shopper,Small Stores / Shops,Manager,1660887.27,581,2858.67,514.59,4999.67
Nike,Premium Shopper,Small Stores / Shops,Sales Associate,1649290.79,605,2726.10,512.94,4996.89
Nike,Premium Shopper,Small Stores / Shops,Salesperson,1626180.75,593,2742.29,500.79,4988.75
Nike,Premium Shopper,Small Stores / Shops,Senior Salesperson,1431902.25,508,2818.71,502.59,4990.88
Nike,Premium Shopper,Supermarkets ,Manager,1579285.74,545,2897.77,508.64,4993.48
Nike,Premium Shopper,Supermarkets ,Sales Associate,1729109.49,618,2797.91,509.26,4998.76
Nike,Premium Shopper,Supermarkets ,Salesperson,1650090.91,585,2820.67,506.18,4997.44
Nike,Premium Shopper,Supermarkets ,Senior Salesperson,1422162.01,506,2810.60,500.31,4996.44
Puma,Budget Shopper,Large Malls / Complexes,Manager,1387508.35,508,2731.32,513.95,4993.20
Puma,Budget Shopper,Large Malls / Complexes,Sales Associate,1506836.04,552,2729.78,506.68,4985.94
Puma,Budget Shopper,Large Malls / Complexes,Salesperson,1563202.88,562,2781.50,502.32,4986.57
Puma,Budget Shopper,Large Malls / Complexes,Senior Salesperson,1394500.92,504,2766.87,510.88,4975.09
Puma,Budget Shopper,Small Stores / Shops,Manager,1605117.13,576,2786.66,504.90,4984.66
Puma,Budget Shopper,Small Stores / Shops,Sales Associate,1590109.15,573,2775.06,515.93,4997.38
Puma,Budget Shopper,Small Stores / Shops,Salesperson,1631652.99,588,2774.92,511.85,4996.58
Puma,Budget Shopper,Small Stores / Shops,Senior Salesperson,1388111.98,507,2737.89,536.33,4998.97
Puma,Budget Shopper,Supermarkets ,Manager,1529896.60,551,2776.58,501.48,4985.43
Puma,Budget Shopper,Supermarkets ,Sales Associate,1667658.98,585,2850.70,514.18,4999.85
Puma,Budget Shopper,Supermarkets ,Salesperson,1524378.01,573,2660.35,509.04,4999.17
Puma,Budget Shopper,Supermarkets ,Senior Salesperson,1407791.64,514,2738.89,512.16,4997.46
Puma,Churn Risk,Large Malls / Complexes,Manager,1507746.19,551,2736.38,503.81,4998.60
Puma,Churn Risk,Large Malls / Complexes,Sales Associate,1486147.78,521,2852.49,526.79,4997.51
Puma,Churn Risk,Large Malls / Complexes,Salesperson,1383029.67,510,2711.82,519.01,4993.44
Puma,Churn Risk,Small Stores / Shops,Manager,1637575.02,583,2808.88,502.49,4995.97
Puma,Churn Risk,Small Stores / Shops,Sales Associate,1469910.64,565,2601.61,500.57,4993.72
Puma,Churn Risk,Small Stores / Shops,Salesperson,1549797.92,576,2690.62,502.77,4996.88
Puma,Churn Risk,Small Stores / Shops,Senior Salesperson,1523493.91,545,2795.40,502.11,4997.16
Puma,Churn Risk,Supermarkets ,Manager,1527238.88,575,2656.07,505.35,4980.18
Puma,Churn Risk,Supermarkets ,Sales Associate,1603440.78,596,2690.34,503.04,4994.80
Puma,Churn Risk,Supermarkets ,Salesperson,1609308.60,586,2746.26,506.85,4993.59
Puma,Churn Risk,Supermarkets ,Senior Salesperson,1519858.78,540,2814.55,517.45,4989.54
Puma,Deal Seeker,Large Malls / Complexes,Manager,1603649.12,568,2823.33,501.96,4998.69
Puma,Deal Seeker,Large Malls / Complexes,Sales Associate,1562570.63,568,2751.00,521.71,4983.86
Puma,Deal Seeker,Large Malls / Complexes,Salesperson,1498703.38,552,2715.04,506.16,4998.09
Puma,Deal Seeker,Large Malls / Complexes,Senior Salesperson,1437777.02,508,2830.27,523.97,4992.22
Puma,Deal Seeker,Small Stores / Shops,Manager,1556202.73,554,2809.03,535.10,4997.71
Puma,Deal Seeker,Small Stores / Shops,Sales Associate,1622724.68,589,2755.05,502.43,4979.26
Puma,Deal Seeker,Small Stores / Shops,Salesperson,1726329.36,641,2693.18,517.86,4985.65
Puma,Deal Seeker,Small Stores / Shops,Senior Salesperson,1583366.36,571,2772.97,521.89,4996.19
Puma,Deal Seeker,Supermarkets ,Manager,1633757.90,577,2831.47,500.97,4977.73
Puma,Deal Seeker,Supermarkets ,Sales Associate,1614228.19,589,2740.63,521.53,4997.56
Puma,Deal Seeker,Supermarkets ,Salesperson,1697857.00,604,2811.02,500.66,4997.64
Puma,Deal Seeker,Supermarkets ,Senior Salesperson,1363714.54,501,2721.99,500.07,4999.01
Puma,First-time Buyer,Large Malls / Complexes,Manager,1435025.34,517,2775.68,514.57,4987.34
Puma,First-time Buyer,Large Malls / Complexes,Sales Associate,1603024.48,569,2817.27,504.07,4999.23
Puma,First-time Buyer,Small Stores / Shops,Manager,1441590.24,524,2751.13,500.04,4999.40
Puma,First-time Buyer,Small Stores / Shops,Sales Associate,1661593.33,600,2769.32,506.15,4993.42
Puma,First-time Buyer,Small Stores / Shops,Salesperson,1602254.68,581,2757.75,505.09,4994.34
Puma,First-time Buyer,Small Stores / Shops,Senior Salesperson,1558301.96,558,2792.66,511.21,4996.42
Puma,First-time Buyer,Supermarkets ,Manager,1540368.38,577,2669.62,522.28,4991.31
Puma,First-time Buyer,Supermarkets ,Sales Associate,1674700.99,624,2683.82,502.20,4993.79
Puma,First-time Buyer,Supermarkets ,Salesperson,1651279.07,600,2752.13,504.68,4985.10
Puma,High Value,Large Malls / Complexes,Manager,1603334.64,575,2788.41,504.64,4995.61
Puma,High Value,Large Malls / Complexes,Sales Associate,1545046.13,563,2744.31,500.10,4997.99
Puma,High Value,Large Malls / Complexes,Salesperson,1549612.44,556,2787.07,500.37,4998.01
Puma,High Value,Small Stores / Shops,Manager,1594793.10,569,2802.80,521.45,4992.59
Puma,High Value,Small Stores / Shops,Sales Associate,1717156.20,614,2796.67,503.43,4981.66
Puma,High Value,Small Stores / Shops,Salesperson,1638180.97,607,2698.82,503.81,4998.14
Puma,High Value,Small Stores / Shops,Senior Salesperson,1455682.33,514,2832.07,500.03,4987.18
Puma,High Value,Supermarkets ,Manager,1595007.66,595,2680.69,500.82,4972.78
Puma,High Value,Supermarkets ,Sales Associate,1646937.67,599,2749.48,509.87,4987.65
Puma,High Value,Supermarkets ,Salesperson,1630560.29,591,2758.99,504.90,4996.51
Puma,High Value,Supermarkets ,Senior Salesperson,1439110.66,525,2741.16,500.45,4995.90
Puma,In-Store Regular,Large Malls / Complexes,Manager,1447686.87,513,2822.00,509.15,4989.36
Puma,In-Store Regular,Large Malls / Complexes,Sales Associate,1511676.68,557,2713.96,501.78,4995.46
Puma,In-Store Regular,Large Malls / Complexes,Salesperson,1473621.45,532,2769.97,502.29,4998.12
Puma,In-Store Regular,Small Stores / Shops,Manager,1477522.75,544,2716.03,511.59,4995.61
Puma,In-Store Regular,Small Stores / Shops,Sales Associate,1747794.94,633,2761.13,506.20,4993.05
Puma,In-Store Regular,Small Stores / Shops,Salesperson,1532852.56,591,2593.66,502.54,4995.13
Puma,In-Store Regular,Small Stores / Shops,Senior Salesperson,1469722.21,547,2686.88,500.74,4993.73
Puma,In-Store Regular,Supermarkets ,Manager,1483222.56,528,2809.13,547.55,4998.51
Puma,In-Store Regular,Supermarkets ,Sales Associate,1679292.96,628,2674.03,517.58,4985.05
Puma,In-Store Regular,Supermarkets ,Salesperson,1570117.31,563,2788.84,501.80,4999.89
Puma,In-Store Regular,Supermarkets ,Senior Salesperson,1538068.67,546,2816.98,524.14,4998.89
Puma,Loyal Customer,Large Malls / Complexes,Sales Associate,1441427.81,544,2649.68,500.18,4990.43
Puma,Loyal Customer,Large Malls / Complexes,Salesperson,1448734.06,528,2743.81,507.72,4996.71
Puma,Loyal Customer,Small Stores / Shops,Manager,1625269.93,588,2764.06,516.12,4995.93
Puma,Loyal Customer,Small Stores / Shops,Sales Associate,1660659.62,610,2722.39,510.77,4996.57
Puma,Loyal Customer,Small Stores / Shops,Salesperson,1512022.65,552,2739.17,503.10,4997.04
Puma,Loyal Customer,Small Stores / Shops,Senior Salesperson,1498854.69,551,2720.24,503.52,4999.68
Puma,Loyal Customer,Supermarkets ,Manager,1595625.48,574,2779.84,507.32,4997.42
Puma,Loyal Customer,Supermarkets ,Sales Associate,1661002.43,611,2718.50,507.07,4995.44
Puma,Loyal Customer,Supermarkets ,Salesperson,1608213.20,592,2716.58,502.12,4988.87
Puma,Loyal Customer,Supermarkets ,Senior Salesperson,1470320.68,530,2774.19,503.60,4996.09
Puma,Occasional Shopper,Large Malls / Complexes,Manager,1385794.23,511,2711.93,517.34,4973.10
Puma,Occasional Shopper,Large Malls / Complexes,Sales Associate,1556381.25,562,2769.36,504.14,4982.25
Puma,Occasional Shopper,Large Malls / Complexes,Salesperson,1556053.18,560,2778.67,510.86,4995.89
Puma,Occasional Shopper,Small Stores / Shops,Manager,1554357.64,561,2770.69,511.31,4994.72
Puma,Occasional Shopper,Small Stores / Shops,Sales Associate,1588621.78,571,2782.17,503.74,4994.01
Puma,Occasional Shopper,Small Stores / Shops,Salesperson,1737447.99,625,2779.92,500.41,4998.46
Puma,Occasional Shopper,Small Stores / Shops,Senior Salesperson,1432838.70,517,2771.45,502.39,4996.43
Puma,Occasional Shopper,Supermarkets ,Manager,1636615.70,589,2778.63,503.81,4988.49
Puma,Occasional Shopper,Supermarkets ,Sales Associate,1833626.76,657,2790.91,512.66,4988.35
Puma,Occasional Shopper,Supermarkets ,Salesperson,1763380.43,633,2785.75,510.90,4993.54
Puma,Occasional Shopper,Supermarkets ,Senior Salesperson,1468829.98,534,2750.62,502.57,4993.05
Puma,Online Shopper,Large Malls / Complexes,Manager,1493590.58,564,2648.21,504.78,4968.15
Puma,Online Shopper,Large Malls / Complexes,Sales Associate,1669804.23,590,2830.18,513.63,4999.78
Puma,Online Shopper,Large Malls / Complexes,Salesperson,1421918.41,531,2677.81,500.66,4989.36
Puma,Online Shopper,Small Stores / Shops,Manager,1420261.82,517,2747.12,503.51,4980.65
Puma,Online Shopper,Small Stores / Shops,Sales Associate,1569787.84,565,2778.39,503.49,4982.48
Puma,Online Shopper,Small Stores / Shops,Salesperson,1604021.33,581,2760.79,505.17,4993.01
Puma,Online Shopper,Supermarkets ,Manager,1657444.60,588,2818.78,500.04,4988.81
Puma,Online Shopper,Supermarkets ,Sales Associate,1571832.72,587,2677.74,503.61,4991.70
Puma,Online Shopper,Supermarkets ,Salesperson,1604790.84,586,2738.55,512.78,4995.81
Puma,Online Shopper,Supermarkets ,Senior Salesperson,1573456.11,565,2784.88,510.27,4998.52
Puma,Premium Shopper,Large Malls / Complexes,Manager,1561333.78,571,2734.38,505.64,4985.90
Puma,Premium Shopper,Large Malls / Complexes,Sales Associate,1482782.80,529,2802.99,501.68,4993.14
Puma,Premium Shopper,Large Malls / Complexes,Salesperson,1300473.09,507,2565.04,509.04,4993.01
Puma,Premium Shopper,Small Stores / Shops,Manager,1587486.27,559,2839.87,504.35,4997.57
Puma,Premium Shopper,Small Stores / Shops,Sales Associate,1548541.40,552,2805.33,515.16,4997.07
Puma,Premium Shopper,Small Stores / Shops,Salesperson,1536259.56,554,2773.03,505.48,4994.03
Puma,Premium Shopper,Small Stores / Shops,Senior Salesperson,1529094.72,559,2735.41,500.07,4997.06
Puma,Premium Shopper,Supermarkets ,Manager,1502999.80,548,2742.70,502.77,4996.89
Puma,Premium Shopper,Supermarkets ,Sales Associate,1622929.65,581,2793.34,518.56,4997.08
Puma,Premium Shopper,Supermarkets ,Salesperson,1662499.14,614,2707.65,523.68,4998.60
Puma,Premium Shopper,Supermarkets ,Senior Salesperson,1476805.37,523,2823.72,500.81,4995.70
Samsung,Budget Shopper,Large Malls / Complexes,Manager,1476995.84,527,2802.65,504.79,4988.76
Samsung,Budget Shopper,Large Malls / Complexes,Sales Associate,1448212.68,529,2737.64,504.71,4997.52
Samsung,Budget Shopper,Large Malls / Complexes,Salesperson,1413773.43,512,2761.28,540.58,4999.90
Samsung,Budget Shopper,Small Stores / Shops,Manager,1515835.58,544,2786.46,511.08,4994.52
Samsung,Budget Shopper,Small Stores / Shops,Sales Associate,1578414.21,583,2707.40,502.24,4998.71
Samsung,Budget Shopper,Small Stores / Shops,Salesperson,1511478.66,548,2758.17,504.62,4991.29
Samsung,Budget Shopper,Supermarkets ,Manager,1616747.44,598,2703.59,505.10,4998.07
Samsung,Budget Shopper,Supermarkets ,Sales Associate,1602305.54,591,2711.18,500.78,4979.85
Samsung,Budget Shopper,Supermarkets ,Salesperson,1514085.66,552,2742.91,500.99,4999.66
Samsung,Budget Shopper,Supermarkets ,Senior Salesperson,1529958.12,546,2802.12,534.79,4988.20
Samsung,Churn Risk,Large Malls / Complexes,Manager,1553576.93,559,2779.21,506.44,4995.77
Samsung,Churn Risk,Large Malls / Complexes,Sales Associate,1532566.08,559,2741.62,516.51,4991.94
Samsung,Churn Risk,Large Malls / Complexes,Salesperson,1428044.04,521,2740.97,503.96,4986.07
Samsung,Churn Risk,Small Stores / Shops,Manager,1453827.32,527,2758.69,538.03,4995.60
Samsung,Churn Risk,Small Stores / Shops,Sales Associate,1706953.88,617,2766.54,500.21,4986.83
Samsung,Churn Risk,Small Stores / Shops,Salesperson,1605161.33,590,2720.61,501.61,4978.08
Samsung,Churn Risk,Small Stores / Shops,Senior Salesperson,1456768.98,553,2634.30,501.42,4999.69
Samsung,Churn Risk,Supermarkets ,Manager,1600082.87,582,2749.28,502.11,4987.89
Samsung,Churn Risk,Supermarkets ,Sales Associate,1777164.41,631,2816.43,501.03,4990.87
Samsung,Churn Risk,Supermarkets ,Salesperson,1598724.16,560,2854.86,508.34,4994.08
Samsung,Churn Risk,Supermarkets ,Senior Salesperson,1496889.78,560,2673.02,503.22,4978.57
Samsung,Deal Seeker,Large Malls / Complexes,Manager,1444758.12,527,2741.48,500.13,4974.90
Samsung,Deal Seeker,Large Malls / Complexes,Sales Associate,1486726.69,540,2753.20,501.53,4952.64
Samsung,Deal Seeker,Large Malls / Complexes,Salesperson,1484203.35,542,2738.38,505.48,4996.68
Samsung,Deal Seeker,Large Malls / Complexes,Senior Salesperson,1379075.34,504,2736.26,503.08,4986.00
Samsung,Deal Seeker,Small Stores / Shops,Manager,1600488.44,563,2842.79,509.29,4998.39
Samsung,Deal Seeker,Small Stores / Shops,Sales Associate,1621896.64,577,2810.91,501.85,4992.26
Samsung,Deal Seeker,Small Stores / Shops,Salesperson,1666059.45,619,2691.53,504.18,4982.85
Samsung,Deal Seeker,Small Stores / Shops,Senior Salesperson,1407640.98,504,2792.94,504.35,4995.59
Samsung,Deal Seeker,Supermarkets ,Manager,1533869.22,561,2734.17,527.46,4991.18
Samsung,Deal Seeker,Supermarkets ,Sales Associate,1702427.01,630,2702.27,501.29,4998.01
Samsung,Deal Seeker,Supermarkets ,Salesperson,1681242.67,635,2647.63,519.49,4998.46
Samsung,First-time Buyer,Large Malls / Complexes,Manager,1427432.69,525,2718.92,514.66,4989.92
Samsung,First-time Buyer,Large Malls / Complexes,Sales Associate,1461006.91,545,2680.75,502.39,4989.77
Samsung,First-time Buyer,Large Malls / Complexes,Salesperson,1451040.40,542,2677.20,501.91,4990.26
Samsung,First-time Buyer,Large Malls / Complexes,Senior Salesperson,1413374.50,511,2765.90,516.29,4999.73
Samsung,First-time Buyer,Small Stores / Shops,Manager,1579924.01,582,2714.65,500.15,4982.74
Samsung,First-time Buyer,Small Stores / Shops,Sales Associate,1628271.88,576,2826.86,506.47,4999.45
Samsung,First-time Buyer,Small Stores / Shops,Salesperson,1683391.76,617,2728.35,507.60,4994.43
Samsung,First-time Buyer,Small Stores / Shops,Senior Salesperson,1376912.94,513,2684.04,510.87,4988.74
Samsung,First-time Buyer,Supermarkets ,Manager,1588596.69,580,2738.96,500.13,4976.49
Samsung,First-time Buyer,Supermarkets ,Sales Associate,1676965.63,599,2799.61,502.59,4978.20
Samsung,First-time Buyer,Supermarkets ,Salesperson,1725443.21,608,2837.90,521.59,4999.71
Samsung,First-time Buyer,Supermarkets ,Senior Salesperson,1344967.91,506,2658.04,503.95,4974.22
Samsung,High Value,Large Malls / Complexes,Manager,1405312.88,506,2777.30,506.31,4982.07
Samsung,High Value,Large Malls / Complexes,Sales Associate,1491668.86,544,2742.04,518.45,4985.80
Samsung,High Value,Large Malls / Complexes,Salesperson,1540234.54,555,2775.20,510.86,4992.51
Samsung,High Value,Small Stores / Shops,Manager,1702572.80,619,2750.52,502.76,4998.14
Samsung,High Value,Small Stores / Shops,Sales Associate,1637918.78,603,2716.28,503.72,4999.98
Samsung,High Value,Small Stores / Shops,Salesperson,1547153.41,576,2686.03,503.38,4993.32
Samsung,High Value,Small Stores / Shops,Senior Salesperson,1426496.91,509,2802.55,520.70,4994.38
Samsung,High Value,Supermarkets ,Manager,1674067.17,608,2753.40,515.93,4992.12
Samsung,High Value,Supermarkets ,Sales Associate,1589124.75,594,2675.29,515.70,4988.95
Samsung,High Value,Supermarkets ,Salesperson,1480243.58,540,2741.19,510.76,4993.37
Samsung,High Value,Supermarkets ,Senior Salesperson,1363122.49,507,2688.60,501.98,4991.12
Samsung,In-Store Regular,Large Malls / Complexes,Sales Associate,1725448.03,614,2810.18,512.41,4994.00
Samsung,In-Store Regular,Large Malls / Complexes,Salesperson,1459129.55,546,2672.40,501.27,4995.33
Samsung,In-Store Regular,Small Stores / Shops,Manager,1612283.91,604,2669.34,506.78,4993.04
Samsung,In-Store Regular,Small Stores / Shops,Sales Associate,1637974.43,605,2707.40,517.59,4980.77
Samsung,In-Store Regular,Small Stores / Shops,Salesperson,1688257.71,617,2736.24,504.11,4983.39
Samsung,In-Store Regular,Supermarkets ,Manager,1486993.98,558,2664.86,512.89,4983.54
Samsung,In-Store Regular,Supermarkets ,Sales Associate,1579754.55,578,2733.14,503.09,4985.76
Samsung,In-Store Regular,Supermarkets ,Salesperson,1676540.97,593,2827.22,522.14,4990.57
Samsung,In-Store Regular,Supermarkets ,Senior Salesperson,1472752.70,535,2752.81,505.98,4999.21
Samsung,Loyal Customer,Large Malls / Complexes,Manager,1553249.38,554,2803.70,500.90,4998.26
Samsung,Loyal Customer,Large Malls / Complexes,Sales Associate,1578371.41,563,2803.50,529.47,4996.07
Samsung,Loyal Customer,Large Malls / Complexes,Salesperson,1517230.80,550,2758.60,513.98,4999.50
Samsung,Loyal Customer,Small Stores / Shops,Manager,1576501.74,565,2790.27,500.93,4996.94
Samsung,Loyal Customer,Small Stores / Shops,Sales Associate,1667412.53,606,2751.51,500.38,4991.19
Samsung,Loyal Customer,Small Stores / Shops,Salesperson,1502879.95,554,2712.78,522.82,4998.87
Samsung,Loyal Customer,Supermarkets ,Manager,1655864.31,592,2797.07,513.45,4998.97
Samsung,Loyal Customer,Supermarkets ,Sales Associate,1703291.70,617,2760.60,500.68,4996.11
Samsung,Loyal Customer,Supermarkets ,Salesperson,1651543.50,581,2842.59,503.00,4988.94
Samsung,Loyal Customer,Supermarkets ,Senior Salesperson,1481434.33,527,2811.07,507.78,4997.26
Samsung,Occasional Shopper,Large Malls / Complexes,Manager,1517297.58,562,2699.82,505.65,4978.35
Samsung,Occasional Shopper,Large Malls / Complexes,Sales Associate,1665628.33,615,2708.34,501.55,4995.39
Samsung,Occasional Shopper,Large Malls / Complexes,Salesperson,1534442.15,559,2744.98,540.51,4992.38
Samsung,Occasional Shopper,Small Stores / Shops,Manager,1704476.88,611,2789.65,506.66,4997.28
Samsung,Occasional Shopper,Small Stores / Shops,Sales Associate,1573303.45,563,2794.50,509.09,4988.35
Samsung,Occasional Shopper,Small Stores / Shops,Salesperson,1667474.55,595,2802.48,500.09,4991.03
Samsung,Occasional Shopper,Small Stores / Shops,Senior Salesperson,1405077.54,519,2707.28,515.84,4977.80
Samsung,Occasional Shopper,Supermarkets ,Manager,1671608.23,614,2722.49,503.77,4996.60
Samsung,Occasional Shopper,Supermarkets ,Sales Associate,1687892.19,602,2803.81,514.98,4999.63
Samsung,Occasional Shopper,Supermarkets ,Salesperson,1733930.64,631,2747.91,515.99,4995.48
Samsung,Occasional Shopper,Supermarkets ,Senior Salesperson,1394512.50,507,2750.52,504.21,4996.35
Samsung,Online Shopper,Large Malls / Complexes,Manager,1534300.23,552,2779.53,503.07,4977.03
Samsung,Online Shopper,Large Malls / Complexes,Sales Associate,1467284.35,541,2712.17,505.51,4996.43
Samsung,Online Shopper,Large Malls / Complexes,Salesperson,1492721.05,533,2800.60,507.60,4998.12
Samsung,Online Shopper,Small Stores / Shops,Manager,1555945.36,567,2744.17,520.60,4998.33
Samsung,Online Shopper,Small Stores / Shops,Sales Associate,1704503.90,619,2753.64,505.74,4977.50
Samsung,Online Shopper,Small Stores / Shops,Salesperson,1637351.34,599,2733.47,503.09,4999.87
Samsung,Online Shopper,Small Stores / Shops,Senior Salesperson,1504767.36,525,2866.22,505.48,4987.94
Samsung,Online Shopper,Supermarkets ,Manager,1736932.82,602,2885.27,505.72,4988.82
Samsung,Online Shopper,Supermarkets ,Sales Associate,1719924.36,613,2805.75,511.65,4983.19
Samsung,Online Shopper,Supermarkets ,Salesperson,1645626.97,586,2808.24,500.93,4989.29
Samsung,Online Shopper,Supermarkets ,Senior Salesperson,1546852.95,559,2767.18,531.52,4997.91
Samsung,Premium Shopper,Large Malls / Complexes,Manager,1500472.22,532,2820.44,514.39,4995.60
Samsung,Premium Shopper,Large Malls / Complexes,Sales Associate,1599991.98,575,2782.59,504.23,4993.63
Samsung,Premium Shopper,Large Malls / Complexes,Salesperson,1539097.65,558,2758.24,508.18,4988.95
Samsung,Premium Shopper,Small Stores / Shops,Manager,1495366.37,556,2689.51,504.67,4993.19
Samsung,Premium Shopper,Small Stores / Shops,Sales Associate,1590992.69,576,2762.14,513.99,4994.43
Samsung,Premium Shopper,Small Stores / Shops,Salesperson,1610118.45,582,2766.53,514.45,4996.78
Samsung,Premium Shopper,Small Stores / Shops,Senior Salesperson,1464579.40,526,2784.37,501.06,4997.81
Samsung,Premium Shopper,Supermarkets ,Manager,1575398.17,574,2744.60,502.17,4995.69
Samsung,Premium Shopper,Supermarkets ,Sales Associate,1630672.58,589,2768.54,504.06,4995.18
Samsung,Premium Shopper,Supermarkets ,Salesperson,1591983.50,592,2689.16,513.00,4994.66
Samsung,Premium Shopper,Supermarkets ,Senior Salesperson,1559500.89,556,2804.86,517.61,4997.66
