category,brand,customer_segment,store_type,salesperson_role,sum_amount,count,avg_amount,min_amount,max_amount
Electronics,LG,Budget Shopper,Supermarkets ,Sales Associate,831069.71,305,2724.82,539.03,4982.54
Electronics,LG,Budget Shopper,Supermarkets ,Salesperson,791370.84,284,2786.52,502.26,4997.22
Electronics,LG,Budget Shopper,Supermarkets ,Senior Salesperson,728491.90,260,2801.89,519.16,4994.95
Electronics,LG,Churn Risk,Large Malls / Complexes,Manager,712489.35,266,2678.53,502.94,4977.15
Electronics,LG,Churn Risk,Large Malls / Complexes,Sales Associate,818126.66,302,2709.03,512.56,4995.01
Electronics,LG,Churn Risk,Large Malls / Complexes,Salesperson,808781.64,285,2837.83,504.33,4974.49
Electronics,LG,Churn Risk,Large Malls / Complexes,Senior Salesperson,704616.46,253,2785.05,506.65,4989.63
Electronics,LG,Churn Risk,Small Stores / Shops,Manager,832621.64,292,2851.44,501.23,4988.32
Electronics,LG,Churn Risk,Small Stores / Shops,Sales Associate,911594.83,314,2903.17,510.43,4996.70
Electronics,LG,Churn Risk,Small Stores / Shops,Salesperson,867848.22,315,2755.07,508.81,4984.76
Electronics,LG,Churn Risk,Small Stores / Shops,Senior Salesperson,683228.64,259,2637.95,501.34,4992.68
Electronics,LG,Churn Risk,Supermarkets ,Manager,806030.97,288,2798.72,500.17,4995.63
Electronics,LG,Churn Risk,Supermarkets ,Sales Associate,833414.25,306,2723.58,510.29,4972.26
Electronics,LG,Churn Risk,Supermarkets ,Salesperson,778550.50,281,2770.64,511.28,4994.07
Electronics,LG,Churn Risk,Supermarkets ,Senior Salesperson,721398.77,261,2763.98,521.39,4993.63
Electronics,LG,Deal Seeker,Large Malls / Complexes,Manager,789255.25,280,2818.77,508.42,4955.40
Electronics,LG,Deal Seeker,Large Malls / Complexes,Sales Associate,710792.42,255,2787.42,517.99,4991.62
Electronics,LG,Deal Seeker,Large Malls / Complexes,Salesperson,766187.68,283,2707.38,503.52,4980.52
Electronics,LG,Deal Seeker,Large Malls / Complexes,Senior Salesperson,687856.21,235,2927.05,515.47,4997.31
Electronics,LG,Deal Seeker,Small Stores / Shops,Manager,720566.95,259,2782.11,524.79,4994.40
Electronics,LG,Deal Seeker,Small Stores / Shops,Sales Associate,836117.73,308,2714.67,506.75,4997.66
Electronics,LG,Deal Seeker,Small Stores / Shops,Salesperson,833377.03,289,2883.66,502.12,4982.00
Electronics,LG,Deal Seeker,Small Stores / Shops,Senior Salesperson,683823.36,250,2735.29,522.75,4998.59
Electronics,LG,Deal Seeker,Supermarkets ,Manager,832049.64,306,2719.12,504.17,4987.91
Electronics,LG,Deal Seeker,Supermarkets ,Sales Associate,796025.26,310,2567.82,506.14,4997.20
Electronics,LG,Deal Seeker,Supermarkets ,Salesperson,868061.17,308,2818.38,505.23,4991.97
Electronics,LG,Deal Seeker,Supermarkets ,Senior Salesperson,779350.33,274,2844.34,528.30,4997.26
Electronics,LG,First-time Buyer,Large Malls / Complexes,Manager,789634.40,274,2881.88,507.77,4994.32
Electronics,LG,First-time Buyer,Large Malls / Complexes,Sales Associate,833176.92,294,2833.94,523.54,4983.61
Electronics,LG,First-time Buyer,Large Malls / Complexes,Salesperson,838318.98,293,2861.16,544.35,4999.10
Electronics,LG,First-time Buyer,Large Malls / Complexes,Senior Salesperson,637640.14,231,2760.35,504.53,4999.02
Electronics,LG,First-time Buyer,Small Stores / Shops,Manager,757909.77,289,2622.53,501.40,4974.11
Electronics,LG,First-time Buyer,Small Stores / Shops,Sales Associate,819032.71,292,2804.91,500.75,4975.65
Electronics,LG,First-time Buyer,Small Stores / Shops,Salesperson,789065.71,292,2702.28,525.79,4999.20
Electronics,LG,First-time Buyer,Small Stores / Shops,Senior Salesperson,676073.71,250,2704.29,525.46,4978.56
Electronics,LG,First-time Buyer,Supermarkets ,Manager,784708.35,292,2687.36,518.11,4984.74
Electronics,LG,First-time Buyer,Supermarkets ,Sales Associate,737380.38,271,2720.96,508.23,4999.11
Electronics,LG,First-time Buyer,Supermarkets ,Salesperson,850851.16,319,2667.25,520.47,4998.82
Electronics,LG,First-time Buyer,Supermarkets ,Senior Salesperson,690429.32,258,2676.08,514.87,4993.22
Electronics,LG,High Value,Large Malls / Complexes,Manager,688603.54,245,2810.63,506.22,4989.60
Electronics,LG,High Value,Large Malls / Complexes,Sales Associate,768933.43,271,2837.39,500.70,4990.97
Electronics,LG,High Value,Large Malls / Complexes,Salesperson,746144.21,272,2743.18,502.05,4995.31
Electronics,LG,High Value,Large Malls / Complexes,Senior Salesperson,710056.83,246,2886.41,509.31,4999.45
Electronics,LG,High Value,Small Stores / Shops,Manager,819413.50,297,2758.97,501.39,4992.17
Electronics,LG,High Value,Small Stores / Shops,Sales Associate,692002.12,257,2692.62,502.18,4987.55
Electronics,LG,High Value,Small Stores / Shops,Salesperson,844585.53,300,2815.29,505.91,4992.82
Electronics,LG,High Value,Small Stores / Shops,Senior Salesperson,693497.18,241,2877.58,509.81,4959.40
Electronics,LG,High Value,Supermarkets ,Manager,796181.09,290,2745.45,527.40,4996.53
Electronics,LG,High Value,Supermarkets ,Sales Associate,846304.63,306,2765.70,537.73,4999.77
Electronics,LG,High Value,Supermarkets ,Salesperson,841528.11,307,2741.13,539.35,4997.26
Electronics,LG,High Value,Supermarkets ,Senior Salesperson,722277.18,256,2821.40,504.82,4992.90
Electronics,LG,In-Store Regular,Large Malls / Complexes,Manager,694630.42,244,2846.85,503.81,4965.14
Electronics,LG,In-Store Regular,Large Malls / Complexes,Sales Associate,757082.96,268,2824.94,506.54,4983.81
Electronics,LG,In-Store Regular,Large Malls / Complexes,Salesperson,762826.48,269,2835.79,504.72,4994.64
Electronics,LG,In-Store Regular,Large Malls / Complexes,Senior Salesperson,655049.29,234,2799.36,552.20,4965.82
Electronics,LG,In-Store Regular,Small Stores / Shops,Manager,697331.85,252,2767.19,576.59,4998.70
Electronics,LG,In-Store Regular,Small Stores / Shops,Sales Associate,847250.92,314,2698.25,571.31,4990.49
Electronics,LG,In-Store Regular,Small Stores / Shops,Salesperson,783580.95,283,2768.84,517.68,4964.79
Electronics,LG,In-Store Regular,Small Stores / Shops,Senior Salesperson,578984.72,231,2506.43,539.33,4948.20
Electronics,LG,In-Store Regular,Supermarkets ,Manager,727142.03,268,2713.22,501.76,4964.65
Electronics,LG,In-Store Regular,Supermarkets ,Sales Associate,895524.94,317,2825.00,522.03,4972.40
Electronics,LG,In-Store Regular,Supermarkets ,Salesperson,768663.39,289,2659.73,531.30,4993.62
Electronics,LG,In-Store Regular,Supermarkets ,Senior Salesperson,731104.10,260,2811.94,519.44,4999.09
Electronics,LG,Loyal Customer,Large Malls / Complexes,Manager,731552.52,282,2594.16,503.19,4978.92
Electronics,LG,Loyal Customer,Large Malls / Complexes,Sales Associate,740393.24,268,2762.66,508.73,4965.39
Electronics,LG,Loyal Customer,Large Malls / Complexes,Salesperson,734272.21,270,2719.53,502.74,4991.69
Electronics,LG,Loyal Customer,Large Malls / Complexes,Senior Salesperson,640321.22,242,2645.96,504.25,4989.80
Electronics,LG,Loyal Customer,Small Stores / Shops,Manager,805352.29,289,2786.69,552.75,4995.58
Electronics,LG,Loyal Customer,Small Stores / Shops,Sales Associate,757848.32,290,2613.27,504.23,4962.44
Electronics,LG,Loyal Customer,Small Stores / Shops,Salesperson,787018.48,291,2704.53,513.27,4979.63
Electronics,LG,Loyal Customer,Small Stores / Shops,Senior Salesperson,647236.31,225,2876.61,551.03,4961.05
Electronics,LG,Loyal Customer,Supermarkets ,Manager,790039.06,297,2660.06,516.17,4991.23
Electronics,LG,Loyal Customer,Supermarkets ,Sales Associate,799234.16,289,2765.52,514.69,4967.51
Electronics,LG,Loyal Customer,Supermarkets ,Salesperson,918988.06,344,2671.48,524.64,4993.14
Electronics,LG,Loyal Customer,Supermarkets ,Senior Salesperson,689612.46,253,2725.74,517.75,4942.99
Electronics,LG,Occasional Shopper,Large Malls / Complexes,Manager,736424.36,265,2778.96,512.70,4998.42
Electronics,LG,Occasional Shopper,Large Malls / Complexes,Sales Associate,802043.20,290,2765.67,508.49,4988.05
Electronics,LG,Occasional Shopper,Large Malls / Complexes,Salesperson,782357.18,270,2897.62,534.54,4949.79
Electronics,LG,Occasional Shopper,Large Malls / Complexes,Senior Salesperson,630830.97,229,2754.72,539.96,4937.50
Electronics,LG,Occasional Shopper,Small Stores / Shops,Manager,797062.34,287,2777.22,521.42,4985.75
Electronics,LG,Occasional Shopper,Small Stores / Shops,Sales Associate,801619.30,300,2672.06,501.74,4994.18
Electronics,LG,Occasional Shopper,Small Stores / Shops,Salesperson,758590.86,279,2718.96,530.75,4932.23
Electronics,LG,Occasional Shopper,Small Stores / Shops,Senior Salesperson,703565.44,253,2780.89,501.06,4996.56
Electronics,LG,Occasional Shopper,Supermarkets ,Manager,758008.18,285,2659.68,537.59,4960.02
Electronics,LG,Occasional Shopper,Supermarkets ,Sales Associate,787575.71,288,2734.64,501.39,4988.00
Electronics,LG,Occasional Shopper,Supermarkets ,Salesperson,771378.61,283,2725.72,529.86,4993.30
Electronics,LG,Occasional Shopper,Supermarkets ,Senior Salesperson,741674.04,275,2697.00,529.63,4997.14
Electronics,LG,Online Shopper,Large Malls / Complexes,Manager,681659.84,255,2673.18,504.18,4975.69
Electronics,LG,Online Shopper,Large Malls / Complexes,Sales Associate,753873.54,272,2771.59,560.93,4992.76
Electronics,LG,Online Shopper,Large Malls / Complexes,Salesperson,719328.26,256,2809.88,502.74,4974.99
Electronics,LG,Online Shopper,Large Malls / Complexes,Senior Salesperson,764886.82,264,2897.30,519.03,4995.33
Electronics,LG,Online Shopper,Small Stores / Shops,Manager,812549.77,283,2871.20,502.18,4990.57
Electronics,LG,Online Shopper,Small Stores / Shops,Sales Associate,762933.96,284,2686.39,543.89,4996.84
Electronics,LG,Online Shopper,Small Stores / Shops,Salesperson,798965.40,292,2736.18,502.51,4990.57
Electronics,LG,Online Shopper,Small Stores / Shops,Senior Salesperson,731078.24,266,2748.41,508.70,4996.28
Electronics,LG,Online Shopper,Supermarkets ,Manager,791577.40,285,2777.46,504.20,4939.97
Electronics,LG,Online Shopper,Supermarkets ,Sales Associate,839372.69,299,2807.27,527.82,4987.89
Electronics,LG,Online Shopper,Supermarkets ,Salesperson,772695.09,278,2779.48,507.04,4982.47
Electronics,LG,Online Shopper,Supermarkets ,Senior Salesperson,676949.92,261,2593.68,503.23,4985.95
Electronics,LG,Premium Shopper,Large Malls / Complexes,Manager,723230.20,267,2708.73,530.33,4978.91
Electronics,LG,Premium Shopper,Large Malls / Complexes,Sales Associate,815654.15,295,2764.93,505.99,4985.00
Electronics,LG,Premium Shopper,Large Malls / Complexes,Salesperson,822247.86,290,2835.34,519.96,4975.67
Electronics,LG,Premium Shopper,Large Malls / Complexes,Senior Salesperson,651361.80,236,2760.01,553.32,4995.82
Electronics,LG,Premium Shopper,Small Stores / Shops,Manager,740001.06,275,2690.91,527.38,4985.32
Electronics,LG,Premium Shopper,Small Stores / Shops,Sales Associate,876543.36,327,2680.56,514.96,4973.27
Electronics,LG,Premium Shopper,Small Stores / Shops,Salesperson,838187.44,299,2803.30,562.26,4996.89
Electronics,LG,Premium Shopper,Small Stores / Shops,Senior Salesperson,664127.36,226,2938.62,517.73,4993.00
Electronics,LG,Premium Shopper,Supermarkets ,Manager,865512.12,306,2828.47,576.59,4939.98
Electronics,LG,Premium Shopper,Supermarkets ,Sales Associate,919837.84,325,2830.27,533.46,4997.79
Electronics,LG,Premium Shopper,Supermarkets ,Salesperson,795436.03,292,2724.10,557.90,4987.73
Electronics,LG,Premium Shopper,Supermarkets ,Senior Salesperson,689603.68,239,2885.37,504.90,4975.87
Electronics,Panasonic,Budget Shopper,Large Malls / Complexes,Manager,777444.56,269,2890.13,512.16,4998.61
Electronics,Panasonic,Budget Shopper,Large Malls / Complexes,Sales Associate,740095.64,272,2720.94,522.75,4980.39
Electronics,Panasonic,Budget Shopper,Large Malls / Complexes,Salesperson,668454.72,242,2762.21,500.80,4999.40
Electronics,Panasonic,Budget Shopper,Large Malls / Complexes,Senior Salesperson,612875.05,214,2863.90,580.73,4995.54
Electronics,Panasonic,Budget Shopper,Small Stores / Shops,Manager,816357.97,288,2834.58,503.08,4996.39
Electronics,Panasonic,Budget Shopper,Small Stores / Shops,Sales Associate,740794.99,260,2849.21,505.86,4993.50
Electronics,Panasonic,Budget Shopper,Small Stores / Shops,Salesperson,789513.54,278,2839.98,505.45,4995.35
Electronics,Panasonic,Budget Shopper,Small Stores / Shops,Senior Salesperson,677730.76,247,2743.85,500.59,4976.51
Electronics,Panasonic,Budget Shopper,Supermarkets ,Manager,740413.01,274,2702.24,537.12,4992.13
Electronics,Panasonic,Budget Shopper,Supermarkets ,Sales Associate,827087.70,295,2803.69,522.25,4998.92
Electronics,Panasonic,Budget Shopper,Supermarkets ,Salesperson,872266.24,314,2777.92,501.31,4998.12
Electronics,Panasonic,Budget Shopper,Supermarkets ,Senior Salesperson,728241.40,267,2727.50,506.77,4976.57
Electronics,Panasonic,Churn Risk,Large Malls / Complexes,Manager,786383.81,284,2768.96,515.45,4997.13
Electronics,Panasonic,Churn Risk,Large Malls / Complexes,Sales Associate,820522.84,297,2762.70,501.57,4992.50
Electronics,Panasonic,Churn Risk,Large Malls / Complexes,Salesperson,684935.57,250,2739.74,504.36,4987.73
Electronics,Panasonic,Churn Risk,Large Malls / Complexes,Senior Salesperson,603523.79,221,2730.88,581.83,4944.86
Electronics,Panasonic,Churn Risk,Small Stores / Shops,Manager,785786.18,290,2709.61,501.05,4963.89
Electronics,Panasonic,Churn Risk,Small Stores / Shops,Sales Associate,795393.94,290,2742.74,509.01,4996.82
Electronics,Panasonic,Churn Risk,Small Stores / Shops,Salesperson,894991.00,327,2736.98,500.20,4998.99
Electronics,Panasonic,Churn Risk,Small Stores / Shops,Senior Salesperson,657915.82,243,2707.47,514.95,4977.96
Electronics,Panasonic,Churn Risk,Supermarkets ,Manager,794523.34,278,2858.00,518.47,4995.61
Electronics,Panasonic,Churn Risk,Supermarkets ,Sales Associate,795533.35,291,2733.79,569.84,4982.17
Electronics,Panasonic,Churn Risk,Supermarkets ,Salesperson,848705.39,301,2819.62,506.95,4999.64
Electronics,Panasonic,Churn Risk,Supermarkets ,Senior Salesperson,774153.08,280,2764.83,502.31,4987.21
Electronics,Panasonic,Deal Seeker,Large Malls / Complexes,Manager,762715.72,274,2783.63,513.44,4958.76
Electronics,Panasonic,Deal Seeker,Large Malls / Complexes,Sales Associate,682996.82,253,2699.59,513.19,4977.68
Electronics,Panasonic,Deal Seeker,Large Malls / Complexes,Salesperson,732409.08,261,2806.17,514.89,4994.86
Electronics,Panasonic,Deal Seeker,Large Malls / Complexes,Senior Salesperson,656994.08,250,2627.98,515.87,4978.46
Electronics,Panasonic,Deal Seeker,Small Stores / Shops,Manager,848925.33,308,2756.25,508.52,4997.91
Electronics,Panasonic,Deal Seeker,Small Stores / Shops,Sales Associate,848497.49,307,2763.84,504.48,4987.95
Electronics,Panasonic,Deal Seeker,Small Stores / Shops,Salesperson,906587.22,313,2896.44,500.49,4986.80
Electronics,Panasonic,Deal Seeker,Small Stores / Shops,Senior Salesperson,756948.23,277,2732.67,500.14,4996.66
Electronics,Panasonic,Deal Seeker,Supermarkets ,Manager,792275.13,289,2741.44,519.20,4999.75
Electronics,Panasonic,Deal Seeker,Supermarkets ,Sales Associate,876645.49,318,2756.75,529.97,4959.78
Electronics,Panasonic,Deal Seeker,Supermarkets ,Salesperson,825042.09,293,2815.84,524.13,4998.59
Electronics,Panasonic,Deal Seeker,Supermarkets ,Senior Salesperson,638298.45,237,2693.24,503.53,4994.98
Electronics,Panasonic,First-time Buyer,Large Malls / Complexes,Manager,692452.45,254,2726.19,503.56,4999.78
Electronics,Panasonic,First-time Buyer,Large Malls / Complexes,Sales Associate,787854.24,287,2745.14,512.07,4986.88
Electronics,Panasonic,First-time Buyer,Large Malls / Complexes,Salesperson,683927.98,248,2757.77,513.68,4991.10
Electronics,Panasonic,First-time Buyer,Large Malls / Complexes,Senior Salesperson,728072.57,266,2737.11,504.47,4996.10
Electronics,Panasonic,First-time Buyer,Small Stores / Shops,Manager,688239.06,254,2709.60,532.16,4992.49
Electronics,Panasonic,First-time Buyer,Small Stores / Shops,Sales Associate,842792.91,323,2609.27,511.07,4989.40
Electronics,Panasonic,First-time Buyer,Small Stores / Shops,Salesperson,828018.76,312,2653.91,511.66,4971.05
Electronics,Panasonic,First-time Buyer,Small Stores / Shops,Senior Salesperson,649921.32,234,2777.44,524.97,4976.60
Electronics,Panasonic,First-time Buyer,Supermarkets ,Manager,797212.26,278,2867.67,552.19,4991.79
Electronics,Panasonic,First-time Buyer,Supermarkets ,Sales Associate,776903.29,288,2697.58,510.13,4999.90
Electronics,Panasonic,First-time Buyer,Supermarkets ,Salesperson,860443.23,313,2749.02,507.16,4999.67
Electronics,Panasonic,First-time Buyer,Supermarkets ,Senior Salesperson,759950.76,271,2804.25,539.32,4980.90
Electronics,Panasonic,High Value,Large Malls / Complexes,Manager,721278.87,248,2908.38,503.72,4990.51
Electronics,Panasonic,High Value,Large Malls / Complexes,Sales Associate,810875.60,305,2658.61,507.21,4961.49
Electronics,Panasonic,High Value,Large Malls / Complexes,Salesperson,785243.10,288,2726.54,507.02,4987.02
Electronics,Panasonic,High Value,Large Malls / Complexes,Senior Salesperson,649590.08,233,2787.94,521.42,4916.15
Electronics,Panasonic,High Value,Small Stores / Shops,Manager,764176.44,289,2644.21,511.52,4962.11
Electronics,Panasonic,High Value,Small Stores / Shops,Sales Associate,872166.77,317,2751.31,502.39,4993.18
Electronics,Panasonic,High Value,Small Stores / Shops,Salesperson,853834.63,297,2874.86,537.44,4996.64
Electronics,Panasonic,High Value,Small Stores / Shops,Senior Salesperson,732074.43,258,2837.50,537.38,4982.55
Electronics,Panasonic,High Value,Supermarkets ,Manager,777772.21,284,2738.63,510.97,4976.54
Electronics,Panasonic,High Value,Supermarkets ,Sales Associate,866870.61,313,2769.55,504.69,4992.74
Electronics,Panasonic,High Value,Supermarkets ,Salesperson,739166.44,287,2575.49,505.63,4958.87
Electronics,Panasonic,High Value,Supermarkets ,Senior Salesperson,687105.35,244,2816.01,518.76,4998.89
Electronics,Panasonic,In-Store Regular,Large Malls / Complexes,Manager,721040.31,275,2621.96,501.86,4987.50
Electronics,Panasonic,In-Store Regular,Large Malls / Complexes,Sales Associate,751458.01,278,2703.09,522.50,4995.07
Electronics,Panasonic,In-Store Regular,Large Malls / Complexes,Salesperson,735956.71,281,2619.06,549.77,4986.08
Electronics,Panasonic,In-Store Regular,Large Malls / Complexes,Senior Salesperson,768722.64,279,2755.28,502.83,4979.36
Electronics,Panasonic,In-Store Regular,Small Stores / Shops,Manager,755495.34,273,2767.38,508.37,4994.22
Electronics,Panasonic,In-Store Regular,Small Stores / Shops,Sales Associate,795455.91,293,2714.87,517.76,4988.55
Electronics,Panasonic,In-Store Regular,Small Stores / Shops,Salesperson,880197.60,309,2848.54,527.43,4994.43
Electronics,Panasonic,In-Store Regular,Small Stores / Shops,Senior Salesperson,791535.29,283,2796.94,538.07,4999.96
Electronics,Panasonic,In-Store Regular,Supermarkets ,Manager,724805.15,267,2714.63,512.03,4984.48
Electronics,Panasonic,In-Store Regular,Supermarkets ,Sales Associate,957583.42,342,2799.95,514.36,4999.60
Electronics,Panasonic,In-Store Regular,Supermarkets ,Salesperson,883917.28,325,2719.75,507.31,4968.91
Electronics,Panasonic,In-Store Regular,Supermarkets ,Senior Salesperson,753004.71,266,2830.84,507.19,4973.53
Electronics,Panasonic,Loyal Customer,Large Malls / Complexes,Manager,729805.40,258,2828.70,522.99,4977.93
Electronics,Panasonic,Loyal Customer,Large Malls / Complexes,Sales Associate,803539.21,296,2714.66,531.89,4992.01
Electronics,Panasonic,Loyal Customer,Large Malls / Complexes,Salesperson,739026.15,268,2757.56,526.46,4990.97
Electronics,Panasonic,Loyal Customer,Large Malls / Complexes,Senior Salesperson,717270.64,251,2857.65,502.33,4990.05
Electronics,Panasonic,Loyal Customer,Small Stores / Shops,Manager,747276.79,272,2747.34,501.47,4997.36
Electronics,Panasonic,Loyal Customer,Small Stores / Shops,Sales Associate,816170.43,303,2693.63,545.29,4973.64
Electronics,Panasonic,Loyal Customer,Small Stores / Shops,Salesperson,836771.69,310,2699.26,502.12,4975.27
Electronics,Panasonic,Loyal Customer,Small Stores / Shops,Senior Salesperson,641954.01,233,2755.17,510.59,4994.59
Electronics,Panasonic,Loyal Customer,Supermarkets ,Manager,823232.02,299,2753.28,500.20,4997.54
Electronics,Panasonic,Loyal Customer,Supermarkets ,Sales Associate,799423.51,297,2691.66,523.11,4976.09
Electronics,Panasonic,Loyal Customer,Supermarkets ,Salesperson,833594.95,293,2845.03,504.46,4983.67
Electronics,Panasonic,Loyal Customer,Supermarkets ,Senior Salesperson,608172.75,227,2679.18,503.05,4986.76
Electronics,Panasonic,Occasional Shopper,Large Malls / Complexes,Manager,708773.47,263,2694.96,528.33,4987.46
Electronics,Panasonic,Occasional Shopper,Large Malls / Complexes,Sales Associate,821098.31,291,2821.64,515.34,4998.19
Electronics,Panasonic,Occasional Shopper,Large Malls / Complexes,Salesperson,792046.38,278,2849.09,507.71,4967.39
Electronics,Panasonic,Occasional Shopper,Large Malls / Complexes,Senior Salesperson,644840.37,232,2779.48,535.69,4989.89
Electronics,Panasonic,Occasional Shopper,Small Stores / Shops,Manager,848362.27,306,2772.43,510.21,4991.92
Electronics,Panasonic,Occasional Shopper,Small Stores / Shops,Sales Associate,812660.84,289,2811.98,520.57,4966.70
Electronics,Panasonic,Occasional Shopper,Small Stores / Shops,Salesperson,813944.54,295,2759.13,518.68,4945.54
Electronics,Panasonic,Occasional Shopper,Small Stores / Shops,Senior Salesperson,782354.56,279,2804.14,500.15,4961.33
Electronics,Panasonic,Occasional Shopper,Supermarkets ,Manager,826870.44,305,2711.05,510.02,4991.97
Electronics,Panasonic,Occasional Shopper,Supermarkets ,Sales Associate,919455.99,329,2794.70,511.07,4957.97
Electronics,Panasonic,Occasional Shopper,Supermarkets ,Salesperson,889317.12,305,2915.79,516.63,4995.38
Electronics,Panasonic,Occasional Shopper,Supermarkets ,Senior Salesperson,634083.89,233,2721.39,503.80,4987.28
Electronics,Panasonic,Online Shopper,Large Malls / Complexes,Manager,769096.83,273,2817.20,503.43,4989.22
Electronics,Panasonic,Online Shopper,Large Malls / Complexes,Sales Associate,782504.05,277,2824.92,530.36,4999.83
Electronics,Panasonic,Online Shopper,Large Malls / Complexes,Salesperson,879398.85,311,2827.65,517.32,4974.07
Electronics,Panasonic,Online Shopper,Large Malls / Complexes,Senior Salesperson,625981.94,235,2663.75,517.28,4955.10
Electronics,Panasonic,Online Shopper,Small Stores / Shops,Manager,789340.76,285,2769.62,510.13,4975.56
Electronics,Panasonic,Online Shopper,Small Stores / Shops,Sales Associate,826277.59,292,2829.72,573.94,4981.35
Electronics,Panasonic,Online Shopper,Small Stores / Shops,Salesperson,736951.22,266,2770.49,506.53,4968.63
Electronics,Panasonic,Online Shopper,Small Stores / Shops,Senior Salesperson,687517.17,244,2817.69,519.91,4993.48
Electronics,Panasonic,Online Shopper,Supermarkets ,Manager,827957.12,306,2705.74,510.62,4981.74
Electronics,Panasonic,Online Shopper,Supermarkets ,Sales Associate,890361.35,308,2890.78,510.30,4971.31
Electronics,Panasonic,Online Shopper,Supermarkets ,Salesperson,847507.56,305,2778.71,500.09,4988.33
Electronics,Panasonic,Online Shopper,Supermarkets ,Senior Salesperson,715981.30,259,2764.41,541.91,4998.72
Electronics,Panasonic,Premium Shopper,Large Malls / Complexes,Manager,690460.19,251,2750.84,524.62,4996.51
Electronics,Panasonic,Premium Shopper,Large Malls / Complexes,Sales Associate,702394.11,270,2601.46,501.34,4957.85
Electronics,Panasonic,Premium Shopper,Large Malls / Complexes,Salesperson,758232.45,271,2797.91,532.38,4985.26
Electronics,Panasonic,Premium Shopper,Large Malls / Complexes,Senior Salesperson,698266.32,237,2946.27,509.63,4983.06
Electronics,Panasonic,Premium Shopper,Small Stores / Shops,Manager,703773.92,262,2686.16,506.88,4997.71
Electronics,Panasonic,Premium Shopper,Small Stores / Shops,Sales Associate,822013.20,298,2758.43,512.78,4980.33
Electronics,Panasonic,Premium Shopper,Small Stores / Shops,Salesperson,777161.36,281,2765.70,500.34,4986.38
Electronics,Panasonic,Premium Shopper,Small Stores / Shops,Senior Salesperson,692654.35,251,2759.58,578.62,4991.77
Electronics,Panasonic,Premium Shopper,Supermarkets ,Manager,713343.98,262,2722.69,516.16,4999.87
Electronics,Panasonic,Premium Shopper,Supermarkets ,Sales Associate,914489.10,338,2705.59,506.13,4994.76
Electronics,Panasonic,Premium Shopper,Supermarkets ,Salesperson,848385.39,307,2763.47,513.63,4981.01
Electronics,Panasonic,Premium Shopper,Supermarkets ,Senior Salesperson,775636.74,270,2872.73,500.51,4995.80
Electronics,Samsung,Budget Shopper,Large Malls / Complexes,Manager,782472.63,263,2975.18,548.35,4988.76
Electronics,Samsung,Budget Shopper,Large Malls / Complexes,Sales Associate,683860.63,256,2671.33,504.71,4974.59
Electronics,Samsung,Budget Shopper,Large Malls / Complexes,Salesperson,683591.22,250,2734.36,547.76,4985.37
Electronics,Samsung,Budget Shopper,Large Malls / Complexes,Senior Salesperson,677824.99,245,2766.63,501.48,4998.35
Electronics,Samsung,Budget Shopper,Small Stores / Shops,Manager,815764.82,276,2955.67,530.02,4994.52
Electronics,Samsung,Budget Shopper,Small Stores / Shops,Sales Associate,760268.92,276,2754.60,502.24,4997.47
Electronics,Samsung,Budget Shopper,Small Stores / Shops,Salesperson,804423.76,288,2793.14,504.62,4988.47
Electronics,Samsung,Budget Shopper,Small Stores / Shops,Senior Salesperson,668775.04,244,2740.88,518.75,4999.28
Electronics,Samsung,Budget Shopper,Supermarkets ,Manager,804120.96,295,2725.83,505.10,4975.32
Electronics,Samsung,Budget Shopper,Supermarkets ,Sales Associate,825230.33,306,2696.83,510.10,4979.85
Electronics,Samsung,Budget Shopper,Supermarkets ,Salesperson,805272.52,289,2786.41,503.78,4981.45
Electronics,Samsung,Budget Shopper,Supermarkets ,Senior Salesperson,730167.49,259,2819.18,560.19,4988.20
Electronics,Samsung,Churn Risk,Large Malls / Complexes,Manager,724928.58,272,2665.18,506.44,4988.43
Electronics,Samsung,Churn Risk,Large Malls / Complexes,Sales Associate,756481.87,276,2740.88,524.35,4991.94
Electronics,Samsung,Churn Risk,Large Malls / Complexes,Salesperson,730232.07,265,2755.59,538.28,4974.52
Electronics,Samsung,Churn Risk,Large Malls / Complexes,Senior Salesperson,680617.91,240,2835.91,505.30,4987.66
Electronics,Samsung,Churn Risk,Small Stores / Shops,Manager,706404.87,263,2685.95,538.03,4980.30
Electronics,Samsung,Churn Risk,Small Stores / Shops,Sales Associate,860349.19,308,2793.34,520.12,4979.35
Electronics,Samsung,Churn Risk,Small Stores / Shops,Salesperson,803564.20,306,2626.03,509.75,4963.89
Electronics,Samsung,Churn Risk,Small Stores / Shops,Senior Salesperson,737936.81,278,2654.45,501.42,4999.69
Electronics,Samsung,Churn Risk,Supermarkets ,Manager,822769.19,294,2798.53,631.53,4987.89
Electronics,Samsung,Churn Risk,Supermarkets ,Sales Associate,880640.89,309,2849.97,501.03,4990.87
Electronics,Samsung,Churn Risk,Supermarkets ,Salesperson,762050.28,273,2791.39,508.34,4994.08
Electronics,Samsung,Churn Risk,Supermarkets ,Senior Salesperson,730332.53,275,2655.75,503.69,4978.57
Electronics,Samsung,Deal Seeker,Large Malls / Complexes,Manager,656133.86,241,2722.55,532.95,4970.11
Electronics,Samsung,Deal Seeker,Large Malls / Complexes,Sales Associate,721953.76,256,2820.13,521.10,4928.12
