category,brand,customer_segment,salesperson_role,campaign_name,sum_amount,count,avg_amount,min_amount,max_amount
Electronics,Sony,First-time Buyer,Senior Salesperson,Hot Picks Promo,33779.57,11,3070.87,721.24,4518.07
Electronics,Sony,First-time Buyer,Senior Salesperson,Instant Gratification Sale,33142.90,12,2761.91,1260.61,4570.52
Electronics,Sony,First-time Buyer,Senior Salesperson,Limited Time Treasures,36576.17,12,3048.01,706.15,4934.63
Electronics,Sony,First-time Buyer,Senior Salesperson,Loyalty Rewards Blast,37799.09,12,3149.92,668.94,4909.28
Electronics,Sony,First-time Buyer,Senior Salesperson,Mega Weekend Bonanza,35433.21,12,2952.77,640.42,4569.10
Electronics,Sony,First-time Buyer,Senior Salesperson,Mid-Year Madness,43836.18,16,2739.76,510.22,4885.06
Electronics,Sony,First-time Buyer,Senior Salesperson,Midnight Madness,35459.54,12,2954.96,672.90,4964.02
Electronics,Sony,First-time Buyer,Senior Salesperson,Mystery Discount Days,30907.07,14,2207.65,657.02,4090.47
Electronics,Sony,First-time Buyer,Senior Salesperson,New Arrival Showcase,37912.42,15,2527.49,657.00,4410.65
Electronics,Sony,First-time Buyer,Senior Salesperson,New Product Launch Promo,21623.95,8,2702.99,1156.13,4749.51
Electronics,Sony,First-time Buyer,Senior Salesperson,New Year Kickoff,53853.00,16,3365.81,1320.18,4822.14
Electronics,Sony,First-time Buyer,Senior Salesperson,Price Drop Parade,50166.13,19,2640.32,850.00,4043.14
Electronics,Sony,First-time Buyer,Senior Salesperson,Red Tag Clearance,43507.39,15,2900.49,776.69,4783.07
Electronics,Sony,First-time Buyer,Senior Salesperson,Seasonal Surprise Box,42592.83,13,3276.37,639.04,4652.89
Electronics,Sony,First-time Buyer,Senior Salesperson,Shop & Save Spectacular,59698.70,21,2842.80,782.65,4908.47
Electronics,Sony,First-time Buyer,Senior Salesperson,Smart Shopper Week,29326.85,12,2443.90,646.79,4543.58
Electronics,Sony,First-time Buyer,Senior Salesperson,Spring Refresh Event,76162.35,24,3173.43,803.94,4894.04
Electronics,Sony,First-time Buyer,Senior Salesperson,Spring Splash Discounts,23364.94,11,2124.09,1025.03,2921.63
Electronics,Sony,First-time Buyer,Senior Salesperson,Summer Sizzle Promo,39886.10,13,3068.16,949.50,4867.98
Electronics,Sony,First-time Buyer,Senior Salesperson,Super Savings Week,29028.94,12,2419.08,1298.75,3774.99
Electronics,Sony,First-time Buyer,Senior Salesperson,Ultimate Value Event,16353.84,8,2044.23,529.28,4791.88
Electronics,Sony,First-time Buyer,Senior Salesperson,VIP Access Sale,50395.98,16,3149.75,911.84,4943.62
Electronics,Sony,First-time Buyer,Senior Salesperson,Weekend Warrior Specials,27909.14,12,2325.76,508.27,4432.78
Electronics,Sony,First-time Buyer,Senior Salesperson,Winter Clearance Carnival,58169.02,18,3231.61,1012.71,4953.46
Electronics,Sony,First-time Buyer,Senior Salesperson,Winter Wonders Sale,58282.98,21,2775.38,790.36,4958.36
Electronics,Sony,High Value,Manager,12 Days of Deals,18085.85,6,3014.31,2082.00,4269.13
Electronics,Sony,High Value,Manager,Autumn Deals Drive,52126.91,16,3257.93,828.13,4979.01
Electronics,Sony,High Value,Manager,BOGO Blitz,43778.35,19,2304.12,629.18,4685.14
Electronics,Sony,High Value,Manager,Back to School Boost,44326.29,15,2955.09,1407.57,4441.47
Electronics,Sony,High Value,Manager,Birthday Bash Sale,47593.11,18,2644.06,607.51,4915.43
Electronics,Sony,High Value,Manager,Black Friday Blowout,59768.07,21,2846.10,571.76,4627.72
Electronics,Sony,High Value,Manager,Cart Crasher Campaign,51471.57,18,2859.53,555.57,4985.04
Electronics,Sony,High Value,Manager,Cashback Carnival,44558.64,19,2345.19,583.14,4622.90
Electronics,Sony,High Value,Manager,Clearance Countdown,42782.27,17,2516.60,565.61,4985.34
Electronics,Sony,High Value,Manager,Countdown to Savings,40313.41,14,2879.53,946.36,4925.42
Electronics,Sony,High Value,Manager,Customer Appreciation Week,54567.72,20,2728.39,689.92,4996.51
Electronics,Sony,High Value,Manager,Cyber Monday Mania,47855.86,14,3418.28,700.68,4882.47
Electronics,Sony,High Value,Manager,Deal of the Month,60624.43,19,3190.76,814.75,4992.62
Electronics,Sony,High Value,Manager,Double Points Bonanza,26753.40,12,2229.45,543.42,3904.27
Electronics,Sony,High Value,Manager,Early Bird Specials,43331.83,16,2708.24,591.46,4576.85
Electronics,Sony,High Value,Manager,End of Season Sale,55928.36,18,3107.13,621.86,4791.80
Electronics,Sony,High Value,Manager,Exclusive Insider Offers,57349.22,19,3018.38,940.78,4855.28
Electronics,Sony,High Value,Manager,Festive Fever Promo,34997.09,15,2333.14,593.57,4733.20
Electronics,Sony,High Value,Manager,Final Call Frenzy,48801.70,20,2440.08,566.02,4668.19
Electronics,Sony,High Value,Manager,Flash Frenzy Friday,48189.31,16,3011.83,720.33,4904.58
Electronics,Sony,High Value,Manager,"Gift More, Spend Less",31342.69,13,2410.98,732.83,4233.29
Electronics,Sony,High Value,Manager,Golden Hour Bargains,45926.23,18,2551.46,701.85,4942.58
Electronics,Sony,High Value,Manager,Green Weekend Deals,59196.76,21,2818.89,635.26,4973.84
Electronics,Sony,High Value,Manager,Happy Hour Discounts,33150.82,10,3315.08,1213.47,4726.82
Electronics,Sony,High Value,Manager,Holiday Shopping Rush,50321.70,18,2795.65,527.14,4951.82
Electronics,Sony,High Value,Manager,Hot Picks Promo,41871.89,14,2990.85,674.70,4825.40
Electronics,Sony,High Value,Manager,Instant Gratification Sale,39539.07,13,3041.47,641.17,4829.58
Electronics,Sony,High Value,Manager,Limited Time Treasures,43196.87,14,3085.49,1102.12,4985.25
Electronics,Sony,High Value,Manager,Loyalty Rewards Blast,46136.31,17,2713.90,535.83,4852.75
Electronics,Sony,High Value,Manager,Mega Weekend Bonanza,42029.78,16,2626.86,632.69,4927.14
Electronics,Sony,High Value,Manager,Mid-Year Madness,68565.11,22,3116.60,564.95,4862.97
Electronics,Sony,High Value,Manager,Midnight Madness,41807.40,15,2787.16,537.68,4940.81
Electronics,Sony,High Value,Manager,Mystery Discount Days,85387.38,29,2944.39,506.12,4813.59
Electronics,Sony,High Value,Manager,New Arrival Showcase,18717.03,10,1871.70,721.75,4675.21
Electronics,Sony,High Value,Manager,New Product Launch Promo,31285.43,12,2607.12,1062.48,4524.20
Electronics,Sony,High Value,Manager,New Year Kickoff,47997.98,16,2999.87,1088.42,4781.03
Electronics,Sony,High Value,Manager,Price Drop Parade,50879.71,19,2677.88,1250.52,4622.70
Electronics,Sony,High Value,Manager,Red Tag Clearance,54065.25,19,2845.54,1264.20,4807.99
Electronics,Sony,High Value,Manager,Seasonal Surprise Box,44141.23,15,2942.75,667.26,4691.99
Electronics,Sony,High Value,Manager,Shop & Save Spectacular,30292.32,13,2330.18,876.88,3974.67
Electronics,Sony,High Value,Manager,Smart Shopper Week,52479.30,20,2623.96,859.21,4286.55
Electronics,Sony,High Value,Manager,Spring Refresh Event,49773.03,17,2927.83,589.19,4918.80
Electronics,Sony,High Value,Manager,Spring Splash Discounts,34375.46,13,2644.27,719.44,4907.12
Electronics,Sony,High Value,Manager,Summer Sizzle Promo,44399.11,18,2466.62,556.24,4632.32
Electronics,Sony,High Value,Manager,Super Savings Week,38122.93,16,2382.68,805.52,4511.11
Electronics,Sony,High Value,Manager,Ultimate Value Event,33989.92,13,2614.61,562.62,4995.39
Electronics,Sony,High Value,Manager,VIP Access Sale,58022.74,23,2522.73,525.24,4744.65
Electronics,Sony,High Value,Manager,Weekend Warrior Specials,53291.81,20,2664.59,668.55,4624.02
Electronics,Sony,High Value,Manager,Winter Clearance Carnival,18911.76,11,1719.25,604.32,2850.31
Electronics,Sony,High Value,Manager,Winter Wonders Sale,64832.26,25,2593.29,616.03,4838.80
Electronics,Sony,High Value,Sales Associate,12 Days of Deals,48435.12,15,3229.01,1493.41,4762.57
Electronics,Sony,High Value,Sales Associate,Autumn Deals Drive,36943.64,14,2638.83,799.14,4641.65
Electronics,Sony,High Value,Sales Associate,BOGO Blitz,44507.59,18,2472.64,677.95,4776.21
Electronics,Sony,High Value,Sales Associate,Back to School Boost,48099.02,16,3006.19,715.47,4976.23
Electronics,Sony,High Value,Sales Associate,Birthday Bash Sale,52417.59,21,2496.08,658.22,4297.44
Electronics,Sony,High Value,Sales Associate,Black Friday Blowout,60848.20,20,3042.41,625.59,4895.80
Electronics,Sony,High Value,Sales Associate,Cart Crasher Campaign,52529.77,17,3089.99,926.15,4895.90
Electronics,Sony,High Value,Sales Associate,Cashback Carnival,52696.01,19,2773.47,612.80,4944.06
Electronics,Sony,High Value,Sales Associate,Clearance Countdown,74129.86,24,3088.74,509.07,4790.83
Electronics,Sony,High Value,Sales Associate,Countdown to Savings,45230.62,15,3015.37,1373.57,4778.06
Electronics,Sony,High Value,Sales Associate,Customer Appreciation Week,56518.30,18,3139.91,1136.65,4963.58
Electronics,Sony,High Value,Sales Associate,Cyber Monday Mania,43598.50,15,2906.57,736.56,4774.30
Electronics,Sony,High Value,Sales Associate,Deal of the Month,39657.68,16,2478.60,870.69,4731.33
Electronics,Sony,High Value,Sales Associate,Double Points Bonanza,24751.08,9,2750.12,660.60,4989.75
Electronics,Sony,High Value,Sales Associate,Early Bird Specials,47038.84,17,2766.99,649.20,4649.11
Electronics,Sony,High Value,Sales Associate,End of Season Sale,45224.79,15,3014.99,709.82,4902.90
Electronics,Sony,High Value,Sales Associate,Exclusive Insider Offers,45398.94,17,2670.53,666.60,4925.17
Electronics,Sony,High Value,Sales Associate,Festive Fever Promo,64849.70,21,3088.08,788.71,4869.39
Electronics,Sony,High Value,Sales Associate,Final Call Frenzy,50648.12,16,3165.51,645.04,4999.96
Electronics,Sony,High Value,Sales Associate,Flash Frenzy Friday,41152.44,16,2572.03,742.99,4961.06
Electronics,Sony,High Value,Sales Associate,"Gift More, Spend Less",64159.71,27,2376.29,615.20,4870.99
Electronics,Sony,High Value,Sales Associate,Golden Hour Bargains,66615.69,27,2467.25,528.25,4519.23
Electronics,Sony,High Value,Sales Associate,Green Weekend Deals,49149.61,15,3276.64,797.38,4990.75
Electronics,Sony,High Value,Sales Associate,Happy Hour Discounts,50169.30,17,2951.14,772.06,4908.21
Electronics,Sony,High Value,Sales Associate,Holiday Shopping Rush,30564.38,11,2778.58,1201.17,4491.70
Electronics,Sony,High Value,Sales Associate,Hot Picks Promo,29561.16,13,2273.94,547.29,4599.05
Electronics,Sony,High Value,Sales Associate,Instant Gratification Sale,43696.14,13,3361.24,635.60,4998.49
Electronics,Sony,High Value,Sales Associate,Limited Time Treasures,51943.86,20,2597.19,750.76,4886.57
Electronics,Sony,High Value,Sales Associate,Loyalty Rewards Blast,36459.77,18,2025.54,644.17,4558.86
Electronics,Sony,High Value,Sales Associate,Mega Weekend Bonanza,54050.28,20,2702.51,1129.55,4987.82
Electronics,Sony,High Value,Sales Associate,Mid-Year Madness,27640.11,11,2512.74,541.56,4669.91
Electronics,Sony,High Value,Sales Associate,Midnight Madness,40798.08,17,2399.89,1022.95,4636.73
Electronics,Sony,High Value,Sales Associate,Mystery Discount Days,49547.80,17,2914.58,692.05,4730.17
Electronics,Sony,High Value,Sales Associate,New Arrival Showcase,56312.37,23,2448.36,924.87,4965.74
Electronics,Sony,High Value,Sales Associate,New Product Launch Promo,39375.82,16,2460.99,723.17,4946.31
Electronics,Sony,High Value,Sales Associate,New Year Kickoff,34936.38,14,2495.46,624.78,4655.37
Electronics,Sony,High Value,Sales Associate,Price Drop Parade,37036.05,14,2645.43,1097.33,4753.44
Electronics,Sony,High Value,Sales Associate,Red Tag Clearance,50976.67,15,3398.44,832.11,4941.65
Electronics,Sony,High Value,Sales Associate,Seasonal Surprise Box,53678.14,20,2683.91,704.88,4805.93
Electronics,Sony,High Value,Sales Associate,Shop & Save Spectacular,41545.51,20,2077.28,611.80,4558.49
Electronics,Sony,High Value,Sales Associate,Smart Shopper Week,35925.69,16,2245.36,569.32,4474.03
Electronics,Sony,High Value,Sales Associate,Spring Refresh Event,38392.71,16,2399.54,599.09,4573.93
Electronics,Sony,High Value,Sales Associate,Spring Splash Discounts,78690.10,27,2914.45,897.46,4999.08
Electronics,Sony,High Value,Sales Associate,Summer Sizzle Promo,32672.29,16,2042.02,625.12,4196.19
Electronics,Sony,High Value,Sales Associate,Super Savings Week,45903.72,16,2868.98,785.19,4962.33
Electronics,Sony,High Value,Sales Associate,Ultimate Value Event,53130.21,18,2951.68,855.03,4785.27
Electronics,Sony,High Value,Sales Associate,VIP Access Sale,59613.70,22,2709.71,534.60,4936.63
Electronics,Sony,High Value,Sales Associate,Weekend Warrior Specials,37045.62,15,2469.71,1165.20,4625.22
Electronics,Sony,High Value,Sales Associate,Winter Clearance Carnival,57129.57,17,3360.56,1214.70,4852.44
Electronics,Sony,High Value,Sales Associate,Winter Wonders Sale,38309.14,16,2394.32,661.19,4840.50
Electronics,Sony,High Value,Salesperson,12 Days of Deals,58020.86,23,2522.65,530.57,4851.08
Electronics,Sony,High Value,Salesperson,Autumn Deals Drive,31943.12,14,2281.65,651.45,4338.96
Electronics,Sony,High Value,Salesperson,BOGO Blitz,50163.79,17,2950.81,523.81,4874.80
Electronics,Sony,High Value,Salesperson,Back to School Boost,55933.45,22,2542.43,583.06,4976.48
Electronics,Sony,High Value,Salesperson,Birthday Bash Sale,33531.77,12,2794.31,1179.30,4751.23
Electronics,Sony,High Value,Salesperson,Black Friday Blowout,43644.39,17,2567.32,708.60,4415.60
Electronics,Sony,High Value,Salesperson,Cart Crasher Campaign,73187.97,23,3182.09,602.67,4928.89
Electronics,Sony,High Value,Salesperson,Cashback Carnival,62499.44,23,2717.37,902.93,4595.29
Electronics,Sony,High Value,Salesperson,Clearance Countdown,31767.60,11,2887.96,862.82,4985.51
Electronics,Sony,High Value,Salesperson,Countdown to Savings,53628.05,17,3154.59,504.17,4913.18
Electronics,Sony,High Value,Salesperson,Customer Appreciation Week,67304.41,24,2804.35,615.51,4788.26
Electronics,Sony,High Value,Salesperson,Cyber Monday Mania,59910.78,23,2604.82,716.04,4804.12
Electronics,Sony,High Value,Salesperson,Deal of the Month,55271.99,21,2632.00,704.57,4973.74
Electronics,Sony,High Value,Salesperson,Double Points Bonanza,57150.21,19,3007.91,529.12,4971.56
Electronics,Sony,High Value,Salesperson,Early Bird Specials,56198.22,19,2957.80,791.94,4824.26
Electronics,Sony,High Value,Salesperson,End of Season Sale,35957.23,17,2115.13,918.16,4933.71
Electronics,Sony,High Value,Salesperson,Exclusive Insider Offers,37591.44,14,2685.10,569.10,4471.61
Electronics,Sony,High Value,Salesperson,Festive Fever Promo,48545.95,18,2697.00,771.95,4914.77
Electronics,Sony,High Value,Salesperson,Final Call Frenzy,54056.73,19,2845.09,502.93,4865.79
Electronics,Sony,High Value,Salesperson,Flash Frenzy Friday,32763.84,14,2340.27,803.81,4224.09
Electronics,Sony,High Value,Salesperson,"Gift More, Spend Less",29654.66,12,2471.22,521.77,4277.33
Electronics,Sony,High Value,Salesperson,Golden Hour Bargains,50265.98,18,2792.55,804.61,4872.17
Electronics,Sony,High Value,Salesperson,Green Weekend Deals,37187.95,19,1957.26,568.45,4005.01
Electronics,Sony,High Value,Salesperson,Happy Hour Discounts,62750.96,19,3302.68,504.99,4998.47
Electronics,Sony,High Value,Salesperson,Holiday Shopping Rush,42488.78,15,2832.59,513.38,4536.11
Electronics,Sony,High Value,Salesperson,Hot Picks Promo,31795.34,11,2890.49,816.21,4965.81
Electronics,Sony,High Value,Salesperson,Instant Gratification Sale,49724.16,17,2924.95,788.24,4998.62
Electronics,Sony,High Value,Salesperson,Limited Time Treasures,40579.48,14,2898.53,776.58,4670.89
Electronics,Sony,High Value,Salesperson,Loyalty Rewards Blast,58044.86,21,2764.04,516.52,4574.44
Electronics,Sony,High Value,Salesperson,Mega Weekend Bonanza,34376.52,14,2455.47,622.21,4647.07
Electronics,Sony,High Value,Salesperson,Mid-Year Madness,45245.54,18,2513.64,702.41,4613.20
Electronics,Sony,High Value,Salesperson,Midnight Madness,49407.52,18,2744.86,943.76,4596.79
Electronics,Sony,High Value,Salesperson,Mystery Discount Days,35919.97,14,2565.71,874.25,4365.98
Electronics,Sony,High Value,Salesperson,New Arrival Showcase,36077.73,12,3006.48,728.00,4942.22
Electronics,Sony,High Value,Salesperson,New Product Launch Promo,43446.91,13,3342.07,825.17,4757.22
Electronics,Sony,High Value,Salesperson,New Year Kickoff,42550.40,14,3039.31,734.72,4766.52
Electronics,Sony,High Value,Salesperson,Price Drop Parade,47051.59,17,2767.74,536.19,4917.34
Electronics,Sony,High Value,Salesperson,Red Tag Clearance,37677.50,16,2354.84,564.10,4688.06
Electronics,Sony,High Value,Salesperson,Seasonal Surprise Box,61004.58,21,2904.98,682.40,4993.58
Electronics,Sony,High Value,Salesperson,Shop & Save Spectacular,44855.75,16,2803.48,643.23,4854.00
Electronics,Sony,High Value,Salesperson,Smart Shopper Week,29841.33,12,2486.78,527.37,4709.98
Electronics,Sony,High Value,Salesperson,Spring Refresh Event,29914.95,14,2136.78,521.20,4731.97
Electronics,Sony,High Value,Salesperson,Spring Splash Discounts,62873.25,22,2857.88,930.76,4712.48
Electronics,Sony,High Value,Salesperson,Summer Sizzle Promo,55604.32,20,2780.22,985.24,4995.77
Electronics,Sony,High Value,Salesperson,Super Savings Week,49078.77,16,3067.42,1080.63,4856.91
Electronics,Sony,High Value,Salesperson,Ultimate Value Event,33014.62,12,2751.22,627.60,4907.40
Electronics,Sony,High Value,Salesperson,VIP Access Sale,57454.56,20,2872.73,968.19,4773.84
Electronics,Sony,High Value,Salesperson,Weekend Warrior Specials,31538.36,15,2102.56,530.46,4519.81
Electronics,Sony,High Value,Salesperson,Winter Clearance Carnival,51822.90,19,2727.52,571.89,4522.39
Electronics,Sony,High Value,Salesperson,Winter Wonders Sale,47933.01,17,2819.59,935.31,4855.60
Electronics,Sony,High Value,Senior Salesperson,12 Days of Deals,26539.72,11,2412.70,771.53,4701.72
Electronics,Sony,High Value,Senior Salesperson,Autumn Deals Drive,48738.72,19,2565.20,512.30,4938.66
Electronics,Sony,High Value,Senior Salesperson,BOGO Blitz,49747.66,16,3109.23,1127.58,4629.13
Electronics,Sony,High Value,Senior Salesperson,Back to School Boost,40240.48,16,2515.03,554.75,4693.88
Electronics,Sony,High Value,Senior Salesperson,Birthday Bash Sale,66057.61,22,3002.62,501.00,4903.74
Electronics,Sony,High Value,Senior Salesperson,Black Friday Blowout,43328.91,15,2888.59,531.51,4792.80
Electronics,Sony,High Value,Senior Salesperson,Cart Crasher Campaign,53276.21,23,2316.36,792.08,4907.07
Electronics,Sony,High Value,Senior Salesperson,Cashback Carnival,40563.00,13,3120.23,1011.56,4816.59
Electronics,Sony,High Value,Senior Salesperson,Clearance Countdown,39539.25,16,2471.20,727.31,4674.83
Electronics,Sony,High Value,Senior Salesperson,Countdown to Savings,42018.43,18,2334.36,1060.26,3733.63
Electronics,Sony,High Value,Senior Salesperson,Customer Appreciation Week,33851.81,15,2256.79,505.23,4903.66
Electronics,Sony,High Value,Senior Salesperson,Cyber Monday Mania,34817.87,16,2176.12,504.44,4635.87
Electronics,Sony,High Value,Senior Salesperson,Deal of the Month,45029.23,18,2501.62,616.85,4987.90
Electronics,Sony,High Value,Senior Salesperson,Double Points Bonanza,51067.69,21,2431.79,578.14,4373.09
Electronics,Sony,High Value,Senior Salesperson,Early Bird Specials,49218.18,19,2590.43,511.67,4744.34
Electronics,Sony,High Value,Senior Salesperson,End of Season Sale,54506.08,21,2595.53,546.80,4814.82
Electronics,Sony,High Value,Senior Salesperson,Exclusive Insider Offers,48058.14,20,2402.91,908.73,4798.89
Electronics,Sony,High Value,Senior Salesperson,Festive Fever Promo,48122.64,18,2673.48,744.09,4693.05
Electronics,Sony,High Value,Senior Salesperson,Final Call Frenzy,51025.85,18,2834.77,957.30,4685.26
Electronics,Sony,High Value,Senior Salesperson,Flash Frenzy Friday,46026.00,19,2422.42,857.27,4288.95
Electronics,Sony,High Value,Senior Salesperson,"Gift More, Spend Less",36541.05,12,3045.09,656.53,4849.80
Electronics,Sony,High Value,Senior Salesperson,Golden Hour Bargains,42356.62,15,2823.77,588.45,4575.87
Electronics,Sony,High Value,Senior Salesperson,Green Weekend Deals,43131.31,18,2396.18,509.28,4879.83
Electronics,Sony,High Value,Senior Salesperson,Happy Hour Discounts,36223.71,14,2587.41,793.70,4833.46
Electronics,Sony,High Value,Senior Salesperson,Holiday Shopping Rush,45637.82,19,2401.99,593.08,4710.99
Electronics,Sony,High Value,Senior Salesperson,Hot Picks Promo,48148.63,17,2832.27,669.04,4928.07
Electronics,Sony,High Value,Senior Salesperson,Instant Gratification Sale,35806.78,14,2557.63,775.41,4697.30
Electronics,Sony,High Value,Senior Salesperson,Limited Time Treasures,30602.96,10,3060.30,579.94,4851.93
Electronics,Sony,High Value,Senior Salesperson,Loyalty Rewards Blast,22613.34,8,2826.67,565.37,4890.22
Electronics,Sony,High Value,Senior Salesperson,Mega Weekend Bonanza,36021.91,16,2251.37,865.68,4385.76
Electronics,Sony,High Value,Senior Salesperson,Mid-Year Madness,38704.83,15,2580.32,555.78,4933.88
Electronics,Sony,High Value,Senior Salesperson,Midnight Madness,36213.00,12,3017.75,830.73,4931.56
Electronics,Sony,High Value,Senior Salesperson,Mystery Discount Days,32386.01,12,2698.83,798.91,4856.01
Electronics,Sony,High Value,Senior Salesperson,New Arrival Showcase,50671.09,17,2980.65,824.42,4961.02
Electronics,Sony,High Value,Senior Salesperson,New Product Launch Promo,50070.67,22,2275.94,731.11,4646.37
Electronics,Sony,High Value,Senior Salesperson,New Year Kickoff,43172.85,17,2539.58,546.02,4668.33
Electronics,Sony,High Value,Senior Salesperson,Price Drop Parade,52148.36,19,2744.65,966.77,4925.21
Electronics,Sony,High Value,Senior Salesperson,Red Tag Clearance,31181.65,14,2227.26,533.63,4912.46
Electronics,Sony,High Value,Senior Salesperson,Seasonal Surprise Box,54083.12,18,3004.62,843.42,4886.90
Electronics,Sony,High Value,Senior Salesperson,Shop & Save Spectacular,56545.85,19,2976.10,530.91,4898.29
Electronics,Sony,High Value,Senior Salesperson,Smart Shopper Week,33037.62,18,1835.42,549.34,4080.41
Electronics,Sony,High Value,Senior Salesperson,Spring Refresh Event,55559.94,17,3268.23,1214.35,4812.99
Electronics,Sony,High Value,Senior Salesperson,Spring Splash Discounts,23582.99,10,2358.30,675.21,4803.91
Electronics,Sony,High Value,Senior Salesperson,Summer Sizzle Promo,42994.60,16,2687.16,872.48,4434.41
Electronics,Sony,High Value,Senior Salesperson,Super Savings Week,24855.53,8,3106.94,1114.68,4550.63
Electronics,Sony,High Value,Senior Salesperson,Ultimate Value Event,41753.83,17,2456.11,744.45,4956.46
Electronics,Sony,High Value,Senior Salesperson,VIP Access Sale,30238.03,13,2326.00,607.87,4447.71
Electronics,Sony,High Value,Senior Salesperson,Weekend Warrior Specials,29322.29,13,2255.56,705.16,4651.45
Electronics,Sony,High Value,Senior Salesperson,Winter Clearance Carnival,50908.52,16,3181.78,832.01,4978.61
Electronics,Sony,High Value,Senior Salesperson,Winter Wonders Sale,41294.20,14,2949.59,758.58,4981.87
Electronics,Sony,In-Store Regular,Manager,12 Days of Deals,40329.40,13,3102.26,754.35,4802.54
Electronics,Sony,In-Store Regular,Manager,Autumn Deals Drive,33707.53,14,2407.68,554.98,4657.12
Electronics,Sony,In-Store Regular,Manager,BOGO Blitz,31522.62,12,2626.88,549.44,4937.09
Electronics,Sony,In-Store Regular,Manager,Back to School Boost,46738.70,15,3115.91,715.23,4654.06
Electronics,Sony,In-Store Regular,Manager,Birthday Bash Sale,55926.15,15,3728.41,642.70,4931.80
Electronics,Sony,In-Store Regular,Manager,Black Friday Blowout,44820.46,19,2358.97,607.68,4923.47
Electronics,Sony,In-Store Regular,Manager,Cart Crasher Campaign,42206.32,14,3014.74,1066.55,4637.33
Electronics,Sony,In-Store Regular,Manager,Cashback Carnival,40793.31,14,2913.81,1109.06,4837.95
Electronics,Sony,In-Store Regular,Manager,Clearance Countdown,28435.24,9,3159.47,876.12,4861.01
Electronics,Sony,In-Store Regular,Manager,Countdown to Savings,38434.48,15,2562.30,593.51,4747.77
Electronics,Sony,In-Store Regular,Manager,Customer Appreciation Week,40321.23,15,2688.08,576.45,4909.86
Electronics,Sony,In-Store Regular,Manager,Cyber Monday Mania,71986.86,25,2879.47,662.38,4744.09
Electronics,Sony,In-Store Regular,Manager,Deal of the Month,45378.24,16,2836.14,726.15,4890.59
Electronics,Sony,In-Store Regular,Manager,Double Points Bonanza,53326.58,20,2666.33,667.77,4600.27
Electronics,Sony,In-Store Regular,Manager,Early Bird Specials,28379.72,14,2027.12,670.79,3355.47
Electronics,Sony,In-Store Regular,Manager,End of Season Sale,45774.59,15,3051.64,579.55,4899.94
Electronics,Sony,In-Store Regular,Manager,Exclusive Insider Offers,56893.30,20,2844.67,531.91,4920.78
Electronics,Sony,In-Store Regular,Manager,Festive Fever Promo,78877.08,26,3033.73,929.66,4998.89
Electronics,Sony,In-Store Regular,Manager,Final Call Frenzy,45387.56,16,2836.72,1239.85,4974.82
Electronics,Sony,In-Store Regular,Manager,Flash Frenzy Friday,30521.88,12,2543.49,583.71,4428.05
Electronics,Sony,In-Store Regular,Manager,"Gift More, Spend Less",38110.37,17,2241.79,663.73,3607.38
Electronics,Sony,In-Store Regular,Manager,Golden Hour Bargains,37951.22,12,3162.60,779.16,4398.55
Electronics,Sony,In-Store Regular,Manager,Green Weekend Deals,41405.58,20,2070.28,534.23,4853.45
Electronics,Sony,In-Store Regular,Manager,Happy Hour Discounts,42598.93,15,2839.93,534.10,4646.36
Electronics,Sony,In-Store Regular,Manager,Holiday Shopping Rush,41608.03,18,2311.56,619.67,4980.69
Electronics,Sony,In-Store Regular,Manager,Hot Picks Promo,40741.26,15,2716.08,1188.41,4700.43
Electronics,Sony,In-Store Regular,Manager,Instant Gratification Sale,49712.52,20,2485.63,773.35,4954.16
Electronics,Sony,In-Store Regular,Manager,Limited Time Treasures,40435.44,13,3110.42,1170.10,4708.29
Electronics,Sony,In-Store Regular,Manager,Loyalty Rewards Blast,31036.72,14,2216.91,919.67,4802.19
Electronics,Sony,In-Store Regular,Manager,Mega Weekend Bonanza,37346.21,12,3112.18,672.60,4910.14
Electronics,Sony,In-Store Regular,Manager,Mid-Year Madness,45582.84,17,2681.34,1024.97,4729.36
Electronics,Sony,In-Store Regular,Manager,Midnight Madness,30985.76,15,2065.72,505.60,4998.52
Electronics,Sony,In-Store Regular,Manager,Mystery Discount Days,44373.60,16,2773.35,544.87,4824.25
Electronics,Sony,In-Store Regular,Manager,New Arrival Showcase,50390.85,18,2799.49,984.37,4561.80
Electronics,Sony,In-Store Regular,Manager,New Product Launch Promo,39110.84,12,3259.24,872.14,4998.30
Electronics,Sony,In-Store Regular,Manager,New Year Kickoff,48037.17,20,2401.86,514.95,4528.34
Electronics,Sony,In-Store Regular,Manager,Price Drop Parade,74033.30,25,2961.33,840.10,4937.88
Electronics,Sony,In-Store Regular,Manager,Red Tag Clearance,59754.41,19,3144.97,1226.59,4970.88
Electronics,Sony,In-Store Regular,Manager,Seasonal Surprise Box,57729.37,18,3207.19,589.54,4971.04
Electronics,Sony,In-Store Regular,Manager,Shop & Save Spectacular,34061.95,16,2128.87,627.95,4196.25
Electronics,Sony,In-Store Regular,Manager,Smart Shopper Week,33866.50,14,2419.04,714.67,4886.92
Electronics,Sony,In-Store Regular,Manager,Spring Refresh Event,30633.47,11,2784.86,500.05,4690.55
Electronics,Sony,In-Store Regular,Manager,Spring Splash Discounts,41002.12,15,2733.47,1022.36,4970.70
Electronics,Sony,In-Store Regular,Manager,Summer Sizzle Promo,36993.34,12,3082.78,1142.80,4864.18
