category,brand,salesperson_role,campaign_name,sum_amount,count,avg_amount,min_amount,max_amount
Clothing,Zara,Manager,Spring Splash Discounts,424569.26,164,2588.84,505.77,4983.14
Clothing,Zara,Manager,Summer Sizzle Promo,434943.56,157,2770.34,551.93,4998.58
Clothing,Zara,Manager,Super Savings Week,402885.90,155,2599.26,507.31,4948.14
Clothing,Zara,Manager,Ultimate Value Event,442283.24,170,2601.67,543.72,4997.25
Clothing,Zara,Manager,VIP Access Sale,538689.99,186,2896.18,564.93,4976.29
Clothing,Zara,Manager,Weekend Warrior Specials,506682.01,186,2724.10,538.70,4984.90
Clothing,Zara,Manager,Winter Clearance Carnival,521568.76,167,3123.17,522.80,4985.40
Clothing,Zara,Manager,Winter Wonders Sale,472663.67,180,2625.91,502.39,4954.69
Clothing,Zara,Sales Associate,12 Days of Deals,409270.02,164,2495.55,523.45,4951.22
Clothing,Zara,Sales Associate,Autumn Deals Drive,604542.44,215,2811.83,553.25,4992.31
Clothing,Zara,Sales Associate,BOGO Blitz,441285.44,166,2658.35,530.02,4989.16
Clothing,Zara,Sales Associate,Back to School Boost,473965.19,165,2872.52,506.82,4986.50
Clothing,Zara,Sales Associate,Birthday Bash Sale,384756.65,139,2768.03,506.06,4992.91
Clothing,Zara,Sales Associate,Black Friday Blowout,524156.89,187,2802.98,512.39,4986.73
Clothing,Zara,Sales Associate,Cart Crasher Campaign,462834.30,172,2690.90,512.62,4959.67
Clothing,Zara,Sales Associate,Cashback Carnival,481947.33,173,2785.82,517.57,4944.25
Clothing,Zara,Sales Associate,Clearance Countdown,478479.55,174,2749.88,511.75,4995.95
Clothing,Zara,Sales Associate,Countdown to Savings,492792.31,179,2753.03,525.74,4935.78
Clothing,Zara,Sales Associate,Customer Appreciation Week,475442.77,167,2846.96,505.57,4978.37
Clothing,Zara,Sales Associate,Cyber Monday Mania,400737.84,158,2536.32,555.60,4968.83
Clothing,Zara,Sales Associate,Deal of the Month,483306.58,177,2730.55,507.82,4946.48
Clothing,Zara,Sales Associate,Double Points Bonanza,522488.90,177,2951.91,515.01,4995.86
Clothing,Zara,Sales Associate,Early Bird Specials,570335.62,202,2823.44,524.59,4982.76
Clothing,Zara,Sales Associate,End of Season Sale,454828.49,170,2675.46,504.46,4909.16
Clothing,Zara,Sales Associate,Exclusive Insider Offers,515000.74,186,2768.82,540.34,4980.74
Clothing,Zara,Sales Associate,Festive Fever Promo,515190.13,184,2799.95,562.49,4990.63
Clothing,Zara,Sales Associate,Final Call Frenzy,525952.80,189,2782.82,503.34,4993.90
Clothing,Zara,Sales Associate,Flash Frenzy Friday,500011.51,184,2717.45,528.82,4986.49
Clothing,Zara,Sales Associate,"Gift More, Spend Less",517651.52,180,2875.84,566.27,4931.82
Clothing,Zara,Sales Associate,Golden Hour Bargains,456799.11,156,2928.20,501.59,4990.97
Clothing,Zara,Sales Associate,Green Weekend Deals,477715.15,179,2668.80,502.55,4992.17
Clothing,Zara,Sales Associate,Happy Hour Discounts,555368.60,196,2833.51,517.05,4989.47
Clothing,Zara,Sales Associate,Holiday Shopping Rush,408114.84,149,2739.03,517.06,4930.19
Clothing,Zara,Sales Associate,Hot Picks Promo,470279.50,168,2799.28,502.48,4988.19
Clothing,Zara,Sales Associate,Instant Gratification Sale,486516.00,177,2748.68,514.98,4935.00
Clothing,Zara,Sales Associate,Limited Time Treasures,491053.45,171,2871.66,506.89,4948.35
Clothing,Zara,Sales Associate,Loyalty Rewards Blast,490909.64,185,2653.57,528.24,4992.46
Clothing,Zara,Sales Associate,Mega Weekend Bonanza,407253.96,149,2733.25,512.13,4926.56
Clothing,Zara,Sales Associate,Mid-Year Madness,548151.17,195,2811.03,511.04,4997.54
Clothing,Zara,Sales Associate,Midnight Madness,427303.34,157,2721.68,570.65,4972.50
Clothing,Zara,Sales Associate,Mystery Discount Days,423391.47,166,2550.55,542.29,4930.80
Clothing,Zara,Sales Associate,New Arrival Showcase,559717.15,195,2870.34,510.69,4956.65
Clothing,Zara,Sales Associate,New Product Launch Promo,411187.27,162,2538.19,533.17,4952.80
Clothing,Zara,Sales Associate,New Year Kickoff,483104.75,173,2792.51,522.02,4990.26
Clothing,Zara,Sales Associate,Price Drop Parade,501823.27,183,2742.20,508.52,4995.75
Clothing,Zara,Sales Associate,Red Tag Clearance,493666.13,172,2870.15,570.37,4984.82
Clothing,Zara,Sales Associate,Seasonal Surprise Box,554655.38,201,2759.48,502.82,4988.87
Clothing,Zara,Sales Associate,Shop & Save Spectacular,482115.27,173,2786.79,536.68,4999.91
Clothing,Zara,Sales Associate,Smart Shopper Week,507855.82,182,2790.42,516.26,4953.34
Clothing,Zara,Sales Associate,Spring Refresh Event,490856.48,177,2773.20,506.20,4995.99
Clothing,Zara,Sales Associate,Spring Splash Discounts,480930.16,177,2717.12,538.42,4983.92
Clothing,Zara,Sales Associate,Summer Sizzle Promo,503669.89,175,2878.11,522.24,4991.33
Clothing,Zara,Sales Associate,Super Savings Week,367428.01,147,2499.51,518.97,4991.65
Clothing,Zara,Sales Associate,Ultimate Value Event,501172.12,178,2815.57,534.20,4988.28
Clothing,Zara,Sales Associate,VIP Access Sale,460961.44,170,2711.54,522.66,4892.02
Clothing,Zara,Sales Associate,Weekend Warrior Specials,454032.65,161,2820.08,502.76,4984.00
Clothing,Zara,Sales Associate,Winter Clearance Carnival,438735.48,165,2659.00,502.03,4991.29
Clothing,Zara,Sales Associate,Winter Wonders Sale,478378.16,165,2899.26,527.33,4971.63
Clothing,Zara,Salesperson,12 Days of Deals,376850.19,149,2529.20,519.41,4931.09
Clothing,Zara,Salesperson,Autumn Deals Drive,447712.97,174,2573.06,511.91,4981.28
Clothing,Zara,Salesperson,BOGO Blitz,496170.93,175,2835.26,513.67,4999.45
Clothing,Zara,Salesperson,Back to School Boost,429408.65,157,2735.09,528.43,4882.66
Clothing,Zara,Salesperson,Birthday Bash Sale,470437.52,175,2688.21,532.90,4991.13
Clothing,Zara,Salesperson,Black Friday Blowout,380764.65,138,2759.16,541.53,4989.75
Clothing,Zara,Salesperson,Cart Crasher Campaign,432220.61,149,2900.81,536.10,4981.35
Clothing,Zara,Salesperson,Cashback Carnival,444708.44,160,2779.43,505.92,4964.30
Clothing,Zara,Salesperson,Clearance Countdown,486311.79,173,2811.05,512.27,4999.80
Clothing,Zara,Salesperson,Countdown to Savings,420312.34,157,2677.15,504.23,4949.51
Clothing,Zara,Salesperson,Customer Appreciation Week,579093.25,196,2954.56,513.31,4964.05
Clothing,Zara,Salesperson,Cyber Monday Mania,473293.70,172,2751.71,524.10,4995.44
Clothing,Zara,Salesperson,Deal of the Month,498349.69,178,2799.72,505.18,4994.87
Clothing,Zara,Salesperson,Double Points Bonanza,501818.86,187,2683.52,517.10,4999.44
Clothing,Zara,Salesperson,Early Bird Specials,491979.64,174,2827.47,519.84,4991.60
Clothing,Zara,Salesperson,End of Season Sale,488988.56,187,2614.91,509.09,4969.53
Clothing,Zara,Salesperson,Exclusive Insider Offers,493660.56,174,2837.13,524.93,4973.56
Clothing,Zara,Salesperson,Festive Fever Promo,413755.09,159,2602.23,538.62,4971.54
Clothing,Zara,Salesperson,Final Call Frenzy,393527.66,145,2713.98,501.00,4960.09
Clothing,Zara,Salesperson,Flash Frenzy Friday,459693.15,163,2820.20,506.08,4993.36
Clothing,Zara,Salesperson,"Gift More, Spend Less",482031.62,171,2818.90,518.98,4989.04
Clothing,Zara,Salesperson,Golden Hour Bargains,442215.93,183,2416.48,504.67,4991.19
Clothing,Zara,Salesperson,Green Weekend Deals,491216.66,169,2906.61,563.25,4950.45
Clothing,Zara,Salesperson,Happy Hour Discounts,472030.11,170,2776.65,530.57,4952.41
Clothing,Zara,Salesperson,Holiday Shopping Rush,427945.23,161,2658.04,503.85,4936.30
Clothing,Zara,Salesperson,Hot Picks Promo,476396.67,179,2661.43,502.01,4981.84
Clothing,Zara,Salesperson,Instant Gratification Sale,450052.43,175,2571.73,508.35,4968.48
Clothing,Zara,Salesperson,Limited Time Treasures,503025.66,181,2779.15,537.57,4982.15
Clothing,Zara,Salesperson,Loyalty Rewards Blast,495617.66,174,2848.38,525.22,4909.90
Clothing,Zara,Salesperson,Mega Weekend Bonanza,466007.04,171,2725.19,526.35,4988.26
Clothing,Zara,Salesperson,Mid-Year Madness,469633.83,166,2829.12,521.80,4962.02
Clothing,Zara,Salesperson,Midnight Madness,527517.33,191,2761.87,500.50,4986.57
Clothing,Zara,Salesperson,Mystery Discount Days,476294.34,171,2785.35,500.93,4998.98
Clothing,Zara,Salesperson,New Arrival Showcase,472453.04,173,2730.94,516.45,4996.20
Clothing,Zara,Salesperson,New Product Launch Promo,489046.54,189,2587.55,520.94,4895.72
Clothing,Zara,Salesperson,New Year Kickoff,437131.79,161,2715.10,531.60,4987.75
Clothing,Zara,Salesperson,Price Drop Parade,460172.89,167,2755.53,503.25,4902.98
Clothing,Zara,Salesperson,Red Tag Clearance,532829.45,182,2927.63,540.18,4961.81
Clothing,Zara,Salesperson,Seasonal Surprise Box,451911.77,179,2524.65,557.77,4965.35
Clothing,Zara,Salesperson,Shop & Save Spectacular,482382.45,170,2837.54,521.13,4998.75
Clothing,Zara,Salesperson,Smart Shopper Week,501310.20,169,2966.33,564.06,4999.73
Clothing,Zara,Salesperson,Spring Refresh Event,400842.48,151,2654.59,516.40,4994.74
Clothing,Zara,Salesperson,Spring Splash Discounts,443023.58,156,2839.89,601.29,4969.23
Clothing,Zara,Salesperson,Summer Sizzle Promo,462908.18,167,2771.91,510.41,4978.19
Clothing,Zara,Salesperson,Super Savings Week,438524.90,164,2673.93,505.22,4992.52
Clothing,Zara,Salesperson,Ultimate Value Event,462724.61,159,2910.22,510.86,4999.82
Clothing,Zara,Salesperson,VIP Access Sale,477805.89,175,2730.32,530.27,4958.73
Clothing,Zara,Salesperson,Weekend Warrior Specials,489434.76,190,2575.97,515.36,4991.98
Clothing,Zara,Salesperson,Winter Clearance Carnival,432747.72,159,2721.68,510.95,4978.73
Clothing,Zara,Salesperson,Winter Wonders Sale,471062.05,172,2738.73,527.74,4960.68
Clothing,Zara,Senior Salesperson,12 Days of Deals,424220.73,149,2847.12,557.51,4958.04
Clothing,Zara,Senior Salesperson,Autumn Deals Drive,423157.80,152,2783.93,501.28,4935.47
Clothing,Zara,Senior Salesperson,BOGO Blitz,470304.55,171,2750.32,534.41,4999.06
Clothing,Zara,Senior Salesperson,Back to School Boost,409467.68,149,2748.11,574.63,4970.78
Clothing,Zara,Senior Salesperson,Birthday Bash Sale,437076.63,154,2838.16,513.81,4946.23
Clothing,Zara,Senior Salesperson,Black Friday Blowout,458284.55,160,2864.28,505.39,4922.22
Clothing,Zara,Senior Salesperson,Cart Crasher Campaign,420538.56,146,2880.40,520.37,4997.29
Clothing,Zara,Senior Salesperson,Cashback Carnival,388859.22,142,2738.45,608.63,4968.31
Clothing,Zara,Senior Salesperson,Clearance Countdown,344536.07,135,2552.12,507.81,4967.03
Clothing,Zara,Senior Salesperson,Countdown to Savings,430681.05,154,2796.63,503.90,4972.78
Clothing,Zara,Senior Salesperson,Customer Appreciation Week,430450.59,160,2690.32,525.36,4953.93
Clothing,Zara,Senior Salesperson,Cyber Monday Mania,350207.39,129,2714.79,556.11,4991.94
Clothing,Zara,Senior Salesperson,Deal of the Month,417134.85,157,2656.91,520.26,4949.98
Clothing,Zara,Senior Salesperson,Double Points Bonanza,392234.85,145,2705.07,504.72,4959.54
Clothing,Zara,Senior Salesperson,Early Bird Specials,422943.11,154,2746.38,506.63,4983.02
Clothing,Zara,Senior Salesperson,End of Season Sale,282138.99,105,2687.04,509.34,4944.25
Clothing,Zara,Senior Salesperson,Exclusive Insider Offers,447466.44,157,2850.10,532.60,4989.88
Clothing,Zara,Senior Salesperson,Festive Fever Promo,414927.69,147,2822.64,545.01,4991.64
Clothing,Zara,Senior Salesperson,Final Call Frenzy,361479.01,128,2824.05,557.19,4929.76
Clothing,Zara,Senior Salesperson,Flash Frenzy Friday,392953.25,145,2710.02,550.67,4984.44
Clothing,Zara,Senior Salesperson,"Gift More, Spend Less",463891.04,156,2973.66,514.09,4977.65
Clothing,Zara,Senior Salesperson,Golden Hour Bargains,451086.48,154,2929.13,509.20,4994.31
Clothing,Zara,Senior Salesperson,Green Weekend Deals,456913.26,170,2687.73,529.73,4962.52
Clothing,Zara,Senior Salesperson,Happy Hour Discounts,383285.90,144,2661.71,538.42,4973.50
Clothing,Zara,Senior Salesperson,Holiday Shopping Rush,393337.02,139,2829.76,503.29,4996.42
Clothing,Zara,Senior Salesperson,Hot Picks Promo,399611.34,144,2775.08,537.00,4989.52
Clothing,Zara,Senior Salesperson,Instant Gratification Sale,351227.65,119,2951.49,506.92,4997.44
Clothing,Zara,Senior Salesperson,Limited Time Treasures,425730.46,152,2800.86,509.31,4999.81
Clothing,Zara,Senior Salesperson,Loyalty Rewards Blast,431362.87,156,2765.15,558.43,4984.11
Clothing,Zara,Senior Salesperson,Mega Weekend Bonanza,378312.50,142,2664.17,524.86,4970.99
Clothing,Zara,Senior Salesperson,Mid-Year Madness,415100.57,157,2643.95,502.44,4991.48
Clothing,Zara,Senior Salesperson,Midnight Madness,410944.96,150,2739.63,568.81,4988.44
Clothing,Zara,Senior Salesperson,Mystery Discount Days,447071.26,160,2794.20,576.99,4961.47
Clothing,Zara,Senior Salesperson,New Arrival Showcase,438580.03,163,2690.68,506.65,4966.36
Clothing,Zara,Senior Salesperson,New Product Launch Promo,350774.62,135,2598.33,562.12,4859.52
Clothing,Zara,Senior Salesperson,New Year Kickoff,362732.40,132,2747.97,537.71,4981.56
Clothing,Zara,Senior Salesperson,Price Drop Parade,433387.62,153,2832.60,524.96,4984.02
Clothing,Zara,Senior Salesperson,Red Tag Clearance,422040.79,152,2776.58,592.64,4999.45
Clothing,Zara,Senior Salesperson,Seasonal Surprise Box,411455.21,148,2780.10,524.63,4900.67
Clothing,Zara,Senior Salesperson,Shop & Save Spectacular,381420.60,139,2744.03,501.24,4968.32
Clothing,Zara,Senior Salesperson,Smart Shopper Week,376610.27,138,2729.06,505.75,4990.51
Clothing,Zara,Senior Salesperson,Spring Refresh Event,445581.07,155,2874.72,515.89,4971.60
Clothing,Zara,Senior Salesperson,Spring Splash Discounts,381284.85,134,2845.41,524.51,4989.56
Clothing,Zara,Senior Salesperson,Summer Sizzle Promo,439485.43,166,2647.50,511.51,4995.74
Clothing,Zara,Senior Salesperson,Super Savings Week,418796.24,145,2888.25,510.99,4998.42
Clothing,Zara,Senior Salesperson,Ultimate Value Event,418558.15,157,2665.98,504.23,4983.39
Clothing,Zara,Senior Salesperson,VIP Access Sale,408176.44,136,3001.30,523.97,4999.71
Clothing,Zara,Senior Salesperson,Weekend Warrior Specials,426990.45,153,2790.79,521.13,4989.06
Clothing,Zara,Senior Salesperson,Winter Clearance Carnival,441265.70,157,2810.61,524.22,4994.24
Clothing,Zara,Senior Salesperson,Winter Wonders Sale,410817.04,155,2650.43,526.45,4968.59
Electronics,Apple,Manager,12 Days of Deals,444904.53,163,2729.48,552.29,4969.65
Electronics,Apple,Manager,Autumn Deals Drive,437956.71,147,2979.30,523.27,4922.67
Electronics,Apple,Manager,BOGO Blitz,417738.94,150,2784.93,517.95,4998.43
Electronics,Apple,Manager,Back to School Boost,426765.34,162,2634.35,530.14,4991.54
Electronics,Apple,Manager,Birthday Bash Sale,451364.88,169,2670.80,534.39,4935.82
Electronics,Apple,Manager,Black Friday Blowout,454521.57,161,2823.12,511.49,4994.08
Electronics,Apple,Manager,Cart Crasher Campaign,449510.33,161,2791.99,508.39,4965.47
Electronics,Apple,Manager,Cashback Carnival,484116.72,174,2782.28,522.52,4982.07
Electronics,Apple,Manager,Clearance Countdown,514605.72,179,2874.89,535.65,4982.48
Electronics,Apple,Manager,Countdown to Savings,476696.23,170,2804.10,528.60,4989.36
Electronics,Apple,Manager,Customer Appreciation Week,457145.02,152,3007.53,531.84,4983.41
Electronics,Apple,Manager,Cyber Monday Mania,435313.05,160,2720.71,518.12,4970.73
Electronics,Apple,Manager,Deal of the Month,467078.86,167,2796.88,564.25,4924.15
Electronics,Apple,Manager,Double Points Bonanza,430361.43,158,2723.81,509.10,4964.53
Electronics,Apple,Manager,Early Bird Specials,341631.55,135,2530.60,511.39,4968.03
Electronics,Apple,Manager,End of Season Sale,477812.28,173,2761.92,504.05,4956.16
Electronics,Apple,Manager,Exclusive Insider Offers,468907.53,180,2605.04,536.56,4989.13
Electronics,Apple,Manager,Festive Fever Promo,424505.63,151,2811.30,500.64,4977.00
Electronics,Apple,Manager,Final Call Frenzy,484537.19,182,2662.29,509.54,4955.97
Electronics,Apple,Manager,Flash Frenzy Friday,395594.96,143,2766.40,564.15,4990.29
Electronics,Apple,Manager,"Gift More, Spend Less",364052.18,138,2638.06,519.09,4984.39
Electronics,Apple,Manager,Golden Hour Bargains,465088.97,169,2752.01,512.23,4995.98
Electronics,Apple,Manager,Green Weekend Deals,433900.15,154,2817.53,542.53,4983.70
Electronics,Apple,Manager,Happy Hour Discounts,482660.25,175,2758.06,532.66,4985.69
Electronics,Apple,Manager,Holiday Shopping Rush,408631.21,144,2837.72,537.56,4988.74
Electronics,Apple,Manager,Hot Picks Promo,494474.41,178,2777.95,553.05,4986.36
Electronics,Apple,Manager,Instant Gratification Sale,496287.30,185,2682.63,528.53,4993.60
Electronics,Apple,Manager,Limited Time Treasures,465527.62,178,2615.32,536.32,4977.48
Electronics,Apple,Manager,Loyalty Rewards Blast,450891.20,175,2576.52,530.61,4996.70
Electronics,Apple,Manager,Mega Weekend Bonanza,490916.41,173,2837.67,519.39,4977.51
Electronics,Apple,Manager,Mid-Year Madness,408714.22,156,2619.96,506.67,4825.37
Electronics,Apple,Manager,Midnight Madness,494109.21,174,2839.71,532.81,4987.52
Electronics,Apple,Manager,Mystery Discount Days,442406.67,152,2910.57,529.87,4987.89
Electronics,Apple,Manager,New Arrival Showcase,462139.26,159,2906.54,533.21,4999.20
Electronics,Apple,Manager,New Product Launch Promo,497039.00,182,2730.98,516.58,4989.38
Electronics,Apple,Manager,New Year Kickoff,498122.60,181,2752.06,521.49,4996.42
Electronics,Apple,Manager,Price Drop Parade,440741.14,158,2789.50,541.45,4996.99
Electronics,Apple,Manager,Red Tag Clearance,503958.60,181,2784.30,501.68,4943.14
Electronics,Apple,Manager,Seasonal Surprise Box,468878.24,175,2679.30,567.53,4859.66
Electronics,Apple,Manager,Shop & Save Spectacular,480404.68,175,2745.17,521.35,4994.26
Electronics,Apple,Manager,Smart Shopper Week,492046.82,175,2811.70,536.06,4976.84
Electronics,Apple,Manager,Spring Refresh Event,447209.09,154,2903.96,509.43,4940.02
Electronics,Apple,Manager,Spring Splash Discounts,434711.28,156,2786.61,514.69,4985.90
Electronics,Apple,Manager,Summer Sizzle Promo,435263.00,156,2790.15,501.20,4969.25
Electronics,Apple,Manager,Super Savings Week,495703.70,174,2848.87,560.61,4982.95
Electronics,Apple,Manager,Ultimate Value Event,465891.92,154,3025.27,547.36,4999.80
Electronics,Apple,Manager,VIP Access Sale,502393.07,183,2745.32,554.81,4955.22
Electronics,Apple,Manager,Weekend Warrior Specials,453537.47,171,2652.27,544.86,4979.11
Electronics,Apple,Manager,Winter Clearance Carnival,499569.34,192,2601.92,521.11,4949.59
Electronics,Apple,Manager,Winter Wonders Sale,498100.46,180,2767.22,544.90,4989.20
Electronics,Apple,Sales Associate,12 Days of Deals,458867.41,164,2797.97,525.65,4934.71
Electronics,Apple,Sales Associate,Autumn Deals Drive,463407.63,168,2758.38,520.68,4971.89
Electronics,Apple,Sales Associate,BOGO Blitz,424056.85,162,2617.63,507.85,4967.43
Electronics,Apple,Sales Associate,Back to School Boost,466823.86,173,2698.40,501.01,4988.38
Electronics,Apple,Sales Associate,Birthday Bash Sale,520255.23,185,2812.19,504.53,4989.43
Electronics,Apple,Sales Associate,Black Friday Blowout,511807.51,186,2751.65,522.18,4989.77
Electronics,Apple,Sales Associate,Cart Crasher Campaign,471750.37,176,2680.40,512.07,4927.33
Electronics,Apple,Sales Associate,Cashback Carnival,451351.35,163,2769.03,500.55,4904.22
Electronics,Apple,Sales Associate,Clearance Countdown,484114.46,166,2916.35,548.05,4920.88
Electronics,Apple,Sales Associate,Countdown to Savings,460865.63,177,2603.76,500.60,4989.61
Electronics,Apple,Sales Associate,Customer Appreciation Week,501797.31,199,2521.59,507.42,4973.76
Electronics,Apple,Sales Associate,Cyber Monday Mania,429995.73,157,2738.83,535.88,4984.30
Electronics,Apple,Sales Associate,Deal of the Month,495002.36,176,2812.51,520.13,4997.93
Electronics,Apple,Sales Associate,Double Points Bonanza,430073.49,152,2829.43,554.75,4980.94
Electronics,Apple,Sales Associate,Early Bird Specials,557965.30,199,2803.85,540.77,4973.65
Electronics,Apple,Sales Associate,End of Season Sale,469326.64,169,2777.08,527.68,4997.96
Electronics,Apple,Sales Associate,Exclusive Insider Offers,467482.63,171,2733.82,567.43,4985.88
Electronics,Apple,Sales Associate,Festive Fever Promo,443242.51,171,2592.06,524.53,4986.14
Electronics,Apple,Sales Associate,Final Call Frenzy,489684.92,173,2830.55,523.38,4987.50
Electronics,Apple,Sales Associate,Flash Frenzy Friday,420004.35,160,2625.03,509.18,4967.34
Electronics,Apple,Sales Associate,"Gift More, Spend Less",497501.66,180,2763.90,549.75,4993.33
Electronics,Apple,Sales Associate,Golden Hour Bargains,444494.93,169,2630.15,502.34,4977.35
Electronics,Apple,Sales Associate,Green Weekend Deals,511567.91,179,2857.92,508.03,4999.77
Electronics,Apple,Sales Associate,Happy Hour Discounts,481621.37,174,2767.94,533.45,4984.26
Electronics,Apple,Sales Associate,Holiday Shopping Rush,500087.88,183,2732.72,539.84,4987.03
Electronics,Apple,Sales Associate,Hot Picks Promo,485458.42,167,2906.94,523.30,4976.46
Electronics,Apple,Sales Associate,Instant Gratification Sale,503012.65,188,2675.60,552.05,4996.98
Electronics,Apple,Sales Associate,Limited Time Treasures,474453.65,171,2774.58,502.69,4939.03
Electronics,Apple,Sales Associate,Loyalty Rewards Blast,456579.34,169,2701.65,575.02,4878.36
Electronics,Apple,Sales Associate,Mega Weekend Bonanza,480475.36,168,2859.97,527.11,4958.79
Electronics,Apple,Sales Associate,Mid-Year Madness,454162.04,160,2838.51,536.81,4956.28
Electronics,Apple,Sales Associate,Midnight Madness,507618.87,185,2743.89,537.46,4998.11
Electronics,Apple,Sales Associate,Mystery Discount Days,541343.21,174,3111.17,500.77,4976.71
Electronics,Apple,Sales Associate,New Arrival Showcase,499480.38,179,2790.39,508.74,4995.38
Electronics,Apple,Sales Associate,New Product Launch Promo,474853.94,179,2652.82,541.64,4973.07
Electronics,Apple,Sales Associate,New Year Kickoff,531108.01,192,2766.19,503.50,4976.30
Electronics,Apple,Sales Associate,Price Drop Parade,409083.87,147,2782.88,511.56,4977.85
Electronics,Apple,Sales Associate,Red Tag Clearance,430475.77,164,2624.85,514.32,4985.06
Electronics,Apple,Sales Associate,Seasonal Surprise Box,473430.83,174,2720.87,500.70,4989.80
Electronics,Apple,Sales Associate,Shop & Save Spectacular,458218.69,173,2648.66,503.16,4991.11
Electronics,Apple,Sales Associate,Smart Shopper Week,524540.88,188,2790.11,512.23,4997.75
Electronics,Apple,Sales Associate,Spring Refresh Event,486709.06,179,2719.05,525.85,4957.58
Electronics,Apple,Sales Associate,Spring Splash Discounts,462046.65,166,2783.41,508.55,4968.06
Electronics,Apple,Sales Associate,Summer Sizzle Promo,416652.38,151,2759.29,501.26,4995.70
Electronics,Apple,Sales Associate,Super Savings Week,469129.92,171,2743.45,548.56,4995.51
Electronics,Apple,Sales Associate,Ultimate Value Event,495209.47,179,2766.53,519.49,4997.68
Electronics,Apple,Sales Associate,VIP Access Sale,521972.36,190,2747.22,538.56,4974.40
Electronics,Apple,Sales Associate,Weekend Warrior Specials,426977.40,164,2603.52,524.39,4904.05
Electronics,Apple,Sales Associate,Winter Clearance Carnival,485286.98,186,2609.07,511.37,4977.62
Electronics,Apple,Sales Associate,Winter Wonders Sale,381101.91,150,2540.68,533.84,4979.50
Electronics,Apple,Salesperson,12 Days of Deals,417132.87,157,2656.90,615.63,4880.77
Electronics,Apple,Salesperson,Autumn Deals Drive,524864.95,186,2821.85,518.47,4985.10
Electronics,Apple,Salesperson,BOGO Blitz,401379.68,158,2540.38,528.14,4942.73
Electronics,Apple,Salesperson,Back to School Boost,487385.58,175,2785.06,507.63,4959.97
Electronics,Apple,Salesperson,Birthday Bash Sale,450147.29,157,2867.18,527.38,4976.43
Electronics,Apple,Salesperson,Black Friday Blowout,520330.16,193,2696.01,523.77,4944.19
Electronics,Apple,Salesperson,Cart Crasher Campaign,476475.56,171,2786.41,511.88,4998.84
Electronics,Apple,Salesperson,Cashback Carnival,473930.99,165,2872.31,525.06,4992.85
Electronics,Apple,Salesperson,Clearance Countdown,479322.57,170,2819.54,510.87,4956.48
Electronics,Apple,Salesperson,Countdown to Savings,483224.55,183,2640.57,505.11,4971.77
Electronics,Apple,Salesperson,Customer Appreciation Week,546251.56,186,2936.84,513.82,4998.63
Electronics,Apple,Salesperson,Cyber Monday Mania,536228.16,195,2749.89,532.36,4990.26
Electronics,Apple,Salesperson,Deal of the Month,505770.03,180,2809.83,578.66,4999.96
Electronics,Apple,Salesperson,Double Points Bonanza,462808.01,181,2556.95,500.80,4942.56
Electronics,Apple,Salesperson,Early Bird Specials,458527.92,172,2665.86,601.95,4982.24
Electronics,Apple,Salesperson,End of Season Sale,491894.99,184,2673.34,518.61,4965.76
Electronics,Apple,Salesperson,Exclusive Insider Offers,528416.69,192,2752.17,584.22,4986.42
Electronics,Apple,Salesperson,Festive Fever Promo,506710.05,178,2846.69,501.00,4960.42
Electronics,Apple,Salesperson,Final Call Frenzy,457313.70,170,2690.08,500.25,4992.74
Electronics,Apple,Salesperson,Flash Frenzy Friday,422217.62,155,2723.98,505.51,4976.45
Electronics,Apple,Salesperson,"Gift More, Spend Less",466348.56,175,2664.85,508.46,4961.47
Electronics,Apple,Salesperson,Golden Hour Bargains,493098.57,175,2817.71,598.71,4996.32
Electronics,Apple,Salesperson,Green Weekend Deals,387795.71,146,2656.14,572.20,4993.95
Electronics,Apple,Salesperson,Happy Hour Discounts,466860.31,169,2762.49,521.65,4993.94
Electronics,Apple,Salesperson,Holiday Shopping Rush,458482.75,169,2712.92,516.51,4991.74
Electronics,Apple,Salesperson,Hot Picks Promo,446394.00,165,2705.42,505.53,4995.24
Electronics,Apple,Salesperson,Instant Gratification Sale,514878.30,190,2709.89,501.85,4976.47
Electronics,Apple,Salesperson,Limited Time Treasures,513921.54,188,2733.63,520.41,4973.60
Electronics,Apple,Salesperson,Loyalty Rewards Blast,520016.19,178,2921.44,564.71,4925.93
Electronics,Apple,Salesperson,Mega Weekend Bonanza,482925.69,180,2682.92,504.97,4941.07
Electronics,Apple,Salesperson,Mid-Year Madness,481456.14,166,2900.34,509.00,4993.10
Electronics,Apple,Salesperson,Midnight Madness,438719.94,164,2675.12,514.32,4999.83
Electronics,Apple,Salesperson,Mystery Discount Days,479983.34,176,2727.18,531.64,4996.73
Electronics,Apple,Salesperson,New Arrival Showcase,459138.39,177,2594.00,519.44,4981.04
Electronics,Apple,Salesperson,New Product Launch Promo,546813.83,205,2667.38,540.97,4978.60
Electronics,Apple,Salesperson,New Year Kickoff,478099.91,177,2701.13,512.61,4949.44
Electronics,Apple,Salesperson,Price Drop Parade,563639.76,193,2920.41,607.91,4972.74
Electronics,Apple,Salesperson,Red Tag Clearance,460873.56,162,2844.90,536.16,4991.96
Electronics,Apple,Salesperson,Seasonal Surprise Box,534382.02,192,2783.24,505.64,4946.54
Electronics,Apple,Salesperson,Shop & Save Spectacular,524637.54,188,2790.63,539.52,4982.70
