brand,customer_segment,salesperson_role,campaign_name,sum_amount,count,avg_amount,min_amount,max_amount
Godrej Interio,In-Store Regular,Salesperson,Golden Hour Bargains,37436.31,14,2674.02,911.22,4909.62
Godrej Interio,In-Store Regular,Salesperson,Green Weekend Deals,33872.66,14,2419.48,869.06,4960.27
Godrej Interio,In-Store Regular,Salesperson,Happy Hour Discounts,51346.66,22,2333.94,501.91,4596.87
Godrej Interio,In-Store Regular,Salesperson,Holiday Shopping Rush,49613.12,18,2756.28,633.52,4969.72
Godrej Interio,In-Store Regular,Salesperson,Hot Picks Promo,41698.64,14,2978.47,2073.75,4873.02
Godrej Interio,In-Store Regular,Salesperson,Instant Gratification Sale,38930.62,14,2780.76,1012.42,3882.27
Godrej Interio,In-Store Regular,Salesperson,Limited Time Treasures,46599.70,17,2741.16,649.73,4546.13
Godrej Interio,In-Store Regular,Salesperson,Loyalty Rewards Blast,46927.46,18,2607.08,769.79,4226.88
Godrej Interio,In-Store Regular,Salesperson,Mega Weekend Bonanza,33401.30,10,3340.13,1175.44,4870.06
Godrej Interio,In-Store Regular,Salesperson,Mid-Year Madness,55193.20,19,2904.91,704.39,4877.47
Godrej Interio,In-Store Regular,Salesperson,Midnight Madness,49355.95,16,3084.75,704.18,4743.01
Godrej Interio,In-Store Regular,Salesperson,Mystery Discount Days,35097.42,16,2193.59,569.70,4325.50
Godrej Interio,In-Store Regular,Salesperson,New Arrival Showcase,59590.33,22,2708.65,552.32,4981.90
Godrej Interio,In-Store Regular,Salesperson,New Product Launch Promo,38021.26,19,2001.12,610.55,4559.86
Godrej Interio,In-Store Regular,Salesperson,New Year Kickoff,57606.50,20,2880.33,506.98,4900.89
Godrej Interio,In-Store Regular,Salesperson,Price Drop Parade,60404.45,19,3179.18,893.73,4800.75
Godrej Interio,In-Store Regular,Salesperson,Red Tag Clearance,30126.52,11,2738.77,659.04,4734.87
Godrej Interio,In-Store Regular,Salesperson,Seasonal Surprise Box,45489.53,16,2843.10,724.72,4820.29
Godrej Interio,In-Store Regular,Salesperson,Shop & Save Spectacular,62416.07,24,2600.67,597.67,4989.70
Godrej Interio,In-Store Regular,Salesperson,Smart Shopper Week,27439.97,12,2286.66,547.98,4256.20
Godrej Interio,In-Store Regular,Salesperson,Spring Refresh Event,60338.62,21,2873.27,589.99,4943.47
Godrej Interio,In-Store Regular,Salesperson,Spring Splash Discounts,52603.41,17,3094.32,1036.43,4943.37
Godrej Interio,In-Store Regular,Salesperson,Summer Sizzle Promo,50654.16,23,2202.35,546.51,4472.26
Godrej Interio,In-Store Regular,Salesperson,Super Savings Week,38869.97,15,2591.33,508.26,4475.36
Godrej Interio,In-Store Regular,Salesperson,Ultimate Value Event,45775.15,16,2860.95,765.07,4553.17
Godrej Interio,In-Store Regular,Salesperson,VIP Access Sale,33720.66,14,2408.62,697.60,4004.44
Godrej Interio,In-Store Regular,Salesperson,Weekend Warrior Specials,51811.74,15,3454.12,674.28,4522.95
Godrej Interio,In-Store Regular,Salesperson,Winter Clearance Carnival,32878.53,12,2739.88,647.82,4702.33
Godrej Interio,In-Store Regular,Salesperson,Winter Wonders Sale,54097.75,15,3606.52,674.31,4765.26
Godrej Interio,In-Store Regular,Senior Salesperson,12 Days of Deals,16755.09,7,2393.58,655.20,4339.56
Godrej Interio,In-Store Regular,Senior Salesperson,Autumn Deals Drive,46664.70,17,2744.98,606.29,4585.80
Godrej Interio,In-Store Regular,Senior Salesperson,BOGO Blitz,19573.10,8,2446.64,517.35,4881.16
Godrej Interio,In-Store Regular,Senior Salesperson,Back to School Boost,41591.97,16,2599.50,1371.67,4455.17
Godrej Interio,In-Store Regular,Senior Salesperson,Birthday Bash Sale,24928.78,12,2077.40,777.00,3547.73
Godrej Interio,In-Store Regular,Senior Salesperson,Black Friday Blowout,52856.20,17,3109.19,709.78,4978.12
Godrej Interio,In-Store Regular,Senior Salesperson,Cart Crasher Campaign,47533.15,18,2640.73,534.46,4935.88
Godrej Interio,In-Store Regular,Senior Salesperson,Cashback Carnival,40698.11,15,2713.21,1109.37,4974.87
Godrej Interio,In-Store Regular,Senior Salesperson,Clearance Countdown,55928.45,20,2796.42,664.44,4930.66
Godrej Interio,In-Store Regular,Senior Salesperson,Countdown to Savings,34799.38,11,3163.58,715.74,4888.11
Godrej Interio,In-Store Regular,Senior Salesperson,Customer Appreciation Week,30606.27,14,2186.16,803.65,4432.24
Godrej Interio,In-Store Regular,Senior Salesperson,Cyber Monday Mania,34901.22,15,2326.75,868.62,4868.94
Godrej Interio,In-Store Regular,Senior Salesperson,Deal of the Month,40765.12,14,2911.79,1049.33,4812.04
Godrej Interio,In-Store Regular,Senior Salesperson,Double Points Bonanza,54251.08,18,3013.95,832.71,4923.05
Godrej Interio,In-Store Regular,Senior Salesperson,Early Bird Specials,32377.47,13,2490.57,690.28,4699.71
Godrej Interio,In-Store Regular,Senior Salesperson,End of Season Sale,41390.44,13,3183.88,571.92,4810.63
Godrej Interio,In-Store Regular,Senior Salesperson,Exclusive Insider Offers,36049.73,13,2773.06,1020.51,4968.59
Godrej Interio,In-Store Regular,Senior Salesperson,Festive Fever Promo,46023.60,16,2876.48,535.72,4727.89
Godrej Interio,In-Store Regular,Senior Salesperson,Final Call Frenzy,32067.29,12,2672.27,568.51,4069.32
Godrej Interio,In-Store Regular,Senior Salesperson,Flash Frenzy Friday,84298.89,27,3122.18,504.49,4995.77
Godrej Interio,In-Store Regular,Senior Salesperson,"Gift More, Spend Less",54651.07,18,3036.17,1477.07,4432.72
Godrej Interio,In-Store Regular,Senior Salesperson,Golden Hour Bargains,33324.83,14,2380.34,527.50,4769.00
Godrej Interio,In-Store Regular,Senior Salesperson,Green Weekend Deals,58280.84,21,2775.28,533.64,4942.89
Godrej Interio,In-Store Regular,Senior Salesperson,Happy Hour Discounts,41951.96,16,2622.00,686.74,4961.60
Godrej Interio,In-Store Regular,Senior Salesperson,Holiday Shopping Rush,37703.97,12,3142.00,1385.87,4767.74
Godrej Interio,In-Store Regular,Senior Salesperson,Hot Picks Promo,44674.19,16,2792.14,509.80,4598.89
Godrej Interio,In-Store Regular,Senior Salesperson,Instant Gratification Sale,37849.48,19,1992.08,569.38,4976.43
Godrej Interio,In-Store Regular,Senior Salesperson,Limited Time Treasures,46043.55,21,2192.55,661.15,4806.06
Godrej Interio,In-Store Regular,Senior Salesperson,Loyalty Rewards Blast,58270.92,22,2648.68,673.33,4794.03
Godrej Interio,In-Store Regular,Senior Salesperson,Mega Weekend Bonanza,41526.99,17,2442.76,616.44,4961.29
Godrej Interio,In-Store Regular,Senior Salesperson,Mid-Year Madness,45485.49,16,2842.84,829.07,4949.66
Godrej Interio,In-Store Regular,Senior Salesperson,Midnight Madness,50189.15,19,2641.53,786.45,4855.70
Godrej Interio,In-Store Regular,Senior Salesperson,Mystery Discount Days,42905.32,17,2523.84,792.70,4606.50
Godrej Interio,In-Store Regular,Senior Salesperson,New Arrival Showcase,36154.43,13,2781.11,738.32,4808.90
Godrej Interio,In-Store Regular,Senior Salesperson,New Product Launch Promo,53875.38,19,2835.55,590.11,4669.01
Godrej Interio,In-Store Regular,Senior Salesperson,New Year Kickoff,47833.53,16,2989.60,835.69,4951.71
Godrej Interio,In-Store Regular,Senior Salesperson,Price Drop Parade,33827.16,11,3075.20,1300.24,4959.88
Godrej Interio,In-Store Regular,Senior Salesperson,Red Tag Clearance,42482.69,15,2832.18,835.40,4950.07
Godrej Interio,In-Store Regular,Senior Salesperson,Seasonal Surprise Box,42223.66,13,3247.97,1884.44,4929.83
Godrej Interio,In-Store Regular,Senior Salesperson,Shop & Save Spectacular,28593.16,10,2859.32,832.14,4735.79
Godrej Interio,In-Store Regular,Senior Salesperson,Smart Shopper Week,41135.95,18,2285.33,775.21,4721.14
Godrej Interio,In-Store Regular,Senior Salesperson,Spring Refresh Event,23841.28,12,1986.77,640.30,4894.92
Godrej Interio,In-Store Regular,Senior Salesperson,Spring Splash Discounts,55226.78,15,3681.79,870.52,4924.52
Godrej Interio,In-Store Regular,Senior Salesperson,Summer Sizzle Promo,25602.37,14,1828.74,517.05,3984.64
Godrej Interio,In-Store Regular,Senior Salesperson,Super Savings Week,32053.97,13,2465.69,545.74,4963.87
Godrej Interio,In-Store Regular,Senior Salesperson,Ultimate Value Event,27122.77,9,3013.64,620.26,4904.52
Godrej Interio,In-Store Regular,Senior Salesperson,VIP Access Sale,33147.00,13,2549.77,1003.65,4759.51
Godrej Interio,In-Store Regular,Senior Salesperson,Weekend Warrior Specials,47041.98,18,2613.44,525.61,4963.85
Godrej Interio,In-Store Regular,Senior Salesperson,Winter Clearance Carnival,55445.98,20,2772.30,513.27,4893.91
Godrej Interio,In-Store Regular,Senior Salesperson,Winter Wonders Sale,51205.41,19,2695.02,548.89,4798.87
Godrej Interio,Loyal Customer,Manager,12 Days of Deals,47773.87,16,2985.87,676.85,4865.56
Godrej Interio,Loyal Customer,Manager,Autumn Deals Drive,45591.00,18,2532.83,550.39,4669.66
Godrej Interio,Loyal Customer,Manager,BOGO Blitz,61062.59,20,3053.13,643.32,4968.20
Godrej Interio,Loyal Customer,Manager,Back to School Boost,42314.86,15,2820.99,772.22,4881.51
Godrej Interio,Loyal Customer,Manager,Birthday Bash Sale,41340.90,16,2583.81,534.97,4343.07
Godrej Interio,Loyal Customer,Manager,Black Friday Blowout,56359.56,19,2966.29,960.13,4921.91
Godrej Interio,Loyal Customer,Manager,Cart Crasher Campaign,43918.73,18,2439.93,1133.07,4921.78
Godrej Interio,Loyal Customer,Manager,Cashback Carnival,34795.59,13,2676.58,554.46,4871.65
Godrej Interio,Loyal Customer,Manager,Clearance Countdown,57137.36,19,3007.23,1005.05,4836.05
Godrej Interio,Loyal Customer,Manager,Countdown to Savings,54524.38,21,2596.40,699.79,4738.01
Godrej Interio,Loyal Customer,Manager,Customer Appreciation Week,19322.69,10,1932.27,545.09,3694.83
Godrej Interio,Loyal Customer,Manager,Cyber Monday Mania,41141.16,14,2938.65,1295.74,4804.54
Godrej Interio,Loyal Customer,Manager,Deal of the Month,63722.74,21,3034.42,739.79,4923.87
Godrej Interio,Loyal Customer,Manager,Double Points Bonanza,46227.72,18,2568.21,790.74,4140.17
Godrej Interio,Loyal Customer,Manager,Early Bird Specials,63629.42,23,2766.50,688.88,4996.61
Godrej Interio,Loyal Customer,Manager,End of Season Sale,36739.60,14,2624.26,1034.07,4945.57
Godrej Interio,Loyal Customer,Manager,Exclusive Insider Offers,61632.15,19,3243.80,1333.14,4830.96
Godrej Interio,Loyal Customer,Manager,Festive Fever Promo,41633.97,17,2449.06,508.28,4774.64
Godrej Interio,Loyal Customer,Manager,Final Call Frenzy,46711.41,17,2747.73,841.24,4987.08
Godrej Interio,Loyal Customer,Manager,Flash Frenzy Friday,24767.38,11,2251.58,586.10,4791.97
Godrej Interio,Loyal Customer,Manager,"Gift More, Spend Less",49681.96,20,2484.10,716.76,4595.29
Godrej Interio,Loyal Customer,Manager,Golden Hour Bargains,88388.17,32,2762.13,816.80,4894.61
Godrej Interio,Loyal Customer,Manager,Green Weekend Deals,18870.89,9,2096.77,798.19,3884.09
Godrej Interio,Loyal Customer,Manager,Happy Hour Discounts,35340.30,14,2524.31,549.23,4915.92
Godrej Interio,Loyal Customer,Manager,Holiday Shopping Rush,38127.64,14,2723.40,550.85,4585.57
Godrej Interio,Loyal Customer,Manager,Hot Picks Promo,53217.17,17,3130.42,1368.04,4992.50
Godrej Interio,Loyal Customer,Manager,Instant Gratification Sale,47234.38,17,2778.49,555.91,4902.29
Godrej Interio,Loyal Customer,Manager,Limited Time Treasures,39423.56,18,2190.20,605.66,4132.36
Godrej Interio,Loyal Customer,Manager,Loyalty Rewards Blast,51244.56,19,2697.08,778.78,4811.75
Godrej Interio,Loyal Customer,Manager,Mega Weekend Bonanza,37584.11,13,2891.09,1490.76,4888.22
Godrej Interio,Loyal Customer,Manager,Mid-Year Madness,64774.68,23,2816.29,619.43,4786.91
Godrej Interio,Loyal Customer,Manager,Midnight Madness,56300.17,19,2963.17,561.99,4825.19
Godrej Interio,Loyal Customer,Manager,Mystery Discount Days,52082.26,20,2604.11,592.54,4821.42
Godrej Interio,Loyal Customer,Manager,New Arrival Showcase,57946.95,22,2633.95,572.86,4376.58
Godrej Interio,Loyal Customer,Manager,New Product Launch Promo,42288.81,13,3252.99,1430.33,4873.40
Godrej Interio,Loyal Customer,Manager,New Year Kickoff,54157.74,18,3008.76,1244.80,4988.70
Godrej Interio,Loyal Customer,Manager,Price Drop Parade,22634.15,8,2829.27,840.96,4235.56
Godrej Interio,Loyal Customer,Manager,Red Tag Clearance,40324.87,12,3360.41,1771.57,4735.25
Godrej Interio,Loyal Customer,Manager,Seasonal Surprise Box,23577.00,10,2357.70,825.58,4641.55
Godrej Interio,Loyal Customer,Manager,Shop & Save Spectacular,60616.63,20,3030.83,828.01,4993.55
Godrej Interio,Loyal Customer,Manager,Smart Shopper Week,27464.70,10,2746.47,783.99,4853.40
Godrej Interio,Loyal Customer,Manager,Spring Refresh Event,45041.83,18,2502.32,567.16,4424.70
Godrej Interio,Loyal Customer,Manager,Spring Splash Discounts,19785.46,10,1978.55,562.27,4581.73
Godrej Interio,Loyal Customer,Manager,Summer Sizzle Promo,28272.47,10,2827.25,816.42,4508.12
Godrej Interio,Loyal Customer,Manager,Super Savings Week,55984.89,22,2544.77,691.48,4464.43
Godrej Interio,Loyal Customer,Manager,Ultimate Value Event,36134.38,16,2258.40,523.31,4096.71
Godrej Interio,Loyal Customer,Manager,VIP Access Sale,42964.02,15,2864.27,673.83,4776.14
Godrej Interio,Loyal Customer,Manager,Weekend Warrior Specials,45454.26,14,3246.73,782.59,4977.83
Godrej Interio,Loyal Customer,Manager,Winter Clearance Carnival,25094.47,10,2509.45,728.43,4969.31
Godrej Interio,Loyal Customer,Manager,Winter Wonders Sale,35599.78,14,2542.84,502.50,4632.97
Godrej Interio,Loyal Customer,Sales Associate,12 Days of Deals,48728.23,20,2436.41,516.27,4869.77
Godrej Interio,Loyal Customer,Sales Associate,Autumn Deals Drive,45259.31,17,2662.31,1004.52,4924.31
Godrej Interio,Loyal Customer,Sales Associate,BOGO Blitz,54708.23,20,2735.41,690.26,4844.53
Godrej Interio,Loyal Customer,Sales Associate,Back to School Boost,39939.56,15,2662.64,519.59,4920.83
Godrej Interio,Loyal Customer,Sales Associate,Birthday Bash Sale,50608.34,18,2811.57,1266.78,4533.34
Godrej Interio,Loyal Customer,Sales Associate,Black Friday Blowout,47551.33,16,2971.96,1418.00,4908.61
Godrej Interio,Loyal Customer,Sales Associate,Cart Crasher Campaign,28689.31,11,2608.12,561.33,4769.57
Godrej Interio,Loyal Customer,Sales Associate,Cashback Carnival,49953.03,16,3122.06,826.95,4948.20
Godrej Interio,Loyal Customer,Sales Associate,Clearance Countdown,54432.78,17,3201.93,814.04,4778.43
Godrej Interio,Loyal Customer,Sales Associate,Countdown to Savings,56212.71,18,3122.93,996.34,4965.60
Godrej Interio,Loyal Customer,Sales Associate,Customer Appreciation Week,73950.36,28,2641.08,511.43,4825.59
Godrej Interio,Loyal Customer,Sales Associate,Cyber Monday Mania,40100.51,14,2864.32,1317.13,4557.39
Godrej Interio,Loyal Customer,Sales Associate,Deal of the Month,26412.59,12,2201.05,565.16,4069.31
Godrej Interio,Loyal Customer,Sales Associate,Double Points Bonanza,52815.50,22,2400.70,549.65,4742.46
Godrej Interio,Loyal Customer,Sales Associate,Early Bird Specials,44699.61,16,2793.73,801.07,4889.61
Godrej Interio,Loyal Customer,Sales Associate,End of Season Sale,39740.21,15,2649.35,524.52,4890.10
Godrej Interio,Loyal Customer,Sales Associate,Exclusive Insider Offers,42463.82,17,2497.87,535.03,4868.50
Godrej Interio,Loyal Customer,Sales Associate,Festive Fever Promo,40444.68,15,2696.31,506.65,4261.81
Godrej Interio,Loyal Customer,Sales Associate,Final Call Frenzy,49674.96,18,2759.72,1315.32,4824.46
Godrej Interio,Loyal Customer,Sales Associate,Flash Frenzy Friday,48535.16,17,2855.01,1070.46,4806.49
Godrej Interio,Loyal Customer,Sales Associate,"Gift More, Spend Less",36172.21,15,2411.48,638.38,4997.34
Godrej Interio,Loyal Customer,Sales Associate,Golden Hour Bargains,58585.27,20,2929.26,1176.20,4661.15
Godrej Interio,Loyal Customer,Sales Associate,Green Weekend Deals,33963.04,16,2122.69,698.41,4121.22
Godrej Interio,Loyal Customer,Sales Associate,Happy Hour Discounts,39452.08,18,2191.78,662.86,3960.10
Godrej Interio,Loyal Customer,Sales Associate,Holiday Shopping Rush,52022.62,21,2477.27,508.47,4610.17
Godrej Interio,Loyal Customer,Sales Associate,Hot Picks Promo,74956.20,24,3123.18,1262.63,4801.06
Godrej Interio,Loyal Customer,Sales Associate,Instant Gratification Sale,74878.01,26,2879.92,506.86,4847.56
Godrej Interio,Loyal Customer,Sales Associate,Limited Time Treasures,65994.50,23,2869.33,563.72,4926.96
Godrej Interio,Loyal Customer,Sales Associate,Loyalty Rewards Blast,61949.72,23,2693.47,919.67,4816.61
Godrej Interio,Loyal Customer,Sales Associate,Mega Weekend Bonanza,52651.56,19,2771.13,1045.15,4874.99
Godrej Interio,Loyal Customer,Sales Associate,Mid-Year Madness,44293.95,13,3407.23,1058.39,4558.82
Godrej Interio,Loyal Customer,Sales Associate,Midnight Madness,31964.84,12,2663.74,504.76,4856.29
Godrej Interio,Loyal Customer,Sales Associate,Mystery Discount Days,70834.84,24,2951.45,738.71,4917.42
Godrej Interio,Loyal Customer,Sales Associate,New Arrival Showcase,26585.02,11,2416.82,1095.55,4021.18
Godrej Interio,Loyal Customer,Sales Associate,New Product Launch Promo,58311.80,22,2650.54,746.21,4271.12
Godrej Interio,Loyal Customer,Sales Associate,New Year Kickoff,22215.35,9,2468.37,540.11,4791.93
Godrej Interio,Loyal Customer,Sales Associate,Price Drop Parade,34772.49,13,2674.81,590.86,4944.94
Godrej Interio,Loyal Customer,Sales Associate,Red Tag Clearance,62685.29,25,2507.41,585.62,4898.78
Godrej Interio,Loyal Customer,Sales Associate,Seasonal Surprise Box,62498.56,22,2840.84,513.77,4988.21
Godrej Interio,Loyal Customer,Sales Associate,Shop & Save Spectacular,29347.36,12,2445.61,883.23,4816.37
Godrej Interio,Loyal Customer,Sales Associate,Smart Shopper Week,44859.15,15,2990.61,846.08,4794.78
Godrej Interio,Loyal Customer,Sales Associate,Spring Refresh Event,41691.98,18,2316.22,667.99,4551.32
Godrej Interio,Loyal Customer,Sales Associate,Spring Splash Discounts,67416.51,23,2931.15,696.36,4770.29
Godrej Interio,Loyal Customer,Sales Associate,Summer Sizzle Promo,54322.42,19,2859.07,563.26,4978.50
Godrej Interio,Loyal Customer,Sales Associate,Super Savings Week,63706.65,22,2895.76,598.52,4763.81
Godrej Interio,Loyal Customer,Sales Associate,Ultimate Value Event,45550.54,20,2277.53,556.00,4588.57
Godrej Interio,Loyal Customer,Sales Associate,VIP Access Sale,51783.12,19,2725.43,797.30,4936.83
Godrej Interio,Loyal Customer,Sales Associate,Weekend Warrior Specials,67809.42,26,2608.05,665.41,4914.37
Godrej Interio,Loyal Customer,Sales Associate,Winter Clearance Carnival,39502.10,14,2821.58,827.40,4487.09
Godrej Interio,Loyal Customer,Sales Associate,Winter Wonders Sale,28235.14,13,2171.93,600.15,4925.28
Godrej Interio,Loyal Customer,Salesperson,12 Days of Deals,42676.30,14,3048.31,1212.86,4940.22
Godrej Interio,Loyal Customer,Salesperson,Autumn Deals Drive,45699.66,14,3264.26,964.88,4959.88
Godrej Interio,Loyal Customer,Salesperson,BOGO Blitz,48026.67,16,3001.67,638.03,4513.69
Godrej Interio,Loyal Customer,Salesperson,Back to School Boost,42710.56,17,2512.39,660.02,4744.27
Godrej Interio,Loyal Customer,Salesperson,Birthday Bash Sale,75371.75,25,3014.87,582.77,4645.61
Godrej Interio,Loyal Customer,Salesperson,Black Friday Blowout,73804.82,23,3208.91,1077.54,4941.80
Godrej Interio,Loyal Customer,Salesperson,Cart Crasher Campaign,36879.41,16,2304.96,719.91,4485.23
Godrej Interio,Loyal Customer,Salesperson,Cashback Carnival,45072.22,19,2372.22,895.50,4882.62
Godrej Interio,Loyal Customer,Salesperson,Clearance Countdown,61590.73,22,2799.58,688.82,4823.25
Godrej Interio,Loyal Customer,Salesperson,Countdown to Savings,42102.18,15,2806.81,696.58,4968.95
Godrej Interio,Loyal Customer,Salesperson,Customer Appreciation Week,44607.28,17,2623.96,572.20,4994.15
Godrej Interio,Loyal Customer,Salesperson,Cyber Monday Mania,33865.24,12,2822.10,579.11,4422.15
Godrej Interio,Loyal Customer,Salesperson,Deal of the Month,22823.98,8,2853.00,583.52,4980.98
Godrej Interio,Loyal Customer,Salesperson,Double Points Bonanza,30698.68,9,3410.96,723.86,4937.04
Godrej Interio,Loyal Customer,Salesperson,Early Bird Specials,61981.23,22,2817.33,560.31,4940.31
Godrej Interio,Loyal Customer,Salesperson,End of Season Sale,40743.64,14,2910.26,588.35,4964.37
Godrej Interio,Loyal Customer,Salesperson,Exclusive Insider Offers,72678.41,24,3028.27,1286.71,4981.63
Godrej Interio,Loyal Customer,Salesperson,Festive Fever Promo,63299.12,23,2752.14,519.75,4837.42
Godrej Interio,Loyal Customer,Salesperson,Final Call Frenzy,43451.63,16,2715.73,679.50,4962.27
Godrej Interio,Loyal Customer,Salesperson,Flash Frenzy Friday,26263.41,10,2626.34,667.08,4495.12
Godrej Interio,Loyal Customer,Salesperson,"Gift More, Spend Less",27408.47,12,2284.04,765.75,4569.02
Godrej Interio,Loyal Customer,Salesperson,Golden Hour Bargains,23733.81,11,2157.62,568.58,4135.62
Godrej Interio,Loyal Customer,Salesperson,Green Weekend Deals,74279.92,24,3095.00,693.11,4934.96
Godrej Interio,Loyal Customer,Salesperson,Happy Hour Discounts,56126.09,22,2551.19,523.83,4971.80
Godrej Interio,Loyal Customer,Salesperson,Holiday Shopping Rush,56582.15,22,2571.92,577.00,4786.09
Godrej Interio,Loyal Customer,Salesperson,Hot Picks Promo,36627.66,13,2817.51,759.80,4887.48
Godrej Interio,Loyal Customer,Salesperson,Instant Gratification Sale,47562.36,17,2797.79,594.19,4955.28
Godrej Interio,Loyal Customer,Salesperson,Limited Time Treasures,66616.86,22,3028.04,534.44,4899.62
Godrej Interio,Loyal Customer,Salesperson,Loyalty Rewards Blast,53301.00,17,3135.35,750.10,4827.28
Godrej Interio,Loyal Customer,Salesperson,Mega Weekend Bonanza,46778.33,15,3118.56,778.28,4941.22
Godrej Interio,Loyal Customer,Salesperson,Mid-Year Madness,49870.55,18,2770.59,698.21,4626.82
Godrej Interio,Loyal Customer,Salesperson,Midnight Madness,48238.85,18,2679.94,882.77,4994.08
Godrej Interio,Loyal Customer,Salesperson,Mystery Discount Days,54007.67,18,3000.43,1000.68,4557.38
Godrej Interio,Loyal Customer,Salesperson,New Arrival Showcase,39987.75,16,2499.23,557.50,4493.75
Godrej Interio,Loyal Customer,Salesperson,New Product Launch Promo,48850.25,16,3053.14,575.16,4959.26
Godrej Interio,Loyal Customer,Salesperson,New Year Kickoff,58380.89,22,2653.68,789.57,4492.41
Godrej Interio,Loyal Customer,Salesperson,Price Drop Parade,52564.20,16,3285.26,885.95,4924.69
Godrej Interio,Loyal Customer,Salesperson,Red Tag Clearance,51610.67,15,3440.71,997.85,4911.96
Godrej Interio,Loyal Customer,Salesperson,Seasonal Surprise Box,61872.15,19,3256.43,583.70,4966.07
Godrej Interio,Loyal Customer,Salesperson,Shop & Save Spectacular,48251.46,16,3015.72,574.86,4753.35
Godrej Interio,Loyal Customer,Salesperson,Smart Shopper Week,37340.92,15,2489.39,687.12,4853.93
Godrej Interio,Loyal Customer,Salesperson,Spring Refresh Event,38164.07,14,2726.00,527.10,4625.23
Godrej Interio,Loyal Customer,Salesperson,Spring Splash Discounts,32595.34,14,2328.24,525.79,4211.34
Godrej Interio,Loyal Customer,Salesperson,Summer Sizzle Promo,47563.32,17,2797.84,875.76,4651.83
Godrej Interio,Loyal Customer,Salesperson,Super Savings Week,74518.41,25,2980.74,633.71,4983.42
Godrej Interio,Loyal Customer,Salesperson,Ultimate Value Event,66822.63,22,3037.39,697.36,4828.30
Godrej Interio,Loyal Customer,Salesperson,VIP Access Sale,38161.64,15,2544.11,785.42,4865.89
Godrej Interio,Loyal Customer,Salesperson,Weekend Warrior Specials,37773.67,13,2905.67,570.00,4925.87
Godrej Interio,Loyal Customer,Salesperson,Winter Clearance Carnival,48457.84,17,2850.46,1095.92,4763.30
Godrej Interio,Loyal Customer,Salesperson,Winter Wonders Sale,41409.24,15,2760.62,602.03,4974.20
Godrej Interio,Loyal Customer,Senior Salesperson,12 Days of Deals,32659.62,15,2177.31,584.35,4648.82
Godrej Interio,Loyal Customer,Senior Salesperson,Autumn Deals Drive,27880.26,12,2323.36,616.96,4901.75
Godrej Interio,Loyal Customer,Senior Salesperson,BOGO Blitz,53570.45,15,3571.36,1035.61,4923.67
Godrej Interio,Loyal Customer,Senior Salesperson,Back to School Boost,40024.97,16,2501.56,543.02,4910.80
Godrej Interio,Loyal Customer,Senior Salesperson,Birthday Bash Sale,53227.89,17,3131.05,835.04,4641.75
Godrej Interio,Loyal Customer,Senior Salesperson,Black Friday Blowout,53290.22,21,2537.63,514.66,4782.54
Godrej Interio,Loyal Customer,Senior Salesperson,Cart Crasher Campaign,32517.00,13,2501.31,546.30,4651.72
Godrej Interio,Loyal Customer,Senior Salesperson,Cashback Carnival,31067.24,12,2588.94,696.24,4529.16
Godrej Interio,Loyal Customer,Senior Salesperson,Clearance Countdown,56975.67,18,3165.32,805.54,4796.73
Godrej Interio,Loyal Customer,Senior Salesperson,Countdown to Savings,30811.31,13,2370.10,556.46,4921.53
Godrej Interio,Loyal Customer,Senior Salesperson,Customer Appreciation Week,57447.33,19,3023.54,719.28,4590.51
Godrej Interio,Loyal Customer,Senior Salesperson,Cyber Monday Mania,33292.38,10,3329.24,1181.73,4778.19
Godrej Interio,Loyal Customer,Senior Salesperson,Deal of the Month,53793.99,21,2561.62,518.45,4906.64
Godrej Interio,Loyal Customer,Senior Salesperson,Double Points Bonanza,50012.69,20,2500.63,551.23,4809.57
Godrej Interio,Loyal Customer,Senior Salesperson,Early Bird Specials,20827.92,10,2082.79,717.67,4160.48
Godrej Interio,Loyal Customer,Senior Salesperson,End of Season Sale,54872.46,19,2888.02,865.92,4873.31
Godrej Interio,Loyal Customer,Senior Salesperson,Exclusive Insider Offers,40956.22,15,2730.41,947.09,4440.06
Godrej Interio,Loyal Customer,Senior Salesperson,Festive Fever Promo,57469.02,19,3024.69,683.61,4715.70
Godrej Interio,Loyal Customer,Senior Salesperson,Final Call Frenzy,27644.88,8,3455.61,2271.92,4812.67
Godrej Interio,Loyal Customer,Senior Salesperson,Flash Frenzy Friday,54244.85,16,3390.30,1125.43,4678.16
Godrej Interio,Loyal Customer,Senior Salesperson,"Gift More, Spend Less",25588.13,9,2843.13,1061.46,4967.96
Godrej Interio,Loyal Customer,Senior Salesperson,Golden Hour Bargains,58734.12,18,3263.01,912.96,4761.65
Godrej Interio,Loyal Customer,Senior Salesperson,Green Weekend Deals,32999.06,13,2538.39,550.30,4223.60
Godrej Interio,Loyal Customer,Senior Salesperson,Happy Hour Discounts,48592.36,16,3037.02,569.23,4799.42
Godrej Interio,Loyal Customer,Senior Salesperson,Holiday Shopping Rush,45079.79,18,2504.43,524.03,4648.03
Godrej Interio,Loyal Customer,Senior Salesperson,Hot Picks Promo,35181.74,14,2512.98,906.91,4452.35
Godrej Interio,Loyal Customer,Senior Salesperson,Instant Gratification Sale,29043.88,12,2420.32,689.40,4607.38
Godrej Interio,Loyal Customer,Senior Salesperson,Limited Time Treasures,51906.18,19,2731.90,579.48,4743.28
