category,salesperson_role,campaign_name,sum_amount,count,avg_amount,min_amount,max_amount
Electronics,Salesperson,"Gift More, Spend Less",2392274.07,872,2743.43,502.74,4993.14
Electronics,Salesperson,Golden Hour Bargains,2332026.59,822,2837.02,504.46,4997.22
Electronics,Salesperson,Green Weekend Deals,2338925.41,840,2784.44,502.12,4993.95
Electronics,Salesperson,Happy Hour Discounts,2521831.59,896,2814.54,504.99,4998.47
Electronics,Salesperson,Holiday Shopping Rush,2349685.34,848,2770.86,501.27,4999.67
Electronics,Salesperson,Hot Picks Promo,2250897.02,800,2813.62,505.53,4995.24
Electronics,Salesperson,Instant Gratification Sale,2478985.98,889,2788.51,501.85,4998.62
Electronics,Salesperson,Limited Time Treasures,2522547.36,916,2753.87,501.60,4999.20
Electronics,Salesperson,Loyalty Rewards Blast,2494789.31,902,2765.84,507.60,4984.67
Electronics,Salesperson,Mega Weekend Bonanza,2373159.87,870,2727.77,504.97,4998.53
Electronics,Salesperson,Mid-Year Madness,2492005.75,892,2793.73,500.34,4993.79
Electronics,Salesperson,Midnight Madness,2286762.67,836,2735.36,500.93,4999.83
Electronics,Salesperson,Mystery Discount Days,2274176.75,816,2786.98,500.80,4996.73
Electronics,Salesperson,New Arrival Showcase,2264013.96,809,2798.53,502.12,4986.80
Electronics,Salesperson,New Product Launch Promo,2587625.36,928,2788.39,515.51,4994.66
Electronics,Salesperson,New Year Kickoff,2565225.99,908,2825.14,501.31,4984.12
Electronics,Salesperson,Price Drop Parade,2515430.20,903,2785.64,508.61,4999.10
Electronics,Salesperson,Red Tag Clearance,2436787.57,883,2759.67,516.61,4993.37
Electronics,Salesperson,Seasonal Surprise Box,2342932.93,860,2724.34,505.64,4995.48
Electronics,Salesperson,Shop & Save Spectacular,2463790.13,922,2672.22,500.09,4982.70
Electronics,Salesperson,Smart Shopper Week,2362453.39,855,2763.10,505.80,4999.52
Electronics,Salesperson,Spring Refresh Event,2414751.41,867,2785.18,509.24,4998.88
Electronics,Salesperson,Spring Splash Discounts,2475311.83,869,2848.46,524.04,4989.38
Electronics,Salesperson,Summer Sizzle Promo,2460405.56,891,2761.40,510.80,4995.77
Electronics,Salesperson,Super Savings Week,2385247.79,876,2722.89,506.53,4998.99
Electronics,Salesperson,Ultimate Value Event,2325768.94,836,2782.02,503.14,4968.02
Electronics,Salesperson,VIP Access Sale,2345055.09,863,2717.33,503.41,4998.82
Electronics,Salesperson,Weekend Warrior Specials,2371851.20,849,2793.70,503.52,4999.71
Electronics,Salesperson,Winter Clearance Carnival,2326724.22,850,2737.32,506.45,4995.16
Electronics,Salesperson,Winter Wonders Sale,2438310.53,896,2721.33,502.26,4996.89
Electronics,Senior Salesperson,12 Days of Deals,1925749.56,722,2667.24,510.31,4992.13
Electronics,Senior Salesperson,Autumn Deals Drive,2013418.65,729,2761.89,510.09,4999.09
Electronics,Senior Salesperson,BOGO Blitz,1957622.01,718,2726.49,504.25,4977.23
Electronics,Senior Salesperson,Back to School Boost,2032031.52,751,2705.77,500.14,4997.92
Electronics,Senior Salesperson,Birthday Bash Sale,2145285.79,779,2753.90,501.00,4995.40
Electronics,Senior Salesperson,Black Friday Blowout,2143895.08,782,2741.55,505.50,4998.72
Electronics,Senior Salesperson,Cart Crasher Campaign,2230022.81,798,2794.51,502.78,4981.68
Electronics,Senior Salesperson,Cashback Carnival,2085542.24,746,2795.63,500.51,4993.59
Electronics,Senior Salesperson,Clearance Countdown,2112552.32,768,2750.72,504.33,4998.50
Electronics,Senior Salesperson,Countdown to Savings,1989008.76,732,2717.23,504.78,4994.14
Electronics,Senior Salesperson,Customer Appreciation Week,2042845.19,740,2760.60,505.23,4996.83
Electronics,Senior Salesperson,Cyber Monday Mania,2040739.51,745,2739.25,504.44,4999.28
Electronics,Senior Salesperson,Deal of the Month,2144341.05,763,2810.41,507.33,4997.39
Electronics,Senior Salesperson,Double Points Bonanza,2042108.41,720,2836.26,500.59,4999.96
Electronics,Senior Salesperson,Early Bird Specials,2069668.13,755,2741.28,503.12,4999.11
Electronics,Senior Salesperson,End of Season Sale,2011279.82,732,2747.65,502.83,4995.06
Electronics,Senior Salesperson,Exclusive Insider Offers,2050847.79,741,2767.68,512.91,4999.96
Electronics,Senior Salesperson,Festive Fever Promo,2000404.32,715,2797.77,500.15,4996.28
Electronics,Senior Salesperson,Final Call Frenzy,2175161.00,796,2732.61,515.87,4992.68
Electronics,Senior Salesperson,Flash Frenzy Friday,2159221.58,770,2804.18,502.31,4997.57
Electronics,Senior Salesperson,"Gift More, Spend Less",1966919.14,733,2683.38,503.92,4998.35
Electronics,Senior Salesperson,Golden Hour Bargains,1961052.45,727,2697.46,510.59,4993.39
Electronics,Senior Salesperson,Green Weekend Deals,2054362.54,750,2739.15,508.81,4994.22
Electronics,Senior Salesperson,Happy Hour Discounts,2069186.81,747,2770.00,504.21,4997.26
Electronics,Senior Salesperson,Holiday Shopping Rush,2173872.36,788,2758.72,500.26,4995.77
Electronics,Senior Salesperson,Hot Picks Promo,2009209.13,738,2722.51,517.20,4996.56
Electronics,Senior Salesperson,Instant Gratification Sale,1866204.64,701,2662.20,502.13,4977.85
Electronics,Senior Salesperson,Limited Time Treasures,2086617.79,739,2823.57,515.94,4993.69
Electronics,Senior Salesperson,Loyalty Rewards Blast,2093547.54,753,2780.28,507.52,4991.91
Electronics,Senior Salesperson,Mega Weekend Bonanza,2031053.76,727,2793.75,503.47,4999.69
Electronics,Senior Salesperson,Mid-Year Madness,2046433.23,745,2746.89,503.80,4998.40
Electronics,Senior Salesperson,Midnight Madness,1977693.30,711,2781.57,510.89,4994.98
Electronics,Senior Salesperson,Mystery Discount Days,2171526.82,783,2773.34,503.05,4986.91
Electronics,Senior Salesperson,New Arrival Showcase,2193600.67,780,2812.31,503.69,4995.02
Electronics,Senior Salesperson,New Product Launch Promo,2035427.29,757,2688.81,501.09,4994.34
Electronics,Senior Salesperson,New Year Kickoff,2132481.30,745,2862.39,501.48,4998.59
Electronics,Senior Salesperson,Price Drop Parade,2057328.02,738,2787.71,503.08,4997.91
Electronics,Senior Salesperson,Red Tag Clearance,2093116.28,750,2790.82,503.76,4990.05
Electronics,Senior Salesperson,Seasonal Surprise Box,2151403.39,773,2783.19,501.42,4997.26
Electronics,Senior Salesperson,Shop & Save Spectacular,2111815.21,751,2812.00,504.82,4996.66
Electronics,Senior Salesperson,Smart Shopper Week,1996070.24,748,2668.54,504.91,4968.44
Electronics,Senior Salesperson,Spring Refresh Event,2173315.71,776,2800.66,500.80,4999.45
Electronics,Senior Salesperson,Spring Splash Discounts,2036632.75,735,2770.93,502.11,4999.02
Electronics,Senior Salesperson,Summer Sizzle Promo,2036473.19,734,2774.49,510.94,4995.40
Electronics,Senior Salesperson,Super Savings Week,2034601.57,733,2775.72,501.34,4998.89
Electronics,Senior Salesperson,Ultimate Value Event,2078640.91,754,2756.82,511.37,4997.03
Electronics,Senior Salesperson,VIP Access Sale,2052303.50,760,2700.40,520.15,4994.23
Electronics,Senior Salesperson,Weekend Warrior Specials,2146726.95,797,2693.51,501.99,4986.26
Electronics,Senior Salesperson,Winter Clearance Carnival,2220949.15,794,2797.17,501.06,4995.10
Electronics,Senior Salesperson,Winter Wonders Sale,2098941.59,774,2711.81,517.28,4993.05
Furniture,Manager,12 Days of Deals,2306305.23,851,2710.11,502.44,4994.90
Furniture,Manager,Autumn Deals Drive,2336234.90,866,2697.73,513.29,4996.10
Furniture,Manager,BOGO Blitz,2364767.08,860,2749.73,505.47,4993.17
Furniture,Manager,Back to School Boost,2373400.36,893,2657.78,501.66,4988.37
Furniture,Manager,Birthday Bash Sale,2116289.70,765,2766.39,504.51,4999.90
Furniture,Manager,Black Friday Blowout,2368456.97,852,2779.88,503.75,4998.42
Furniture,Manager,Cart Crasher Campaign,2254120.32,823,2738.91,503.66,4995.62
Furniture,Manager,Cashback Carnival,2356708.82,861,2737.18,511.78,4999.14
Furniture,Manager,Clearance Countdown,2399943.14,874,2745.93,500.68,4996.82
Furniture,Manager,Countdown to Savings,2445092.07,868,2816.93,502.09,4997.53
Furniture,Manager,Customer Appreciation Week,2220541.67,836,2656.15,504.04,4993.47
Furniture,Manager,Cyber Monday Mania,2378177.50,855,2781.49,510.59,4990.60
Furniture,Manager,Deal of the Month,2364254.17,858,2755.54,515.03,4999.11
Furniture,Manager,Double Points Bonanza,2349851.97,848,2771.05,500.57,4999.60
Furniture,Manager,Early Bird Specials,2266149.94,848,2672.35,500.89,4996.61
Furniture,Manager,End of Season Sale,2261626.95,828,2731.43,501.93,4997.14
Furniture,Manager,Exclusive Insider Offers,2280242.84,810,2815.11,528.63,4978.51
Furniture,Manager,Festive Fever Promo,2235670.36,830,2693.58,500.07,4992.74
Furniture,Manager,Final Call Frenzy,2322238.27,833,2787.80,502.39,4994.28
Furniture,Manager,Flash Frenzy Friday,2393795.28,845,2832.89,503.14,4995.61
Furniture,Manager,"Gift More, Spend Less",2229579.62,824,2705.80,523.75,4982.38
Furniture,Manager,Golden Hour Bargains,2252979.03,816,2761.00,503.86,4999.31
Furniture,Manager,Green Weekend Deals,2212917.72,804,2752.39,504.20,4996.26
Furniture,Manager,Happy Hour Discounts,2141849.33,788,2718.08,501.84,4985.13
Furniture,Manager,Holiday Shopping Rush,2129124.89,772,2757.93,504.36,4983.44
Furniture,Manager,Hot Picks Promo,2342849.96,864,2711.63,502.87,4994.45
Furniture,Manager,Instant Gratification Sale,2367043.57,852,2778.22,503.79,4995.20
Furniture,Manager,Limited Time Treasures,2306551.49,839,2749.17,508.15,4997.24
Furniture,Manager,Loyalty Rewards Blast,2314926.60,840,2755.86,501.05,4984.77
Furniture,Manager,Mega Weekend Bonanza,2355986.63,858,2745.91,503.48,4987.63
Furniture,Manager,Mid-Year Madness,2394023.40,878,2726.68,516.15,4999.10
Furniture,Manager,Midnight Madness,2341934.01,842,2781.39,510.82,4995.95
Furniture,Manager,Mystery Discount Days,2284417.59,827,2762.29,508.31,4995.76
Furniture,Manager,New Arrival Showcase,2266304.35,828,2737.08,516.79,4997.96
Furniture,Manager,New Product Launch Promo,2275710.29,839,2712.41,502.89,4996.31
Furniture,Manager,New Year Kickoff,2240395.63,820,2732.19,501.02,4990.45
Furniture,Manager,Price Drop Parade,2287826.82,813,2814.06,514.90,4997.34
Furniture,Manager,Red Tag Clearance,2238635.35,821,2726.72,502.90,4992.46
Furniture,Manager,Seasonal Surprise Box,2240014.52,837,2676.24,508.28,4998.58
Furniture,Manager,Shop & Save Spectacular,2422818.05,874,2772.10,504.91,4993.55
Furniture,Manager,Smart Shopper Week,2349452.85,839,2800.30,500.56,4992.28
Furniture,Manager,Spring Refresh Event,2355616.87,849,2774.58,505.62,4997.69
Furniture,Manager,Spring Splash Discounts,2206826.65,806,2738.00,504.61,4998.77
Furniture,Manager,Summer Sizzle Promo,2269655.44,824,2754.44,504.85,4998.67
Furniture,Manager,Super Savings Week,2359244.56,860,2743.31,500.70,4999.89
Furniture,Manager,Ultimate Value Event,2333251.20,847,2754.72,502.11,4996.74
Furniture,Manager,VIP Access Sale,2268813.53,831,2730.22,506.27,4985.67
Furniture,Manager,Weekend Warrior Specials,2223927.15,798,2786.88,501.07,4999.65
Furniture,Manager,Winter Clearance Carnival,2274783.81,848,2682.53,510.72,4994.03
Furniture,Manager,Winter Wonders Sale,2313890.48,848,2728.64,502.50,4990.65
Furniture,Sales Associate,12 Days of Deals,2374246.61,857,2770.42,513.03,4989.95
Furniture,Sales Associate,Autumn Deals Drive,2429157.50,901,2696.07,500.56,4996.09
Furniture,Sales Associate,BOGO Blitz,2361462.28,884,2671.34,504.41,4987.72
Furniture,Sales Associate,Back to School Boost,2443761.01,888,2751.98,503.95,4984.57
Furniture,Sales Associate,Birthday Bash Sale,2525261.60,916,2756.84,501.84,4999.68
Furniture,Sales Associate,Black Friday Blowout,2434286.56,863,2820.73,500.23,4999.69
Furniture,Sales Associate,Cart Crasher Campaign,2394480.13,866,2764.99,514.16,4998.49
Furniture,Sales Associate,Cashback Carnival,2515737.20,900,2795.26,502.45,4997.15
Furniture,Sales Associate,Clearance Countdown,2409545.63,873,2760.08,507.62,4984.16
Furniture,Sales Associate,Countdown to Savings,2323008.68,840,2765.49,505.04,4999.16
Furniture,Sales Associate,Customer Appreciation Week,2379195.35,887,2682.29,501.28,4997.65
Furniture,Sales Associate,Cyber Monday Mania,2300436.85,828,2778.31,512.23,4993.83
Furniture,Sales Associate,Deal of the Month,2419117.37,893,2708.98,501.02,4979.19
Furniture,Sales Associate,Double Points Bonanza,2479893.55,880,2818.06,505.59,4999.14
Furniture,Sales Associate,Early Bird Specials,2346937.60,844,2780.73,501.84,4997.80
Furniture,Sales Associate,End of Season Sale,2488398.45,902,2758.76,510.32,4998.04
Furniture,Sales Associate,Exclusive Insider Offers,2346792.90,871,2694.37,510.64,4998.36
Furniture,Sales Associate,Festive Fever Promo,2395974.94,853,2808.88,502.37,4996.22
Furniture,Sales Associate,Final Call Frenzy,2450289.22,888,2759.33,504.15,4998.78
Furniture,Sales Associate,Flash Frenzy Friday,2479224.24,910,2724.42,508.18,4990.19
Furniture,Sales Associate,"Gift More, Spend Less",2365391.75,862,2744.07,507.96,4997.79
Furniture,Sales Associate,Golden Hour Bargains,2363932.22,858,2755.17,506.16,4997.28
Furniture,Sales Associate,Green Weekend Deals,2358865.26,857,2752.47,505.86,4996.96
Furniture,Sales Associate,Happy Hour Discounts,2388255.72,882,2707.77,500.31,4998.88
Furniture,Sales Associate,Holiday Shopping Rush,2454157.49,895,2742.08,502.02,4993.06
Furniture,Sales Associate,Hot Picks Promo,2300951.93,855,2691.17,508.91,4995.82
Furniture,Sales Associate,Instant Gratification Sale,2543154.66,886,2870.38,502.68,4999.03
Furniture,Sales Associate,Limited Time Treasures,2663239.71,958,2780.00,503.76,4999.59
Furniture,Sales Associate,Loyalty Rewards Blast,2393079.67,875,2734.95,500.57,4999.26
Furniture,Sales Associate,Mega Weekend Bonanza,2443019.55,886,2757.36,502.08,4992.05
Furniture,Sales Associate,Mid-Year Madness,2199458.59,807,2725.48,503.37,4984.30
Furniture,Sales Associate,Midnight Madness,2473376.59,897,2757.39,501.59,4998.34
Furniture,Sales Associate,Mystery Discount Days,2484014.66,886,2803.63,518.40,4990.95
Furniture,Sales Associate,New Arrival Showcase,2529435.05,907,2788.79,518.18,4999.20
Furniture,Sales Associate,New Product Launch Promo,2351469.08,867,2712.19,501.02,4999.22
Furniture,Sales Associate,New Year Kickoff,2523464.77,889,2838.54,508.86,4998.26
Furniture,Sales Associate,Price Drop Parade,2504814.37,909,2755.57,509.45,4992.16
Furniture,Sales Associate,Red Tag Clearance,2394535.63,851,2813.79,504.90,4989.66
Furniture,Sales Associate,Seasonal Surprise Box,2366919.04,863,2742.66,502.27,4996.98
Furniture,Sales Associate,Shop & Save Spectacular,2448427.77,892,2744.87,522.23,4998.65
Furniture,Sales Associate,Smart Shopper Week,2299430.69,822,2797.36,502.36,4994.01
Furniture,Sales Associate,Spring Refresh Event,2480910.53,897,2765.79,519.15,4999.58
Furniture,Sales Associate,Spring Splash Discounts,2575407.15,935,2754.45,515.63,4999.44
Furniture,Sales Associate,Summer Sizzle Promo,2563886.94,942,2721.75,505.17,4985.78
Furniture,Sales Associate,Super Savings Week,2463873.81,885,2784.04,509.93,4997.19
Furniture,Sales Associate,Ultimate Value Event,2282249.30,839,2720.20,501.69,4998.80
Furniture,Sales Associate,VIP Access Sale,2294735.47,834,2751.48,506.30,4994.17
Furniture,Sales Associate,Weekend Warrior Specials,2471877.48,893,2768.06,503.19,4996.77
Furniture,Sales Associate,Winter Clearance Carnival,2381247.99,866,2749.71,501.40,4998.82
Furniture,Sales Associate,Winter Wonders Sale,2488902.73,911,2732.06,507.73,4995.12
Furniture,Salesperson,12 Days of Deals,2435093.15,866,2811.89,502.40,4993.26
Furniture,Salesperson,Autumn Deals Drive,2419603.93,872,2774.78,514.26,4999.01
Furniture,Salesperson,BOGO Blitz,2452920.78,883,2777.94,511.15,4993.32
Furniture,Salesperson,Back to School Boost,2396482.47,862,2780.14,502.98,4996.70
Furniture,Salesperson,Birthday Bash Sale,2291964.38,828,2768.07,501.52,4998.56
Furniture,Salesperson,Black Friday Blowout,2596114.44,935,2776.59,507.45,4999.47
Furniture,Salesperson,Cart Crasher Campaign,2369376.63,875,2707.86,510.87,4998.52
Furniture,Salesperson,Cashback Carnival,2377043.03,848,2803.12,500.92,4999.62
Furniture,Salesperson,Clearance Countdown,2342195.01,828,2828.74,503.67,4995.77
Furniture,Salesperson,Countdown to Savings,2390009.99,877,2725.21,516.03,4997.06
Furniture,Salesperson,Customer Appreciation Week,2363846.33,866,2729.61,504.82,4996.24
Furniture,Salesperson,Cyber Monday Mania,2347628.16,845,2778.26,506.92,4991.04
Furniture,Salesperson,Deal of the Month,2350491.60,883,2661.94,513.84,4999.17
Furniture,Salesperson,Double Points Bonanza,2356064.83,845,2788.24,508.58,4997.23
Furniture,Salesperson,Early Bird Specials,2406836.62,872,2760.13,503.43,4996.66
Furniture,Salesperson,End of Season Sale,2190476.82,789,2776.27,500.31,4998.80
Furniture,Salesperson,Exclusive Insider Offers,2326252.30,837,2779.27,501.83,4996.56
Furniture,Salesperson,Festive Fever Promo,2342870.38,872,2686.78,509.05,4998.62
Furniture,Salesperson,Final Call Frenzy,2328326.25,839,2775.12,501.06,4997.58
Furniture,Salesperson,Flash Frenzy Friday,2359001.53,858,2749.42,505.20,4998.41
Furniture,Salesperson,"Gift More, Spend Less",2323567.85,848,2740.06,500.71,4998.02
Furniture,Salesperson,Golden Hour Bargains,2174297.82,800,2717.87,506.98,4995.50
Furniture,Salesperson,Green Weekend Deals,2489063.47,912,2729.24,502.15,4999.33
Furniture,Salesperson,Happy Hour Discounts,2394624.57,875,2736.71,501.14,4998.48
Furniture,Salesperson,Holiday Shopping Rush,2361284.10,842,2804.38,508.35,4997.57
Furniture,Salesperson,Hot Picks Promo,2431705.05,881,2760.16,503.85,4995.54
Furniture,Salesperson,Instant Gratification Sale,2341994.05,852,2748.82,503.56,4997.47
Furniture,Salesperson,Limited Time Treasures,2565580.90,936,2741.01,500.34,4997.33
Furniture,Salesperson,Loyalty Rewards Blast,2360399.01,869,2716.22,500.38,4996.69
Furniture,Salesperson,Mega Weekend Bonanza,2393208.37,869,2753.98,505.20,4992.81
Furniture,Salesperson,Mid-Year Madness,2308684.94,834,2768.21,512.10,4995.61
Furniture,Salesperson,Midnight Madness,2451763.47,903,2715.13,501.83,4994.08
Furniture,Salesperson,Mystery Discount Days,2372767.64,860,2759.03,502.26,4994.22
Furniture,Salesperson,New Arrival Showcase,2385869.88,883,2702.00,503.77,4994.26
Furniture,Salesperson,New Product Launch Promo,2442762.00,869,2811.00,514.36,4998.30
Furniture,Salesperson,New Year Kickoff,2551923.27,910,2804.31,502.26,4997.66
Furniture,Salesperson,Price Drop Parade,2260229.95,799,2828.82,506.58,4992.90
Furniture,Salesperson,Red Tag Clearance,2286464.81,843,2712.30,503.77,4997.86
Furniture,Salesperson,Seasonal Surprise Box,2617820.53,958,2732.59,501.63,4996.39
Furniture,Salesperson,Shop & Save Spectacular,2469465.48,871,2835.21,516.37,4998.08
Furniture,Salesperson,Smart Shopper Week,2373963.67,860,2760.42,504.73,4999.64
Furniture,Salesperson,Spring Refresh Event,2356921.78,851,2769.59,501.41,4995.87
Furniture,Salesperson,Spring Splash Discounts,2458023.36,893,2752.55,500.35,4996.37
Furniture,Salesperson,Summer Sizzle Promo,2473263.56,903,2738.94,506.50,4995.89
Furniture,Salesperson,Super Savings Week,2356377.11,856,2752.78,506.49,4989.51
Furniture,Salesperson,Ultimate Value Event,2463324.08,866,2844.49,518.75,4996.74
Furniture,Salesperson,VIP Access Sale,2460475.46,888,2770.81,500.23,4992.06
Furniture,Salesperson,Weekend Warrior Specials,2482673.37,890,2789.52,501.38,4998.93
Furniture,Salesperson,Winter Clearance Carnival,2347762.31,825,2845.77,502.61,4998.34
Furniture,Salesperson,Winter Wonders Sale,2496609.80,880,2837.06,502.50,4997.81
Furniture,Senior Salesperson,12 Days of Deals,2048398.15,743,2756.93,517.13,4998.58
Furniture,Senior Salesperson,Autumn Deals Drive,2014142.60,739,2725.50,513.05,4998.96
Furniture,Senior Salesperson,BOGO Blitz,1994015.38,732,2724.06,503.27,4994.26
Furniture,Senior Salesperson,Back to School Boost,2100605.47,772,2720.99,505.83,4984.77
Furniture,Senior Salesperson,Birthday Bash Sale,2013433.94,725,2777.15,505.39,4992.29
Furniture,Senior Salesperson,Black Friday Blowout,2144568.40,772,2777.94,504.85,4999.88
Furniture,Senior Salesperson,Cart Crasher Campaign,2023495.46,743,2723.41,501.27,4998.24
Furniture,Senior Salesperson,Cashback Carnival,1962648.39,730,2688.56,503.76,4986.79
Furniture,Senior Salesperson,Clearance Countdown,2059591.07,753,2735.18,510.13,4992.67
Furniture,Senior Salesperson,Countdown to Savings,1970156.79,727,2709.98,510.59,4982.59
Furniture,Senior Salesperson,Customer Appreciation Week,1919757.60,729,2633.41,508.99,4996.70
Furniture,Senior Salesperson,Cyber Monday Mania,2002429.62,736,2720.69,500.56,4994.23
Furniture,Senior Salesperson,Deal of the Month,2089189.86,757,2759.83,503.22,4996.19
Furniture,Senior Salesperson,Double Points Bonanza,2200981.31,782,2814.55,505.06,4986.86
Furniture,Senior Salesperson,Early Bird Specials,1957339.64,720,2718.53,508.32,4996.11
Furniture,Senior Salesperson,End of Season Sale,2044037.00,737,2773.46,504.42,4989.62
Furniture,Senior Salesperson,Exclusive Insider Offers,2006319.69,748,2682.25,501.18,4993.53
Furniture,Senior Salesperson,Festive Fever Promo,2167271.47,801,2705.71,503.27,4992.90
Furniture,Senior Salesperson,Final Call Frenzy,2049265.95,750,2732.35,523.64,4998.23
Furniture,Senior Salesperson,Flash Frenzy Friday,2172383.88,790,2749.85,502.44,4999.30
Furniture,Senior Salesperson,"Gift More, Spend Less",2064177.63,758,2723.19,501.75,4998.32
Furniture,Senior Salesperson,Golden Hour Bargains,2195641.61,779,2818.54,502.72,4977.23
Furniture,Senior Salesperson,Green Weekend Deals,2097713.58,777,2699.76,503.96,4996.89
Furniture,Senior Salesperson,Happy Hour Discounts,2144811.25,753,2848.35,511.00,4997.56
Furniture,Senior Salesperson,Holiday Shopping Rush,2111992.78,764,2764.39,511.35,4996.87
Furniture,Senior Salesperson,Hot Picks Promo,2264999.06,789,2870.72,506.64,4997.56
Furniture,Senior Salesperson,Instant Gratification Sale,2117312.91,761,2782.28,505.46,4995.76
Furniture,Senior Salesperson,Limited Time Treasures,2033150.08,744,2732.73,502.15,4995.00
Furniture,Senior Salesperson,Loyalty Rewards Blast,1939180.74,731,2652.78,500.58,4997.60
Furniture,Senior Salesperson,Mega Weekend Bonanza,2019795.63,735,2748.02,504.49,4993.16
Furniture,Senior Salesperson,Mid-Year Madness,2107955.98,765,2755.50,501.87,4999.77
Furniture,Senior Salesperson,Midnight Madness,2172945.07,770,2822.01,523.76,4998.12
Furniture,Senior Salesperson,Mystery Discount Days,2179118.19,795,2741.03,502.33,4995.72
Furniture,Senior Salesperson,New Arrival Showcase,2055971.71,758,2712.36,511.07,4998.89
Furniture,Senior Salesperson,New Product Launch Promo,2108920.50,780,2703.74,500.59,4999.40
Furniture,Senior Salesperson,New Year Kickoff,2199149.44,819,2685.16,504.13,4994.30
Furniture,Senior Salesperson,Price Drop Parade,2170218.40,782,2775.22,500.06,4992.35
Furniture,Senior Salesperson,Red Tag Clearance,2039749.78,746,2734.25,501.29,4999.64
Furniture,Senior Salesperson,Seasonal Surprise Box,2174555.78,774,2809.50,501.95,4998.54
Furniture,Senior Salesperson,Shop & Save Spectacular,1901641.84,699,2720.52,516.22,4993.27
Furniture,Senior Salesperson,Smart Shopper Week,2166773.77,782,2770.81,503.09,4988.34
Furniture,Senior Salesperson,Spring Refresh Event,2144249.52,778,2756.10,500.36,4998.45
Furniture,Senior Salesperson,Spring Splash Discounts,2089064.96,758,2756.02,502.30,4998.36
Furniture,Senior Salesperson,Summer Sizzle Promo,2006056.71,727,2759.36,507.30,4998.66
Furniture,Senior Salesperson,Super Savings Week,2087281.97,740,2820.65,503.67,4982.89
Furniture,Senior Salesperson,Ultimate Value Event,1828358.79,666,2745.28,502.47,4985.80
Furniture,Senior Salesperson,VIP Access Sale,1996396.35,737,2708.81,506.42,4995.75
Furniture,Senior Salesperson,Weekend Warrior Specials,2063617.47,763,2704.61,501.39,4999.39
Furniture,Senior Salesperson,Winter Clearance Carnival,2197384.12,810,2712.82,511.03,4960.39
Furniture,Senior Salesperson,Winter Wonders Sale,2010803.23,734,2739.51,500.29,4995.39
Groceries,Manager,12 Days of Deals,2115645.49,766,2761.94,502.31,4998.87
Groceries,Manager,Autumn Deals Drive,2384946.62,869,2744.47,500.76,4999.13
Groceries,Manager,BOGO Blitz,2154067.81,787,2737.06,507.25,4996.36
Groceries,Manager,Back to School Boost,2275964.96,848,2683.92,500.60,4976.52
Groceries,Manager,Birthday Bash Sale,2100937.44,794,2646.02,504.67,4991.73
Groceries,Manager,Black Friday Blowout,2004322.15,754,2658.25,500.83,4997.76
Groceries,Manager,Cart Crasher Campaign,2232986.84,805,2773.90,506.39,4989.38
Groceries,Manager,Cashback Carnival,2224450.47,797,2791.03,504.64,4994.46
Groceries,Manager,Clearance Countdown,2303957.58,832,2769.18,508.52,4998.45
Groceries,Manager,Countdown to Savings,2304370.39,831,2773.01,518.46,4996.12
Groceries,Manager,Customer Appreciation Week,2416706.15,878,2752.51,504.57,4997.51
Groceries,Manager,Cyber Monday Mania,2324123.68,844,2753.70,506.32,4999.83
Groceries,Manager,Deal of the Month,2177855.00,803,2712.15,508.61,4993.79
Groceries,Manager,Double Points Bonanza,2295851.02,829,2769.42,500.95,4995.23
Groceries,Manager,Early Bird Specials,2283814.32,824,2771.62,501.54,4999.70
Groceries,Manager,End of Season Sale,2299117.32,839,2740.31,500.37,4995.76
Groceries,Manager,Exclusive Insider Offers,2204486.29,809,2724.95,506.83,4998.78
Groceries,Manager,Festive Fever Promo,2299373.89,832,2763.67,501.65,4986.36
Groceries,Manager,Final Call Frenzy,2416548.17,887,2724.41,504.53,4981.71
Groceries,Manager,Flash Frenzy Friday,2166751.38,802,2701.69,500.97,4996.14
Groceries,Manager,"Gift More, Spend Less",2253608.93,834,2702.17,513.65,4998.23
Groceries,Manager,Golden Hour Bargains,2255193.42,811,2780.76,506.12,4999.21
Groceries,Manager,Green Weekend Deals,2404845.75,852,2822.59,503.00,4994.05
Groceries,Manager,Happy Hour Discounts,2269075.77,817,2777.33,515.77,4998.94
Groceries,Manager,Holiday Shopping Rush,2414032.25,870,2774.75,506.03,4997.86
Groceries,Manager,Hot Picks Promo,2346915.89,868,2703.82,502.08,4993.32
Groceries,Manager,Instant Gratification Sale,2366381.10,857,2761.24,503.33,4998.35
Groceries,Manager,Limited Time Treasures,2194258.87,786,2791.68,522.99,4987.05
Groceries,Manager,Loyalty Rewards Blast,2293575.26,829,2766.68,501.89,4995.57
Groceries,Manager,Mega Weekend Bonanza,2255839.43,823,2741.00,510.97,4994.06
Groceries,Manager,Mid-Year Madness,2277665.82,833,2734.29,502.46,4990.79
Groceries,Manager,Midnight Madness,2197590.05,801,2743.56,508.69,4998.75
Groceries,Manager,Mystery Discount Days,2272399.00,828,2744.44,500.94,4987.59
Groceries,Manager,New Arrival Showcase,2232070.50,793,2814.72,503.73,4997.81
Groceries,Manager,New Product Launch Promo,2305931.18,849,2716.06,504.86,4998.84
Groceries,Manager,New Year Kickoff,2206016.49,816,2703.45,500.12,4996.56
Groceries,Manager,Price Drop Parade,2275238.40,833,2731.38,501.52,4999.58
Groceries,Manager,Red Tag Clearance,2273302.53,823,2762.21,501.12,4992.34
