category,brand,customer_segment,salesperson_role,sum_amount,count,avg_amount,min_amount,max_amount
Electronics,Panasonic,Loyal Customer,Senior Salesperson,1967397.40,711,2767.08,502.33,4994.59
Electronics,Panasonic,Occasional Shopper,Manager,2384006.18,874,2727.70,510.02,4991.97
Electronics,Panasonic,Occasional Shopper,Sales Associate,2553215.14,909,2808.82,511.07,4998.19
Electronics,Panasonic,Occasional Shopper,Salesperson,2495308.04,878,2842.04,507.71,4995.38
Electronics,Panasonic,Occasional Shopper,Senior Salesperson,2061278.82,744,2770.54,500.15,4989.89
Electronics,Panasonic,Online Shopper,Manager,2386394.71,864,2762.03,503.43,4989.22
Electronics,Panasonic,Online Shopper,Sales Associate,2499142.99,877,2849.65,510.30,4999.83
Electronics,Panasonic,Online Shopper,Salesperson,2463857.63,882,2793.49,500.09,4988.33
Electronics,Panasonic,Online Shopper,Senior Salesperson,2029480.41,738,2749.97,517.28,4998.72
Electronics,Panasonic,Premium Shopper,Manager,2107578.09,775,2719.46,506.88,4999.87
Electronics,Panasonic,Premium Shopper,Sales Associate,2438896.41,906,2691.94,501.34,4994.76
Electronics,Panasonic,Premium Shopper,Salesperson,2383779.20,859,2775.06,500.34,4986.38
Electronics,Panasonic,Premium Shopper,Senior Salesperson,2166557.41,758,2858.26,500.51,4995.80
Electronics,Samsung,Budget Shopper,Manager,2402358.41,834,2880.53,505.10,4994.52
Electronics,Samsung,Budget Shopper,Sales Associate,2269359.88,838,2708.07,502.24,4997.47
Electronics,Samsung,Budget Shopper,Salesperson,2293287.51,827,2773.02,503.78,4988.47
Electronics,Samsung,Budget Shopper,Senior Salesperson,2076767.52,748,2776.43,501.48,4999.28
Electronics,Samsung,Churn Risk,Manager,2254102.64,829,2719.06,506.44,4988.43
Electronics,Samsung,Churn Risk,Sales Associate,2497471.95,893,2796.72,501.03,4991.94
Electronics,Samsung,Churn Risk,Salesperson,2295846.55,844,2720.20,508.34,4994.08
Electronics,Samsung,Churn Risk,Senior Salesperson,2148887.25,793,2709.82,501.42,4999.69
Electronics,Samsung,Deal Seeker,Manager,2214294.19,799,2771.33,509.29,4998.39
Electronics,Samsung,Deal Seeker,Sales Associate,2416888.14,878,2752.72,501.85,4998.01
Electronics,Samsung,Deal Seeker,Salesperson,2423421.70,910,2663.10,504.18,4986.14
Electronics,Samsung,Deal Seeker,Senior Salesperson,2122348.78,759,2796.24,503.08,4995.59
Electronics,Samsung,First-time Buyer,Manager,2279496.53,829,2749.69,500.13,4989.92
Electronics,Samsung,First-time Buyer,Sales Associate,2366490.02,870,2720.10,502.39,4994.98
Electronics,Samsung,First-time Buyer,Salesperson,2520548.78,908,2775.93,501.91,4999.71
Electronics,Samsung,First-time Buyer,Senior Salesperson,2175949.40,788,2761.36,514.01,4997.02
Electronics,Samsung,High Value,Manager,2314198.45,838,2761.57,506.31,4992.12
Electronics,Samsung,High Value,Sales Associate,2378018.32,870,2733.35,513.42,4987.31
Electronics,Samsung,High Value,Salesperson,2307137.52,823,2803.33,510.86,4993.37
Electronics,Samsung,High Value,Senior Salesperson,2105983.33,754,2793.08,501.98,4991.12
Electronics,Samsung,In-Store Regular,Manager,2298380.31,856,2685.02,504.32,4993.04
Electronics,Samsung,In-Store Regular,Sales Associate,2374219.43,878,2704.12,507.40,4994.00
Electronics,Samsung,In-Store Regular,Salesperson,2454703.09,887,2767.42,501.27,4995.33
Electronics,Samsung,In-Store Regular,Senior Salesperson,2170193.38,790,2747.08,503.76,4999.11
Electronics,Samsung,Loyal Customer,Manager,2360782.35,844,2797.14,510.19,4998.97
Electronics,Samsung,Loyal Customer,Sales Associate,2460392.29,891,2761.38,501.94,4986.64
Electronics,Samsung,Loyal Customer,Salesperson,2378015.19,856,2778.06,504.82,4999.50
Electronics,Samsung,Loyal Customer,Senior Salesperson,2046908.07,739,2769.84,507.78,4997.09
Electronics,Samsung,Occasional Shopper,Manager,2436803.91,902,2701.56,503.77,4991.85
Electronics,Samsung,Occasional Shopper,Sales Associate,2385868.64,870,2742.38,501.55,4999.63
Electronics,Samsung,Occasional Shopper,Salesperson,2341139.46,856,2734.98,515.99,4995.48
Electronics,Samsung,Occasional Shopper,Senior Salesperson,2204876.64,766,2878.43,504.21,4997.57
Electronics,Samsung,Online Shopper,Manager,2419390.42,867,2790.53,505.72,4998.33
Electronics,Samsung,Online Shopper,Sales Associate,2461594.10,895,2750.38,505.51,4996.43
Electronics,Samsung,Online Shopper,Salesperson,2373356.65,846,2805.39,500.93,4998.12
Electronics,Samsung,Online Shopper,Senior Salesperson,2133801.07,757,2818.76,505.85,4997.91
Electronics,Samsung,Premium Shopper,Manager,2318939.23,838,2767.23,502.17,4995.69
Electronics,Samsung,Premium Shopper,Sales Associate,2446479.12,896,2730.45,504.06,4994.69
Electronics,Samsung,Premium Shopper,Salesperson,2440061.65,876,2785.46,508.18,4996.78
Electronics,Samsung,Premium Shopper,Senior Salesperson,2127940.01,780,2728.13,510.74,4997.81
Electronics,Sony,Budget Shopper,Manager,2291508.26,831,2757.53,500.55,4978.84
Electronics,Sony,Budget Shopper,Sales Associate,2377701.21,854,2784.19,502.69,4996.70
Electronics,Sony,Budget Shopper,Salesperson,2376890.05,856,2776.74,502.59,4997.06
Electronics,Sony,Budget Shopper,Senior Salesperson,2076457.47,742,2798.46,519.96,4990.42
Electronics,Sony,Churn Risk,Manager,2086624.55,775,2692.42,500.37,4997.94
Electronics,Sony,Churn Risk,Sales Associate,2504496.54,920,2722.28,500.48,4982.65
Electronics,Sony,Churn Risk,Salesperson,2386048.89,877,2720.69,510.79,4993.31
Electronics,Sony,Churn Risk,Senior Salesperson,1958578.14,704,2782.07,501.99,4997.03
Electronics,Sony,Deal Seeker,Manager,2194474.64,801,2739.67,501.76,4996.94
Electronics,Sony,Deal Seeker,Sales Associate,2481713.73,897,2766.68,507.68,4999.95
Electronics,Sony,Deal Seeker,Salesperson,2318632.94,875,2649.87,501.33,4994.34
Electronics,Sony,Deal Seeker,Senior Salesperson,2023605.23,760,2662.64,500.80,4998.40
Electronics,Sony,First-time Buyer,Manager,2339207.55,835,2801.45,508.08,4999.11
Electronics,Sony,First-time Buyer,Sales Associate,2409426.23,871,2766.28,500.19,4995.49
Electronics,Sony,First-time Buyer,Salesperson,2188509.18,801,2732.22,504.33,4987.13
Electronics,Sony,First-time Buyer,Senior Salesperson,2050535.82,730,2808.95,508.27,4977.23
Electronics,Sony,High Value,Manager,2277252.67,832,2737.08,506.12,4996.51
Electronics,Sony,High Value,Sales Associate,2359705.39,866,2724.83,509.07,4999.96
Electronics,Sony,High Value,Salesperson,2328253.49,853,2729.49,502.93,4998.62
Electronics,Sony,High Value,Senior Salesperson,2107582.59,804,2621.37,501.00,4987.90
Electronics,Sony,In-Store Regular,Manager,2202701.10,803,2743.09,500.05,4998.89
Electronics,Sony,In-Store Regular,Sales Associate,2401762.49,874,2748.01,504.09,4998.63
Electronics,Sony,In-Store Regular,Salesperson,2296715.72,829,2770.47,502.96,4998.29
Electronics,Sony,In-Store Regular,Senior Salesperson,2108417.34,768,2745.34,500.69,4978.20
Electronics,Sony,Loyal Customer,Manager,2532329.16,936,2705.48,500.08,4999.15
Electronics,Sony,Loyal Customer,Sales Associate,2519232.01,898,2805.38,506.16,4998.12
Electronics,Sony,Loyal Customer,Salesperson,2222119.06,801,2774.18,519.21,4992.86
Electronics,Sony,Loyal Customer,Senior Salesperson,2028125.76,747,2715.03,513.30,4997.33
Electronics,Sony,Occasional Shopper,Manager,2284928.18,836,2733.17,523.42,4997.58
Electronics,Sony,Occasional Shopper,Sales Associate,2539069.44,916,2771.91,507.61,4998.09
Electronics,Sony,Occasional Shopper,Salesperson,2424297.20,882,2748.64,516.61,4994.33
Electronics,Sony,Occasional Shopper,Senior Salesperson,1988380.07,713,2788.75,506.15,4995.99
Electronics,Sony,Online Shopper,Manager,2346140.17,871,2693.62,503.58,4992.32
Electronics,Sony,Online Shopper,Sales Associate,2278153.10,818,2785.03,501.02,4999.95
Electronics,Sony,Online Shopper,Salesperson,2397765.31,898,2670.12,505.16,4992.54
Electronics,Sony,Online Shopper,Senior Salesperson,2109797.23,759,2779.71,502.74,4993.05
Electronics,Sony,Premium Shopper,Manager,2306821.63,818,2820.08,500.73,4998.76
Electronics,Sony,Premium Shopper,Sales Associate,2369430.71,866,2736.06,503.82,4999.13
Electronics,Sony,Premium Shopper,Salesperson,2415087.43,871,2772.78,505.80,4993.03
Electronics,Sony,Premium Shopper,Senior Salesperson,2007465.99,761,2637.93,501.14,4997.92
Furniture,Godrej Interio,Budget Shopper,Manager,2340031.87,844,2772.55,501.67,4997.69
Furniture,Godrej Interio,Budget Shopper,Sales Associate,2352503.78,859,2738.65,513.03,4994.26
Furniture,Godrej Interio,Budget Shopper,Salesperson,2429146.17,896,2711.10,503.77,4984.81
Furniture,Godrej Interio,Budget Shopper,Senior Salesperson,1989175.55,738,2695.36,502.47,4999.77
Furniture,Godrej Interio,Churn Risk,Manager,2260328.82,851,2656.09,503.48,4997.34
Furniture,Godrej Interio,Churn Risk,Sales Associate,2389073.81,882,2708.70,513.01,4999.20
Furniture,Godrej Interio,Churn Risk,Salesperson,2234493.15,822,2718.36,504.82,4986.49
Furniture,Godrej Interio,Churn Risk,Senior Salesperson,2132691.66,775,2751.86,516.68,4994.87
Furniture,Godrej Interio,Deal Seeker,Manager,2320899.08,853,2720.87,501.02,4993.17
Furniture,Godrej Interio,Deal Seeker,Sales Associate,2313354.45,857,2699.36,503.19,4995.00
Furniture,Godrej Interio,Deal Seeker,Salesperson,2439224.62,888,2746.87,502.61,4998.30
Furniture,Godrej Interio,Deal Seeker,Senior Salesperson,2098881.10,774,2711.73,505.77,4999.40
Furniture,Godrej Interio,First-time Buyer,Manager,2272502.26,827,2747.89,513.73,4999.65
Furniture,Godrej Interio,First-time Buyer,Sales Associate,2479594.65,888,2792.34,504.88,4997.71
Furniture,Godrej Interio,First-time Buyer,Salesperson,2312619.36,863,2679.74,500.38,4999.17
Furniture,Godrej Interio,First-time Buyer,Senior Salesperson,2060988.78,759,2715.40,503.30,4992.57
Furniture,Godrej Interio,High Value,Manager,2320363.50,851,2726.63,504.51,4985.74
Furniture,Godrej Interio,High Value,Sales Associate,2255144.91,833,2707.26,509.62,4998.80
Furniture,Godrej Interio,High Value,Salesperson,2410724.75,876,2751.97,505.18,4996.56
Furniture,Godrej Interio,High Value,Senior Salesperson,2175415.36,777,2799.76,511.05,4996.39
Furniture,Godrej Interio,In-Store Regular,Manager,2317463.95,844,2745.81,500.68,4970.77
Furniture,Godrej Interio,In-Store Regular,Sales Associate,2342137.89,863,2713.95,500.57,4994.01
Furniture,Godrej Interio,In-Store Regular,Salesperson,2324779.21,845,2751.22,501.91,4989.70
Furniture,Godrej Interio,In-Store Regular,Senior Salesperson,2083731.30,772,2699.13,504.49,4995.77
Furniture,Godrej Interio,Loyal Customer,Manager,2225959.35,816,2727.89,502.50,4996.61
Furniture,Godrej Interio,Loyal Customer,Sales Associate,2433931.97,899,2707.38,504.76,4997.34
Furniture,Godrej Interio,Loyal Customer,Salesperson,2419805.09,852,2840.15,519.75,4994.15
Furniture,Godrej Interio,Loyal Customer,Senior Salesperson,2154930.13,771,2794.98,503.81,4984.38
Furniture,Godrej Interio,Occasional Shopper,Manager,2158833.63,799,2701.92,507.16,4997.96
Furniture,Godrej Interio,Occasional Shopper,Sales Associate,2345911.24,859,2730.98,503.68,4999.44
Furniture,Godrej Interio,Occasional Shopper,Salesperson,2320883.65,849,2733.67,501.14,4990.48
Furniture,Godrej Interio,Occasional Shopper,Senior Salesperson,2117217.01,775,2731.89,504.42,4989.40
Furniture,Godrej Interio,Online Shopper,Manager,2354874.61,852,2763.94,501.32,4992.74
Furniture,Godrej Interio,Online Shopper,Sales Associate,2474597.02,880,2812.04,500.23,4994.27
Furniture,Godrej Interio,Online Shopper,Salesperson,2576784.65,942,2735.44,503.85,4997.06
Furniture,Godrej Interio,Online Shopper,Senior Salesperson,2115096.82,774,2732.68,502.59,4998.57
Furniture,Godrej Interio,Premium Shopper,Manager,2211451.14,809,2733.56,517.81,4998.58
Furniture,Godrej Interio,Premium Shopper,Sales Associate,2327756.26,833,2794.43,501.02,4992.08
Furniture,Godrej Interio,Premium Shopper,Salesperson,2288876.61,830,2757.68,502.26,4999.01
Furniture,Godrej Interio,Premium Shopper,Senior Salesperson,2093767.35,753,2780.57,501.18,4994.23
Furniture,Home Centre,Budget Shopper,Manager,2245008.07,818,2744.51,500.93,4999.90
Furniture,Home Centre,Budget Shopper,Sales Associate,2514443.62,909,2766.16,504.75,4993.59
Furniture,Home Centre,Budget Shopper,Salesperson,2319439.59,850,2728.75,501.41,4995.52
Furniture,Home Centre,Budget Shopper,Senior Salesperson,2015722.33,759,2655.76,502.75,4973.71
Furniture,Home Centre,Churn Risk,Manager,2265398.43,831,2726.11,507.15,4979.25
Furniture,Home Centre,Churn Risk,Sales Associate,2421995.51,872,2777.52,501.40,4998.65
Furniture,Home Centre,Churn Risk,Salesperson,2550602.64,910,2802.86,503.27,4999.64
Furniture,Home Centre,Churn Risk,Senior Salesperson,2013405.90,736,2735.61,502.72,4987.50
Furniture,Home Centre,Deal Seeker,Manager,2131784.02,783,2722.58,504.79,4995.19
Furniture,Home Centre,Deal Seeker,Sales Associate,2622216.13,948,2766.05,502.25,4998.90
Furniture,Home Centre,Deal Seeker,Salesperson,2337984.44,855,2734.48,521.44,4995.45
Furniture,Home Centre,Deal Seeker,Senior Salesperson,2145546.37,783,2740.16,504.95,4999.30
Furniture,Home Centre,First-time Buyer,Manager,2234309.29,822,2718.14,502.09,4999.10
Furniture,Home Centre,First-time Buyer,Sales Associate,2453762.93,900,2726.40,502.68,4995.46
Furniture,Home Centre,First-time Buyer,Salesperson,2410217.55,851,2832.22,503.77,4998.93
Furniture,Home Centre,First-time Buyer,Senior Salesperson,1973391.46,715,2759.99,500.56,4996.51
Furniture,Home Centre,High Value,Manager,2340479.27,849,2756.75,504.04,4999.89
Furniture,Home Centre,High Value,Sales Associate,2459751.40,887,2773.11,508.98,4999.68
Furniture,Home Centre,High Value,Salesperson,2305172.45,827,2787.39,506.50,4996.74
Furniture,Home Centre,High Value,Senior Salesperson,2152854.53,793,2714.82,504.85,4992.73
Furniture,Home Centre,In-Store Regular,Manager,2221444.87,801,2773.34,506.27,4998.42
Furniture,Home Centre,In-Store Regular,Sales Associate,2429606.28,895,2714.64,514.16,4996.28
Furniture,Home Centre,In-Store Regular,Salesperson,2394519.08,858,2790.81,501.98,4996.63
Furniture,Home Centre,In-Store Regular,Senior Salesperson,1993017.88,711,2803.12,503.22,4998.45
Furniture,Home Centre,Loyal Customer,Manager,2432317.10,880,2764.00,501.07,4986.42
Furniture,Home Centre,Loyal Customer,Sales Associate,2650721.89,947,2799.07,508.05,4997.65
Furniture,Home Centre,Loyal Customer,Salesperson,2360695.99,855,2761.05,514.26,4997.86
Furniture,Home Centre,Loyal Customer,Senior Salesperson,2065184.81,735,2809.78,510.68,4994.64
Furniture,Home Centre,Occasional Shopper,Manager,2335940.12,844,2767.70,507.02,4999.60
Furniture,Home Centre,Occasional Shopper,Sales Associate,2557629.60,921,2777.01,519.82,4995.33
Furniture,Home Centre,Occasional Shopper,Salesperson,2201153.18,797,2761.80,500.92,4995.30
Furniture,Home Centre,Occasional Shopper,Senior Salesperson,2272750.29,839,2708.88,501.75,4996.19
Furniture,Home Centre,Online Shopper,Manager,2488172.66,883,2817.86,508.03,4992.01
Furniture,Home Centre,Online Shopper,Sales Associate,2411859.74,863,2794.74,511.73,4997.78
Furniture,Home Centre,Online Shopper,Salesperson,2500671.10,915,2732.97,500.35,4998.52
Furniture,Home Centre,Online Shopper,Senior Salesperson,2022541.03,711,2844.64,519.55,4994.35
Furniture,Home Centre,Premium Shopper,Manager,2420935.62,875,2766.78,501.66,4982.38
Furniture,Home Centre,Premium Shopper,Sales Associate,2269406.57,836,2714.60,506.02,4996.95
Furniture,Home Centre,Premium Shopper,Salesperson,2460684.03,861,2857.94,500.23,4997.47
Furniture,Home Centre,Premium Shopper,Senior Salesperson,2087927.72,753,2772.81,510.13,4997.41
Furniture,IKEA,Budget Shopper,Manager,2296531.22,841,2730.71,503.05,4997.53
Furniture,IKEA,Budget Shopper,Sales Associate,2352381.48,873,2694.60,505.02,4995.21
Furniture,IKEA,Budget Shopper,Salesperson,2425889.34,865,2804.50,503.79,4991.30
Furniture,IKEA,Budget Shopper,Senior Salesperson,2050582.90,767,2673.51,503.89,4984.77
Furniture,IKEA,Churn Risk,Manager,2400671.73,888,2703.46,507.97,4999.21
Furniture,IKEA,Churn Risk,Sales Associate,2317769.02,848,2733.22,508.91,4991.43
Furniture,IKEA,Churn Risk,Salesperson,2472161.17,875,2825.33,500.71,4997.57
Furniture,IKEA,Churn Risk,Senior Salesperson,1971315.79,732,2693.05,501.95,4964.95
Furniture,IKEA,Deal Seeker,Manager,2235272.47,822,2719.31,505.37,4986.41
Furniture,IKEA,Deal Seeker,Sales Associate,2486327.98,884,2812.59,510.32,4996.37
Furniture,IKEA,Deal Seeker,Salesperson,2175176.38,817,2662.39,502.50,4999.12
Furniture,IKEA,Deal Seeker,Senior Salesperson,2094316.41,770,2719.89,524.63,4995.00
Furniture,IKEA,First-time Buyer,Manager,2407668.84,868,2773.81,520.61,4992.85
Furniture,IKEA,First-time Buyer,Sales Associate,2613759.88,942,2774.69,503.76,4998.36
Furniture,IKEA,First-time Buyer,Salesperson,2726996.03,972,2805.55,507.08,4998.03
Furniture,IKEA,First-time Buyer,Senior Salesperson,1899293.89,696,2728.87,508.99,4997.56
Furniture,IKEA,High Value,Manager,2307947.46,834,2767.32,510.71,4988.47
Furniture,IKEA,High Value,Sales Associate,2303222.98,854,2696.98,510.39,4993.52
Furniture,IKEA,High Value,Salesperson,2359463.99,854,2762.84,501.52,4995.87
Furniture,IKEA,High Value,Senior Salesperson,2124830.22,796,2669.38,501.39,4995.42
Furniture,IKEA,In-Store Regular,Manager,2090062.14,750,2786.75,510.34,4995.61
Furniture,IKEA,In-Store Regular,Sales Associate,2688475.70,943,2850.98,500.31,4998.78
Furniture,IKEA,In-Store Regular,Salesperson,2384354.98,871,2737.49,505.68,4967.65
Furniture,IKEA,In-Store Regular,Senior Salesperson,1905948.67,686,2778.35,500.06,4979.83
Furniture,IKEA,Loyal Customer,Manager,2363187.71,864,2735.17,502.21,4996.31
Furniture,IKEA,Loyal Customer,Sales Associate,2523696.43,899,2807.23,503.86,4999.69
Furniture,IKEA,Loyal Customer,Salesperson,2423665.41,897,2701.97,501.83,4998.56
Furniture,IKEA,Loyal Customer,Senior Salesperson,2127247.57,781,2723.75,503.96,4998.66
Furniture,IKEA,Occasional Shopper,Manager,2241753.74,812,2760.78,501.84,4996.79
Furniture,IKEA,Occasional Shopper,Sales Associate,2533213.50,912,2777.65,501.89,4996.22
Furniture,IKEA,Occasional Shopper,Salesperson,2276336.16,846,2690.70,508.35,4993.62
Furniture,IKEA,Occasional Shopper,Senior Salesperson,2111653.97,773,2731.76,501.43,4996.87
Furniture,IKEA,Online Shopper,Manager,2393780.21,857,2793.21,506.75,4996.82
Furniture,IKEA,Online Shopper,Sales Associate,2420237.77,876,2762.83,501.50,4985.95
Furniture,IKEA,Online Shopper,Salesperson,2422068.53,895,2706.22,501.83,4997.00
Furniture,IKEA,Online Shopper,Senior Salesperson,2059952.36,764,2696.27,502.15,4996.35
Furniture,IKEA,Premium Shopper,Manager,2251532.35,838,2686.79,508.28,4974.86
Furniture,IKEA,Premium Shopper,Sales Associate,2455297.80,873,2812.48,504.41,4998.88
Furniture,IKEA,Premium Shopper,Salesperson,2433839.30,866,2810.44,500.31,4998.21
Furniture,IKEA,Premium Shopper,Senior Salesperson,2109990.38,760,2776.30,514.75,4996.11
Furniture,Pepperfry,Budget Shopper,Manager,2380660.75,882,2699.16,503.79,4995.62
Furniture,Pepperfry,Budget Shopper,Sales Associate,2262076.93,831,2722.11,506.32,4994.17
Furniture,Pepperfry,Budget Shopper,Salesperson,2346493.68,842,2786.81,514.73,4998.41
Furniture,Pepperfry,Budget Shopper,Senior Salesperson,2136301.97,754,2833.29,516.07,4998.54
Furniture,Pepperfry,Churn Risk,Manager,2197062.34,802,2739.48,513.45,4995.95
Furniture,Pepperfry,Churn Risk,Sales Associate,2414889.32,864,2795.01,501.02,4999.03
Furniture,Pepperfry,Churn Risk,Salesperson,2393061.57,875,2734.93,504.32,4983.82
Furniture,Pepperfry,Churn Risk,Senior Salesperson,2157489.83,772,2794.68,514.75,4998.89
Furniture,Pepperfry,Deal Seeker,Manager,2402520.55,866,2774.27,501.05,4984.79
Furniture,Pepperfry,Deal Seeker,Sales Associate,2427534.77,881,2755.43,500.56,4997.80
Furniture,Pepperfry,Deal Seeker,Salesperson,2492843.63,887,2810.42,514.56,4998.62
Furniture,Pepperfry,Deal Seeker,Senior Salesperson,2077151.06,763,2722.35,503.24,4996.70
Furniture,Pepperfry,First-time Buyer,Manager,2255554.18,805,2801.93,505.61,4987.38
Furniture,Pepperfry,First-time Buyer,Sales Associate,2254838.05,822,2743.11,501.84,4999.26
Furniture,Pepperfry,First-time Buyer,Salesperson,2365182.71,857,2759.84,505.26,4998.48
Furniture,Pepperfry,First-time Buyer,Senior Salesperson,2076788.94,771,2693.63,501.27,4996.89
Furniture,Pepperfry,High Value,Manager,2455088.12,869,2825.19,507.71,4985.49
Furniture,Pepperfry,High Value,Sales Associate,2463490.90,893,2758.67,502.67,4987.91
Furniture,Pepperfry,High Value,Salesperson,2408428.10,872,2761.96,502.41,4999.47
Furniture,Pepperfry,High Value,Senior Salesperson,1998257.26,723,2763.84,506.57,4998.32
Furniture,Pepperfry,In-Store Regular,Manager,2146439.33,781,2748.32,517.48,4991.13
Furniture,Pepperfry,In-Store Regular,Sales Associate,2433476.20,876,2777.94,508.01,4993.83
Furniture,Pepperfry,In-Store Regular,Salesperson,2243468.90,821,2732.61,509.73,4990.25
Furniture,Pepperfry,In-Store Regular,Senior Salesperson,2211204.72,790,2798.99,513.37,4998.58
Furniture,Pepperfry,Loyal Customer,Manager,2290703.66,860,2663.61,504.85,4994.60
Furniture,Pepperfry,Loyal Customer,Sales Associate,2330749.85,833,2798.02,513.55,4999.16
Furniture,Pepperfry,Loyal Customer,Salesperson,2325700.08,843,2758.84,501.63,4997.12
Furniture,Pepperfry,Loyal Customer,Senior Salesperson,2030155.20,748,2714.11,506.46,4998.96
Furniture,Pepperfry,Occasional Shopper,Manager,2323341.31,838,2772.48,500.89,4996.52
Furniture,Pepperfry,Occasional Shopper,Sales Associate,2417170.70,893,2706.80,501.59,4996.83
Furniture,Pepperfry,Occasional Shopper,Salesperson,2506571.89,893,2806.91,504.44,4997.66
Furniture,Pepperfry,Occasional Shopper,Senior Salesperson,2007316.30,720,2787.94,500.36,4998.24
Furniture,Pepperfry,Online Shopper,Manager,2569656.22,922,2787.05,510.82,4998.77
Furniture,Pepperfry,Online Shopper,Sales Associate,2432955.94,904,2691.32,507.96,4999.14
Furniture,Pepperfry,Online Shopper,Salesperson,2375570.65,874,2718.04,505.16,4998.80
Furniture,Pepperfry,Online Shopper,Senior Salesperson,2027545.02,741,2736.23,511.16,4998.12
Furniture,Pepperfry,Premium Shopper,Manager,2282276.64,820,2783.26,504.00,4997.14
Furniture,Pepperfry,Premium Shopper,Sales Associate,2327398.05,844,2757.58,505.17,4997.79
Furniture,Pepperfry,Premium Shopper,Salesperson,2289457.64,846,2706.21,502.89,4988.69
Furniture,Pepperfry,Premium Shopper,Senior Salesperson,2119746.51,781,2714.14,500.59,4998.23
Furniture,Urban Ladder,Budget Shopper,Manager,2334180.56,853,2736.44,502.39,4999.11
Furniture,Urban Ladder,Budget Shopper,Sales Associate,2508266.67,903,2777.70,502.36,4997.28
Furniture,Urban Ladder,Budget Shopper,Salesperson,2581907.39,900,2868.79,513.10,4997.33
Furniture,Urban Ladder,Budget Shopper,Senior Salesperson,2004663.04,735,2727.43,504.49,4995.24
Furniture,Urban Ladder,Churn Risk,Manager,2329568.41,852,2734.24,500.70,4992.27
Furniture,Urban Ladder,Churn Risk,Sales Associate,2358490.63,883,2671.00,507.19,4999.22
Furniture,Urban Ladder,Churn Risk,Salesperson,2346092.05,844,2779.73,501.06,4999.22
Furniture,Urban Ladder,Churn Risk,Senior Salesperson,2191283.98,786,2787.89,511.93,4989.98
Furniture,Urban Ladder,Deal Seeker,Manager,2175452.87,798,2726.13,502.44,4995.20
Furniture,Urban Ladder,Deal Seeker,Sales Associate,2394357.13,846,2830.21,501.28,4997.15
Furniture,Urban Ladder,Deal Seeker,Salesperson,2508126.33,913,2747.13,506.49,4997.58
Furniture,Urban Ladder,Deal Seeker,Senior Salesperson,2069081.27,759,2726.06,504.00,4992.28
Furniture,Urban Ladder,First-time Buyer,Manager,2369330.24,844,2807.26,512.82,4993.18
Furniture,Urban Ladder,First-time Buyer,Sales Associate,2445243.02,872,2804.18,504.15,4999.59
Furniture,Urban Ladder,First-time Buyer,Salesperson,2446044.43,881,2776.44,506.98,4996.86
Furniture,Urban Ladder,First-time Buyer,Senior Salesperson,1889814.59,690,2738.86,502.44,4985.54
Furniture,Urban Ladder,High Value,Manager,2280848.73,865,2636.82,520.94,4994.60
Furniture,Urban Ladder,High Value,Sales Associate,2562220.18,916,2797.18,505.63,4999.58
Furniture,Urban Ladder,High Value,Salesperson,2453187.39,883,2778.24,504.24,4996.70
Furniture,Urban Ladder,High Value,Senior Salesperson,2244272.74,804,2791.38,501.29,4999.64
Furniture,Urban Ladder,In-Store Regular,Manager,2356622.39,841,2802.17,500.07,4994.21
Furniture,Urban Ladder,In-Store Regular,Sales Associate,2350203.81,860,2732.80,519.15,4998.82
Furniture,Urban Ladder,In-Store Regular,Salesperson,2427626.84,873,2780.79,503.70,4997.30
Furniture,Urban Ladder,In-Store Regular,Senior Salesperson,1952883.10,712,2742.81,503.33,4995.75
Furniture,Urban Ladder,Loyal Customer,Manager,2440035.71,899,2714.17,500.56,4992.39
Furniture,Urban Ladder,Loyal Customer,Sales Associate,2368558.71,867,2731.90,501.69,4996.65
Furniture,Urban Ladder,Loyal Customer,Salesperson,2426661.19,839,2892.33,508.58,4997.81
Furniture,Urban Ladder,Loyal Customer,Senior Salesperson,1983149.54,720,2754.37,506.07,4995.76
Furniture,Urban Ladder,Occasional Shopper,Manager,2184302.13,782,2793.23,500.57,4999.31
Furniture,Urban Ladder,Occasional Shopper,Sales Associate,2405498.91,866,2777.71,501.84,4989.65
Furniture,Urban Ladder,Occasional Shopper,Salesperson,2279411.53,821,2776.38,502.15,4993.66
Furniture,Urban Ladder,Occasional Shopper,Senior Salesperson,1965367.61,736,2670.34,500.98,4997.23
Furniture,Urban Ladder,Online Shopper,Manager,2236683.18,818,2734.33,502.12,4989.67
Furniture,Urban Ladder,Online Shopper,Sales Associate,2292610.20,858,2672.04,514.88,4991.81
Furniture,Urban Ladder,Online Shopper,Salesperson,2484065.60,901,2757.01,500.34,4999.62
Furniture,Urban Ladder,Online Shopper,Senior Salesperson,2122505.78,767,2767.28,513.05,4999.88
Furniture,Urban Ladder,Premium Shopper,Manager,2097986.09,787,2665.80,508.15,4999.14
Furniture,Urban Ladder,Premium Shopper,Sales Associate,2499881.09,903,2768.42,502.37,4996.13
Furniture,Urban Ladder,Premium Shopper,Salesperson,2297140.10,841,2731.44,501.38,4995.63
Furniture,Urban Ladder,Premium Shopper,Senior Salesperson,2144672.52,760,2821.94,500.29,4989.08
Groceries,Amul,Budget Shopper,Manager,2275469.57,834,2728.38,504.89,4998.19
Groceries,Amul,Budget Shopper,Sales Associate,2415774.02,857,2818.87,505.34,4995.73
Groceries,Amul,Budget Shopper,Salesperson,2504369.14,896,2795.05,504.65,4994.33
