category,customer_segment,campaign_name,sum_amount,count,avg_amount,min_amount,max_amount
Electronics,In-Store Regular,Final Call Frenzy,960803.81,349,2753.02,500.25,4977.64
Electronics,In-Store Regular,Flash Frenzy Friday,874782.99,333,2626.98,504.09,4929.47
Electronics,In-Store Regular,"Gift More, Spend Less",893221.62,329,2714.96,516.90,4993.33
Electronics,In-Store Regular,Golden Hour Bargains,854162.22,310,2755.36,506.54,4994.43
Electronics,In-Store Regular,Green Weekend Deals,885353.61,341,2596.34,517.59,4989.11
Electronics,In-Store Regular,Happy Hour Discounts,902355.93,324,2785.05,518.88,4990.56
Electronics,In-Store Regular,Holiday Shopping Rush,784071.86,302,2596.26,500.69,4980.69
Electronics,In-Store Regular,Hot Picks Promo,922367.50,339,2720.85,517.20,4965.34
Electronics,In-Store Regular,Instant Gratification Sale,943482.97,343,2750.68,515.65,4993.60
Electronics,In-Store Regular,Limited Time Treasures,973647.13,347,2805.90,515.94,4983.39
Electronics,In-Store Regular,Loyalty Rewards Blast,947201.55,344,2753.49,522.03,4981.23
Electronics,In-Store Regular,Mega Weekend Bonanza,962886.68,338,2848.78,512.03,4997.10
Electronics,In-Store Regular,Mid-Year Madness,895973.15,324,2765.35,507.11,4994.22
Electronics,In-Store Regular,Midnight Madness,944174.66,351,2689.96,505.60,4998.66
Electronics,In-Store Regular,Mystery Discount Days,996059.53,356,2797.92,509.49,4995.07
Electronics,In-Store Regular,New Arrival Showcase,901097.24,310,2906.77,573.67,4998.70
Electronics,In-Store Regular,New Product Launch Promo,1056202.62,368,2870.12,501.76,4998.30
Electronics,In-Store Regular,New Year Kickoff,963143.49,350,2751.84,514.95,4996.42
Electronics,In-Store Regular,Price Drop Parade,924796.47,337,2744.20,521.24,4998.14
Electronics,In-Store Regular,Red Tag Clearance,1012842.36,361,2805.66,503.76,4989.80
Electronics,In-Store Regular,Seasonal Surprise Box,871683.98,327,2665.70,519.71,4971.04
Electronics,In-Store Regular,Shop & Save Spectacular,958258.15,355,2699.32,503.16,4991.97
Electronics,In-Store Regular,Smart Shopper Week,896829.06,315,2847.08,512.34,4998.63
Electronics,In-Store Regular,Spring Refresh Event,912296.29,330,2764.53,500.05,4980.63
Electronics,In-Store Regular,Spring Splash Discounts,878550.61,303,2899.51,552.32,4987.50
Electronics,In-Store Regular,Summer Sizzle Promo,975204.54,345,2826.68,501.20,4995.70
Electronics,In-Store Regular,Super Savings Week,917931.88,334,2748.30,577.91,4985.76
Electronics,In-Store Regular,Ultimate Value Event,944969.84,338,2795.77,539.45,4994.00
Electronics,In-Store Regular,VIP Access Sale,870233.73,313,2780.30,564.64,4961.92
Electronics,In-Store Regular,Weekend Warrior Specials,909761.94,341,2667.92,524.39,4962.87
Electronics,In-Store Regular,Winter Clearance Carnival,888516.73,318,2794.08,508.37,4995.10
Electronics,In-Store Regular,Winter Wonders Sale,892400.05,338,2640.24,517.03,4977.49
Electronics,Loyal Customer,12 Days of Deals,848556.81,300,2828.52,520.34,4993.15
Electronics,Loyal Customer,Autumn Deals Drive,952855.43,345,2761.90,533.00,4966.77
Electronics,Loyal Customer,BOGO Blitz,890783.35,334,2667.02,504.25,4998.43
Electronics,Loyal Customer,Back to School Boost,886992.02,343,2585.98,537.57,4973.63
Electronics,Loyal Customer,Birthday Bash Sale,916121.09,333,2751.11,500.20,4995.40
Electronics,Loyal Customer,Black Friday Blowout,855376.12,309,2768.21,546.93,4988.29
Electronics,Loyal Customer,Cart Crasher Campaign,827688.93,303,2731.65,508.56,4995.09
Electronics,Loyal Customer,Cashback Carnival,875567.05,341,2567.65,518.86,4988.77
Electronics,Loyal Customer,Clearance Countdown,999911.64,354,2824.61,500.08,4975.27
Electronics,Loyal Customer,Countdown to Savings,914058.20,328,2786.76,511.63,4976.09
Electronics,Loyal Customer,Customer Appreciation Week,965268.52,358,2696.28,508.42,4983.41
Electronics,Loyal Customer,Cyber Monday Mania,924155.07,337,2742.30,504.82,4999.50
Electronics,Loyal Customer,Deal of the Month,897319.99,331,2710.94,507.78,4998.97
Electronics,Loyal Customer,Double Points Bonanza,881661.19,326,2704.48,502.33,4971.50
Electronics,Loyal Customer,Early Bird Specials,917047.49,336,2729.31,529.31,4976.07
Electronics,Loyal Customer,End of Season Sale,881255.07,299,2947.34,524.26,4993.60
Electronics,Loyal Customer,Exclusive Insider Offers,997269.96,373,2673.65,516.17,4984.72
Electronics,Loyal Customer,Festive Fever Promo,824404.02,321,2568.24,517.66,4962.22
Electronics,Loyal Customer,Final Call Frenzy,956665.93,336,2847.22,501.47,4992.74
Electronics,Loyal Customer,Flash Frenzy Friday,900672.54,320,2814.60,509.18,4985.86
Electronics,Loyal Customer,"Gift More, Spend Less",947105.52,335,2827.18,506.16,4993.14
Electronics,Loyal Customer,Golden Hour Bargains,873599.59,302,2892.71,504.46,4960.69
Electronics,Loyal Customer,Green Weekend Deals,862124.05,322,2677.40,538.34,4975.50
Electronics,Loyal Customer,Happy Hour Discounts,883991.00,329,2686.90,529.47,4989.58
Electronics,Loyal Customer,Holiday Shopping Rush,910959.60,322,2829.07,540.09,4992.01
Electronics,Loyal Customer,Hot Picks Promo,953110.63,354,2692.40,505.53,4978.45
Electronics,Loyal Customer,Instant Gratification Sale,840671.22,328,2563.02,510.27,4935.74
Electronics,Loyal Customer,Limited Time Treasures,908710.63,332,2737.08,511.62,4992.86
Electronics,Loyal Customer,Loyalty Rewards Blast,982580.96,361,2721.83,508.20,4984.67
Electronics,Loyal Customer,Mega Weekend Bonanza,961775.59,343,2804.01,504.97,4999.15
Electronics,Loyal Customer,Mid-Year Madness,934507.19,339,2756.66,504.23,4993.10
Electronics,Loyal Customer,Midnight Madness,969780.03,349,2778.74,514.32,4999.83
Electronics,Loyal Customer,Mystery Discount Days,959835.52,348,2758.15,503.05,4986.37
Electronics,Loyal Customer,New Arrival Showcase,909925.00,329,2765.73,502.12,4996.76
Electronics,Loyal Customer,New Product Launch Promo,927577.03,337,2752.45,512.28,4995.58
Electronics,Loyal Customer,New Year Kickoff,878311.51,328,2677.78,569.98,4975.72
Electronics,Loyal Customer,Price Drop Parade,865257.43,318,2720.94,520.00,4998.12
Electronics,Loyal Customer,Red Tag Clearance,850274.42,305,2787.78,514.32,4990.05
Electronics,Loyal Customer,Seasonal Surprise Box,856343.20,315,2718.55,507.59,4997.09
Electronics,Loyal Customer,Shop & Save Spectacular,961799.04,335,2871.04,502.74,4997.54
Electronics,Loyal Customer,Smart Shopper Week,899410.43,333,2700.93,517.75,4993.43
Electronics,Loyal Customer,Spring Refresh Event,920212.59,326,2822.74,509.43,4998.88
Electronics,Loyal Customer,Spring Splash Discounts,906172.88,331,2737.68,508.55,4994.80
Electronics,Loyal Customer,Summer Sizzle Promo,976656.55,350,2790.45,510.80,4982.47
Electronics,Loyal Customer,Super Savings Week,931973.02,324,2876.46,524.64,4987.93
Electronics,Loyal Customer,Ultimate Value Event,916293.99,321,2854.50,537.83,4999.80
Electronics,Loyal Customer,VIP Access Sale,902944.45,340,2655.72,519.63,4993.82
Electronics,Loyal Customer,Weekend Warrior Specials,975070.81,342,2851.08,509.48,4977.18
Electronics,Loyal Customer,Winter Clearance Carnival,1036629.85,358,2895.61,539.57,4991.69
Electronics,Loyal Customer,Winter Wonders Sale,854217.79,311,2746.68,501.94,4991.43
Electronics,Occasional Shopper,12 Days of Deals,868651.93,324,2681.02,510.31,4979.95
Electronics,Occasional Shopper,Autumn Deals Drive,991724.91,359,2762.46,512.70,4985.10
Electronics,Occasional Shopper,BOGO Blitz,961477.77,349,2754.95,515.34,4983.04
Electronics,Occasional Shopper,Back to School Boost,935538.26,335,2792.65,523.44,4983.72
Electronics,Occasional Shopper,Birthday Bash Sale,885388.73,318,2784.24,510.21,4994.15
Electronics,Occasional Shopper,Black Friday Blowout,853689.14,320,2667.78,523.42,4982.29
Electronics,Occasional Shopper,Cart Crasher Campaign,948909.84,342,2774.59,512.07,4970.43
Electronics,Occasional Shopper,Cashback Carnival,1013404.78,363,2791.75,500.55,4994.18
Electronics,Occasional Shopper,Clearance Countdown,938430.69,340,2760.09,504.33,4991.97
Electronics,Occasional Shopper,Countdown to Savings,903929.60,339,2666.46,518.68,4994.14
Electronics,Occasional Shopper,Customer Appreciation Week,976094.58,355,2749.56,507.61,4996.83
Electronics,Occasional Shopper,Cyber Monday Mania,883364.82,314,2813.26,508.49,4973.90
Electronics,Occasional Shopper,Deal of the Month,929145.52,338,2748.95,510.04,4997.93
Electronics,Occasional Shopper,Double Points Bonanza,923352.88,324,2849.85,509.41,4984.27
Electronics,Occasional Shopper,Early Bird Specials,835967.18,308,2714.18,523.17,4978.39
Electronics,Occasional Shopper,End of Season Sale,931235.33,348,2675.96,501.39,4998.09
Electronics,Occasional Shopper,Exclusive Insider Offers,923392.58,331,2789.71,519.56,4993.72
Electronics,Occasional Shopper,Festive Fever Promo,869061.41,323,2690.59,500.15,4995.38
Electronics,Occasional Shopper,Final Call Frenzy,860779.50,312,2758.91,501.74,4987.28
Electronics,Occasional Shopper,Flash Frenzy Friday,951326.38,336,2831.33,505.17,4997.57
Electronics,Occasional Shopper,"Gift More, Spend Less",907655.12,325,2792.78,519.09,4956.17
Electronics,Occasional Shopper,Golden Hour Bargains,896692.98,326,2750.59,529.02,4996.32
Electronics,Occasional Shopper,Green Weekend Deals,912682.71,333,2740.79,505.65,4969.39
Electronics,Occasional Shopper,Happy Hour Discounts,879267.28,321,2739.15,503.77,4992.74
Electronics,Occasional Shopper,Holiday Shopping Rush,932221.34,342,2725.79,500.26,4991.74
Electronics,Occasional Shopper,Hot Picks Promo,883149.28,329,2684.34,514.67,4996.56
Electronics,Occasional Shopper,Instant Gratification Sale,1046658.60,373,2806.06,516.63,4998.19
Electronics,Occasional Shopper,Limited Time Treasures,1027635.64,374,2747.69,536.32,4985.29
Electronics,Occasional Shopper,Loyalty Rewards Blast,902628.84,328,2751.92,513.51,4958.83
Electronics,Occasional Shopper,Mega Weekend Bonanza,905085.29,333,2717.97,511.57,4997.14
Electronics,Occasional Shopper,Mid-Year Madness,930978.88,341,2730.14,503.80,4965.47
Electronics,Occasional Shopper,Midnight Madness,857466.45,308,2783.98,510.89,4998.42
Electronics,Occasional Shopper,Mystery Discount Days,897118.79,317,2830.03,572.94,4994.20
Electronics,Occasional Shopper,New Arrival Showcase,1008821.31,357,2825.83,524.74,4978.60
Electronics,Occasional Shopper,New Product Launch Promo,986673.31,357,2763.79,512.83,4946.83
Electronics,Occasional Shopper,New Year Kickoff,1031272.35,350,2946.49,527.88,4999.63
Electronics,Occasional Shopper,Price Drop Parade,897254.45,320,2803.92,515.45,4978.93
Electronics,Occasional Shopper,Red Tag Clearance,933283.24,333,2802.65,511.90,4965.46
Electronics,Occasional Shopper,Seasonal Surprise Box,966065.01,345,2800.19,509.83,4997.26
Electronics,Occasional Shopper,Shop & Save Spectacular,1009156.35,356,2834.71,542.99,4979.44
Electronics,Occasional Shopper,Smart Shopper Week,905958.83,321,2822.30,504.91,4988.05
Electronics,Occasional Shopper,Spring Refresh Event,943566.27,335,2816.62,556.85,4995.05
Electronics,Occasional Shopper,Spring Splash Discounts,985343.32,359,2744.69,525.62,4977.26
Electronics,Occasional Shopper,Summer Sizzle Promo,846433.53,320,2645.10,510.94,4995.40
Electronics,Occasional Shopper,Super Savings Week,922298.29,340,2712.64,510.02,4983.91
Electronics,Occasional Shopper,Ultimate Value Event,942582.06,339,2780.48,518.67,4991.85
Electronics,Occasional Shopper,VIP Access Sale,958903.77,337,2845.41,507.71,4995.20
Electronics,Occasional Shopper,Weekend Warrior Specials,958335.01,355,2699.54,506.15,4962.71
Electronics,Occasional Shopper,Winter Clearance Carnival,956350.34,339,2821.09,501.06,4988.00
Electronics,Occasional Shopper,Winter Wonders Sale,903328.73,339,2664.69,529.63,4989.20
Electronics,Online Shopper,12 Days of Deals,852248.40,306,2785.13,514.86,4970.33
Electronics,Online Shopper,Autumn Deals Drive,862489.13,306,2818.59,537.72,4975.49
Electronics,Online Shopper,BOGO Blitz,933383.03,336,2777.93,520.16,4989.22
Electronics,Online Shopper,Back to School Boost,874156.27,326,2681.46,503.72,4988.38
Electronics,Online Shopper,Birthday Bash Sale,895997.79,331,2706.94,501.02,4976.43
Electronics,Online Shopper,Black Friday Blowout,1001861.72,362,2767.57,502.51,4998.72
Electronics,Online Shopper,Cart Crasher Campaign,964488.73,342,2820.14,502.78,4998.84
Electronics,Online Shopper,Cashback Carnival,1024424.01,358,2861.52,515.50,4998.33
Electronics,Online Shopper,Clearance Countdown,888113.21,330,2691.25,510.87,4971.31
Electronics,Online Shopper,Countdown to Savings,987863.42,343,2880.07,505.85,4993.48
Electronics,Online Shopper,Customer Appreciation Week,830704.48,303,2741.60,531.88,4987.89
Electronics,Online Shopper,Cyber Monday Mania,899011.31,333,2699.73,505.16,4991.06
Electronics,Online Shopper,Deal of the Month,961336.60,363,2648.31,521.04,4995.33
Electronics,Online Shopper,Double Points Bonanza,955186.13,336,2842.82,522.75,4980.39
Electronics,Online Shopper,Early Bird Specials,942808.80,352,2678.43,544.75,4993.50
Electronics,Online Shopper,End of Season Sale,940841.05,339,2775.34,514.69,4995.06
Electronics,Online Shopper,Exclusive Insider Offers,940363.59,336,2798.70,503.43,4992.73
Electronics,Online Shopper,Festive Fever Promo,852927.89,321,2657.10,501.00,4996.28
Electronics,Online Shopper,Final Call Frenzy,886546.59,319,2779.14,511.22,4992.32
Electronics,Online Shopper,Flash Frenzy Friday,949380.55,337,2817.15,510.30,4999.95
Electronics,Online Shopper,"Gift More, Spend Less",877353.28,320,2741.73,502.74,4989.93
Electronics,Online Shopper,Golden Hour Bargains,907922.51,334,2718.33,512.23,4975.56
Electronics,Online Shopper,Green Weekend Deals,941489.73,336,2802.05,517.70,4971.54
Electronics,Online Shopper,Happy Hour Discounts,965036.15,338,2855.14,510.62,4985.65
Electronics,Online Shopper,Holiday Shopping Rush,923564.76,331,2790.23,503.23,4988.74
Electronics,Online Shopper,Hot Picks Promo,881321.67,318,2771.45,525.81,4962.86
Electronics,Online Shopper,Instant Gratification Sale,928763.89,339,2739.72,501.85,4996.98
Electronics,Online Shopper,Limited Time Treasures,853413.26,305,2798.08,507.04,4964.27
Electronics,Online Shopper,Loyalty Rewards Blast,898986.54,339,2651.88,503.58,4992.76
Electronics,Online Shopper,Mega Weekend Bonanza,843526.76,310,2721.05,505.51,4984.93
Electronics,Online Shopper,Mid-Year Madness,896178.02,330,2715.69,511.21,4980.11
Electronics,Online Shopper,Midnight Madness,891094.37,332,2684.02,500.93,4992.27
Electronics,Online Shopper,Mystery Discount Days,937638.06,334,2807.30,500.77,4987.57
Electronics,Online Shopper,New Arrival Showcase,1079610.48,373,2894.40,555.69,4961.78
Electronics,Online Shopper,New Product Launch Promo,951123.76,361,2634.69,511.01,4995.68
Electronics,Online Shopper,New Year Kickoff,946767.81,343,2760.26,503.50,4972.00
Electronics,Online Shopper,Price Drop Parade,892160.01,320,2788.00,532.84,4997.91
Electronics,Online Shopper,Red Tag Clearance,955478.66,345,2769.50,511.65,4990.99
Electronics,Online Shopper,Seasonal Surprise Box,909087.14,329,2763.18,500.70,4974.99
Electronics,Online Shopper,Shop & Save Spectacular,888353.70,328,2708.40,500.09,4994.26
Electronics,Online Shopper,Smart Shopper Week,940210.68,350,2686.32,513.03,4987.18
Electronics,Online Shopper,Spring Refresh Event,891253.72,313,2847.46,559.77,4999.83
Electronics,Online Shopper,Spring Splash Discounts,975415.45,347,2811.00,517.15,4973.89
Electronics,Online Shopper,Summer Sizzle Promo,892385.80,316,2824.01,511.89,4962.28
Electronics,Online Shopper,Super Savings Week,949520.34,347,2736.37,505.74,4990.19
Electronics,Online Shopper,Ultimate Value Event,979811.99,346,2831.83,531.06,4998.93
Electronics,Online Shopper,VIP Access Sale,927550.45,331,2802.27,534.56,4996.84
Electronics,Online Shopper,Weekend Warrior Specials,915038.07,332,2756.14,508.70,4998.12
Electronics,Online Shopper,Winter Clearance Carnival,867352.70,324,2677.01,502.18,4995.16
Electronics,Online Shopper,Winter Wonders Sale,951105.50,343,2772.90,509.63,4996.43
Electronics,Premium Shopper,12 Days of Deals,935211.22,337,2775.11,512.15,4986.67
Electronics,Premium Shopper,Autumn Deals Drive,938906.60,323,2906.83,506.00,4996.51
Electronics,Premium Shopper,BOGO Blitz,890442.49,320,2782.63,507.85,4979.64
Electronics,Premium Shopper,Back to School Boost,895508.31,323,2772.47,518.61,4997.92
Electronics,Premium Shopper,Birthday Bash Sale,905739.09,328,2761.40,506.88,4988.13
Electronics,Premium Shopper,Black Friday Blowout,898911.53,315,2853.69,538.99,4999.87
Electronics,Premium Shopper,Cart Crasher Campaign,987648.47,364,2713.32,503.57,4976.29
Electronics,Premium Shopper,Cashback Carnival,953964.14,340,2805.78,500.51,4993.00
Electronics,Premium Shopper,Clearance Countdown,953859.92,353,2702.15,548.24,4995.80
Electronics,Premium Shopper,Countdown to Savings,873058.52,317,2754.13,556.11,4995.30
Electronics,Premium Shopper,Customer Appreciation Week,871866.24,316,2759.07,507.42,4990.76
Electronics,Premium Shopper,Cyber Monday Mania,937495.85,338,2773.66,512.79,4986.38
Electronics,Premium Shopper,Deal of the Month,990261.71,353,2805.27,515.37,4967.46
Electronics,Premium Shopper,Double Points Bonanza,949188.94,329,2885.07,509.10,4980.94
Electronics,Premium Shopper,Early Bird Specials,916407.16,338,2711.26,506.68,4991.77
Electronics,Premium Shopper,End of Season Sale,938857.72,340,2761.35,504.05,4998.76
Electronics,Premium Shopper,Exclusive Insider Offers,900572.10,325,2770.99,541.45,4988.42
Electronics,Premium Shopper,Festive Fever Promo,841676.01,311,2706.35,503.82,4994.69
Electronics,Premium Shopper,Final Call Frenzy,879932.09,328,2682.72,526.03,4996.78
Electronics,Premium Shopper,Flash Frenzy Friday,919768.30,345,2666.00,520.05,4982.10
Electronics,Premium Shopper,"Gift More, Spend Less",906104.10,332,2729.23,508.46,4997.81
Electronics,Premium Shopper,Golden Hour Bargains,874271.05,319,2740.66,542.28,4995.98
Electronics,Premium Shopper,Green Weekend Deals,851397.62,309,2755.33,516.16,4995.60
Electronics,Premium Shopper,Happy Hour Discounts,1016180.93,366,2776.45,507.06,4985.69
Electronics,Premium Shopper,Holiday Shopping Rush,923205.49,337,2739.48,516.51,4987.20
Electronics,Premium Shopper,Hot Picks Promo,873138.92,312,2798.52,502.73,4991.75
Electronics,Premium Shopper,Instant Gratification Sale,859772.02,327,2629.27,509.28,4977.85
Electronics,Premium Shopper,Limited Time Treasures,947828.78,335,2829.34,502.69,4980.41
Electronics,Premium Shopper,Loyalty Rewards Blast,902405.13,337,2677.76,500.73,4976.26
Electronics,Premium Shopper,Mega Weekend Bonanza,964837.47,363,2657.95,502.17,4993.46
Electronics,Premium Shopper,Mid-Year Madness,876358.80,308,2845.32,500.34,4950.97
Electronics,Premium Shopper,Midnight Madness,837079.97,299,2799.60,505.99,4982.21
Electronics,Premium Shopper,Mystery Discount Days,1082038.55,376,2877.76,504.90,4986.91
Electronics,Premium Shopper,New Arrival Showcase,873703.08,319,2738.88,524.62,4995.38
Electronics,Premium Shopper,New Product Launch Promo,869224.01,322,2699.45,501.14,4994.66
Electronics,Premium Shopper,New Year Kickoff,1077829.62,386,2792.30,512.45,4984.12
Electronics,Premium Shopper,Price Drop Parade,858512.32,306,2805.60,514.25,4979.51
Electronics,Premium Shopper,Red Tag Clearance,895244.11,329,2721.11,536.21,4991.96
Electronics,Premium Shopper,Seasonal Surprise Box,962384.88,353,2726.30,531.63,4967.23
Electronics,Premium Shopper,Shop & Save Spectacular,938678.81,334,2810.42,563.04,4971.05
Electronics,Premium Shopper,Smart Shopper Week,917889.27,335,2739.97,505.80,4994.28
Electronics,Premium Shopper,Spring Refresh Event,927615.96,336,2760.76,509.24,4997.79
Electronics,Premium Shopper,Spring Splash Discounts,897262.04,323,2777.90,504.23,4994.76
Electronics,Premium Shopper,Summer Sizzle Promo,875564.91,310,2824.40,512.69,4990.62
Electronics,Premium Shopper,Super Savings Week,957562.32,348,2751.62,504.67,4996.76
Electronics,Premium Shopper,Ultimate Value Event,949595.98,345,2752.45,511.37,4999.13
Electronics,Premium Shopper,VIP Access Sale,918860.48,352,2610.40,503.41,4985.32
Electronics,Premium Shopper,Weekend Warrior Specials,887107.49,319,2780.90,505.55,4975.67
Electronics,Premium Shopper,Winter Clearance Carnival,964881.72,361,2672.80,514.39,4983.88
Electronics,Premium Shopper,Winter Wonders Sale,906044.42,347,2611.08,501.34,4997.71
Furniture,Budget Shopper,12 Days of Deals,938258.39,330,2843.21,513.03,4991.30
Furniture,Budget Shopper,Autumn Deals Drive,880411.10,328,2684.18,527.94,4996.10
Furniture,Budget Shopper,BOGO Blitz,1002487.56,366,2739.04,503.27,4958.49
Furniture,Budget Shopper,Back to School Boost,919982.80,341,2697.90,518.12,4984.77
Furniture,Budget Shopper,Birthday Bash Sale,863848.93,321,2691.12,505.39,4999.90
Furniture,Budget Shopper,Black Friday Blowout,962243.90,349,2757.15,508.66,4960.60
Furniture,Budget Shopper,Cart Crasher Campaign,873216.16,313,2789.83,525.72,4995.62
Furniture,Budget Shopper,Cashback Carnival,965598.82,348,2774.71,511.49,4954.76
Furniture,Budget Shopper,Clearance Countdown,946796.13,346,2736.41,500.93,4995.77
Furniture,Budget Shopper,Countdown to Savings,928943.65,349,2661.73,531.05,4997.53
Furniture,Budget Shopper,Customer Appreciation Week,909076.67,336,2705.59,506.32,4993.47
Furniture,Budget Shopper,Cyber Monday Mania,916137.95,312,2936.34,502.75,4993.83
Furniture,Budget Shopper,Deal of the Month,932722.37,340,2743.30,507.09,4999.11
Furniture,Budget Shopper,Double Points Bonanza,915645.09,330,2774.68,526.68,4962.57
Furniture,Budget Shopper,Early Bird Specials,887662.09,329,2698.06,510.66,4995.21
Furniture,Budget Shopper,End of Season Sale,871705.62,313,2785.00,525.92,4981.33
Furniture,Budget Shopper,Exclusive Insider Offers,901167.41,330,2730.81,516.07,4955.46
Furniture,Budget Shopper,Festive Fever Promo,986717.24,356,2771.68,506.57,4987.04
Furniture,Budget Shopper,Final Call Frenzy,899242.68,326,2758.41,502.39,4993.72
Furniture,Budget Shopper,Flash Frenzy Friday,898715.05,336,2674.75,521.21,4998.41
Furniture,Budget Shopper,"Gift More, Spend Less",966633.30,346,2793.74,510.14,4985.87
Furniture,Budget Shopper,Golden Hour Bargains,956304.44,333,2871.79,503.86,4997.28
Furniture,Budget Shopper,Green Weekend Deals,911391.95,328,2778.63,509.75,4995.24
Furniture,Budget Shopper,Happy Hour Discounts,853569.70,311,2744.60,513.87,4986.41
Furniture,Budget Shopper,Holiday Shopping Rush,826888.50,301,2747.14,555.28,4989.87
Furniture,Budget Shopper,Hot Picks Promo,957580.57,333,2875.62,511.15,4994.45
Furniture,Budget Shopper,Instant Gratification Sale,931440.31,347,2684.27,503.79,4983.48
Furniture,Budget Shopper,Limited Time Treasures,941977.53,354,2660.95,504.94,4997.33
Furniture,Budget Shopper,Loyalty Rewards Blast,807779.95,298,2710.67,503.05,4978.10
Furniture,Budget Shopper,Mega Weekend Bonanza,961826.23,357,2694.19,504.49,4982.15
Furniture,Budget Shopper,Mid-Year Madness,878791.89,327,2687.44,516.46,4999.77
Furniture,Budget Shopper,Midnight Madness,938890.29,331,2836.53,519.74,4986.53
Furniture,Budget Shopper,Mystery Discount Days,880682.22,321,2743.56,503.79,4987.15
Furniture,Budget Shopper,New Arrival Showcase,831223.85,310,2681.37,526.70,4989.50
Furniture,Budget Shopper,New Product Launch Promo,925942.36,357,2593.68,534.57,4995.52
Furniture,Budget Shopper,New Year Kickoff,895310.20,336,2664.61,504.13,4990.71
Furniture,Budget Shopper,Price Drop Parade,891192.06,328,2717.05,515.18,4979.58
Furniture,Budget Shopper,Red Tag Clearance,959575.62,348,2757.40,503.77,4976.91
Furniture,Budget Shopper,Seasonal Surprise Box,1062050.18,385,2758.57,504.75,4998.54
Furniture,Budget Shopper,Shop & Save Spectacular,901968.39,335,2692.44,516.22,4992.11
Furniture,Budget Shopper,Smart Shopper Week,855855.62,306,2796.91,502.36,4996.17
Furniture,Budget Shopper,Spring Refresh Event,991036.48,370,2678.48,501.41,4997.69
Furniture,Budget Shopper,Spring Splash Discounts,918178.86,316,2905.63,506.06,4998.36
Furniture,Budget Shopper,Summer Sizzle Promo,976512.24,361,2705.02,516.51,4992.32
Furniture,Budget Shopper,Super Savings Week,1030520.35,354,2911.07,507.93,4991.69
Furniture,Budget Shopper,Ultimate Value Event,785029.65,286,2744.86,502.47,4938.42
Furniture,Budget Shopper,VIP Access Sale,917426.12,325,2822.85,512.62,4994.17
Furniture,Budget Shopper,Weekend Warrior Specials,877247.77,323,2715.94,501.67,4999.39
Furniture,Budget Shopper,Winter Clearance Carnival,906806.56,336,2698.83,505.98,4990.80
Furniture,Budget Shopper,Winter Wonders Sale,945194.11,357,2647.60,512.61,4965.98
Furniture,Churn Risk,12 Days of Deals,1029118.22,361,2850.74,518.52,4989.95
Furniture,Churn Risk,Autumn Deals Drive,996683.10,353,2823.46,513.29,4996.09
Furniture,Churn Risk,BOGO Blitz,921186.90,341,2701.43,535.66,4986.49
Furniture,Churn Risk,Back to School Boost,1016877.75,367,2770.78,535.47,4984.57
Furniture,Churn Risk,Birthday Bash Sale,989650.38,344,2876.89,507.97,4985.32
Furniture,Churn Risk,Black Friday Blowout,963592.14,355,2714.34,503.75,4985.53
Furniture,Churn Risk,Cart Crasher Campaign,917770.00,343,2675.71,508.04,4980.27
Furniture,Churn Risk,Cashback Carnival,939467.58,346,2715.22,527.33,4999.22
Furniture,Churn Risk,Clearance Countdown,850350.92,312,2725.48,547.99,4995.19
Furniture,Churn Risk,Countdown to Savings,923641.63,325,2841.97,531.88,4996.16
Furniture,Churn Risk,Customer Appreciation Week,922501.03,349,2643.27,504.82,4994.87
Furniture,Churn Risk,Cyber Monday Mania,839377.42,306,2743.06,513.45,4990.19
Furniture,Churn Risk,Deal of the Month,954965.53,348,2744.15,501.02,4983.90
Furniture,Churn Risk,Double Points Bonanza,984357.42,375,2624.95,509.59,4991.43
Furniture,Churn Risk,Early Bird Specials,878934.58,317,2772.66,527.89,4990.56
Furniture,Churn Risk,End of Season Sale,815180.92,305,2672.72,510.38,4987.50
Furniture,Churn Risk,Exclusive Insider Offers,879035.58,316,2781.76,511.93,4980.80
Furniture,Churn Risk,Festive Fever Promo,883841.14,327,2702.88,540.84,4983.00
Furniture,Churn Risk,Final Call Frenzy,906575.36,329,2755.55,501.06,4979.44
Furniture,Churn Risk,Flash Frenzy Friday,924566.26,333,2776.48,519.92,4990.62
Furniture,Churn Risk,"Gift More, Spend Less",931585.57,342,2723.93,500.71,4980.37
Furniture,Churn Risk,Golden Hour Bargains,857296.33,308,2783.43,502.72,4981.94
Furniture,Churn Risk,Green Weekend Deals,933282.44,337,2769.38,504.20,4999.33
Furniture,Churn Risk,Happy Hour Discounts,995797.17,353,2820.96,508.72,4983.88
Furniture,Churn Risk,Holiday Shopping Rush,945308.95,333,2838.77,507.19,4997.57
Furniture,Churn Risk,Hot Picks Promo,957809.73,350,2736.60,507.15,4988.80
Furniture,Churn Risk,Instant Gratification Sale,887880.47,314,2827.64,519.16,4999.03
Furniture,Churn Risk,Limited Time Treasures,1006303.57,356,2826.70,509.42,4997.24
Furniture,Churn Risk,Loyalty Rewards Blast,816407.54,319,2559.27,513.35,4977.60
Furniture,Churn Risk,Mega Weekend Bonanza,843042.92,305,2764.08,502.08,4984.22
Furniture,Churn Risk,Mid-Year Madness,856918.33,314,2729.04,516.15,4984.30
Furniture,Churn Risk,Midnight Madness,893167.80,332,2690.26,504.23,4995.95
Furniture,Churn Risk,Mystery Discount Days,932789.05,346,2695.92,519.89,4995.76
