brand,customer_segment,salesperson_role,sum_amount,count,avg_amount,min_amount,max_amount
Home Centre,High Value,Sales Associate,2459751.40,887,2773.11,508.98,4999.68
Home Centre,High Value,Salesperson,2305172.45,827,2787.39,506.50,4996.74
Home Centre,High Value,Senior Salesperson,2152854.53,793,2714.82,504.85,4992.73
Home Centre,In-Store Regular,Manager,2221444.87,801,2773.34,506.27,4998.42
Home Centre,In-Store Regular,Sales Associate,2429606.28,895,2714.64,514.16,4996.28
Home Centre,In-Store Regular,Salesperson,2394519.08,858,2790.81,501.98,4996.63
Home Centre,In-Store Regular,Senior Salesperson,1993017.88,711,2803.12,503.22,4998.45
Home Centre,Loyal Customer,Manager,2432317.10,880,2764.00,501.07,4986.42
Home Centre,Loyal Customer,Sales Associate,2650721.89,947,2799.07,508.05,4997.65
Home Centre,Loyal Customer,Salesperson,2360695.99,855,2761.05,514.26,4997.86
Home Centre,Loyal Customer,Senior Salesperson,2065184.81,735,2809.78,510.68,4994.64
Home Centre,Occasional Shopper,Manager,2335940.12,844,2767.70,507.02,4999.60
Home Centre,Occasional Shopper,Sales Associate,2557629.60,921,2777.01,519.82,4995.33
Home Centre,Occasional Shopper,Salesperson,2201153.18,797,2761.80,500.92,4995.30
Home Centre,Occasional Shopper,Senior Salesperson,2272750.29,839,2708.88,501.75,4996.19
Home Centre,Online Shopper,Manager,2488172.66,883,2817.86,508.03,4992.01
Home Centre,Online Shopper,Sales Associate,2411859.74,863,2794.74,511.73,4997.78
Home Centre,Online Shopper,Salesperson,2500671.10,915,2732.97,500.35,4998.52
Home Centre,Online Shopper,Senior Salesperson,2022541.03,711,2844.64,519.55,4994.35
Home Centre,Premium Shopper,Manager,2420935.62,875,2766.78,501.66,4982.38
Home Centre,Premium Shopper,Sales Associate,2269406.57,836,2714.60,506.02,4996.95
Home Centre,Premium Shopper,Salesperson,2460684.03,861,2857.94,500.23,4997.47
Home Centre,Premium Shopper,Senior Salesperson,2087927.72,753,2772.81,510.13,4997.41
IKEA,Budget Shopper,Manager,2296531.22,841,2730.71,503.05,4997.53
IKEA,Budget Shopper,Sales Associate,2352381.48,873,2694.60,505.02,4995.21
IKEA,Budget Shopper,Salesperson,2425889.34,865,2804.50,503.79,4991.30
IKEA,Budget Shopper,Senior Salesperson,2050582.90,767,2673.51,503.89,4984.77
IKEA,Churn Risk,Manager,2400671.73,888,2703.46,507.97,4999.21
IKEA,Churn Risk,Sales Associate,2317769.02,848,2733.22,508.91,4991.43
IKEA,Churn Risk,Salesperson,2472161.17,875,2825.33,500.71,4997.57
IKEA,Churn Risk,Senior Salesperson,1971315.79,732,2693.05,501.95,4964.95
IKEA,Deal Seeker,Manager,2235272.47,822,2719.31,505.37,4986.41
IKEA,Deal Seeker,Sales Associate,2486327.98,884,2812.59,510.32,4996.37
IKEA,Deal Seeker,Salesperson,2175176.38,817,2662.39,502.50,4999.12
IKEA,Deal Seeker,Senior Salesperson,2094316.41,770,2719.89,524.63,4995.00
IKEA,First-time Buyer,Manager,2407668.84,868,2773.81,520.61,4992.85
IKEA,First-time Buyer,Sales Associate,2613759.88,942,2774.69,503.76,4998.36
IKEA,First-time Buyer,Salesperson,2726996.03,972,2805.55,507.08,4998.03
IKEA,First-time Buyer,Senior Salesperson,1899293.89,696,2728.87,508.99,4997.56
IKEA,High Value,Manager,2307947.46,834,2767.32,510.71,4988.47
IKEA,High Value,Sales Associate,2303222.98,854,2696.98,510.39,4993.52
IKEA,High Value,Salesperson,2359463.99,854,2762.84,501.52,4995.87
IKEA,High Value,Senior Salesperson,2124830.22,796,2669.38,501.39,4995.42
IKEA,In-Store Regular,Manager,2090062.14,750,2786.75,510.34,4995.61
IKEA,In-Store Regular,Sales Associate,2688475.70,943,2850.98,500.31,4998.78
IKEA,In-Store Regular,Salesperson,2384354.98,871,2737.49,505.68,4967.65
IKEA,In-Store Regular,Senior Salesperson,1905948.67,686,2778.35,500.06,4979.83
IKEA,Loyal Customer,Manager,2363187.71,864,2735.17,502.21,4996.31
IKEA,Loyal Customer,Sales Associate,2523696.43,899,2807.23,503.86,4999.69
IKEA,Loyal Customer,Salesperson,2423665.41,897,2701.97,501.83,4998.56
IKEA,Loyal Customer,Senior Salesperson,2127247.57,781,2723.75,503.96,4998.66
IKEA,Occasional Shopper,Manager,2241753.74,812,2760.78,501.84,4996.79
IKEA,Occasional Shopper,Sales Associate,2533213.50,912,2777.65,501.89,4996.22
IKEA,Occasional Shopper,Salesperson,2276336.16,846,2690.70,508.35,4993.62
IKEA,Occasional Shopper,Senior Salesperson,2111653.97,773,2731.76,501.43,4996.87
IKEA,Online Shopper,Manager,2393780.21,857,2793.21,506.75,4996.82
IKEA,Online Shopper,Sales Associate,2420237.77,876,2762.83,501.50,4985.95
IKEA,Online Shopper,Salesperson,2422068.53,895,2706.22,501.83,4997.00
IKEA,Online Shopper,Senior Salesperson,2059952.36,764,2696.27,502.15,4996.35
IKEA,Premium Shopper,Manager,2251532.35,838,2686.79,508.28,4974.86
IKEA,Premium Shopper,Sales Associate,2455297.80,873,2812.48,504.41,4998.88
IKEA,Premium Shopper,Salesperson,2433839.30,866,2810.44,500.31,4998.21
IKEA,Premium Shopper,Senior Salesperson,2109990.38,760,2776.30,514.75,4996.11
Kellogg's,Budget Shopper,Manager,2274384.23,826,2753.49,500.68,4985.95
Kellogg's,Budget Shopper,Sales Associate,2350898.30,861,2730.43,503.94,4995.84
Kellogg's,Budget Shopper,Salesperson,2452388.16,880,2786.80,500.73,4992.48
Kellogg's,Budget Shopper,Senior Salesperson,2052911.84,733,2800.70,508.38,4998.35
Kellogg's,Churn Risk,Manager,2275366.01,824,2761.37,504.29,4998.35
Kellogg's,Churn Risk,Sales Associate,2375069.67,879,2702.01,501.42,4998.93
Kellogg's,Churn Risk,Salesperson,2613424.88,941,2777.28,512.47,4999.85
Kellogg's,Churn Risk,Senior Salesperson,2084302.29,753,2768.00,511.91,4982.62
Kellogg's,Deal Seeker,Manager,2355555.66,856,2751.82,506.03,4995.66
Kellogg's,Deal Seeker,Sales Associate,2429261.45,878,2766.81,503.08,4995.00
Kellogg's,Deal Seeker,Salesperson,2477969.08,881,2812.68,507.78,4998.59
Kellogg's,Deal Seeker,Senior Salesperson,2066931.71,752,2748.58,501.79,4999.80
Kellogg's,First-time Buyer,Manager,2216913.22,821,2700.26,518.31,4998.17
Kellogg's,First-time Buyer,Sales Associate,2433381.37,870,2796.99,518.53,4999.20
Kellogg's,First-time Buyer,Salesperson,2401578.65,856,2805.58,500.64,4979.99
Kellogg's,First-time Buyer,Senior Salesperson,2174776.88,789,2756.37,505.75,4996.77
Kellogg's,High Value,Manager,2301867.02,824,2793.53,500.95,4998.78
Kellogg's,High Value,Sales Associate,2489821.61,907,2745.12,503.26,4997.12
Kellogg's,High Value,Salesperson,2413330.66,904,2669.61,504.20,4991.82
Kellogg's,High Value,Senior Salesperson,1994843.18,714,2793.90,500.54,4998.64
Kellogg's,In-Store Regular,Manager,2297872.43,815,2819.48,516.63,4999.58
Kellogg's,In-Store Regular,Sales Associate,2314999.52,835,2772.45,504.22,4994.70
Kellogg's,In-Store Regular,Salesperson,2417389.77,873,2769.06,500.16,4999.70
Kellogg's,In-Store Regular,Senior Salesperson,2097160.07,753,2785.07,503.39,4991.85
Kellogg's,Loyal Customer,Manager,2122055.26,789,2689.55,500.37,4995.77
Kellogg's,Loyal Customer,Sales Associate,2324637.75,840,2767.43,504.34,4999.73
Kellogg's,Loyal Customer,Salesperson,2503410.14,899,2784.66,519.67,4999.50
Kellogg's,Loyal Customer,Senior Salesperson,2033914.32,736,2763.47,505.38,4999.96
Kellogg's,Occasional Shopper,Manager,2150882.88,788,2729.55,502.08,4991.74
Kellogg's,Occasional Shopper,Sales Associate,2424520.08,876,2767.72,531.74,4996.77
Kellogg's,Occasional Shopper,Salesperson,2243617.08,851,2636.45,504.51,4992.48
Kellogg's,Occasional Shopper,Senior Salesperson,2095097.86,760,2756.71,502.74,4995.35
Kellogg's,Online Shopper,Manager,2139065.04,770,2778.01,500.12,4986.34
Kellogg's,Online Shopper,Sales Associate,2508927.62,925,2712.35,517.84,4998.79
Kellogg's,Online Shopper,Salesperson,2378783.70,862,2759.61,509.93,4997.53
Kellogg's,Online Shopper,Senior Salesperson,2017159.04,730,2763.23,505.76,4999.82
Kellogg's,Premium Shopper,Manager,2299337.07,853,2695.59,507.06,4997.75
Kellogg's,Premium Shopper,Sales Associate,2500426.91,919,2720.81,500.98,4999.51
Kellogg's,Premium Shopper,Salesperson,2425836.16,873,2778.74,501.56,4999.86
Kellogg's,Premium Shopper,Senior Salesperson,2021007.60,727,2779.93,500.73,4996.69
LG,Budget Shopper,Manager,4269432.32,1566,2726.33,502.00,4996.41
LG,Budget Shopper,Sales Associate,4865778.13,1775,2741.28,500.72,4991.58
LG,Budget Shopper,Salesperson,4792325.86,1726,2776.55,502.26,4999.25
LG,Budget Shopper,Senior Salesperson,4137579.17,1512,2736.49,510.44,4998.29
LG,Churn Risk,Manager,4563183.12,1649,2767.24,500.17,4999.15
LG,Churn Risk,Sales Associate,5067211.07,1838,2756.92,509.65,4996.70
LG,Churn Risk,Salesperson,4878192.96,1733,2814.88,502.35,4997.94
LG,Churn Risk,Senior Salesperson,4136319.16,1500,2757.55,501.34,4993.63
LG,Deal Seeker,Manager,4756406.47,1722,2762.14,503.07,4997.76
LG,Deal Seeker,Sales Associate,4926953.68,1793,2747.88,502.50,4997.66
LG,Deal Seeker,Salesperson,4793440.30,1733,2765.98,500.92,4998.54
LG,Deal Seeker,Senior Salesperson,4204629.65,1494,2814.34,512.65,4998.59
LG,First-time Buyer,Manager,4678759.88,1689,2770.14,501.40,4996.40
LG,First-time Buyer,Sales Associate,4819375.49,1724,2795.46,500.75,4999.11
LG,First-time Buyer,Salesperson,4969846.97,1804,2754.90,506.25,4999.75
LG,First-time Buyer,Senior Salesperson,4046688.50,1475,2743.52,502.44,4999.02
LG,High Value,Manager,4717071.25,1711,2756.91,501.39,4999.91
LG,High Value,Sales Associate,4760711.08,1736,2742.35,500.70,4999.77
LG,High Value,Salesperson,4646855.89,1691,2747.99,502.05,4998.72
LG,High Value,Senior Salesperson,4347908.76,1553,2799.68,504.82,4999.45
LG,In-Store Regular,Manager,4319414.60,1583,2728.63,501.76,4998.70
LG,In-Store Regular,Sales Associate,4882261.62,1764,2767.72,500.93,4998.01
LG,In-Store Regular,Salesperson,4687038.00,1725,2717.12,504.72,4998.42
LG,In-Store Regular,Senior Salesperson,3889993.79,1410,2758.86,510.45,4999.09
LG,Loyal Customer,Manager,4541449.69,1687,2692.03,503.19,4995.58
LG,Loyal Customer,Sales Associate,4560594.05,1676,2721.12,504.23,4997.12
LG,Loyal Customer,Salesperson,4963242.43,1828,2715.12,502.74,4999.43
LG,Loyal Customer,Senior Salesperson,4291153.94,1553,2763.14,501.38,4995.91
LG,Occasional Shopper,Manager,4612975.14,1685,2737.67,500.28,4998.42
LG,Occasional Shopper,Sales Associate,4637368.69,1697,2732.69,501.39,4994.99
LG,Occasional Shopper,Salesperson,4617090.11,1690,2732.01,505.95,4998.03
LG,Occasional Shopper,Senior Salesperson,3993815.36,1481,2696.70,501.06,4997.14
LG,Online Shopper,Manager,4579327.59,1668,2745.40,502.18,4996.22
LG,Online Shopper,Sales Associate,4761984.85,1748,2724.25,500.36,4997.61
LG,Online Shopper,Salesperson,4736985.95,1720,2754.06,502.51,4998.62
LG,Online Shopper,Senior Salesperson,4263846.38,1561,2731.48,503.23,4999.46
LG,Premium Shopper,Manager,4687881.66,1697,2762.45,502.79,4995.22
LG,Premium Shopper,Sales Associate,4992466.69,1799,2775.13,505.99,4997.79
LG,Premium Shopper,Salesperson,4934682.91,1773,2783.24,503.22,4996.89
LG,Premium Shopper,Senior Salesperson,4122497.77,1477,2791.13,504.90,4995.82
Levi's,Budget Shopper,Manager,2270228.23,813,2792.41,504.62,4991.32
Levi's,Budget Shopper,Sales Associate,2432881.04,915,2658.89,501.09,4996.69
Levi's,Budget Shopper,Salesperson,2163144.24,801,2700.55,516.12,4992.48
Levi's,Budget Shopper,Senior Salesperson,2277163.28,803,2835.82,505.15,4996.92
Levi's,Churn Risk,Manager,2458654.83,887,2771.88,500.17,4995.43
Levi's,Churn Risk,Sales Associate,2508320.95,920,2726.44,501.38,4987.56
Levi's,Churn Risk,Salesperson,2379443.72,857,2776.48,506.96,4996.75
Levi's,Churn Risk,Senior Salesperson,2221140.61,812,2735.39,504.15,4997.36
Levi's,Deal Seeker,Manager,2382772.09,859,2773.89,514.47,4998.11
Levi's,Deal Seeker,Sales Associate,2434650.02,906,2687.25,501.70,4988.14
Levi's,Deal Seeker,Salesperson,2565654.74,925,2773.68,502.63,4998.97
Levi's,Deal Seeker,Senior Salesperson,2060766.29,750,2747.69,502.02,4960.57
Levi's,First-time Buyer,Manager,2308564.39,839,2751.57,500.37,4996.53
Levi's,First-time Buyer,Sales Associate,2369811.45,855,2771.71,500.27,4987.49
Levi's,First-time Buyer,Salesperson,2434294.01,880,2766.24,502.13,4996.15
Levi's,First-time Buyer,Senior Salesperson,2228787.18,780,2857.42,509.56,4993.74
Levi's,High Value,Manager,2312496.13,844,2739.92,510.90,4990.21
Levi's,High Value,Sales Associate,2463654.30,887,2777.51,501.71,4999.26
Levi's,High Value,Salesperson,2407513.77,864,2786.47,513.09,4976.47
Levi's,High Value,Senior Salesperson,1921764.04,714,2691.55,514.01,4993.83
Levi's,In-Store Regular,Manager,2256590.06,822,2745.24,501.02,4999.21
Levi's,In-Store Regular,Sales Associate,2579165.50,928,2779.27,500.60,4999.49
Levi's,In-Store Regular,Salesperson,2247184.40,827,2717.27,504.55,4997.25
Levi's,In-Store Regular,Senior Salesperson,2135446.06,768,2780.53,502.23,4989.84
Levi's,Loyal Customer,Manager,2253532.30,817,2758.30,502.97,4982.90
Levi's,Loyal Customer,Sales Associate,2416134.25,876,2758.14,508.09,4999.85
Levi's,Loyal Customer,Salesperson,2400514.05,872,2752.88,501.94,4999.97
Levi's,Loyal Customer,Senior Salesperson,2070424.47,750,2760.57,503.91,4996.66
Levi's,Occasional Shopper,Manager,2194595.75,817,2686.16,521.34,4978.14
Levi's,Occasional Shopper,Sales Associate,2465768.59,916,2691.89,501.31,4991.37
Levi's,Occasional Shopper,Salesperson,2368272.08,863,2744.23,501.79,4992.74
Levi's,Occasional Shopper,Senior Salesperson,2030294.81,743,2732.56,509.30,4994.57
Levi's,Online Shopper,Manager,2299661.02,844,2724.72,501.14,4996.33
Levi's,Online Shopper,Sales Associate,2390905.61,866,2760.86,500.12,4992.50
Levi's,Online Shopper,Salesperson,2521068.00,896,2813.69,510.92,4985.08
Levi's,Online Shopper,Senior Salesperson,2205711.47,792,2784.99,507.39,4999.60
Levi's,Premium Shopper,Manager,2237510.84,801,2793.40,500.17,4960.70
Levi's,Premium Shopper,Sales Associate,2274158.67,845,2691.31,501.18,4987.96
Levi's,Premium Shopper,Salesperson,2471871.11,891,2774.27,507.09,4998.56
Levi's,Premium Shopper,Senior Salesperson,1926342.60,721,2671.77,507.23,4996.42
Nestle,Budget Shopper,Manager,2232989.81,810,2756.78,501.93,4987.95
Nestle,Budget Shopper,Sales Associate,2200134.76,830,2650.76,505.33,4997.60
Nestle,Budget Shopper,Salesperson,2451087.04,878,2791.67,511.89,4991.68
Nestle,Budget Shopper,Senior Salesperson,2036160.97,733,2777.85,505.54,4999.39
Nestle,Churn Risk,Manager,2186651.43,771,2836.12,502.79,4990.79
Nestle,Churn Risk,Sales Associate,2427407.82,885,2742.83,505.92,4998.26
Nestle,Churn Risk,Salesperson,2310587.63,835,2767.17,502.13,4998.94
Nestle,Churn Risk,Senior Salesperson,2066344.41,777,2659.39,502.89,4996.08
Nestle,Deal Seeker,Manager,2306806.60,824,2799.52,500.60,4999.70
Nestle,Deal Seeker,Sales Associate,2546472.66,915,2783.03,502.91,4998.90
Nestle,Deal Seeker,Salesperson,2519723.98,920,2738.83,507.76,4997.42
Nestle,Deal Seeker,Senior Salesperson,2049676.43,744,2754.94,515.37,4999.88
Nestle,First-time Buyer,Manager,2253060.15,828,2721.09,501.65,4996.80
Nestle,First-time Buyer,Sales Associate,2548132.21,924,2757.72,502.53,4998.08
Nestle,First-time Buyer,Salesperson,2089048.53,783,2668.01,504.13,4998.49
Nestle,First-time Buyer,Senior Salesperson,2004404.38,747,2683.27,511.52,4999.88
Nestle,High Value,Manager,2281833.38,848,2690.84,501.12,4996.03
Nestle,High Value,Sales Associate,2249906.57,825,2727.16,501.31,4986.81
Nestle,High Value,Salesperson,2338990.02,854,2738.86,502.46,4992.95
Nestle,High Value,Senior Salesperson,2141371.58,781,2741.83,503.45,4992.79
Nestle,In-Store Regular,Manager,2390377.81,845,2828.85,504.57,4992.67
Nestle,In-Store Regular,Sales Associate,2418424.43,859,2815.40,506.67,4999.92
Nestle,In-Store Regular,Salesperson,2360584.16,856,2757.69,500.36,4996.98
Nestle,In-Store Regular,Senior Salesperson,1987461.97,744,2671.32,500.03,4998.37
Nestle,Loyal Customer,Manager,2344247.29,842,2784.14,507.54,4991.83
Nestle,Loyal Customer,Sales Associate,2489470.68,880,2828.94,530.96,4995.79
Nestle,Loyal Customer,Salesperson,2425990.13,859,2824.20,515.84,4997.31
Nestle,Loyal Customer,Senior Salesperson,2086478.01,755,2763.55,504.24,4990.33
Nestle,Occasional Shopper,Manager,2339738.28,851,2749.40,504.45,4995.36
Nestle,Occasional Shopper,Sales Associate,2412896.63,871,2770.26,502.78,4998.22
Nestle,Occasional Shopper,Salesperson,2443218.35,884,2763.82,515.16,4997.95
Nestle,Occasional Shopper,Senior Salesperson,2037553.17,745,2734.97,501.97,4993.82
Nestle,Online Shopper,Manager,2257524.19,821,2749.72,501.89,4997.02
Nestle,Online Shopper,Sales Associate,2456671.35,894,2747.95,514.39,4999.06
Nestle,Online Shopper,Salesperson,2350375.25,856,2745.77,501.06,4982.66
Nestle,Online Shopper,Senior Salesperson,2033604.24,758,2682.86,502.24,4994.82
Nestle,Premium Shopper,Manager,2133298.27,764,2792.28,503.00,4990.45
Nestle,Premium Shopper,Sales Associate,2428290.71,902,2692.12,501.53,4998.48
Nestle,Premium Shopper,Salesperson,2409593.60,855,2818.24,502.43,4996.20
Nestle,Premium Shopper,Senior Salesperson,2129390.80,774,2751.15,509.00,4989.61
Nike,Budget Shopper,Manager,4681436.74,1678,2789.89,501.91,4999.12
Nike,Budget Shopper,Sales Associate,4918253.68,1791,2746.09,502.91,4992.54
Nike,Budget Shopper,Salesperson,4789937.50,1738,2756.01,503.37,4996.03
Nike,Budget Shopper,Senior Salesperson,4373551.48,1564,2796.39,500.80,4999.08
Nike,Churn Risk,Manager,4728010.84,1711,2763.30,501.18,4998.22
Nike,Churn Risk,Sales Associate,4857335.97,1768,2747.36,502.55,4998.73
Nike,Churn Risk,Salesperson,4861729.30,1766,2752.96,500.82,4999.04
Nike,Churn Risk,Senior Salesperson,4180853.37,1522,2746.95,500.07,4999.05
Nike,Deal Seeker,Manager,4644687.52,1714,2709.85,500.55,4997.10
Nike,Deal Seeker,Sales Associate,5101441.79,1820,2802.99,500.14,4997.60
Nike,Deal Seeker,Salesperson,4644287.72,1725,2692.34,501.05,4999.02
Nike,Deal Seeker,Senior Salesperson,4134466.29,1502,2752.64,501.15,4999.44
Nike,First-time Buyer,Manager,4533410.99,1677,2703.29,501.63,4992.45
Nike,First-time Buyer,Sales Associate,4855757.20,1774,2737.18,507.57,4999.02
Nike,First-time Buyer,Salesperson,4814438.82,1749,2752.68,500.01,4998.86
Nike,First-time Buyer,Senior Salesperson,4300427.49,1528,2814.42,504.72,4998.40
Nike,High Value,Manager,4625752.80,1697,2725.84,500.14,4999.11
Nike,High Value,Sales Associate,4641746.87,1683,2758.02,500.77,4999.95
Nike,High Value,Salesperson,4934033.29,1732,2848.75,501.48,4998.95
Nike,High Value,Senior Salesperson,4296732.61,1554,2764.95,502.52,4997.66
Nike,In-Store Regular,Manager,4885468.34,1753,2786.92,502.42,4993.71
Nike,In-Store Regular,Sales Associate,4748829.54,1752,2710.52,502.32,4998.83
Nike,In-Store Regular,Salesperson,4949237.81,1793,2760.31,506.75,4999.33
Nike,In-Store Regular,Senior Salesperson,3918379.34,1456,2691.19,501.97,4998.73
Nike,Loyal Customer,Manager,4604275.36,1655,2782.04,501.30,4999.83
Nike,Loyal Customer,Sales Associate,4990646.42,1819,2743.62,501.50,4998.97
Nike,Loyal Customer,Salesperson,4797406.04,1758,2728.90,502.19,4998.67
Nike,Loyal Customer,Senior Salesperson,4174702.90,1534,2721.45,501.07,4993.88
Nike,Occasional Shopper,Manager,4632339.18,1712,2705.81,501.20,4999.75
Nike,Occasional Shopper,Sales Associate,5073601.83,1828,2775.49,501.25,4998.50
Nike,Occasional Shopper,Salesperson,4836107.79,1759,2749.35,502.13,4999.19
Nike,Occasional Shopper,Senior Salesperson,4106973.69,1495,2747.14,500.65,4998.21
Nike,Online Shopper,Manager,4397829.80,1586,2772.91,501.71,4996.32
Nike,Online Shopper,Sales Associate,4860283.99,1755,2769.39,502.80,4992.25
Nike,Online Shopper,Salesperson,4723702.05,1714,2755.95,500.43,4996.67
Nike,Online Shopper,Senior Salesperson,4313703.13,1535,2810.23,500.29,4998.41
Nike,Premium Shopper,Manager,4654914.11,1654,2814.34,504.47,4999.67
Nike,Premium Shopper,Sales Associate,4796766.65,1750,2741.01,500.72,4999.19
Nike,Premium Shopper,Salesperson,4726232.67,1699,2781.77,500.79,4997.81
Nike,Premium Shopper,Senior Salesperson,4157476.33,1475,2818.63,500.31,4996.44
Panasonic,Budget Shopper,Manager,2334215.54,831,2808.92,503.08,4998.61
Panasonic,Budget Shopper,Sales Associate,2307978.33,827,2790.78,505.86,4998.92
Panasonic,Budget Shopper,Salesperson,2330234.50,834,2794.05,500.80,4999.40
Panasonic,Budget Shopper,Senior Salesperson,2018847.21,728,2773.14,500.59,4995.54
Panasonic,Churn Risk,Manager,2366693.33,852,2777.81,501.05,4997.13
Panasonic,Churn Risk,Sales Associate,2411450.13,878,2746.53,501.57,4996.82
Panasonic,Churn Risk,Salesperson,2428631.96,878,2766.10,500.20,4999.64
Panasonic,Churn Risk,Senior Salesperson,2035592.69,744,2736.01,502.31,4987.21
Panasonic,Deal Seeker,Manager,2403916.18,871,2759.95,508.52,4999.75
Panasonic,Deal Seeker,Sales Associate,2408139.80,878,2742.76,504.48,4987.95
Panasonic,Deal Seeker,Salesperson,2464038.39,867,2842.03,500.49,4998.59
Panasonic,Deal Seeker,Senior Salesperson,2052240.76,764,2686.18,500.14,4996.66
Panasonic,First-time Buyer,Manager,2177903.77,786,2770.87,503.56,4999.78
Panasonic,First-time Buyer,Sales Associate,2407550.44,898,2681.01,510.13,4999.90
Panasonic,First-time Buyer,Salesperson,2372389.97,873,2717.51,507.16,4999.67
Panasonic,First-time Buyer,Senior Salesperson,2137944.65,771,2772.95,504.47,4996.10
Panasonic,High Value,Manager,2263227.52,821,2756.67,503.72,4990.51
Panasonic,High Value,Sales Associate,2549912.98,935,2727.18,502.39,4993.18
Panasonic,High Value,Salesperson,2378244.17,872,2727.34,505.63,4996.64
Panasonic,High Value,Senior Salesperson,2068769.86,735,2814.65,518.76,4998.89
Panasonic,In-Store Regular,Manager,2201340.80,815,2701.03,501.86,4994.22
Panasonic,In-Store Regular,Sales Associate,2504497.34,913,2743.15,514.36,4999.60
Panasonic,In-Store Regular,Salesperson,2500071.59,915,2732.32,507.31,4994.43
Panasonic,In-Store Regular,Senior Salesperson,2313262.64,828,2793.80,502.83,4999.96
Panasonic,Loyal Customer,Manager,2300314.21,829,2774.81,500.20,4997.54
Panasonic,Loyal Customer,Sales Associate,2419133.15,896,2699.93,523.11,4992.01
Panasonic,Loyal Customer,Salesperson,2409392.79,871,2766.24,502.12,4990.97
Panasonic,Loyal Customer,Senior Salesperson,1967397.40,711,2767.08,502.33,4994.59
Panasonic,Occasional Shopper,Manager,2384006.18,874,2727.70,510.02,4991.97
Panasonic,Occasional Shopper,Sales Associate,2553215.14,909,2808.82,511.07,4998.19
Panasonic,Occasional Shopper,Salesperson,2495308.04,878,2842.04,507.71,4995.38
Panasonic,Occasional Shopper,Senior Salesperson,2061278.82,744,2770.54,500.15,4989.89
Panasonic,Online Shopper,Manager,2386394.71,864,2762.03,503.43,4989.22
Panasonic,Online Shopper,Sales Associate,2499142.99,877,2849.65,510.30,4999.83
Panasonic,Online Shopper,Salesperson,2463857.63,882,2793.49,500.09,4988.33
Panasonic,Online Shopper,Senior Salesperson,2029480.41,738,2749.97,517.28,4998.72
Panasonic,Premium Shopper,Manager,2107578.09,775,2719.46,506.88,4999.87
Panasonic,Premium Shopper,Sales Associate,2438896.41,906,2691.94,501.34,4994.76
Panasonic,Premium Shopper,Salesperson,2383779.20,859,2775.06,500.34,4986.38
Panasonic,Premium Shopper,Senior Salesperson,2166557.41,758,2858.26,500.51,4995.80
Pepperfry,Budget Shopper,Manager,2380660.75,882,2699.16,503.79,4995.62
Pepperfry,Budget Shopper,Sales Associate,2262076.93,831,2722.11,506.32,4994.17
Pepperfry,Budget Shopper,Salesperson,2346493.68,842,2786.81,514.73,4998.41
Pepperfry,Budget Shopper,Senior Salesperson,2136301.97,754,2833.29,516.07,4998.54
Pepperfry,Churn Risk,Manager,2197062.34,802,2739.48,513.45,4995.95
Pepperfry,Churn Risk,Sales Associate,2414889.32,864,2795.01,501.02,4999.03
Pepperfry,Churn Risk,Salesperson,2393061.57,875,2734.93,504.32,4983.82
Pepperfry,Churn Risk,Senior Salesperson,2157489.83,772,2794.68,514.75,4998.89
Pepperfry,Deal Seeker,Manager,2402520.55,866,2774.27,501.05,4984.79
Pepperfry,Deal Seeker,Sales Associate,2427534.77,881,2755.43,500.56,4997.80
Pepperfry,Deal Seeker,Salesperson,2492843.63,887,2810.42,514.56,4998.62
Pepperfry,Deal Seeker,Senior Salesperson,2077151.06,763,2722.35,503.24,4996.70
Pepperfry,First-time Buyer,Manager,2255554.18,805,2801.93,505.61,4987.38
Pepperfry,First-time Buyer,Sales Associate,2254838.05,822,2743.11,501.84,4999.26
Pepperfry,First-time Buyer,Salesperson,2365182.71,857,2759.84,505.26,4998.48
Pepperfry,First-time Buyer,Senior Salesperson,2076788.94,771,2693.63,501.27,4996.89
Pepperfry,High Value,Manager,2455088.12,869,2825.19,507.71,4985.49
Pepperfry,High Value,Sales Associate,2463490.90,893,2758.67,502.67,4987.91
Pepperfry,High Value,Salesperson,2408428.10,872,2761.96,502.41,4999.47
Pepperfry,High Value,Senior Salesperson,1998257.26,723,2763.84,506.57,4998.32
Pepperfry,In-Store Regular,Manager,2146439.33,781,2748.32,517.48,4991.13
Pepperfry,In-Store Regular,Sales Associate,2433476.20,876,2777.94,508.01,4993.83
Pepperfry,In-Store Regular,Salesperson,2243468.90,821,2732.61,509.73,4990.25
Pepperfry,In-Store Regular,Senior Salesperson,2211204.72,790,2798.99,513.37,4998.58
Pepperfry,Loyal Customer,Manager,2290703.66,860,2663.61,504.85,4994.60
Pepperfry,Loyal Customer,Sales Associate,2330749.85,833,2798.02,513.55,4999.16
Pepperfry,Loyal Customer,Salesperson,2325700.08,843,2758.84,501.63,4997.12
Pepperfry,Loyal Customer,Senior Salesperson,2030155.20,748,2714.11,506.46,4998.96
Pepperfry,Occasional Shopper,Manager,2323341.31,838,2772.48,500.89,4996.52
Pepperfry,Occasional Shopper,Sales Associate,2417170.70,893,2706.80,501.59,4996.83
Pepperfry,Occasional Shopper,Salesperson,2506571.89,893,2806.91,504.44,4997.66
Pepperfry,Occasional Shopper,Senior Salesperson,2007316.30,720,2787.94,500.36,4998.24
Pepperfry,Online Shopper,Manager,2569656.22,922,2787.05,510.82,4998.77
