category,brand,store_type,salesperson_role,sum_amount,count,avg_amount,min_amount,max_amount
Home Appliances,Samsung,Small Stores / Shops,Sales Associate,8158430.77,2945,2770.27,500.21,4999.98
Home Appliances,Samsung,Small Stores / Shops,Salesperson,8009780.99,2948,2717.02,500.09,4999.87
Home Appliances,Samsung,Small Stores / Shops,Senior Salesperson,6829486.71,2517,2713.34,500.17,4999.22
Home Appliances,Samsung,Supermarkets ,Manager,8114738.67,2953,2747.96,502.11,4998.07
Home Appliances,Samsung,Supermarkets ,Sales Associate,8296466.13,2990,2774.74,500.68,4997.89
Home Appliances,Samsung,Supermarkets ,Salesperson,7897955.18,2864,2757.67,500.99,4999.66
Home Appliances,Samsung,Supermarkets ,Senior Salesperson,7278135.11,2647,2749.58,500.36,4999.21
Home Appliances,Whirlpool,Large Malls / Complexes,Manager,7520794.76,2710,2775.20,501.18,4999.74
Home Appliances,Whirlpool,Large Malls / Complexes,Sales Associate,7806036.55,2857,2732.25,502.08,4998.47
Home Appliances,Whirlpool,Large Malls / Complexes,Salesperson,7393668.42,2675,2763.99,500.61,4995.61
Home Appliances,Whirlpool,Large Malls / Complexes,Senior Salesperson,6617684.73,2453,2697.79,502.82,4998.83
Home Appliances,Whirlpool,Small Stores / Shops,Manager,7964066.91,2904,2742.45,502.22,4998.46
Home Appliances,Whirlpool,Small Stores / Shops,Sales Associate,8086543.73,2955,2736.56,501.49,4999.78
Home Appliances,Whirlpool,Small Stores / Shops,Salesperson,7883440.97,2897,2721.24,500.69,4999.73
Home Appliances,Whirlpool,Small Stores / Shops,Senior Salesperson,6966605.95,2506,2779.97,500.21,4998.33
Home Appliances,Whirlpool,Supermarkets ,Manager,7876677.24,2863,2751.20,505.46,4999.93
Home Appliances,Whirlpool,Supermarkets ,Sales Associate,8182761.00,2978,2747.74,501.35,4999.38
Home Appliances,Whirlpool,Supermarkets ,Salesperson,8223134.98,3014,2728.31,501.53,4999.48
Home Appliances,Whirlpool,Supermarkets ,Senior Salesperson,7448222.99,2671,2788.55,501.55,4999.12
Sports & Outdoors,Adidas,Large Malls / Complexes,Manager,7412667.11,2653,2794.07,500.43,4998.18
Sports & Outdoors,Adidas,Large Malls / Complexes,Sales Associate,7822421.18,2849,2745.67,503.01,4998.10
Sports & Outdoors,Adidas,Large Malls / Complexes,Salesperson,7704816.62,2776,2775.51,501.08,4995.87
Sports & Outdoors,Adidas,Large Malls / Complexes,Senior Salesperson,6801766.47,2460,2764.95,500.23,4998.24
Sports & Outdoors,Adidas,Small Stores / Shops,Manager,7683526.00,2777,2766.84,507.68,4999.05
Sports & Outdoors,Adidas,Small Stores / Shops,Sales Associate,8187548.14,2966,2760.47,502.59,4999.78
Sports & Outdoors,Adidas,Small Stores / Shops,Salesperson,7955408.50,2901,2742.30,503.31,4997.05
Sports & Outdoors,Adidas,Small Stores / Shops,Senior Salesperson,7063607.15,2571,2747.42,500.73,4995.17
Sports & Outdoors,Adidas,Supermarkets ,Manager,7851376.68,2802,2802.06,500.33,4998.83
Sports & Outdoors,Adidas,Supermarkets ,Sales Associate,8179540.04,2937,2785.00,503.76,4999.33
Sports & Outdoors,Adidas,Supermarkets ,Salesperson,7945337.88,2886,2753.06,500.89,4995.87
Sports & Outdoors,Adidas,Supermarkets ,Senior Salesperson,7419964.97,2739,2709.01,501.44,4996.37
Sports & Outdoors,Decathlon,Large Malls / Complexes,Manager,7167887.03,2581,2777.17,500.07,4995.74
Sports & Outdoors,Decathlon,Large Malls / Complexes,Sales Associate,7441385.13,2693,2763.23,500.42,4998.97
Sports & Outdoors,Decathlon,Large Malls / Complexes,Salesperson,7670659.68,2779,2760.22,501.50,4997.18
Sports & Outdoors,Decathlon,Large Malls / Complexes,Senior Salesperson,6313464.01,2349,2687.72,501.43,4997.59
Sports & Outdoors,Decathlon,Small Stores / Shops,Manager,7702601.14,2810,2741.14,500.22,4996.23
Sports & Outdoors,Decathlon,Small Stores / Shops,Sales Associate,8303826.81,3019,2750.52,500.23,4998.94
Sports & Outdoors,Decathlon,Small Stores / Shops,Salesperson,8193782.53,2967,2761.64,500.15,4999.25
Sports & Outdoors,Decathlon,Small Stores / Shops,Senior Salesperson,6995320.09,2511,2785.87,502.80,4997.17
Sports & Outdoors,Decathlon,Supermarkets ,Manager,7911783.82,2907,2721.63,505.25,4999.97
Sports & Outdoors,Decathlon,Supermarkets ,Sales Associate,8441146.47,3083,2737.97,500.09,4999.17
Sports & Outdoors,Decathlon,Supermarkets ,Salesperson,8182360.30,2992,2734.75,500.60,4999.77
Sports & Outdoors,Decathlon,Supermarkets ,Senior Salesperson,7327202.01,2658,2756.66,502.21,4999.49
Sports & Outdoors,Nike,Large Malls / Complexes,Manager,7490212.82,2727,2746.69,504.23,4995.45
Sports & Outdoors,Nike,Large Malls / Complexes,Sales Associate,7654755.00,2788,2745.61,503.69,4999.19
Sports & Outdoors,Nike,Large Malls / Complexes,Salesperson,7424542.16,2671,2779.69,503.37,4999.02
Sports & Outdoors,Nike,Large Malls / Complexes,Senior Salesperson,6501406.45,2373,2739.74,501.80,4997.66
Sports & Outdoors,Nike,Small Stores / Shops,Manager,7958847.00,2876,2767.33,500.14,4999.83
Sports & Outdoors,Nike,Small Stores / Shops,Sales Associate,8076146.33,2900,2784.88,503.94,4998.97
Sports & Outdoors,Nike,Small Stores / Shops,Salesperson,8118873.98,2942,2759.64,500.01,4996.11
Sports & Outdoors,Nike,Small Stores / Shops,Senior Salesperson,7302029.36,2613,2794.50,500.07,4999.44
Sports & Outdoors,Nike,Supermarkets ,Manager,8008038.74,2935,2728.46,501.18,4996.57
Sports & Outdoors,Nike,Supermarkets ,Sales Associate,8479825.03,3151,2691.15,501.50,4999.02
Sports & Outdoors,Nike,Supermarkets ,Salesperson,8516072.48,3083,2762.27,505.18,4998.69
Sports & Outdoors,Nike,Supermarkets ,Senior Salesperson,7398836.64,2654,2787.81,500.31,4999.05
Sports & Outdoors,Puma,Large Malls / Complexes,Manager,7444276.21,2680,2777.72,501.96,4998.69
Sports & Outdoors,Puma,Large Malls / Complexes,Sales Associate,7648369.92,2761,2770.14,500.10,4999.78
Sports & Outdoors,Puma,Large Malls / Complexes,Salesperson,7365253.73,2715,2712.80,500.37,4998.09
Sports & Outdoors,Puma,Large Malls / Complexes,Senior Salesperson,6634316.32,2417,2744.86,501.93,4999.61
Sports & Outdoors,Puma,Small Stores / Shops,Manager,7788882.41,2800,2781.74,500.04,4997.71
Sports & Outdoors,Puma,Small Stores / Shops,Sales Associate,8219730.57,2987,2751.83,502.43,4996.57
Sports & Outdoors,Puma,Small Stores / Shops,Salesperson,8093935.71,2993,2704.29,500.41,4998.46
Sports & Outdoors,Puma,Small Stores / Shops,Senior Salesperson,7410916.92,2727,2717.61,500.03,4997.06
Sports & Outdoors,Puma,Supermarkets ,Manager,8022405.02,2906,2760.63,500.04,4995.80
Sports & Outdoors,Puma,Supermarkets ,Sales Associate,8353919.33,3031,2756.16,504.11,4997.56
Sports & Outdoors,Puma,Supermarkets ,Salesperson,7985320.83,2917,2737.51,500.66,4999.89
Sports & Outdoors,Puma,Supermarkets ,Senior Salesperson,7439431.61,2681,2774.87,500.81,4997.46
Sports & Outdoors,Reebok,Large Malls / Complexes,Manager,7395550.53,2717,2721.95,503.56,4999.34
Sports & Outdoors,Reebok,Large Malls / Complexes,Sales Associate,7974844.41,2897,2752.79,502.11,4996.62
Sports & Outdoors,Reebok,Large Malls / Complexes,Salesperson,7853563.23,2840,2765.34,500.30,4996.59
Sports & Outdoors,Reebok,Large Malls / Complexes,Senior Salesperson,6801798.37,2439,2788.77,500.26,4996.40
Sports & Outdoors,Reebok,Small Stores / Shops,Manager,7813289.94,2828,2762.83,500.50,4999.30
Sports & Outdoors,Reebok,Small Stores / Shops,Sales Associate,8064208.60,2894,2786.53,500.37,4996.75
Sports & Outdoors,Reebok,Small Stores / Shops,Salesperson,8006053.70,2921,2740.86,501.32,4999.65
Sports & Outdoors,Reebok,Small Stores / Shops,Senior Salesperson,6996862.40,2565,2727.82,501.12,4998.61
Sports & Outdoors,Reebok,Supermarkets ,Manager,7867290.69,2871,2740.26,500.04,4998.53
Sports & Outdoors,Reebok,Supermarkets ,Sales Associate,8536777.43,3093,2760.03,504.14,4999.33
Sports & Outdoors,Reebok,Supermarkets ,Salesperson,8154887.93,2945,2769.06,502.16,4999.55
Sports & Outdoors,Reebok,Supermarkets ,Senior Salesperson,7222531.24,2638,2737.88,502.81,4999.53
