category,customer_segment,store_type,campaign_name,sum_amount,count,avg_amount,min_amount,max_amount
Electronics,Occasional Shopper,Supermarkets ,Smart Shopper Week,306630.08,105,2920.29,545.59,4979.57
Electronics,Occasional Shopper,Supermarkets ,Spring Refresh Event,338464.49,128,2644.25,556.85,4934.65
Electronics,Occasional Shopper,Supermarkets ,Super Savings Week,301507.42,113,2668.21,510.02,4971.00
Electronics,Occasional Shopper,Supermarkets ,Ultimate Value Event,323880.37,120,2699.00,518.67,4933.70
Electronics,Occasional Shopper,Supermarkets ,VIP Access Sale,312340.53,113,2764.08,583.63,4965.04
Electronics,Occasional Shopper,Supermarkets ,Weekend Warrior Specials,312204.96,119,2623.57,510.55,4962.71
Electronics,Occasional Shopper,Supermarkets ,Winter Wonders Sale,349520.66,131,2668.10,529.63,4989.20
Electronics,Online Shopper,Large Malls / Complexes,Black Friday Blowout,335482.77,122,2749.86,520.50,4947.97
Electronics,Online Shopper,Large Malls / Complexes,Cart Crasher Campaign,307678.10,108,2848.87,513.54,4980.79
Electronics,Online Shopper,Large Malls / Complexes,Cashback Carnival,308984.45,106,2914.95,517.32,4964.29
Electronics,Online Shopper,Large Malls / Complexes,Cyber Monday Mania,307057.52,114,2693.49,518.12,4991.06
Electronics,Online Shopper,Large Malls / Complexes,Deal of the Month,350180.77,123,2847.00,521.04,4995.33
Electronics,Online Shopper,Large Malls / Complexes,Exclusive Insider Offers,362836.13,124,2926.10,503.43,4963.09
Electronics,Online Shopper,Large Malls / Complexes,Final Call Frenzy,320251.88,113,2834.09,573.15,4992.32
Electronics,Online Shopper,Large Malls / Complexes,Flash Frenzy Friday,331008.60,116,2853.52,532.57,4999.95
Electronics,Online Shopper,Large Malls / Complexes,Green Weekend Deals,311143.71,114,2729.33,525.13,4971.54
Electronics,Online Shopper,Large Malls / Complexes,Happy Hour Discounts,315274.61,112,2814.95,539.84,4941.41
Electronics,Online Shopper,Large Malls / Complexes,Limited Time Treasures,301405.64,100,3014.06,533.05,4963.49
Electronics,Online Shopper,Large Malls / Complexes,Loyalty Rewards Blast,307620.64,116,2651.90,507.60,4992.76
Electronics,Online Shopper,Large Malls / Complexes,Mystery Discount Days,311340.96,111,2804.87,500.77,4975.69
Electronics,Online Shopper,Large Malls / Complexes,New Arrival Showcase,387689.85,128,3028.83,579.45,4947.10
Electronics,Online Shopper,Large Malls / Complexes,New Product Launch Promo,301362.67,117,2575.75,519.03,4925.80
Electronics,Online Shopper,Large Malls / Complexes,New Year Kickoff,301130.55,110,2737.55,515.37,4834.14
Electronics,Online Shopper,Large Malls / Complexes,Red Tag Clearance,335216.55,121,2770.38,570.54,4980.72
Electronics,Online Shopper,Large Malls / Complexes,Ultimate Value Event,306032.87,107,2860.12,538.84,4998.93
Electronics,Online Shopper,Large Malls / Complexes,VIP Access Sale,327205.20,115,2845.26,536.16,4960.73
Electronics,Online Shopper,Large Malls / Complexes,Weekend Warrior Specials,302874.31,112,2704.23,606.27,4998.12
Electronics,Online Shopper,Large Malls / Complexes,Winter Wonders Sale,319479.13,115,2778.08,517.28,4996.43
Electronics,Online Shopper,Small Stores / Shops,12 Days of Deals,333871.58,118,2829.42,552.29,4956.30
Electronics,Online Shopper,Small Stores / Shops,BOGO Blitz,336264.08,118,2849.70,624.65,4885.47
Electronics,Online Shopper,Small Stores / Shops,Back to School Boost,351675.79,128,2747.47,599.38,4971.07
Electronics,Online Shopper,Small Stores / Shops,Birthday Bash Sale,319676.49,120,2663.97,501.02,4901.14
Electronics,Online Shopper,Small Stores / Shops,Cart Crasher Campaign,314004.68,109,2880.78,518.86,4898.21
Electronics,Online Shopper,Small Stores / Shops,Cashback Carnival,349739.20,118,2963.89,525.06,4998.33
Electronics,Online Shopper,Small Stores / Shops,Clearance Countdown,302695.14,110,2751.77,569.84,4893.15
Electronics,Online Shopper,Small Stores / Shops,Countdown to Savings,311180.77,108,2881.30,549.87,4993.48
Electronics,Online Shopper,Small Stores / Shops,Deal of the Month,321463.49,128,2511.43,569.94,4967.62
Electronics,Online Shopper,Small Stores / Shops,Double Points Bonanza,370947.68,138,2688.03,522.75,4980.39
Electronics,Online Shopper,Small Stores / Shops,Early Bird Specials,316021.92,118,2678.15,547.40,4977.50
Electronics,Online Shopper,Small Stores / Shops,End of Season Sale,382422.88,133,2875.36,549.98,4995.06
Electronics,Online Shopper,Small Stores / Shops,Exclusive Insider Offers,300142.77,109,2753.60,516.57,4951.83
Electronics,Online Shopper,Small Stores / Shops,Flash Frenzy Friday,309442.60,112,2762.88,533.60,4989.98
Electronics,Online Shopper,Small Stores / Shops,Golden Hour Bargains,338179.99,120,2818.17,543.91,4975.56
Electronics,Online Shopper,Small Stores / Shops,Green Weekend Deals,309159.02,114,2711.92,571.04,4927.95
Electronics,Online Shopper,Small Stores / Shops,Happy Hour Discounts,327710.21,117,2800.94,546.51,4975.94
Electronics,Online Shopper,Small Stores / Shops,Holiday Shopping Rush,307764.48,111,2772.65,519.29,4988.74
Electronics,Online Shopper,Small Stores / Shops,Hot Picks Promo,316208.21,112,2823.29,577.63,4955.02
Electronics,Online Shopper,Small Stores / Shops,Mega Weekend Bonanza,300280.43,107,2806.36,617.33,4984.93
Electronics,Online Shopper,Small Stores / Shops,Mid-Year Madness,307802.21,113,2723.91,536.76,4980.11
Electronics,Online Shopper,Small Stores / Shops,New Arrival Showcase,328455.05,118,2783.52,574.99,4961.78
Electronics,Online Shopper,Small Stores / Shops,New Product Launch Promo,316507.38,116,2728.51,527.41,4962.53
Electronics,Online Shopper,Small Stores / Shops,New Year Kickoff,315891.32,116,2723.20,512.61,4971.73
Electronics,Online Shopper,Small Stores / Shops,Red Tag Clearance,364601.64,124,2940.34,535.93,4990.57
Electronics,Online Shopper,Small Stores / Shops,Seasonal Surprise Box,317477.81,112,2834.62,580.64,4974.70
Electronics,Online Shopper,Small Stores / Shops,Shop & Save Spectacular,334087.06,122,2738.42,550.31,4994.26
Electronics,Online Shopper,Small Stores / Shops,Smart Shopper Week,319827.20,113,2830.33,661.26,4987.18
Electronics,Online Shopper,Small Stores / Shops,Spring Splash Discounts,344063.27,117,2940.71,517.15,4973.89
Electronics,Online Shopper,Small Stores / Shops,Ultimate Value Event,339989.03,119,2857.05,531.06,4959.70
Electronics,Online Shopper,Small Stores / Shops,Weekend Warrior Specials,304959.89,112,2722.86,508.70,4949.25
Electronics,Online Shopper,Small Stores / Shops,Winter Wonders Sale,315702.87,115,2745.24,509.63,4968.63
Electronics,Online Shopper,Supermarkets ,Autumn Deals Drive,319430.07,114,2802.02,537.72,4975.49
Electronics,Online Shopper,Supermarkets ,BOGO Blitz,324076.18,120,2700.63,552.84,4951.00
Electronics,Online Shopper,Supermarkets ,Black Friday Blowout,371092.76,129,2876.69,514.53,4998.72
Electronics,Online Shopper,Supermarkets ,Cart Crasher Campaign,342805.95,125,2742.45,502.78,4998.84
Electronics,Online Shopper,Supermarkets ,Cashback Carnival,365700.36,134,2729.11,515.50,4978.78
Electronics,Online Shopper,Supermarkets ,Clearance Countdown,303112.57,115,2635.76,510.87,4971.31
Electronics,Online Shopper,Supermarkets ,Countdown to Savings,397113.76,137,2898.64,534.73,4989.36
Electronics,Online Shopper,Supermarkets ,Cyber Monday Mania,319145.75,113,2824.30,505.16,4933.35
Electronics,Online Shopper,Supermarkets ,Double Points Bonanza,330796.99,112,2953.54,568.16,4978.25
Electronics,Online Shopper,Supermarkets ,Early Bird Specials,337915.95,120,2815.97,544.75,4989.29
Electronics,Online Shopper,Supermarkets ,End of Season Sale,325578.34,116,2806.71,527.68,4978.91
Electronics,Online Shopper,Supermarkets ,Flash Frenzy Friday,308929.35,109,2834.21,510.30,4929.56
Electronics,Online Shopper,Supermarkets ,"Gift More, Spend Less",314452.27,112,2807.61,583.28,4931.12
Electronics,Online Shopper,Supermarkets ,Golden Hour Bargains,312126.33,112,2786.84,526.52,4950.08
Electronics,Online Shopper,Supermarkets ,Green Weekend Deals,321187.00,108,2973.95,517.70,4944.92
Electronics,Online Shopper,Supermarkets ,Happy Hour Discounts,322051.33,109,2954.60,510.62,4985.65
Electronics,Online Shopper,Supermarkets ,Holiday Shopping Rush,322034.04,119,2706.17,503.23,4922.56
Electronics,Online Shopper,Supermarkets ,Hot Picks Promo,309792.45,111,2790.92,683.09,4962.86
Electronics,Online Shopper,Supermarkets ,Instant Gratification Sale,347798.23,123,2827.63,501.85,4996.98
Electronics,Online Shopper,Supermarkets ,Loyalty Rewards Blast,317073.73,118,2687.07,503.58,4964.70
Electronics,Online Shopper,Supermarkets ,Midnight Madness,340736.20,120,2839.47,500.93,4984.00
Electronics,Online Shopper,Supermarkets ,Mystery Discount Days,340962.32,126,2706.05,511.46,4915.83
Electronics,Online Shopper,Supermarkets ,New Arrival Showcase,363465.58,127,2861.93,555.69,4908.09
Electronics,Online Shopper,Supermarkets ,New Product Launch Promo,333253.71,128,2603.54,511.01,4995.68
Electronics,Online Shopper,Supermarkets ,New Year Kickoff,329745.94,117,2818.34,503.50,4972.00
Electronics,Online Shopper,Supermarkets ,Price Drop Parade,369446.62,126,2932.12,532.84,4997.91
Electronics,Online Shopper,Supermarkets ,Seasonal Surprise Box,317559.45,120,2646.33,500.70,4971.59
Electronics,Online Shopper,Supermarkets ,Smart Shopper Week,344599.55,129,2671.31,513.03,4983.19
Electronics,Online Shopper,Supermarkets ,Spring Splash Discounts,365429.47,133,2747.59,565.28,4933.80
Electronics,Online Shopper,Supermarkets ,Summer Sizzle Promo,328193.66,106,3096.17,533.83,4962.28
Electronics,Online Shopper,Supermarkets ,Super Savings Week,388940.61,136,2859.86,518.20,4990.19
Electronics,Online Shopper,Supermarkets ,Ultimate Value Event,333790.09,120,2781.58,558.32,4981.74
Electronics,Online Shopper,Supermarkets ,VIP Access Sale,316148.40,114,2773.23,534.56,4967.20
Electronics,Online Shopper,Supermarkets ,Weekend Warrior Specials,307203.87,108,2844.48,510.23,4907.77
Electronics,Online Shopper,Supermarkets ,Winter Wonders Sale,315923.50,113,2795.78,558.71,4968.42
Electronics,Premium Shopper,Large Malls / Complexes,BOGO Blitz,317034.39,108,2935.50,507.85,4979.64
Electronics,Premium Shopper,Large Malls / Complexes,Cart Crasher Campaign,315416.72,118,2673.02,512.48,4973.77
Electronics,Premium Shopper,Large Malls / Complexes,Cashback Carnival,316442.80,115,2751.68,516.58,4951.18
Electronics,Premium Shopper,Large Malls / Complexes,Customer Appreciation Week,302684.04,107,2828.82,533.94,4990.76
Electronics,Premium Shopper,Large Malls / Complexes,Cyber Monday Mania,300128.35,115,2609.81,512.79,4960.28
Electronics,Premium Shopper,Large Malls / Complexes,Deal of the Month,335826.63,124,2708.28,517.41,4898.69
Electronics,Premium Shopper,Large Malls / Complexes,Double Points Bonanza,317899.28,107,2971.02,666.41,4980.28
Electronics,Premium Shopper,Large Malls / Complexes,End of Season Sale,313298.98,117,2677.77,504.05,4998.76
Electronics,Premium Shopper,Large Malls / Complexes,Flash Frenzy Friday,333951.03,123,2715.05,522.07,4973.02
Electronics,Premium Shopper,Large Malls / Complexes,Happy Hour Discounts,332088.53,118,2814.31,532.38,4927.01
Electronics,Premium Shopper,Large Malls / Complexes,Holiday Shopping Rush,316298.58,111,2849.54,538.73,4959.14
Electronics,Premium Shopper,Large Malls / Complexes,Limited Time Treasures,322092.14,110,2928.11,630.56,4957.75
Electronics,Premium Shopper,Large Malls / Complexes,Mystery Discount Days,394361.36,128,3080.95,526.64,4959.25
Electronics,Premium Shopper,Large Malls / Complexes,New Year Kickoff,393474.62,143,2751.57,555.44,4984.12
Electronics,Premium Shopper,Large Malls / Complexes,Spring Refresh Event,310508.42,109,2848.70,509.24,4963.79
Electronics,Premium Shopper,Large Malls / Complexes,Spring Splash Discounts,307533.25,108,2847.53,504.23,4954.18
Electronics,Premium Shopper,Large Malls / Complexes,Super Savings Week,303547.82,106,2863.66,539.52,4996.76
Electronics,Premium Shopper,Large Malls / Complexes,VIP Access Sale,307089.02,114,2693.76,523.40,4928.16
Electronics,Premium Shopper,Large Malls / Complexes,Winter Clearance Carnival,305458.82,119,2566.88,514.39,4983.06
Electronics,Premium Shopper,Small Stores / Shops,12 Days of Deals,302811.96,113,2679.75,534.38,4980.33
Electronics,Premium Shopper,Small Stores / Shops,BOGO Blitz,318104.39,119,2673.15,521.02,4955.25
Electronics,Premium Shopper,Small Stores / Shops,Back to School Boost,304782.29,114,2673.53,537.13,4960.80
Electronics,Premium Shopper,Small Stores / Shops,Birthday Bash Sale,342208.29,121,2828.17,506.88,4988.13
Electronics,Premium Shopper,Small Stores / Shops,Black Friday Blowout,302475.23,107,2826.87,573.03,4982.42
Electronics,Premium Shopper,Small Stores / Shops,Cart Crasher Campaign,337898.45,119,2839.48,503.57,4952.90
Electronics,Premium Shopper,Small Stores / Shops,Clearance Countdown,343832.11,128,2686.19,577.17,4986.00
Electronics,Premium Shopper,Small Stores / Shops,Cyber Monday Mania,318026.72,111,2865.11,564.74,4986.38
Electronics,Premium Shopper,Small Stores / Shops,Deal of the Month,304866.77,106,2876.10,515.37,4967.46
Electronics,Premium Shopper,Small Stores / Shops,Double Points Bonanza,333824.75,117,2853.20,527.59,4972.75
Electronics,Premium Shopper,Small Stores / Shops,Early Bird Specials,347240.77,130,2671.08,506.68,4991.77
Electronics,Premium Shopper,Small Stores / Shops,End of Season Sale,308832.58,103,2998.37,598.88,4966.50
Electronics,Premium Shopper,Small Stores / Shops,Exclusive Insider Offers,316665.53,118,2683.61,559.53,4988.42
Electronics,Premium Shopper,Small Stores / Shops,Festive Fever Promo,324852.26,119,2729.85,503.82,4955.36
Electronics,Premium Shopper,Small Stores / Shops,Final Call Frenzy,338812.04,125,2710.50,535.75,4996.78
Electronics,Premium Shopper,Small Stores / Shops,"Gift More, Spend Less",319386.74,122,2617.92,508.46,4997.81
Electronics,Premium Shopper,Small Stores / Shops,Happy Hour Discounts,324995.04,117,2777.74,536.60,4932.93
Electronics,Premium Shopper,Small Stores / Shops,Instant Gratification Sale,301015.42,117,2572.78,514.96,4977.85
Electronics,Premium Shopper,Small Stores / Shops,Loyalty Rewards Blast,346141.43,127,2725.52,500.73,4970.76
Electronics,Premium Shopper,Small Stores / Shops,Mega Weekend Bonanza,350590.84,128,2738.99,532.53,4953.54
Electronics,Premium Shopper,Small Stores / Shops,Mid-Year Madness,326961.33,108,3027.42,500.34,4950.97
Electronics,Premium Shopper,Small Stores / Shops,Midnight Madness,304515.97,104,2928.04,539.30,4944.36
Electronics,Premium Shopper,Small Stores / Shops,Mystery Discount Days,337599.65,115,2935.65,543.27,4986.91
Electronics,Premium Shopper,Small Stores / Shops,New Arrival Showcase,329903.97,120,2749.20,544.20,4916.47
Electronics,Premium Shopper,Small Stores / Shops,New Product Launch Promo,300331.73,113,2657.80,518.01,4973.07
Electronics,Premium Shopper,Small Stores / Shops,New Year Kickoff,300073.63,106,2830.88,512.45,4797.69
Electronics,Premium Shopper,Small Stores / Shops,Seasonal Surprise Box,344420.58,124,2777.59,531.63,4967.23
Electronics,Premium Shopper,Small Stores / Shops,Shop & Save Spectacular,356638.29,123,2899.50,600.46,4933.48
Electronics,Premium Shopper,Small Stores / Shops,Spring Refresh Event,315886.04,112,2820.41,572.83,4993.03
Electronics,Premium Shopper,Small Stores / Shops,Super Savings Week,331131.77,126,2628.03,504.67,4971.09
Electronics,Premium Shopper,Small Stores / Shops,Ultimate Value Event,317305.15,117,2712.01,658.78,4937.50
Electronics,Premium Shopper,Small Stores / Shops,Winter Wonders Sale,307235.28,113,2718.90,521.18,4997.71
Electronics,Premium Shopper,Supermarkets ,12 Days of Deals,348047.65,124,2806.84,554.56,4986.67
Electronics,Premium Shopper,Supermarkets ,Autumn Deals Drive,358360.89,118,3036.96,535.79,4995.69
Electronics,Premium Shopper,Supermarkets ,Back to School Boost,323106.44,113,2859.35,518.61,4997.92
Electronics,Premium Shopper,Supermarkets ,Black Friday Blowout,304706.83,108,2821.36,538.99,4999.87
Electronics,Premium Shopper,Supermarkets ,Cart Crasher Campaign,334333.30,127,2632.55,568.77,4976.29
Electronics,Premium Shopper,Supermarkets ,Cashback Carnival,342937.24,117,2931.09,500.51,4987.73
Electronics,Premium Shopper,Supermarkets ,Clearance Countdown,340598.58,128,2660.93,548.24,4995.80
Electronics,Premium Shopper,Supermarkets ,Countdown to Savings,360534.88,128,2816.68,556.11,4995.30
Electronics,Premium Shopper,Supermarkets ,Customer Appreciation Week,317698.12,116,2738.78,507.42,4927.32
Electronics,Premium Shopper,Supermarkets ,Cyber Monday Mania,319340.78,112,2851.26,526.23,4943.45
Electronics,Premium Shopper,Supermarkets ,Deal of the Month,349568.31,123,2842.02,520.13,4954.01
Electronics,Premium Shopper,Supermarkets ,End of Season Sale,316726.16,120,2639.38,538.94,4932.14
Electronics,Premium Shopper,Supermarkets ,Exclusive Insider Offers,334091.35,117,2855.48,610.67,4985.88
Electronics,Premium Shopper,Supermarkets ,Flash Frenzy Friday,302250.74,118,2561.45,520.05,4982.10
Electronics,Premium Shopper,Supermarkets ,"Gift More, Spend Less",338042.86,115,2939.50,515.52,4961.64
Electronics,Premium Shopper,Supermarkets ,Green Weekend Deals,302791.91,111,2727.86,516.16,4970.11
Electronics,Premium Shopper,Supermarkets ,Happy Hour Discounts,359097.36,131,2741.20,507.06,4985.69
Electronics,Premium Shopper,Supermarkets ,Holiday Shopping Rush,323390.01,120,2694.92,516.51,4917.01
Electronics,Premium Shopper,Supermarkets ,Hot Picks Promo,357292.77,124,2881.39,648.41,4991.75
Electronics,Premium Shopper,Supermarkets ,Instant Gratification Sale,312712.31,121,2584.40,509.28,4956.65
Electronics,Premium Shopper,Supermarkets ,Limited Time Treasures,347736.12,122,2850.30,502.69,4980.41
Electronics,Premium Shopper,Supermarkets ,Mega Weekend Bonanza,334519.91,125,2676.16,502.17,4977.51
Electronics,Premium Shopper,Supermarkets ,Midnight Madness,320620.71,114,2812.46,537.46,4982.21
Electronics,Premium Shopper,Supermarkets ,Mystery Discount Days,350077.54,133,2632.16,504.90,4958.64
Electronics,Premium Shopper,Supermarkets ,New Product Launch Promo,333126.25,120,2776.05,501.14,4994.66
Electronics,Premium Shopper,Supermarkets ,New Year Kickoff,384281.37,137,2804.97,536.17,4975.10
Electronics,Premium Shopper,Supermarkets ,Price Drop Parade,331332.63,113,2932.15,588.91,4974.43
Electronics,Premium Shopper,Supermarkets ,Red Tag Clearance,328255.61,115,2854.40,538.02,4984.04
Electronics,Premium Shopper,Supermarkets ,Seasonal Surprise Box,328322.77,119,2759.01,630.68,4936.82
Electronics,Premium Shopper,Supermarkets ,Shop & Save Spectacular,329323.27,122,2699.37,643.96,4923.66
Electronics,Premium Shopper,Supermarkets ,Smart Shopper Week,344818.42,122,2826.38,561.16,4994.28
Electronics,Premium Shopper,Supermarkets ,Spring Refresh Event,301221.50,115,2619.32,516.09,4997.79
Electronics,Premium Shopper,Supermarkets ,Spring Splash Discounts,313562.16,113,2774.89,538.70,4994.76
Electronics,Premium Shopper,Supermarkets ,Summer Sizzle Promo,312802.98,112,2792.88,542.64,4969.07
Electronics,Premium Shopper,Supermarkets ,Super Savings Week,322882.73,116,2783.47,566.69,4983.60
Electronics,Premium Shopper,Supermarkets ,Ultimate Value Event,336400.92,123,2734.97,511.37,4999.13
Electronics,Premium Shopper,Supermarkets ,VIP Access Sale,312657.18,122,2562.76,557.90,4946.17
Electronics,Premium Shopper,Supermarkets ,Weekend Warrior Specials,319663.43,113,2828.88,530.43,4959.23
Electronics,Premium Shopper,Supermarkets ,Winter Clearance Carnival,362853.11,129,2812.81,575.75,4983.88
Electronics,Premium Shopper,Supermarkets ,Winter Wonders Sale,322158.59,125,2577.27,533.46,4981.01
Furniture,Budget Shopper,Large Malls / Complexes,12 Days of Deals,303064.07,106,2859.09,531.14,4991.30
Furniture,Budget Shopper,Large Malls / Complexes,Autumn Deals Drive,301235.35,109,2763.63,536.81,4953.93
Furniture,Budget Shopper,Large Malls / Complexes,BOGO Blitz,330987.62,119,2781.41,650.22,4932.82
Furniture,Budget Shopper,Large Malls / Complexes,Back to School Boost,317995.89,112,2839.25,520.93,4949.80
Furniture,Budget Shopper,Large Malls / Complexes,Black Friday Blowout,361462.19,127,2846.16,508.66,4960.60
Furniture,Budget Shopper,Large Malls / Complexes,Cart Crasher Campaign,320433.06,110,2913.03,622.13,4995.62
Furniture,Budget Shopper,Large Malls / Complexes,Cashback Carnival,348333.24,123,2831.98,592.67,4938.49
Furniture,Budget Shopper,Large Malls / Complexes,Deal of the Month,317361.13,115,2759.66,507.09,4999.11
Furniture,Budget Shopper,Large Malls / Complexes,End of Season Sale,303333.76,100,3033.34,552.04,4966.21
Furniture,Budget Shopper,Large Malls / Complexes,Instant Gratification Sale,313021.73,113,2770.10,503.79,4983.48
Furniture,Budget Shopper,Large Malls / Complexes,Limited Time Treasures,346892.93,126,2753.12,533.33,4987.60
Furniture,Budget Shopper,Large Malls / Complexes,Mega Weekend Bonanza,304865.55,115,2651.00,534.90,4972.66
Furniture,Budget Shopper,Large Malls / Complexes,Midnight Madness,304846.34,113,2697.76,539.48,4977.66
Furniture,Budget Shopper,Large Malls / Complexes,Mystery Discount Days,331313.59,119,2784.15,574.06,4934.54
Furniture,Budget Shopper,Large Malls / Complexes,New Product Launch Promo,318199.64,117,2719.66,548.94,4995.52
Furniture,Budget Shopper,Large Malls / Complexes,New Year Kickoff,331351.47,122,2716.00,504.13,4990.71
Furniture,Budget Shopper,Large Malls / Complexes,Seasonal Surprise Box,356056.90,123,2894.77,607.51,4973.71
Furniture,Budget Shopper,Large Malls / Complexes,Spring Refresh Event,329934.20,119,2772.56,501.41,4997.69
Furniture,Budget Shopper,Large Malls / Complexes,Winter Clearance Carnival,374688.84,128,2927.26,537.08,4990.80
Furniture,Budget Shopper,Small Stores / Shops,12 Days of Deals,346415.18,121,2862.94,513.03,4932.18
Furniture,Budget Shopper,Small Stores / Shops,BOGO Blitz,349404.11,124,2817.78,505.02,4896.86
Furniture,Budget Shopper,Small Stores / Shops,Clearance Countdown,316016.38,117,2700.99,500.93,4922.11
Furniture,Budget Shopper,Small Stores / Shops,Countdown to Savings,320863.15,119,2696.33,531.05,4997.53
Furniture,Budget Shopper,Small Stores / Shops,Customer Appreciation Week,315366.22,111,2841.14,581.12,4986.48
Furniture,Budget Shopper,Small Stores / Shops,Cyber Monday Mania,323589.66,106,3052.73,502.75,4955.47
Furniture,Budget Shopper,Small Stores / Shops,Deal of the Month,308482.93,111,2779.13,516.16,4954.19
Furniture,Budget Shopper,Small Stores / Shops,Double Points Bonanza,318094.65,109,2918.30,544.99,4858.43
Furniture,Budget Shopper,Small Stores / Shops,Early Bird Specials,314886.28,112,2811.48,522.35,4930.40
Furniture,Budget Shopper,Small Stores / Shops,Festive Fever Promo,343090.78,129,2659.62,506.57,4942.51
Furniture,Budget Shopper,Small Stores / Shops,Final Call Frenzy,318373.89,119,2675.41,540.59,4993.72
Furniture,Budget Shopper,Small Stores / Shops,Flash Frenzy Friday,301922.81,114,2648.45,521.21,4998.41
Furniture,Budget Shopper,Small Stores / Shops,"Gift More, Spend Less",332737.98,122,2727.36,510.14,4970.55
Furniture,Budget Shopper,Small Stores / Shops,Golden Hour Bargains,305644.97,97,3150.98,503.86,4967.96
Furniture,Budget Shopper,Small Stores / Shops,Green Weekend Deals,317158.61,114,2782.09,533.15,4986.29
Furniture,Budget Shopper,Small Stores / Shops,Happy Hour Discounts,300981.81,107,2812.91,535.94,4984.81
Furniture,Budget Shopper,Small Stores / Shops,Hot Picks Promo,313643.55,108,2904.11,533.27,4980.07
Furniture,Budget Shopper,Small Stores / Shops,Instant Gratification Sale,332065.15,122,2721.85,526.62,4915.48
Furniture,Budget Shopper,Small Stores / Shops,Limited Time Treasures,332894.32,119,2797.43,551.72,4997.33
Furniture,Budget Shopper,Small Stores / Shops,Mega Weekend Bonanza,303239.69,104,2915.77,564.96,4982.15
Furniture,Budget Shopper,Small Stores / Shops,Midnight Madness,349711.21,121,2890.18,520.48,4986.53
Furniture,Budget Shopper,Small Stores / Shops,New Arrival Showcase,304552.11,116,2625.45,562.28,4952.73
Furniture,Budget Shopper,Small Stores / Shops,New Product Launch Promo,306013.24,123,2487.91,534.57,4965.43
Furniture,Budget Shopper,Small Stores / Shops,New Year Kickoff,305738.59,114,2681.92,516.26,4985.25
Furniture,Budget Shopper,Small Stores / Shops,Price Drop Parade,310391.04,116,2675.78,529.47,4942.51
Furniture,Budget Shopper,Small Stores / Shops,Red Tag Clearance,341240.63,132,2585.16,503.77,4976.91
Furniture,Budget Shopper,Small Stores / Shops,Seasonal Surprise Box,354513.33,133,2665.51,522.20,4984.05
Furniture,Budget Shopper,Small Stores / Shops,Shop & Save Spectacular,346529.96,119,2912.02,532.02,4939.31
Furniture,Budget Shopper,Small Stores / Shops,Spring Refresh Event,305400.24,114,2678.95,530.75,4955.22
Furniture,Budget Shopper,Small Stores / Shops,Spring Splash Discounts,359782.97,123,2925.06,506.06,4951.93
Furniture,Budget Shopper,Small Stores / Shops,Summer Sizzle Promo,311386.41,118,2638.87,565.72,4992.32
Furniture,Budget Shopper,Small Stores / Shops,Super Savings Week,336787.33,118,2854.13,507.93,4966.19
Furniture,Budget Shopper,Small Stores / Shops,VIP Access Sale,314256.81,115,2732.67,516.56,4954.43
Furniture,Budget Shopper,Small Stores / Shops,Winter Wonders Sale,310729.15,118,2633.30,540.69,4965.98
Furniture,Budget Shopper,Supermarkets ,BOGO Blitz,322095.83,123,2618.67,503.27,4958.49
Furniture,Budget Shopper,Supermarkets ,Back to School Boost,329092.00,121,2719.77,518.12,4984.77
Furniture,Budget Shopper,Supermarkets ,Birthday Bash Sale,327427.21,119,2751.49,505.39,4999.90
Furniture,Budget Shopper,Supermarkets ,Black Friday Blowout,312707.26,119,2627.79,527.70,4839.00
Furniture,Budget Shopper,Supermarkets ,Cashback Carnival,329855.58,119,2771.90,511.49,4915.46
Furniture,Budget Shopper,Supermarkets ,Clearance Countdown,331972.35,118,2813.33,507.62,4995.77
Furniture,Budget Shopper,Supermarkets ,Countdown to Savings,340933.40,121,2817.63,595.99,4904.28
Furniture,Budget Shopper,Supermarkets ,Customer Appreciation Week,340262.19,122,2789.03,532.60,4993.47
Furniture,Budget Shopper,Supermarkets ,Cyber Monday Mania,313662.91,108,2904.29,510.59,4993.83
Furniture,Budget Shopper,Supermarkets ,Deal of the Month,306878.31,114,2691.91,554.59,4978.21
Furniture,Budget Shopper,Supermarkets ,Double Points Bonanza,302972.14,110,2754.29,526.68,4919.52
Furniture,Budget Shopper,Supermarkets ,Early Bird Specials,330096.41,125,2640.77,510.66,4995.21
Furniture,Budget Shopper,Supermarkets ,End of Season Sale,335288.76,122,2748.27,525.92,4981.33
Furniture,Budget Shopper,Supermarkets ,Exclusive Insider Offers,313862.23,116,2705.71,565.34,4824.91
Furniture,Budget Shopper,Supermarkets ,Festive Fever Promo,347100.81,114,3044.74,525.44,4972.51
Furniture,Budget Shopper,Supermarkets ,Final Call Frenzy,335810.61,120,2798.42,502.39,4935.41
Furniture,Budget Shopper,Supermarkets ,Flash Frenzy Friday,332751.45,123,2705.30,602.37,4984.50
Furniture,Budget Shopper,Supermarkets ,"Gift More, Spend Less",334165.07,118,2831.91,559.12,4985.87
Furniture,Budget Shopper,Supermarkets ,Golden Hour Bargains,351893.59,124,2837.85,561.52,4994.22
Furniture,Budget Shopper,Supermarkets ,Green Weekend Deals,341137.99,123,2773.48,515.31,4941.56
Furniture,Budget Shopper,Supermarkets ,Hot Picks Promo,383955.40,128,2999.65,560.40,4987.89
Furniture,Budget Shopper,Supermarkets ,Mega Weekend Bonanza,353720.99,138,2563.20,504.49,4979.63
