category,store_type,salesperson_role,campaign_name,sum_amount,count,avg_amount,min_amount,max_amount
Clothing,Supermarkets ,Sales Associate,Back to School Boost,823766.30,308,2674.57,525.07,4989.82
Clothing,Supermarkets ,Sales Associate,Birthday Bash Sale,839739.17,293,2866.00,506.06,4987.29
Clothing,Supermarkets ,Sales Associate,Black Friday Blowout,806527.29,295,2733.99,503.18,4992.25
Clothing,Supermarkets ,Sales Associate,Cart Crasher Campaign,851269.67,317,2685.39,512.62,4966.66
Clothing,Supermarkets ,Sales Associate,Cashback Carnival,791910.26,300,2639.70,510.62,4984.29
Clothing,Supermarkets ,Sales Associate,Clearance Countdown,913925.07,334,2736.30,530.24,4963.73
Clothing,Supermarkets ,Sales Associate,Countdown to Savings,825873.21,303,2725.65,510.74,4973.06
Clothing,Supermarkets ,Sales Associate,Customer Appreciation Week,830804.79,299,2778.61,517.23,4964.23
Clothing,Supermarkets ,Sales Associate,Cyber Monday Mania,855130.82,315,2714.70,509.47,4987.49
Clothing,Supermarkets ,Sales Associate,Deal of the Month,861421.58,317,2717.42,502.13,4973.22
Clothing,Supermarkets ,Sales Associate,Double Points Bonanza,890184.10,316,2817.04,501.70,4989.35
Clothing,Supermarkets ,Sales Associate,Early Bird Specials,823066.63,293,2809.10,501.24,4979.29
Clothing,Supermarkets ,Sales Associate,End of Season Sale,813097.30,291,2794.15,517.03,4997.08
Clothing,Supermarkets ,Sales Associate,Exclusive Insider Offers,762235.86,275,2771.77,507.69,4991.51
Clothing,Supermarkets ,Sales Associate,Festive Fever Promo,845490.43,309,2736.21,504.43,4990.63
Clothing,Supermarkets ,Sales Associate,Final Call Frenzy,923447.16,317,2913.08,503.34,4993.90
Clothing,Supermarkets ,Sales Associate,Flash Frenzy Friday,849434.86,309,2748.98,509.03,4986.49
Clothing,Supermarkets ,Sales Associate,"Gift More, Spend Less",800263.47,302,2649.88,512.13,4986.56
Clothing,Supermarkets ,Sales Associate,Golden Hour Bargains,840765.71,307,2738.65,507.62,4999.85
Clothing,Supermarkets ,Sales Associate,Green Weekend Deals,855070.47,316,2705.92,518.83,4991.70
Clothing,Supermarkets ,Sales Associate,Happy Hour Discounts,863808.24,303,2850.85,503.04,4990.90
Clothing,Supermarkets ,Sales Associate,Holiday Shopping Rush,796513.64,283,2814.54,506.38,4942.38
Clothing,Supermarkets ,Sales Associate,Hot Picks Promo,899611.53,325,2768.04,500.12,4977.65
Clothing,Supermarkets ,Sales Associate,Instant Gratification Sale,722798.89,271,2667.15,500.95,4998.40
Clothing,Supermarkets ,Sales Associate,Limited Time Treasures,941750.24,321,2933.80,506.89,4954.82
Clothing,Supermarkets ,Sales Associate,Loyalty Rewards Blast,717154.43,263,2726.82,530.25,4973.37
Clothing,Supermarkets ,Sales Associate,Mega Weekend Bonanza,780770.61,292,2673.87,518.73,4995.44
Clothing,Supermarkets ,Sales Associate,Mid-Year Madness,866878.35,318,2726.03,517.92,4994.34
Clothing,Supermarkets ,Sales Associate,Midnight Madness,921071.61,329,2799.61,511.19,4972.50
Clothing,Supermarkets ,Sales Associate,Mystery Discount Days,846894.74,307,2758.61,529.02,4999.85
Clothing,Supermarkets ,Sales Associate,New Arrival Showcase,959888.25,348,2758.30,510.69,4988.35
Clothing,Supermarkets ,Sales Associate,New Product Launch Promo,763667.76,286,2670.17,500.27,4984.83
Clothing,Supermarkets ,Sales Associate,New Year Kickoff,746238.87,276,2703.76,503.72,4994.72
Clothing,Supermarkets ,Sales Associate,Price Drop Parade,811643.64,293,2770.11,508.52,4977.32
Clothing,Supermarkets ,Sales Associate,Red Tag Clearance,775348.93,287,2701.56,511.82,4946.25
Clothing,Supermarkets ,Sales Associate,Seasonal Surprise Box,936261.24,331,2828.58,500.52,4988.87
Clothing,Supermarkets ,Sales Associate,Shop & Save Spectacular,817536.78,298,2743.41,500.33,4984.02
Clothing,Supermarkets ,Sales Associate,Smart Shopper Week,896125.22,306,2928.51,520.02,4983.10
Clothing,Supermarkets ,Sales Associate,Spring Refresh Event,925263.16,349,2651.18,501.09,4987.97
Clothing,Supermarkets ,Sales Associate,Spring Splash Discounts,785672.83,301,2610.21,507.73,4990.13
Clothing,Supermarkets ,Sales Associate,Summer Sizzle Promo,922560.27,327,2821.29,502.32,4991.33
Clothing,Supermarkets ,Sales Associate,Super Savings Week,824891.55,309,2669.55,505.75,4994.09
Clothing,Supermarkets ,Sales Associate,Ultimate Value Event,908188.87,330,2752.09,532.59,4988.28
Clothing,Supermarkets ,Sales Associate,VIP Access Sale,986739.53,360,2740.94,506.71,4996.65
Clothing,Supermarkets ,Sales Associate,Weekend Warrior Specials,766860.30,289,2653.50,502.76,4994.80
Clothing,Supermarkets ,Sales Associate,Winter Clearance Carnival,781431.10,292,2676.13,509.87,4959.11
Clothing,Supermarkets ,Sales Associate,Winter Wonders Sale,764586.86,278,2750.31,524.51,4996.30
Clothing,Supermarkets ,Salesperson,12 Days of Deals,753556.69,274,2750.21,524.97,4979.14
Clothing,Supermarkets ,Salesperson,Autumn Deals Drive,761993.95,279,2731.16,504.68,4996.26
Clothing,Supermarkets ,Salesperson,BOGO Blitz,823106.06,312,2638.16,513.95,4997.55
Clothing,Supermarkets ,Salesperson,Back to School Boost,864891.44,322,2686.00,501.52,4978.26
Clothing,Supermarkets ,Salesperson,Birthday Bash Sale,766340.49,287,2670.18,502.19,4991.13
Clothing,Supermarkets ,Salesperson,Black Friday Blowout,771696.17,280,2756.06,516.57,4992.36
Clothing,Supermarkets ,Salesperson,Cart Crasher Campaign,874179.24,312,2801.86,505.97,4981.35
Clothing,Supermarkets ,Salesperson,Cashback Carnival,874248.68,310,2820.16,505.92,4997.64
Clothing,Supermarkets ,Salesperson,Clearance Countdown,771740.77,283,2727.00,512.27,4994.91
Clothing,Supermarkets ,Salesperson,Countdown to Savings,816859.46,298,2741.14,516.49,4998.86
Clothing,Supermarkets ,Salesperson,Customer Appreciation Week,867113.28,316,2744.03,510.90,4998.60
Clothing,Supermarkets ,Salesperson,Cyber Monday Mania,862722.78,304,2837.90,513.42,4995.44
Clothing,Supermarkets ,Salesperson,Deal of the Month,888776.55,318,2794.89,505.18,4994.87
Clothing,Supermarkets ,Salesperson,Double Points Bonanza,769682.47,279,2758.72,510.59,4974.49
Clothing,Supermarkets ,Salesperson,Early Bird Specials,842208.65,301,2798.04,522.41,4986.96
Clothing,Supermarkets ,Salesperson,End of Season Sale,852741.36,310,2750.78,509.09,4999.17
Clothing,Supermarkets ,Salesperson,Exclusive Insider Offers,826886.29,304,2720.02,508.78,4989.69
Clothing,Supermarkets ,Salesperson,Festive Fever Promo,800069.57,317,2523.88,506.40,4988.91
Clothing,Supermarkets ,Salesperson,Final Call Frenzy,848782.92,308,2755.79,509.40,4985.10
Clothing,Supermarkets ,Salesperson,Flash Frenzy Friday,851624.62,310,2747.18,501.20,4998.23
Clothing,Supermarkets ,Salesperson,"Gift More, Spend Less",773663.82,279,2772.99,501.94,4989.04
Clothing,Supermarkets ,Salesperson,Golden Hour Bargains,842405.00,314,2682.82,521.72,4992.28
Clothing,Supermarkets ,Salesperson,Green Weekend Deals,821225.85,293,2802.82,519.98,4989.62
Clothing,Supermarkets ,Salesperson,Happy Hour Discounts,743044.83,276,2692.19,518.75,4954.45
Clothing,Supermarkets ,Salesperson,Holiday Shopping Rush,800458.66,290,2760.20,508.71,4999.33
Clothing,Supermarkets ,Salesperson,Hot Picks Promo,790748.43,294,2689.62,510.06,4987.14
Clothing,Supermarkets ,Salesperson,Instant Gratification Sale,714436.05,270,2646.06,503.83,4992.16
Clothing,Supermarkets ,Salesperson,Limited Time Treasures,805800.16,290,2778.62,501.46,4979.27
Clothing,Supermarkets ,Salesperson,Loyalty Rewards Blast,796449.03,293,2718.26,529.31,4940.80
Clothing,Supermarkets ,Salesperson,Mega Weekend Bonanza,871782.64,315,2767.56,508.93,4988.26
Clothing,Supermarkets ,Salesperson,Mid-Year Madness,758080.29,291,2605.09,506.96,4990.14
Clothing,Supermarkets ,Salesperson,Midnight Madness,840357.13,295,2848.67,504.20,4981.54
Clothing,Supermarkets ,Salesperson,Mystery Discount Days,741794.67,279,2658.76,502.13,4998.98
Clothing,Supermarkets ,Salesperson,New Arrival Showcase,745770.77,278,2682.63,506.85,4994.65
Clothing,Supermarkets ,Salesperson,New Product Launch Promo,809822.96,290,2792.49,528.04,4967.22
Clothing,Supermarkets ,Salesperson,New Year Kickoff,795703.54,289,2753.30,519.85,4987.75
Clothing,Supermarkets ,Salesperson,Price Drop Parade,818477.63,289,2832.10,503.25,4991.55
Clothing,Supermarkets ,Salesperson,Red Tag Clearance,834818.94,304,2746.11,501.79,4985.45
Clothing,Supermarkets ,Salesperson,Seasonal Surprise Box,804172.33,292,2754.01,524.38,4971.33
Clothing,Supermarkets ,Salesperson,Shop & Save Spectacular,811346.09,303,2677.71,516.93,4997.38
Clothing,Supermarkets ,Salesperson,Smart Shopper Week,779112.53,275,2833.14,534.11,4995.81
Clothing,Supermarkets ,Salesperson,Spring Refresh Event,786385.87,275,2859.58,500.43,4997.20
Clothing,Supermarkets ,Salesperson,Spring Splash Discounts,797892.59,285,2799.62,501.80,4997.44
Clothing,Supermarkets ,Salesperson,Summer Sizzle Promo,796330.47,288,2765.04,508.47,4998.80
Clothing,Supermarkets ,Salesperson,Super Savings Week,758851.25,279,2719.90,505.22,4953.72
Clothing,Supermarkets ,Salesperson,Ultimate Value Event,861459.08,311,2769.96,506.18,4995.70
Clothing,Supermarkets ,Salesperson,VIP Access Sale,872949.66,318,2745.12,513.12,4992.69
Clothing,Supermarkets ,Salesperson,Weekend Warrior Specials,795184.48,300,2650.61,533.94,4991.98
Clothing,Supermarkets ,Salesperson,Winter Clearance Carnival,767398.19,281,2730.95,505.16,4993.54
Clothing,Supermarkets ,Salesperson,Winter Wonders Sale,837714.14,311,2693.61,513.88,4993.56
Clothing,Supermarkets ,Senior Salesperson,12 Days of Deals,767751.20,277,2771.66,519.67,4994.45
Clothing,Supermarkets ,Senior Salesperson,Autumn Deals Drive,720051.71,248,2903.43,501.28,4967.14
Clothing,Supermarkets ,Senior Salesperson,BOGO Blitz,757378.59,271,2794.75,526.99,4962.62
Clothing,Supermarkets ,Senior Salesperson,Back to School Boost,691908.58,247,2801.25,510.27,4999.86
Clothing,Supermarkets ,Senior Salesperson,Birthday Bash Sale,743437.58,269,2763.71,518.24,4974.06
Clothing,Supermarkets ,Senior Salesperson,Black Friday Blowout,698463.26,266,2625.80,541.21,4977.09
Clothing,Supermarkets ,Senior Salesperson,Cart Crasher Campaign,843982.03,295,2860.96,501.15,4997.29
Clothing,Supermarkets ,Senior Salesperson,Cashback Carnival,722774.54,261,2769.25,533.32,4978.72
Clothing,Supermarkets ,Senior Salesperson,Clearance Countdown,631545.78,241,2620.52,507.81,4993.56
Clothing,Supermarkets ,Senior Salesperson,Countdown to Savings,774832.98,288,2690.39,503.90,4991.40
Clothing,Supermarkets ,Senior Salesperson,Customer Appreciation Week,745442.72,270,2760.90,519.21,4984.95
Clothing,Supermarkets ,Senior Salesperson,Cyber Monday Mania,603023.71,225,2680.11,544.40,4981.01
Clothing,Supermarkets ,Senior Salesperson,Deal of the Month,793679.47,287,2765.43,502.57,4992.66
Clothing,Supermarkets ,Senior Salesperson,Double Points Bonanza,677927.02,250,2711.71,504.72,4959.54
Clothing,Supermarkets ,Senior Salesperson,Early Bird Specials,673632.01,252,2673.14,506.63,4971.61
Clothing,Supermarkets ,Senior Salesperson,End of Season Sale,633728.99,235,2696.72,523.48,4995.12
Clothing,Supermarkets ,Senior Salesperson,Exclusive Insider Offers,698896.38,251,2784.45,516.25,4987.30
Clothing,Supermarkets ,Senior Salesperson,Festive Fever Promo,804683.95,286,2813.58,503.23,4998.89
Clothing,Supermarkets ,Senior Salesperson,Final Call Frenzy,659866.48,233,2832.04,505.45,4964.33
Clothing,Supermarkets ,Senior Salesperson,Flash Frenzy Friday,620212.42,230,2696.58,521.53,4977.77
Clothing,Supermarkets ,Senior Salesperson,"Gift More, Spend Less",703208.04,252,2790.51,532.93,4977.65
Clothing,Supermarkets ,Senior Salesperson,Golden Hour Bargains,776370.15,273,2843.85,517.13,4987.66
Clothing,Supermarkets ,Senior Salesperson,Green Weekend Deals,790202.39,288,2743.76,501.10,4999.98
Clothing,Supermarkets ,Senior Salesperson,Happy Hour Discounts,683926.76,253,2703.27,517.45,4994.57
Clothing,Supermarkets ,Senior Salesperson,Holiday Shopping Rush,717266.45,257,2790.92,514.56,4982.19
Clothing,Supermarkets ,Senior Salesperson,Hot Picks Promo,639718.96,238,2687.89,533.30,4989.96
Clothing,Supermarkets ,Senior Salesperson,Instant Gratification Sale,660399.94,233,2834.33,525.25,4997.44
Clothing,Supermarkets ,Senior Salesperson,Limited Time Treasures,690862.73,253,2730.68,509.30,4989.54
Clothing,Supermarkets ,Senior Salesperson,Loyalty Rewards Blast,693746.54,252,2752.96,507.26,4995.86
Clothing,Supermarkets ,Senior Salesperson,Mega Weekend Bonanza,744933.64,269,2769.27,534.16,4970.99
Clothing,Supermarkets ,Senior Salesperson,Mid-Year Madness,751492.09,269,2793.65,502.44,4979.78
Clothing,Supermarkets ,Senior Salesperson,Midnight Madness,672910.08,250,2691.64,518.95,4932.31
Clothing,Supermarkets ,Senior Salesperson,Mystery Discount Days,786517.88,269,2923.86,503.54,4974.81
Clothing,Supermarkets ,Senior Salesperson,New Arrival Showcase,677732.19,250,2710.93,514.19,4996.95
Clothing,Supermarkets ,Senior Salesperson,New Product Launch Promo,682590.72,244,2797.50,513.88,4977.94
Clothing,Supermarkets ,Senior Salesperson,New Year Kickoff,744219.85,271,2746.20,500.45,4982.77
Clothing,Supermarkets ,Senior Salesperson,Price Drop Parade,733541.14,262,2799.78,504.45,4998.25
Clothing,Supermarkets ,Senior Salesperson,Red Tag Clearance,667381.46,240,2780.76,513.56,4969.17
Clothing,Supermarkets ,Senior Salesperson,Seasonal Surprise Box,702079.35,245,2865.63,510.78,4959.59
Clothing,Supermarkets ,Senior Salesperson,Shop & Save Spectacular,775953.14,275,2821.65,546.82,4992.80
Clothing,Supermarkets ,Senior Salesperson,Smart Shopper Week,691696.55,251,2755.76,507.97,4988.46
Clothing,Supermarkets ,Senior Salesperson,Spring Refresh Event,814477.58,295,2760.94,515.89,4996.02
Clothing,Supermarkets ,Senior Salesperson,Spring Splash Discounts,696277.83,251,2774.02,500.46,4999.01
Clothing,Supermarkets ,Senior Salesperson,Summer Sizzle Promo,647424.78,249,2600.10,504.25,4997.93
Clothing,Supermarkets ,Senior Salesperson,Super Savings Week,688205.94,254,2709.47,511.09,4989.04
Clothing,Supermarkets ,Senior Salesperson,Ultimate Value Event,688621.78,255,2700.48,500.07,4998.67
Clothing,Supermarkets ,Senior Salesperson,VIP Access Sale,708389.98,253,2799.96,574.48,4974.45
Clothing,Supermarkets ,Senior Salesperson,Weekend Warrior Specials,745872.93,268,2783.11,524.76,4998.52
Clothing,Supermarkets ,Senior Salesperson,Winter Clearance Carnival,682179.23,253,2696.36,521.68,4997.27
Clothing,Supermarkets ,Senior Salesperson,Winter Wonders Sale,676989.82,246,2751.99,520.80,4960.21
Electronics,Large Malls / Complexes,Manager,12 Days of Deals,635070.56,229,2773.23,512.48,4969.65
Electronics,Large Malls / Complexes,Manager,Autumn Deals Drive,756792.35,261,2899.59,512.70,4996.51
Electronics,Large Malls / Complexes,Manager,BOGO Blitz,698259.36,250,2793.04,520.16,4997.65
Electronics,Large Malls / Complexes,Manager,Back to School Boost,671402.38,255,2632.95,506.31,4957.68
Electronics,Large Malls / Complexes,Manager,Birthday Bash Sale,709256.04,258,2749.05,528.33,4968.54
Electronics,Large Malls / Complexes,Manager,Black Friday Blowout,755524.99,268,2819.12,501.86,4997.94
Electronics,Large Malls / Complexes,Manager,Cart Crasher Campaign,807579.41,280,2884.21,508.39,4986.65
Electronics,Large Malls / Complexes,Manager,Cashback Carnival,733149.83,268,2735.63,518.86,4977.79
Electronics,Large Malls / Complexes,Manager,Clearance Countdown,718345.15,262,2741.78,502.94,4980.58
Electronics,Large Malls / Complexes,Manager,Countdown to Savings,754417.47,273,2763.43,506.44,4974.65
Electronics,Large Malls / Complexes,Manager,Customer Appreciation Week,687488.41,251,2739.00,540.67,4977.93
Electronics,Large Malls / Complexes,Manager,Cyber Monday Mania,709087.22,266,2665.74,503.56,4979.84
Electronics,Large Malls / Complexes,Manager,Deal of the Month,686913.96,241,2850.27,501.76,4976.39
Electronics,Large Malls / Complexes,Manager,Double Points Bonanza,732640.23,254,2884.41,543.42,4978.35
Electronics,Large Malls / Complexes,Manager,Early Bird Specials,696628.42,257,2710.62,512.16,4976.66
Electronics,Large Malls / Complexes,Manager,End of Season Sale,693887.79,260,2668.80,504.05,4998.76
Electronics,Large Malls / Complexes,Manager,Exclusive Insider Offers,708976.31,259,2737.36,503.43,4988.76
Electronics,Large Malls / Complexes,Manager,Festive Fever Promo,743303.92,272,2732.74,500.64,4998.89
Electronics,Large Malls / Complexes,Manager,Final Call Frenzy,714509.34,262,2727.13,535.32,4992.32
Electronics,Large Malls / Complexes,Manager,Flash Frenzy Friday,672263.64,256,2626.03,516.92,4990.29
Electronics,Large Malls / Complexes,Manager,"Gift More, Spend Less",638179.34,240,2659.08,519.09,4962.56
Electronics,Large Malls / Complexes,Manager,Golden Hour Bargains,735646.49,273,2694.68,512.23,4995.98
Electronics,Large Malls / Complexes,Manager,Green Weekend Deals,614301.05,220,2792.28,505.65,4999.78
Electronics,Large Malls / Complexes,Manager,Happy Hour Discounts,810844.75,293,2767.39,552.66,4971.70
Electronics,Large Malls / Complexes,Manager,Holiday Shopping Rush,726871.63,261,2784.95,530.93,4989.60
Electronics,Large Malls / Complexes,Manager,Hot Picks Promo,755283.75,276,2736.54,528.71,4979.13
Electronics,Large Malls / Complexes,Manager,Instant Gratification Sale,852189.67,306,2784.93,520.36,4990.51
Electronics,Large Malls / Complexes,Manager,Limited Time Treasures,769577.49,272,2829.33,527.36,4960.52
Electronics,Large Malls / Complexes,Manager,Loyalty Rewards Blast,638168.08,242,2637.06,513.51,4985.06
Electronics,Large Malls / Complexes,Manager,Mega Weekend Bonanza,813677.56,302,2694.30,519.39,4994.32
Electronics,Large Malls / Complexes,Manager,Mid-Year Madness,728453.49,268,2718.11,506.67,4959.31
Electronics,Large Malls / Complexes,Manager,Midnight Madness,719093.46,266,2703.36,505.60,4998.42
Electronics,Large Malls / Complexes,Manager,Mystery Discount Days,770013.96,277,2779.83,526.64,4987.46
Electronics,Large Malls / Complexes,Manager,New Arrival Showcase,797128.96,275,2898.65,507.24,4999.20
Electronics,Large Malls / Complexes,Manager,New Product Launch Promo,736548.56,273,2697.98,517.49,4998.61
Electronics,Large Malls / Complexes,Manager,New Year Kickoff,814666.04,292,2789.95,526.40,4996.42
Electronics,Large Malls / Complexes,Manager,Price Drop Parade,694994.57,251,2768.90,500.55,4972.09
Electronics,Large Malls / Complexes,Manager,Red Tag Clearance,743035.07,271,2741.83,544.24,4977.15
Electronics,Large Malls / Complexes,Manager,Seasonal Surprise Box,764200.37,281,2719.57,537.90,4988.43
Electronics,Large Malls / Complexes,Manager,Shop & Save Spectacular,859225.83,300,2864.09,513.44,4991.54
Electronics,Large Malls / Complexes,Manager,Smart Shopper Week,629068.65,239,2632.09,509.76,4973.84
Electronics,Large Malls / Complexes,Manager,Spring Refresh Event,743844.18,258,2883.12,507.77,4918.80
Electronics,Large Malls / Complexes,Manager,Spring Splash Discounts,686063.28,244,2811.73,519.57,4987.50
Electronics,Large Malls / Complexes,Manager,Summer Sizzle Promo,625174.23,228,2741.99,501.20,4969.25
Electronics,Large Malls / Complexes,Manager,Super Savings Week,695485.32,261,2664.69,508.42,4983.91
Electronics,Large Malls / Complexes,Manager,Ultimate Value Event,689428.38,251,2746.73,509.32,4998.93
Electronics,Large Malls / Complexes,Manager,VIP Access Sale,769586.44,280,2748.52,536.16,4969.11
Electronics,Large Malls / Complexes,Manager,Weekend Warrior Specials,711203.95,243,2926.77,540.23,4963.13
Electronics,Large Malls / Complexes,Manager,Winter Clearance Carnival,845960.18,307,2755.57,504.18,4980.30
Electronics,Large Malls / Complexes,Manager,Winter Wonders Sale,673159.11,245,2747.59,503.19,4983.57
Electronics,Large Malls / Complexes,Sales Associate,12 Days of Deals,700768.43,259,2705.67,514.86,4909.31
Electronics,Large Malls / Complexes,Sales Associate,Autumn Deals Drive,820291.06,287,2858.16,503.43,4995.33
Electronics,Large Malls / Complexes,Sales Associate,BOGO Blitz,826058.06,296,2790.74,507.85,4991.94
Electronics,Large Malls / Complexes,Sales Associate,Back to School Boost,781037.93,284,2750.13,523.44,4988.38
Electronics,Large Malls / Complexes,Sales Associate,Birthday Bash Sale,729942.14,262,2786.04,519.56,4994.15
Electronics,Large Malls / Complexes,Sales Associate,Black Friday Blowout,752009.45,275,2734.58,500.70,4960.23
Electronics,Large Malls / Complexes,Sales Associate,Cart Crasher Campaign,676236.07,247,2737.80,502.87,4995.09
Electronics,Large Malls / Complexes,Sales Associate,Cashback Carnival,775762.78,275,2820.96,516.58,4969.15
Electronics,Large Malls / Complexes,Sales Associate,Clearance Countdown,749784.61,292,2567.76,502.39,4987.51
Electronics,Large Malls / Complexes,Sales Associate,Countdown to Savings,718364.63,267,2690.50,500.60,4989.61
Electronics,Large Malls / Complexes,Sales Associate,Customer Appreciation Week,819808.21,295,2779.01,504.71,4963.58
Electronics,Large Malls / Complexes,Sales Associate,Cyber Monday Mania,734328.27,264,2781.55,508.49,4942.78
Electronics,Large Malls / Complexes,Sales Associate,Deal of the Month,803111.26,298,2695.00,519.59,4988.21
Electronics,Large Malls / Complexes,Sales Associate,Double Points Bonanza,741270.56,268,2765.93,502.69,4989.75
Electronics,Large Malls / Complexes,Sales Associate,Early Bird Specials,844003.45,310,2722.59,527.27,4949.93
Electronics,Large Malls / Complexes,Sales Associate,End of Season Sale,705819.92,259,2725.17,514.69,4965.09
Electronics,Large Malls / Complexes,Sales Associate,Exclusive Insider Offers,800288.99,288,2778.78,550.78,4993.72
Electronics,Large Malls / Complexes,Sales Associate,Festive Fever Promo,767177.43,289,2654.59,514.77,4970.94
Electronics,Large Malls / Complexes,Sales Associate,Final Call Frenzy,783853.54,277,2829.80,501.57,4987.50
Electronics,Large Malls / Complexes,Sales Associate,Flash Frenzy Friday,719875.28,267,2696.16,504.09,4999.95
Electronics,Large Malls / Complexes,Sales Associate,"Gift More, Spend Less",855836.17,304,2815.25,538.45,4976.23
Electronics,Large Malls / Complexes,Sales Associate,Golden Hour Bargains,763830.20,279,2737.74,502.34,4969.28
Electronics,Large Malls / Complexes,Sales Associate,Green Weekend Deals,786084.26,283,2777.68,513.19,4999.77
Electronics,Large Malls / Complexes,Sales Associate,Happy Hour Discounts,779218.64,287,2715.05,515.98,4992.74
Electronics,Large Malls / Complexes,Sales Associate,Holiday Shopping Rush,728467.10,260,2801.80,510.18,4992.01
Electronics,Large Malls / Complexes,Sales Associate,Hot Picks Promo,764150.41,279,2738.89,502.73,4967.95
Electronics,Large Malls / Complexes,Sales Associate,Instant Gratification Sale,765822.93,282,2715.68,508.31,4998.49
Electronics,Large Malls / Complexes,Sales Associate,Limited Time Treasures,797805.22,292,2732.21,522.50,4968.20
Electronics,Large Malls / Complexes,Sales Associate,Loyalty Rewards Blast,732989.84,268,2735.04,529.29,4992.76
Electronics,Large Malls / Complexes,Sales Associate,Mega Weekend Bonanza,810460.32,279,2904.88,505.51,4993.46
Electronics,Large Malls / Complexes,Sales Associate,Mid-Year Madness,826072.60,293,2819.36,579.56,4992.50
Electronics,Large Malls / Complexes,Sales Associate,Midnight Madness,747923.84,287,2606.01,505.99,4968.24
Electronics,Large Malls / Complexes,Sales Associate,Mystery Discount Days,880388.31,302,2915.19,500.77,4995.07
Electronics,Large Malls / Complexes,Sales Associate,New Arrival Showcase,821419.51,283,2902.54,504.98,4995.38
Electronics,Large Malls / Complexes,Sales Associate,New Product Launch Promo,767779.23,283,2713.00,519.16,4991.62
Electronics,Large Malls / Complexes,Sales Associate,New Year Kickoff,822824.50,294,2798.72,513.88,4982.65
Electronics,Large Malls / Complexes,Sales Associate,Price Drop Parade,710011.50,269,2639.45,511.56,4993.00
Electronics,Large Malls / Complexes,Sales Associate,Red Tag Clearance,693267.93,267,2596.51,508.61,4985.06
Electronics,Large Malls / Complexes,Sales Associate,Seasonal Surprise Box,633359.72,234,2706.67,504.53,4984.81
Electronics,Large Malls / Complexes,Sales Associate,Shop & Save Spectacular,717457.26,263,2727.97,547.14,4992.95
Electronics,Large Malls / Complexes,Sales Associate,Smart Shopper Week,762715.27,275,2773.51,531.25,4997.75
Electronics,Large Malls / Complexes,Sales Associate,Spring Refresh Event,785898.74,295,2664.06,514.26,4999.83
Electronics,Large Malls / Complexes,Sales Associate,Spring Splash Discounts,690260.05,255,2706.90,504.23,4979.65
Electronics,Large Malls / Complexes,Sales Associate,Summer Sizzle Promo,704057.41,254,2771.88,501.26,4990.62
Electronics,Large Malls / Complexes,Sales Associate,Super Savings Week,782648.83,279,2805.19,541.05,4990.49
Electronics,Large Malls / Complexes,Sales Associate,Ultimate Value Event,871847.51,313,2785.46,506.64,4994.00
Electronics,Large Malls / Complexes,Sales Associate,VIP Access Sale,787234.83,280,2811.55,512.07,4995.20
Electronics,Large Malls / Complexes,Sales Associate,Weekend Warrior Specials,791857.56,292,2711.84,517.99,4979.37
Electronics,Large Malls / Complexes,Sales Associate,Winter Clearance Carnival,813981.89,287,2836.17,501.55,4962.13
Electronics,Large Malls / Complexes,Sales Associate,Winter Wonders Sale,674997.53,258,2616.27,501.34,4996.43
Electronics,Large Malls / Complexes,Salesperson,12 Days of Deals,726760.02,272,2671.91,513.28,4990.97
Electronics,Large Malls / Complexes,Salesperson,Autumn Deals Drive,758658.01,266,2852.10,502.40,4985.10
Electronics,Large Malls / Complexes,Salesperson,BOGO Blitz,726435.83,256,2837.64,510.45,4992.57
Electronics,Large Malls / Complexes,Salesperson,Back to School Boost,702401.51,263,2670.73,550.37,4982.40
Electronics,Large Malls / Complexes,Salesperson,Birthday Bash Sale,766416.01,273,2807.38,502.96,4976.43
Electronics,Large Malls / Complexes,Salesperson,Black Friday Blowout,723250.12,277,2611.01,523.77,4963.78
Electronics,Large Malls / Complexes,Salesperson,Cart Crasher Campaign,814194.70,303,2687.11,512.48,4979.04
Electronics,Large Malls / Complexes,Salesperson,Cashback Carnival,712896.21,260,2741.91,510.86,4995.33
Electronics,Large Malls / Complexes,Salesperson,Clearance Countdown,701438.12,257,2729.33,513.68,4994.64
Electronics,Large Malls / Complexes,Salesperson,Countdown to Savings,789185.08,286,2759.39,501.91,4985.72
Electronics,Large Malls / Complexes,Salesperson,Customer Appreciation Week,705671.14,261,2703.72,508.00,4998.63
Electronics,Large Malls / Complexes,Salesperson,Cyber Monday Mania,793075.49,289,2744.21,507.37,4999.50
Electronics,Large Malls / Complexes,Salesperson,Deal of the Month,751301.21,285,2636.14,502.25,4973.74
Electronics,Large Malls / Complexes,Salesperson,Double Points Bonanza,676684.14,260,2602.63,503.00,4971.50
Electronics,Large Malls / Complexes,Salesperson,Early Bird Specials,776998.63,279,2784.94,502.05,4993.50
Electronics,Large Malls / Complexes,Salesperson,End of Season Sale,751094.23,269,2792.17,504.36,4984.96
Electronics,Large Malls / Complexes,Salesperson,Exclusive Insider Offers,827476.58,293,2824.15,516.09,4991.10
Electronics,Large Malls / Complexes,Salesperson,Festive Fever Promo,685888.54,249,2754.57,527.15,4987.73
Electronics,Large Malls / Complexes,Salesperson,Final Call Frenzy,722396.61,261,2767.80,500.25,4995.31
Electronics,Large Malls / Complexes,Salesperson,Flash Frenzy Friday,841322.13,301,2795.09,505.51,4994.86
