brand,customer_segment,campaign_name,sum_amount,count,avg_amount,min_amount,max_amount
LG,Deal Seeker,Festive Fever Promo,330779.87,119,2779.66,522.82,4993.37
LG,Deal Seeker,Final Call Frenzy,424440.94,148,2867.84,531.07,4998.16
LG,Deal Seeker,Flash Frenzy Friday,368687.32,130,2836.06,541.86,4977.35
LG,Deal Seeker,"Gift More, Spend Less",376330.05,137,2746.93,540.92,4992.20
LG,Deal Seeker,Golden Hour Bargains,403670.44,142,2842.75,599.66,4974.91
LG,Deal Seeker,Green Weekend Deals,342047.09,123,2780.87,502.12,4942.90
LG,Deal Seeker,Happy Hour Discounts,358289.77,128,2799.14,578.66,4997.26
LG,Deal Seeker,Holiday Shopping Rush,307827.39,115,2676.76,566.26,4937.13
LG,Deal Seeker,Hot Picks Promo,406038.06,147,2762.16,532.58,4990.18
LG,Deal Seeker,Instant Gratification Sale,390645.09,137,2851.42,507.74,4969.19
LG,Deal Seeker,Limited Time Treasures,352076.67,129,2729.28,507.19,4975.62
LG,Deal Seeker,Loyalty Rewards Blast,367304.57,134,2741.08,503.07,4980.61
LG,Deal Seeker,Mega Weekend Bonanza,425224.57,155,2743.38,503.23,4987.91
LG,Deal Seeker,Mid-Year Madness,396776.94,138,2875.20,586.12,4997.31
LG,Deal Seeker,Midnight Madness,364879.91,127,2873.07,573.01,4930.19
LG,Deal Seeker,Mystery Discount Days,333742.57,124,2691.47,531.10,4873.85
LG,Deal Seeker,New Arrival Showcase,393688.34,133,2960.06,575.99,4935.55
LG,Deal Seeker,New Product Launch Promo,366536.00,128,2863.56,502.50,4991.62
LG,Deal Seeker,New Year Kickoff,333857.29,120,2782.14,504.17,4998.59
LG,Deal Seeker,Price Drop Parade,398733.24,149,2676.06,537.62,4941.76
LG,Deal Seeker,Red Tag Clearance,388685.76,135,2879.15,604.27,4992.58
LG,Deal Seeker,Seasonal Surprise Box,317854.25,120,2648.79,598.74,4933.29
LG,Deal Seeker,Shop & Save Spectacular,400167.73,152,2632.68,563.24,4991.30
LG,Deal Seeker,Spring Refresh Event,319110.61,117,2727.44,529.12,4977.61
LG,Deal Seeker,Spring Splash Discounts,388543.78,130,2988.80,519.57,4996.52
LG,Deal Seeker,Summer Sizzle Promo,356852.07,135,2643.35,512.86,4925.15
LG,Deal Seeker,Super Savings Week,370989.00,138,2688.33,508.42,4977.16
LG,Deal Seeker,Ultimate Value Event,442280.09,167,2648.38,503.14,4986.31
LG,Deal Seeker,VIP Access Sale,399035.68,135,2955.82,506.75,4979.30
LG,Deal Seeker,Weekend Warrior Specials,398600.82,143,2787.42,503.52,4995.08
LG,Deal Seeker,Winter Clearance Carnival,448169.43,154,2910.19,541.33,4993.03
LG,Deal Seeker,Winter Wonders Sale,370636.63,132,2807.85,514.70,4968.07
LG,First-time Buyer,Autumn Deals Drive,321268.74,123,2611.94,531.14,4928.30
LG,First-time Buyer,BOGO Blitz,394571.56,137,2880.08,501.56,4969.12
LG,First-time Buyer,Black Friday Blowout,300906.68,108,2786.17,559.43,4971.61
LG,First-time Buyer,Cart Crasher Campaign,427208.42,149,2867.17,580.93,4973.43
LG,First-time Buyer,Cashback Carnival,345944.56,126,2745.59,500.98,4981.14
LG,First-time Buyer,Clearance Countdown,375571.06,139,2701.95,564.12,4993.63
LG,First-time Buyer,Countdown to Savings,335387.96,124,2704.74,500.75,4976.52
LG,First-time Buyer,Customer Appreciation Week,421992.11,143,2950.99,513.69,4939.67
LG,First-time Buyer,Cyber Monday Mania,372922.16,141,2644.84,511.94,4922.77
LG,First-time Buyer,Deal of the Month,426175.32,157,2714.49,502.44,4996.40
LG,First-time Buyer,Double Points Bonanza,397191.10,140,2837.08,538.49,4983.61
LG,First-time Buyer,End of Season Sale,395198.43,140,2822.85,581.90,4984.96
LG,First-time Buyer,Exclusive Insider Offers,397692.07,144,2761.75,543.97,4988.31
LG,First-time Buyer,Festive Fever Promo,408586.45,141,2897.78,521.67,4974.11
LG,First-time Buyer,Final Call Frenzy,387805.60,140,2770.04,516.93,4999.75
LG,First-time Buyer,Flash Frenzy Friday,346357.85,125,2770.86,516.24,4994.20
LG,First-time Buyer,"Gift More, Spend Less",383664.88,139,2760.18,516.81,4985.90
LG,First-time Buyer,Golden Hour Bargains,409468.81,146,2804.58,544.19,4915.71
LG,First-time Buyer,Green Weekend Deals,353886.79,134,2640.95,506.72,4944.47
LG,First-time Buyer,Happy Hour Discounts,321887.47,118,2727.86,503.25,4985.88
LG,First-time Buyer,Holiday Shopping Rush,443456.72,164,2704.00,524.56,4987.27
LG,First-time Buyer,Hot Picks Promo,323718.91,121,2675.36,530.65,4989.67
LG,First-time Buyer,Instant Gratification Sale,372179.86,141,2639.57,508.23,4961.44
LG,First-time Buyer,Limited Time Treasures,400630.92,137,2924.31,572.01,4999.20
LG,First-time Buyer,Loyalty Rewards Blast,350436.38,129,2716.56,532.85,4958.43
LG,First-time Buyer,Mega Weekend Bonanza,415984.59,145,2868.86,544.55,4994.32
LG,First-time Buyer,Mid-Year Madness,329480.57,117,2816.07,501.40,4999.11
LG,First-time Buyer,Midnight Madness,314328.68,117,2686.57,523.55,4856.39
LG,First-time Buyer,Mystery Discount Days,430221.03,147,2926.67,504.53,4989.29
LG,First-time Buyer,New Arrival Showcase,368926.79,123,2999.40,579.70,4985.41
LG,First-time Buyer,New Product Launch Promo,388460.61,143,2716.51,506.25,4981.79
LG,First-time Buyer,New Year Kickoff,342445.22,125,2739.56,514.87,4968.62
LG,First-time Buyer,Price Drop Parade,397476.02,151,2632.29,613.96,4999.10
LG,First-time Buyer,Red Tag Clearance,430069.17,146,2945.68,553.47,4975.67
LG,First-time Buyer,Seasonal Surprise Box,362665.12,123,2948.50,528.08,4910.20
LG,First-time Buyer,Shop & Save Spectacular,382862.24,138,2774.36,525.52,4984.74
LG,First-time Buyer,Smart Shopper Week,403039.01,143,2818.45,509.76,4974.00
LG,First-time Buyer,Spring Refresh Event,394577.25,141,2798.42,507.77,4982.69
LG,First-time Buyer,Spring Splash Discounts,340227.44,126,2700.22,584.44,4999.02
LG,First-time Buyer,Summer Sizzle Promo,421834.03,152,2775.22,518.11,4982.30
LG,First-time Buyer,Super Savings Week,372136.14,134,2777.14,514.27,4984.68
LG,First-time Buyer,Ultimate Value Event,356501.40,124,2875.01,523.54,4989.62
LG,First-time Buyer,VIP Access Sale,368331.61,134,2748.74,536.14,4998.82
LG,First-time Buyer,Weekend Warrior Specials,434818.25,151,2879.59,542.72,4995.14
LG,First-time Buyer,Winter Clearance Carnival,363279.84,132,2752.12,578.19,4973.90
LG,First-time Buyer,Winter Wonders Sale,325842.46,124,2627.76,530.66,4974.09
LG,High Value,12 Days of Deals,356241.38,130,2740.32,545.73,4952.87
LG,High Value,Autumn Deals Drive,343386.77,127,2703.83,508.14,4906.64
LG,High Value,BOGO Blitz,425280.93,153,2779.61,521.72,4996.53
LG,High Value,Back to School Boost,362994.95,133,2729.29,502.18,4957.68
LG,High Value,Birthday Bash Sale,334693.35,122,2743.39,569.80,4956.16
LG,High Value,Black Friday Blowout,430785.75,160,2692.41,500.70,4986.53
LG,High Value,Cart Crasher Campaign,330519.29,119,2777.47,521.71,4986.92
LG,High Value,Cashback Carnival,461616.82,158,2921.63,509.88,4984.80
LG,High Value,Clearance Countdown,374762.83,136,2755.61,595.15,4998.50
LG,High Value,Countdown to Savings,390465.37,146,2674.42,575.96,4979.80
LG,High Value,Customer Appreciation Week,372930.08,138,2702.39,543.74,4992.17
LG,High Value,Cyber Monday Mania,417822.26,146,2861.80,507.37,4955.52
LG,High Value,Deal of the Month,303061.36,110,2755.10,509.88,4983.08
LG,High Value,Double Points Bonanza,376053.71,148,2540.90,514.43,4996.08
LG,High Value,Early Bird Specials,408237.49,147,2777.13,502.05,4992.90
LG,High Value,End of Season Sale,377942.93,134,2820.47,539.35,4997.26
LG,High Value,Exclusive Insider Offers,418387.15,153,2734.56,524.94,4988.90
LG,High Value,Festive Fever Promo,366057.09,129,2837.65,509.31,4993.32
LG,High Value,Final Call Frenzy,330477.77,128,2581.86,513.59,4995.31
LG,High Value,Flash Frenzy Friday,392913.02,144,2728.56,503.50,4998.72
LG,High Value,"Gift More, Spend Less",372495.35,132,2821.93,527.40,4971.08
LG,High Value,Golden Hour Bargains,313361.73,115,2724.88,623.92,4961.76
LG,High Value,Green Weekend Deals,348255.92,134,2598.92,503.35,4964.40
LG,High Value,Happy Hour Discounts,336111.13,117,2872.74,533.79,4990.83
LG,High Value,Holiday Shopping Rush,408179.49,139,2936.54,541.25,4995.77
LG,High Value,Hot Picks Promo,332902.53,120,2774.19,600.75,4987.55
LG,High Value,Instant Gratification Sale,362352.26,133,2724.45,509.81,4848.64
LG,High Value,Limited Time Treasures,330499.35,123,2686.99,516.88,4969.59
LG,High Value,Loyalty Rewards Blast,365180.09,132,2766.52,575.23,4962.23
LG,High Value,Mega Weekend Bonanza,315338.08,126,2502.68,505.91,4939.81
LG,High Value,Mid-Year Madness,441463.33,153,2885.38,543.20,4993.79
LG,High Value,Mystery Discount Days,380000.34,130,2923.08,578.40,4990.97
LG,High Value,New Arrival Showcase,372662.81,130,2866.64,504.80,4974.89
LG,High Value,New Product Launch Promo,313219.66,119,2632.10,506.93,4999.48
LG,High Value,New Year Kickoff,427647.24,151,2832.10,505.19,4994.13
LG,High Value,Price Drop Parade,344752.56,121,2849.19,501.39,4992.82
LG,High Value,Red Tag Clearance,399644.89,138,2895.98,533.63,4969.63
LG,High Value,Seasonal Surprise Box,353249.18,129,2738.37,543.29,4946.40
LG,High Value,Shop & Save Spectacular,380748.67,136,2799.62,504.82,4951.26
LG,High Value,Smart Shopper Week,359631.23,132,2724.48,502.77,4999.77
LG,High Value,Spring Refresh Event,343960.70,137,2510.66,521.69,4999.45
LG,High Value,Spring Splash Discounts,325488.79,121,2689.99,527.45,4919.95
LG,High Value,Summer Sizzle Promo,361457.96,127,2846.13,519.15,4987.60
LG,High Value,Super Savings Week,407841.53,139,2934.11,502.82,4973.71
LG,High Value,Ultimate Value Event,403195.39,139,2900.69,506.64,4999.91
LG,High Value,VIP Access Sale,356021.46,133,2676.85,503.14,4971.14
LG,High Value,Weekend Warrior Specials,380102.71,146,2603.44,507.56,4952.24
LG,High Value,Winter Clearance Carnival,364315.49,127,2868.63,506.45,4977.41
LG,High Value,Winter Wonders Sale,400412.71,139,2880.67,506.22,4989.22
LG,In-Store Regular,12 Days of Deals,416169.39,140,2972.64,523.09,4967.38
LG,In-Store Regular,Autumn Deals Drive,418343.82,147,2845.88,603.09,4999.09
LG,In-Store Regular,BOGO Blitz,313150.54,116,2699.57,539.40,4997.96
LG,In-Store Regular,Back to School Boost,320177.16,120,2668.14,523.52,4941.72
LG,In-Store Regular,Birthday Bash Sale,334026.14,123,2715.66,518.23,4962.81
LG,In-Store Regular,Black Friday Blowout,370813.53,124,2990.43,566.46,4993.62
LG,In-Store Regular,Cart Crasher Campaign,379447.16,130,2918.82,577.53,4937.14
LG,In-Store Regular,Cashback Carnival,384632.26,139,2767.14,511.18,4927.14
LG,In-Store Regular,Clearance Countdown,333071.87,122,2730.10,566.90,4994.64
LG,In-Store Regular,Countdown to Savings,371094.18,134,2769.36,584.37,4998.01
LG,In-Store Regular,Customer Appreciation Week,335638.70,129,2601.85,508.00,4996.86
LG,In-Store Regular,Cyber Monday Mania,345728.51,127,2722.27,503.24,4933.22
LG,In-Store Regular,Deal of the Month,374884.39,133,2818.68,504.72,4899.65
LG,In-Store Regular,Double Points Bonanza,350556.30,136,2577.62,572.39,4919.03
LG,In-Store Regular,Early Bird Specials,359738.12,124,2901.11,523.64,4991.59
LG,In-Store Regular,End of Season Sale,348832.21,124,2813.16,536.17,4953.07
LG,In-Store Regular,Exclusive Insider Offers,302100.54,116,2604.32,503.81,4965.03
LG,In-Store Regular,Festive Fever Promo,342482.67,129,2654.90,560.00,4918.90
LG,In-Store Regular,Final Call Frenzy,377259.22,136,2773.96,566.68,4965.82
LG,In-Store Regular,Flash Frenzy Friday,370924.17,142,2612.14,508.02,4981.93
LG,In-Store Regular,"Gift More, Spend Less",366987.86,127,2889.67,503.59,4968.64
LG,In-Store Regular,Golden Hour Bargains,363696.41,135,2694.05,506.54,4966.10
LG,In-Store Regular,Green Weekend Deals,346411.17,127,2727.65,562.98,4967.02
LG,In-Store Regular,Happy Hour Discounts,389102.65,141,2759.59,610.89,4980.26
LG,In-Store Regular,Holiday Shopping Rush,397514.92,135,2944.55,610.99,4972.40
LG,In-Store Regular,Hot Picks Promo,341684.84,127,2690.43,556.98,4925.84
LG,In-Store Regular,Instant Gratification Sale,336912.80,126,2673.91,515.30,4982.48
LG,In-Store Regular,Limited Time Treasures,341605.71,126,2711.16,529.27,4993.71
LG,In-Store Regular,Loyalty Rewards Blast,387617.67,140,2768.70,522.03,4981.23
LG,In-Store Regular,Mega Weekend Bonanza,371198.55,141,2632.61,611.75,4998.42
LG,In-Store Regular,Mid-Year Madness,332436.83,120,2770.31,590.60,4990.49
LG,In-Store Regular,Midnight Madness,321096.06,115,2792.14,551.58,4998.66
LG,In-Store Regular,Mystery Discount Days,433657.72,151,2871.91,533.85,4992.26
LG,In-Store Regular,New Arrival Showcase,339285.11,117,2899.87,598.39,4998.70
LG,In-Store Regular,New Product Launch Promo,395066.56,142,2782.16,501.76,4993.94
LG,In-Store Regular,New Year Kickoff,356340.42,133,2679.25,530.30,4986.69
LG,In-Store Regular,Price Drop Parade,356243.85,124,2872.93,575.51,4963.69
LG,In-Store Regular,Red Tag Clearance,370792.10,141,2629.73,513.32,4960.86
LG,In-Store Regular,Seasonal Surprise Box,314017.30,120,2616.81,516.69,4946.04
LG,In-Store Regular,Shop & Save Spectacular,327486.65,123,2662.49,527.66,4977.47
LG,In-Store Regular,Smart Shopper Week,310712.55,110,2824.66,512.34,4964.62
LG,In-Store Regular,Spring Refresh Event,348626.84,124,2811.51,533.11,4980.63
LG,In-Store Regular,Spring Splash Discounts,330336.49,120,2752.80,522.44,4899.38
LG,In-Store Regular,Summer Sizzle Promo,347154.14,125,2777.23,531.30,4924.94
LG,In-Store Regular,Super Savings Week,333565.30,121,2756.74,581.02,4808.78
LG,In-Store Regular,Ultimate Value Event,338232.76,134,2524.13,510.45,4979.01
LG,In-Store Regular,VIP Access Sale,409648.50,144,2844.78,500.93,4929.61
LG,In-Store Regular,Weekend Warrior Specials,308655.13,126,2449.64,537.08,4980.16
LG,In-Store Regular,Winter Clearance Carnival,355578.76,133,2673.52,522.93,4968.49
LG,In-Store Regular,Winter Wonders Sale,357971.48,143,2503.30,552.95,4962.04
LG,Loyal Customer,12 Days of Deals,393150.70,134,2933.96,520.34,4819.32
LG,Loyal Customer,Autumn Deals Drive,385158.74,143,2693.42,535.89,4961.68
LG,Loyal Customer,BOGO Blitz,369823.36,133,2780.63,504.25,4952.61
LG,Loyal Customer,Back to School Boost,373899.25,127,2944.09,577.13,4970.29
LG,Loyal Customer,Birthday Bash Sale,361479.86,133,2717.89,570.95,4942.99
LG,Loyal Customer,Black Friday Blowout,388958.80,138,2818.54,571.13,4965.51
LG,Loyal Customer,Cart Crasher Campaign,372465.32,141,2641.60,519.88,4959.27
LG,Loyal Customer,Cashback Carnival,319209.14,121,2638.09,510.00,4990.25
LG,Loyal Customer,Clearance Countdown,425008.44,151,2814.63,567.04,4979.48
LG,Loyal Customer,Countdown to Savings,328310.20,131,2506.18,514.69,4950.45
LG,Loyal Customer,Customer Appreciation Week,348971.86,139,2510.59,508.83,4964.13
LG,Loyal Customer,Cyber Monday Mania,318626.55,119,2677.53,553.00,4995.91
LG,Loyal Customer,Double Points Bonanza,377159.38,134,2814.62,565.10,4994.58
LG,Loyal Customer,Early Bird Specials,346443.20,131,2644.60,529.31,4994.19
LG,Loyal Customer,End of Season Sale,379118.03,135,2808.28,581.72,4993.60
LG,Loyal Customer,Exclusive Insider Offers,463217.02,170,2724.81,516.17,4935.90
LG,Loyal Customer,Festive Fever Promo,347963.11,133,2616.26,502.80,4949.00
LG,Loyal Customer,Flash Frenzy Friday,366909.24,136,2697.86,512.53,4962.44
LG,Loyal Customer,"Gift More, Spend Less",418337.47,150,2788.92,511.81,4993.14
LG,Loyal Customer,Golden Hour Bargains,410744.44,145,2832.72,555.88,4993.31
LG,Loyal Customer,Happy Hour Discounts,316678.18,115,2753.72,547.13,4981.54
LG,Loyal Customer,Holiday Shopping Rush,344058.69,123,2797.23,501.38,4948.45
LG,Loyal Customer,Hot Picks Promo,384344.54,144,2669.06,501.49,4997.12
LG,Loyal Customer,Instant Gratification Sale,337417.89,121,2788.58,584.76,4990.00
LG,Loyal Customer,Limited Time Treasures,336998.31,131,2572.51,527.36,4942.10
LG,Loyal Customer,Loyalty Rewards Blast,392061.87,142,2761.00,523.69,4985.68
LG,Loyal Customer,Mega Weekend Bonanza,402303.24,137,2936.52,513.27,4982.24
LG,Loyal Customer,Mid-Year Madness,421221.44,159,2649.19,504.23,4984.17
LG,Loyal Customer,Midnight Madness,382055.88,141,2709.62,536.86,4979.63
LG,Loyal Customer,Mystery Discount Days,348340.77,132,2638.95,508.14,4982.84
LG,Loyal Customer,New Arrival Showcase,325312.94,120,2710.94,512.30,4991.23
LG,Loyal Customer,New Product Launch Promo,349549.11,124,2818.94,685.45,4995.58
LG,Loyal Customer,New Year Kickoff,369751.83,139,2660.09,570.13,4900.99
LG,Loyal Customer,Price Drop Parade,339555.25,131,2592.02,518.40,4922.95
LG,Loyal Customer,Seasonal Surprise Box,387989.31,140,2771.35,507.59,4960.45
LG,Loyal Customer,Shop & Save Spectacular,438846.25,164,2675.89,502.74,4927.68
LG,Loyal Customer,Smart Shopper Week,393629.13,150,2624.19,517.75,4969.55
LG,Loyal Customer,Spring Refresh Event,396520.37,146,2715.89,511.23,4987.43
LG,Loyal Customer,Spring Splash Discounts,433211.27,162,2674.14,532.11,4974.54
LG,Loyal Customer,Summer Sizzle Promo,344644.61,133,2591.31,537.59,4958.65
LG,Loyal Customer,Super Savings Week,353432.17,127,2782.93,524.64,4950.45
LG,Loyal Customer,Ultimate Value Event,347445.79,123,2824.76,520.63,4932.64
LG,Loyal Customer,VIP Access Sale,378393.25,140,2702.81,519.63,4994.22
LG,Loyal Customer,Weekend Warrior Specials,401144.66,135,2971.44,516.17,4999.43
LG,Loyal Customer,Winter Clearance Carnival,400081.08,144,2778.34,541.32,4991.69
LG,Loyal Customer,Winter Wonders Sale,387934.82,143,2712.83,503.19,4948.46
LG,Occasional Shopper,12 Days of Deals,321126.86,119,2698.55,513.13,4966.68
LG,Occasional Shopper,Autumn Deals Drive,373071.46,144,2590.77,512.70,4927.18
LG,Occasional Shopper,BOGO Blitz,313831.43,114,2752.91,527.18,4907.59
LG,Occasional Shopper,Back to School Boost,400534.07,141,2840.67,505.89,4983.72
LG,Occasional Shopper,Birthday Bash Sale,340414.74,125,2723.32,558.17,4971.45
LG,Occasional Shopper,Black Friday Blowout,378835.32,139,2725.43,538.90,4949.79
LG,Occasional Shopper,Cart Crasher Campaign,346269.33,125,2770.15,512.18,4979.81
LG,Occasional Shopper,Cashback Carnival,359330.63,139,2585.11,531.28,4994.18
LG,Occasional Shopper,Countdown to Savings,409907.19,149,2751.05,557.06,4998.03
LG,Occasional Shopper,Customer Appreciation Week,322715.89,127,2541.07,511.27,4997.34
LG,Occasional Shopper,Cyber Monday Mania,376282.89,139,2707.07,502.61,4977.76
LG,Occasional Shopper,Deal of the Month,386059.74,137,2817.95,510.04,4992.33
LG,Occasional Shopper,Double Points Bonanza,337584.30,123,2744.59,545.63,4957.22
LG,Occasional Shopper,End of Season Sale,326379.69,117,2789.57,501.39,4971.78
LG,Occasional Shopper,Exclusive Insider Offers,410982.15,146,2814.95,537.65,4986.16
LG,Occasional Shopper,Festive Fever Promo,367967.09,134,2746.02,520.98,4993.30
LG,Occasional Shopper,Flash Frenzy Friday,388550.63,137,2836.14,508.78,4968.00
LG,Occasional Shopper,"Gift More, Spend Less",361779.99,136,2660.15,550.32,4984.09
LG,Occasional Shopper,Golden Hour Bargains,322378.51,126,2558.56,530.03,4905.71
LG,Occasional Shopper,Green Weekend Deals,395834.79,146,2711.20,539.51,4852.88
LG,Occasional Shopper,Happy Hour Discounts,308747.37,113,2732.28,540.52,4989.69
LG,Occasional Shopper,Holiday Shopping Rush,377058.42,148,2547.69,551.30,4966.77
LG,Occasional Shopper,Hot Picks Promo,316148.49,118,2679.22,537.78,4996.56
LG,Occasional Shopper,Instant Gratification Sale,365446.87,129,2832.92,605.26,4985.75
LG,Occasional Shopper,Limited Time Treasures,423330.21,152,2785.07,566.99,4977.99
LG,Occasional Shopper,Loyalty Rewards Blast,354963.97,132,2689.12,522.58,4894.11
LG,Occasional Shopper,Mega Weekend Bonanza,330432.82,123,2686.45,503.69,4997.14
LG,Occasional Shopper,Mid-Year Madness,332588.02,119,2794.86,511.63,4930.02
LG,Occasional Shopper,Midnight Madness,315015.70,121,2603.44,510.89,4998.42
LG,Occasional Shopper,Mystery Discount Days,371472.46,135,2751.65,506.37,4980.25
LG,Occasional Shopper,New Arrival Showcase,378564.35,131,2889.80,596.30,4908.35
LG,Occasional Shopper,New Product Launch Promo,374298.12,139,2692.79,519.16,4959.37
LG,Occasional Shopper,New Year Kickoff,374238.08,128,2923.73,542.05,4977.78
LG,Occasional Shopper,Price Drop Parade,367458.67,131,2805.03,546.21,4978.93
LG,Occasional Shopper,Red Tag Clearance,372752.54,134,2781.74,511.90,4965.46
LG,Occasional Shopper,Seasonal Surprise Box,357097.23,136,2625.71,523.89,4981.38
LG,Occasional Shopper,Shop & Save Spectacular,417910.10,139,3006.55,542.99,4967.47
LG,Occasional Shopper,Smart Shopper Week,395282.89,137,2885.28,545.59,4988.05
LG,Occasional Shopper,Spring Refresh Event,376006.03,135,2785.23,506.82,4953.34
LG,Occasional Shopper,Spring Splash Discounts,369331.74,135,2735.79,505.95,4959.43
LG,Occasional Shopper,Summer Sizzle Promo,318670.68,128,2489.61,513.01,4968.96
LG,Occasional Shopper,Super Savings Week,369797.15,142,2604.21,500.28,4922.12
LG,Occasional Shopper,Ultimate Value Event,362077.72,131,2763.95,532.15,4896.43
LG,Occasional Shopper,VIP Access Sale,323619.85,118,2742.54,562.89,4993.25
LG,Occasional Shopper,Weekend Warrior Specials,369980.93,138,2681.02,538.97,4921.80
LG,Occasional Shopper,Winter Clearance Carnival,342378.31,125,2739.03,501.06,4988.00
LG,Occasional Shopper,Winter Wonders Sale,375306.60,134,2800.80,523.99,4995.52
LG,Online Shopper,12 Days of Deals,361552.28,131,2759.94,540.30,4994.82
LG,Online Shopper,Autumn Deals Drive,322582.97,120,2688.19,526.99,4978.61
LG,Online Shopper,BOGO Blitz,378003.62,140,2700.03,543.27,4951.00
LG,Online Shopper,Back to School Boost,355885.76,138,2578.88,508.78,4979.77
LG,Online Shopper,Birthday Bash Sale,389863.49,135,2887.88,527.82,4990.75
LG,Online Shopper,Black Friday Blowout,384069.52,143,2685.80,502.51,4967.26
LG,Online Shopper,Cart Crasher Campaign,378183.36,143,2644.64,509.43,4959.83
LG,Online Shopper,Cashback Carnival,378231.78,126,3001.84,521.46,4964.29
LG,Online Shopper,Clearance Countdown,332729.00,131,2539.92,526.15,4935.75
LG,Online Shopper,Countdown to Savings,389896.70,139,2805.01,554.62,4958.65
LG,Online Shopper,Customer Appreciation Week,386811.42,143,2704.97,502.70,4987.89
LG,Online Shopper,Cyber Monday Mania,414071.24,145,2855.66,543.27,4992.62
LG,Online Shopper,Deal of the Month,397923.45,145,2744.30,503.34,4995.33
LG,Online Shopper,Double Points Bonanza,341441.26,120,2845.34,521.21,4978.25
LG,Online Shopper,Early Bird Specials,383652.61,140,2740.38,547.40,4985.95
LG,Online Shopper,End of Season Sale,380292.44,142,2678.12,584.46,4954.57
LG,Online Shopper,Exclusive Insider Offers,315993.72,120,2633.28,527.67,4963.09
LG,Online Shopper,Festive Fever Promo,357895.07,128,2796.06,519.25,4996.28
LG,Online Shopper,Final Call Frenzy,377773.93,136,2777.75,511.22,4934.01
LG,Online Shopper,Flash Frenzy Friday,386057.19,133,2902.69,532.57,4997.21
LG,Online Shopper,"Gift More, Spend Less",402950.01,145,2778.97,502.74,4986.38
LG,Online Shopper,Golden Hour Bargains,414156.60,148,2798.36,649.84,4997.61
LG,Online Shopper,Green Weekend Deals,349800.02,139,2516.55,538.66,4985.83
LG,Online Shopper,Happy Hour Discounts,363497.77,128,2839.83,539.84,4975.94
LG,Online Shopper,Holiday Shopping Rush,336479.53,127,2649.45,503.23,4984.22
LG,Online Shopper,Hot Picks Promo,304495.89,113,2694.65,611.07,4955.02
LG,Online Shopper,Instant Gratification Sale,410692.32,151,2719.82,531.87,4967.66
LG,Online Shopper,Limited Time Treasures,315875.60,119,2654.42,507.04,4949.89
LG,Online Shopper,Loyalty Rewards Blast,330269.09,122,2707.12,557.15,4992.76
LG,Online Shopper,Mega Weekend Bonanza,341448.82,123,2776.01,504.08,4972.88
LG,Online Shopper,Mid-Year Madness,366926.08,130,2822.51,510.03,4915.93
LG,Online Shopper,Midnight Madness,322143.78,120,2684.53,531.37,4992.27
LG,Online Shopper,Mystery Discount Days,387846.28,149,2603.00,520.51,4998.62
LG,Online Shopper,New Arrival Showcase,430285.25,153,2812.32,521.82,4932.00
LG,Online Shopper,New Product Launch Promo,314371.34,114,2757.64,519.03,4969.21
LG,Online Shopper,New Year Kickoff,369692.01,131,2822.08,539.36,4970.01
LG,Online Shopper,Price Drop Parade,339393.99,121,2804.91,532.84,4947.40
LG,Online Shopper,Red Tag Clearance,414017.12,146,2835.73,525.53,4990.57
LG,Online Shopper,Seasonal Surprise Box,382027.00,149,2563.94,547.68,4998.13
LG,Online Shopper,Shop & Save Spectacular,342954.87,125,2743.64,614.36,4989.59
LG,Online Shopper,Smart Shopper Week,387232.11,147,2634.23,513.03,4999.46
LG,Online Shopper,Spring Refresh Event,350718.75,129,2718.75,591.49,4954.60
LG,Online Shopper,Spring Splash Discounts,360237.24,129,2792.54,517.15,4973.89
LG,Online Shopper,Summer Sizzle Promo,400757.79,141,2842.25,537.83,4984.22
LG,Online Shopper,Super Savings Week,367881.85,128,2874.08,500.36,4996.22
LG,Online Shopper,Ultimate Value Event,389186.06,142,2740.75,550.06,4959.70
LG,Online Shopper,VIP Access Sale,350180.35,123,2846.99,515.65,4996.84
LG,Online Shopper,Weekend Warrior Specials,319002.37,126,2531.76,508.70,4927.90
LG,Online Shopper,Winter Clearance Carnival,378407.29,140,2702.91,502.18,4984.43
LG,Online Shopper,Winter Wonders Sale,386306.78,141,2739.76,509.63,4989.27
LG,Premium Shopper,12 Days of Deals,378153.25,132,2864.80,607.61,4986.67
LG,Premium Shopper,Autumn Deals Drive,427028.61,142,3007.24,568.53,4978.91
LG,Premium Shopper,BOGO Blitz,351216.72,124,2832.39,502.79,4958.18
LG,Premium Shopper,Back to School Boost,387340.88,141,2747.10,553.32,4990.55
LG,Premium Shopper,Birthday Bash Sale,411419.25,149,2761.20,505.08,4977.64
LG,Premium Shopper,Black Friday Blowout,330351.57,119,2776.06,538.99,4824.85
LG,Premium Shopper,Cart Crasher Campaign,351831.61,138,2549.50,511.50,4959.11
LG,Premium Shopper,Cashback Carnival,421290.33,140,3009.22,516.90,4993.00
LG,Premium Shopper,Clearance Countdown,371267.67,131,2834.10,511.35,4986.00
LG,Premium Shopper,Countdown to Savings,353121.12,125,2824.97,556.11,4974.02
LG,Premium Shopper,Customer Appreciation Week,313161.82,112,2796.09,557.70,4994.29
LG,Premium Shopper,Cyber Monday Mania,372404.38,132,2821.25,505.30,4937.19
LG,Premium Shopper,Deal of the Month,364011.56,128,2843.84,666.25,4943.70
LG,Premium Shopper,Double Points Bonanza,371554.21,133,2793.64,588.21,4945.66
