customer_segment,salesperson_role,campaign_name,sum_amount,count,avg_amount,min_amount,max_amount
Churn Risk,Salesperson,Autumn Deals Drive,1448981.75,511,2835.58,500.20,4996.15
Churn Risk,Salesperson,BOGO Blitz,1446406.26,511,2830.54,507.32,4999.45
Churn Risk,Salesperson,Back to School Boost,1390769.59,520,2674.56,518.77,4974.32
Churn Risk,Salesperson,Birthday Bash Sale,1434608.42,520,2758.86,501.83,4999.64
Churn Risk,Salesperson,Black Friday Blowout,1420462.31,511,2779.77,516.25,4994.07
Churn Risk,Salesperson,Cart Crasher Campaign,1384502.34,510,2714.71,511.88,4995.24
Churn Risk,Salesperson,Cashback Carnival,1394796.38,516,2703.09,502.35,4999.22
Churn Risk,Salesperson,Clearance Countdown,1361014.52,494,2755.09,509.31,4989.20
Churn Risk,Salesperson,Countdown to Savings,1386703.97,504,2751.40,500.39,4995.99
Churn Risk,Salesperson,Customer Appreciation Week,1484247.48,527,2816.41,502.07,4990.07
Churn Risk,Salesperson,Cyber Monday Mania,1386004.42,488,2840.17,505.17,4966.57
Churn Risk,Salesperson,Deal of the Month,1402648.96,499,2810.92,503.83,4995.45
Churn Risk,Salesperson,Double Points Bonanza,1349237.32,509,2650.76,509.59,4996.21
Churn Risk,Salesperson,Early Bird Specials,1464102.20,536,2731.53,519.29,4997.07
Churn Risk,Salesperson,End of Season Sale,1286095.08,477,2696.22,504.36,4996.88
Churn Risk,Salesperson,Exclusive Insider Offers,1453295.09,507,2866.46,508.78,4999.29
Churn Risk,Salesperson,Festive Fever Promo,1564364.52,570,2744.50,510.97,4995.75
Churn Risk,Salesperson,Final Call Frenzy,1367461.33,506,2702.49,501.06,4994.08
Churn Risk,Salesperson,Flash Frenzy Friday,1457204.71,537,2713.60,508.81,4983.73
Churn Risk,Salesperson,"Gift More, Spend Less",1580995.52,578,2735.29,500.71,4983.76
Churn Risk,Salesperson,Golden Hour Bargains,1426653.25,531,2686.73,506.95,4991.51
Churn Risk,Salesperson,Green Weekend Deals,1462825.55,527,2775.76,516.86,4999.33
Churn Risk,Salesperson,Happy Hour Discounts,1543125.29,550,2805.68,540.18,4984.58
Churn Risk,Salesperson,Holiday Shopping Rush,1470062.77,522,2816.21,521.30,4997.57
Churn Risk,Salesperson,Hot Picks Promo,1381287.96,496,2784.85,503.06,4984.22
Churn Risk,Salesperson,Instant Gratification Sale,1402797.84,504,2783.33,519.16,4989.05
Churn Risk,Salesperson,Limited Time Treasures,1547712.33,552,2803.83,501.60,4998.70
Churn Risk,Salesperson,Loyalty Rewards Blast,1355010.31,498,2720.90,500.82,4990.36
Churn Risk,Salesperson,Mega Weekend Bonanza,1352025.34,489,2764.88,502.77,4998.94
Churn Risk,Salesperson,Mid-Year Madness,1495213.84,538,2779.21,500.47,4997.94
Churn Risk,Salesperson,Midnight Madness,1473636.35,531,2775.21,504.23,4974.49
Churn Risk,Salesperson,Mystery Discount Days,1326577.80,485,2735.21,523.06,4998.98
Churn Risk,Salesperson,New Arrival Showcase,1407340.86,496,2837.38,505.86,4992.69
Churn Risk,Salesperson,New Product Launch Promo,1513790.67,534,2834.81,514.75,4999.18
Churn Risk,Salesperson,New Year Kickoff,1459436.29,548,2663.20,515.89,4975.31
Churn Risk,Salesperson,Price Drop Parade,1438761.88,520,2766.85,508.61,4996.09
Churn Risk,Salesperson,Red Tag Clearance,1344531.00,491,2738.35,508.96,4985.45
Churn Risk,Salesperson,Seasonal Surprise Box,1442020.17,522,2762.49,503.27,4993.44
Churn Risk,Salesperson,Shop & Save Spectacular,1465298.20,528,2775.19,506.29,4997.93
Churn Risk,Salesperson,Smart Shopper Week,1379329.69,502,2747.67,504.73,4999.64
Churn Risk,Salesperson,Spring Refresh Event,1373579.98,489,2808.96,517.43,4997.20
Churn Risk,Salesperson,Spring Splash Discounts,1485518.28,532,2792.33,504.32,4984.68
Churn Risk,Salesperson,Summer Sizzle Promo,1462193.19,550,2658.53,505.55,4990.78
Churn Risk,Salesperson,Super Savings Week,1644036.51,583,2819.96,505.22,4998.99
Churn Risk,Salesperson,Ultimate Value Event,1330736.98,483,2755.15,510.12,4979.03
Churn Risk,Salesperson,VIP Access Sale,1469404.98,530,2772.46,513.56,4989.78
Churn Risk,Salesperson,Weekend Warrior Specials,1445411.20,526,2747.93,506.11,4987.65
Churn Risk,Salesperson,Winter Clearance Carnival,1442344.65,511,2822.59,502.13,4999.04
Churn Risk,Salesperson,Winter Wonders Sale,1371024.31,506,2709.53,513.05,4999.85
Churn Risk,Senior Salesperson,12 Days of Deals,1218774.35,460,2649.51,502.11,4977.32
Churn Risk,Senior Salesperson,Autumn Deals Drive,1232026.07,446,2762.39,501.93,4986.73
Churn Risk,Senior Salesperson,BOGO Blitz,1284716.82,487,2638.02,503.15,4978.54
Churn Risk,Senior Salesperson,Back to School Boost,1213035.87,453,2677.78,501.92,4991.85
Churn Risk,Senior Salesperson,Birthday Bash Sale,1328721.16,470,2827.07,532.27,4997.36
Churn Risk,Senior Salesperson,Black Friday Blowout,1194023.99,433,2757.56,503.63,4989.01
Churn Risk,Senior Salesperson,Cart Crasher Campaign,1223304.83,445,2749.00,528.65,4997.29
Churn Risk,Senior Salesperson,Cashback Carnival,1334550.25,484,2757.34,526.46,4992.80
Churn Risk,Senior Salesperson,Clearance Countdown,1160236.43,423,2742.88,505.32,4970.76
Churn Risk,Senior Salesperson,Countdown to Savings,1230750.37,452,2722.90,506.58,4974.44
Churn Risk,Senior Salesperson,Customer Appreciation Week,1344000.93,475,2829.48,506.65,4997.60
Churn Risk,Senior Salesperson,Cyber Monday Mania,1190112.82,432,2754.89,534.57,4996.08
Churn Risk,Senior Salesperson,Deal of the Month,1303297.31,468,2784.82,507.71,4999.41
Churn Risk,Senior Salesperson,Double Points Bonanza,1186175.22,435,2726.84,519.81,4976.03
Churn Risk,Senior Salesperson,Early Bird Specials,1176390.09,418,2814.33,523.14,4997.16
Churn Risk,Senior Salesperson,End of Season Sale,1271221.81,459,2769.55,502.25,4995.12
Churn Risk,Senior Salesperson,Exclusive Insider Offers,1262794.08,446,2831.38,511.93,4989.88
Churn Risk,Senior Salesperson,Festive Fever Promo,1343626.83,474,2834.66,506.83,4998.24
Churn Risk,Senior Salesperson,Final Call Frenzy,1350685.23,490,2756.50,513.55,4992.68
Churn Risk,Senior Salesperson,Flash Frenzy Friday,1188689.21,446,2665.22,502.31,4990.62
Churn Risk,Senior Salesperson,"Gift More, Spend Less",1264231.29,468,2701.35,507.44,4980.37
Churn Risk,Senior Salesperson,Golden Hour Bargains,1264557.42,455,2779.25,502.72,4994.31
Churn Risk,Senior Salesperson,Green Weekend Deals,1129083.78,428,2638.05,523.33,4991.78
Churn Risk,Senior Salesperson,Happy Hour Discounts,1263516.31,461,2740.82,500.75,4994.51
Churn Risk,Senior Salesperson,Holiday Shopping Rush,1279882.88,457,2800.62,502.32,4960.89
Churn Risk,Senior Salesperson,Hot Picks Promo,1358280.03,490,2772.00,522.20,4990.76
Churn Risk,Senior Salesperson,Instant Gratification Sale,1244748.91,464,2682.65,500.07,4998.85
Churn Risk,Senior Salesperson,Limited Time Treasures,1233929.57,455,2711.93,510.40,4989.54
Churn Risk,Senior Salesperson,Loyalty Rewards Blast,1269220.06,467,2717.82,503.22,4991.63
Churn Risk,Senior Salesperson,Mega Weekend Bonanza,1221542.73,430,2840.80,515.58,4999.69
Churn Risk,Senior Salesperson,Mid-Year Madness,1279503.59,474,2699.37,502.44,4981.27
Churn Risk,Senior Salesperson,Midnight Madness,1272899.60,457,2785.34,502.75,4994.43
Churn Risk,Senior Salesperson,Mystery Discount Days,1279342.22,474,2699.03,504.42,4983.01
Churn Risk,Senior Salesperson,New Arrival Showcase,1303390.84,471,2767.28,503.69,4998.89
Churn Risk,Senior Salesperson,New Product Launch Promo,1173153.32,434,2703.12,500.73,4988.61
Churn Risk,Senior Salesperson,New Year Kickoff,1196501.56,439,2725.52,518.02,4981.27
Churn Risk,Senior Salesperson,Price Drop Parade,1177087.98,440,2675.20,514.95,4951.22
Churn Risk,Senior Salesperson,Red Tag Clearance,1221429.82,442,2763.42,506.60,4999.05
Churn Risk,Senior Salesperson,Seasonal Surprise Box,1202733.25,444,2708.86,501.42,4992.28
Churn Risk,Senior Salesperson,Shop & Save Spectacular,1227059.49,453,2708.74,527.26,4993.94
Churn Risk,Senior Salesperson,Smart Shopper Week,1263742.75,467,2706.09,504.15,4999.86
Churn Risk,Senior Salesperson,Spring Refresh Event,1268545.51,457,2775.81,505.17,4996.02
Churn Risk,Senior Salesperson,Spring Splash Discounts,1214787.79,448,2711.58,502.11,4981.11
Churn Risk,Senior Salesperson,Summer Sizzle Promo,1270879.26,471,2698.26,511.51,4955.59
Churn Risk,Senior Salesperson,Super Savings Week,1277825.66,449,2845.94,501.34,4989.04
Churn Risk,Senior Salesperson,Ultimate Value Event,1103842.36,413,2672.74,502.89,4998.67
Churn Risk,Senior Salesperson,VIP Access Sale,1175944.33,430,2734.75,510.68,4994.23
Churn Risk,Senior Salesperson,Weekend Warrior Specials,1232647.00,455,2709.11,501.99,4990.53
Churn Risk,Senior Salesperson,Winter Clearance Carnival,1178668.33,447,2636.84,507.62,4994.24
Churn Risk,Senior Salesperson,Winter Wonders Sale,1257726.24,456,2758.17,535.39,4995.39
Deal Seeker,Manager,12 Days of Deals,1365091.10,501,2724.73,502.44,4996.81
Deal Seeker,Manager,Autumn Deals Drive,1469503.15,537,2736.50,500.76,4985.98
Deal Seeker,Manager,BOGO Blitz,1351961.95,481,2810.73,500.97,4997.71
Deal Seeker,Manager,Back to School Boost,1438927.72,518,2777.85,500.60,4997.76
Deal Seeker,Manager,Birthday Bash Sale,1326509.54,501,2647.72,511.78,4995.19
Deal Seeker,Manager,Black Friday Blowout,1291450.00,469,2753.62,509.50,4994.38
Deal Seeker,Manager,Cart Crasher Campaign,1452126.20,521,2787.19,503.66,4996.42
Deal Seeker,Manager,Cashback Carnival,1332112.11,488,2729.74,508.52,4979.09
Deal Seeker,Manager,Clearance Countdown,1419542.57,505,2810.98,505.37,4986.41
Deal Seeker,Manager,Countdown to Savings,1420618.77,502,2829.92,509.56,4987.12
Deal Seeker,Manager,Customer Appreciation Week,1277417.33,472,2706.39,515.73,4991.05
Deal Seeker,Manager,Cyber Monday Mania,1579814.66,569,2776.48,502.07,4990.88
Deal Seeker,Manager,Deal of the Month,1375317.41,509,2702.00,501.76,4989.02
Deal Seeker,Manager,Double Points Bonanza,1498107.76,526,2848.11,503.93,4996.88
Deal Seeker,Manager,Early Bird Specials,1405036.61,501,2804.46,501.96,4999.70
Deal Seeker,Manager,End of Season Sale,1458208.22,527,2767.00,512.45,4988.61
Deal Seeker,Manager,Exclusive Insider Offers,1351445.02,486,2780.75,511.49,4999.75
Deal Seeker,Manager,Festive Fever Promo,1299430.88,479,2712.80,507.70,4986.26
Deal Seeker,Manager,Final Call Frenzy,1383021.27,501,2760.52,521.13,4973.99
Deal Seeker,Manager,Flash Frenzy Friday,1302819.40,478,2725.56,500.13,4996.92
Deal Seeker,Manager,"Gift More, Spend Less",1402681.80,516,2718.38,510.97,4995.74
Deal Seeker,Manager,Golden Hour Bargains,1420655.72,509,2791.07,506.12,4997.10
Deal Seeker,Manager,Green Weekend Deals,1352938.94,494,2738.74,505.56,4998.39
Deal Seeker,Manager,Happy Hour Discounts,1313459.24,479,2742.09,505.31,4993.33
Deal Seeker,Manager,Holiday Shopping Rush,1296895.66,479,2707.51,501.97,4996.07
Deal Seeker,Manager,Hot Picks Promo,1312316.41,487,2694.69,515.29,4971.86
Deal Seeker,Manager,Instant Gratification Sale,1355793.95,514,2637.73,506.16,4995.20
Deal Seeker,Manager,Limited Time Treasures,1293400.55,457,2830.20,508.76,4938.41
Deal Seeker,Manager,Loyalty Rewards Blast,1435808.71,517,2777.19,501.05,4996.70
Deal Seeker,Manager,Mega Weekend Bonanza,1372323.93,484,2835.38,510.97,4987.91
Deal Seeker,Manager,Mid-Year Madness,1382317.53,503,2748.15,500.89,4998.69
Deal Seeker,Manager,Midnight Madness,1428638.25,509,2806.75,502.64,4998.11
Deal Seeker,Manager,Mystery Discount Days,1397903.75,518,2698.66,531.10,4995.72
Deal Seeker,Manager,New Arrival Showcase,1493481.78,525,2844.73,513.72,4998.00
Deal Seeker,Manager,New Product Launch Promo,1366367.93,489,2794.21,501.71,4999.30
Deal Seeker,Manager,New Year Kickoff,1440633.21,521,2765.13,501.02,4992.69
Deal Seeker,Manager,Price Drop Parade,1415959.42,522,2712.57,513.72,4991.46
Deal Seeker,Manager,Red Tag Clearance,1352253.73,479,2823.08,500.88,4998.91
Deal Seeker,Manager,Seasonal Surprise Box,1405000.09,504,2787.70,501.18,4997.91
Deal Seeker,Manager,Shop & Save Spectacular,1337964.99,472,2834.67,506.96,4995.64
Deal Seeker,Manager,Smart Shopper Week,1322882.36,487,2716.39,505.24,4994.32
Deal Seeker,Manager,Spring Refresh Event,1386290.38,498,2783.72,500.55,4984.79
Deal Seeker,Manager,Spring Splash Discounts,1312686.51,486,2701.00,503.97,4989.87
Deal Seeker,Manager,Summer Sizzle Promo,1357060.11,490,2769.51,502.20,4981.93
Deal Seeker,Manager,Super Savings Week,1333701.94,499,2672.75,504.79,4962.27
Deal Seeker,Manager,Ultimate Value Event,1445806.05,530,2727.94,507.45,4986.31
Deal Seeker,Manager,VIP Access Sale,1449599.95,507,2859.17,541.45,4985.27
Deal Seeker,Manager,Weekend Warrior Specials,1412804.37,515,2743.31,511.76,4995.08
Deal Seeker,Manager,Winter Clearance Carnival,1488030.12,536,2776.18,509.53,4993.03
Deal Seeker,Manager,Winter Wonders Sale,1446088.73,523,2764.99,511.22,4991.55
Deal Seeker,Sales Associate,12 Days of Deals,1541708.47,549,2808.21,507.68,4999.82
Deal Seeker,Sales Associate,Autumn Deals Drive,1501597.13,539,2785.89,500.56,4996.48
Deal Seeker,Sales Associate,BOGO Blitz,1507441.70,538,2801.94,501.85,4997.66
Deal Seeker,Sales Associate,Back to School Boost,1440409.08,522,2759.40,503.95,4999.33
Deal Seeker,Sales Associate,Birthday Bash Sale,1394197.20,516,2701.93,501.20,4996.94
Deal Seeker,Sales Associate,Black Friday Blowout,1513510.19,549,2756.85,509.61,4991.37
Deal Seeker,Sales Associate,Cart Crasher Campaign,1352742.49,489,2766.34,515.68,4978.86
Deal Seeker,Sales Associate,Cashback Carnival,1381580.47,505,2735.80,502.91,4997.15
Deal Seeker,Sales Associate,Clearance Countdown,1594494.19,582,2739.68,501.45,4998.01
Deal Seeker,Sales Associate,Countdown to Savings,1557483.21,571,2727.64,501.28,4979.96
Deal Seeker,Sales Associate,Customer Appreciation Week,1430517.22,519,2756.30,501.28,4985.39
Deal Seeker,Sales Associate,Cyber Monday Mania,1380438.32,496,2783.14,511.34,4985.65
Deal Seeker,Sales Associate,Deal of the Month,1363074.83,508,2683.22,501.29,4996.86
Deal Seeker,Sales Associate,Double Points Bonanza,1483958.48,510,2909.72,501.70,4998.55
Deal Seeker,Sales Associate,Early Bird Specials,1534466.89,548,2800.12,503.83,4997.80
Deal Seeker,Sales Associate,End of Season Sale,1390966.38,509,2732.74,504.46,4989.11
Deal Seeker,Sales Associate,Exclusive Insider Offers,1395501.51,515,2709.71,515.70,4980.74
Deal Seeker,Sales Associate,Festive Fever Promo,1414814.85,542,2610.36,514.16,4993.37
Deal Seeker,Sales Associate,Final Call Frenzy,1509267.69,541,2789.77,503.08,4997.60
Deal Seeker,Sales Associate,Flash Frenzy Friday,1504635.25,557,2701.32,501.88,4988.50
Deal Seeker,Sales Associate,"Gift More, Spend Less",1481296.98,532,2784.39,500.46,4984.91
Deal Seeker,Sales Associate,Golden Hour Bargains,1517166.54,547,2773.61,502.34,4998.10
Deal Seeker,Sales Associate,Green Weekend Deals,1491642.87,550,2712.08,502.55,4999.77
Deal Seeker,Sales Associate,Happy Hour Discounts,1456413.91,525,2774.12,517.21,4989.55
Deal Seeker,Sales Associate,Holiday Shopping Rush,1490914.81,536,2781.56,501.35,4969.91
Deal Seeker,Sales Associate,Hot Picks Promo,1526106.69,548,2784.87,502.43,4982.03
Deal Seeker,Sales Associate,Instant Gratification Sale,1451168.86,531,2732.90,501.53,4999.38
Deal Seeker,Sales Associate,Limited Time Treasures,1467860.95,547,2683.48,502.11,4983.86
Deal Seeker,Sales Associate,Loyalty Rewards Blast,1418413.77,528,2686.39,505.10,4992.96
Deal Seeker,Sales Associate,Mega Weekend Bonanza,1436617.25,500,2873.23,502.25,4992.05
Deal Seeker,Sales Associate,Mid-Year Madness,1312220.03,492,2667.11,503.37,4987.56
Deal Seeker,Sales Associate,Midnight Madness,1567574.76,557,2814.32,505.68,4998.11
Deal Seeker,Sales Associate,Mystery Discount Days,1457871.09,542,2689.80,504.02,4982.44
Deal Seeker,Sales Associate,New Arrival Showcase,1505075.88,544,2766.68,503.53,4999.95
Deal Seeker,Sales Associate,New Product Launch Promo,1412247.96,514,2747.56,502.50,4996.27
Deal Seeker,Sales Associate,New Year Kickoff,1459329.66,533,2737.95,503.09,4996.37
Deal Seeker,Sales Associate,Price Drop Parade,1424024.25,526,2707.27,505.19,4988.21
Deal Seeker,Sales Associate,Red Tag Clearance,1499246.50,537,2791.89,508.61,4992.26
Deal Seeker,Sales Associate,Seasonal Surprise Box,1444590.01,527,2741.16,500.52,4989.26
Deal Seeker,Sales Associate,Shop & Save Spectacular,1472814.96,536,2747.79,500.14,4997.56
Deal Seeker,Sales Associate,Smart Shopper Week,1460508.76,524,2787.23,509.40,4997.75
Deal Seeker,Sales Associate,Spring Refresh Event,1492923.74,536,2785.31,521.71,4977.61
Deal Seeker,Sales Associate,Spring Splash Discounts,1459527.50,517,2823.07,525.52,4996.52
Deal Seeker,Sales Associate,Summer Sizzle Promo,1487850.50,546,2725.00,502.08,4991.16
Deal Seeker,Sales Associate,Super Savings Week,1406680.35,518,2715.60,509.50,4995.00
Deal Seeker,Sales Associate,Ultimate Value Event,1524073.04,541,2817.14,512.05,4996.78
Deal Seeker,Sales Associate,VIP Access Sale,1452936.11,532,2731.08,503.17,4985.88
Deal Seeker,Sales Associate,Weekend Warrior Specials,1506541.37,559,2695.07,503.19,4966.38
Deal Seeker,Sales Associate,Winter Clearance Carnival,1594243.25,572,2787.14,504.61,4993.14
Deal Seeker,Sales Associate,Winter Wonders Sale,1450527.00,515,2816.56,527.33,4997.89
Deal Seeker,Salesperson,12 Days of Deals,1633897.36,590,2769.32,513.34,4999.02
Deal Seeker,Salesperson,Autumn Deals Drive,1422006.43,534,2662.93,511.91,4995.61
Deal Seeker,Salesperson,BOGO Blitz,1484235.91,533,2784.68,513.67,4998.59
Deal Seeker,Salesperson,Back to School Boost,1463766.06,549,2666.24,505.03,4998.09
Deal Seeker,Salesperson,Birthday Bash Sale,1436326.62,547,2625.83,517.17,4991.81
Deal Seeker,Salesperson,Black Friday Blowout,1470868.04,537,2739.05,504.18,4998.59
Deal Seeker,Salesperson,Cart Crasher Campaign,1399947.07,518,2702.60,505.97,4995.45
Deal Seeker,Salesperson,Cashback Carnival,1359753.81,495,2746.98,502.58,4999.12
Deal Seeker,Salesperson,Clearance Countdown,1429391.48,529,2702.06,504.91,4996.18
Deal Seeker,Salesperson,Countdown to Savings,1352988.14,510,2652.92,500.66,4986.67
Deal Seeker,Salesperson,Customer Appreciation Week,1400564.16,519,2698.58,505.16,4997.50
Deal Seeker,Salesperson,Cyber Monday Mania,1453638.49,526,2763.57,530.68,4998.54
Deal Seeker,Salesperson,Deal of the Month,1380912.59,508,2718.33,503.19,4996.68
Deal Seeker,Salesperson,Double Points Bonanza,1520819.06,552,2755.11,510.32,4995.73
Deal Seeker,Salesperson,Early Bird Specials,1422735.04,521,2730.78,500.92,4994.00
Deal Seeker,Salesperson,End of Season Sale,1423704.93,525,2711.82,506.45,4974.69
Deal Seeker,Salesperson,Exclusive Insider Offers,1442848.61,507,2845.86,508.46,4995.57
Deal Seeker,Salesperson,Festive Fever Promo,1477902.40,550,2687.10,520.21,4998.62
Deal Seeker,Salesperson,Final Call Frenzy,1422148.31,524,2714.02,501.33,4997.58
Deal Seeker,Salesperson,Flash Frenzy Friday,1433937.46,525,2731.31,535.55,4994.86
Deal Seeker,Salesperson,"Gift More, Spend Less",1435173.67,534,2687.59,503.14,4991.67
Deal Seeker,Salesperson,Golden Hour Bargains,1434558.85,532,2696.54,513.90,4979.21
Deal Seeker,Salesperson,Green Weekend Deals,1512026.10,551,2744.15,502.12,4989.62
Deal Seeker,Salesperson,Happy Hour Discounts,1456343.28,523,2784.60,518.91,4982.85
Deal Seeker,Salesperson,Holiday Shopping Rush,1434093.41,529,2710.95,507.76,4994.94
Deal Seeker,Salesperson,Hot Picks Promo,1500966.55,541,2774.43,520.65,4990.18
Deal Seeker,Salesperson,Instant Gratification Sale,1673612.75,607,2757.19,503.56,4994.07
Deal Seeker,Salesperson,Limited Time Treasures,1390159.77,506,2747.35,501.46,4968.06
Deal Seeker,Salesperson,Loyalty Rewards Blast,1575350.07,565,2788.23,502.39,4998.50
Deal Seeker,Salesperson,Mega Weekend Bonanza,1349402.36,503,2682.71,503.23,4971.18
Deal Seeker,Salesperson,Mid-Year Madness,1425141.66,525,2714.56,506.38,4989.43
Deal Seeker,Salesperson,Midnight Madness,1494625.59,535,2793.69,511.65,4996.42
Deal Seeker,Salesperson,Mystery Discount Days,1393824.31,503,2771.02,501.05,4990.54
Deal Seeker,Salesperson,New Arrival Showcase,1363919.42,498,2738.79,506.47,4994.26
Deal Seeker,Salesperson,New Product Launch Promo,1458417.36,532,2741.39,500.80,4998.30
Deal Seeker,Salesperson,New Year Kickoff,1468658.74,524,2802.78,529.24,4993.91
Deal Seeker,Salesperson,Price Drop Parade,1525769.85,548,2784.25,506.58,4990.87
Deal Seeker,Salesperson,Red Tag Clearance,1410904.30,505,2793.87,509.09,4978.69
Deal Seeker,Salesperson,Seasonal Surprise Box,1354161.11,491,2757.97,507.01,4998.61
Deal Seeker,Salesperson,Shop & Save Spectacular,1590006.26,564,2819.16,500.49,4998.08
Deal Seeker,Salesperson,Smart Shopper Week,1587363.85,564,2814.47,514.89,4994.34
Deal Seeker,Salesperson,Spring Refresh Event,1373990.23,511,2688.83,521.03,4995.22
Deal Seeker,Salesperson,Spring Splash Discounts,1346261.47,503,2676.46,509.30,4998.97
Deal Seeker,Salesperson,Summer Sizzle Promo,1382480.92,525,2633.30,517.69,4989.61
Deal Seeker,Salesperson,Super Savings Week,1420018.57,509,2789.82,502.63,4993.31
Deal Seeker,Salesperson,Ultimate Value Event,1507677.22,528,2855.45,503.14,4997.42
Deal Seeker,Salesperson,VIP Access Sale,1313439.90,497,2642.74,508.05,4996.47
Deal Seeker,Salesperson,Weekend Warrior Specials,1415156.61,518,2731.96,503.52,4976.61
Deal Seeker,Salesperson,Winter Clearance Carnival,1366297.03,487,2805.54,502.61,4991.97
Deal Seeker,Salesperson,Winter Wonders Sale,1522208.90,557,2732.87,502.50,4963.80
Deal Seeker,Senior Salesperson,12 Days of Deals,1218255.31,465,2619.90,506.22,4983.81
Deal Seeker,Senior Salesperson,Autumn Deals Drive,1238207.67,463,2674.31,514.74,4995.92
Deal Seeker,Senior Salesperson,BOGO Blitz,1233607.41,455,2711.23,502.46,4983.29
Deal Seeker,Senior Salesperson,Back to School Boost,1369327.38,485,2823.36,500.14,4973.13
Deal Seeker,Senior Salesperson,Birthday Bash Sale,1257939.72,456,2758.64,509.63,4983.74
Deal Seeker,Senior Salesperson,Black Friday Blowout,1225237.28,436,2810.18,513.22,4996.19
Deal Seeker,Senior Salesperson,Cart Crasher Campaign,1241256.98,456,2722.05,501.15,4993.56
Deal Seeker,Senior Salesperson,Cashback Carnival,1211187.27,437,2771.60,504.95,4993.59
Deal Seeker,Senior Salesperson,Clearance Countdown,1260714.63,477,2643.01,504.35,4999.80
Deal Seeker,Senior Salesperson,Countdown to Savings,1292503.75,465,2779.58,502.00,4999.30
Deal Seeker,Senior Salesperson,Customer Appreciation Week,1323050.62,482,2744.92,516.70,4996.70
Deal Seeker,Senior Salesperson,Cyber Monday Mania,1205821.10,460,2621.35,502.02,4986.17
Deal Seeker,Senior Salesperson,Deal of the Month,1277420.79,467,2735.38,507.38,4995.04
Deal Seeker,Senior Salesperson,Double Points Bonanza,1243759.07,452,2751.68,510.18,4981.65
Deal Seeker,Senior Salesperson,Early Bird Specials,1168448.91,426,2742.84,506.32,4961.08
Deal Seeker,Senior Salesperson,End of Season Sale,1330409.14,475,2800.86,509.34,4987.71
Deal Seeker,Senior Salesperson,Exclusive Insider Offers,1252923.69,452,2771.96,516.25,4994.72
Deal Seeker,Senior Salesperson,Festive Fever Promo,1305496.45,479,2725.46,520.73,4997.65
Deal Seeker,Senior Salesperson,Final Call Frenzy,1197193.34,434,2758.51,515.87,4998.16
Deal Seeker,Senior Salesperson,Flash Frenzy Friday,1244461.86,451,2759.34,503.24,4999.30
Deal Seeker,Senior Salesperson,"Gift More, Spend Less",1324622.78,489,2708.84,528.33,4975.51
Deal Seeker,Senior Salesperson,Golden Hour Bargains,1190755.98,428,2782.14,505.82,4991.77
Deal Seeker,Senior Salesperson,Green Weekend Deals,1135634.74,420,2703.89,501.10,4998.83
Deal Seeker,Senior Salesperson,Happy Hour Discounts,1299699.83,466,2789.06,507.68,4997.26
Deal Seeker,Senior Salesperson,Holiday Shopping Rush,1176346.61,443,2655.41,502.99,4994.86
Deal Seeker,Senior Salesperson,Hot Picks Promo,1243433.95,440,2825.99,500.05,4970.49
Deal Seeker,Senior Salesperson,Instant Gratification Sale,1151282.37,415,2774.17,500.33,4992.28
Deal Seeker,Senior Salesperson,Limited Time Treasures,1285293.58,469,2740.50,500.36,4999.81
Deal Seeker,Senior Salesperson,Loyalty Rewards Blast,1228589.85,445,2760.88,507.52,4989.24
Deal Seeker,Senior Salesperson,Mega Weekend Bonanza,1253730.20,449,2792.27,503.47,4964.60
Deal Seeker,Senior Salesperson,Mid-Year Madness,1238997.92,449,2759.46,503.20,4999.49
Deal Seeker,Senior Salesperson,Midnight Madness,1145135.24,434,2638.56,506.71,4994.98
Deal Seeker,Senior Salesperson,Mystery Discount Days,1189917.45,430,2767.25,521.00,4984.10
Deal Seeker,Senior Salesperson,New Arrival Showcase,1234486.32,454,2719.13,506.65,4989.45
Deal Seeker,Senior Salesperson,New Product Launch Promo,1178293.78,424,2778.99,515.92,4999.40
Deal Seeker,Senior Salesperson,New Year Kickoff,1187215.05,458,2592.17,505.26,4998.67
Deal Seeker,Senior Salesperson,Price Drop Parade,1365824.06,482,2833.66,503.08,4992.49
Deal Seeker,Senior Salesperson,Red Tag Clearance,1153738.86,419,2753.55,503.92,4994.15
Deal Seeker,Senior Salesperson,Seasonal Surprise Box,1105579.74,410,2696.54,518.90,4996.55
Deal Seeker,Senior Salesperson,Shop & Save Spectacular,1250221.37,460,2717.87,513.31,4996.66
Deal Seeker,Senior Salesperson,Smart Shopper Week,1259428.91,441,2855.85,501.79,4996.84
Deal Seeker,Senior Salesperson,Spring Refresh Event,1283344.55,483,2657.03,500.80,4986.34
Deal Seeker,Senior Salesperson,Spring Splash Discounts,1262042.19,457,2761.58,500.46,4999.01
Deal Seeker,Senior Salesperson,Summer Sizzle Promo,1240097.67,474,2616.24,512.86,4997.93
Deal Seeker,Senior Salesperson,Super Savings Week,1282057.69,452,2836.41,515.23,4999.88
Deal Seeker,Senior Salesperson,Ultimate Value Event,1343228.90,484,2775.27,500.07,4999.84
Deal Seeker,Senior Salesperson,VIP Access Sale,1205655.11,455,2649.79,502.77,4983.73
Deal Seeker,Senior Salesperson,Weekend Warrior Specials,1276316.53,463,2756.62,503.53,4998.33
Deal Seeker,Senior Salesperson,Winter Clearance Carnival,1260893.08,474,2660.11,509.36,4988.95
