brand,store_type,campaign_name,sum_amount,count,avg_amount,min_amount,max_amount
Godrej Interio,Supermarkets ,Birthday Bash Sale,695808.58,246,2828.49,504.51,4991.81
Godrej Interio,Supermarkets ,Black Friday Blowout,650034.19,237,2742.76,524.82,4995.43
Godrej Interio,Supermarkets ,Cart Crasher Campaign,634452.24,227,2794.94,512.98,4982.44
Godrej Interio,Supermarkets ,Cashback Carnival,701259.06,244,2874.01,503.47,4990.33
Godrej Interio,Supermarkets ,Clearance Countdown,695559.53,246,2827.48,503.67,4983.74
Godrej Interio,Supermarkets ,Countdown to Savings,666246.64,236,2823.08,516.03,4921.53
Godrej Interio,Supermarkets ,Customer Appreciation Week,588104.29,218,2697.73,505.74,4994.87
Godrej Interio,Supermarkets ,Cyber Monday Mania,526007.96,192,2739.62,530.68,4989.74
Godrej Interio,Supermarkets ,Deal of the Month,670954.13,237,2831.03,544.33,4999.17
Godrej Interio,Supermarkets ,Double Points Bonanza,599643.10,222,2701.10,541.02,4952.70
Godrej Interio,Supermarkets ,Early Bird Specials,557632.44,205,2720.16,543.16,4996.61
Godrej Interio,Supermarkets ,End of Season Sale,651971.84,233,2798.16,520.33,4986.81
Godrej Interio,Supermarkets ,Exclusive Insider Offers,585277.14,214,2734.94,519.59,4996.56
Godrej Interio,Supermarkets ,Festive Fever Promo,703730.55,255,2759.73,508.28,4982.97
Godrej Interio,Supermarkets ,Final Call Frenzy,589516.58,201,2932.92,507.44,4958.70
Godrej Interio,Supermarkets ,Flash Frenzy Friday,640762.01,229,2798.09,526.58,4995.77
Godrej Interio,Supermarkets ,"Gift More, Spend Less",549471.96,206,2667.34,539.75,4982.73
Godrej Interio,Supermarkets ,Golden Hour Bargains,603272.37,224,2693.18,524.23,4956.41
Godrej Interio,Supermarkets ,Green Weekend Deals,527242.70,210,2510.68,580.52,4951.67
Godrej Interio,Supermarkets ,Happy Hour Discounts,589812.07,220,2680.96,508.72,4971.80
Godrej Interio,Supermarkets ,Holiday Shopping Rush,636329.10,231,2754.67,508.47,4995.74
Godrej Interio,Supermarkets ,Hot Picks Promo,579166.57,210,2757.94,531.25,4992.50
Godrej Interio,Supermarkets ,Instant Gratification Sale,632553.71,226,2798.91,527.85,4992.46
Godrej Interio,Supermarkets ,Limited Time Treasures,708535.18,274,2585.89,509.42,4992.00
Godrej Interio,Supermarkets ,Loyalty Rewards Blast,621845.56,243,2559.04,502.59,4918.39
Godrej Interio,Supermarkets ,Mega Weekend Bonanza,705820.66,262,2693.97,503.48,4979.63
Godrej Interio,Supermarkets ,Mid-Year Madness,612237.13,226,2709.01,569.09,4981.05
Godrej Interio,Supermarkets ,Midnight Madness,698654.04,247,2828.56,537.75,4978.39
Godrej Interio,Supermarkets ,Mystery Discount Days,663651.29,247,2686.85,533.84,4995.76
Godrej Interio,Supermarkets ,New Arrival Showcase,685504.00,254,2698.83,510.39,4997.96
Godrej Interio,Supermarkets ,New Product Launch Promo,671772.92,263,2554.27,514.75,4981.29
Godrej Interio,Supermarkets ,New Year Kickoff,713997.88,257,2778.20,505.38,4993.25
Godrej Interio,Supermarkets ,Price Drop Parade,610497.51,216,2826.38,516.13,4990.23
Godrej Interio,Supermarkets ,Red Tag Clearance,668572.15,227,2945.25,524.64,4992.46
Godrej Interio,Supermarkets ,Seasonal Surprise Box,670327.21,247,2713.88,513.77,4955.06
Godrej Interio,Supermarkets ,Shop & Save Spectacular,649256.62,235,2762.79,552.07,4985.02
Godrej Interio,Supermarkets ,Smart Shopper Week,564701.88,210,2689.06,502.89,4982.44
Godrej Interio,Supermarkets ,Spring Refresh Event,608649.56,241,2525.52,533.14,4983.01
Godrej Interio,Supermarkets ,Spring Splash Discounts,632177.66,223,2834.88,525.79,4991.03
Godrej Interio,Supermarkets ,Summer Sizzle Promo,605278.07,225,2690.12,517.05,4927.44
Godrej Interio,Supermarkets ,Super Savings Week,661399.35,231,2863.20,513.58,4995.00
Godrej Interio,Supermarkets ,Ultimate Value Event,639771.12,238,2688.11,503.68,4998.80
Godrej Interio,Supermarkets ,VIP Access Sale,595421.57,212,2808.59,511.16,4990.62
Godrej Interio,Supermarkets ,Weekend Warrior Specials,657892.30,233,2823.57,501.67,4999.39
Godrej Interio,Supermarkets ,Winter Clearance Carnival,610990.20,233,2622.28,505.98,4940.84
Godrej Interio,Supermarkets ,Winter Wonders Sale,642766.50,244,2634.29,522.10,4989.40
Haier,Large Malls / Complexes,12 Days of Deals,635468.60,233,2727.33,544.31,4997.95
Haier,Large Malls / Complexes,Autumn Deals Drive,579134.18,227,2551.25,501.18,4994.72
Haier,Large Malls / Complexes,BOGO Blitz,576264.72,209,2757.25,519.12,4991.95
Haier,Large Malls / Complexes,Back to School Boost,543909.40,187,2908.61,568.42,4991.85
Haier,Large Malls / Complexes,Birthday Bash Sale,585670.81,220,2662.14,521.13,4992.41
Haier,Large Malls / Complexes,Black Friday Blowout,588021.14,216,2722.32,536.15,4995.14
Haier,Large Malls / Complexes,Cart Crasher Campaign,640599.76,230,2785.22,503.85,4998.01
Haier,Large Malls / Complexes,Cashback Carnival,520558.04,186,2798.70,528.38,4943.14
Haier,Large Malls / Complexes,Clearance Countdown,569060.38,197,2888.63,548.14,4989.53
Haier,Large Malls / Complexes,Countdown to Savings,528278.14,202,2615.24,508.15,4957.08
Haier,Large Malls / Complexes,Customer Appreciation Week,593769.70,231,2570.43,507.64,4988.67
Haier,Large Malls / Complexes,Cyber Monday Mania,559736.75,198,2826.95,504.93,4983.64
Haier,Large Malls / Complexes,Deal of the Month,631587.44,220,2870.85,503.83,4997.58
Haier,Large Malls / Complexes,Double Points Bonanza,528571.21,187,2826.58,522.00,4981.32
Haier,Large Malls / Complexes,Early Bird Specials,612582.04,221,2771.86,539.88,4985.39
Haier,Large Malls / Complexes,End of Season Sale,645651.88,233,2771.04,517.57,4960.50
Haier,Large Malls / Complexes,Exclusive Insider Offers,565365.04,209,2705.10,503.60,4994.72
Haier,Large Malls / Complexes,Festive Fever Promo,561864.58,204,2754.24,500.36,4996.92
Haier,Large Malls / Complexes,Final Call Frenzy,640327.96,220,2910.58,548.25,4991.35
Haier,Large Malls / Complexes,Flash Frenzy Friday,661951.50,230,2878.05,543.84,4996.85
Haier,Large Malls / Complexes,"Gift More, Spend Less",587945.24,215,2734.63,503.14,4985.21
Haier,Large Malls / Complexes,Golden Hour Bargains,590406.16,216,2733.36,517.65,4987.44
Haier,Large Malls / Complexes,Green Weekend Deals,561292.25,212,2647.60,519.11,4961.56
Haier,Large Malls / Complexes,Happy Hour Discounts,572214.02,221,2589.20,515.80,4992.76
Haier,Large Malls / Complexes,Holiday Shopping Rush,617207.03,219,2818.30,530.83,4997.27
Haier,Large Malls / Complexes,Hot Picks Promo,684676.64,240,2852.82,510.42,4976.29
Haier,Large Malls / Complexes,Instant Gratification Sale,653888.09,239,2735.93,533.81,4989.05
Haier,Large Malls / Complexes,Limited Time Treasures,515636.69,192,2685.61,510.26,4937.06
Haier,Large Malls / Complexes,Loyalty Rewards Blast,569385.76,196,2905.03,506.55,4996.51
Haier,Large Malls / Complexes,Mega Weekend Bonanza,519730.42,181,2871.44,502.05,4992.43
Haier,Large Malls / Complexes,Mid-Year Madness,497948.05,183,2721.03,500.33,4964.01
Haier,Large Malls / Complexes,Midnight Madness,517974.60,195,2656.28,549.61,4969.72
Haier,Large Malls / Complexes,Mystery Discount Days,526739.15,194,2715.15,502.59,4984.97
Haier,Large Malls / Complexes,New Arrival Showcase,495705.38,185,2679.49,501.45,4996.75
Haier,Large Malls / Complexes,New Product Launch Promo,613085.57,229,2677.23,506.98,4997.06
Haier,Large Malls / Complexes,New Year Kickoff,565666.33,197,2871.40,531.77,4983.53
Haier,Large Malls / Complexes,Price Drop Parade,550335.21,210,2620.64,512.13,4987.17
Haier,Large Malls / Complexes,Red Tag Clearance,578428.04,208,2780.90,577.01,4978.69
Haier,Large Malls / Complexes,Seasonal Surprise Box,643512.00,228,2822.42,535.25,4978.47
Haier,Large Malls / Complexes,Shop & Save Spectacular,566455.44,200,2832.28,509.98,4951.29
Haier,Large Malls / Complexes,Smart Shopper Week,608699.24,220,2766.81,524.75,4984.94
Haier,Large Malls / Complexes,Spring Refresh Event,554226.09,204,2716.79,519.51,4981.42
Haier,Large Malls / Complexes,Spring Splash Discounts,582815.69,214,2723.44,504.57,4998.92
Haier,Large Malls / Complexes,Summer Sizzle Promo,538722.66,204,2640.80,521.10,4994.55
Haier,Large Malls / Complexes,Super Savings Week,539304.53,199,2710.07,506.61,4974.82
Haier,Large Malls / Complexes,Ultimate Value Event,565311.55,202,2798.57,523.68,4997.27
Haier,Large Malls / Complexes,VIP Access Sale,561441.43,203,2765.72,501.55,4958.50
Haier,Large Malls / Complexes,Weekend Warrior Specials,552255.56,198,2789.17,553.20,4995.52
Haier,Large Malls / Complexes,Winter Clearance Carnival,518717.68,182,2850.10,529.13,4987.30
Haier,Large Malls / Complexes,Winter Wonders Sale,586800.48,209,2807.66,500.27,4969.24
Haier,Small Stores / Shops,12 Days of Deals,637591.19,220,2898.14,509.06,4997.95
Haier,Small Stores / Shops,Autumn Deals Drive,570817.06,217,2630.49,511.42,4993.37
Haier,Small Stores / Shops,BOGO Blitz,652858.39,233,2801.97,502.46,4989.32
Haier,Small Stores / Shops,Back to School Boost,645733.93,232,2783.34,512.31,4979.01
Haier,Small Stores / Shops,Birthday Bash Sale,648675.47,229,2832.64,509.48,4985.65
Haier,Small Stores / Shops,Black Friday Blowout,619275.94,227,2728.09,520.99,4992.55
Haier,Small Stores / Shops,Cart Crasher Campaign,585599.17,212,2762.26,510.58,4998.05
Haier,Small Stores / Shops,Cashback Carnival,649775.47,244,2663.01,505.90,4981.65
Haier,Small Stores / Shops,Clearance Countdown,584296.95,211,2769.18,525.75,4982.97
Haier,Small Stores / Shops,Countdown to Savings,639665.14,225,2842.96,529.42,4996.58
Haier,Small Stores / Shops,Customer Appreciation Week,693148.37,243,2852.46,511.28,4984.13
Haier,Small Stores / Shops,Cyber Monday Mania,589523.08,217,2716.70,504.75,4953.91
Haier,Small Stores / Shops,Deal of the Month,615794.93,224,2749.08,522.64,4981.03
Haier,Small Stores / Shops,Double Points Bonanza,615772.06,229,2688.96,524.63,4957.34
Haier,Small Stores / Shops,Early Bird Specials,741992.48,260,2853.82,503.37,4999.06
Haier,Small Stores / Shops,End of Season Sale,635691.38,233,2728.29,521.89,4983.83
Haier,Small Stores / Shops,Exclusive Insider Offers,619889.06,217,2856.63,502.55,4997.98
Haier,Small Stores / Shops,Festive Fever Promo,662415.71,249,2660.30,526.33,4995.04
Haier,Small Stores / Shops,Final Call Frenzy,598824.84,230,2603.59,516.79,4980.67
Haier,Small Stores / Shops,Flash Frenzy Friday,659892.96,244,2704.48,506.15,4990.20
Haier,Small Stores / Shops,"Gift More, Spend Less",543277.79,199,2730.04,506.35,4959.32
Haier,Small Stores / Shops,Golden Hour Bargains,598306.41,222,2695.07,500.66,4982.47
Haier,Small Stores / Shops,Green Weekend Deals,604542.74,225,2686.86,522.58,4995.08
Haier,Small Stores / Shops,Happy Hour Discounts,629514.22,231,2725.17,505.53,4959.20
Haier,Small Stores / Shops,Holiday Shopping Rush,585891.35,213,2750.66,501.74,4953.16
Haier,Small Stores / Shops,Hot Picks Promo,642599.39,244,2633.60,500.05,4991.08
Haier,Small Stores / Shops,Instant Gratification Sale,621262.58,223,2785.93,524.80,4997.94
Haier,Small Stores / Shops,Limited Time Treasures,618991.40,243,2547.29,521.74,4950.85
Haier,Small Stores / Shops,Loyalty Rewards Blast,673381.88,256,2630.40,502.48,4978.70
Haier,Small Stores / Shops,Mega Weekend Bonanza,603791.54,220,2744.51,543.54,4891.57
Haier,Small Stores / Shops,Mid-Year Madness,573504.55,220,2606.84,522.13,4993.47
Haier,Small Stores / Shops,Midnight Madness,621519.62,228,2725.96,551.99,4979.63
Haier,Small Stores / Shops,Mystery Discount Days,620139.01,217,2857.78,546.18,4993.56
Haier,Small Stores / Shops,New Arrival Showcase,596010.81,227,2625.60,509.40,4992.52
Haier,Small Stores / Shops,New Product Launch Promo,611262.50,227,2692.79,505.85,4932.75
Haier,Small Stores / Shops,New Year Kickoff,620706.78,228,2722.40,502.92,4981.44
Haier,Small Stores / Shops,Price Drop Parade,656865.72,244,2692.07,513.99,4962.37
Haier,Small Stores / Shops,Red Tag Clearance,568755.15,202,2815.62,563.68,4945.28
Haier,Small Stores / Shops,Seasonal Surprise Box,623054.40,227,2744.73,538.98,4989.16
Haier,Small Stores / Shops,Shop & Save Spectacular,646629.34,238,2716.93,532.46,4915.42
Haier,Small Stores / Shops,Smart Shopper Week,633519.62,232,2730.69,531.87,4992.18
Haier,Small Stores / Shops,Spring Refresh Event,593819.83,213,2787.89,546.26,4983.41
Haier,Small Stores / Shops,Spring Splash Discounts,659133.87,242,2723.69,530.62,4958.99
Haier,Small Stores / Shops,Summer Sizzle Promo,595642.41,211,2822.95,500.57,4966.73
Haier,Small Stores / Shops,Super Savings Week,490271.93,185,2650.12,501.03,4921.53
Haier,Small Stores / Shops,Ultimate Value Event,683788.41,246,2779.63,529.92,4995.13
Haier,Small Stores / Shops,VIP Access Sale,648260.41,230,2818.52,511.25,4959.01
Haier,Small Stores / Shops,Weekend Warrior Specials,581992.36,221,2633.45,536.36,4993.77
Haier,Small Stores / Shops,Winter Clearance Carnival,659283.94,237,2781.79,505.24,4962.29
Haier,Small Stores / Shops,Winter Wonders Sale,612320.63,231,2650.74,538.75,4985.21
Haier,Supermarkets ,12 Days of Deals,581011.72,209,2779.96,521.59,4993.02
Haier,Supermarkets ,Autumn Deals Drive,678209.62,252,2691.31,509.50,4997.36
Haier,Supermarkets ,BOGO Blitz,662097.41,239,2770.28,517.62,4993.38
Haier,Supermarkets ,Back to School Boost,613578.35,221,2776.37,515.76,4995.75
Haier,Supermarkets ,Birthday Bash Sale,666426.49,248,2687.20,503.22,4982.93
Haier,Supermarkets ,Black Friday Blowout,582501.85,210,2773.82,519.94,4999.91
Haier,Supermarkets ,Cart Crasher Campaign,630949.34,224,2816.74,526.02,4922.09
Haier,Supermarkets ,Cashback Carnival,660240.87,240,2751.00,511.57,4985.94
Haier,Supermarkets ,Clearance Countdown,624584.34,231,2703.83,522.18,4968.65
Haier,Supermarkets ,Countdown to Savings,658039.56,248,2653.39,500.39,4985.35
Haier,Supermarkets ,Customer Appreciation Week,596723.60,213,2801.52,571.98,4983.05
Haier,Supermarkets ,Cyber Monday Mania,578273.37,216,2677.19,516.56,4983.21
Haier,Supermarkets ,Deal of the Month,583397.37,206,2832.03,501.47,4987.09
Haier,Supermarkets ,Double Points Bonanza,690697.10,250,2762.79,551.95,4989.32
Haier,Supermarkets ,Early Bird Specials,700008.05,256,2734.41,506.07,4978.25
Haier,Supermarkets ,End of Season Sale,687408.85,240,2864.20,512.52,4967.47
Haier,Supermarkets ,Exclusive Insider Offers,575073.23,209,2751.55,583.69,4998.93
Haier,Supermarkets ,Festive Fever Promo,675116.80,243,2778.26,527.52,4992.11
Haier,Supermarkets ,Final Call Frenzy,678064.24,233,2910.15,510.19,4974.85
Haier,Supermarkets ,Flash Frenzy Friday,665909.13,232,2870.30,550.66,4989.70
Haier,Supermarkets ,"Gift More, Spend Less",651397.38,233,2795.70,531.27,4998.06
Haier,Supermarkets ,Golden Hour Bargains,594564.55,221,2690.34,569.18,4992.15
Haier,Supermarkets ,Green Weekend Deals,695497.90,237,2934.59,516.25,4937.62
Haier,Supermarkets ,Happy Hour Discounts,647223.65,243,2663.47,501.43,4987.44
Haier,Supermarkets ,Holiday Shopping Rush,650652.15,243,2677.58,501.91,4991.90
Haier,Supermarkets ,Hot Picks Promo,632980.46,230,2752.09,543.91,4967.12
Haier,Supermarkets ,Instant Gratification Sale,570464.59,218,2616.81,517.08,4930.06
Haier,Supermarkets ,Limited Time Treasures,549287.74,196,2802.49,513.33,4970.34
Haier,Supermarkets ,Loyalty Rewards Blast,701149.46,264,2655.87,510.03,4968.57
Haier,Supermarkets ,Mega Weekend Bonanza,603322.55,215,2806.15,537.24,4979.67
Haier,Supermarkets ,Mid-Year Madness,673657.34,240,2806.91,507.69,4973.44
Haier,Supermarkets ,Midnight Madness,690099.00,244,2828.27,555.03,4967.30
Haier,Supermarkets ,Mystery Discount Days,651948.43,233,2798.06,517.17,4954.74
Haier,Supermarkets ,New Arrival Showcase,702549.37,262,2681.49,520.07,4967.70
Haier,Supermarkets ,New Product Launch Promo,678550.99,245,2769.60,522.06,4977.38
Haier,Supermarkets ,New Year Kickoff,599265.86,221,2711.61,532.99,4984.54
Haier,Supermarkets ,Price Drop Parade,572062.16,215,2660.75,512.15,4950.05
Haier,Supermarkets ,Red Tag Clearance,565638.83,221,2559.45,534.32,4996.14
Haier,Supermarkets ,Seasonal Surprise Box,707624.03,243,2912.03,515.41,4998.82
Haier,Supermarkets ,Shop & Save Spectacular,612383.12,227,2697.72,520.17,4920.81
Haier,Supermarkets ,Smart Shopper Week,607250.87,222,2735.36,533.81,4961.09
Haier,Supermarkets ,Spring Refresh Event,622940.97,216,2883.99,527.46,4979.37
Haier,Supermarkets ,Spring Splash Discounts,707509.76,259,2731.70,568.33,4981.78
Haier,Supermarkets ,Summer Sizzle Promo,615892.94,220,2799.51,505.80,4986.22
Haier,Supermarkets ,Super Savings Week,557714.68,208,2681.32,500.00,4925.12
Haier,Supermarkets ,Ultimate Value Event,547439.64,215,2546.23,560.94,4999.84
Haier,Supermarkets ,VIP Access Sale,599233.97,231,2594.09,500.69,4994.82
Haier,Supermarkets ,Weekend Warrior Specials,659535.46,240,2748.06,518.68,4989.10
Haier,Supermarkets ,Winter Clearance Carnival,720918.39,253,2849.48,541.29,4998.49
Haier,Supermarkets ,Winter Wonders Sale,651917.38,248,2628.70,507.20,4875.22
Home Centre,Large Malls / Complexes,12 Days of Deals,609829.46,211,2890.19,541.53,4968.93
Home Centre,Large Malls / Complexes,Autumn Deals Drive,565488.78,207,2731.83,565.57,4973.92
Home Centre,Large Malls / Complexes,BOGO Blitz,606436.30,216,2807.58,537.72,4931.89
Home Centre,Large Malls / Complexes,Back to School Boost,601072.17,223,2695.39,501.66,4979.25
Home Centre,Large Malls / Complexes,Birthday Bash Sale,644432.75,232,2777.73,564.88,4997.22
Home Centre,Large Malls / Complexes,Black Friday Blowout,588118.96,228,2579.47,516.16,4998.42
Home Centre,Large Malls / Complexes,Cart Crasher Campaign,583594.23,206,2832.98,510.50,4998.52
Home Centre,Large Malls / Complexes,Cashback Carnival,651692.53,229,2845.82,500.92,4968.31
Home Centre,Large Malls / Complexes,Clearance Countdown,695833.52,237,2936.01,510.13,4985.80
Home Centre,Large Malls / Complexes,Countdown to Savings,605390.85,217,2789.82,540.83,4993.77
Home Centre,Large Malls / Complexes,Customer Appreciation Week,534713.35,203,2634.06,510.22,4986.20
Home Centre,Large Malls / Complexes,Cyber Monday Mania,605825.36,217,2791.82,500.56,4944.51
Home Centre,Large Malls / Complexes,Deal of the Month,646016.82,239,2703.00,511.83,4996.19
Home Centre,Large Malls / Complexes,Double Points Bonanza,582716.26,203,2870.52,509.59,4999.60
Home Centre,Large Malls / Complexes,Early Bird Specials,591771.22,212,2791.37,516.12,4996.66
Home Centre,Large Malls / Complexes,End of Season Sale,529113.49,187,2829.48,614.14,4987.50
Home Centre,Large Malls / Complexes,Exclusive Insider Offers,520142.30,180,2889.68,528.63,4957.31
Home Centre,Large Malls / Complexes,Festive Fever Promo,544798.64,201,2710.44,541.46,4995.46
Home Centre,Large Malls / Complexes,Final Call Frenzy,573145.29,203,2823.38,501.98,4987.91
Home Centre,Large Malls / Complexes,Flash Frenzy Friday,583252.46,206,2831.32,557.29,4937.55
Home Centre,Large Malls / Complexes,"Gift More, Spend Less",550999.78,201,2741.29,531.96,4987.64
Home Centre,Large Malls / Complexes,Golden Hour Bargains,509940.29,200,2549.70,502.72,4949.27
Home Centre,Large Malls / Complexes,Green Weekend Deals,537317.70,205,2621.06,581.44,4999.33
Home Centre,Large Malls / Complexes,Happy Hour Discounts,504691.10,188,2684.53,508.48,4986.24
Home Centre,Large Malls / Complexes,Holiday Shopping Rush,635663.40,224,2837.78,529.55,4970.72
Home Centre,Large Malls / Complexes,Hot Picks Promo,611364.32,232,2635.19,506.64,4994.45
Home Centre,Large Malls / Complexes,Instant Gratification Sale,696687.06,247,2820.60,530.68,4997.47
Home Centre,Large Malls / Complexes,Limited Time Treasures,592114.62,212,2792.99,522.07,4940.90
Home Centre,Large Malls / Complexes,Loyalty Rewards Blast,614374.38,212,2897.99,513.35,4996.69
Home Centre,Large Malls / Complexes,Mega Weekend Bonanza,543174.13,196,2771.30,512.04,4904.89
Home Centre,Large Malls / Complexes,Mid-Year Madness,550398.82,212,2596.22,503.37,4930.40
Home Centre,Large Malls / Complexes,Midnight Madness,580604.67,219,2651.16,541.46,4998.34
Home Centre,Large Malls / Complexes,Mystery Discount Days,557908.49,205,2721.50,508.31,4994.16
Home Centre,Large Malls / Complexes,New Arrival Showcase,561289.39,202,2778.66,517.95,4986.42
Home Centre,Large Malls / Complexes,New Product Launch Promo,577001.70,209,2760.77,544.90,4995.52
Home Centre,Large Malls / Complexes,New Year Kickoff,660961.91,242,2731.25,504.13,4990.71
Home Centre,Large Malls / Complexes,Price Drop Parade,629210.45,217,2899.59,515.18,4992.90
Home Centre,Large Malls / Complexes,Red Tag Clearance,558318.79,200,2791.59,511.73,4995.30
Home Centre,Large Malls / Complexes,Seasonal Surprise Box,616855.84,230,2681.98,503.27,4994.35
Home Centre,Large Malls / Complexes,Shop & Save Spectacular,586538.05,211,2779.80,506.96,4972.10
Home Centre,Large Malls / Complexes,Smart Shopper Week,610814.26,213,2867.67,546.19,4921.82
Home Centre,Large Malls / Complexes,Spring Refresh Event,627105.74,225,2787.14,501.41,4993.59
Home Centre,Large Malls / Complexes,Spring Splash Discounts,615050.46,234,2628.42,500.35,4983.25
Home Centre,Large Malls / Complexes,Summer Sizzle Promo,658086.40,235,2800.37,514.78,4953.21
Home Centre,Large Malls / Complexes,Super Savings Week,506608.52,186,2723.70,527.45,4934.31
Home Centre,Large Malls / Complexes,Ultimate Value Event,554279.59,205,2703.80,502.11,4983.36
Home Centre,Large Malls / Complexes,VIP Access Sale,563414.70,203,2775.44,527.36,4973.34
Home Centre,Large Malls / Complexes,Weekend Warrior Specials,607580.13,218,2787.06,501.07,4998.93
Home Centre,Large Malls / Complexes,Winter Clearance Carnival,553066.37,190,2910.88,528.56,4960.39
Home Centre,Large Malls / Complexes,Winter Wonders Sale,555840.28,213,2609.58,510.01,4994.81
Home Centre,Small Stores / Shops,12 Days of Deals,700218.42,256,2735.23,511.57,4953.67
Home Centre,Small Stores / Shops,Autumn Deals Drive,627321.56,224,2800.54,514.26,4985.47
Home Centre,Small Stores / Shops,BOGO Blitz,633600.02,219,2893.15,564.55,4988.57
Home Centre,Small Stores / Shops,Back to School Boost,588646.85,201,2928.59,532.00,4982.20
Home Centre,Small Stores / Shops,Birthday Bash Sale,561394.27,209,2686.10,511.57,4982.13
Home Centre,Small Stores / Shops,Black Friday Blowout,628515.81,214,2936.99,519.32,4962.78
Home Centre,Small Stores / Shops,Cart Crasher Campaign,630353.09,237,2659.72,525.72,4993.08
Home Centre,Small Stores / Shops,Cashback Carnival,688927.74,242,2846.81,508.42,4994.06
Home Centre,Small Stores / Shops,Clearance Countdown,590568.98,212,2785.70,500.93,4969.26
Home Centre,Small Stores / Shops,Countdown to Savings,590870.46,215,2748.23,508.05,4978.29
Home Centre,Small Stores / Shops,Customer Appreciation Week,629705.42,227,2774.03,512.71,4996.95
Home Centre,Small Stores / Shops,Cyber Monday Mania,560244.39,210,2667.83,502.75,4972.73
Home Centre,Small Stores / Shops,Deal of the Month,651969.48,233,2798.15,515.23,4975.33
Home Centre,Small Stores / Shops,Double Points Bonanza,610506.38,227,2689.46,510.18,4994.36
Home Centre,Small Stores / Shops,Early Bird Specials,641502.14,229,2801.32,506.72,4969.50
Home Centre,Small Stores / Shops,End of Season Sale,623269.10,222,2807.52,527.26,4976.95
Home Centre,Small Stores / Shops,Exclusive Insider Offers,614414.36,228,2694.80,524.05,4992.03
Home Centre,Small Stores / Shops,Festive Fever Promo,655000.37,231,2835.50,551.07,4985.76
Home Centre,Small Stores / Shops,Final Call Frenzy,686003.66,244,2811.49,515.69,4996.48
Home Centre,Small Stores / Shops,Flash Frenzy Friday,616625.90,219,2815.64,519.92,4999.30
Home Centre,Small Stores / Shops,"Gift More, Spend Less",640436.21,229,2796.66,523.75,4975.65
Home Centre,Small Stores / Shops,Golden Hour Bargains,600936.60,220,2731.53,514.50,4967.96
Home Centre,Small Stores / Shops,Green Weekend Deals,623525.68,206,3026.82,519.82,4986.29
Home Centre,Small Stores / Shops,Happy Hour Discounts,659634.77,238,2771.57,554.72,4996.28
Home Centre,Small Stores / Shops,Holiday Shopping Rush,635533.15,237,2681.57,514.22,4974.65
Home Centre,Small Stores / Shops,Hot Picks Promo,606976.56,220,2758.98,508.23,4995.54
Home Centre,Small Stores / Shops,Instant Gratification Sale,669726.13,225,2976.56,502.68,4998.90
Home Centre,Small Stores / Shops,Limited Time Treasures,624658.04,224,2788.65,516.63,4989.62
Home Centre,Small Stores / Shops,Loyalty Rewards Blast,575934.07,210,2742.54,505.62,4975.39
Home Centre,Small Stores / Shops,Mega Weekend Bonanza,646779.85,219,2953.33,517.92,4992.81
Home Centre,Small Stores / Shops,Mid-Year Madness,641829.30,230,2790.56,507.51,4999.10
Home Centre,Small Stores / Shops,Midnight Madness,653726.82,237,2758.34,504.23,4994.64
Home Centre,Small Stores / Shops,Mystery Discount Days,602344.71,216,2788.63,520.73,4970.69
Home Centre,Small Stores / Shops,New Arrival Showcase,613761.85,230,2668.53,503.77,4991.45
Home Centre,Small Stores / Shops,New Product Launch Promo,571992.43,199,2874.33,507.73,4993.37
Home Centre,Small Stores / Shops,New Year Kickoff,699217.91,252,2774.67,507.32,4978.80
Home Centre,Small Stores / Shops,Price Drop Parade,649782.84,231,2812.91,514.90,4988.04
Home Centre,Small Stores / Shops,Red Tag Clearance,627474.67,223,2813.79,502.90,4997.86
Home Centre,Small Stores / Shops,Seasonal Surprise Box,617240.21,231,2672.04,507.99,4996.39
Home Centre,Small Stores / Shops,Shop & Save Spectacular,648277.03,234,2770.41,515.28,4998.65
Home Centre,Small Stores / Shops,Smart Shopper Week,685174.23,233,2940.66,503.09,4999.64
Home Centre,Small Stores / Shops,Spring Refresh Event,665047.36,229,2904.14,517.25,4985.39
Home Centre,Small Stores / Shops,Spring Splash Discounts,611606.95,230,2659.16,550.32,4984.68
Home Centre,Small Stores / Shops,Summer Sizzle Promo,660368.02,237,2786.36,506.50,4996.51
Home Centre,Small Stores / Shops,Super Savings Week,607523.81,230,2641.41,507.93,4999.89
Home Centre,Small Stores / Shops,Ultimate Value Event,620262.22,222,2793.97,509.12,4981.93
Home Centre,Small Stores / Shops,VIP Access Sale,669765.57,236,2837.99,506.27,4975.04
Home Centre,Small Stores / Shops,Weekend Warrior Specials,613496.27,223,2751.10,554.82,4984.29
Home Centre,Small Stores / Shops,Winter Clearance Carnival,650256.72,234,2778.87,501.40,4961.65
Home Centre,Small Stores / Shops,Winter Wonders Sale,585994.82,219,2675.78,526.87,4965.99
Home Centre,Supermarkets ,12 Days of Deals,657688.48,238,2763.40,526.24,4983.81
Home Centre,Supermarkets ,Autumn Deals Drive,681914.00,248,2749.65,518.79,4996.10
Home Centre,Supermarkets ,BOGO Blitz,617746.35,227,2721.35,526.54,4958.49
Home Centre,Supermarkets ,Back to School Boost,621328.41,231,2689.73,520.67,4923.25
Home Centre,Supermarkets ,Birthday Bash Sale,601842.41,209,2879.63,584.35,4999.90
