category,customer_segment,salesperson_role,campaign_name,sum_amount,count,avg_amount,min_amount,max_amount
Clothing,Premium Shopper,Sales Associate,12 Days of Deals,214568.79,78,2750.88,529.81,4961.95
Clothing,Premium Shopper,Sales Associate,Autumn Deals Drive,260541.89,94,2771.72,590.80,4982.95
Clothing,Premium Shopper,Sales Associate,BOGO Blitz,230940.17,91,2537.80,510.84,4970.83
Clothing,Premium Shopper,Sales Associate,Back to School Boost,227352.33,84,2706.58,591.39,4933.77
Clothing,Premium Shopper,Sales Associate,Birthday Bash Sale,217311.56,78,2786.05,541.97,4993.14
Clothing,Premium Shopper,Sales Associate,Black Friday Blowout,230930.36,88,2624.21,512.94,4986.73
Clothing,Premium Shopper,Sales Associate,Cart Crasher Campaign,206476.90,79,2613.63,513.28,4967.90
Clothing,Premium Shopper,Sales Associate,Cashback Carnival,233403.53,85,2745.92,500.72,4920.03
Clothing,Premium Shopper,Sales Associate,Clearance Countdown,229272.98,90,2547.48,511.75,4972.85
Clothing,Premium Shopper,Sales Associate,Countdown to Savings,244753.06,89,2750.03,510.74,4929.06
Clothing,Premium Shopper,Sales Associate,Customer Appreciation Week,296482.65,97,3056.52,505.57,4996.89
Clothing,Premium Shopper,Sales Associate,Cyber Monday Mania,242565.98,89,2725.46,524.25,4975.65
Clothing,Premium Shopper,Sales Associate,Deal of the Month,303131.27,111,2730.91,507.82,4941.39
Clothing,Premium Shopper,Sales Associate,Double Points Bonanza,285775.52,100,2857.76,610.11,4995.71
Clothing,Premium Shopper,Sales Associate,Early Bird Specials,238349.83,82,2906.71,526.24,4979.29
Clothing,Premium Shopper,Sales Associate,End of Season Sale,269713.99,100,2697.14,542.47,4997.08
Clothing,Premium Shopper,Sales Associate,Exclusive Insider Offers,240628.41,87,2765.84,501.18,4981.25
Clothing,Premium Shopper,Sales Associate,Festive Fever Promo,231201.10,82,2819.53,568.75,4964.12
Clothing,Premium Shopper,Sales Associate,Final Call Frenzy,243984.79,93,2623.49,517.29,4961.36
Clothing,Premium Shopper,Sales Associate,Flash Frenzy Friday,191106.16,70,2730.09,509.03,4992.34
Clothing,Premium Shopper,Sales Associate,"Gift More, Spend Less",193736.41,72,2690.78,638.32,4979.95
Clothing,Premium Shopper,Sales Associate,Golden Hour Bargains,256005.71,90,2844.51,506.24,4978.87
Clothing,Premium Shopper,Sales Associate,Green Weekend Deals,224429.81,78,2877.31,518.83,4999.76
Clothing,Premium Shopper,Sales Associate,Happy Hour Discounts,236631.08,81,2921.37,517.05,4983.25
Clothing,Premium Shopper,Sales Associate,Holiday Shopping Rush,186589.97,72,2591.53,510.74,4865.32
Clothing,Premium Shopper,Sales Associate,Hot Picks Promo,200015.39,67,2985.30,532.53,4917.81
Clothing,Premium Shopper,Sales Associate,Instant Gratification Sale,244283.38,84,2908.14,537.35,4963.82
Clothing,Premium Shopper,Sales Associate,Limited Time Treasures,224405.62,84,2671.50,547.75,4952.45
Clothing,Premium Shopper,Sales Associate,Loyalty Rewards Blast,228085.98,86,2652.16,530.25,4828.64
Clothing,Premium Shopper,Sales Associate,Mega Weekend Bonanza,211551.72,71,2979.60,629.13,4974.46
Clothing,Premium Shopper,Sales Associate,Mid-Year Madness,239942.13,82,2926.12,532.52,4954.28
Clothing,Premium Shopper,Sales Associate,Midnight Madness,235616.30,80,2945.20,512.97,4972.50
Clothing,Premium Shopper,Sales Associate,Mystery Discount Days,222864.81,80,2785.81,525.17,4968.03
Clothing,Premium Shopper,Sales Associate,New Arrival Showcase,197133.05,79,2495.36,568.48,4863.83
Clothing,Premium Shopper,Sales Associate,New Product Launch Promo,255759.49,89,2873.70,500.83,4984.79
Clothing,Premium Shopper,Sales Associate,New Year Kickoff,215080.94,85,2530.36,580.72,4890.58
Clothing,Premium Shopper,Sales Associate,Price Drop Parade,219617.32,78,2815.61,539.68,4995.02
Clothing,Premium Shopper,Sales Associate,Red Tag Clearance,308129.74,112,2751.16,502.58,4946.25
Clothing,Premium Shopper,Sales Associate,Seasonal Surprise Box,196575.78,72,2730.22,545.74,4948.54
Clothing,Premium Shopper,Sales Associate,Shop & Save Spectacular,258129.62,91,2836.59,567.31,4900.10
Clothing,Premium Shopper,Sales Associate,Smart Shopper Week,215140.05,76,2830.79,623.65,4997.07
Clothing,Premium Shopper,Sales Associate,Spring Refresh Event,236659.13,82,2886.09,508.91,4972.47
Clothing,Premium Shopper,Sales Associate,Spring Splash Discounts,246210.41,89,2766.41,570.18,4933.73
Clothing,Premium Shopper,Sales Associate,Summer Sizzle Promo,224695.37,84,2674.94,556.96,4920.38
Clothing,Premium Shopper,Sales Associate,Super Savings Week,226987.08,85,2670.44,543.46,4808.42
Clothing,Premium Shopper,Sales Associate,Ultimate Value Event,220567.80,80,2757.10,540.37,4987.96
Clothing,Premium Shopper,Sales Associate,VIP Access Sale,252355.58,88,2867.68,501.68,4937.25
Clothing,Premium Shopper,Sales Associate,Weekend Warrior Specials,215775.32,84,2568.75,551.33,4995.02
Clothing,Premium Shopper,Sales Associate,Winter Clearance Carnival,245904.88,93,2644.14,508.47,4939.02
Clothing,Premium Shopper,Sales Associate,Winter Wonders Sale,193312.60,76,2543.59,552.63,4937.61
Clothing,Premium Shopper,Salesperson,12 Days of Deals,204674.67,82,2496.03,514.32,4875.62
Clothing,Premium Shopper,Salesperson,Autumn Deals Drive,183094.04,68,2692.56,560.46,4986.62
Clothing,Premium Shopper,Salesperson,BOGO Blitz,221201.91,79,2800.02,542.26,4976.65
Clothing,Premium Shopper,Salesperson,Back to School Boost,203211.38,75,2709.49,567.97,4988.01
Clothing,Premium Shopper,Salesperson,Birthday Bash Sale,242139.99,86,2815.58,507.09,4986.93
Clothing,Premium Shopper,Salesperson,Black Friday Blowout,218078.09,80,2725.98,574.11,4898.92
Clothing,Premium Shopper,Salesperson,Cart Crasher Campaign,275993.19,93,2967.67,525.18,4863.23
Clothing,Premium Shopper,Salesperson,Cashback Carnival,230715.90,85,2714.30,576.64,4985.43
Clothing,Premium Shopper,Salesperson,Clearance Countdown,213963.64,79,2708.40,607.98,4994.91
Clothing,Premium Shopper,Salesperson,Countdown to Savings,241684.79,92,2627.01,535.12,4949.51
Clothing,Premium Shopper,Salesperson,Customer Appreciation Week,240217.62,91,2639.75,556.83,4998.60
Clothing,Premium Shopper,Salesperson,Cyber Monday Mania,205885.29,76,2709.02,547.17,4917.69
Clothing,Premium Shopper,Salesperson,Deal of the Month,223857.79,84,2664.97,526.39,4933.48
Clothing,Premium Shopper,Salesperson,Double Points Bonanza,294654.18,103,2860.72,522.83,4999.44
Clothing,Premium Shopper,Salesperson,Early Bird Specials,263635.04,96,2746.20,523.68,4959.20
Clothing,Premium Shopper,Salesperson,End of Season Sale,236940.98,92,2575.45,505.48,4978.41
Clothing,Premium Shopper,Salesperson,Exclusive Insider Offers,243572.12,86,2832.23,606.23,4969.05
Clothing,Premium Shopper,Salesperson,Festive Fever Promo,192616.86,73,2638.59,591.12,4914.44
Clothing,Premium Shopper,Salesperson,Final Call Frenzy,254991.31,91,2802.10,697.06,4935.30
Clothing,Premium Shopper,Salesperson,Flash Frenzy Friday,248209.11,84,2954.87,579.17,4993.36
Clothing,Premium Shopper,Salesperson,"Gift More, Spend Less",174687.84,66,2646.79,542.81,4988.67
Clothing,Premium Shopper,Salesperson,Golden Hour Bargains,228092.65,80,2851.16,575.59,4998.56
Clothing,Premium Shopper,Salesperson,Green Weekend Deals,309892.49,108,2869.37,556.03,4959.69
Clothing,Premium Shopper,Salesperson,Happy Hour Discounts,258581.75,91,2841.56,530.57,4954.45
Clothing,Premium Shopper,Salesperson,Holiday Shopping Rush,245041.96,93,2634.86,550.45,4952.54
Clothing,Premium Shopper,Salesperson,Hot Picks Promo,234768.79,83,2828.54,549.86,4997.81
Clothing,Premium Shopper,Salesperson,Instant Gratification Sale,177318.69,73,2429.02,528.04,4966.50
Clothing,Premium Shopper,Salesperson,Limited Time Treasures,268333.64,96,2795.14,511.13,4974.73
Clothing,Premium Shopper,Salesperson,Loyalty Rewards Blast,235616.33,80,2945.20,577.65,4971.34
Clothing,Premium Shopper,Salesperson,Mega Weekend Bonanza,272470.30,103,2645.34,622.74,4933.09
Clothing,Premium Shopper,Salesperson,Mid-Year Madness,216352.24,91,2377.50,529.64,4920.96
Clothing,Premium Shopper,Salesperson,Midnight Madness,290058.42,95,3053.25,564.79,4986.57
Clothing,Premium Shopper,Salesperson,Mystery Discount Days,230987.45,88,2624.86,591.45,4980.80
Clothing,Premium Shopper,Salesperson,New Arrival Showcase,232748.74,84,2770.82,513.68,4996.20
Clothing,Premium Shopper,Salesperson,New Product Launch Promo,222265.43,82,2710.55,528.04,4967.60
Clothing,Premium Shopper,Salesperson,New Year Kickoff,227317.41,87,2612.84,546.56,4951.96
Clothing,Premium Shopper,Salesperson,Price Drop Parade,231008.54,85,2717.75,550.15,4991.55
Clothing,Premium Shopper,Salesperson,Red Tag Clearance,203578.12,73,2788.74,584.29,4970.08
Clothing,Premium Shopper,Salesperson,Seasonal Surprise Box,211045.76,81,2605.50,621.55,4917.04
Clothing,Premium Shopper,Salesperson,Shop & Save Spectacular,264942.28,101,2623.19,547.57,4988.37
Clothing,Premium Shopper,Salesperson,Smart Shopper Week,254737.97,92,2768.89,534.11,4984.75
Clothing,Premium Shopper,Salesperson,Spring Refresh Event,203375.18,73,2785.96,515.97,4985.65
Clothing,Premium Shopper,Salesperson,Spring Splash Discounts,237530.32,85,2794.47,548.00,4997.44
Clothing,Premium Shopper,Salesperson,Summer Sizzle Promo,246044.89,92,2674.40,566.82,4959.46
Clothing,Premium Shopper,Salesperson,Super Savings Week,232097.38,88,2637.47,656.38,4953.24
Clothing,Premium Shopper,Salesperson,Ultimate Value Event,227808.93,83,2744.69,506.18,4909.30
Clothing,Premium Shopper,Salesperson,VIP Access Sale,229278.43,78,2939.47,572.74,4949.01
Clothing,Premium Shopper,Salesperson,Weekend Warrior Specials,251785.00,94,2678.56,533.71,4935.93
Clothing,Premium Shopper,Salesperson,Winter Clearance Carnival,185875.53,74,2511.83,517.38,4905.73
Clothing,Premium Shopper,Salesperson,Winter Wonders Sale,257384.77,91,2828.40,558.76,4917.20
Clothing,Premium Shopper,Senior Salesperson,12 Days of Deals,182915.46,67,2730.08,506.25,4981.88
Clothing,Premium Shopper,Senior Salesperson,Autumn Deals Drive,200804.08,68,2953.00,710.05,4899.06
Clothing,Premium Shopper,Senior Salesperson,BOGO Blitz,198923.74,78,2550.30,570.27,4984.91
Clothing,Premium Shopper,Senior Salesperson,Back to School Boost,237863.93,77,3089.14,576.38,4963.96
Clothing,Premium Shopper,Senior Salesperson,Birthday Bash Sale,170043.75,62,2742.64,548.18,4953.37
Clothing,Premium Shopper,Senior Salesperson,Black Friday Blowout,193248.42,67,2884.30,510.23,4869.15
Clothing,Premium Shopper,Senior Salesperson,Cart Crasher Campaign,197489.85,68,2904.26,558.23,4956.41
Clothing,Premium Shopper,Senior Salesperson,Cashback Carnival,195526.83,80,2444.09,502.29,4968.31
Clothing,Premium Shopper,Senior Salesperson,Clearance Countdown,196990.04,73,2698.49,590.20,4954.23
Clothing,Premium Shopper,Senior Salesperson,Countdown to Savings,201809.53,76,2655.39,598.67,4991.40
Clothing,Premium Shopper,Senior Salesperson,Customer Appreciation Week,234170.56,82,2855.74,544.16,4955.81
Clothing,Premium Shopper,Senior Salesperson,Cyber Monday Mania,186040.78,71,2620.29,599.85,4912.41
Clothing,Premium Shopper,Senior Salesperson,Deal of the Month,156688.70,63,2487.12,545.65,4949.98
Clothing,Premium Shopper,Senior Salesperson,Double Points Bonanza,158644.55,60,2644.08,554.96,4935.01
Clothing,Premium Shopper,Senior Salesperson,Early Bird Specials,238703.10,88,2712.54,509.91,4899.11
Clothing,Premium Shopper,Senior Salesperson,End of Season Sale,183479.60,65,2822.76,623.69,4918.02
Clothing,Premium Shopper,Senior Salesperson,Exclusive Insider Offers,180405.32,68,2653.02,500.07,4962.12
Clothing,Premium Shopper,Senior Salesperson,Festive Fever Promo,236643.46,87,2720.04,613.36,4991.64
Clothing,Premium Shopper,Senior Salesperson,Final Call Frenzy,203414.82,68,2991.39,560.97,4940.54
Clothing,Premium Shopper,Senior Salesperson,Flash Frenzy Friday,189532.51,70,2707.61,550.67,4920.07
Clothing,Premium Shopper,Senior Salesperson,"Gift More, Spend Less",238080.13,89,2675.06,582.81,4934.28
Clothing,Premium Shopper,Senior Salesperson,Golden Hour Bargains,175906.09,64,2748.53,541.53,4590.42
Clothing,Premium Shopper,Senior Salesperson,Green Weekend Deals,191540.05,71,2697.75,608.92,4980.28
Clothing,Premium Shopper,Senior Salesperson,Happy Hour Discounts,217990.04,80,2724.88,538.42,4973.50
Clothing,Premium Shopper,Senior Salesperson,Holiday Shopping Rush,192267.74,80,2403.35,507.23,4896.07
Clothing,Premium Shopper,Senior Salesperson,Hot Picks Promo,239650.32,86,2786.63,596.57,4989.52
Clothing,Premium Shopper,Senior Salesperson,Instant Gratification Sale,197447.16,63,3134.08,736.09,4993.08
Clothing,Premium Shopper,Senior Salesperson,Limited Time Treasures,182040.22,68,2677.06,566.09,4958.77
Clothing,Premium Shopper,Senior Salesperson,Loyalty Rewards Blast,182506.23,65,2807.79,664.28,4996.42
Clothing,Premium Shopper,Senior Salesperson,Mega Weekend Bonanza,168168.60,59,2850.32,669.34,4950.71
Clothing,Premium Shopper,Senior Salesperson,Mid-Year Madness,205128.27,76,2699.06,517.27,4979.78
Clothing,Premium Shopper,Senior Salesperson,Midnight Madness,187834.80,72,2608.82,528.57,4983.81
Clothing,Premium Shopper,Senior Salesperson,Mystery Discount Days,176758.09,64,2761.85,503.54,4897.78
Clothing,Premium Shopper,Senior Salesperson,New Arrival Showcase,186257.69,69,2699.39,686.17,4839.17
Clothing,Premium Shopper,Senior Salesperson,New Product Launch Promo,188427.08,73,2581.19,578.78,4956.33
Clothing,Premium Shopper,Senior Salesperson,New Year Kickoff,220768.39,82,2692.30,665.93,4808.47
Clothing,Premium Shopper,Senior Salesperson,Price Drop Parade,176039.77,70,2514.85,508.98,4993.76
Clothing,Premium Shopper,Senior Salesperson,Red Tag Clearance,231435.51,78,2967.12,532.18,4891.08
Clothing,Premium Shopper,Senior Salesperson,Seasonal Surprise Box,213776.96,70,3053.96,767.06,4982.46
Clothing,Premium Shopper,Senior Salesperson,Shop & Save Spectacular,209572.20,72,2910.72,555.05,4989.80
Clothing,Premium Shopper,Senior Salesperson,Smart Shopper Week,156347.01,56,2791.91,603.52,4993.60
Clothing,Premium Shopper,Senior Salesperson,Spring Refresh Event,255799.66,91,2810.99,675.37,4919.91
Clothing,Premium Shopper,Senior Salesperson,Spring Splash Discounts,163304.90,60,2721.75,730.91,4984.19
Clothing,Premium Shopper,Senior Salesperson,Summer Sizzle Promo,173986.81,69,2521.55,562.11,4974.59
Clothing,Premium Shopper,Senior Salesperson,Super Savings Week,181799.40,67,2713.42,510.99,4930.26
Clothing,Premium Shopper,Senior Salesperson,Ultimate Value Event,186836.60,74,2524.82,504.23,4902.05
Clothing,Premium Shopper,Senior Salesperson,VIP Access Sale,277823.07,94,2955.56,715.02,4974.51
Clothing,Premium Shopper,Senior Salesperson,Weekend Warrior Specials,218882.34,71,3082.85,590.94,4929.16
Clothing,Premium Shopper,Senior Salesperson,Winter Clearance Carnival,226496.01,80,2831.20,521.68,4979.50
Clothing,Premium Shopper,Senior Salesperson,Winter Wonders Sale,204179.40,77,2651.68,540.38,4929.57
Electronics,Budget Shopper,Manager,12 Days of Deals,238821.04,88,2713.88,512.48,4985.32
Electronics,Budget Shopper,Manager,Autumn Deals Drive,193532.89,71,2725.82,548.79,4974.49
Electronics,Budget Shopper,Manager,BOGO Blitz,196065.77,67,2926.35,556.50,4863.84
Electronics,Budget Shopper,Manager,Back to School Boost,198152.39,72,2752.12,763.56,4927.97
Electronics,Budget Shopper,Manager,Birthday Bash Sale,231893.74,83,2793.90,561.37,4948.94
Electronics,Budget Shopper,Manager,Black Friday Blowout,272388.98,92,2960.75,540.65,4994.38
Electronics,Budget Shopper,Manager,Cart Crasher Campaign,240117.13,86,2792.06,508.39,4930.23
Electronics,Budget Shopper,Manager,Cashback Carnival,242406.91,91,2663.81,566.33,4976.93
Electronics,Budget Shopper,Manager,Clearance Countdown,305126.41,104,2933.91,512.11,4984.04
Electronics,Budget Shopper,Manager,Countdown to Savings,249960.97,87,2873.11,682.01,4974.65
Electronics,Budget Shopper,Manager,Customer Appreciation Week,234763.90,83,2828.48,525.29,4967.80
Electronics,Budget Shopper,Manager,Cyber Monday Mania,221391.03,81,2733.22,520.98,4972.99
Electronics,Budget Shopper,Manager,Deal of the Month,163419.24,63,2593.96,505.51,4981.77
Electronics,Budget Shopper,Manager,Double Points Bonanza,170970.67,67,2551.80,523.27,4975.32
Electronics,Budget Shopper,Manager,Early Bird Specials,253613.12,89,2849.59,512.16,4976.66
Electronics,Budget Shopper,Manager,End of Season Sale,179032.84,69,2594.68,511.30,4966.24
Electronics,Budget Shopper,Manager,Exclusive Insider Offers,253583.54,94,2697.70,530.18,4988.76
Electronics,Budget Shopper,Manager,Festive Fever Promo,246614.94,91,2710.05,587.09,4996.41
Electronics,Budget Shopper,Manager,Final Call Frenzy,218006.62,81,2691.44,637.70,4918.57
Electronics,Budget Shopper,Manager,Flash Frenzy Friday,170367.93,64,2662.00,578.33,4932.56
Electronics,Budget Shopper,Manager,"Gift More, Spend Less",233403.42,84,2778.61,505.10,4932.54
Electronics,Budget Shopper,Manager,Golden Hour Bargains,215052.29,82,2622.59,552.56,4938.33
Electronics,Budget Shopper,Manager,Green Weekend Deals,196911.33,71,2773.40,503.08,4884.34
Electronics,Budget Shopper,Manager,Happy Hour Discounts,207352.85,71,2920.46,613.89,4900.87
Electronics,Budget Shopper,Manager,Holiday Shopping Rush,214019.65,82,2610.00,586.50,4951.43
Electronics,Budget Shopper,Manager,Hot Picks Promo,258599.32,94,2751.06,577.37,4986.36
Electronics,Budget Shopper,Manager,Instant Gratification Sale,227670.36,84,2710.36,538.85,4978.35
Electronics,Budget Shopper,Manager,Limited Time Treasures,212096.44,73,2905.43,629.73,4992.37
Electronics,Budget Shopper,Manager,Loyalty Rewards Blast,194713.17,71,2742.44,530.61,4985.06
Electronics,Budget Shopper,Manager,Mega Weekend Bonanza,281786.79,96,2935.28,512.88,4996.39
Electronics,Budget Shopper,Manager,Mid-Year Madness,245136.55,82,2989.47,617.37,4973.78
Electronics,Budget Shopper,Manager,Midnight Madness,234650.15,86,2728.49,537.12,4950.03
Electronics,Budget Shopper,Manager,Mystery Discount Days,259637.36,90,2884.86,529.87,4959.74
Electronics,Budget Shopper,Manager,New Arrival Showcase,210779.19,77,2737.39,573.43,4981.22
Electronics,Budget Shopper,Manager,New Product Launch Promo,245346.13,94,2610.07,518.24,4998.61
Electronics,Budget Shopper,Manager,New Year Kickoff,200597.09,72,2786.07,622.35,4965.12
Electronics,Budget Shopper,Manager,Price Drop Parade,189820.74,72,2636.40,500.55,4929.50
Electronics,Budget Shopper,Manager,Red Tag Clearance,276699.76,94,2943.61,501.68,4951.00
Electronics,Budget Shopper,Manager,Seasonal Surprise Box,245183.33,87,2818.20,652.34,4956.67
Electronics,Budget Shopper,Manager,Shop & Save Spectacular,242493.86,91,2664.77,532.92,4910.88
Electronics,Budget Shopper,Manager,Smart Shopper Week,265025.30,94,2819.42,553.73,4864.58
Electronics,Budget Shopper,Manager,Spring Refresh Event,211349.10,74,2856.07,530.02,4862.89
Electronics,Budget Shopper,Manager,Spring Splash Discounts,219516.73,77,2850.87,508.68,4980.78
Electronics,Budget Shopper,Manager,Summer Sizzle Promo,192073.19,68,2824.61,624.31,4929.25
Electronics,Budget Shopper,Manager,Super Savings Week,243499.16,81,3006.16,648.09,4954.25
Electronics,Budget Shopper,Manager,Ultimate Value Event,176349.69,66,2671.96,635.36,4994.52
Electronics,Budget Shopper,Manager,VIP Access Sale,267805.51,101,2651.54,548.35,4969.11
Electronics,Budget Shopper,Manager,Weekend Warrior Specials,220436.92,79,2790.34,546.90,4979.11
Electronics,Budget Shopper,Manager,Winter Clearance Carnival,276552.06,99,2793.46,604.62,4992.13
Electronics,Budget Shopper,Manager,Winter Wonders Sale,229245.57,81,2830.19,611.46,4969.91
Electronics,Budget Shopper,Sales Associate,12 Days of Deals,207358.99,73,2840.53,617.77,4893.28
Electronics,Budget Shopper,Sales Associate,Autumn Deals Drive,231800.59,83,2792.78,502.24,4930.95
Electronics,Budget Shopper,Sales Associate,BOGO Blitz,215087.59,79,2722.63,505.86,4967.43
Electronics,Budget Shopper,Sales Associate,Back to School Boost,293529.93,99,2964.95,522.25,4994.30
Electronics,Budget Shopper,Sales Associate,Birthday Bash Sale,286214.03,102,2806.02,504.53,4989.43
Electronics,Budget Shopper,Sales Associate,Black Friday Blowout,223874.65,82,2730.18,508.22,4959.65
Electronics,Budget Shopper,Sales Associate,Cart Crasher Campaign,246996.45,93,2655.88,575.86,4975.27
Electronics,Budget Shopper,Sales Associate,Cashback Carnival,238423.72,84,2838.38,588.00,4984.77
Electronics,Budget Shopper,Sales Associate,Clearance Countdown,246656.76,93,2652.22,527.99,4998.92
Electronics,Budget Shopper,Sales Associate,Countdown to Savings,214275.81,77,2782.80,576.21,4989.61
Electronics,Budget Shopper,Sales Associate,Customer Appreciation Week,285350.02,108,2642.13,504.71,4991.30
Electronics,Budget Shopper,Sales Associate,Cyber Monday Mania,215461.51,80,2693.27,572.20,4984.62
Electronics,Budget Shopper,Sales Associate,Deal of the Month,224508.52,79,2841.88,530.49,4945.91
Electronics,Budget Shopper,Sales Associate,Double Points Bonanza,195682.41,76,2574.77,502.69,4997.47
Electronics,Budget Shopper,Sales Associate,Early Bird Specials,245255.74,85,2885.36,539.41,4947.06
Electronics,Budget Shopper,Sales Associate,End of Season Sale,216857.26,83,2612.74,578.01,4937.99
Electronics,Budget Shopper,Sales Associate,Exclusive Insider Offers,236767.20,85,2785.50,567.43,4976.68
Electronics,Budget Shopper,Sales Associate,Festive Fever Promo,241402.43,80,3017.53,523.00,4957.13
Electronics,Budget Shopper,Sales Associate,Final Call Frenzy,230019.34,78,2948.97,597.62,4971.23
Electronics,Budget Shopper,Sales Associate,Flash Frenzy Friday,236188.94,85,2778.69,510.10,4989.37
Electronics,Budget Shopper,Sales Associate,"Gift More, Spend Less",189369.81,74,2559.05,514.71,4875.21
Electronics,Budget Shopper,Sales Associate,Golden Hour Bargains,214434.56,83,2583.55,619.93,4945.48
Electronics,Budget Shopper,Sales Associate,Green Weekend Deals,251465.35,87,2890.41,508.03,4991.30
Electronics,Budget Shopper,Sales Associate,Happy Hour Discounts,251462.95,84,2993.61,537.31,4979.27
Electronics,Budget Shopper,Sales Associate,Holiday Shopping Rush,301334.07,106,2842.77,725.85,4977.03
Electronics,Budget Shopper,Sales Associate,Hot Picks Promo,276921.71,94,2945.98,510.10,4976.46
Electronics,Budget Shopper,Sales Associate,Instant Gratification Sale,257405.28,96,2681.30,535.89,4974.59
Electronics,Budget Shopper,Sales Associate,Limited Time Treasures,225748.16,86,2624.98,539.36,4892.89
Electronics,Budget Shopper,Sales Associate,Loyalty Rewards Blast,286557.62,110,2605.07,529.29,4989.82
Electronics,Budget Shopper,Sales Associate,Mega Weekend Bonanza,250269.11,88,2843.97,536.44,4980.39
Electronics,Budget Shopper,Sales Associate,Mid-Year Madness,287064.71,100,2870.65,536.81,4956.28
Electronics,Budget Shopper,Sales Associate,Midnight Madness,235893.79,91,2592.24,537.15,4968.24
Electronics,Budget Shopper,Sales Associate,Mystery Discount Days,264678.20,93,2846.00,661.76,4971.65
Electronics,Budget Shopper,Sales Associate,New Arrival Showcase,288193.23,103,2797.99,612.96,4991.76
Electronics,Budget Shopper,Sales Associate,New Product Launch Promo,259150.58,96,2699.49,529.15,4874.57
Electronics,Budget Shopper,Sales Associate,New Year Kickoff,283390.76,101,2805.85,524.44,4976.30
Electronics,Budget Shopper,Sales Associate,Price Drop Parade,235150.34,89,2642.14,507.21,4996.70
Electronics,Budget Shopper,Sales Associate,Red Tag Clearance,260902.56,95,2746.34,568.95,4993.50
Electronics,Budget Shopper,Sales Associate,Seasonal Surprise Box,238008.20,80,2975.10,504.53,4989.80
Electronics,Budget Shopper,Sales Associate,Shop & Save Spectacular,199516.17,75,2660.22,525.72,4962.95
Electronics,Budget Shopper,Sales Associate,Smart Shopper Week,195228.39,71,2749.70,576.12,4888.79
Electronics,Budget Shopper,Sales Associate,Spring Refresh Event,196696.47,76,2588.11,539.03,4930.99
Electronics,Budget Shopper,Sales Associate,Spring Splash Discounts,174882.90,67,2610.19,637.20,4994.40
Electronics,Budget Shopper,Sales Associate,Summer Sizzle Promo,200375.54,70,2862.51,597.66,4986.41
Electronics,Budget Shopper,Sales Associate,Super Savings Week,207011.93,78,2654.00,625.52,4995.51
Electronics,Budget Shopper,Sales Associate,Ultimate Value Event,241821.27,89,2717.09,538.76,4974.80
Electronics,Budget Shopper,Sales Associate,VIP Access Sale,262810.39,91,2888.03,564.21,4966.55
Electronics,Budget Shopper,Sales Associate,Weekend Warrior Specials,242925.85,85,2857.95,574.02,4985.78
Electronics,Budget Shopper,Sales Associate,Winter Clearance Carnival,221447.73,84,2636.28,542.96,4952.52
Electronics,Budget Shopper,Sales Associate,Winter Wonders Sale,202183.63,83,2435.95,538.27,4941.59
Electronics,Budget Shopper,Salesperson,12 Days of Deals,231021.03,84,2750.25,531.59,4990.97
Electronics,Budget Shopper,Salesperson,Autumn Deals Drive,235498.08,83,2837.33,587.54,4967.80
Electronics,Budget Shopper,Salesperson,BOGO Blitz,190483.79,74,2574.11,505.45,4962.06
Electronics,Budget Shopper,Salesperson,Back to School Boost,184355.70,68,2711.11,511.72,4936.93
Electronics,Budget Shopper,Salesperson,Birthday Bash Sale,276675.40,101,2739.36,563.99,4941.20
Electronics,Budget Shopper,Salesperson,Black Friday Blowout,237104.54,88,2694.37,527.81,4942.04
Electronics,Budget Shopper,Salesperson,Cart Crasher Campaign,235667.91,86,2740.32,504.62,4988.86
Electronics,Budget Shopper,Salesperson,Cashback Carnival,240167.27,84,2859.13,539.77,4988.47
Electronics,Budget Shopper,Salesperson,Clearance Countdown,241194.88,85,2837.59,503.09,4981.45
Electronics,Budget Shopper,Salesperson,Countdown to Savings,254465.76,90,2827.40,521.52,4950.54
Electronics,Budget Shopper,Salesperson,Customer Appreciation Week,243689.28,86,2833.60,518.89,4872.76
Electronics,Budget Shopper,Salesperson,Cyber Monday Mania,226371.11,89,2543.50,536.42,4942.52
Electronics,Budget Shopper,Salesperson,Deal of the Month,259807.97,92,2824.00,502.25,4966.88
Electronics,Budget Shopper,Salesperson,Double Points Bonanza,263920.14,92,2868.70,563.32,4998.12
Electronics,Budget Shopper,Salesperson,Early Bird Specials,256394.72,92,2786.90,555.17,4977.91
Electronics,Budget Shopper,Salesperson,End of Season Sale,234391.84,89,2633.62,515.67,4967.22
Electronics,Budget Shopper,Salesperson,Exclusive Insider Offers,242837.42,90,2698.19,516.09,4971.87
Electronics,Budget Shopper,Salesperson,Festive Fever Promo,203120.21,74,2744.87,520.71,4779.05
Electronics,Budget Shopper,Salesperson,Final Call Frenzy,282339.33,101,2795.44,585.25,4904.58
Electronics,Budget Shopper,Salesperson,Flash Frenzy Friday,194693.69,69,2821.65,565.86,4870.04
Electronics,Budget Shopper,Salesperson,"Gift More, Spend Less",217403.78,77,2823.43,548.62,4879.91
Electronics,Budget Shopper,Salesperson,Golden Hour Bargains,225609.59,83,2718.19,506.49,4997.22
Electronics,Budget Shopper,Salesperson,Green Weekend Deals,253331.62,94,2695.02,547.76,4979.75
Electronics,Budget Shopper,Salesperson,Happy Hour Discounts,207113.38,81,2556.96,528.07,4945.45
