customer_segment,store_type,campaign_name,sum_amount,count,avg_amount,min_amount,max_amount
Churn Risk,Supermarkets ,Mid-Year Madness,1899539.85,674,2818.31,502.44,4991.08
Churn Risk,Supermarkets ,Midnight Madness,1982190.44,715,2772.29,512.42,4995.95
Churn Risk,Supermarkets ,Mystery Discount Days,2004367.12,722,2776.13,511.91,4998.98
Churn Risk,Supermarkets ,New Arrival Showcase,1926014.32,693,2779.24,500.17,4990.13
Churn Risk,Supermarkets ,New Product Launch Promo,1995347.96,721,2767.47,509.22,4999.22
Churn Risk,Supermarkets ,New Year Kickoff,1741354.35,644,2703.97,515.89,4990.26
Churn Risk,Supermarkets ,Price Drop Parade,1795962.12,666,2696.64,508.52,4981.91
Churn Risk,Supermarkets ,Red Tag Clearance,1763839.00,650,2713.60,501.03,4999.05
Churn Risk,Supermarkets ,Seasonal Surprise Box,1873620.09,673,2783.98,515.20,4998.82
Churn Risk,Supermarkets ,Shop & Save Spectacular,1895215.99,687,2758.68,512.89,4993.94
Churn Risk,Supermarkets ,Smart Shopper Week,1886478.11,696,2710.46,509.77,4992.28
Churn Risk,Supermarkets ,Spring Refresh Event,1979743.87,713,2776.64,508.23,4997.20
Churn Risk,Supermarkets ,Spring Splash Discounts,1879462.49,703,2673.49,502.55,4984.10
Churn Risk,Supermarkets ,Summer Sizzle Promo,1867663.11,693,2695.04,527.21,4990.32
Churn Risk,Supermarkets ,Super Savings Week,1977755.00,724,2731.71,505.22,4997.19
Churn Risk,Supermarkets ,Ultimate Value Event,1923424.24,707,2720.54,503.99,4998.67
Churn Risk,Supermarkets ,VIP Access Sale,2047775.49,744,2752.39,502.11,4994.23
Churn Risk,Supermarkets ,Weekend Warrior Specials,1846258.90,678,2723.10,504.09,4994.80
Churn Risk,Supermarkets ,Winter Clearance Carnival,2045614.97,739,2768.09,502.13,4995.61
Churn Risk,Supermarkets ,Winter Wonders Sale,1872688.54,671,2790.89,510.86,4999.85
Deal Seeker,Large Malls / Complexes,12 Days of Deals,1849725.65,680,2720.18,502.44,4999.02
Deal Seeker,Large Malls / Complexes,Autumn Deals Drive,1748942.02,645,2711.54,500.56,4995.61
Deal Seeker,Large Malls / Complexes,BOGO Blitz,1801443.44,642,2805.99,513.67,4980.69
Deal Seeker,Large Malls / Complexes,Back to School Boost,1861534.67,670,2778.41,514.02,4998.09
Deal Seeker,Large Malls / Complexes,Birthday Bash Sale,1731428.18,652,2655.56,509.63,4996.94
Deal Seeker,Large Malls / Complexes,Black Friday Blowout,1792095.27,647,2769.85,509.61,4991.37
Deal Seeker,Large Malls / Complexes,Cart Crasher Campaign,1744857.06,643,2713.62,508.37,4995.45
Deal Seeker,Large Malls / Complexes,Cashback Carnival,1651870.53,589,2804.53,504.95,4997.15
Deal Seeker,Large Malls / Complexes,Clearance Countdown,1827435.39,665,2748.02,504.91,4996.18
Deal Seeker,Large Malls / Complexes,Countdown to Savings,1799058.93,655,2746.65,502.00,4999.30
Deal Seeker,Large Malls / Complexes,Customer Appreciation Week,1615838.27,600,2693.06,510.73,4988.63
Deal Seeker,Large Malls / Complexes,Cyber Monday Mania,1791850.78,656,2731.48,502.02,4986.17
Deal Seeker,Large Malls / Complexes,Deal of the Month,1743141.78,636,2740.79,501.76,4996.68
Deal Seeker,Large Malls / Complexes,Double Points Bonanza,1771913.28,631,2808.10,510.32,4996.56
Deal Seeker,Large Malls / Complexes,Early Bird Specials,1703934.03,630,2704.66,500.92,4994.00
Deal Seeker,Large Malls / Complexes,End of Season Sale,1845844.18,658,2805.23,510.32,4974.81
Deal Seeker,Large Malls / Complexes,Exclusive Insider Offers,1637568.31,593,2761.50,515.70,4995.57
Deal Seeker,Large Malls / Complexes,Festive Fever Promo,1739794.87,658,2644.07,520.41,4990.52
Deal Seeker,Large Malls / Complexes,Final Call Frenzy,1808110.46,659,2743.72,503.08,4998.16
Deal Seeker,Large Malls / Complexes,Flash Frenzy Friday,1719405.17,624,2755.46,500.13,4994.86
Deal Seeker,Large Malls / Complexes,"Gift More, Spend Less",1782819.83,654,2726.02,503.14,4995.74
Deal Seeker,Large Malls / Complexes,Golden Hour Bargains,1798886.48,653,2754.80,502.34,4998.10
Deal Seeker,Large Malls / Complexes,Green Weekend Deals,1557371.39,570,2732.23,502.66,4999.77
Deal Seeker,Large Malls / Complexes,Happy Hour Discounts,1853469.42,659,2812.55,517.64,4989.55
Deal Seeker,Large Malls / Complexes,Holiday Shopping Rush,1694600.92,607,2791.76,501.97,4994.33
Deal Seeker,Large Malls / Complexes,Hot Picks Promo,1827192.28,659,2772.67,531.74,4970.06
Deal Seeker,Large Malls / Complexes,Instant Gratification Sale,1842400.99,677,2721.42,501.53,4994.07
Deal Seeker,Large Malls / Complexes,Limited Time Treasures,1754659.29,635,2763.24,502.11,4980.08
Deal Seeker,Large Malls / Complexes,Loyalty Rewards Blast,1685152.26,614,2744.55,503.10,4992.96
Deal Seeker,Large Malls / Complexes,Mega Weekend Bonanza,1688379.24,606,2786.10,503.23,4992.05
Deal Seeker,Large Malls / Complexes,Mid-Year Madness,1664095.15,626,2658.30,501.32,4998.98
Deal Seeker,Large Malls / Complexes,Midnight Madness,1720850.68,633,2718.56,502.64,4994.87
Deal Seeker,Large Malls / Complexes,Mystery Discount Days,1667739.93,615,2711.77,504.02,4984.10
Deal Seeker,Large Malls / Complexes,New Arrival Showcase,1776040.49,642,2766.42,539.54,4998.00
Deal Seeker,Large Malls / Complexes,New Product Launch Promo,1708718.01,619,2760.45,500.80,4994.79
Deal Seeker,Large Malls / Complexes,New Year Kickoff,1830544.29,642,2851.32,503.09,4990.17
Deal Seeker,Large Malls / Complexes,Price Drop Parade,1882389.94,660,2852.11,503.08,4991.46
Deal Seeker,Large Malls / Complexes,Red Tag Clearance,1735993.07,629,2759.93,500.88,4998.91
Deal Seeker,Large Malls / Complexes,Seasonal Surprise Box,1665034.25,600,2775.06,501.18,4996.55
Deal Seeker,Large Malls / Complexes,Shop & Save Spectacular,1886280.29,656,2875.43,506.96,4995.87
Deal Seeker,Large Malls / Complexes,Smart Shopper Week,1778411.42,635,2800.65,501.79,4997.75
Deal Seeker,Large Malls / Complexes,Spring Refresh Event,1826220.37,666,2742.07,500.80,4984.79
Deal Seeker,Large Malls / Complexes,Spring Splash Discounts,1711099.94,651,2628.42,508.75,4996.52
Deal Seeker,Large Malls / Complexes,Summer Sizzle Promo,1728274.09,643,2687.83,502.08,4986.48
Deal Seeker,Large Malls / Complexes,Super Savings Week,1835539.93,662,2772.72,502.63,4993.31
Deal Seeker,Large Malls / Complexes,Ultimate Value Event,1971972.79,683,2887.22,507.45,4992.22
Deal Seeker,Large Malls / Complexes,VIP Access Sale,1677447.82,628,2671.10,503.17,4985.27
Deal Seeker,Large Malls / Complexes,Weekend Warrior Specials,1792665.91,661,2712.05,503.52,4988.31
Deal Seeker,Large Malls / Complexes,Winter Clearance Carnival,1752189.91,639,2742.08,506.16,4980.30
Deal Seeker,Large Malls / Complexes,Winter Wonders Sale,1828292.86,674,2712.60,505.48,4994.81
Deal Seeker,Small Stores / Shops,12 Days of Deals,1965347.22,715,2748.74,506.22,4999.82
Deal Seeker,Small Stores / Shops,Autumn Deals Drive,1913051.01,712,2686.87,500.76,4996.48
Deal Seeker,Small Stores / Shops,BOGO Blitz,1938439.95,700,2769.20,501.85,4998.59
Deal Seeker,Small Stores / Shops,Back to School Boost,1845708.58,684,2698.40,500.14,4994.40
Deal Seeker,Small Stores / Shops,Birthday Bash Sale,1839418.97,675,2725.07,501.20,4993.29
Deal Seeker,Small Stores / Shops,Black Friday Blowout,1897287.56,684,2773.81,504.18,4996.19
Deal Seeker,Small Stores / Shops,Cart Crasher Campaign,1840230.56,658,2796.70,512.46,4996.42
Deal Seeker,Small Stores / Shops,Cashback Carnival,1788339.51,663,2697.34,502.58,4993.59
Deal Seeker,Small Stores / Shops,Clearance Countdown,1942977.07,719,2702.33,504.35,4999.80
Deal Seeker,Small Stores / Shops,Countdown to Savings,1853143.44,656,2824.91,501.28,4986.67
Deal Seeker,Small Stores / Shops,Customer Appreciation Week,1888107.33,686,2752.34,501.28,4997.50
Deal Seeker,Small Stores / Shops,Cyber Monday Mania,1966442.21,693,2837.58,511.34,4998.54
Deal Seeker,Small Stores / Shops,Deal of the Month,1860881.86,713,2609.93,503.19,4995.04
Deal Seeker,Small Stores / Shops,Double Points Bonanza,1977520.71,696,2841.27,507.68,4994.70
Deal Seeker,Small Stores / Shops,Early Bird Specials,1880006.67,664,2831.34,507.35,4999.70
Deal Seeker,Small Stores / Shops,End of Season Sale,1856561.17,686,2706.36,504.46,4989.11
Deal Seeker,Small Stores / Shops,Exclusive Insider Offers,1840909.56,660,2789.26,513.28,4996.02
Deal Seeker,Small Stores / Shops,Festive Fever Promo,1851155.95,672,2754.70,509.13,4986.14
Deal Seeker,Small Stores / Shops,Final Call Frenzy,1808765.86,654,2765.70,501.33,4997.58
Deal Seeker,Small Stores / Shops,Flash Frenzy Friday,1767714.01,664,2662.22,506.15,4999.30
Deal Seeker,Small Stores / Shops,"Gift More, Spend Less",1958201.77,708,2765.82,514.52,4992.20
Deal Seeker,Small Stores / Shops,Golden Hour Bargains,1872775.60,673,2782.73,505.82,4976.21
Deal Seeker,Small Stores / Shops,Green Weekend Deals,2009008.06,736,2729.63,502.12,4998.39
Deal Seeker,Small Stores / Shops,Happy Hour Discounts,1761845.73,644,2735.79,505.31,4982.85
Deal Seeker,Small Stores / Shops,Holiday Shopping Rush,1828177.61,691,2645.70,515.18,4996.07
Deal Seeker,Small Stores / Shops,Hot Picks Promo,1839982.77,674,2729.94,500.05,4990.18
Deal Seeker,Small Stores / Shops,Instant Gratification Sale,1937038.84,701,2763.25,503.56,4998.90
Deal Seeker,Small Stores / Shops,Limited Time Treasures,1729341.69,635,2723.37,521.74,4999.81
Deal Seeker,Small Stores / Shops,Loyalty Rewards Blast,1858773.91,672,2766.03,501.05,4998.50
Deal Seeker,Small Stores / Shops,Mega Weekend Bonanza,1831435.88,649,2821.94,503.47,4987.17
Deal Seeker,Small Stores / Shops,Mid-Year Madness,1818500.05,672,2706.10,503.20,4997.09
Deal Seeker,Small Stores / Shops,Midnight Madness,1926269.01,694,2775.60,506.71,4998.11
Deal Seeker,Small Stores / Shops,Mystery Discount Days,1802275.10,664,2714.27,501.05,4995.72
Deal Seeker,Small Stores / Shops,New Arrival Showcase,1955621.98,696,2809.80,506.65,4997.32
Deal Seeker,Small Stores / Shops,New Product Launch Promo,1812139.88,656,2762.41,502.50,4999.40
Deal Seeker,Small Stores / Shops,New Year Kickoff,1818018.71,681,2669.63,501.02,4998.59
Deal Seeker,Small Stores / Shops,Price Drop Parade,1906271.05,685,2782.88,504.00,4992.49
Deal Seeker,Small Stores / Shops,Red Tag Clearance,1851864.93,674,2747.57,508.69,4994.15
Deal Seeker,Small Stores / Shops,Seasonal Surprise Box,1810352.61,670,2702.02,509.87,4997.91
Deal Seeker,Small Stores / Shops,Shop & Save Spectacular,1895050.57,685,2766.50,500.14,4998.08
Deal Seeker,Small Stores / Shops,Smart Shopper Week,1945334.67,691,2815.25,505.75,4994.34
Deal Seeker,Small Stores / Shops,Spring Refresh Event,1801098.11,650,2770.92,500.55,4970.46
Deal Seeker,Small Stores / Shops,Spring Splash Discounts,1820387.68,640,2844.36,503.97,4998.97
Deal Seeker,Small Stores / Shops,Summer Sizzle Promo,1874267.61,700,2677.53,508.92,4985.78
Deal Seeker,Small Stores / Shops,Super Savings Week,1808684.52,658,2748.76,506.49,4996.45
Deal Seeker,Small Stores / Shops,Ultimate Value Event,1863765.65,681,2736.81,503.14,4999.44
Deal Seeker,Small Stores / Shops,VIP Access Sale,1854189.08,664,2792.45,506.75,4983.73
Deal Seeker,Small Stores / Shops,Weekend Warrior Specials,1936282.95,704,2750.40,511.76,4998.33
Deal Seeker,Small Stores / Shops,Winter Clearance Carnival,1985853.26,707,2808.84,502.61,4993.14
Deal Seeker,Small Stores / Shops,Winter Wonders Sale,1812103.05,647,2800.78,502.50,4997.54
Deal Seeker,Supermarkets ,12 Days of Deals,1943879.37,710,2737.86,507.68,4998.90
Deal Seeker,Supermarkets ,Autumn Deals Drive,1969321.35,716,2750.45,511.91,4995.92
Deal Seeker,Supermarkets ,BOGO Blitz,1837363.58,665,2762.95,500.97,4998.46
Deal Seeker,Supermarkets ,Back to School Boost,2005186.99,720,2784.98,514.47,4999.33
Deal Seeker,Supermarkets ,Birthday Bash Sale,1844125.93,693,2661.08,511.78,4995.19
Deal Seeker,Supermarkets ,Black Friday Blowout,1811682.68,660,2744.97,513.22,4998.59
Deal Seeker,Supermarkets ,Cart Crasher Campaign,1860985.14,683,2724.72,501.15,4989.90
Deal Seeker,Supermarkets ,Cashback Carnival,1844423.62,673,2740.60,503.47,4999.12
Deal Seeker,Supermarkets ,Clearance Countdown,1933730.41,709,2727.41,501.45,4998.01
Deal Seeker,Supermarkets ,Countdown to Savings,1971391.50,737,2674.89,500.66,4979.96
Deal Seeker,Supermarkets ,Customer Appreciation Week,1927603.73,706,2730.32,505.16,4996.70
Deal Seeker,Supermarkets ,Cyber Monday Mania,1861419.58,702,2651.59,502.07,4997.82
Deal Seeker,Supermarkets ,Deal of the Month,1792701.98,643,2788.03,501.29,4996.86
Deal Seeker,Supermarkets ,Double Points Bonanza,1997210.38,713,2801.14,501.70,4998.55
Deal Seeker,Supermarkets ,Early Bird Specials,1946746.75,702,2773.14,506.32,4972.38
Deal Seeker,Supermarkets ,End of Season Sale,1900883.32,692,2746.94,512.45,4988.61
Deal Seeker,Supermarkets ,Exclusive Insider Offers,1964240.96,707,2778.28,508.46,4999.75
Deal Seeker,Supermarkets ,Festive Fever Promo,1906693.76,720,2648.19,507.70,4998.62
Deal Seeker,Supermarkets ,Final Call Frenzy,1894754.29,687,2758.01,509.18,4993.27
Deal Seeker,Supermarkets ,Flash Frenzy Friday,1998734.79,723,2764.50,501.88,4997.83
Deal Seeker,Supermarkets ,"Gift More, Spend Less",1902753.63,709,2683.71,500.46,4984.29
Deal Seeker,Supermarkets ,Golden Hour Bargains,1891475.01,690,2741.27,506.12,4997.10
Deal Seeker,Supermarkets ,Green Weekend Deals,1925863.20,709,2716.31,501.10,4998.01
Deal Seeker,Supermarkets ,Happy Hour Discounts,1910601.11,690,2768.99,507.68,4997.26
Deal Seeker,Supermarkets ,Holiday Shopping Rush,1875471.96,689,2722.02,501.35,4994.94
Deal Seeker,Supermarkets ,Hot Picks Promo,1915648.55,683,2804.76,502.48,4986.19
Deal Seeker,Supermarkets ,Instant Gratification Sale,1852418.10,689,2688.56,500.33,4999.38
Deal Seeker,Supermarkets ,Limited Time Treasures,1952713.87,709,2754.18,500.36,4993.69
Deal Seeker,Supermarkets ,Loyalty Rewards Blast,2114236.22,769,2749.33,502.39,4989.24
Deal Seeker,Supermarkets ,Mega Weekend Bonanza,1892258.62,681,2778.65,502.25,4987.91
Deal Seeker,Supermarkets ,Mid-Year Madness,1876081.94,671,2795.95,500.89,4999.49
Deal Seeker,Supermarkets ,Midnight Madness,1988854.15,708,2809.12,511.65,4996.42
Deal Seeker,Supermarkets ,Mystery Discount Days,1969501.57,714,2758.41,521.00,4988.03
Deal Seeker,Supermarkets ,New Arrival Showcase,1865300.93,683,2731.04,503.53,4999.95
Deal Seeker,Supermarkets ,New Product Launch Promo,1894469.14,684,2769.69,501.71,4996.27
Deal Seeker,Supermarkets ,New Year Kickoff,1907273.66,713,2675.00,504.17,4998.67
Deal Seeker,Supermarkets ,Price Drop Parade,1942916.59,733,2650.64,504.45,4992.13
Deal Seeker,Supermarkets ,Red Tag Clearance,1828285.39,637,2870.15,503.92,4962.97
Deal Seeker,Supermarkets ,Seasonal Surprise Box,1833944.09,662,2770.31,500.52,4998.61
Deal Seeker,Supermarkets ,Shop & Save Spectacular,1869676.73,691,2705.76,508.47,4997.56
Deal Seeker,Supermarkets ,Smart Shopper Week,1906437.79,690,2762.95,515.37,4996.84
Deal Seeker,Supermarkets ,Spring Refresh Event,1909230.41,712,2681.50,521.03,4995.22
Deal Seeker,Supermarkets ,Spring Splash Discounts,1849030.05,672,2751.53,500.46,4999.01
Deal Seeker,Supermarkets ,Summer Sizzle Promo,1864947.50,692,2695.01,504.14,4997.93
Deal Seeker,Supermarkets ,Super Savings Week,1798234.10,658,2732.88,504.79,4999.88
Deal Seeker,Supermarkets ,Ultimate Value Event,1985046.78,719,2760.84,500.07,4999.84
Deal Seeker,Supermarkets ,VIP Access Sale,1889994.17,699,2703.85,502.77,4996.47
Deal Seeker,Supermarkets ,Weekend Warrior Specials,1881870.02,690,2727.35,503.19,4995.08
Deal Seeker,Supermarkets ,Winter Clearance Carnival,1971420.31,723,2726.72,509.53,4991.97
Deal Seeker,Supermarkets ,Winter Wonders Sale,2042255.34,728,2805.30,505.32,4997.89
First-time Buyer,Large Malls / Complexes,12 Days of Deals,1893460.72,679,2788.60,500.37,4997.95
First-time Buyer,Large Malls / Complexes,Autumn Deals Drive,1652286.61,606,2726.55,518.47,4996.59
First-time Buyer,Large Malls / Complexes,BOGO Blitz,1847869.94,652,2834.16,509.99,4997.65
First-time Buyer,Large Malls / Complexes,Back to School Boost,1756016.90,650,2701.56,516.02,4997.33
First-time Buyer,Large Malls / Complexes,Birthday Bash Sale,1756324.87,624,2814.62,501.68,4991.43
First-time Buyer,Large Malls / Complexes,Black Friday Blowout,1731966.06,630,2749.15,504.45,4997.76
First-time Buyer,Large Malls / Complexes,Cart Crasher Campaign,1693593.53,638,2654.54,505.99,4992.50
First-time Buyer,Large Malls / Complexes,Cashback Carnival,1733908.59,610,2842.47,502.94,4995.37
First-time Buyer,Large Malls / Complexes,Clearance Countdown,1806093.41,625,2889.75,500.46,4998.17
First-time Buyer,Large Malls / Complexes,Countdown to Savings,1776760.93,640,2776.19,501.91,4994.61
First-time Buyer,Large Malls / Complexes,Customer Appreciation Week,1854884.54,655,2831.88,510.22,4997.51
First-time Buyer,Large Malls / Complexes,Cyber Monday Mania,1892858.88,681,2779.53,500.56,4998.08
First-time Buyer,Large Malls / Complexes,Deal of the Month,1590456.86,577,2756.42,502.14,4996.40
First-time Buyer,Large Malls / Complexes,Double Points Bonanza,1866343.04,668,2793.93,503.00,4997.02
First-time Buyer,Large Malls / Complexes,Early Bird Specials,1745277.72,629,2774.69,504.33,4970.87
First-time Buyer,Large Malls / Complexes,End of Season Sale,1754546.38,630,2784.99,517.57,4987.32
First-time Buyer,Large Malls / Complexes,Exclusive Insider Offers,1794104.58,634,2829.82,513.00,4991.10
First-time Buyer,Large Malls / Complexes,Festive Fever Promo,1860783.42,651,2858.35,508.07,4997.98
First-time Buyer,Large Malls / Complexes,Final Call Frenzy,1751526.47,638,2745.34,504.15,4999.75
First-time Buyer,Large Malls / Complexes,Flash Frenzy Friday,1722887.00,631,2730.41,502.44,4994.80
First-time Buyer,Large Malls / Complexes,"Gift More, Spend Less",1692869.26,605,2798.13,514.57,4993.41
First-time Buyer,Large Malls / Complexes,Golden Hour Bargains,1811108.75,659,2748.27,503.10,4999.90
First-time Buyer,Large Malls / Complexes,Green Weekend Deals,1694619.79,633,2677.12,500.26,4999.78
First-time Buyer,Large Malls / Complexes,Happy Hour Discounts,1707109.57,613,2784.84,510.62,4998.48
First-time Buyer,Large Malls / Complexes,Holiday Shopping Rush,1786196.97,655,2727.02,510.18,4997.27
First-time Buyer,Large Malls / Complexes,Hot Picks Promo,1746322.40,645,2707.48,510.42,4996.10
First-time Buyer,Large Malls / Complexes,Instant Gratification Sale,1839066.22,674,2728.58,504.23,4997.63
First-time Buyer,Large Malls / Complexes,Limited Time Treasures,1824145.45,646,2823.75,509.56,4999.73
First-time Buyer,Large Malls / Complexes,Loyalty Rewards Blast,1817701.59,656,2770.89,500.38,4993.88
First-time Buyer,Large Malls / Complexes,Mega Weekend Bonanza,1752480.64,638,2746.83,519.39,4994.32
First-time Buyer,Large Malls / Complexes,Mid-Year Madness,1653142.83,595,2778.39,506.67,4998.11
First-time Buyer,Large Malls / Complexes,Midnight Madness,1752409.80,651,2691.87,523.48,4980.81
First-time Buyer,Large Malls / Complexes,Mystery Discount Days,1666555.10,606,2750.09,504.07,4989.29
First-time Buyer,Large Malls / Complexes,New Arrival Showcase,1811092.83,665,2723.45,533.05,4999.20
First-time Buyer,Large Malls / Complexes,New Product Launch Promo,1721352.77,626,2749.76,509.58,4999.20
First-time Buyer,Large Malls / Complexes,New Year Kickoff,1676136.43,618,2712.19,503.01,4994.88
First-time Buyer,Large Malls / Complexes,Price Drop Parade,1760675.69,656,2683.96,504.47,4999.10
First-time Buyer,Large Malls / Complexes,Red Tag Clearance,1757624.39,640,2746.29,526.33,4999.45
First-time Buyer,Large Malls / Complexes,Seasonal Surprise Box,1801172.26,642,2805.56,510.40,4991.57
First-time Buyer,Large Malls / Complexes,Shop & Save Spectacular,1661394.39,606,2741.57,501.87,4997.09
First-time Buyer,Large Malls / Complexes,Smart Shopper Week,1823620.40,675,2701.66,509.76,4998.48
First-time Buyer,Large Malls / Complexes,Spring Refresh Event,1693030.04,615,2752.89,507.77,4996.53
First-time Buyer,Large Malls / Complexes,Spring Splash Discounts,1707726.52,624,2736.74,505.26,4999.02
First-time Buyer,Large Malls / Complexes,Summer Sizzle Promo,1653333.06,595,2778.71,507.30,4998.36
First-time Buyer,Large Malls / Complexes,Super Savings Week,1684280.50,607,2774.76,505.61,4998.49
First-time Buyer,Large Malls / Complexes,Ultimate Value Event,1721963.75,621,2772.89,517.40,4989.62
First-time Buyer,Large Malls / Complexes,VIP Access Sale,1696934.00,611,2777.31,512.07,4996.77
First-time Buyer,Large Malls / Complexes,Weekend Warrior Specials,1806460.19,652,2770.64,503.41,4999.65
First-time Buyer,Large Malls / Complexes,Winter Clearance Carnival,1838624.31,659,2790.02,511.37,4998.34
First-time Buyer,Large Malls / Complexes,Winter Wonders Sale,1659574.17,599,2770.57,520.96,4995.24
First-time Buyer,Small Stores / Shops,12 Days of Deals,1773122.25,673,2634.65,502.99,4999.40
First-time Buyer,Small Stores / Shops,Autumn Deals Drive,1822266.55,651,2799.18,504.53,4994.53
First-time Buyer,Small Stores / Shops,BOGO Blitz,1813278.71,659,2751.56,501.56,4997.05
First-time Buyer,Small Stores / Shops,Back to School Boost,1762458.17,649,2715.65,507.63,4995.35
First-time Buyer,Small Stores / Shops,Birthday Bash Sale,1878946.85,685,2742.99,503.70,4996.86
First-time Buyer,Small Stores / Shops,Black Friday Blowout,1771391.82,648,2733.63,506.58,4990.39
First-time Buyer,Small Stores / Shops,Cart Crasher Campaign,1773018.31,648,2736.14,501.27,4987.64
First-time Buyer,Small Stores / Shops,Cashback Carnival,1869702.88,676,2765.83,500.98,4998.40
First-time Buyer,Small Stores / Shops,Clearance Countdown,1690338.46,630,2683.08,500.37,4995.21
First-time Buyer,Small Stores / Shops,Countdown to Savings,1809620.17,652,2775.49,500.75,4996.58
First-time Buyer,Small Stores / Shops,Customer Appreciation Week,1910813.31,697,2741.48,500.64,4990.14
First-time Buyer,Small Stores / Shops,Cyber Monday Mania,1895072.79,699,2711.12,503.20,4999.83
First-time Buyer,Small Stores / Shops,Deal of the Month,1788142.20,650,2750.99,500.56,4986.62
First-time Buyer,Small Stores / Shops,Double Points Bonanza,1830222.85,660,2773.06,502.80,4996.14
First-time Buyer,Small Stores / Shops,Early Bird Specials,1809367.46,665,2720.85,504.72,4982.90
First-time Buyer,Small Stores / Shops,End of Season Sale,1928518.58,701,2751.10,502.75,4978.61
First-time Buyer,Small Stores / Shops,Exclusive Insider Offers,1802105.20,658,2738.76,501.41,4988.31
First-time Buyer,Small Stores / Shops,Festive Fever Promo,1914461.06,679,2819.53,502.25,4991.72
First-time Buyer,Small Stores / Shops,Final Call Frenzy,2016764.10,727,2774.09,518.01,4994.06
First-time Buyer,Small Stores / Shops,Flash Frenzy Friday,1812105.49,663,2733.19,508.31,4993.42
First-time Buyer,Small Stores / Shops,"Gift More, Spend Less",1768617.16,667,2651.60,529.28,4998.02
First-time Buyer,Small Stores / Shops,Golden Hour Bargains,1861667.71,668,2786.93,500.01,4991.93
First-time Buyer,Small Stores / Shops,Green Weekend Deals,1768173.66,662,2670.96,506.72,4996.20
First-time Buyer,Small Stores / Shops,Happy Hour Discounts,1935473.81,692,2796.93,503.25,4979.88
First-time Buyer,Small Stores / Shops,Holiday Shopping Rush,1758752.91,653,2693.34,501.74,4984.77
First-time Buyer,Small Stores / Shops,Hot Picks Promo,1697813.35,618,2747.27,500.04,4997.56
First-time Buyer,Small Stores / Shops,Instant Gratification Sale,1827599.77,661,2764.90,502.68,4984.14
First-time Buyer,Small Stores / Shops,Limited Time Treasures,1840183.61,667,2758.90,510.30,4999.20
First-time Buyer,Small Stores / Shops,Loyalty Rewards Blast,1907889.53,686,2781.18,505.62,4994.70
First-time Buyer,Small Stores / Shops,Mega Weekend Bonanza,1990394.25,707,2815.27,503.85,4994.06
First-time Buyer,Small Stores / Shops,Mid-Year Madness,1969420.44,697,2825.57,500.72,4999.10
First-time Buyer,Small Stores / Shops,Midnight Madness,1758264.78,653,2692.60,500.01,4988.40
First-time Buyer,Small Stores / Shops,Mystery Discount Days,1820153.55,660,2757.81,500.15,4995.70
First-time Buyer,Small Stores / Shops,New Arrival Showcase,1857576.82,663,2801.77,501.06,4991.45
First-time Buyer,Small Stores / Shops,New Product Launch Promo,1822942.76,655,2783.12,503.51,4988.06
First-time Buyer,Small Stores / Shops,New Year Kickoff,1773302.84,643,2757.86,508.25,4995.79
First-time Buyer,Small Stores / Shops,Price Drop Parade,1754588.02,642,2733.00,506.95,4996.99
First-time Buyer,Small Stores / Shops,Red Tag Clearance,1783624.71,642,2778.23,502.90,4992.97
First-time Buyer,Small Stores / Shops,Seasonal Surprise Box,1885591.03,672,2805.94,510.03,4996.98
First-time Buyer,Small Stores / Shops,Shop & Save Spectacular,1749951.99,640,2734.30,501.24,4996.23
First-time Buyer,Small Stores / Shops,Smart Shopper Week,1907024.34,680,2804.45,504.88,4996.42
First-time Buyer,Small Stores / Shops,Spring Refresh Event,1862184.55,689,2702.74,510.28,4992.33
First-time Buyer,Small Stores / Shops,Spring Splash Discounts,1914942.05,698,2743.47,510.99,4994.34
First-time Buyer,Small Stores / Shops,Summer Sizzle Promo,1900427.81,681,2790.64,503.45,4998.54
First-time Buyer,Small Stores / Shops,Super Savings Week,1822547.29,633,2879.22,501.03,4999.25
First-time Buyer,Small Stores / Shops,Ultimate Value Event,1796079.71,642,2797.63,505.35,4999.82
First-time Buyer,Small Stores / Shops,VIP Access Sale,1833080.53,666,2752.37,504.83,4989.16
First-time Buyer,Small Stores / Shops,Weekend Warrior Specials,1828318.62,684,2672.98,511.44,4992.92
First-time Buyer,Small Stores / Shops,Winter Clearance Carnival,1784838.30,662,2696.13,502.03,4996.10
First-time Buyer,Small Stores / Shops,Winter Wonders Sale,1967898.30,706,2787.39,517.04,4995.17
First-time Buyer,Supermarkets ,12 Days of Deals,1998441.05,737,2711.59,510.07,4993.26
First-time Buyer,Supermarkets ,Autumn Deals Drive,1766293.77,652,2709.04,504.68,4992.85
First-time Buyer,Supermarkets ,BOGO Blitz,1866350.94,676,2760.87,503.30,4996.77
First-time Buyer,Supermarkets ,Back to School Boost,1892305.90,704,2687.93,505.75,4999.86
First-time Buyer,Supermarkets ,Birthday Bash Sale,1693715.31,614,2758.49,520.10,4999.90
First-time Buyer,Supermarkets ,Black Friday Blowout,1927043.00,706,2729.52,535.23,4982.87
First-time Buyer,Supermarkets ,Cart Crasher Campaign,1956945.70,702,2787.67,507.03,4994.01
First-time Buyer,Supermarkets ,Cashback Carnival,1794355.15,661,2714.61,500.13,4985.76
First-time Buyer,Supermarkets ,Clearance Countdown,1909444.39,697,2739.52,513.61,4993.67
