category,brand,customer_segment,store_type,campaign_name,sum_amount,count,avg_amount,min_amount,max_amount
Electronics,Panasonic,Budget Shopper,Supermarkets ,Customer Appreciation Week,49040.19,19,2581.06,546.22,4764.74
Electronics,Panasonic,Budget Shopper,Supermarkets ,Cyber Monday Mania,53118.91,19,2795.73,605.59,4881.72
Electronics,Panasonic,Budget Shopper,Supermarkets ,Deal of the Month,45332.50,18,2518.47,509.62,4672.01
Electronics,Panasonic,Budget Shopper,Supermarkets ,Double Points Bonanza,44889.47,18,2493.86,680.13,4998.12
Electronics,Panasonic,Budget Shopper,Supermarkets ,Early Bird Specials,86291.99,29,2975.59,887.27,4892.45
Electronics,Panasonic,Budget Shopper,Supermarkets ,End of Season Sale,45203.35,21,2152.54,578.01,4587.15
Electronics,Panasonic,Budget Shopper,Supermarkets ,Exclusive Insider Offers,72751.86,26,2798.15,560.48,4959.49
Electronics,Panasonic,Budget Shopper,Supermarkets ,Festive Fever Promo,54859.09,21,2612.34,791.13,4649.93
Electronics,Panasonic,Budget Shopper,Supermarkets ,Final Call Frenzy,87072.92,30,2902.43,585.25,4727.05
Electronics,Panasonic,Budget Shopper,Supermarkets ,Flash Frenzy Friday,53188.65,19,2799.40,636.77,4989.37
Electronics,Panasonic,Budget Shopper,Supermarkets ,"Gift More, Spend Less",62439.70,21,2973.32,709.10,4742.04
Electronics,Panasonic,Budget Shopper,Supermarkets ,Golden Hour Bargains,75694.40,27,2803.50,506.49,4686.71
Electronics,Panasonic,Budget Shopper,Supermarkets ,Green Weekend Deals,62216.37,23,2705.06,588.17,4847.67
Electronics,Panasonic,Budget Shopper,Supermarkets ,Happy Hour Discounts,75777.31,28,2706.33,700.77,4804.36
Electronics,Panasonic,Budget Shopper,Supermarkets ,Holiday Shopping Rush,76355.58,29,2632.95,805.16,4901.54
Electronics,Panasonic,Budget Shopper,Supermarkets ,Hot Picks Promo,55404.48,19,2916.03,1309.91,4915.30
Electronics,Panasonic,Budget Shopper,Supermarkets ,Instant Gratification Sale,77038.07,31,2485.10,528.39,4793.61
Electronics,Panasonic,Budget Shopper,Supermarkets ,Limited Time Treasures,61413.82,21,2924.47,709.95,4930.49
Electronics,Panasonic,Budget Shopper,Supermarkets ,Loyalty Rewards Blast,43797.36,16,2737.34,1008.92,4670.14
Electronics,Panasonic,Budget Shopper,Supermarkets ,Mega Weekend Bonanza,48893.22,20,2444.66,567.05,4558.83
Electronics,Panasonic,Budget Shopper,Supermarkets ,Mid-Year Madness,80327.30,28,2868.83,507.87,4801.71
Electronics,Panasonic,Budget Shopper,Supermarkets ,Midnight Madness,62878.64,24,2619.94,537.12,4887.07
Electronics,Panasonic,Budget Shopper,Supermarkets ,Mystery Discount Days,61036.39,21,2906.49,646.97,4843.82
Electronics,Panasonic,Budget Shopper,Supermarkets ,New Arrival Showcase,56813.17,20,2840.66,659.63,4969.72
Electronics,Panasonic,Budget Shopper,Supermarkets ,New Product Launch Promo,77221.53,25,3088.86,748.64,4778.51
Electronics,Panasonic,Budget Shopper,Supermarkets ,New Year Kickoff,93512.91,32,2922.28,501.31,4983.89
Electronics,Panasonic,Budget Shopper,Supermarkets ,Price Drop Parade,72797.47,23,3165.11,936.91,4797.40
Electronics,Panasonic,Budget Shopper,Supermarkets ,Red Tag Clearance,67834.92,24,2826.46,715.12,4598.43
Electronics,Panasonic,Budget Shopper,Supermarkets ,Seasonal Surprise Box,66631.34,22,3028.70,678.13,4946.26
Electronics,Panasonic,Budget Shopper,Supermarkets ,Shop & Save Spectacular,57025.82,21,2715.52,774.44,4753.33
Electronics,Panasonic,Budget Shopper,Supermarkets ,Smart Shopper Week,38242.20,14,2731.59,821.62,4496.87
Electronics,Panasonic,Budget Shopper,Supermarkets ,Spring Refresh Event,67692.63,22,3076.94,506.77,4818.82
Electronics,Panasonic,Budget Shopper,Supermarkets ,Spring Splash Discounts,69012.82,24,2875.53,1032.29,4994.40
Electronics,Panasonic,Budget Shopper,Supermarkets ,Summer Sizzle Promo,43683.68,17,2569.63,800.28,4895.58
Electronics,Panasonic,Budget Shopper,Supermarkets ,Super Savings Week,67111.52,25,2684.46,745.61,4976.57
Electronics,Panasonic,Budget Shopper,Supermarkets ,Ultimate Value Event,77724.83,29,2680.17,635.58,4968.02
Electronics,Panasonic,Budget Shopper,Supermarkets ,VIP Access Sale,58714.44,27,2174.61,679.01,4528.41
Electronics,Panasonic,Budget Shopper,Supermarkets ,Weekend Warrior Specials,69201.90,23,3008.78,793.62,4985.78
Electronics,Panasonic,Budget Shopper,Supermarkets ,Winter Clearance Carnival,41324.25,16,2582.77,656.34,4992.13
Electronics,Panasonic,Budget Shopper,Supermarkets ,Winter Wonders Sale,72621.82,24,3025.91,625.25,4958.13
Electronics,Panasonic,Churn Risk,Large Malls / Complexes,12 Days of Deals,37879.76,13,2913.83,857.12,4933.76
Electronics,Panasonic,Churn Risk,Large Malls / Complexes,Autumn Deals Drive,57499.86,21,2738.09,503.43,4987.35
Electronics,Panasonic,Churn Risk,Large Malls / Complexes,BOGO Blitz,75786.98,27,2806.93,586.99,4966.60
Electronics,Panasonic,Churn Risk,Large Malls / Complexes,Back to School Boost,68737.60,24,2864.07,629.85,4862.38
Electronics,Panasonic,Churn Risk,Large Malls / Complexes,Birthday Bash Sale,55522.17,22,2523.74,519.56,4795.71
Electronics,Panasonic,Churn Risk,Large Malls / Complexes,Black Friday Blowout,66673.08,23,2898.83,564.74,4963.78
Electronics,Panasonic,Churn Risk,Large Malls / Complexes,Cart Crasher Campaign,56693.81,23,2464.95,502.87,4494.21
Electronics,Panasonic,Churn Risk,Large Malls / Complexes,Cashback Carnival,63254.51,23,2750.20,534.48,4742.54
Electronics,Panasonic,Churn Risk,Large Malls / Complexes,Clearance Countdown,47982.93,16,2998.93,651.43,4782.50
Electronics,Panasonic,Churn Risk,Large Malls / Complexes,Countdown to Savings,32448.82,12,2704.07,589.03,4808.32
Electronics,Panasonic,Churn Risk,Large Malls / Complexes,Customer Appreciation Week,34389.80,16,2149.36,599.35,4496.64
Electronics,Panasonic,Churn Risk,Large Malls / Complexes,Cyber Monday Mania,38982.00,15,2598.80,579.74,4908.45
Electronics,Panasonic,Churn Risk,Large Malls / Complexes,Deal of the Month,45380.47,16,2836.28,1221.99,4944.86
Electronics,Panasonic,Churn Risk,Large Malls / Complexes,Double Points Bonanza,56732.30,21,2701.54,754.52,4820.71
Electronics,Panasonic,Churn Risk,Large Malls / Complexes,Early Bird Specials,57794.18,20,2889.71,844.34,4825.98
Electronics,Panasonic,Churn Risk,Large Malls / Complexes,End of Season Sale,57845.70,23,2515.03,504.36,4825.57
Electronics,Panasonic,Churn Risk,Large Malls / Complexes,Exclusive Insider Offers,80212.71,25,3208.51,580.51,4931.67
Electronics,Panasonic,Churn Risk,Large Malls / Complexes,Festive Fever Promo,78960.30,27,2924.46,639.73,4987.73
Electronics,Panasonic,Churn Risk,Large Malls / Complexes,Final Call Frenzy,69053.55,26,2655.91,501.57,4921.09
Electronics,Panasonic,Churn Risk,Large Malls / Complexes,Flash Frenzy Friday,39750.39,17,2338.26,806.65,4154.52
Electronics,Panasonic,Churn Risk,Large Malls / Complexes,"Gift More, Spend Less",69293.53,27,2566.43,551.02,4948.97
Electronics,Panasonic,Churn Risk,Large Malls / Complexes,Golden Hour Bargains,37674.39,17,2216.14,515.45,4234.57
Electronics,Panasonic,Churn Risk,Large Malls / Complexes,Green Weekend Deals,78157.33,25,3126.29,997.12,4902.29
Electronics,Panasonic,Churn Risk,Large Malls / Complexes,Happy Hour Discounts,77816.69,27,2882.10,613.67,4761.24
Electronics,Panasonic,Churn Risk,Large Malls / Complexes,Holiday Shopping Rush,53763.42,21,2560.16,830.48,4962.44
Electronics,Panasonic,Churn Risk,Large Malls / Complexes,Hot Picks Promo,39456.61,15,2630.44,738.83,4856.53
Electronics,Panasonic,Churn Risk,Large Malls / Complexes,Instant Gratification Sale,60635.12,27,2245.75,585.35,4893.26
Electronics,Panasonic,Churn Risk,Large Malls / Complexes,Limited Time Treasures,65266.22,23,2837.66,530.36,4859.79
Electronics,Panasonic,Churn Risk,Large Malls / Complexes,Loyalty Rewards Blast,44349.45,13,3411.50,862.44,4972.32
Electronics,Panasonic,Churn Risk,Large Malls / Complexes,Mega Weekend Bonanza,48808.55,19,2568.87,514.37,4914.43
Electronics,Panasonic,Churn Risk,Large Malls / Complexes,Mid-Year Madness,65020.19,21,3096.20,1162.98,4992.50
Electronics,Panasonic,Churn Risk,Large Malls / Complexes,Midnight Madness,59486.27,21,2832.68,581.83,4983.03
Electronics,Panasonic,Churn Risk,Large Malls / Complexes,Mystery Discount Days,67329.18,24,2805.38,1005.05,4896.45
Electronics,Panasonic,Churn Risk,Large Malls / Complexes,New Arrival Showcase,47255.84,19,2487.15,578.57,4864.14
Electronics,Panasonic,Churn Risk,Large Malls / Complexes,New Product Launch Promo,62774.46,21,2989.26,707.81,4898.23
Electronics,Panasonic,Churn Risk,Large Malls / Complexes,New Year Kickoff,58296.55,21,2776.03,746.59,4896.10
Electronics,Panasonic,Churn Risk,Large Malls / Complexes,Price Drop Parade,80936.20,25,3237.45,1326.38,4946.96
Electronics,Panasonic,Churn Risk,Large Malls / Complexes,Red Tag Clearance,70178.90,27,2599.22,746.51,4871.14
Electronics,Panasonic,Churn Risk,Large Malls / Complexes,Seasonal Surprise Box,39884.64,15,2658.98,595.16,4382.66
Electronics,Panasonic,Churn Risk,Large Malls / Complexes,Shop & Save Spectacular,50538.42,21,2406.59,777.97,4845.76
Electronics,Panasonic,Churn Risk,Large Malls / Complexes,Smart Shopper Week,61249.76,23,2663.03,805.59,4957.00
Electronics,Panasonic,Churn Risk,Large Malls / Complexes,Spring Refresh Event,80036.91,28,2858.46,639.35,4926.40
Electronics,Panasonic,Churn Risk,Large Malls / Complexes,Spring Splash Discounts,61120.50,22,2778.20,655.76,4803.00
Electronics,Panasonic,Churn Risk,Large Malls / Complexes,Summer Sizzle Promo,53757.79,20,2687.89,739.42,4970.66
Electronics,Panasonic,Churn Risk,Large Malls / Complexes,Super Savings Week,49792.75,17,2928.99,577.37,4953.31
Electronics,Panasonic,Churn Risk,Large Malls / Complexes,Ultimate Value Event,73553.73,26,2828.99,665.00,4997.13
Electronics,Panasonic,Churn Risk,Large Malls / Complexes,VIP Access Sale,39004.71,17,2294.39,651.28,4896.78
Electronics,Panasonic,Churn Risk,Large Malls / Complexes,Weekend Warrior Specials,83162.03,24,3465.08,540.23,4979.37
Electronics,Panasonic,Churn Risk,Large Malls / Complexes,Winter Clearance Carnival,49222.15,17,2895.42,637.06,4720.35
Electronics,Panasonic,Churn Risk,Large Malls / Complexes,Winter Wonders Sale,45962.80,19,2419.09,672.39,4767.57
Electronics,Panasonic,Churn Risk,Small Stores / Shops,12 Days of Deals,48553.51,19,2555.45,534.25,4996.82
Electronics,Panasonic,Churn Risk,Small Stores / Shops,Autumn Deals Drive,68542.58,26,2636.25,500.20,4868.65
Electronics,Panasonic,Churn Risk,Small Stores / Shops,BOGO Blitz,64469.21,23,2803.01,799.68,4615.39
Electronics,Panasonic,Churn Risk,Small Stores / Shops,Back to School Boost,43068.56,17,2533.44,538.66,4860.73
Electronics,Panasonic,Churn Risk,Small Stores / Shops,Birthday Bash Sale,47836.64,16,2989.79,732.92,4873.33
Electronics,Panasonic,Churn Risk,Small Stores / Shops,Black Friday Blowout,54576.91,21,2598.90,692.48,4440.08
Electronics,Panasonic,Churn Risk,Small Stores / Shops,Cart Crasher Campaign,57368.75,22,2607.67,1105.68,4915.28
Electronics,Panasonic,Churn Risk,Small Stores / Shops,Cashback Carnival,56933.85,22,2587.90,549.71,4678.11
Electronics,Panasonic,Churn Risk,Small Stores / Shops,Clearance Countdown,70972.05,33,2150.67,542.57,4604.62
Electronics,Panasonic,Churn Risk,Small Stores / Shops,Countdown to Savings,44557.11,20,2227.86,567.15,4731.94
Electronics,Panasonic,Churn Risk,Small Stores / Shops,Customer Appreciation Week,61560.53,22,2798.21,593.12,4580.66
Electronics,Panasonic,Churn Risk,Small Stores / Shops,Cyber Monday Mania,61001.06,19,3210.58,1178.81,4942.82
Electronics,Panasonic,Churn Risk,Small Stores / Shops,Deal of the Month,73959.00,23,3215.61,654.52,4929.87
Electronics,Panasonic,Churn Risk,Small Stores / Shops,Double Points Bonanza,65584.32,24,2732.68,580.56,4745.73
Electronics,Panasonic,Churn Risk,Small Stores / Shops,Early Bird Specials,73236.58,27,2712.47,659.90,4995.63
Electronics,Panasonic,Churn Risk,Small Stores / Shops,End of Season Sale,87122.60,31,2810.41,689.73,4952.76
Electronics,Panasonic,Churn Risk,Small Stores / Shops,Exclusive Insider Offers,31336.30,16,1958.52,596.73,4487.83
Electronics,Panasonic,Churn Risk,Small Stores / Shops,Festive Fever Promo,85402.09,28,3050.07,877.55,4911.91
Electronics,Panasonic,Churn Risk,Small Stores / Shops,Final Call Frenzy,73872.59,27,2736.02,520.04,4888.23
Electronics,Panasonic,Churn Risk,Small Stores / Shops,Flash Frenzy Friday,58578.50,20,2928.93,597.78,4832.50
Electronics,Panasonic,Churn Risk,Small Stores / Shops,"Gift More, Spend Less",59531.73,23,2588.34,611.43,4977.96
Electronics,Panasonic,Churn Risk,Small Stores / Shops,Golden Hour Bargains,43877.75,18,2437.65,533.39,4852.03
Electronics,Panasonic,Churn Risk,Small Stores / Shops,Green Weekend Deals,57587.37,18,3199.30,772.11,4890.08
Electronics,Panasonic,Churn Risk,Small Stores / Shops,Happy Hour Discounts,78443.55,29,2704.95,561.29,4842.42
Electronics,Panasonic,Churn Risk,Small Stores / Shops,Holiday Shopping Rush,62726.76,24,2613.62,509.01,4611.31
Electronics,Panasonic,Churn Risk,Small Stores / Shops,Hot Picks Promo,64512.85,25,2580.51,533.15,4963.89
Electronics,Panasonic,Churn Risk,Small Stores / Shops,Instant Gratification Sale,63101.68,22,2868.26,820.53,4874.47
Electronics,Panasonic,Churn Risk,Small Stores / Shops,Limited Time Treasures,59706.86,21,2843.18,501.60,4873.75
Electronics,Panasonic,Churn Risk,Small Stores / Shops,Loyalty Rewards Blast,46428.72,16,2901.79,972.72,4975.53
Electronics,Panasonic,Churn Risk,Small Stores / Shops,Mega Weekend Bonanza,25379.89,11,2307.26,838.42,4145.37
Electronics,Panasonic,Churn Risk,Small Stores / Shops,Mid-Year Madness,62750.99,22,2852.32,528.11,4975.43
Electronics,Panasonic,Churn Risk,Small Stores / Shops,Midnight Madness,78479.47,27,2906.65,588.73,4816.33
Electronics,Panasonic,Churn Risk,Small Stores / Shops,Mystery Discount Days,83464.86,28,2980.89,630.73,4749.37
Electronics,Panasonic,Churn Risk,Small Stores / Shops,New Arrival Showcase,54551.82,24,2272.99,613.78,4712.97
Electronics,Panasonic,Churn Risk,Small Stores / Shops,New Product Launch Promo,64093.84,23,2786.69,623.08,4815.59
Electronics,Panasonic,Churn Risk,Small Stores / Shops,New Year Kickoff,66822.64,25,2672.91,702.73,4953.70
Electronics,Panasonic,Churn Risk,Small Stores / Shops,Price Drop Parade,81362.61,29,2805.61,514.95,4924.96
Electronics,Panasonic,Churn Risk,Small Stores / Shops,Red Tag Clearance,57215.36,21,2724.54,501.05,4699.48
Electronics,Panasonic,Churn Risk,Small Stores / Shops,Seasonal Surprise Box,58519.69,21,2786.65,864.66,4844.26
Electronics,Panasonic,Churn Risk,Small Stores / Shops,Shop & Save Spectacular,64449.34,25,2577.97,663.56,4848.82
Electronics,Panasonic,Churn Risk,Small Stores / Shops,Smart Shopper Week,64978.86,28,2320.67,548.80,4665.04
Electronics,Panasonic,Churn Risk,Small Stores / Shops,Spring Refresh Event,60584.34,22,2753.83,810.20,4868.75
Electronics,Panasonic,Churn Risk,Small Stores / Shops,Spring Splash Discounts,61496.78,23,2673.77,699.68,4889.48
Electronics,Panasonic,Churn Risk,Small Stores / Shops,Summer Sizzle Promo,56871.60,20,2843.58,740.12,4912.97
Electronics,Panasonic,Churn Risk,Small Stores / Shops,Super Savings Week,93445.23,31,3014.36,546.25,4998.99
Electronics,Panasonic,Churn Risk,Small Stores / Shops,Ultimate Value Event,81666.73,27,3024.69,1350.58,4963.00
Electronics,Panasonic,Churn Risk,Small Stores / Shops,VIP Access Sale,64124.12,24,2671.84,566.02,4877.56
Electronics,Panasonic,Churn Risk,Small Stores / Shops,Weekend Warrior Specials,75209.09,25,3008.36,976.93,4844.72
Electronics,Panasonic,Churn Risk,Small Stores / Shops,Winter Clearance Carnival,48029.99,19,2527.89,662.55,4742.86
Electronics,Panasonic,Churn Risk,Small Stores / Shops,Winter Wonders Sale,66139.68,23,2875.64,545.27,4931.35
Electronics,Panasonic,Churn Risk,Supermarkets ,12 Days of Deals,69588.14,24,2899.51,992.86,4939.05
Electronics,Panasonic,Churn Risk,Supermarkets ,Autumn Deals Drive,58042.49,18,3224.58,720.41,4953.41
Electronics,Panasonic,Churn Risk,Supermarkets ,BOGO Blitz,51235.48,22,2328.89,567.86,4665.26
Electronics,Panasonic,Churn Risk,Supermarkets ,Back to School Boost,70311.19,24,2929.63,781.82,4950.78
Electronics,Panasonic,Churn Risk,Supermarkets ,Birthday Bash Sale,70889.91,25,2835.60,741.51,4999.64
Electronics,Panasonic,Churn Risk,Supermarkets ,Black Friday Blowout,64885.98,24,2703.58,567.66,4885.62
Electronics,Panasonic,Churn Risk,Supermarkets ,Cart Crasher Campaign,50295.76,15,3353.05,1016.07,4959.14
Electronics,Panasonic,Churn Risk,Supermarkets ,Cashback Carnival,70153.71,21,3340.65,686.00,4934.17
Electronics,Panasonic,Churn Risk,Supermarkets ,Clearance Countdown,56490.58,19,2973.19,569.84,4973.74
Electronics,Panasonic,Churn Risk,Supermarkets ,Countdown to Savings,67774.42,27,2510.16,518.47,4830.15
Electronics,Panasonic,Churn Risk,Supermarkets ,Customer Appreciation Week,83413.78,28,2979.06,862.41,4705.58
Electronics,Panasonic,Churn Risk,Supermarkets ,Cyber Monday Mania,48669.77,17,2862.93,757.10,4957.86
Electronics,Panasonic,Churn Risk,Supermarkets ,Deal of the Month,77457.50,29,2670.95,576.31,4985.11
Electronics,Panasonic,Churn Risk,Supermarkets ,Double Points Bonanza,23743.67,9,2638.19,633.96,4764.63
Electronics,Panasonic,Churn Risk,Supermarkets ,Early Bird Specials,65929.71,27,2441.84,802.81,4907.03
Electronics,Panasonic,Churn Risk,Supermarkets ,End of Season Sale,44754.34,18,2486.35,588.87,4893.99
Electronics,Panasonic,Churn Risk,Supermarkets ,Exclusive Insider Offers,80858.93,31,2608.35,746.20,4755.78
Electronics,Panasonic,Churn Risk,Supermarkets ,Festive Fever Promo,91179.63,30,3039.32,851.81,4881.50
Electronics,Panasonic,Churn Risk,Supermarkets ,Final Call Frenzy,73743.35,28,2633.69,786.85,4703.42
Electronics,Panasonic,Churn Risk,Supermarkets ,Flash Frenzy Friday,50833.85,20,2541.69,502.31,4574.90
Electronics,Panasonic,Churn Risk,Supermarkets ,"Gift More, Spend Less",44420.58,19,2337.93,639.24,4222.83
Electronics,Panasonic,Churn Risk,Supermarkets ,Golden Hour Bargains,82033.37,29,2828.74,506.95,4987.21
Electronics,Panasonic,Churn Risk,Supermarkets ,Green Weekend Deals,77219.37,25,3088.77,1323.01,4952.61
Electronics,Panasonic,Churn Risk,Supermarkets ,Happy Hour Discounts,47402.33,18,2633.46,623.44,4287.31
Electronics,Panasonic,Churn Risk,Supermarkets ,Holiday Shopping Rush,66959.54,22,3043.62,578.23,4979.26
Electronics,Panasonic,Churn Risk,Supermarkets ,Hot Picks Promo,61168.02,23,2659.48,652.23,4850.20
Electronics,Panasonic,Churn Risk,Supermarkets ,Instant Gratification Sale,38876.84,14,2776.92,557.79,4843.57
Electronics,Panasonic,Churn Risk,Supermarkets ,Limited Time Treasures,93481.93,30,3116.06,809.60,4861.94
Electronics,Panasonic,Churn Risk,Supermarkets ,Loyalty Rewards Blast,44176.93,21,2103.66,946.38,4180.68
Electronics,Panasonic,Churn Risk,Supermarkets ,Mega Weekend Bonanza,71177.56,22,3235.34,539.02,4998.53
Electronics,Panasonic,Churn Risk,Supermarkets ,Mid-Year Madness,91897.86,29,3168.89,736.17,4913.70
Electronics,Panasonic,Churn Risk,Supermarkets ,Midnight Madness,83398.63,29,2875.81,545.98,4898.33
Electronics,Panasonic,Churn Risk,Supermarkets ,Mystery Discount Days,53568.77,17,3151.10,1253.36,4983.01
Electronics,Panasonic,Churn Risk,Supermarkets ,New Arrival Showcase,67021.65,23,2913.98,777.60,4954.06
Electronics,Panasonic,Churn Risk,Supermarkets ,New Product Launch Promo,59299.98,20,2965.00,649.25,4581.43
Electronics,Panasonic,Churn Risk,Supermarkets ,New Year Kickoff,41971.78,16,2623.24,588.04,4829.69
Electronics,Panasonic,Churn Risk,Supermarkets ,Price Drop Parade,64121.75,23,2787.90,806.47,4981.91
Electronics,Panasonic,Churn Risk,Supermarkets ,Red Tag Clearance,75495.43,30,2516.51,506.60,4502.07
Electronics,Panasonic,Churn Risk,Supermarkets ,Seasonal Surprise Box,68170.02,24,2840.42,645.64,4833.92
Electronics,Panasonic,Churn Risk,Supermarkets ,Shop & Save Spectacular,47843.28,19,2518.07,951.29,4807.68
Electronics,Panasonic,Churn Risk,Supermarkets ,Smart Shopper Week,64970.55,28,2320.38,608.27,4658.16
Electronics,Panasonic,Churn Risk,Supermarkets ,Spring Refresh Event,58212.83,23,2530.99,621.29,4934.63
Electronics,Panasonic,Churn Risk,Supermarkets ,Spring Splash Discounts,60150.45,21,2864.31,559.03,4857.57
Electronics,Panasonic,Churn Risk,Supermarkets ,Summer Sizzle Promo,48586.85,15,3239.12,1882.88,4906.00
Electronics,Panasonic,Churn Risk,Supermarkets ,Super Savings Week,68586.43,27,2540.24,851.07,4946.95
Electronics,Panasonic,Churn Risk,Supermarkets ,Ultimate Value Event,98033.71,32,3063.55,756.45,4972.72
Electronics,Panasonic,Churn Risk,Supermarkets ,VIP Access Sale,50444.44,20,2522.22,583.10,4873.60
Electronics,Panasonic,Churn Risk,Supermarkets ,Weekend Warrior Specials,77145.66,25,3085.83,1083.25,4873.75
Electronics,Panasonic,Churn Risk,Supermarkets ,Winter Clearance Carnival,80005.20,28,2857.33,658.41,4995.61
Electronics,Panasonic,Churn Risk,Supermarkets ,Winter Wonders Sale,56821.23,22,2582.78,634.30,4761.79
Electronics,Panasonic,Deal Seeker,Large Malls / Complexes,12 Days of Deals,51729.40,17,3042.91,828.51,4927.58
Electronics,Panasonic,Deal Seeker,Large Malls / Complexes,Autumn Deals Drive,65580.49,22,2980.93,586.16,4716.13
Electronics,Panasonic,Deal Seeker,Large Malls / Complexes,BOGO Blitz,85294.38,26,3280.55,916.30,4847.82
Electronics,Panasonic,Deal Seeker,Large Malls / Complexes,Back to School Boost,58991.78,23,2564.86,670.71,4591.90
Electronics,Panasonic,Deal Seeker,Large Malls / Complexes,Birthday Bash Sale,60375.58,21,2875.03,637.65,4545.99
Electronics,Panasonic,Deal Seeker,Large Malls / Complexes,Black Friday Blowout,71076.19,28,2538.44,862.06,4801.29
Electronics,Panasonic,Deal Seeker,Large Malls / Complexes,Cart Crasher Campaign,47665.64,20,2383.28,765.18,4978.46
Electronics,Panasonic,Deal Seeker,Large Malls / Complexes,Cashback Carnival,44669.46,15,2977.96,891.29,4928.38
Electronics,Panasonic,Deal Seeker,Large Malls / Complexes,Clearance Countdown,33878.34,16,2117.40,687.81,4638.89
Electronics,Panasonic,Deal Seeker,Large Malls / Complexes,Countdown to Savings,78036.05,25,3121.44,1267.19,4835.91
Electronics,Panasonic,Deal Seeker,Large Malls / Complexes,Customer Appreciation Week,40356.03,15,2690.40,540.67,4874.84
Electronics,Panasonic,Deal Seeker,Large Malls / Complexes,Cyber Monday Mania,66587.12,26,2561.04,579.19,4919.51
Electronics,Panasonic,Deal Seeker,Large Malls / Complexes,Deal of the Month,48067.15,14,3433.37,1227.02,4860.15
Electronics,Panasonic,Deal Seeker,Large Malls / Complexes,Double Points Bonanza,43825.30,15,2921.69,604.11,4958.76
Electronics,Panasonic,Deal Seeker,Large Malls / Complexes,Early Bird Specials,67463.34,21,3212.54,1010.62,4460.68
Electronics,Panasonic,Deal Seeker,Large Malls / Complexes,End of Season Sale,76566.37,26,2944.86,665.35,4785.06
Electronics,Panasonic,Deal Seeker,Large Malls / Complexes,Exclusive Insider Offers,59797.33,20,2989.87,526.92,4911.37
Electronics,Panasonic,Deal Seeker,Large Malls / Complexes,Festive Fever Promo,52364.10,21,2493.53,715.57,4653.55
Electronics,Panasonic,Deal Seeker,Large Malls / Complexes,Final Call Frenzy,53471.65,22,2430.53,515.87,4411.83
Electronics,Panasonic,Deal Seeker,Large Malls / Complexes,Flash Frenzy Friday,64658.92,23,2811.26,613.29,4994.86
Electronics,Panasonic,Deal Seeker,Large Malls / Complexes,"Gift More, Spend Less",57230.03,24,2384.58,589.32,4963.58
Electronics,Panasonic,Deal Seeker,Large Malls / Complexes,Golden Hour Bargains,49732.70,18,2762.93,1102.42,4916.11
Electronics,Panasonic,Deal Seeker,Large Malls / Complexes,Green Weekend Deals,79307.67,27,2937.32,513.19,4870.29
Electronics,Panasonic,Deal Seeker,Large Malls / Complexes,Happy Hour Discounts,43462.24,17,2556.60,560.74,4698.15
Electronics,Panasonic,Deal Seeker,Large Malls / Complexes,Holiday Shopping Rush,73671.54,24,3069.65,579.07,4707.78
Electronics,Panasonic,Deal Seeker,Large Malls / Complexes,Hot Picks Promo,78495.86,30,2616.53,533.74,4882.35
Electronics,Panasonic,Deal Seeker,Large Malls / Complexes,Instant Gratification Sale,55029.46,22,2501.34,524.18,4894.58
Electronics,Panasonic,Deal Seeker,Large Malls / Complexes,Limited Time Treasures,70038.91,23,3045.17,888.55,4921.46
Electronics,Panasonic,Deal Seeker,Large Malls / Complexes,Loyalty Rewards Blast,46029.27,20,2301.46,570.84,4442.21
Electronics,Panasonic,Deal Seeker,Large Malls / Complexes,Mega Weekend Bonanza,44038.44,18,2446.58,752.80,4648.74
Electronics,Panasonic,Deal Seeker,Large Malls / Complexes,Mid-Year Madness,45652.29,19,2402.75,604.08,4977.68
Electronics,Panasonic,Deal Seeker,Large Malls / Complexes,Midnight Madness,59007.04,23,2565.52,574.60,4879.91
Electronics,Panasonic,Deal Seeker,Large Malls / Complexes,Mystery Discount Days,44045.29,16,2752.83,760.51,4980.37
Electronics,Panasonic,Deal Seeker,Large Malls / Complexes,New Arrival Showcase,37299.86,13,2869.22,800.36,4427.95
Electronics,Panasonic,Deal Seeker,Large Malls / Complexes,New Product Launch Promo,58890.11,22,2676.82,543.16,4732.50
Electronics,Panasonic,Deal Seeker,Large Malls / Complexes,New Year Kickoff,62160.98,21,2960.05,513.88,4947.95
Electronics,Panasonic,Deal Seeker,Large Malls / Complexes,Price Drop Parade,54999.19,20,2749.96,516.48,4878.91
Electronics,Panasonic,Deal Seeker,Large Malls / Complexes,Red Tag Clearance,66746.31,25,2669.85,758.93,4930.84
Electronics,Panasonic,Deal Seeker,Large Malls / Complexes,Seasonal Surprise Box,41609.51,16,2600.59,699.28,4817.46
Electronics,Panasonic,Deal Seeker,Large Malls / Complexes,Shop & Save Spectacular,47750.84,18,2652.82,513.44,4865.42
Electronics,Panasonic,Deal Seeker,Large Malls / Complexes,Smart Shopper Week,50587.74,20,2529.39,514.89,4768.73
Electronics,Panasonic,Deal Seeker,Large Malls / Complexes,Spring Refresh Event,46977.21,17,2763.37,591.31,4870.61
Electronics,Panasonic,Deal Seeker,Large Malls / Complexes,Spring Splash Discounts,51226.50,20,2561.33,712.08,4664.32
Electronics,Panasonic,Deal Seeker,Large Malls / Complexes,Summer Sizzle Promo,77591.52,27,2873.76,900.05,4727.52
