category,brand,campaign_name,sum_amount,count,avg_amount,min_amount,max_amount
Electronics,LG,New Year Kickoff,1945401.47,689,2823.51,504.17,4998.59
Electronics,LG,Price Drop Parade,1725603.21,647,2667.08,501.39,4999.10
Electronics,LG,Red Tag Clearance,1867298.25,670,2787.01,511.90,4990.57
Electronics,LG,Seasonal Surprise Box,1819633.02,667,2728.09,504.53,4992.28
Electronics,LG,Shop & Save Spectacular,1918529.21,715,2683.26,502.74,4992.95
Electronics,LG,Smart Shopper Week,1819751.93,670,2716.05,509.76,4999.77
Electronics,LG,Spring Refresh Event,1774857.84,657,2701.46,507.77,4999.45
Electronics,LG,Spring Splash Discounts,1773451.60,653,2715.85,517.15,4999.02
Electronics,LG,Summer Sizzle Promo,1813678.30,662,2739.70,518.11,4987.60
Electronics,LG,Super Savings Week,1929704.14,675,2858.82,501.34,4995.82
Electronics,LG,Ultimate Value Event,1945499.56,695,2799.28,503.14,4989.62
Electronics,LG,VIP Access Sale,1942239.99,695,2794.59,506.75,4998.82
Electronics,LG,Weekend Warrior Specials,1999058.64,731,2734.69,503.52,4979.32
Electronics,LG,Winter Clearance Carnival,1918311.52,668,2871.72,501.06,4991.97
Electronics,LG,Winter Wonders Sale,1852903.91,698,2654.59,502.26,4996.89
Electronics,Panasonic,12 Days of Deals,1675429.24,616,2719.85,512.15,4999.60
Electronics,Panasonic,Autumn Deals Drive,1862201.36,660,2821.52,500.20,4996.51
Electronics,Panasonic,BOGO Blitz,1860545.80,657,2831.88,505.45,4989.22
Electronics,Panasonic,Back to School Boost,1845476.47,678,2721.94,500.14,4974.55
Electronics,Panasonic,Birthday Bash Sale,1835664.62,660,2781.31,500.20,4999.90
Electronics,Panasonic,Black Friday Blowout,1743474.57,636,2741.31,501.86,4999.87
Electronics,Panasonic,Cart Crasher Campaign,1821611.72,655,2781.09,502.87,4996.42
Electronics,Panasonic,Cashback Carnival,1739892.05,636,2735.68,500.51,4988.51
Electronics,Panasonic,Clearance Countdown,1935058.86,714,2710.17,513.68,4998.92
Electronics,Panasonic,Countdown to Savings,1842709.13,673,2738.05,518.47,4993.48
Electronics,Panasonic,Customer Appreciation Week,1811848.15,659,2749.39,515.73,4986.08
Electronics,Panasonic,Cyber Monday Mania,1746540.52,639,2733.24,503.56,4986.38
Electronics,Panasonic,Deal of the Month,1903873.28,693,2747.29,502.25,4997.39
Electronics,Panasonic,Double Points Bonanza,1867984.81,674,2771.49,500.59,4998.12
Electronics,Panasonic,Early Bird Specials,1903777.83,697,2731.39,510.97,4995.63
Electronics,Panasonic,End of Season Sale,1808135.27,659,2743.76,502.83,4986.57
Electronics,Panasonic,Exclusive Insider Offers,1980956.05,715,2770.57,503.43,4999.96
Electronics,Panasonic,Festive Fever Promo,1826899.56,682,2678.74,500.15,4995.38
Electronics,Panasonic,Final Call Frenzy,1867156.70,678,2753.92,501.47,4998.53
Electronics,Panasonic,Flash Frenzy Friday,1788217.23,647,2763.86,502.31,4996.92
Electronics,Panasonic,"Gift More, Spend Less",1903884.42,691,2755.26,517.36,4991.79
Electronics,Panasonic,Golden Hour Bargains,1749269.54,645,2712.05,504.46,4995.35
Electronics,Panasonic,Green Weekend Deals,1952122.05,676,2887.75,503.08,4999.78
Electronics,Panasonic,Happy Hour Discounts,1980722.59,706,2805.56,510.62,4992.74
Electronics,Panasonic,Holiday Shopping Rush,1949828.03,687,2838.18,509.01,4999.67
Electronics,Panasonic,Hot Picks Promo,1802246.43,652,2764.18,502.73,4996.10
Electronics,Panasonic,Instant Gratification Sale,1876743.75,682,2751.82,511.90,4998.19
Electronics,Panasonic,Limited Time Treasures,2046490.60,718,2850.27,501.60,4993.69
Electronics,Panasonic,Loyalty Rewards Blast,1824230.00,656,2780.84,507.52,4979.64
Electronics,Panasonic,Mega Weekend Bonanza,1833027.18,667,2748.17,507.02,4998.53
Electronics,Panasonic,Mid-Year Madness,1813783.39,650,2790.44,500.34,4994.22
Electronics,Panasonic,Midnight Madness,1874172.24,701,2673.57,537.12,4994.98
Electronics,Panasonic,Mystery Discount Days,1993366.41,709,2811.52,500.80,4995.07
Electronics,Panasonic,New Arrival Showcase,1719812.74,636,2704.11,502.12,4986.80
Electronics,Panasonic,New Product Launch Promo,1949363.87,697,2796.79,501.09,4998.61
Electronics,Panasonic,New Year Kickoff,1970979.23,700,2815.68,501.31,4983.89
Electronics,Panasonic,Price Drop Parade,1794146.45,644,2785.94,504.47,4994.59
Electronics,Panasonic,Red Tag Clearance,1831191.12,675,2712.88,501.05,4993.50
Electronics,Panasonic,Seasonal Surprise Box,1821129.05,655,2780.35,522.75,4997.91
Electronics,Panasonic,Shop & Save Spectacular,1918961.58,694,2765.07,500.09,4997.54
Electronics,Panasonic,Smart Shopper Week,1778698.45,646,2753.40,514.39,4972.76
Electronics,Panasonic,Spring Refresh Event,1907332.30,681,2800.78,506.77,4999.83
Electronics,Panasonic,Spring Splash Discounts,1880710.53,674,2790.37,538.70,4994.76
Electronics,Panasonic,Summer Sizzle Promo,1735713.39,636,2729.11,512.69,4970.66
Electronics,Panasonic,Super Savings Week,1833937.41,672,2729.07,506.53,4998.99
Electronics,Panasonic,Ultimate Value Event,1889204.10,680,2778.24,507.21,4997.13
Electronics,Panasonic,VIP Access Sale,1807676.50,672,2689.99,507.71,4995.20
Electronics,Panasonic,Weekend Warrior Specials,1823882.80,642,2840.94,503.53,4985.78
Electronics,Panasonic,Winter Clearance Carnival,1876653.20,678,2767.93,518.89,4995.61
Electronics,Panasonic,Winter Wonders Sale,1696094.55,635,2671.02,501.34,4997.71
Electronics,Samsung,12 Days of Deals,1855499.48,667,2781.86,513.28,4992.13
Electronics,Samsung,Autumn Deals Drive,1938681.86,676,2867.87,502.24,4995.69
Electronics,Samsung,BOGO Blitz,1862186.14,681,2734.49,501.85,4991.94
Electronics,Samsung,Back to School Boost,1717235.96,652,2633.80,506.31,4994.30
Electronics,Samsung,Birthday Bash Sale,1852615.74,661,2802.75,508.34,4993.29
Electronics,Samsung,Black Friday Blowout,1787893.44,653,2737.97,504.18,4990.87
Electronics,Samsung,Cart Crasher Campaign,1782650.73,639,2789.75,504.62,4986.65
Electronics,Samsung,Cashback Carnival,1865837.80,708,2635.36,500.13,4998.33
Electronics,Samsung,Clearance Countdown,1859444.08,669,2779.44,502.39,4998.01
Electronics,Samsung,Countdown to Savings,1993619.07,714,2792.18,501.91,4985.72
Electronics,Samsung,Customer Appreciation Week,1870828.47,682,2743.15,504.71,4984.07
Electronics,Samsung,Cyber Monday Mania,1956334.45,683,2864.33,504.82,4999.50
Electronics,Samsung,Deal of the Month,1809309.26,658,2749.71,507.78,4998.97
Electronics,Samsung,Double Points Bonanza,1845173.58,661,2791.49,503.00,4997.47
Electronics,Samsung,Early Bird Specials,1946154.47,701,2776.25,507.35,4999.11
Electronics,Samsung,End of Season Sale,1750744.71,657,2664.76,507.40,4982.96
Electronics,Samsung,Exclusive Insider Offers,1821862.39,662,2752.06,507.60,4991.18
Electronics,Samsung,Festive Fever Promo,1780965.69,639,2787.11,505.72,4994.70
Electronics,Samsung,Final Call Frenzy,1875159.47,685,2737.46,504.31,4996.78
Electronics,Samsung,Flash Frenzy Friday,1747291.90,652,2679.90,510.10,4997.57
Electronics,Samsung,"Gift More, Spend Less",1835155.10,674,2722.78,503.92,4998.35
Electronics,Samsung,Golden Hour Bargains,1799483.23,646,2785.58,506.47,4991.12
Electronics,Samsung,Green Weekend Deals,1776588.87,660,2691.80,505.65,4998.39
Electronics,Samsung,Happy Hour Discounts,1883573.54,681,2765.89,503.77,4987.73
Electronics,Samsung,Holiday Shopping Rush,1784958.02,654,2729.29,501.27,4988.20
Electronics,Samsung,Hot Picks Promo,1819779.45,677,2688.01,510.19,4987.66
Electronics,Samsung,Instant Gratification Sale,1768527.87,645,2741.90,508.31,4975.90
Electronics,Samsung,Limited Time Treasures,1965582.47,688,2856.95,522.88,4992.37
Electronics,Samsung,Loyalty Rewards Blast,1980867.22,713,2778.21,507.60,4985.06
Electronics,Samsung,Mega Weekend Bonanza,1995189.82,726,2748.20,502.17,4999.69
Electronics,Samsung,Mid-Year Madness,1940577.80,690,2812.43,517.51,4977.02
Electronics,Samsung,Midnight Madness,1885590.95,676,2789.34,500.93,4994.53
Electronics,Samsung,Mystery Discount Days,1890327.58,674,2804.64,511.29,4971.00
Electronics,Samsung,New Arrival Showcase,1967935.85,699,2815.36,503.69,4996.76
Electronics,Samsung,New Product Launch Promo,1837709.40,682,2694.59,509.22,4994.66
Electronics,Samsung,New Year Kickoff,1833629.07,661,2774.02,501.48,4999.63
Electronics,Samsung,Price Drop Parade,1656872.30,614,2698.49,503.08,4997.91
Electronics,Samsung,Red Tag Clearance,1830856.01,667,2744.91,501.03,4993.37
Electronics,Samsung,Seasonal Surprise Box,1691730.38,618,2737.43,501.42,4997.09
Electronics,Samsung,Shop & Save Spectacular,1850785.84,664,2787.33,522.82,4993.50
Electronics,Samsung,Smart Shopper Week,1850348.65,666,2778.30,513.30,4994.28
Electronics,Samsung,Spring Refresh Event,1706579.40,632,2700.28,505.30,4982.48
Electronics,Samsung,Spring Splash Discounts,1932474.61,677,2854.47,502.11,4983.63
Electronics,Samsung,Summer Sizzle Promo,1886571.71,663,2845.51,504.32,4986.41
Electronics,Samsung,Super Savings Week,1870497.23,679,2754.78,504.67,4992.06
Electronics,Samsung,Ultimate Value Event,1909438.50,686,2783.44,517.40,4996.03
Electronics,Samsung,VIP Access Sale,1738875.03,659,2638.66,502.59,4992.51
Electronics,Samsung,Weekend Warrior Specials,1933027.50,692,2793.39,546.90,4999.71
Electronics,Samsung,Winter Clearance Carnival,1841825.76,675,2728.63,501.55,4995.10
Electronics,Samsung,Winter Wonders Sale,1911854.01,684,2795.11,501.94,4996.43
Electronics,Sony,12 Days of Deals,1750893.26,649,2697.83,502.99,4999.82
Electronics,Sony,Autumn Deals Drive,1762721.82,631,2793.54,501.19,4995.33
Electronics,Sony,BOGO Blitz,1835781.70,675,2719.68,506.08,4998.29
Electronics,Sony,Back to School Boost,1841613.38,683,2696.36,503.72,4997.92
Electronics,Sony,Birthday Bash Sale,1813085.40,653,2776.55,500.37,4994.15
Electronics,Sony,Black Friday Blowout,1938238.22,697,2780.83,505.50,4997.94
Electronics,Sony,Cart Crasher Campaign,2074908.17,722,2873.83,502.78,4995.09
Electronics,Sony,Cashback Carnival,1899433.25,687,2764.82,512.39,4993.59
Electronics,Sony,Clearance Countdown,1913077.16,713,2683.14,500.08,4987.51
Electronics,Sony,Countdown to Savings,1704733.15,619,2754.01,504.17,4995.30
Electronics,Sony,Customer Appreciation Week,1873463.73,676,2771.40,505.23,4996.51
Electronics,Sony,Cyber Monday Mania,1891463.27,699,2705.96,504.44,4978.20
Electronics,Sony,Deal of the Month,1758770.81,654,2689.25,501.76,4992.62
Electronics,Sony,Double Points Bonanza,1836523.98,662,2774.21,500.48,4994.70
Electronics,Sony,Early Bird Specials,1872518.50,686,2729.62,504.33,4987.13
Electronics,Sony,End of Season Sale,1780733.47,644,2765.11,511.30,4998.76
Electronics,Sony,Exclusive Insider Offers,1815534.86,669,2713.80,511.49,4993.72
Electronics,Sony,Festive Fever Promo,1904483.85,693,2748.17,503.82,4998.89
Electronics,Sony,Final Call Frenzy,1777932.82,644,2760.77,501.33,4999.96
Electronics,Sony,Flash Frenzy Friday,1856563.30,666,2787.63,504.09,4999.95
Electronics,Sony,"Gift More, Spend Less",1680334.03,625,2688.53,506.16,4984.69
Electronics,Sony,Golden Hour Bargains,1768940.33,652,2713.10,508.06,4968.20
Electronics,Sony,Green Weekend Deals,1816463.40,669,2715.19,509.28,4996.94
Electronics,Sony,Happy Hour Discounts,1801519.52,663,2717.22,504.99,4998.47
Electronics,Sony,Holiday Shopping Rush,1739941.65,641,2714.42,500.69,4987.20
Electronics,Sony,Hot Picks Promo,1857066.26,670,2771.74,506.70,4995.49
Electronics,Sony,Instant Gratification Sale,1762447.56,657,2682.57,502.13,4998.62
Electronics,Sony,Limited Time Treasures,1827842.90,648,2820.75,511.62,4999.11
Electronics,Sony,Loyalty Rewards Blast,1773704.27,674,2631.61,500.73,4966.52
Electronics,Sony,Mega Weekend Bonanza,1816688.75,660,2752.56,503.47,4999.15
Electronics,Sony,Mid-Year Madness,1748750.66,654,2673.93,500.72,4998.40
Electronics,Sony,Midnight Madness,1767334.64,645,2740.05,505.60,4998.52
Electronics,Sony,Mystery Discount Days,1800974.79,654,2753.78,506.12,4994.20
Electronics,Sony,New Arrival Showcase,1778513.84,633,2809.66,504.98,4999.95
Electronics,Sony,New Product Launch Promo,1827106.07,659,2772.54,500.19,4998.30
Electronics,Sony,New Year Kickoff,1966876.44,704,2793.86,512.45,4995.99
Electronics,Sony,Price Drop Parade,1912330.64,695,2751.55,500.55,4998.14
Electronics,Sony,Red Tag Clearance,1806390.25,653,2766.29,508.61,4990.99
Electronics,Sony,Seasonal Surprise Box,1765151.19,637,2771.04,513.30,4993.58
Electronics,Sony,Shop & Save Spectacular,1813750.67,665,2727.44,520.03,4984.81
Electronics,Sony,Smart Shopper Week,1643398.74,619,2654.93,505.80,4998.63
Electronics,Sony,Spring Refresh Event,1778697.95,647,2749.15,500.05,4997.33
Electronics,Sony,Spring Splash Discounts,1744091.15,627,2781.64,508.68,4999.08
Electronics,Sony,Summer Sizzle Promo,1832368.17,670,2734.88,511.89,4995.77
Electronics,Sony,Super Savings Week,1757497.48,632,2780.85,513.54,4990.49
Electronics,Sony,Ultimate Value Event,1850242.90,679,2724.95,511.37,4999.13
Electronics,Sony,VIP Access Sale,1887422.01,684,2759.39,510.24,4969.11
Electronics,Sony,Weekend Warrior Specials,1734356.49,637,2722.69,501.99,4968.73
Electronics,Sony,Winter Clearance Carnival,1981401.97,702,2822.51,508.37,4993.31
Electronics,Sony,Winter Wonders Sale,1771864.88,672,2636.70,511.22,4993.05
Furniture,Godrej Interio,12 Days of Deals,1761838.20,641,2748.58,513.03,4998.57
Furniture,Godrej Interio,Autumn Deals Drive,1724303.07,648,2660.96,503.92,4999.01
Furniture,Godrej Interio,BOGO Blitz,1937218.75,701,2763.51,503.27,4993.32
Furniture,Godrej Interio,Back to School Boost,1836433.15,680,2700.64,503.95,4985.54
Furniture,Godrej Interio,Birthday Bash Sale,1761958.41,643,2740.22,504.51,4991.81
Furniture,Godrej Interio,Black Friday Blowout,1873317.19,691,2711.02,500.23,4995.43
Furniture,Godrej Interio,Cart Crasher Campaign,1857070.97,679,2735.01,508.04,4992.17
Furniture,Godrej Interio,Cashback Carnival,1965192.96,693,2835.78,503.47,4994.56
Furniture,Godrej Interio,Clearance Countdown,1851274.91,665,2783.87,500.68,4992.67
Furniture,Godrej Interio,Countdown to Savings,1853056.97,659,2811.92,505.04,4997.06
Furniture,Godrej Interio,Customer Appreciation Week,1767180.75,673,2625.83,504.82,4994.87
Furniture,Godrej Interio,Cyber Monday Mania,1674406.29,606,2763.05,518.33,4994.23
Furniture,Godrej Interio,Deal of the Month,1817816.30,663,2741.80,518.45,4999.17
Furniture,Godrej Interio,Double Points Bonanza,1863992.41,666,2798.79,521.42,4973.00
Furniture,Godrej Interio,Early Bird Specials,1820839.73,675,2697.54,509.67,4996.61
Furniture,Godrej Interio,End of Season Sale,1838505.65,670,2744.04,504.42,4986.81
Furniture,Godrej Interio,Exclusive Insider Offers,1739875.99,636,2735.65,501.18,4996.56
Furniture,Godrej Interio,Festive Fever Promo,1917206.12,697,2750.65,501.32,4992.74
Furniture,Godrej Interio,Final Call Frenzy,1740634.95,625,2785.02,507.44,4991.12
Furniture,Godrej Interio,Flash Frenzy Friday,1900456.24,686,2770.34,504.49,4995.77
Furniture,Godrej Interio,"Gift More, Spend Less",1652770.81,625,2644.43,510.42,4997.34
Furniture,Godrej Interio,Golden Hour Bargains,1779319.54,642,2771.53,503.86,4994.26
Furniture,Godrej Interio,Green Weekend Deals,1668306.01,640,2606.73,533.15,4982.78
Furniture,Godrej Interio,Happy Hour Discounts,1763592.90,651,2709.05,501.14,4989.55
Furniture,Godrej Interio,Holiday Shopping Rush,1772625.77,649,2731.32,508.47,4996.98
Furniture,Godrej Interio,Hot Picks Promo,1970451.59,697,2827.05,503.85,4992.57
Furniture,Godrej Interio,Instant Gratification Sale,1818311.30,662,2746.69,506.86,4992.46
Furniture,Godrej Interio,Limited Time Treasures,1964610.69,741,2651.30,509.42,4997.24
Furniture,Godrej Interio,Loyalty Rewards Blast,1840464.61,693,2655.79,500.38,4979.86
Furniture,Godrej Interio,Mega Weekend Bonanza,1865810.96,690,2704.07,503.48,4979.63
Furniture,Godrej Interio,Mid-Year Madness,1760705.13,646,2725.55,516.15,4999.77
Furniture,Godrej Interio,Midnight Madness,1904564.26,682,2792.62,504.76,4994.08
Furniture,Godrej Interio,Mystery Discount Days,1915820.03,699,2740.80,502.26,4995.76
Furniture,Godrej Interio,New Arrival Showcase,1959067.72,703,2786.73,510.39,4999.20
Furniture,Godrej Interio,New Product Launch Promo,1900511.03,708,2684.34,501.02,4999.40
Furniture,Godrej Interio,New Year Kickoff,2030129.73,722,2811.81,501.02,4998.10
Furniture,Godrej Interio,Price Drop Parade,1760787.64,617,2853.79,506.58,4997.34
Furniture,Godrej Interio,Red Tag Clearance,1850062.60,657,2815.92,503.77,4992.46
Furniture,Godrej Interio,Seasonal Surprise Box,1813642.84,669,2710.98,503.81,4998.58
Furniture,Godrej Interio,Shop & Save Spectacular,1859955.32,667,2788.54,507.30,4998.08
Furniture,Godrej Interio,Smart Shopper Week,1672507.83,625,2676.01,502.89,4994.01
Furniture,Godrej Interio,Spring Refresh Event,1764894.02,658,2682.21,505.77,4997.69
Furniture,Godrej Interio,Spring Splash Discounts,1911150.04,683,2798.17,511.71,4999.44
Furniture,Godrej Interio,Summer Sizzle Promo,1729764.76,638,2711.23,507.16,4985.90
Furniture,Godrej Interio,Super Savings Week,1904995.52,696,2737.06,508.26,4995.00
Furniture,Godrej Interio,Ultimate Value Event,1739565.88,640,2718.07,502.47,4998.80
Furniture,Godrej Interio,VIP Access Sale,1702286.75,622,2736.80,511.16,4990.62
Furniture,Godrej Interio,Weekend Warrior Specials,1814096.47,665,2727.96,501.67,4999.65
Furniture,Godrej Interio,Winter Clearance Carnival,1779645.77,655,2717.02,502.61,4996.65
Furniture,Godrej Interio,Winter Wonders Sale,1902949.97,691,2753.91,502.50,4989.40
Furniture,Home Centre,12 Days of Deals,1967736.36,705,2791.12,511.57,4983.81
Furniture,Home Centre,Autumn Deals Drive,1874724.34,679,2761.01,514.26,4996.10
Furniture,Home Centre,BOGO Blitz,1857782.67,662,2806.32,526.54,4988.57
Furniture,Home Centre,Back to School Boost,1811047.43,655,2764.96,501.66,4982.20
Furniture,Home Centre,Birthday Bash Sale,1807669.43,650,2781.03,511.57,4999.90
Furniture,Home Centre,Black Friday Blowout,1849755.02,668,2769.09,504.85,4998.42
Furniture,Home Centre,Cart Crasher Campaign,1839884.40,669,2750.20,510.50,4998.52
Furniture,Home Centre,Cashback Carnival,1951825.29,697,2800.32,500.92,4994.06
Furniture,Home Centre,Clearance Countdown,1871639.61,667,2806.06,500.93,4985.80
Furniture,Home Centre,Countdown to Savings,1859497.52,673,2763.00,502.09,4996.16
Furniture,Home Centre,Customer Appreciation Week,1756720.28,657,2673.85,504.04,4997.65
Furniture,Home Centre,Cyber Monday Mania,1747091.30,650,2687.83,500.56,4972.73
Furniture,Home Centre,Deal of the Month,1841651.80,687,2680.72,503.22,4996.19
Furniture,Home Centre,Double Points Bonanza,1865112.96,670,2783.75,509.59,4999.60
Furniture,Home Centre,Early Bird Specials,1873893.39,686,2731.62,506.72,4996.66
Furniture,Home Centre,End of Season Sale,1780072.73,637,2794.46,501.93,4987.50
Furniture,Home Centre,Exclusive Insider Offers,1695783.41,620,2735.13,510.64,4992.03
Furniture,Home Centre,Festive Fever Promo,1856990.11,669,2775.77,533.40,4995.46
Furniture,Home Centre,Final Call Frenzy,1882573.29,668,2818.22,501.98,4996.48
Furniture,Home Centre,Flash Frenzy Friday,1870437.67,673,2779.25,515.80,4999.30
Furniture,Home Centre,"Gift More, Spend Less",1790536.36,657,2725.32,501.75,4987.64
Furniture,Home Centre,Golden Hour Bargains,1696213.12,634,2675.42,502.72,4977.23
Furniture,Home Centre,Green Weekend Deals,1827712.07,656,2786.15,515.31,4999.33
Furniture,Home Centre,Happy Hour Discounts,1854120.92,674,2750.92,508.48,4996.28
Furniture,Home Centre,Holiday Shopping Rush,1841383.20,676,2723.94,514.22,4993.06
Furniture,Home Centre,Hot Picks Promo,1832434.84,682,2686.85,506.64,4995.54
Furniture,Home Centre,Instant Gratification Sale,2093864.87,728,2876.19,502.68,4998.90
Furniture,Home Centre,Limited Time Treasures,1839146.89,659,2790.81,516.63,4989.62
Furniture,Home Centre,Loyalty Rewards Blast,1856991.59,657,2826.47,500.58,4996.69
Furniture,Home Centre,Mega Weekend Bonanza,1840598.65,657,2801.52,502.08,4992.81
Furniture,Home Centre,Mid-Year Madness,1869562.05,686,2725.31,503.37,4999.10
Furniture,Home Centre,Midnight Madness,1813335.71,656,2764.23,504.23,4998.34
Furniture,Home Centre,Mystery Discount Days,1717967.51,631,2722.61,508.31,4994.22
Furniture,Home Centre,New Arrival Showcase,1827311.74,657,2781.30,503.77,4991.45
Furniture,Home Centre,New Product Launch Promo,1765797.63,639,2763.38,506.40,4996.63
Furniture,Home Centre,New Year Kickoff,1996978.20,723,2762.07,504.13,4990.71
Furniture,Home Centre,Price Drop Parade,1936110.89,691,2801.90,514.90,4992.90
Furniture,Home Centre,Red Tag Clearance,1792577.93,653,2745.14,502.90,4997.86
Furniture,Home Centre,Seasonal Surprise Box,1849796.71,681,2716.29,503.27,4996.39
Furniture,Home Centre,Shop & Save Spectacular,1817375.76,658,2761.97,506.96,4998.65
Furniture,Home Centre,Smart Shopper Week,1980195.69,693,2857.43,503.09,4999.64
Furniture,Home Centre,Spring Refresh Event,1931947.98,681,2836.93,501.41,4998.45
Furniture,Home Centre,Spring Splash Discounts,1847290.21,689,2681.12,500.35,4992.41
Furniture,Home Centre,Summer Sizzle Promo,1975820.33,708,2790.71,506.50,4996.51
Furniture,Home Centre,Super Savings Week,1743836.02,648,2691.10,504.79,4999.89
Furniture,Home Centre,Ultimate Value Event,1799767.84,648,2777.42,502.11,4996.74
Furniture,Home Centre,VIP Access Sale,1918123.09,692,2771.85,500.23,4985.67
Furniture,Home Centre,Weekend Warrior Specials,1824069.79,664,2747.09,501.07,4998.93
Furniture,Home Centre,Winter Clearance Carnival,1864156.03,662,2815.95,501.40,4961.65
Furniture,Home Centre,Winter Wonders Sale,1883752.86,696,2706.54,510.01,4994.81
Furniture,IKEA,12 Days of Deals,1772183.91,670,2645.05,502.40,4991.30
Furniture,IKEA,Autumn Deals Drive,1927682.80,701,2749.90,507.41,4993.26
Furniture,IKEA,BOGO Blitz,1833764.07,679,2700.68,504.41,4987.72
Furniture,IKEA,Back to School Boost,1944018.24,712,2730.36,505.83,4984.77
Furniture,IKEA,Birthday Bash Sale,1804457.70,662,2725.77,501.52,4998.56
Furniture,IKEA,Black Friday Blowout,1945713.75,675,2882.54,508.77,4999.69
Furniture,IKEA,Cart Crasher Campaign,1854191.48,669,2771.59,501.43,4998.49
Furniture,IKEA,Cashback Carnival,1845528.73,677,2726.04,503.76,4999.12
Furniture,IKEA,Clearance Countdown,1878565.17,683,2750.46,505.37,4996.82
Furniture,IKEA,Countdown to Savings,1835053.16,660,2780.38,539.27,4997.53
Furniture,IKEA,Customer Appreciation Week,1799412.67,681,2642.31,506.29,4972.06
Furniture,IKEA,Cyber Monday Mania,1882244.86,666,2826.19,504.38,4991.04
Furniture,IKEA,Deal of the Month,1788846.48,670,2669.92,506.65,4978.58
Furniture,IKEA,Double Points Bonanza,1854840.22,669,2772.56,505.59,4996.14
Furniture,IKEA,Early Bird Specials,1805036.25,666,2710.26,510.66,4996.11
Furniture,IKEA,End of Season Sale,1705411.22,631,2702.71,500.31,4998.04
Furniture,IKEA,Exclusive Insider Offers,1820046.80,660,2757.65,501.83,4998.36
Furniture,IKEA,Festive Fever Promo,1724328.02,647,2665.11,520.70,4998.21
Furniture,IKEA,Final Call Frenzy,1923642.31,708,2717.01,509.98,4998.78
Furniture,IKEA,Flash Frenzy Friday,1790092.45,641,2792.66,505.21,4995.61
Furniture,IKEA,"Gift More, Spend Less",1743551.80,639,2728.56,500.71,4998.02
Furniture,IKEA,Golden Hour Bargains,1950693.26,692,2818.92,512.00,4995.04
Furniture,IKEA,Green Weekend Deals,1950178.72,705,2766.21,503.96,4993.14
Furniture,IKEA,Happy Hour Discounts,1786556.11,654,2731.74,500.31,4998.88
Furniture,IKEA,Holiday Shopping Rush,1926388.20,691,2787.83,503.97,4997.57
Furniture,IKEA,Hot Picks Promo,1770863.85,631,2806.44,507.08,4997.56
Furniture,IKEA,Instant Gratification Sale,1806744.67,643,2809.87,503.56,4978.72
Furniture,IKEA,Limited Time Treasures,1865168.32,692,2695.33,502.15,4995.00
Furniture,IKEA,Loyalty Rewards Blast,1852782.01,679,2728.69,503.05,4976.01
Furniture,IKEA,Mega Weekend Bonanza,1802117.03,650,2772.49,505.20,4993.16
Furniture,IKEA,Mid-Year Madness,1799129.52,633,2842.23,513.37,4973.50
Furniture,IKEA,Midnight Madness,1912158.58,691,2767.23,501.83,4993.52
Furniture,IKEA,Mystery Discount Days,1908937.91,687,2778.66,502.33,4988.12
Furniture,IKEA,New Arrival Showcase,1736740.98,659,2635.42,508.31,4995.42
Furniture,IKEA,New Product Launch Promo,1880943.51,683,2753.94,501.50,4996.35
Furniture,IKEA,New Year Kickoff,1869434.39,668,2798.55,562.41,4996.37
Furniture,IKEA,Price Drop Parade,1839723.49,667,2758.21,500.06,4992.16
Furniture,IKEA,Red Tag Clearance,1917483.94,683,2807.44,518.85,4996.34
Furniture,IKEA,Seasonal Surprise Box,1832537.16,690,2655.85,501.95,4974.45
Furniture,IKEA,Shop & Save Spectacular,2001486.60,705,2838.99,516.22,4993.27
Furniture,IKEA,Smart Shopper Week,1855232.17,685,2708.37,508.73,4998.03
Furniture,IKEA,Spring Refresh Event,2015152.81,710,2838.24,510.54,4995.87
Furniture,IKEA,Spring Splash Discounts,1823438.70,666,2737.90,502.30,4992.95
Furniture,IKEA,Summer Sizzle Promo,1773133.63,654,2711.21,511.39,4998.66
Furniture,IKEA,Super Savings Week,1790724.58,658,2721.47,503.67,4991.69
Furniture,IKEA,Ultimate Value Event,1793867.60,656,2734.55,502.21,4983.29
Furniture,IKEA,VIP Access Sale,1699558.75,625,2719.29,506.30,4992.06
Furniture,IKEA,Weekend Warrior Specials,1785866.24,651,2743.27,501.39,4999.21
Furniture,IKEA,Winter Clearance Carnival,1915976.16,703,2725.43,505.94,4990.80
Furniture,IKEA,Winter Wonders Sale,1896242.88,684,2772.28,502.50,4988.05
Furniture,Pepperfry,12 Days of Deals,1792836.96,643,2788.24,518.52,4998.58
Furniture,Pepperfry,Autumn Deals Drive,1891493.78,707,2675.38,500.56,4998.96
Furniture,Pepperfry,BOGO Blitz,1653054.47,608,2718.84,511.25,4994.26
Furniture,Pepperfry,Back to School Boost,1928318.64,710,2715.94,522.56,4988.70
Furniture,Pepperfry,Birthday Bash Sale,1777482.21,629,2825.89,505.99,4992.29
Furniture,Pepperfry,Black Friday Blowout,1987315.08,711,2795.10,507.45,4999.47
Furniture,Pepperfry,Cart Crasher Campaign,1733881.16,628,2760.96,501.27,4998.24
Furniture,Pepperfry,Cashback Carnival,1756586.09,641,2740.38,510.52,4993.83
Furniture,Pepperfry,Clearance Countdown,1757403.54,654,2687.16,510.97,4995.77
Furniture,Pepperfry,Countdown to Savings,1910024.05,686,2784.29,510.93,4999.16
