category,brand,store_type,salesperson_role,campaign_name,sum_amount,count,avg_amount,min_amount,max_amount
Electronics,LG,Supermarkets ,Sales Associate,Hot Picks Promo,121066.42,42,2882.53,648.41,4925.84
Electronics,LG,Supermarkets ,Sales Associate,Instant Gratification Sale,175785.83,63,2790.25,508.23,4967.66
Electronics,LG,Supermarkets ,Sales Associate,Limited Time Treasures,147721.38,50,2954.43,619.53,4964.31
Electronics,LG,Supermarkets ,Sales Associate,Loyalty Rewards Blast,163446.16,64,2553.85,522.03,4982.54
Electronics,LG,Supermarkets ,Sales Associate,Mega Weekend Bonanza,195001.10,66,2954.56,840.89,4913.17
Electronics,LG,Supermarkets ,Sales Associate,Mid-Year Madness,175542.86,64,2742.86,552.35,4999.11
Electronics,LG,Supermarkets ,Sales Associate,Midnight Madness,152548.92,56,2724.09,551.58,4950.42
Electronics,LG,Supermarkets ,Sales Associate,Mystery Discount Days,198782.87,66,3011.86,644.50,4979.00
Electronics,LG,Supermarkets ,Sales Associate,New Arrival Showcase,150183.57,55,2730.61,612.89,4967.51
Electronics,LG,Supermarkets ,Sales Associate,New Product Launch Promo,166320.85,67,2482.40,581.74,4981.79
Electronics,LG,Supermarkets ,Sales Associate,New Year Kickoff,192863.18,66,2922.17,599.38,4972.77
Electronics,LG,Supermarkets ,Sales Associate,Price Drop Parade,132039.79,50,2640.80,575.51,4984.15
Electronics,LG,Supermarkets ,Sales Associate,Red Tag Clearance,137317.44,47,2921.65,657.47,4866.05
Electronics,LG,Supermarkets ,Sales Associate,Seasonal Surprise Box,153689.82,50,3073.80,914.79,4925.79
Electronics,LG,Supermarkets ,Sales Associate,Shop & Save Spectacular,150559.52,56,2688.56,681.34,4854.22
Electronics,LG,Supermarkets ,Sales Associate,Smart Shopper Week,220058.09,77,2857.90,545.59,4999.77
Electronics,LG,Supermarkets ,Sales Associate,Spring Refresh Event,183677.46,63,2915.52,539.03,4997.79
Electronics,LG,Supermarkets ,Sales Associate,Spring Splash Discounts,164363.60,64,2568.18,532.11,4737.01
Electronics,LG,Supermarkets ,Sales Associate,Summer Sizzle Promo,171868.88,64,2685.45,537.59,4971.72
Electronics,LG,Supermarkets ,Sales Associate,Super Savings Week,194428.28,60,3240.47,730.51,4929.51
Electronics,LG,Supermarkets ,Sales Associate,Ultimate Value Event,209021.36,78,2679.76,573.17,4974.80
Electronics,LG,Supermarkets ,Sales Associate,VIP Access Sale,170289.77,58,2936.03,519.63,4971.14
Electronics,LG,Supermarkets ,Sales Associate,Weekend Warrior Specials,231946.24,85,2728.78,537.08,4963.08
Electronics,LG,Supermarkets ,Sales Associate,Winter Clearance Carnival,136861.43,52,2631.95,513.44,4988.00
Electronics,LG,Supermarkets ,Sales Associate,Winter Wonders Sale,136518.13,51,2676.83,530.66,4968.42
Electronics,LG,Supermarkets ,Salesperson,12 Days of Deals,157576.15,57,2764.49,555.83,4986.67
Electronics,LG,Supermarkets ,Salesperson,Autumn Deals Drive,138463.66,51,2714.97,529.86,4906.64
Electronics,LG,Supermarkets ,Salesperson,BOGO Blitz,171524.97,64,2680.08,511.28,4962.06
Electronics,LG,Supermarkets ,Salesperson,Back to School Boost,214380.14,75,2858.40,622.57,4917.21
Electronics,LG,Supermarkets ,Salesperson,Birthday Bash Sale,194671.79,75,2595.62,644.84,4927.90
Electronics,LG,Supermarkets ,Salesperson,Black Friday Blowout,186393.45,72,2588.80,749.20,4994.07
Electronics,LG,Supermarkets ,Salesperson,Cart Crasher Campaign,154933.27,57,2718.13,525.76,4942.79
Electronics,LG,Supermarkets ,Salesperson,Cashback Carnival,193217.74,69,2800.26,558.85,4987.73
Electronics,LG,Supermarkets ,Salesperson,Clearance Countdown,136586.36,55,2483.39,503.09,4993.63
Electronics,LG,Supermarkets ,Salesperson,Countdown to Savings,145892.03,55,2652.58,629.16,4979.80
Electronics,LG,Supermarkets ,Salesperson,Customer Appreciation Week,127200.40,48,2650.01,607.51,4765.16
Electronics,LG,Supermarkets ,Salesperson,Cyber Monday Mania,204111.18,72,2834.88,520.47,4955.52
Electronics,LG,Supermarkets ,Salesperson,Deal of the Month,156521.97,58,2698.65,655.12,4881.60
Electronics,LG,Supermarkets ,Salesperson,Double Points Bonanza,129605.33,51,2541.28,716.09,4915.68
Electronics,LG,Supermarkets ,Salesperson,Early Bird Specials,121141.06,45,2692.02,753.43,4860.75
Electronics,LG,Supermarkets ,Salesperson,End of Season Sale,177551.41,65,2731.56,539.35,4997.26
Electronics,LG,Supermarkets ,Salesperson,Exclusive Insider Offers,198762.16,71,2799.47,533.59,4814.31
Electronics,LG,Supermarkets ,Salesperson,Festive Fever Promo,142017.38,57,2491.53,556.49,4993.30
Electronics,LG,Supermarkets ,Salesperson,Final Call Frenzy,121383.01,48,2528.81,511.22,4968.43
Electronics,LG,Supermarkets ,Salesperson,Flash Frenzy Friday,174908.11,59,2964.54,829.11,4980.09
Electronics,LG,Supermarkets ,Salesperson,"Gift More, Spend Less",162938.55,54,3017.38,817.83,4993.14
Electronics,LG,Supermarkets ,Salesperson,Golden Hour Bargains,141983.61,54,2629.33,530.03,4997.22
Electronics,LG,Supermarkets ,Salesperson,Green Weekend Deals,127285.66,40,3182.14,616.22,4942.90
Electronics,LG,Supermarkets ,Salesperson,Happy Hour Discounts,152708.46,56,2726.94,544.20,4966.39
Electronics,LG,Supermarkets ,Salesperson,Holiday Shopping Rush,122072.63,47,2597.29,570.89,4985.33
Electronics,LG,Supermarkets ,Salesperson,Hot Picks Promo,143348.27,51,2810.75,530.65,4861.66
Electronics,LG,Supermarkets ,Salesperson,Instant Gratification Sale,174376.33,61,2858.63,575.86,4959.69
Electronics,LG,Supermarkets ,Salesperson,Limited Time Treasures,141724.59,58,2443.53,507.04,4831.53
Electronics,LG,Supermarkets ,Salesperson,Loyalty Rewards Blast,218272.20,80,2728.40,561.69,4984.67
Electronics,LG,Supermarkets ,Salesperson,Mega Weekend Bonanza,141832.75,50,2836.65,542.31,4757.53
Electronics,LG,Supermarkets ,Salesperson,Mid-Year Madness,175938.10,64,2749.03,701.92,4993.79
Electronics,LG,Supermarkets ,Salesperson,Midnight Madness,143298.14,57,2514.00,704.00,4982.47
Electronics,LG,Supermarkets ,Salesperson,Mystery Discount Days,187456.41,64,2929.01,533.50,4916.96
Electronics,LG,Supermarkets ,Salesperson,New Arrival Showcase,175817.15,58,3031.33,555.69,4908.35
Electronics,LG,Supermarkets ,Salesperson,New Product Launch Promo,191029.62,66,2894.39,659.87,4979.76
Electronics,LG,Supermarkets ,Salesperson,New Year Kickoff,189856.00,70,2712.23,694.03,4981.93
Electronics,LG,Supermarkets ,Salesperson,Price Drop Parade,193095.40,66,2925.69,532.84,4822.65
Electronics,LG,Supermarkets ,Salesperson,Red Tag Clearance,156577.93,55,2846.87,696.15,4975.67
Electronics,LG,Supermarkets ,Salesperson,Seasonal Surprise Box,163831.02,65,2520.48,547.82,4751.80
Electronics,LG,Supermarkets ,Salesperson,Shop & Save Spectacular,154795.96,58,2668.90,661.99,4938.88
Electronics,LG,Supermarkets ,Salesperson,Smart Shopper Week,150679.46,64,2354.37,566.87,4979.57
Electronics,LG,Supermarkets ,Salesperson,Spring Refresh Event,161553.82,58,2785.41,607.86,4952.93
Electronics,LG,Supermarkets ,Salesperson,Spring Splash Discounts,152375.57,58,2627.17,579.73,4715.02
Electronics,LG,Supermarkets ,Salesperson,Summer Sizzle Promo,148473.20,57,2604.79,531.30,4751.62
Electronics,LG,Supermarkets ,Salesperson,Super Savings Week,158647.63,57,2783.29,524.64,4908.56
Electronics,LG,Supermarkets ,Salesperson,Ultimate Value Event,155039.92,56,2768.57,701.43,4642.12
Electronics,LG,Supermarkets ,Salesperson,VIP Access Sale,164169.32,58,2830.51,557.90,4998.82
Electronics,LG,Supermarkets ,Salesperson,Weekend Warrior Specials,157126.03,54,2909.74,596.80,4821.58
Electronics,LG,Supermarkets ,Salesperson,Winter Clearance Carnival,249696.59,82,3045.08,685.50,4991.97
Electronics,LG,Supermarkets ,Salesperson,Winter Wonders Sale,154681.07,63,2455.26,502.26,4940.68
Electronics,LG,Supermarkets ,Senior Salesperson,12 Days of Deals,83854.56,34,2466.31,754.52,4533.24
Electronics,LG,Supermarkets ,Senior Salesperson,Autumn Deals Drive,157152.80,57,2757.07,907.70,4999.09
Electronics,LG,Supermarkets ,Senior Salesperson,BOGO Blitz,145655.87,56,2601.00,552.84,4938.46
Electronics,LG,Supermarkets ,Senior Salesperson,Back to School Boost,122248.39,45,2716.63,612.57,4883.97
Electronics,LG,Supermarkets ,Senior Salesperson,Birthday Bash Sale,140653.18,48,2930.27,581.10,4942.99
Electronics,LG,Supermarkets ,Senior Salesperson,Black Friday Blowout,139150.27,51,2728.44,527.02,4909.13
Electronics,LG,Supermarkets ,Senior Salesperson,Cart Crasher Campaign,149541.52,53,2821.54,568.77,4940.65
Electronics,LG,Supermarkets ,Senior Salesperson,Cashback Carnival,110532.49,40,2763.31,565.83,4982.39
Electronics,LG,Supermarkets ,Senior Salesperson,Clearance Countdown,135143.57,49,2758.03,625.23,4957.66
Electronics,LG,Supermarkets ,Senior Salesperson,Countdown to Savings,143637.51,49,2931.38,839.33,4994.14
Electronics,LG,Supermarkets ,Senior Salesperson,Customer Appreciation Week,147684.58,52,2840.09,892.44,4921.01
Electronics,LG,Supermarkets ,Senior Salesperson,Cyber Monday Mania,174842.48,61,2866.27,721.64,4993.63
Electronics,LG,Supermarkets ,Senior Salesperson,Deal of the Month,141483.09,49,2887.41,547.58,4885.20
Electronics,LG,Supermarkets ,Senior Salesperson,Double Points Bonanza,148895.93,49,3038.69,592.23,4927.51
Electronics,LG,Supermarkets ,Senior Salesperson,Early Bird Specials,122307.70,39,3136.09,723.65,4992.90
Electronics,LG,Supermarkets ,Senior Salesperson,End of Season Sale,138664.32,48,2888.84,572.32,4971.78
Electronics,LG,Supermarkets ,Senior Salesperson,Exclusive Insider Offers,138826.18,48,2892.21,527.67,4994.95
Electronics,LG,Supermarkets ,Senior Salesperson,Festive Fever Promo,97562.15,38,2567.42,533.91,4913.86
Electronics,LG,Supermarkets ,Senior Salesperson,Final Call Frenzy,161310.01,63,2560.48,519.16,4863.95
Electronics,LG,Supermarkets ,Senior Salesperson,Flash Frenzy Friday,129042.25,48,2688.38,597.34,4778.16
Electronics,LG,Supermarkets ,Senior Salesperson,"Gift More, Spend Less",137710.98,54,2550.20,569.07,4894.56
Electronics,LG,Supermarkets ,Senior Salesperson,Golden Hour Bargains,151118.14,58,2605.49,539.87,4979.40
Electronics,LG,Supermarkets ,Senior Salesperson,Green Weekend Deals,158835.87,57,2786.59,643.96,4919.93
Electronics,LG,Supermarkets ,Senior Salesperson,Happy Hour Discounts,125449.53,43,2917.43,615.02,4997.26
Electronics,LG,Supermarkets ,Senior Salesperson,Holiday Shopping Rush,172995.65,63,2745.96,503.23,4908.08
Electronics,LG,Supermarkets ,Senior Salesperson,Hot Picks Promo,111762.10,43,2599.12,604.66,4989.67
Electronics,LG,Supermarkets ,Senior Salesperson,Instant Gratification Sale,177027.17,65,2723.49,613.32,4823.96
Electronics,LG,Supermarkets ,Senior Salesperson,Limited Time Treasures,98719.26,37,2668.09,529.27,4406.96
Electronics,LG,Supermarkets ,Senior Salesperson,Loyalty Rewards Blast,145404.06,52,2796.23,657.38,4862.12
Electronics,LG,Supermarkets ,Senior Salesperson,Mega Weekend Bonanza,147103.01,49,3002.10,845.47,4997.14
Electronics,LG,Supermarkets ,Senior Salesperson,Mid-Year Madness,154861.33,54,2867.80,511.21,4981.27
Electronics,LG,Supermarkets ,Senior Salesperson,Midnight Madness,143942.44,49,2937.60,550.34,4904.18
Electronics,LG,Supermarkets ,Senior Salesperson,Mystery Discount Days,158994.66,57,2789.38,504.90,4829.17
Electronics,LG,Supermarkets ,Senior Salesperson,New Arrival Showcase,143767.17,53,2712.59,594.93,4933.95
Electronics,LG,Supermarkets ,Senior Salesperson,New Product Launch Promo,148392.28,57,2603.37,519.44,4947.75
Electronics,LG,Supermarkets ,Senior Salesperson,New Year Kickoff,142117.38,48,2960.78,514.87,4968.62
Electronics,LG,Supermarkets ,Senior Salesperson,Price Drop Parade,174172.62,58,3002.98,510.90,4953.87
Electronics,LG,Supermarkets ,Senior Salesperson,Red Tag Clearance,147866.32,51,2899.34,538.02,4894.08
Electronics,LG,Supermarkets ,Senior Salesperson,Seasonal Surprise Box,133436.56,49,2723.20,598.74,4981.38
Electronics,LG,Supermarkets ,Senior Salesperson,Shop & Save Spectacular,139543.61,57,2448.13,504.82,4845.39
Electronics,LG,Supermarkets ,Senior Salesperson,Smart Shopper Week,134745.02,58,2323.19,513.03,4937.06
Electronics,LG,Supermarkets ,Senior Salesperson,Spring Refresh Event,123089.19,50,2461.78,521.69,4971.68
Electronics,LG,Supermarkets ,Senior Salesperson,Spring Splash Discounts,156447.42,54,2897.17,561.15,4908.27
Electronics,LG,Supermarkets ,Senior Salesperson,Summer Sizzle Promo,149443.80,53,2819.69,565.49,4982.30
Electronics,LG,Supermarkets ,Senior Salesperson,Super Savings Week,169770.08,59,2877.46,569.76,4975.87
Electronics,LG,Supermarkets ,Senior Salesperson,Ultimate Value Event,184313.03,62,2972.79,528.30,4896.64
Electronics,LG,Supermarkets ,Senior Salesperson,VIP Access Sale,145980.07,51,2862.35,521.39,4993.22
Electronics,LG,Supermarkets ,Senior Salesperson,Weekend Warrior Specials,176455.00,68,2594.93,612.98,4937.98
Electronics,LG,Supermarkets ,Senior Salesperson,Winter Clearance Carnival,162374.57,60,2706.24,520.52,4954.66
Electronics,LG,Supermarkets ,Senior Salesperson,Winter Wonders Sale,126864.53,51,2487.54,529.63,4958.49
Electronics,Panasonic,Large Malls / Complexes,Manager,12 Days of Deals,121166.74,44,2753.79,762.53,4933.76
Electronics,Panasonic,Large Malls / Complexes,Manager,Autumn Deals Drive,160055.25,52,3077.99,557.40,4996.51
Electronics,Panasonic,Large Malls / Complexes,Manager,BOGO Blitz,195194.07,70,2788.49,556.50,4989.22
Electronics,Panasonic,Large Malls / Complexes,Manager,Back to School Boost,125015.55,47,2659.91,647.57,4844.69
Electronics,Panasonic,Large Malls / Complexes,Manager,Birthday Bash Sale,137936.83,51,2704.64,528.33,4917.07
Electronics,Panasonic,Large Malls / Complexes,Manager,Black Friday Blowout,117032.35,47,2490.05,501.86,4968.17
Electronics,Panasonic,Large Malls / Complexes,Manager,Cart Crasher Campaign,143849.28,54,2663.88,602.50,4894.51
Electronics,Panasonic,Large Malls / Complexes,Manager,Cashback Carnival,112070.68,45,2490.46,534.48,4739.82
Electronics,Panasonic,Large Malls / Complexes,Manager,Clearance Countdown,148816.69,53,2807.86,537.57,4820.87
Electronics,Panasonic,Large Malls / Complexes,Manager,Countdown to Savings,171413.18,63,2720.84,557.00,4974.65
Electronics,Panasonic,Large Malls / Complexes,Manager,Customer Appreciation Week,129410.97,47,2753.42,540.67,4977.93
Electronics,Panasonic,Large Malls / Complexes,Manager,Cyber Monday Mania,143166.74,56,2556.55,503.56,4929.53
Electronics,Panasonic,Large Malls / Complexes,Manager,Deal of the Month,127660.92,42,3039.55,779.94,4795.65
Electronics,Panasonic,Large Malls / Complexes,Manager,Double Points Bonanza,151823.47,48,3162.99,604.11,4958.76
Electronics,Panasonic,Large Malls / Complexes,Manager,Early Bird Specials,129190.92,47,2748.74,512.16,4877.73
Electronics,Panasonic,Large Malls / Complexes,Manager,End of Season Sale,147722.63,53,2787.22,569.54,4825.57
Electronics,Panasonic,Large Malls / Complexes,Manager,Exclusive Insider Offers,176921.73,57,3103.89,503.43,4968.73
Electronics,Panasonic,Large Malls / Complexes,Manager,Festive Fever Promo,138336.67,55,2515.21,510.61,4989.53
Electronics,Panasonic,Large Malls / Complexes,Manager,Final Call Frenzy,122638.49,45,2725.30,556.50,4847.84
Electronics,Panasonic,Large Malls / Complexes,Manager,Flash Frenzy Friday,143105.59,54,2650.10,613.29,4932.56
Electronics,Panasonic,Large Malls / Complexes,Manager,"Gift More, Spend Less",141949.10,56,2534.81,589.32,4898.39
Electronics,Panasonic,Large Malls / Complexes,Manager,Golden Hour Bargains,123957.41,48,2582.45,515.45,4931.06
Electronics,Panasonic,Large Malls / Complexes,Manager,Green Weekend Deals,135700.70,49,2769.40,535.71,4999.78
Electronics,Panasonic,Large Malls / Complexes,Manager,Happy Hour Discounts,190549.01,66,2887.11,560.74,4950.44
Electronics,Panasonic,Large Malls / Complexes,Manager,Holiday Shopping Rush,181185.43,65,2787.47,530.93,4687.93
Electronics,Panasonic,Large Malls / Complexes,Manager,Hot Picks Promo,136462.81,51,2675.74,550.67,4979.13
Electronics,Panasonic,Large Malls / Complexes,Manager,Instant Gratification Sale,158625.48,58,2734.92,522.99,4990.51
Electronics,Panasonic,Large Malls / Complexes,Manager,Limited Time Treasures,150308.39,48,3131.42,530.36,4960.52
Electronics,Panasonic,Large Malls / Complexes,Manager,Loyalty Rewards Blast,162789.09,57,2855.95,570.84,4862.37
Electronics,Panasonic,Large Malls / Complexes,Manager,Mega Weekend Bonanza,170304.17,63,2703.24,559.96,4912.81
Electronics,Panasonic,Large Malls / Complexes,Manager,Mid-Year Madness,127265.78,47,2707.78,604.08,4896.16
Electronics,Panasonic,Large Malls / Complexes,Manager,Midnight Madness,165450.08,57,2902.63,582.31,4983.03
Electronics,Panasonic,Large Malls / Complexes,Manager,Mystery Discount Days,184989.01,63,2936.33,660.19,4987.46
Electronics,Panasonic,Large Malls / Complexes,Manager,New Arrival Showcase,151610.27,56,2707.33,524.62,4903.15
Electronics,Panasonic,Large Malls / Complexes,Manager,New Product Launch Promo,128000.21,49,2612.25,553.29,4998.61
Electronics,Panasonic,Large Malls / Complexes,Manager,New Year Kickoff,166438.70,55,3026.16,633.30,4947.95
Electronics,Panasonic,Large Malls / Complexes,Manager,Price Drop Parade,160047.29,57,2807.85,543.41,4946.96
Electronics,Panasonic,Large Malls / Complexes,Manager,Red Tag Clearance,167274.90,62,2697.98,592.91,4907.10
Electronics,Panasonic,Large Malls / Complexes,Manager,Seasonal Surprise Box,138326.08,53,2609.93,559.08,4821.34
Electronics,Panasonic,Large Malls / Complexes,Manager,Shop & Save Spectacular,193556.18,65,2977.79,513.44,4991.54
Electronics,Panasonic,Large Malls / Complexes,Manager,Smart Shopper Week,118561.42,44,2694.58,897.29,4768.73
Electronics,Panasonic,Large Malls / Complexes,Manager,Spring Refresh Event,161209.20,56,2878.74,601.12,4870.61
Electronics,Panasonic,Large Malls / Complexes,Manager,Spring Splash Discounts,161376.92,52,3103.40,655.76,4987.50
Electronics,Panasonic,Large Malls / Complexes,Manager,Summer Sizzle Promo,136664.92,50,2733.30,599.07,4811.35
Electronics,Panasonic,Large Malls / Complexes,Manager,Super Savings Week,125436.78,48,2613.27,531.29,4948.03
Electronics,Panasonic,Large Malls / Complexes,Manager,Ultimate Value Event,155804.00,57,2733.40,590.46,4997.13
Electronics,Panasonic,Large Malls / Complexes,Manager,VIP Access Sale,116152.71,43,2701.23,536.16,4797.79
Electronics,Panasonic,Large Malls / Complexes,Manager,Weekend Warrior Specials,130693.93,43,3039.39,540.23,4930.64
Electronics,Panasonic,Large Malls / Complexes,Manager,Winter Clearance Carnival,181516.00,65,2792.55,560.33,4912.38
Electronics,Panasonic,Large Malls / Complexes,Manager,Winter Wonders Sale,94716.89,36,2631.02,684.42,4805.80
Electronics,Panasonic,Large Malls / Complexes,Sales Associate,12 Days of Deals,120340.77,47,2560.44,593.38,4896.68
Electronics,Panasonic,Large Malls / Complexes,Sales Associate,Autumn Deals Drive,191123.43,69,2769.90,503.43,4987.35
Electronics,Panasonic,Large Malls / Complexes,Sales Associate,BOGO Blitz,179084.81,60,2984.75,515.34,4958.10
Electronics,Panasonic,Large Malls / Complexes,Sales Associate,Back to School Boost,182359.33,62,2941.28,670.71,4974.55
Electronics,Panasonic,Large Malls / Complexes,Sales Associate,Birthday Bash Sale,161184.37,61,2642.37,519.56,4965.57
Electronics,Panasonic,Large Malls / Complexes,Sales Associate,Black Friday Blowout,139784.76,52,2688.17,651.62,4784.67
Electronics,Panasonic,Large Malls / Complexes,Sales Associate,Cart Crasher Campaign,101319.93,42,2412.38,502.87,4890.29
Electronics,Panasonic,Large Malls / Complexes,Sales Associate,Cashback Carnival,177132.38,62,2856.97,618.50,4928.38
Electronics,Panasonic,Large Malls / Complexes,Sales Associate,Clearance Countdown,117248.00,51,2298.98,515.74,4842.71
Electronics,Panasonic,Large Malls / Complexes,Sales Associate,Countdown to Savings,119190.05,46,2591.09,621.73,4808.32
Electronics,Panasonic,Large Malls / Complexes,Sales Associate,Customer Appreciation Week,151483.95,57,2657.61,599.35,4959.65
Electronics,Panasonic,Large Malls / Complexes,Sales Associate,Cyber Monday Mania,173523.79,62,2798.77,662.79,4919.51
Electronics,Panasonic,Large Malls / Complexes,Sales Associate,Deal of the Month,163079.65,59,2764.06,551.92,4822.57
Electronics,Panasonic,Large Malls / Complexes,Sales Associate,Double Points Bonanza,144357.19,51,2830.53,586.44,4935.37
Electronics,Panasonic,Large Malls / Complexes,Sales Associate,Early Bird Specials,154575.83,58,2665.10,576.03,4897.88
Electronics,Panasonic,Large Malls / Complexes,Sales Associate,End of Season Sale,169297.38,60,2821.62,572.73,4882.96
Electronics,Panasonic,Large Malls / Complexes,Sales Associate,Exclusive Insider Offers,153450.11,56,2740.18,550.78,4976.68
Electronics,Panasonic,Large Malls / Complexes,Sales Associate,Festive Fever Promo,181432.83,72,2519.90,522.76,4875.73
Electronics,Panasonic,Large Malls / Complexes,Sales Associate,Final Call Frenzy,157730.53,54,2920.94,501.57,4919.90
Electronics,Panasonic,Large Malls / Complexes,Sales Associate,Flash Frenzy Friday,124321.48,44,2825.49,566.89,4961.49
Electronics,Panasonic,Large Malls / Complexes,Sales Associate,"Gift More, Spend Less",174303.64,65,2681.59,538.45,4971.56
Electronics,Panasonic,Large Malls / Complexes,Sales Associate,Golden Hour Bargains,138272.61,56,2469.15,554.26,4969.28
Electronics,Panasonic,Large Malls / Complexes,Sales Associate,Green Weekend Deals,186950.50,70,2670.72,513.19,4902.29
Electronics,Panasonic,Large Malls / Complexes,Sales Associate,Happy Hour Discounts,172496.46,62,2782.20,632.88,4940.51
Electronics,Panasonic,Large Malls / Complexes,Sales Associate,Holiday Shopping Rush,156634.69,52,3012.21,552.25,4992.01
Electronics,Panasonic,Large Malls / Complexes,Sales Associate,Hot Picks Promo,164463.23,63,2610.53,502.73,4910.07
Electronics,Panasonic,Large Malls / Complexes,Sales Associate,Instant Gratification Sale,163449.10,57,2867.53,595.67,4998.19
Electronics,Panasonic,Large Malls / Complexes,Sales Associate,Limited Time Treasures,148048.83,54,2741.64,522.50,4856.08
Electronics,Panasonic,Large Malls / Complexes,Sales Associate,Loyalty Rewards Blast,130482.03,50,2609.64,590.38,4972.32
Electronics,Panasonic,Large Malls / Complexes,Sales Associate,Mega Weekend Bonanza,163692.53,55,2976.23,514.37,4980.39
Electronics,Panasonic,Large Malls / Complexes,Sales Associate,Mid-Year Madness,166257.76,60,2770.96,579.56,4992.50
Electronics,Panasonic,Large Malls / Complexes,Sales Associate,Midnight Madness,161404.61,64,2521.95,574.60,4758.26
Electronics,Panasonic,Large Malls / Complexes,Sales Associate,Mystery Discount Days,178205.49,65,2741.62,561.75,4995.07
Electronics,Panasonic,Large Malls / Complexes,Sales Associate,New Arrival Showcase,154593.71,53,2916.86,531.89,4915.81
Electronics,Panasonic,Large Malls / Complexes,Sales Associate,New Product Launch Promo,162043.83,57,2842.87,543.16,4756.94
Electronics,Panasonic,Large Malls / Complexes,Sales Associate,New Year Kickoff,168616.74,62,2719.62,513.88,4934.59
Electronics,Panasonic,Large Malls / Complexes,Sales Associate,Price Drop Parade,135308.24,52,2602.08,514.25,4887.60
Electronics,Panasonic,Large Malls / Complexes,Sales Associate,Red Tag Clearance,121647.76,50,2432.96,553.89,4944.03
Electronics,Panasonic,Large Malls / Complexes,Sales Associate,Seasonal Surprise Box,101314.85,37,2738.24,522.75,4984.81
Electronics,Panasonic,Large Malls / Complexes,Sales Associate,Shop & Save Spectacular,125526.44,48,2615.13,708.38,4876.17
Electronics,Panasonic,Large Malls / Complexes,Sales Associate,Smart Shopper Week,145466.70,56,2597.62,531.25,4968.08
Electronics,Panasonic,Large Malls / Complexes,Sales Associate,Spring Refresh Event,168366.93,64,2630.73,514.26,4999.83
Electronics,Panasonic,Large Malls / Complexes,Sales Associate,Spring Splash Discounts,150119.18,57,2633.67,552.32,4979.65
Electronics,Panasonic,Large Malls / Complexes,Sales Associate,Summer Sizzle Promo,142073.79,51,2785.76,512.69,4970.66
Electronics,Panasonic,Large Malls / Complexes,Sales Associate,Super Savings Week,166049.08,56,2965.16,747.39,4988.12
Electronics,Panasonic,Large Malls / Complexes,Sales Associate,Ultimate Value Event,153138.10,57,2686.63,507.21,4942.82
Electronics,Panasonic,Large Malls / Complexes,Sales Associate,VIP Access Sale,173928.82,64,2717.64,512.07,4995.20
Electronics,Panasonic,Large Malls / Complexes,Sales Associate,Weekend Warrior Specials,206751.01,65,3180.78,723.66,4979.37
Electronics,Panasonic,Large Malls / Complexes,Sales Associate,Winter Clearance Carnival,135759.31,49,2770.60,637.06,4962.13
Electronics,Panasonic,Large Malls / Complexes,Sales Associate,Winter Wonders Sale,125952.29,50,2519.05,501.34,4912.61
Electronics,Panasonic,Large Malls / Complexes,Salesperson,12 Days of Deals,160910.06,62,2595.32,560.72,4927.58
Electronics,Panasonic,Large Malls / Complexes,Salesperson,Autumn Deals Drive,163910.84,57,2875.63,574.20,4922.72
Electronics,Panasonic,Large Malls / Complexes,Salesperson,BOGO Blitz,160429.45,49,3274.07,593.34,4987.49
Electronics,Panasonic,Large Malls / Complexes,Salesperson,Back to School Boost,136531.69,51,2677.09,550.37,4954.65
Electronics,Panasonic,Large Malls / Complexes,Salesperson,Birthday Bash Sale,162793.65,56,2907.03,710.33,4934.70
Electronics,Panasonic,Large Malls / Complexes,Salesperson,Black Friday Blowout,138549.00,52,2664.40,527.81,4963.78
Electronics,Panasonic,Large Malls / Complexes,Salesperson,Cart Crasher Campaign,186918.95,70,2670.27,608.31,4919.22
Electronics,Panasonic,Large Malls / Complexes,Salesperson,Cashback Carnival,149322.21,56,2666.47,517.32,4967.62
Electronics,Panasonic,Large Malls / Complexes,Salesperson,Clearance Countdown,123387.15,46,2682.33,513.68,4902.06
Electronics,Panasonic,Large Malls / Complexes,Salesperson,Countdown to Savings,151048.83,54,2797.20,774.21,4904.19
Electronics,Panasonic,Large Malls / Complexes,Salesperson,Customer Appreciation Week,138149.33,51,2708.81,612.50,4986.08
Electronics,Panasonic,Large Malls / Complexes,Salesperson,Cyber Monday Mania,123824.54,44,2814.19,618.76,4806.81
Electronics,Panasonic,Large Malls / Complexes,Salesperson,Deal of the Month,177884.90,67,2655.00,502.25,4920.94
Electronics,Panasonic,Large Malls / Complexes,Salesperson,Double Points Bonanza,132124.54,53,2492.92,756.89,4966.34
Electronics,Panasonic,Large Malls / Complexes,Salesperson,Early Bird Specials,165083.98,60,2751.40,552.78,4826.47
Electronics,Panasonic,Large Malls / Complexes,Salesperson,End of Season Sale,131789.51,45,2928.66,504.36,4963.26
Electronics,Panasonic,Large Malls / Complexes,Salesperson,Exclusive Insider Offers,193378.44,64,3021.54,526.27,4991.10
Electronics,Panasonic,Large Malls / Complexes,Salesperson,Festive Fever Promo,126563.53,49,2582.93,818.79,4987.73
Electronics,Panasonic,Large Malls / Complexes,Salesperson,Final Call Frenzy,111694.51,43,2597.55,665.27,4921.09
Electronics,Panasonic,Large Malls / Complexes,Salesperson,Flash Frenzy Friday,171053.74,61,2804.16,612.50,4994.86
