brand,customer_segment,store_type,sum_amount,count,avg_amount,min_amount,max_amount
Kellogg's,Deal Seeker,Large Malls / Complexes,3065738.84,1077,2846.55,501.79,4991.67
Kellogg's,Deal Seeker,Small Stores / Shops,3098462.84,1136,2727.52,507.78,4999.80
Kellogg's,Deal Seeker,Supermarkets ,3165516.22,1154,2743.08,504.50,4995.22
Kellogg's,First-time Buyer,Large Malls / Complexes,2925753.41,1077,2716.58,507.89,4999.20
Kellogg's,First-time Buyer,Small Stores / Shops,3013388.25,1074,2805.76,500.64,4983.65
Kellogg's,First-time Buyer,Supermarkets ,3287508.46,1185,2774.27,505.75,4997.39
Kellogg's,High Value,Large Malls / Complexes,2818102.44,1038,2714.93,500.54,4998.78
Kellogg's,High Value,Small Stores / Shops,3161303.86,1156,2734.69,500.95,4991.82
Kellogg's,High Value,Supermarkets ,3220456.17,1155,2788.27,503.26,4994.94
Kellogg's,In-Store Regular,Large Malls / Complexes,2916183.81,1027,2839.52,509.54,4997.53
Kellogg's,In-Store Regular,Small Stores / Shops,3005076.79,1075,2795.42,511.78,4995.38
Kellogg's,In-Store Regular,Supermarkets ,3206161.19,1174,2730.97,500.16,4999.70
Kellogg's,Loyal Customer,Large Malls / Complexes,2818191.88,1024,2752.14,515.99,4999.96
Kellogg's,Loyal Customer,Small Stores / Shops,3190667.49,1164,2741.12,500.37,4999.89
Kellogg's,Loyal Customer,Supermarkets ,2975158.10,1076,2765.02,505.38,4999.73
Kellogg's,Occasional Shopper,Large Malls / Complexes,2864197.82,1052,2722.62,511.66,4995.35
Kellogg's,Occasional Shopper,Small Stores / Shops,3004559.70,1109,2709.25,502.08,4992.71
Kellogg's,Occasional Shopper,Supermarkets ,3045360.38,1114,2733.72,505.05,4996.77
Kellogg's,Online Shopper,Large Malls / Complexes,2880091.29,1049,2745.56,509.93,4990.17
Kellogg's,Online Shopper,Small Stores / Shops,3062118.75,1103,2776.17,505.76,4999.26
Kellogg's,Online Shopper,Supermarkets ,3101725.38,1135,2732.80,500.12,4999.82
Kellogg's,Premium Shopper,Large Malls / Complexes,2942117.88,1071,2747.08,508.82,4999.86
Kellogg's,Premium Shopper,Small Stores / Shops,3052366.32,1122,2720.47,500.73,4990.81
Kellogg's,Premium Shopper,Supermarkets ,3252123.54,1179,2758.37,500.98,4996.69
LG,Budget Shopper,Large Malls / Complexes,5614556.52,2069,2713.66,504.53,4996.41
LG,Budget Shopper,Small Stores / Shops,6125104.56,2209,2772.80,507.00,4998.29
LG,Budget Shopper,Supermarkets ,6325454.40,2301,2749.00,500.72,4999.25
LG,Churn Risk,Large Malls / Complexes,6042809.00,2193,2755.50,502.94,4995.01
LG,Churn Risk,Small Stores / Shops,6349003.57,2288,2774.91,501.23,4999.15
LG,Churn Risk,Supermarkets ,6253093.75,2239,2792.81,500.17,4995.63
LG,Deal Seeker,Large Malls / Complexes,5961031.34,2120,2811.81,500.92,4998.16
LG,Deal Seeker,Small Stores / Shops,6162513.65,2237,2754.81,502.12,4998.59
LG,Deal Seeker,Supermarkets ,6557885.11,2385,2749.64,503.07,4997.26
LG,First-time Buyer,Large Malls / Complexes,6199836.48,2191,2829.68,502.44,4999.75
LG,First-time Buyer,Small Stores / Shops,6174389.43,2270,2720.00,500.75,4999.20
LG,First-time Buyer,Supermarkets ,6140444.92,2231,2752.33,506.25,4999.11
LG,High Value,Large Malls / Complexes,5979562.40,2140,2794.19,500.70,4999.91
LG,High Value,Small Stores / Shops,6094262.94,2228,2735.31,501.39,4998.30
LG,High Value,Supermarkets ,6398721.64,2323,2754.51,504.80,4999.77
LG,In-Store Regular,Large Malls / Complexes,5670957.51,2045,2773.08,500.93,4998.42
LG,In-Store Regular,Small Stores / Shops,5949754.04,2193,2713.07,503.24,4998.70
LG,In-Store Regular,Supermarkets ,6157996.47,2244,2744.21,501.76,4999.09
LG,Loyal Customer,Large Malls / Complexes,5677846.01,2108,2693.48,501.49,4994.58
LG,Loyal Customer,Small Stores / Shops,6222922.85,2271,2740.17,502.80,4995.91
LG,Loyal Customer,Supermarkets ,6455671.26,2365,2729.67,501.38,4999.43
LG,Occasional Shopper,Large Malls / Complexes,5964708.14,2150,2774.28,500.28,4998.42
LG,Occasional Shopper,Small Stores / Shops,5947384.69,2185,2721.92,501.06,4996.56
LG,Occasional Shopper,Supermarkets ,5949156.47,2218,2682.22,501.39,4997.34
LG,Online Shopper,Large Malls / Complexes,5976374.91,2183,2737.69,502.70,4999.46
LG,Online Shopper,Small Stores / Shops,6121124.14,2240,2732.64,502.18,4997.61
LG,Online Shopper,Supermarkets ,6244645.72,2274,2746.11,500.36,4998.62
LG,Premium Shopper,Large Malls / Complexes,6089991.49,2183,2789.73,505.99,4995.82
LG,Premium Shopper,Small Stores / Shops,6263257.50,2264,2766.46,502.79,4996.89
LG,Premium Shopper,Supermarkets ,6384280.05,2299,2776.98,504.90,4997.79
Levi's,Budget Shopper,Large Malls / Complexes,2714950.01,1001,2712.24,507.99,4992.48
Levi's,Budget Shopper,Small Stores / Shops,3167943.19,1144,2769.18,505.15,4996.92
Levi's,Budget Shopper,Supermarkets ,3260523.60,1187,2746.86,501.09,4989.93
Levi's,Churn Risk,Large Malls / Complexes,3044003.46,1108,2747.30,501.38,4994.40
Levi's,Churn Risk,Small Stores / Shops,3417003.14,1250,2733.60,506.94,4997.36
Levi's,Churn Risk,Supermarkets ,3106553.51,1118,2778.67,500.17,4996.75
Levi's,Deal Seeker,Large Malls / Complexes,3063855.12,1110,2760.23,502.02,4974.76
Levi's,Deal Seeker,Small Stores / Shops,3132104.83,1128,2776.69,503.19,4998.97
Levi's,Deal Seeker,Supermarkets ,3247883.19,1202,2702.07,501.70,4993.33
Levi's,First-time Buyer,Large Malls / Complexes,3019450.97,1074,2811.41,500.37,4996.53
Levi's,First-time Buyer,Small Stores / Shops,3019490.04,1095,2757.53,503.70,4996.15
Levi's,First-time Buyer,Supermarkets ,3302516.02,1185,2786.93,500.27,4990.95
Levi's,High Value,Large Malls / Complexes,2857309.75,1039,2750.06,506.74,4993.83
Levi's,High Value,Small Stores / Shops,3270585.82,1178,2776.39,510.90,4999.26
Levi's,High Value,Supermarkets ,2977532.66,1092,2726.68,501.71,4989.35
Levi's,In-Store Regular,Large Malls / Complexes,2790231.63,1025,2722.18,500.60,4997.25
Levi's,In-Store Regular,Small Stores / Shops,3231580.79,1179,2740.95,502.23,4999.49
Levi's,In-Store Regular,Supermarkets ,3196573.61,1141,2801.55,501.02,4998.47
Levi's,Loyal Customer,Large Malls / Complexes,3162731.02,1120,2823.87,502.97,4999.97
Levi's,Loyal Customer,Small Stores / Shops,2936920.02,1078,2724.42,503.91,4997.63
Levi's,Loyal Customer,Supermarkets ,3040954.03,1117,2722.43,501.94,4999.85
Levi's,Occasional Shopper,Large Malls / Complexes,2775679.13,1036,2679.23,501.94,4991.55
Levi's,Occasional Shopper,Small Stores / Shops,3148885.50,1145,2750.12,501.31,4992.74
Levi's,Occasional Shopper,Supermarkets ,3134366.60,1158,2706.71,501.79,4994.57
Levi's,Online Shopper,Large Malls / Complexes,2998208.60,1060,2828.50,507.81,4999.60
Levi's,Online Shopper,Small Stores / Shops,3200030.90,1169,2737.41,501.14,4985.08
Levi's,Online Shopper,Supermarkets ,3219106.60,1169,2753.73,500.12,4996.33
Levi's,Premium Shopper,Large Malls / Complexes,2716169.39,1018,2668.14,501.18,4979.50
Levi's,Premium Shopper,Small Stores / Shops,2949831.44,1081,2728.80,500.17,4998.56
Levi's,Premium Shopper,Supermarkets ,3243882.40,1159,2798.86,504.42,4988.37
Nestle,Budget Shopper,Large Malls / Complexes,2742285.74,1001,2739.55,511.89,4999.39
Nestle,Budget Shopper,Small Stores / Shops,3101004.65,1130,2744.25,503.57,4985.68
Nestle,Budget Shopper,Supermarkets ,3077082.20,1120,2747.39,501.93,4997.60
Nestle,Churn Risk,Large Malls / Complexes,2719990.74,1001,2717.27,502.79,4998.26
Nestle,Churn Risk,Small Stores / Shops,3017950.66,1109,2721.33,505.92,4990.79
Nestle,Churn Risk,Supermarkets ,3253049.89,1158,2809.20,502.13,4998.94
Nestle,Deal Seeker,Large Malls / Complexes,2971654.78,1073,2769.48,502.46,4992.96
Nestle,Deal Seeker,Small Stores / Shops,3125308.13,1115,2802.97,500.60,4999.70
Nestle,Deal Seeker,Supermarkets ,3325716.76,1215,2737.22,507.76,4999.88
Nestle,First-time Buyer,Large Malls / Complexes,2880990.54,1053,2735.98,513.29,4998.49
Nestle,First-time Buyer,Small Stores / Shops,3011294.15,1097,2745.03,502.53,4996.36
Nestle,First-time Buyer,Supermarkets ,3002360.58,1132,2652.26,501.65,4999.88
Nestle,High Value,Large Malls / Complexes,2861414.73,1037,2759.32,501.31,4992.79
Nestle,High Value,Small Stores / Shops,3009688.85,1110,2711.43,501.12,4996.03
Nestle,High Value,Supermarkets ,3140997.97,1161,2705.42,502.46,4992.95
Nestle,In-Store Regular,Large Malls / Complexes,2779141.81,1009,2754.35,500.36,4999.92
Nestle,In-Store Regular,Small Stores / Shops,3252502.51,1157,2811.15,508.03,4998.37
Nestle,In-Store Regular,Supermarkets ,3125204.05,1138,2746.22,500.03,4997.93
Nestle,Loyal Customer,Large Malls / Complexes,2861707.22,1025,2791.91,507.54,4997.31
Nestle,Loyal Customer,Small Stores / Shops,3046737.31,1091,2792.61,504.24,4994.58
Nestle,Loyal Customer,Supermarkets ,3437741.58,1220,2817.82,509.01,4995.79
Nestle,Occasional Shopper,Large Malls / Complexes,2738513.58,999,2741.25,502.78,4997.95
Nestle,Occasional Shopper,Small Stores / Shops,3178997.59,1140,2788.59,501.97,4990.05
Nestle,Occasional Shopper,Supermarkets ,3315895.26,1212,2735.89,504.45,4998.22
Nestle,Online Shopper,Large Malls / Complexes,2825534.42,1045,2703.86,501.06,4999.06
Nestle,Online Shopper,Small Stores / Shops,3117936.79,1133,2751.93,503.73,4996.14
Nestle,Online Shopper,Supermarkets ,3154703.82,1151,2740.84,502.24,4997.93
Nestle,Premium Shopper,Large Malls / Complexes,2874690.39,1038,2769.45,508.76,4996.99
Nestle,Premium Shopper,Small Stores / Shops,3036208.07,1099,2762.70,501.53,4998.48
Nestle,Premium Shopper,Supermarkets ,3189674.91,1158,2754.47,502.43,4988.77
Nike,Budget Shopper,Large Malls / Complexes,5899118.40,2148,2746.33,501.91,4999.12
Nike,Budget Shopper,Small Stores / Shops,6314413.69,2274,2776.79,503.94,4999.08
Nike,Budget Shopper,Supermarkets ,6549647.31,2349,2788.27,500.80,4994.02
Nike,Churn Risk,Large Malls / Complexes,5603274.15,2071,2705.59,500.82,4999.04
Nike,Churn Risk,Small Stores / Shops,6469943.86,2325,2782.77,500.07,4998.85
Nike,Churn Risk,Supermarkets ,6554711.48,2371,2764.53,501.18,4999.05
Nike,Deal Seeker,Large Malls / Complexes,5866754.72,2137,2745.32,501.97,4999.02
Nike,Deal Seeker,Small Stores / Shops,6078861.79,2220,2738.23,500.14,4999.44
Nike,Deal Seeker,Supermarkets ,6579266.81,2404,2736.80,500.89,4997.93
Nike,First-time Buyer,Large Malls / Complexes,5966872.72,2165,2756.06,504.23,4998.79
Nike,First-time Buyer,Small Stores / Shops,6340799.19,2309,2746.12,500.01,4998.40
Nike,First-time Buyer,Supermarkets ,6196362.59,2254,2749.05,505.40,4999.02
Nike,High Value,Large Malls / Complexes,5736513.88,2072,2768.59,501.48,4998.95
Nike,High Value,Small Stores / Shops,6389272.55,2283,2798.63,500.14,4999.95
Nike,High Value,Supermarkets ,6372479.13,2311,2757.46,500.77,4999.11
Nike,In-Store Regular,Large Malls / Complexes,5740516.03,2112,2718.05,501.97,4998.76
Nike,In-Store Regular,Small Stores / Shops,6298823.52,2266,2779.71,502.42,4998.83
Nike,In-Store Regular,Supermarkets ,6462575.47,2376,2719.94,502.32,4999.33
Nike,Loyal Customer,Large Malls / Complexes,5925779.97,2144,2763.89,501.58,4997.89
Nike,Loyal Customer,Small Stores / Shops,6291337.27,2281,2758.15,501.07,4999.83
Nike,Loyal Customer,Supermarkets ,6349913.47,2341,2712.48,501.50,4998.23
Nike,Occasional Shopper,Large Malls / Complexes,5947075.73,2194,2710.61,501.20,4999.19
Nike,Occasional Shopper,Small Stores / Shops,6313491.85,2274,2776.38,500.65,4998.50
Nike,Occasional Shopper,Supermarkets ,6388454.91,2326,2746.54,503.65,4999.75
Nike,Online Shopper,Large Malls / Complexes,5725791.01,2073,2762.08,500.29,4997.02
Nike,Online Shopper,Small Stores / Shops,6160842.35,2199,2801.66,502.80,4998.41
Nike,Online Shopper,Supermarkets ,6408885.61,2318,2764.83,500.43,4996.32
Nike,Premium Shopper,Large Malls / Complexes,5586480.55,2037,2742.50,500.72,4999.19
Nike,Premium Shopper,Small Stores / Shops,6368261.07,2287,2784.55,500.79,4999.67
Nike,Premium Shopper,Supermarkets ,6380648.15,2254,2830.81,500.31,4998.76
Panasonic,Budget Shopper,Large Malls / Complexes,2798869.97,997,2807.29,500.80,4999.40
Panasonic,Budget Shopper,Small Stores / Shops,3024397.26,1073,2818.64,500.59,4996.39
Panasonic,Budget Shopper,Supermarkets ,3168008.35,1150,2754.79,501.31,4998.92
Panasonic,Churn Risk,Large Malls / Complexes,2895366.01,1052,2752.25,501.57,4997.13
Panasonic,Churn Risk,Small Stores / Shops,3134086.94,1150,2725.29,500.20,4998.99
Panasonic,Churn Risk,Supermarkets ,3212915.16,1150,2793.84,502.31,4999.64
Panasonic,Deal Seeker,Large Malls / Complexes,2835115.70,1038,2731.33,513.19,4994.86
Panasonic,Deal Seeker,Small Stores / Shops,3360958.27,1205,2789.18,500.14,4997.91
Panasonic,Deal Seeker,Supermarkets ,3132261.16,1137,2754.85,503.53,4999.75
Panasonic,First-time Buyer,Large Malls / Complexes,2892307.24,1055,2741.52,503.56,4999.78
Panasonic,First-time Buyer,Small Stores / Shops,3008972.05,1123,2679.41,511.07,4992.49
Panasonic,First-time Buyer,Supermarkets ,3194509.54,1150,2777.83,507.16,4999.90
Panasonic,High Value,Large Malls / Complexes,2966987.65,1074,2762.56,503.72,4990.51
Panasonic,High Value,Small Stores / Shops,3222252.26,1161,2775.41,502.39,4996.64
Panasonic,High Value,Supermarkets ,3070914.61,1128,2722.44,504.69,4998.89
Panasonic,In-Store Regular,Large Malls / Complexes,2977177.67,1113,2674.91,501.86,4995.07
Panasonic,In-Store Regular,Small Stores / Shops,3222684.14,1158,2782.97,508.37,4999.96
Panasonic,In-Store Regular,Supermarkets ,3319310.56,1200,2766.09,507.19,4999.60
Panasonic,Loyal Customer,Large Malls / Complexes,2989641.40,1073,2786.25,502.33,4992.01
Panasonic,Loyal Customer,Small Stores / Shops,3042172.92,1118,2721.08,501.47,4997.36
Panasonic,Loyal Customer,Supermarkets ,3064423.23,1116,2745.90,500.20,4997.54
Panasonic,Occasional Shopper,Large Malls / Complexes,2966758.53,1064,2788.31,507.71,4998.19
Panasonic,Occasional Shopper,Small Stores / Shops,3257322.21,1169,2786.42,500.15,4991.92
Panasonic,Occasional Shopper,Supermarkets ,3269727.44,1172,2789.87,503.80,4995.38
Panasonic,Online Shopper,Large Malls / Complexes,3056981.67,1096,2789.22,503.43,4999.83
Panasonic,Online Shopper,Small Stores / Shops,3040086.74,1087,2796.77,506.53,4993.48
Panasonic,Online Shopper,Supermarkets ,3281807.33,1178,2785.91,500.09,4998.72
Panasonic,Premium Shopper,Large Malls / Complexes,2849353.07,1029,2769.05,501.34,4996.51
Panasonic,Premium Shopper,Small Stores / Shops,2995602.83,1092,2743.23,500.34,4997.71
Panasonic,Premium Shopper,Supermarkets ,3251855.21,1177,2762.83,500.51,4999.87
Pepperfry,Budget Shopper,Large Malls / Complexes,2841714.44,1025,2772.40,503.79,4995.62
Pepperfry,Budget Shopper,Small Stores / Shops,3063873.75,1105,2772.74,506.06,4998.41
Pepperfry,Budget Shopper,Supermarkets ,3219945.15,1179,2731.08,509.51,4998.54
Pepperfry,Churn Risk,Large Malls / Complexes,2918862.53,1059,2756.24,501.02,4995.39
Pepperfry,Churn Risk,Small Stores / Shops,3167352.10,1131,2800.49,504.73,4999.03
Pepperfry,Churn Risk,Supermarkets ,3076288.43,1123,2739.35,504.90,4995.95
Pepperfry,Deal Seeker,Large Malls / Complexes,3026342.58,1091,2773.92,500.56,4990.42
Pepperfry,Deal Seeker,Small Stores / Shops,3209533.20,1158,2771.62,501.05,4997.80
Pepperfry,Deal Seeker,Supermarkets ,3164174.23,1148,2756.25,503.92,4998.62
Pepperfry,First-time Buyer,Large Malls / Complexes,2798799.44,1019,2746.61,505.06,4998.48
Pepperfry,First-time Buyer,Small Stores / Shops,2964588.11,1081,2742.45,501.27,4995.79
Pepperfry,First-time Buyer,Supermarkets ,3188976.34,1155,2761.02,501.84,4999.26
Pepperfry,High Value,Large Malls / Complexes,2860414.04,1036,2761.02,502.67,4998.32
Pepperfry,High Value,Small Stores / Shops,3172299.99,1129,2809.83,502.41,4999.47
Pepperfry,High Value,Supermarkets ,3292550.35,1192,2762.21,506.57,4997.60
Pepperfry,In-Store Regular,Large Malls / Complexes,2925113.07,1020,2867.76,509.15,4991.13
Pepperfry,In-Store Regular,Small Stores / Shops,3177010.90,1138,2791.75,509.73,4993.83
Pepperfry,In-Store Regular,Supermarkets ,2932465.18,1110,2641.86,508.01,4998.58
Pepperfry,Loyal Customer,Large Malls / Complexes,2913178.26,1069,2725.14,501.63,4999.16
Pepperfry,Loyal Customer,Small Stores / Shops,2902459.03,1054,2753.76,503.53,4998.96
Pepperfry,Loyal Customer,Supermarkets ,3161671.50,1161,2723.23,506.20,4997.79
Pepperfry,Occasional Shopper,Large Malls / Complexes,2888719.66,1072,2694.70,500.36,4998.24
Pepperfry,Occasional Shopper,Small Stores / Shops,3044272.02,1097,2775.09,504.44,4994.16
Pepperfry,Occasional Shopper,Supermarkets ,3321408.52,1175,2826.73,500.89,4997.66
Pepperfry,Online Shopper,Large Malls / Complexes,2955206.74,1093,2703.76,505.20,4986.16
Pepperfry,Online Shopper,Small Stores / Shops,3148887.66,1154,2728.67,505.16,4998.77
Pepperfry,Online Shopper,Supermarkets ,3301633.43,1194,2765.19,507.96,4999.14
Pepperfry,Premium Shopper,Large Malls / Complexes,2904740.67,1049,2769.06,500.59,4989.64
Pepperfry,Premium Shopper,Small Stores / Shops,3009525.37,1100,2735.93,502.89,4997.14
Pepperfry,Premium Shopper,Supermarkets ,3104612.80,1142,2718.58,505.62,4998.23
Puma,Budget Shopper,Large Malls / Complexes,5852048.20,2126,2752.61,502.32,4993.20
Puma,Budget Shopper,Small Stores / Shops,6214991.25,2244,2769.60,504.90,4998.97
Puma,Budget Shopper,Supermarkets ,6129725.23,2223,2757.41,501.48,4999.85
Puma,Churn Risk,Large Malls / Complexes,5666161.81,2049,2765.33,501.93,4998.60
Puma,Churn Risk,Small Stores / Shops,6180777.49,2269,2724.01,500.57,4997.16
Puma,Churn Risk,Supermarkets ,6259847.04,2297,2725.23,503.04,4994.80
Puma,Deal Seeker,Large Malls / Complexes,6102700.15,2196,2779.01,501.96,4998.69
Puma,Deal Seeker,Small Stores / Shops,6488623.13,2355,2755.25,502.43,4997.71
Puma,Deal Seeker,Supermarkets ,6309557.63,2271,2778.32,500.07,4999.01
Puma,First-time Buyer,Large Malls / Complexes,5637388.67,2034,2771.58,504.07,4999.23
Puma,First-time Buyer,Small Stores / Shops,6263740.21,2263,2767.89,500.04,4999.40
Puma,First-time Buyer,Supermarkets ,6240872.08,2299,2714.60,502.20,4999.98
Puma,High Value,Large Malls / Complexes,5967117.49,2171,2748.56,500.10,4999.61
Puma,High Value,Small Stores / Shops,6405812.60,2304,2780.30,500.03,4998.14
Puma,High Value,Supermarkets ,6311616.28,2310,2732.30,500.45,4996.51
Puma,In-Store Regular,Large Malls / Complexes,5717281.51,2061,2774.03,501.78,4998.12
Puma,In-Store Regular,Small Stores / Shops,6227892.45,2315,2690.23,500.74,4995.61
Puma,In-Store Regular,Supermarkets ,6270701.50,2265,2768.52,501.80,4999.89
Puma,Loyal Customer,Large Malls / Complexes,5520872.20,2041,2704.98,500.18,4996.71
Puma,Loyal Customer,Small Stores / Shops,6296806.90,2301,2736.55,503.10,4999.68
Puma,Loyal Customer,Supermarkets ,6335161.79,2307,2746.06,502.12,4997.42
Puma,Occasional Shopper,Large Malls / Complexes,5731616.18,2104,2724.15,502.29,4997.93
Puma,Occasional Shopper,Small Stores / Shops,6313266.10,2274,2776.28,500.41,4998.46
Puma,Occasional Shopper,Supermarkets ,6702452.87,2413,2777.64,502.57,4993.54
Puma,Online Shopper,Large Malls / Complexes,5897621.28,2173,2714.05,500.66,4999.78
Puma,Online Shopper,Small Stores / Shops,5960741.68,2157,2763.44,503.49,4994.48
Puma,Online Shopper,Supermarkets ,6407524.27,2326,2754.74,500.04,4998.52
Puma,Premium Shopper,Large Malls / Complexes,5569488.71,2057,2707.58,501.68,4993.14
Puma,Premium Shopper,Small Stores / Shops,6201381.95,2224,2788.39,500.07,4997.57
Puma,Premium Shopper,Supermarkets ,6265233.96,2266,2764.89,500.81,4998.60
Reebok,Budget Shopper,Large Malls / Complexes,2877231.49,1048,2745.45,500.26,4991.74
Reebok,Budget Shopper,Small Stores / Shops,2917205.48,1072,2721.27,500.78,4998.61
Reebok,Budget Shopper,Supermarkets ,3241748.62,1172,2766.00,500.04,4996.39
Reebok,Churn Risk,Large Malls / Complexes,3185278.12,1146,2779.47,506.24,4989.13
Reebok,Churn Risk,Small Stores / Shops,3211802.79,1165,2756.91,506.11,4998.24
Reebok,Churn Risk,Supermarkets ,3280600.68,1196,2742.98,506.58,4997.68
Reebok,Deal Seeker,Large Malls / Complexes,3135607.01,1149,2728.99,502.11,4989.91
Reebok,Deal Seeker,Small Stores / Shops,3002380.25,1101,2726.96,505.03,4999.30
Reebok,Deal Seeker,Supermarkets ,3055089.28,1139,2682.26,504.14,4999.33
Reebok,First-time Buyer,Large Malls / Complexes,3008282.56,1065,2824.68,504.45,4996.59
Reebok,First-time Buyer,Small Stores / Shops,2950188.12,1084,2721.58,500.37,4996.44
Reebok,First-time Buyer,Supermarkets ,3240389.09,1174,2760.13,502.16,4995.89
Reebok,High Value,Large Malls / Complexes,3020495.92,1101,2743.41,503.56,4998.53
Reebok,High Value,Small Stores / Shops,3007294.96,1078,2789.70,502.36,4996.75
Reebok,High Value,Supermarkets ,3211485.91,1168,2749.56,505.89,4989.29
Reebok,In-Store Regular,Large Malls / Complexes,3111371.83,1118,2782.98,502.76,4997.25
Reebok,In-Store Regular,Small Stores / Shops,3273842.78,1163,2815.00,504.23,4996.77
Reebok,In-Store Regular,Supermarkets ,3127781.59,1098,2848.62,502.90,4999.53
Reebok,Loyal Customer,Large Malls / Complexes,2903326.57,1073,2705.80,500.76,4999.34
Reebok,Loyal Customer,Small Stores / Shops,3122866.33,1129,2766.05,500.50,4998.56
Reebok,Loyal Customer,Supermarkets ,3198703.52,1163,2750.39,505.95,4998.20
Reebok,Occasional Shopper,Large Malls / Complexes,2852657.34,1030,2769.57,508.41,4998.87
Reebok,Occasional Shopper,Small Stores / Shops,3170635.17,1164,2723.91,501.32,4999.65
Reebok,Occasional Shopper,Supermarkets ,3091071.12,1158,2669.32,501.14,4997.81
Reebok,Online Shopper,Large Malls / Complexes,2993512.48,1096,2731.31,508.07,4996.40
Reebok,Online Shopper,Small Stores / Shops,3203142.86,1158,2766.10,501.32,4994.96
Reebok,Online Shopper,Supermarkets ,3315842.77,1181,2807.66,504.92,4998.98
Reebok,Premium Shopper,Large Malls / Complexes,2937993.21,1067,2753.51,500.30,4991.13
Reebok,Premium Shopper,Small Stores / Shops,3021055.91,1094,2761.48,500.78,4998.61
Reebok,Premium Shopper,Supermarkets ,3018774.70,1098,2749.34,502.70,4999.55
Samsung,Budget Shopper,Large Malls / Complexes,5638041.37,2050,2750.26,501.48,4999.90
Samsung,Budget Shopper,Small Stores / Shops,5941958.09,2170,2738.23,502.24,4999.28
Samsung,Budget Shopper,Supermarkets ,6263096.76,2287,2738.56,500.78,4999.66
Samsung,Churn Risk,Large Malls / Complexes,5788071.36,2097,2760.17,503.96,4999.41
Samsung,Churn Risk,Small Stores / Shops,6222711.51,2287,2720.91,500.21,4999.69
Samsung,Churn Risk,Supermarkets ,6472861.22,2333,2774.48,501.03,4994.08
Samsung,Deal Seeker,Large Malls / Complexes,5794763.50,2113,2742.43,500.13,4996.68
Samsung,Deal Seeker,Small Stores / Shops,6296085.51,2263,2782.19,501.85,4998.39
Samsung,Deal Seeker,Supermarkets ,6329013.46,2325,2722.16,500.36,4998.67
Samsung,First-time Buyer,Large Malls / Complexes,5752854.50,2123,2709.78,501.91,4999.73
Samsung,First-time Buyer,Small Stores / Shops,6268500.59,2288,2739.73,500.15,4999.45
Samsung,First-time Buyer,Supermarkets ,6335973.45,2293,2763.18,500.13,4999.71
Samsung,High Value,Large Malls / Complexes,5781407.70,2093,2762.26,504.44,4999.37
Samsung,High Value,Small Stores / Shops,6314141.90,2307,2736.95,502.76,4999.98
Samsung,High Value,Supermarkets ,6106557.99,2249,2715.23,501.98,4993.37
Samsung,In-Store Regular,Large Malls / Complexes,5874719.52,2136,2750.34,501.27,4997.84
Samsung,In-Store Regular,Small Stores / Shops,6322751.15,2325,2719.46,503.76,4999.11
Samsung,In-Store Regular,Supermarkets ,6216042.20,2264,2745.60,503.09,4999.21
Samsung,Loyal Customer,Large Malls / Complexes,5871788.87,2119,2771.02,500.90,4999.50
Samsung,Loyal Customer,Small Stores / Shops,6156558.88,2220,2773.22,500.17,4999.22
Samsung,Loyal Customer,Supermarkets ,6492133.85,2317,2801.96,500.68,4998.97
Samsung,Occasional Shopper,Large Malls / Complexes,6125839.93,2218,2761.88,501.55,4997.57
Samsung,Occasional Shopper,Small Stores / Shops,6350332.42,2288,2775.49,500.09,4997.28
Samsung,Occasional Shopper,Supermarkets ,6487943.56,2354,2756.14,503.77,4999.63
Samsung,Online Shopper,Large Malls / Complexes,5769213.10,2093,2756.43,503.07,4999.94
Samsung,Online Shopper,Small Stores / Shops,6402567.96,2310,2771.67,503.09,4999.87
Samsung,Online Shopper,Supermarkets ,6649337.09,2360,2817.52,500.93,4997.91
Samsung,Premium Shopper,Large Malls / Complexes,5887915.24,2117,2781.25,504.23,4995.60
Samsung,Premium Shopper,Small Stores / Shops,6161056.91,2240,2750.47,501.06,4997.81
Samsung,Premium Shopper,Supermarkets ,6357555.14,2311,2751.00,502.17,4997.66
Sony,Budget Shopper,Large Malls / Complexes,2980313.47,1069,2787.95,500.55,4990.97
Sony,Budget Shopper,Small Stores / Shops,3005525.63,1076,2793.24,505.65,4997.06
Sony,Budget Shopper,Supermarkets ,3136717.89,1138,2756.34,505.51,4996.70
Sony,Churn Risk,Large Malls / Complexes,2801583.55,1027,2727.93,504.98,4997.94
Sony,Churn Risk,Small Stores / Shops,2835294.79,1045,2713.20,501.99,4997.03
Sony,Churn Risk,Supermarkets ,3298869.78,1204,2739.93,500.37,4973.40
Sony,Deal Seeker,Large Malls / Complexes,2890338.62,1073,2693.70,500.80,4984.20
Sony,Deal Seeker,Small Stores / Shops,3000860.98,1103,2720.64,501.33,4999.82
Sony,Deal Seeker,Supermarkets ,3127226.94,1157,2702.88,507.68,4999.95
Sony,First-time Buyer,Large Malls / Complexes,2968900.60,1068,2779.87,504.33,4997.65
Sony,First-time Buyer,Small Stores / Shops,2919743.22,1070,2728.73,500.72,4995.49
Sony,First-time Buyer,Supermarkets ,3099034.96,1099,2819.87,500.19,4999.11
Sony,High Value,Large Malls / Complexes,2895743.55,1085,2668.89,502.93,4998.62
Sony,High Value,Small Stores / Shops,3164648.66,1168,2709.46,501.00,4995.77
Sony,High Value,Supermarkets ,3012401.93,1102,2733.58,504.44,4999.96
