store_type,salesperson_role,campaign_name,sum_amount,count,avg_amount,min_amount,max_amount
Small Stores / Shops,Sales Associate,Limited Time Treasures,4930873.73,1816,2715.24,505.63,4997.38
Small Stores / Shops,Sales Associate,Loyalty Rewards Blast,4805765.81,1769,2716.66,500.57,4992.46
Small Stores / Shops,Sales Associate,Mega Weekend Bonanza,5012317.45,1781,2814.33,503.43,4994.82
Small Stores / Shops,Sales Associate,Mid-Year Madness,4783263.45,1719,2782.58,500.72,4994.70
Small Stores / Shops,Sales Associate,Midnight Madness,4803268.21,1738,2763.68,500.01,4998.11
Small Stores / Shops,Sales Associate,Mystery Discount Days,4973740.89,1801,2761.66,502.03,4994.20
Small Stores / Shops,Sales Associate,New Arrival Showcase,4918713.62,1778,2766.43,502.57,4999.20
Small Stores / Shops,Sales Associate,New Product Launch Promo,4963521.03,1791,2771.37,501.02,4996.19
Small Stores / Shops,Sales Associate,New Year Kickoff,4898828.95,1785,2744.44,503.74,4998.26
Small Stores / Shops,Sales Associate,Price Drop Parade,4791605.29,1756,2728.70,505.17,4999.49
Small Stores / Shops,Sales Associate,Red Tag Clearance,4731640.92,1710,2767.04,508.69,4993.50
Small Stores / Shops,Sales Associate,Seasonal Surprise Box,5041567.11,1822,2767.05,513.03,4996.98
Small Stores / Shops,Sales Associate,Shop & Save Spectacular,4705946.12,1723,2731.25,500.14,4999.95
Small Stores / Shops,Sales Associate,Smart Shopper Week,4997298.00,1828,2733.75,501.31,4998.63
Small Stores / Shops,Sales Associate,Spring Refresh Event,4743409.21,1727,2746.62,510.28,4999.78
Small Stores / Shops,Sales Associate,Spring Splash Discounts,4950808.91,1778,2784.48,505.92,4999.44
Small Stores / Shops,Sales Associate,Summer Sizzle Promo,5192861.04,1848,2809.99,500.57,4998.50
Small Stores / Shops,Sales Associate,Super Savings Week,4726916.18,1713,2759.44,505.74,4998.86
Small Stores / Shops,Sales Associate,Ultimate Value Event,4794656.12,1742,2752.39,501.69,4999.45
Small Stores / Shops,Sales Associate,VIP Access Sale,4912136.86,1765,2783.08,502.12,4996.84
Small Stores / Shops,Sales Associate,Weekend Warrior Specials,4657697.62,1721,2706.39,503.77,4995.02
Small Stores / Shops,Sales Associate,Winter Clearance Carnival,4952303.12,1805,2743.66,501.25,4996.10
Small Stores / Shops,Sales Associate,Winter Wonders Sale,4778306.97,1759,2716.49,502.80,4998.01
Small Stores / Shops,Salesperson,12 Days of Deals,5013185.84,1792,2797.54,513.34,4999.73
Small Stores / Shops,Salesperson,Autumn Deals Drive,4719905.95,1709,2761.79,500.20,4997.04
Small Stores / Shops,Salesperson,BOGO Blitz,4924655.07,1795,2743.54,505.45,4999.45
Small Stores / Shops,Salesperson,Back to School Boost,4651521.24,1715,2712.26,500.09,4996.70
Small Stores / Shops,Salesperson,Birthday Bash Sale,4671795.34,1694,2757.85,502.17,4997.78
Small Stores / Shops,Salesperson,Black Friday Blowout,4753270.35,1722,2760.32,502.51,4999.65
Small Stores / Shops,Salesperson,Cart Crasher Campaign,4785413.52,1750,2734.52,503.57,4997.58
Small Stores / Shops,Salesperson,Cashback Carnival,4755003.81,1727,2753.33,502.35,4995.88
Small Stores / Shops,Salesperson,Clearance Countdown,4786555.99,1776,2695.13,505.38,4992.48
Small Stores / Shops,Salesperson,Countdown to Savings,4801898.42,1762,2725.25,500.65,4997.06
Small Stores / Shops,Salesperson,Customer Appreciation Week,4996875.15,1799,2777.58,500.64,4997.64
Small Stores / Shops,Salesperson,Cyber Monday Mania,4891660.54,1797,2722.13,503.20,4998.54
Small Stores / Shops,Salesperson,Deal of the Month,4662705.61,1732,2692.09,503.19,4996.71
Small Stores / Shops,Salesperson,Double Points Bonanza,4956290.96,1806,2744.35,500.80,4996.75
Small Stores / Shops,Salesperson,Early Bird Specials,4845388.49,1780,2722.13,505.00,4997.07
Small Stores / Shops,Salesperson,End of Season Sale,4805019.14,1748,2748.87,500.69,4996.88
Small Stores / Shops,Salesperson,Exclusive Insider Offers,4636755.23,1699,2729.11,505.71,4998.46
Small Stores / Shops,Salesperson,Festive Fever Promo,4752254.96,1735,2739.05,502.80,4995.75
Small Stores / Shops,Salesperson,Final Call Frenzy,4943279.10,1801,2744.74,501.06,4997.58
Small Stores / Shops,Salesperson,Flash Frenzy Friday,4771931.04,1758,2714.41,503.50,4998.41
Small Stores / Shops,Salesperson,"Gift More, Spend Less",4778927.93,1758,2718.39,501.32,4998.02
Small Stores / Shops,Salesperson,Golden Hour Bargains,4783788.86,1758,2721.15,500.01,4998.56
Small Stores / Shops,Salesperson,Green Weekend Deals,4896362.51,1799,2721.71,502.12,4996.15
Small Stores / Shops,Salesperson,Happy Hour Discounts,4948791.54,1785,2772.43,501.91,4993.63
Small Stores / Shops,Salesperson,Holiday Shopping Rush,4763422.98,1735,2745.49,501.56,4998.34
Small Stores / Shops,Salesperson,Hot Picks Promo,4880005.30,1760,2772.73,503.06,4995.54
Small Stores / Shops,Salesperson,Instant Gratification Sale,4875782.35,1776,2745.37,500.41,4983.16
Small Stores / Shops,Salesperson,Limited Time Treasures,4579426.52,1710,2678.03,500.34,4999.20
Small Stores / Shops,Salesperson,Loyalty Rewards Blast,4761679.52,1724,2762.00,501.42,4998.50
Small Stores / Shops,Salesperson,Mega Weekend Bonanza,4972475.65,1798,2765.56,500.15,4995.11
Small Stores / Shops,Salesperson,Mid-Year Madness,5072512.22,1832,2768.84,500.34,4997.99
Small Stores / Shops,Salesperson,Midnight Madness,4717291.48,1736,2717.33,500.50,4998.30
Small Stores / Shops,Salesperson,Mystery Discount Days,4876377.96,1742,2799.30,501.05,4996.44
Small Stores / Shops,Salesperson,New Arrival Showcase,4788144.46,1738,2754.97,502.12,4996.77
Small Stores / Shops,Salesperson,New Product Launch Promo,4579532.15,1675,2734.05,503.51,4998.30
Small Stores / Shops,Salesperson,New Year Kickoff,4899446.49,1802,2718.89,502.26,4999.87
Small Stores / Shops,Salesperson,Price Drop Parade,4872919.37,1761,2767.13,506.95,4996.09
Small Stores / Shops,Salesperson,Red Tag Clearance,4730315.05,1722,2746.99,503.77,4997.86
Small Stores / Shops,Salesperson,Seasonal Surprise Box,4929546.28,1786,2760.10,503.22,4996.39
Small Stores / Shops,Salesperson,Shop & Save Spectacular,4990369.32,1780,2803.58,500.49,4998.08
Small Stores / Shops,Salesperson,Smart Shopper Week,4755646.48,1737,2737.85,502.77,4999.73
Small Stores / Shops,Salesperson,Spring Refresh Event,4732082.22,1704,2777.04,510.87,4993.03
Small Stores / Shops,Salesperson,Spring Splash Discounts,4858899.53,1763,2756.04,503.09,4998.97
Small Stores / Shops,Salesperson,Summer Sizzle Promo,4680184.29,1734,2699.07,502.54,4998.14
Small Stores / Shops,Salesperson,Super Savings Week,4767772.96,1740,2740.10,506.49,4999.25
Small Stores / Shops,Salesperson,Ultimate Value Event,4782928.00,1742,2745.65,502.13,4999.82
Small Stores / Shops,Salesperson,VIP Access Sale,4822509.92,1776,2715.38,500.51,4994.03
Small Stores / Shops,Salesperson,Weekend Warrior Specials,4787088.53,1766,2710.70,500.62,4999.20
Small Stores / Shops,Salesperson,Winter Clearance Carnival,4586658.30,1633,2808.73,502.61,4992.09
Small Stores / Shops,Salesperson,Winter Wonders Sale,5008444.99,1800,2782.47,502.50,4996.89
Small Stores / Shops,Senior Salesperson,12 Days of Deals,4151296.20,1547,2683.45,502.11,4998.57
Small Stores / Shops,Senior Salesperson,Autumn Deals Drive,4116214.08,1494,2755.16,510.00,4998.96
Small Stores / Shops,Senior Salesperson,BOGO Blitz,4201865.74,1514,2775.34,502.46,4999.06
Small Stores / Shops,Senior Salesperson,Back to School Boost,4240077.92,1525,2780.38,500.14,4996.41
Small Stores / Shops,Senior Salesperson,Birthday Bash Sale,4230366.86,1527,2770.38,501.00,4997.36
Small Stores / Shops,Senior Salesperson,Black Friday Blowout,4284528.29,1543,2776.75,500.74,4999.22
Small Stores / Shops,Senior Salesperson,Cart Crasher Campaign,4305939.46,1554,2770.87,501.27,4994.38
Small Stores / Shops,Senior Salesperson,Cashback Carnival,3990057.43,1482,2692.35,503.76,4998.40
Small Stores / Shops,Senior Salesperson,Clearance Countdown,4050399.24,1510,2682.38,501.13,4999.80
Small Stores / Shops,Senior Salesperson,Countdown to Savings,4238840.02,1542,2748.92,502.22,4993.48
Small Stores / Shops,Senior Salesperson,Customer Appreciation Week,4423611.62,1594,2775.16,503.78,4998.61
Small Stores / Shops,Senior Salesperson,Cyber Monday Mania,4055998.04,1491,2720.32,502.75,4999.28
Small Stores / Shops,Senior Salesperson,Deal of the Month,4244088.22,1539,2757.69,503.06,4995.04
Small Stores / Shops,Senior Salesperson,Double Points Bonanza,4278464.65,1529,2798.21,500.59,4994.91
Small Stores / Shops,Senior Salesperson,Early Bird Specials,4297872.90,1574,2730.54,504.72,4999.11
Small Stores / Shops,Senior Salesperson,End of Season Sale,4091672.42,1484,2757.19,501.06,4998.37
Small Stores / Shops,Senior Salesperson,Exclusive Insider Offers,4109522.61,1493,2752.53,500.07,4999.96
Small Stores / Shops,Senior Salesperson,Festive Fever Promo,4348142.53,1580,2751.99,500.15,4998.24
Small Stores / Shops,Senior Salesperson,Final Call Frenzy,4466046.96,1600,2791.28,500.03,4994.94
Small Stores / Shops,Senior Salesperson,Flash Frenzy Friday,4406164.07,1588,2774.66,505.21,4999.30
Small Stores / Shops,Senior Salesperson,"Gift More, Spend Less",4362803.13,1586,2750.82,507.15,4997.81
Small Stores / Shops,Senior Salesperson,Golden Hour Bargains,3968153.90,1427,2780.77,501.07,4994.31
Small Stores / Shops,Senior Salesperson,Green Weekend Deals,4346363.91,1563,2780.78,500.21,4996.73
Small Stores / Shops,Senior Salesperson,Happy Hour Discounts,4065941.25,1488,2732.49,500.75,4992.66
Small Stores / Shops,Senior Salesperson,Holiday Shopping Rush,4165389.21,1545,2696.04,500.26,4996.88
Small Stores / Shops,Senior Salesperson,Hot Picks Promo,4254966.86,1512,2814.13,500.05,4997.56
Small Stores / Shops,Senior Salesperson,Instant Gratification Sale,4325551.01,1572,2751.62,500.07,4998.85
Small Stores / Shops,Senior Salesperson,Limited Time Treasures,4232362.41,1530,2766.25,503.29,4999.81
Small Stores / Shops,Senior Salesperson,Loyalty Rewards Blast,4106488.69,1492,2752.34,502.35,4998.29
Small Stores / Shops,Senior Salesperson,Mega Weekend Bonanza,4166081.29,1505,2768.16,503.47,4999.69
Small Stores / Shops,Senior Salesperson,Mid-Year Madness,4249052.55,1579,2690.98,502.52,4997.51
Small Stores / Shops,Senior Salesperson,Midnight Madness,4101899.66,1505,2725.51,502.75,4998.12
Small Stores / Shops,Senior Salesperson,Mystery Discount Days,4064075.58,1475,2755.31,502.33,4995.72
Small Stores / Shops,Senior Salesperson,New Arrival Showcase,4092021.70,1493,2740.80,500.17,4998.89
Small Stores / Shops,Senior Salesperson,New Product Launch Promo,4086007.63,1466,2787.18,500.73,4999.40
Small Stores / Shops,Senior Salesperson,New Year Kickoff,4344822.22,1575,2758.62,503.46,4998.59
Small Stores / Shops,Senior Salesperson,Price Drop Parade,4203267.06,1520,2765.31,500.06,4999.68
Small Stores / Shops,Senior Salesperson,Red Tag Clearance,4301802.00,1550,2775.36,501.29,4996.92
Small Stores / Shops,Senior Salesperson,Seasonal Surprise Box,4338195.40,1581,2743.96,501.12,4997.09
Small Stores / Shops,Senior Salesperson,Shop & Save Spectacular,4296100.26,1544,2782.45,501.24,4996.66
Small Stores / Shops,Senior Salesperson,Smart Shopper Week,4344350.43,1586,2739.19,503.09,4996.42
Small Stores / Shops,Senior Salesperson,Spring Refresh Event,4232512.45,1539,2750.17,502.39,4992.33
Small Stores / Shops,Senior Salesperson,Spring Splash Discounts,4251531.29,1544,2753.58,502.11,4998.48
Small Stores / Shops,Senior Salesperson,Summer Sizzle Promo,4042601.77,1497,2700.47,501.65,4999.26
Small Stores / Shops,Senior Salesperson,Super Savings Week,4199059.15,1478,2841.04,501.03,4999.08
Small Stores / Shops,Senior Salesperson,Ultimate Value Event,3962064.60,1450,2732.46,502.47,4999.44
Small Stores / Shops,Senior Salesperson,VIP Access Sale,4106166.46,1494,2748.44,505.73,4999.89
Small Stores / Shops,Senior Salesperson,Weekend Warrior Specials,4104996.76,1535,2674.26,501.99,4998.33
Small Stores / Shops,Senior Salesperson,Winter Clearance Carnival,4328225.83,1560,2774.50,501.06,4998.41
Small Stores / Shops,Senior Salesperson,Winter Wonders Sale,4291923.40,1578,2719.85,506.14,4996.00
Supermarkets ,Manager,12 Days of Deals,4797181.57,1734,2766.54,502.77,4999.32
Supermarkets ,Manager,Autumn Deals Drive,4662609.96,1698,2745.94,500.04,4999.75
Supermarkets ,Manager,BOGO Blitz,4696389.76,1717,2735.23,500.97,4999.75
Supermarkets ,Manager,Back to School Boost,4897673.85,1824,2685.13,501.48,4993.57
Supermarkets ,Manager,Birthday Bash Sale,4453368.18,1602,2779.88,500.20,4999.93
Supermarkets ,Manager,Black Friday Blowout,4748403.59,1726,2751.10,509.40,4999.87
Supermarkets ,Manager,Cart Crasher Campaign,4681497.99,1700,2753.82,503.66,4996.89
Supermarkets ,Manager,Cashback Carnival,4834098.66,1733,2789.44,500.13,4994.46
Supermarkets ,Manager,Clearance Countdown,4902398.34,1801,2722.04,500.53,4995.43
Supermarkets ,Manager,Countdown to Savings,4904391.21,1765,2778.69,501.16,4996.97
Supermarkets ,Manager,Customer Appreciation Week,5012237.52,1800,2784.58,504.04,4997.34
Supermarkets ,Manager,Cyber Monday Mania,4753036.07,1718,2766.61,502.07,4998.53
Supermarkets ,Manager,Deal of the Month,4691213.78,1701,2757.92,505.51,4998.97
Supermarkets ,Manager,Double Points Bonanza,4924311.21,1763,2793.14,500.63,4998.07
Supermarkets ,Manager,Early Bird Specials,4662379.64,1697,2747.42,500.89,4997.74
Supermarkets ,Manager,End of Season Sale,4673057.50,1716,2723.23,501.93,4999.19
Supermarkets ,Manager,Exclusive Insider Offers,4653019.07,1672,2782.91,504.62,4999.97
Supermarkets ,Manager,Festive Fever Promo,4648026.12,1714,2711.80,501.65,4997.72
Supermarkets ,Manager,Final Call Frenzy,4930511.74,1798,2742.22,501.90,4994.28
Supermarkets ,Manager,Flash Frenzy Friday,4826048.37,1761,2740.52,500.97,4996.39
Supermarkets ,Manager,"Gift More, Spend Less",4583429.34,1689,2713.69,503.15,4997.42
Supermarkets ,Manager,Golden Hour Bargains,4782194.20,1733,2759.49,506.12,4997.10
Supermarkets ,Manager,Green Weekend Deals,4734286.15,1714,2762.13,503.00,4996.94
Supermarkets ,Manager,Happy Hour Discounts,4718731.04,1706,2765.96,501.84,4995.06
Supermarkets ,Manager,Holiday Shopping Rush,4542101.23,1677,2708.47,500.17,4997.86
Supermarkets ,Manager,Hot Picks Promo,4761699.60,1742,2733.47,502.00,4994.98
Supermarkets ,Manager,Instant Gratification Sale,4768395.47,1759,2710.86,501.99,4996.19
Supermarkets ,Manager,Limited Time Treasures,4641479.33,1698,2733.50,501.18,4999.38
Supermarkets ,Manager,Loyalty Rewards Blast,4628906.19,1722,2688.10,503.05,4997.44
Supermarkets ,Manager,Mega Weekend Bonanza,4898974.15,1824,2685.84,502.17,4999.15
Supermarkets ,Manager,Mid-Year Madness,4845353.60,1765,2745.24,500.82,4991.08
Supermarkets ,Manager,Midnight Madness,4859374.94,1735,2800.79,500.45,4998.75
Supermarkets ,Manager,Mystery Discount Days,4611835.17,1710,2696.98,500.04,4998.07
Supermarkets ,Manager,New Arrival Showcase,4601228.89,1716,2681.37,500.17,4997.96
Supermarkets ,Manager,New Product Launch Promo,4916185.06,1788,2749.54,501.71,4989.38
Supermarkets ,Manager,New Year Kickoff,4819879.91,1764,2732.36,500.12,4995.56
Supermarkets ,Manager,Price Drop Parade,4810683.15,1755,2741.13,505.80,4999.58
Supermarkets ,Manager,Red Tag Clearance,4969140.83,1766,2813.78,510.52,4992.96
Supermarkets ,Manager,Seasonal Surprise Box,4603251.30,1679,2741.66,500.56,4994.59
Supermarkets ,Manager,Shop & Save Spectacular,4881749.94,1744,2799.17,503.87,4997.54
Supermarkets ,Manager,Smart Shopper Week,4869304.08,1753,2777.70,509.54,4996.33
Supermarkets ,Manager,Spring Refresh Event,4874103.31,1755,2777.27,500.05,4995.53
Supermarkets ,Manager,Spring Splash Discounts,4770822.79,1734,2751.34,506.63,4999.80
Supermarkets ,Manager,Summer Sizzle Promo,4768348.29,1683,2833.24,506.24,4988.81
Supermarkets ,Manager,Super Savings Week,4678586.76,1696,2758.60,500.00,4988.24
Supermarkets ,Manager,Ultimate Value Event,4911858.21,1794,2737.94,501.61,4993.23
Supermarkets ,Manager,VIP Access Sale,4883499.77,1781,2742.00,502.11,4995.80
Supermarkets ,Manager,Weekend Warrior Specials,4822193.88,1733,2782.57,501.67,4998.83
Supermarkets ,Manager,Winter Clearance Carnival,4794997.13,1742,2752.58,504.20,4998.56
Supermarkets ,Manager,Winter Wonders Sale,5010152.81,1848,2711.12,502.39,4998.47
Supermarkets ,Sales Associate,12 Days of Deals,5001029.67,1812,2759.95,507.68,4999.60
Supermarkets ,Sales Associate,Autumn Deals Drive,5094583.54,1873,2720.01,500.77,4996.09
Supermarkets ,Sales Associate,BOGO Blitz,4759011.51,1778,2676.61,500.98,4997.47
Supermarkets ,Sales Associate,Back to School Boost,4990716.53,1820,2742.15,506.56,4999.33
Supermarkets ,Sales Associate,Birthday Bash Sale,5048491.32,1840,2743.75,501.50,4999.90
Supermarkets ,Sales Associate,Black Friday Blowout,4993371.09,1821,2742.10,503.18,4998.22
Supermarkets ,Sales Associate,Cart Crasher Campaign,5099604.42,1849,2758.03,503.17,4998.49
Supermarkets ,Sales Associate,Cashback Carnival,5080678.89,1879,2703.93,503.09,4995.74
Supermarkets ,Sales Associate,Clearance Countdown,5296010.64,1919,2759.78,501.02,4998.92
Supermarkets ,Sales Associate,Countdown to Savings,5077053.93,1861,2728.13,500.09,4997.39
Supermarkets ,Sales Associate,Customer Appreciation Week,4888273.36,1802,2712.69,506.67,4999.02
Supermarkets ,Sales Associate,Cyber Monday Mania,5010158.84,1833,2733.31,504.57,4997.19
Supermarkets ,Sales Associate,Deal of the Month,5063731.15,1839,2753.52,501.29,4999.17
Supermarkets ,Sales Associate,Double Points Bonanza,5070232.85,1832,2767.59,500.48,4999.14
Supermarkets ,Sales Associate,Early Bird Specials,4943469.93,1802,2743.32,501.24,4997.79
Supermarkets ,Sales Associate,End of Season Sale,5063893.05,1847,2741.69,501.39,4998.09
Supermarkets ,Sales Associate,Exclusive Insider Offers,4854776.78,1763,2753.70,507.69,4998.93
Supermarkets ,Sales Associate,Festive Fever Promo,5081716.43,1855,2739.47,502.37,4994.70
Supermarkets ,Sales Associate,Final Call Frenzy,4949404.57,1798,2752.73,503.34,4999.96
Supermarkets ,Sales Associate,Flash Frenzy Friday,5172409.41,1867,2770.44,501.88,4997.67
Supermarkets ,Sales Associate,"Gift More, Spend Less",5102278.59,1877,2718.32,500.46,4997.79
Supermarkets ,Sales Associate,Golden Hour Bargains,4945993.69,1782,2775.53,506.16,4999.85
Supermarkets ,Sales Associate,Green Weekend Deals,5120030.97,1846,2773.58,500.74,4998.01
Supermarkets ,Sales Associate,Happy Hour Discounts,4986215.62,1774,2810.72,500.42,4994.19
Supermarkets ,Sales Associate,Holiday Shopping Rush,4913900.11,1807,2719.37,500.68,4998.76
Supermarkets ,Sales Associate,Hot Picks Promo,5078751.39,1860,2730.51,500.12,4997.12
Supermarkets ,Sales Associate,Instant Gratification Sale,4880400.56,1783,2737.18,500.95,4999.38
Supermarkets ,Sales Associate,Limited Time Treasures,5050255.79,1842,2741.72,502.69,4999.73
Supermarkets ,Sales Associate,Loyalty Rewards Blast,4941255.47,1791,2758.94,504.51,4999.26
Supermarkets ,Sales Associate,Mega Weekend Bonanza,4808770.79,1762,2729.15,502.08,4998.00
Supermarkets ,Sales Associate,Mid-Year Madness,4987020.92,1820,2740.12,506.56,4999.11
Supermarkets ,Sales Associate,Midnight Madness,5153617.29,1857,2775.24,500.72,4992.08
Supermarkets ,Sales Associate,Mystery Discount Days,5160429.63,1840,2804.58,511.29,4999.85
Supermarkets ,Sales Associate,New Arrival Showcase,5164117.36,1880,2746.87,503.53,4999.95
Supermarkets ,Sales Associate,New Product Launch Promo,5041329.68,1860,2710.39,500.19,4999.22
Supermarkets ,Sales Associate,New Year Kickoff,4770284.87,1756,2716.56,500.10,4999.63
Supermarkets ,Sales Associate,Price Drop Parade,4843665.49,1779,2722.69,504.91,4996.70
Supermarkets ,Sales Associate,Red Tag Clearance,4782840.95,1740,2748.76,500.15,4994.95
Supermarkets ,Sales Associate,Seasonal Surprise Box,5122910.72,1860,2754.25,500.52,4998.82
Supermarkets ,Sales Associate,Shop & Save Spectacular,4921748.21,1788,2752.66,500.33,4997.78
Supermarkets ,Sales Associate,Smart Shopper Week,4937517.21,1782,2770.77,502.89,4999.77
Supermarkets ,Sales Associate,Spring Refresh Event,5053220.63,1845,2738.87,501.09,4999.58
Supermarkets ,Sales Associate,Spring Splash Discounts,5093398.54,1852,2750.22,502.55,4999.08
Supermarkets ,Sales Associate,Summer Sizzle Promo,5002045.27,1838,2721.46,502.32,4991.33
Supermarkets ,Sales Associate,Super Savings Week,5216333.63,1848,2822.69,500.36,4998.75
Supermarkets ,Sales Associate,Ultimate Value Event,5247150.95,1910,2747.20,503.68,4999.13
Supermarkets ,Sales Associate,VIP Access Sale,5229303.08,1895,2759.53,502.59,4996.65
Supermarkets ,Sales Associate,Weekend Warrior Specials,4957993.89,1823,2719.69,502.66,4996.77
Supermarkets ,Sales Associate,Winter Clearance Carnival,5343222.97,1928,2771.38,509.87,4998.82
Supermarkets ,Sales Associate,Winter Wonders Sale,5049845.52,1849,2731.12,501.94,4997.89
Supermarkets ,Salesperson,12 Days of Deals,4987209.91,1824,2734.22,502.40,4993.26
Supermarkets ,Salesperson,Autumn Deals Drive,4970183.45,1810,2745.96,504.68,4997.96
Supermarkets ,Salesperson,BOGO Blitz,4974502.90,1820,2733.24,504.57,4998.46
Supermarkets ,Salesperson,Back to School Boost,4981584.66,1818,2740.15,500.13,4992.25
Supermarkets ,Salesperson,Birthday Bash Sale,4791200.24,1776,2697.75,501.52,4999.64
Supermarkets ,Salesperson,Black Friday Blowout,4952074.89,1789,2768.07,500.60,4999.91
Supermarkets ,Salesperson,Cart Crasher Campaign,5174651.23,1856,2788.07,504.51,4998.84
Supermarkets ,Salesperson,Cashback Carnival,4904505.61,1786,2746.08,502.87,4999.22
Supermarkets ,Salesperson,Clearance Countdown,4800992.47,1748,2746.56,501.31,4995.77
Supermarkets ,Salesperson,Countdown to Savings,5028690.06,1850,2718.21,500.39,4998.86
Supermarkets ,Salesperson,Customer Appreciation Week,4961087.03,1804,2750.05,503.77,4999.25
Supermarkets ,Salesperson,Cyber Monday Mania,4973828.72,1820,2732.87,504.82,4998.69
Supermarkets ,Salesperson,Deal of the Month,4882609.52,1784,2736.89,505.18,4999.96
Supermarkets ,Salesperson,Double Points Bonanza,4812629.54,1775,2711.34,504.90,4999.34
Supermarkets ,Salesperson,Early Bird Specials,4767874.18,1774,2687.64,506.07,4991.74
Supermarkets ,Salesperson,End of Season Sale,4805504.72,1754,2739.74,500.31,4999.17
Supermarkets ,Salesperson,Exclusive Insider Offers,5030796.64,1816,2770.26,501.83,4999.29
Supermarkets ,Salesperson,Festive Fever Promo,4945964.31,1862,2656.26,501.00,4998.62
Supermarkets ,Salesperson,Final Call Frenzy,4769303.37,1730,2756.82,503.00,4998.53
Supermarkets ,Salesperson,Flash Frenzy Friday,4732422.50,1725,2743.43,501.20,4998.23
Supermarkets ,Salesperson,"Gift More, Spend Less",4877754.69,1792,2721.96,500.71,4998.06
Supermarkets ,Salesperson,Golden Hour Bargains,4746328.11,1755,2704.46,500.16,4997.22
Supermarkets ,Salesperson,Green Weekend Deals,4966542.04,1788,2777.71,503.29,4997.02
Supermarkets ,Salesperson,Happy Hour Discounts,4957525.44,1817,2728.41,505.03,4998.47
Supermarkets ,Salesperson,Holiday Shopping Rush,4966117.79,1802,2755.89,505.64,4999.67
Supermarkets ,Salesperson,Hot Picks Promo,4948610.32,1762,2808.52,507.08,4995.24
Supermarkets ,Salesperson,Instant Gratification Sale,4887430.61,1781,2744.21,500.89,4999.70
Supermarkets ,Salesperson,Limited Time Treasures,4910302.32,1809,2714.37,501.46,4998.70
Supermarkets ,Salesperson,Loyalty Rewards Blast,5075601.77,1849,2745.05,502.39,4993.48
Supermarkets ,Salesperson,Mega Weekend Bonanza,4772376.44,1737,2747.48,501.48,4998.94
Supermarkets ,Salesperson,Mid-Year Madness,4776083.78,1745,2737.01,506.96,4995.65
Supermarkets ,Salesperson,Midnight Madness,5036216.34,1827,2756.55,500.93,4996.42
Supermarkets ,Salesperson,Mystery Discount Days,4871084.91,1768,2755.14,502.13,4999.55
Supermarkets ,Salesperson,New Arrival Showcase,4817008.52,1744,2762.05,504.80,4995.23
Supermarkets ,Salesperson,New Product Launch Promo,4825760.83,1739,2775.02,501.61,4998.60
Supermarkets ,Salesperson,New Year Kickoff,4994475.23,1801,2773.17,501.31,4997.66
Supermarkets ,Salesperson,Price Drop Parade,4886026.07,1741,2806.45,503.25,4999.50
Supermarkets ,Salesperson,Red Tag Clearance,4823627.68,1734,2781.79,501.79,4995.93
Supermarkets ,Salesperson,Seasonal Surprise Box,5002514.43,1809,2765.35,505.64,4998.61
Supermarkets ,Salesperson,Shop & Save Spectacular,4926101.50,1814,2715.60,500.09,4997.38
Supermarkets ,Salesperson,Smart Shopper Week,5014588.77,1838,2728.29,516.91,4999.66
Supermarkets ,Salesperson,Spring Refresh Event,4955510.88,1783,2779.31,500.43,4997.20
Supermarkets ,Salesperson,Spring Splash Discounts,4821293.69,1744,2764.50,501.80,4997.44
Supermarkets ,Salesperson,Summer Sizzle Promo,5088456.03,1840,2765.47,508.47,4998.80
Supermarkets ,Salesperson,Super Savings Week,5052323.63,1825,2768.40,505.22,4990.58
Supermarkets ,Salesperson,Ultimate Value Event,4887805.67,1756,2783.49,505.90,4997.42
Supermarkets ,Salesperson,VIP Access Sale,4998244.65,1816,2752.34,500.23,4999.48
Supermarkets ,Salesperson,Weekend Warrior Specials,5012957.94,1812,2766.53,502.46,4999.71
Supermarkets ,Salesperson,Winter Clearance Carnival,4920382.56,1782,2761.16,502.13,4999.77
Supermarkets ,Salesperson,Winter Wonders Sale,5099972.10,1846,2762.72,502.26,4999.85
Supermarkets ,Senior Salesperson,12 Days of Deals,4320515.10,1580,2734.50,501.44,4998.58
Supermarkets ,Senior Salesperson,Autumn Deals Drive,4341302.17,1573,2759.89,501.28,4999.09
Supermarkets ,Senior Salesperson,BOGO Blitz,4123344.88,1532,2691.48,503.15,4997.96
Supermarkets ,Senior Salesperson,Back to School Boost,4400712.66,1592,2764.27,505.29,4999.86
Supermarkets ,Senior Salesperson,Birthday Bash Sale,4431488.51,1585,2795.89,503.66,4997.17
Supermarkets ,Senior Salesperson,Black Friday Blowout,4319902.53,1569,2753.28,503.82,4998.72
Supermarkets ,Senior Salesperson,Cart Crasher Campaign,4408241.27,1595,2763.79,501.15,4999.82
Supermarkets ,Senior Salesperson,Cashback Carnival,4288556.25,1566,2738.54,500.51,4999.12
Supermarkets ,Senior Salesperson,Clearance Countdown,4222404.54,1554,2717.12,505.32,4995.80
Supermarkets ,Senior Salesperson,Countdown to Savings,4231231.50,1551,2728.07,503.90,4995.70
Supermarkets ,Senior Salesperson,Customer Appreciation Week,4321466.12,1578,2738.57,502.24,4997.60
Supermarkets ,Senior Salesperson,Cyber Monday Mania,4127418.89,1486,2777.54,504.44,4996.37
Supermarkets ,Senior Salesperson,Deal of the Month,4361605.74,1589,2744.87,502.57,4997.39
