brand,customer_segment,store_type,salesperson_role,campaign_name,sum_amount,count,avg_amount,min_amount,max_amount
Godrej Interio,Churn Risk,Supermarkets ,Manager,Cart Crasher Campaign,18580.87,7,2654.41,569.51,4842.44
Godrej Interio,Churn Risk,Supermarkets ,Manager,Cashback Carnival,14400.93,5,2880.19,752.30,4839.77
Godrej Interio,Churn Risk,Supermarkets ,Manager,Clearance Countdown,14945.11,6,2490.85,1067.64,4125.19
Godrej Interio,Churn Risk,Supermarkets ,Manager,Countdown to Savings,26139.34,11,2376.30,659.28,3756.39
Godrej Interio,Churn Risk,Supermarkets ,Manager,Customer Appreciation Week,16202.28,6,2700.38,1259.19,4733.24
Godrej Interio,Churn Risk,Supermarkets ,Manager,Cyber Monday Mania,22712.50,9,2523.61,1328.37,4495.56
Godrej Interio,Churn Risk,Supermarkets ,Manager,Deal of the Month,19263.15,6,3210.53,544.33,4752.91
Godrej Interio,Churn Risk,Supermarkets ,Manager,Double Points Bonanza,14883.33,8,1860.42,796.91,4228.05
Godrej Interio,Churn Risk,Supermarkets ,Manager,Early Bird Specials,10606.47,5,2121.29,1081.04,4773.32
Godrej Interio,Churn Risk,Supermarkets ,Manager,End of Season Sale,6595.80,3,2198.60,857.26,3933.71
Godrej Interio,Churn Risk,Supermarkets ,Manager,Exclusive Insider Offers,12388.89,4,3097.22,863.92,4345.67
Godrej Interio,Churn Risk,Supermarkets ,Manager,Festive Fever Promo,13052.60,5,2610.52,1278.82,4629.68
Godrej Interio,Churn Risk,Supermarkets ,Manager,Final Call Frenzy,15270.79,5,3054.16,1713.45,4622.15
Godrej Interio,Churn Risk,Supermarkets ,Manager,Flash Frenzy Friday,8184.78,3,2728.26,748.07,3726.38
Godrej Interio,Churn Risk,Supermarkets ,Manager,"Gift More, Spend Less",8455.86,4,2113.96,694.85,4681.54
Godrej Interio,Churn Risk,Supermarkets ,Manager,Golden Hour Bargains,10918.43,4,2729.61,606.55,4244.79
Godrej Interio,Churn Risk,Supermarkets ,Manager,Green Weekend Deals,11015.92,4,2753.98,845.13,4656.56
Godrej Interio,Churn Risk,Supermarkets ,Manager,Happy Hour Discounts,14506.63,6,2417.77,508.72,3874.00
Godrej Interio,Churn Risk,Supermarkets ,Manager,Holiday Shopping Rush,23343.86,9,2593.76,589.35,4573.44
Godrej Interio,Churn Risk,Supermarkets ,Manager,Hot Picks Promo,13306.20,4,3326.55,2320.24,4640.27
Godrej Interio,Churn Risk,Supermarkets ,Manager,Instant Gratification Sale,9720.89,3,3240.30,1452.06,4297.46
Godrej Interio,Churn Risk,Supermarkets ,Manager,Limited Time Treasures,6514.34,4,1628.59,558.69,2724.73
Godrej Interio,Churn Risk,Supermarkets ,Manager,Mega Weekend Bonanza,24779.43,10,2477.94,503.48,4544.50
Godrej Interio,Churn Risk,Supermarkets ,Manager,Mid-Year Madness,7263.33,4,1815.83,1394.44,2314.15
Godrej Interio,Churn Risk,Supermarkets ,Manager,Midnight Madness,6167.70,4,1541.92,1026.63,2268.73
Godrej Interio,Churn Risk,Supermarkets ,Manager,Mystery Discount Days,17575.66,6,2929.28,945.37,4995.76
Godrej Interio,Churn Risk,Supermarkets ,Manager,New Arrival Showcase,20767.36,6,3461.23,1369.47,4990.13
Godrej Interio,Churn Risk,Supermarkets ,Manager,New Product Launch Promo,24478.71,7,3496.96,2239.09,4978.75
Godrej Interio,Churn Risk,Supermarkets ,Manager,New Year Kickoff,11506.99,3,3835.66,3174.03,4469.45
Godrej Interio,Churn Risk,Supermarkets ,Manager,Price Drop Parade,8242.73,4,2060.68,747.72,4191.51
Godrej Interio,Churn Risk,Supermarkets ,Manager,Red Tag Clearance,14870.16,5,2974.03,1701.09,4468.64
Godrej Interio,Churn Risk,Supermarkets ,Manager,Seasonal Surprise Box,10595.90,4,2648.98,1428.70,4251.72
Godrej Interio,Churn Risk,Supermarkets ,Manager,Shop & Save Spectacular,9587.84,5,1917.57,1093.40,3017.41
Godrej Interio,Churn Risk,Supermarkets ,Manager,Smart Shopper Week,17720.78,6,2953.46,1600.39,4154.35
Godrej Interio,Churn Risk,Supermarkets ,Manager,Spring Refresh Event,22551.25,8,2818.91,928.74,4951.22
Godrej Interio,Churn Risk,Supermarkets ,Manager,Spring Splash Discounts,10180.83,3,3393.61,2258.18,4831.73
Godrej Interio,Churn Risk,Supermarkets ,Manager,Super Savings Week,13830.83,6,2305.14,948.39,4514.94
Godrej Interio,Churn Risk,Supermarkets ,Manager,Ultimate Value Event,10073.18,5,2014.64,503.99,4894.85
Godrej Interio,Churn Risk,Supermarkets ,Manager,VIP Access Sale,5964.15,3,1988.05,778.90,3523.67
Godrej Interio,Churn Risk,Supermarkets ,Manager,Weekend Warrior Specials,17040.60,6,2840.10,1287.00,4438.76
Godrej Interio,Churn Risk,Supermarkets ,Manager,Winter Clearance Carnival,21150.54,9,2350.06,1032.13,4451.84
Godrej Interio,Churn Risk,Supermarkets ,Manager,Winter Wonders Sale,15683.23,6,2613.87,777.81,4924.13
Godrej Interio,Churn Risk,Supermarkets ,Sales Associate,12 Days of Deals,9463.31,3,3154.44,682.27,4949.25
Godrej Interio,Churn Risk,Supermarkets ,Sales Associate,Autumn Deals Drive,30118.66,9,3346.52,771.66,4996.09
Godrej Interio,Churn Risk,Supermarkets ,Sales Associate,BOGO Blitz,15304.73,5,3060.95,1984.39,4046.40
Godrej Interio,Churn Risk,Supermarkets ,Sales Associate,Back to School Boost,26447.00,8,3305.88,1751.69,4967.67
Godrej Interio,Churn Risk,Supermarkets ,Sales Associate,Birthday Bash Sale,22572.03,7,3224.58,1916.81,4985.32
Godrej Interio,Churn Risk,Supermarkets ,Sales Associate,Black Friday Blowout,25725.12,9,2858.35,524.82,4503.88
Godrej Interio,Churn Risk,Supermarkets ,Sales Associate,Cart Crasher Campaign,10607.99,4,2652.00,1277.40,4125.47
Godrej Interio,Churn Risk,Supermarkets ,Sales Associate,Cashback Carnival,27634.17,10,2763.42,1008.36,4916.36
Godrej Interio,Churn Risk,Supermarkets ,Sales Associate,Clearance Countdown,5966.12,3,1988.71,619.07,4049.08
Godrej Interio,Churn Risk,Supermarkets ,Sales Associate,Countdown to Savings,21651.76,6,3608.63,1196.61,4875.10
Godrej Interio,Churn Risk,Supermarkets ,Sales Associate,Customer Appreciation Week,21681.88,6,3613.65,2123.01,4735.35
Godrej Interio,Churn Risk,Supermarkets ,Sales Associate,Cyber Monday Mania,17767.88,5,3553.58,1901.33,4486.06
Godrej Interio,Churn Risk,Supermarkets ,Sales Associate,Deal of the Month,13137.84,4,3284.46,1408.29,4652.82
Godrej Interio,Churn Risk,Supermarkets ,Sales Associate,Double Points Bonanza,21876.78,8,2734.60,688.71,4468.05
Godrej Interio,Churn Risk,Supermarkets ,Sales Associate,Early Bird Specials,14403.49,4,3600.87,2301.37,4905.95
Godrej Interio,Churn Risk,Supermarkets ,Sales Associate,End of Season Sale,9148.78,5,1829.76,520.33,3354.37
Godrej Interio,Churn Risk,Supermarkets ,Sales Associate,Exclusive Insider Offers,8273.92,3,2757.97,660.84,4805.01
Godrej Interio,Churn Risk,Supermarkets ,Sales Associate,Festive Fever Promo,10892.21,5,2178.44,1228.51,4072.46
Godrej Interio,Churn Risk,Supermarkets ,Sales Associate,Final Call Frenzy,20397.85,6,3399.64,2590.08,4801.57
Godrej Interio,Churn Risk,Supermarkets ,Sales Associate,Flash Frenzy Friday,11053.01,4,2763.25,922.27,4192.91
Godrej Interio,Churn Risk,Supermarkets ,Sales Associate,"Gift More, Spend Less",5982.03,2,2991.02,1376.60,4605.43
Godrej Interio,Churn Risk,Supermarkets ,Sales Associate,Green Weekend Deals,9762.57,3,3254.19,1445.55,4430.55
Godrej Interio,Churn Risk,Supermarkets ,Sales Associate,Happy Hour Discounts,7561.42,3,2520.47,892.80,3978.74
Godrej Interio,Churn Risk,Supermarkets ,Sales Associate,Holiday Shopping Rush,21690.25,11,1971.84,563.65,3202.74
Godrej Interio,Churn Risk,Supermarkets ,Sales Associate,Hot Picks Promo,24037.94,7,3433.99,602.86,4985.01
Godrej Interio,Churn Risk,Supermarkets ,Sales Associate,Instant Gratification Sale,10896.74,6,1816.12,857.90,3153.05
Godrej Interio,Churn Risk,Supermarkets ,Sales Associate,Limited Time Treasures,19026.31,9,2114.03,552.77,3564.10
Godrej Interio,Churn Risk,Supermarkets ,Sales Associate,Loyalty Rewards Blast,5974.21,3,1991.40,764.37,3970.54
Godrej Interio,Churn Risk,Supermarkets ,Sales Associate,Mega Weekend Bonanza,8547.72,4,2136.93,992.71,3191.05
Godrej Interio,Churn Risk,Supermarkets ,Sales Associate,Mid-Year Madness,15125.11,5,3025.02,1621.75,4109.30
Godrej Interio,Churn Risk,Supermarkets ,Sales Associate,Midnight Madness,9343.25,3,3114.42,1029.77,4674.81
Godrej Interio,Churn Risk,Supermarkets ,Sales Associate,Mystery Discount Days,25897.24,11,2354.29,721.48,4321.90
Godrej Interio,Churn Risk,Supermarkets ,Sales Associate,New Arrival Showcase,19624.48,7,2803.50,595.76,4912.90
Godrej Interio,Churn Risk,Supermarkets ,Sales Associate,New Product Launch Promo,7424.56,3,2474.85,1488.92,4246.92
Godrej Interio,Churn Risk,Supermarkets ,Sales Associate,New Year Kickoff,14176.80,4,3544.20,1619.32,4803.71
Godrej Interio,Churn Risk,Supermarkets ,Sales Associate,Price Drop Parade,12740.00,5,2548.00,1356.55,3991.14
Godrej Interio,Churn Risk,Supermarkets ,Sales Associate,Red Tag Clearance,6342.57,2,3171.29,2814.27,3528.30
Godrej Interio,Churn Risk,Supermarkets ,Sales Associate,Seasonal Surprise Box,10658.03,4,2664.51,1652.91,3797.99
Godrej Interio,Churn Risk,Supermarkets ,Sales Associate,Shop & Save Spectacular,18965.09,7,2709.30,935.54,4317.41
Godrej Interio,Churn Risk,Supermarkets ,Sales Associate,Smart Shopper Week,10302.40,4,2575.60,1130.51,4359.13
Godrej Interio,Churn Risk,Supermarkets ,Sales Associate,Spring Refresh Event,8274.54,3,2758.18,2219.52,3391.26
Godrej Interio,Churn Risk,Supermarkets ,Sales Associate,Spring Splash Discounts,16760.46,8,2095.06,604.56,3918.89
Godrej Interio,Churn Risk,Supermarkets ,Sales Associate,Summer Sizzle Promo,18222.27,6,3037.05,1379.72,4879.82
Godrej Interio,Churn Risk,Supermarkets ,Sales Associate,Super Savings Week,15472.81,7,2210.40,925.89,3987.75
Godrej Interio,Churn Risk,Supermarkets ,Sales Associate,Ultimate Value Event,16213.86,6,2702.31,1513.21,4876.35
Godrej Interio,Churn Risk,Supermarkets ,Sales Associate,VIP Access Sale,16773.12,6,2795.52,575.77,4285.18
Godrej Interio,Churn Risk,Supermarkets ,Sales Associate,Weekend Warrior Specials,9154.41,4,2288.60,971.30,3526.68
Godrej Interio,Churn Risk,Supermarkets ,Sales Associate,Winter Clearance Carnival,14313.68,5,2862.74,660.36,4540.78
Godrej Interio,Churn Risk,Supermarkets ,Sales Associate,Winter Wonders Sale,7842.67,3,2614.22,1744.67,3399.88
Godrej Interio,Churn Risk,Supermarkets ,Salesperson,12 Days of Deals,16741.25,8,2092.66,584.87,4678.27
Godrej Interio,Churn Risk,Supermarkets ,Salesperson,Autumn Deals Drive,11058.97,4,2764.74,916.05,4293.01
Godrej Interio,Churn Risk,Supermarkets ,Salesperson,BOGO Blitz,28337.85,7,4048.26,1882.13,4986.49
Godrej Interio,Churn Risk,Supermarkets ,Salesperson,Back to School Boost,9404.20,3,3134.73,2762.29,3512.56
Godrej Interio,Churn Risk,Supermarkets ,Salesperson,Birthday Bash Sale,11583.31,3,3861.10,3095.29,4845.04
Godrej Interio,Churn Risk,Supermarkets ,Salesperson,Black Friday Blowout,21874.83,8,2734.35,652.80,4792.50
Godrej Interio,Churn Risk,Supermarkets ,Salesperson,Cart Crasher Campaign,16610.39,5,3322.08,512.98,4889.05
Godrej Interio,Churn Risk,Supermarkets ,Salesperson,Cashback Carnival,24633.20,9,2737.02,1482.29,4689.25
Godrej Interio,Churn Risk,Supermarkets ,Salesperson,Clearance Countdown,16291.38,6,2715.23,711.05,4332.48
Godrej Interio,Churn Risk,Supermarkets ,Salesperson,Countdown to Savings,20632.39,7,2947.48,1020.53,4405.71
Godrej Interio,Churn Risk,Supermarkets ,Salesperson,Customer Appreciation Week,16531.97,5,3306.39,505.74,4867.87
Godrej Interio,Churn Risk,Supermarkets ,Salesperson,Cyber Monday Mania,13314.05,4,3328.51,2097.09,4715.16
Godrej Interio,Churn Risk,Supermarkets ,Salesperson,Deal of the Month,22568.23,9,2507.58,558.86,4983.90
Godrej Interio,Churn Risk,Supermarkets ,Salesperson,Double Points Bonanza,15817.99,6,2636.33,1431.99,4562.32
Godrej Interio,Churn Risk,Supermarkets ,Salesperson,Early Bird Specials,8018.33,3,2672.78,2038.44,3618.13
Godrej Interio,Churn Risk,Supermarkets ,Salesperson,End of Season Sale,9213.42,4,2303.35,1321.00,3623.28
Godrej Interio,Churn Risk,Supermarkets ,Salesperson,Exclusive Insider Offers,10650.34,5,2130.07,1374.35,2913.65
Godrej Interio,Churn Risk,Supermarkets ,Salesperson,Festive Fever Promo,27902.74,9,3100.30,802.76,4086.52
Godrej Interio,Churn Risk,Supermarkets ,Salesperson,Final Call Frenzy,12418.35,6,2069.72,627.55,4511.65
Godrej Interio,Churn Risk,Supermarkets ,Salesperson,Flash Frenzy Friday,15569.40,5,3113.88,543.71,4736.24
Godrej Interio,Churn Risk,Supermarkets ,Salesperson,"Gift More, Spend Less",24323.84,10,2432.38,539.75,4911.30
Godrej Interio,Churn Risk,Supermarkets ,Salesperson,Golden Hour Bargains,6712.34,2,3356.17,2157.97,4554.37
Godrej Interio,Churn Risk,Supermarkets ,Salesperson,Green Weekend Deals,18126.54,6,3021.09,1502.85,4893.56
Godrej Interio,Churn Risk,Supermarkets ,Salesperson,Happy Hour Discounts,23126.03,10,2312.60,1190.79,4838.15
Godrej Interio,Churn Risk,Supermarkets ,Salesperson,Holiday Shopping Rush,20246.70,8,2530.84,795.82,3993.39
Godrej Interio,Churn Risk,Supermarkets ,Salesperson,Hot Picks Promo,6928.94,4,1732.23,595.06,3588.16
Godrej Interio,Churn Risk,Supermarkets ,Salesperson,Instant Gratification Sale,9477.28,4,2369.32,1330.42,3831.60
Godrej Interio,Churn Risk,Supermarkets ,Salesperson,Limited Time Treasures,31459.27,11,2859.93,509.42,4930.36
Godrej Interio,Churn Risk,Supermarkets ,Salesperson,Loyalty Rewards Blast,15935.87,8,1991.98,849.09,2919.08
Godrej Interio,Churn Risk,Supermarkets ,Salesperson,Mega Weekend Bonanza,20834.21,6,3472.37,1300.55,4960.38
Godrej Interio,Churn Risk,Supermarkets ,Salesperson,Mid-Year Madness,9010.88,5,1802.18,685.84,3312.03
Godrej Interio,Churn Risk,Supermarkets ,Salesperson,Midnight Madness,20914.30,8,2614.29,950.71,3824.04
Godrej Interio,Churn Risk,Supermarkets ,Salesperson,Mystery Discount Days,13396.44,5,2679.29,1403.90,4151.20
Godrej Interio,Churn Risk,Supermarkets ,Salesperson,New Arrival Showcase,15686.87,9,1742.99,847.89,2981.39
Godrej Interio,Churn Risk,Supermarkets ,Salesperson,New Product Launch Promo,9630.88,3,3210.29,2720.19,4022.29
Godrej Interio,Churn Risk,Supermarkets ,Salesperson,New Year Kickoff,26815.89,10,2681.59,588.74,4458.52
Godrej Interio,Churn Risk,Supermarkets ,Salesperson,Price Drop Parade,17632.49,5,3526.50,1960.80,4596.25
Godrej Interio,Churn Risk,Supermarkets ,Salesperson,Red Tag Clearance,10202.46,5,2040.49,910.00,3220.32
Godrej Interio,Churn Risk,Supermarkets ,Salesperson,Seasonal Surprise Box,20791.30,6,3465.22,1296.48,4845.35
Godrej Interio,Churn Risk,Supermarkets ,Salesperson,Shop & Save Spectacular,26209.21,10,2620.92,662.79,4560.90
Godrej Interio,Churn Risk,Supermarkets ,Salesperson,Smart Shopper Week,19371.05,6,3228.51,2272.09,4845.88
Godrej Interio,Churn Risk,Supermarkets ,Salesperson,Spring Refresh Event,24872.58,8,3109.07,2691.11,3943.73
Godrej Interio,Churn Risk,Supermarkets ,Salesperson,Spring Splash Discounts,21870.04,7,3124.29,1520.54,4984.10
Godrej Interio,Churn Risk,Supermarkets ,Salesperson,Summer Sizzle Promo,12184.11,3,4061.37,3522.03,4737.50
Godrej Interio,Churn Risk,Supermarkets ,Salesperson,Super Savings Week,19850.43,6,3308.41,1841.20,4401.83
Godrej Interio,Churn Risk,Supermarkets ,Salesperson,Ultimate Value Event,14209.43,5,2841.89,762.04,4317.09
Godrej Interio,Churn Risk,Supermarkets ,Salesperson,VIP Access Sale,25557.50,8,3194.69,1329.83,4846.08
Godrej Interio,Churn Risk,Supermarkets ,Salesperson,Weekend Warrior Specials,20391.16,6,3398.53,2031.81,4866.10
Godrej Interio,Churn Risk,Supermarkets ,Salesperson,Winter Clearance Carnival,24254.73,9,2694.97,1713.62,4702.97
Godrej Interio,Churn Risk,Supermarkets ,Salesperson,Winter Wonders Sale,21120.02,9,2346.67,632.82,4625.17
Godrej Interio,Churn Risk,Supermarkets ,Senior Salesperson,12 Days of Deals,11692.18,4,2923.05,1508.17,4302.85
Godrej Interio,Churn Risk,Supermarkets ,Senior Salesperson,Autumn Deals Drive,16799.10,6,2799.85,1072.24,4657.44
Godrej Interio,Churn Risk,Supermarkets ,Senior Salesperson,Back to School Boost,15027.26,5,3005.45,1842.76,3675.65
Godrej Interio,Churn Risk,Supermarkets ,Senior Salesperson,Birthday Bash Sale,23176.64,8,2897.08,712.22,4331.01
Godrej Interio,Churn Risk,Supermarkets ,Senior Salesperson,Black Friday Blowout,21514.12,8,2689.26,1143.91,4182.65
Godrej Interio,Churn Risk,Supermarkets ,Senior Salesperson,Cart Crasher Campaign,23748.49,11,2158.95,635.34,4697.05
Godrej Interio,Churn Risk,Supermarkets ,Senior Salesperson,Cashback Carnival,13522.17,4,3380.54,2735.17,4100.09
Godrej Interio,Churn Risk,Supermarkets ,Senior Salesperson,Clearance Countdown,15627.31,5,3125.46,710.19,4664.55
Godrej Interio,Churn Risk,Supermarkets ,Senior Salesperson,Countdown to Savings,17615.51,6,2935.92,590.27,3855.71
Godrej Interio,Churn Risk,Supermarkets ,Senior Salesperson,Customer Appreciation Week,10940.64,3,3646.88,2174.01,4994.87
Godrej Interio,Churn Risk,Supermarkets ,Senior Salesperson,Cyber Monday Mania,15819.47,6,2636.58,534.57,4778.98
Godrej Interio,Churn Risk,Supermarkets ,Senior Salesperson,Deal of the Month,18972.79,7,2710.40,625.68,4284.78
Godrej Interio,Churn Risk,Supermarkets ,Senior Salesperson,Double Points Bonanza,19584.28,7,2797.75,719.98,4661.50
Godrej Interio,Churn Risk,Supermarkets ,Senior Salesperson,Early Bird Specials,7840.63,3,2613.54,1281.47,4740.15
Godrej Interio,Churn Risk,Supermarkets ,Senior Salesperson,End of Season Sale,8747.03,4,2186.76,537.06,3661.13
Godrej Interio,Churn Risk,Supermarkets ,Senior Salesperson,Festive Fever Promo,13114.82,6,2185.80,881.63,4925.25
Godrej Interio,Churn Risk,Supermarkets ,Senior Salesperson,Final Call Frenzy,16307.96,6,2717.99,2067.34,4958.70
Godrej Interio,Churn Risk,Supermarkets ,Senior Salesperson,Flash Frenzy Friday,16273.02,6,2712.17,853.42,3867.34
Godrej Interio,Churn Risk,Supermarkets ,Senior Salesperson,"Gift More, Spend Less",22292.50,6,3715.42,1471.87,4949.47
Godrej Interio,Churn Risk,Supermarkets ,Senior Salesperson,Golden Hour Bargains,23577.72,8,2947.21,1509.21,4887.38
Godrej Interio,Churn Risk,Supermarkets ,Senior Salesperson,Green Weekend Deals,13366.71,6,2227.79,630.09,3844.78
Godrej Interio,Churn Risk,Supermarkets ,Senior Salesperson,Happy Hour Discounts,26076.48,7,3725.21,2471.06,4657.05
Godrej Interio,Churn Risk,Supermarkets ,Senior Salesperson,Holiday Shopping Rush,26298.22,7,3756.89,2558.24,4584.45
Godrej Interio,Churn Risk,Supermarkets ,Senior Salesperson,Hot Picks Promo,25396.72,8,3174.59,884.39,4542.54
Godrej Interio,Churn Risk,Supermarkets ,Senior Salesperson,Instant Gratification Sale,27703.85,7,3957.69,1992.59,4965.83
Godrej Interio,Churn Risk,Supermarkets ,Senior Salesperson,Limited Time Treasures,17575.36,5,3515.07,1347.25,4496.50
Godrej Interio,Churn Risk,Supermarkets ,Senior Salesperson,Loyalty Rewards Blast,16580.86,7,2368.69,861.21,4640.49
Godrej Interio,Churn Risk,Supermarkets ,Senior Salesperson,Mega Weekend Bonanza,14949.06,5,2989.81,767.45,4743.03
Godrej Interio,Churn Risk,Supermarkets ,Senior Salesperson,Mid-Year Madness,11948.28,6,1991.38,814.84,2881.73
Godrej Interio,Churn Risk,Supermarkets ,Senior Salesperson,Midnight Madness,29724.26,7,4246.32,3327.66,4810.97
Godrej Interio,Churn Risk,Supermarkets ,Senior Salesperson,Mystery Discount Days,17832.54,8,2229.07,533.84,4395.31
Godrej Interio,Churn Risk,Supermarkets ,Senior Salesperson,New Arrival Showcase,13647.12,8,1705.89,737.25,3384.41
Godrej Interio,Churn Risk,Supermarkets ,Senior Salesperson,New Year Kickoff,10387.47,5,2077.49,891.83,4265.13
Godrej Interio,Churn Risk,Supermarkets ,Senior Salesperson,Price Drop Parade,10561.74,3,3520.58,1437.69,4951.22
Godrej Interio,Churn Risk,Supermarkets ,Senior Salesperson,Red Tag Clearance,19373.91,6,3228.99,1725.16,4072.50
Godrej Interio,Churn Risk,Supermarkets ,Senior Salesperson,Seasonal Surprise Box,14182.14,5,2836.43,1162.82,4806.47
Godrej Interio,Churn Risk,Supermarkets ,Senior Salesperson,Shop & Save Spectacular,8531.31,3,2843.77,1102.87,4304.39
Godrej Interio,Churn Risk,Supermarkets ,Senior Salesperson,Smart Shopper Week,13207.32,5,2641.46,1477.61,3941.03
Godrej Interio,Churn Risk,Supermarkets ,Senior Salesperson,Spring Refresh Event,5154.24,3,1718.08,1138.08,2649.77
Godrej Interio,Churn Risk,Supermarkets ,Senior Salesperson,Spring Splash Discounts,12217.90,4,3054.47,916.81,4406.65
Godrej Interio,Churn Risk,Supermarkets ,Senior Salesperson,Summer Sizzle Promo,12566.43,6,2094.41,915.74,3303.23
Godrej Interio,Churn Risk,Supermarkets ,Senior Salesperson,Super Savings Week,17681.54,5,3536.31,2196.26,4781.30
Godrej Interio,Churn Risk,Supermarkets ,Senior Salesperson,Ultimate Value Event,8739.10,3,2913.03,1907.75,4410.94
Godrej Interio,Churn Risk,Supermarkets ,Senior Salesperson,VIP Access Sale,15949.55,6,2658.26,816.74,4912.19
Godrej Interio,Churn Risk,Supermarkets ,Senior Salesperson,Weekend Warrior Specials,20729.07,7,2961.30,522.47,4823.28
Godrej Interio,Churn Risk,Supermarkets ,Senior Salesperson,Winter Clearance Carnival,16015.26,6,2669.21,1288.30,4722.06
Godrej Interio,Churn Risk,Supermarkets ,Senior Salesperson,Winter Wonders Sale,24540.31,8,3067.54,1192.39,4978.17
Godrej Interio,Deal Seeker,Large Malls / Complexes,Manager,12 Days of Deals,16136.57,5,3227.31,928.24,4808.45
Godrej Interio,Deal Seeker,Large Malls / Complexes,Manager,Autumn Deals Drive,13140.66,5,2628.13,1133.28,4667.65
Godrej Interio,Deal Seeker,Large Malls / Complexes,Manager,BOGO Blitz,12126.38,5,2425.28,1242.77,3545.40
Godrej Interio,Deal Seeker,Large Malls / Complexes,Manager,Back to School Boost,10283.59,6,1713.93,703.20,3095.12
Godrej Interio,Deal Seeker,Large Malls / Complexes,Manager,Birthday Bash Sale,12420.14,4,3105.03,875.22,4509.73
Godrej Interio,Deal Seeker,Large Malls / Complexes,Manager,Black Friday Blowout,15301.21,6,2550.20,740.27,4057.34
Godrej Interio,Deal Seeker,Large Malls / Complexes,Manager,Cart Crasher Campaign,18963.72,6,3160.62,1161.05,4716.62
Godrej Interio,Deal Seeker,Large Malls / Complexes,Manager,Clearance Countdown,25353.28,9,2817.03,718.78,4518.84
Godrej Interio,Deal Seeker,Large Malls / Complexes,Manager,Countdown to Savings,9409.12,3,3136.37,2465.47,3491.45
Godrej Interio,Deal Seeker,Large Malls / Complexes,Manager,Customer Appreciation Week,20887.35,8,2610.92,1070.82,4451.56
Godrej Interio,Deal Seeker,Large Malls / Complexes,Manager,Cyber Monday Mania,22821.32,7,3260.19,2339.72,4374.37
Godrej Interio,Deal Seeker,Large Malls / Complexes,Manager,Deal of the Month,17365.76,9,1929.53,643.77,4004.92
Godrej Interio,Deal Seeker,Large Malls / Complexes,Manager,Double Points Bonanza,14510.68,5,2902.14,1387.51,4773.68
Godrej Interio,Deal Seeker,Large Malls / Complexes,Manager,Early Bird Specials,24325.07,7,3475.01,1020.06,4989.67
Godrej Interio,Deal Seeker,Large Malls / Complexes,Manager,End of Season Sale,19592.05,8,2449.01,609.84,4446.77
Godrej Interio,Deal Seeker,Large Malls / Complexes,Manager,Festive Fever Promo,14685.47,5,2937.09,1836.53,4203.75
Godrej Interio,Deal Seeker,Large Malls / Complexes,Manager,Final Call Frenzy,13178.61,4,3294.65,2303.89,4105.81
Godrej Interio,Deal Seeker,Large Malls / Complexes,Manager,Flash Frenzy Friday,21835.73,7,3119.39,508.53,4677.40
Godrej Interio,Deal Seeker,Large Malls / Complexes,Manager,"Gift More, Spend Less",23542.71,6,3923.78,2758.94,4684.14
Godrej Interio,Deal Seeker,Large Malls / Complexes,Manager,Golden Hour Bargains,9111.29,4,2277.82,969.25,3887.65
Godrej Interio,Deal Seeker,Large Malls / Complexes,Manager,Green Weekend Deals,9492.34,4,2373.08,2180.27,2601.69
Godrej Interio,Deal Seeker,Large Malls / Complexes,Manager,Happy Hour Discounts,12649.59,5,2529.92,907.62,4249.39
Godrej Interio,Deal Seeker,Large Malls / Complexes,Manager,Holiday Shopping Rush,19704.86,6,3284.14,1646.56,4520.87
Godrej Interio,Deal Seeker,Large Malls / Complexes,Manager,Hot Picks Promo,22504.91,7,3214.99,738.20,4909.01
Godrej Interio,Deal Seeker,Large Malls / Complexes,Manager,Instant Gratification Sale,13960.23,6,2326.70,983.80,3598.06
Godrej Interio,Deal Seeker,Large Malls / Complexes,Manager,Limited Time Treasures,12254.70,5,2450.94,1179.15,3952.62
Godrej Interio,Deal Seeker,Large Malls / Complexes,Manager,Mega Weekend Bonanza,11509.00,4,2877.25,1391.42,4810.90
Godrej Interio,Deal Seeker,Large Malls / Complexes,Manager,Mid-Year Madness,6781.29,3,2260.43,598.85,4550.38
Godrej Interio,Deal Seeker,Large Malls / Complexes,Manager,Midnight Madness,10722.67,5,2144.53,1081.27,3275.82
Godrej Interio,Deal Seeker,Large Malls / Complexes,Manager,Mystery Discount Days,22117.11,8,2764.64,863.24,4090.61
Godrej Interio,Deal Seeker,Large Malls / Complexes,Manager,New Arrival Showcase,13070.87,5,2614.17,910.34,4224.62
Godrej Interio,Deal Seeker,Large Malls / Complexes,Manager,New Product Launch Promo,15755.85,5,3151.17,2308.62,4239.20
Godrej Interio,Deal Seeker,Large Malls / Complexes,Manager,New Year Kickoff,26304.00,9,2922.67,998.50,4947.20
Godrej Interio,Deal Seeker,Large Malls / Complexes,Manager,Price Drop Parade,15575.20,5,3115.04,1296.06,4876.88
Godrej Interio,Deal Seeker,Large Malls / Complexes,Manager,Red Tag Clearance,11670.33,5,2334.07,1212.58,3253.87
Godrej Interio,Deal Seeker,Large Malls / Complexes,Manager,Seasonal Surprise Box,7857.36,2,3928.68,3854.47,4002.89
Godrej Interio,Deal Seeker,Large Malls / Complexes,Manager,Shop & Save Spectacular,21238.30,7,3034.04,988.61,4774.42
Godrej Interio,Deal Seeker,Large Malls / Complexes,Manager,Smart Shopper Week,29438.84,11,2676.26,505.24,4760.67
