category,brand,store_type,campaign_name,sum_amount,count,avg_amount,min_amount,max_amount
Electronics,LG,Supermarkets ,Green Weekend Deals,626260.32,226,2771.06,511.69,4945.77
Electronics,LG,Supermarkets ,Happy Hour Discounts,555679.13,194,2864.33,544.20,4997.26
Electronics,LG,Supermarkets ,Holiday Shopping Rush,646465.04,243,2660.35,500.17,4985.33
Electronics,LG,Supermarkets ,Hot Picks Promo,499970.69,183,2732.08,530.65,4989.67
Electronics,LG,Supermarkets ,Instant Gratification Sale,695061.90,256,2715.09,508.23,4967.66
Electronics,LG,Supermarkets ,Limited Time Treasures,575733.47,212,2715.72,507.04,4964.31
Electronics,LG,Supermarkets ,Loyalty Rewards Blast,730397.10,271,2695.19,522.03,4984.67
Electronics,LG,Supermarkets ,Mega Weekend Bonanza,651049.00,227,2868.06,542.31,4997.14
Electronics,LG,Supermarkets ,Mid-Year Madness,641515.32,237,2706.82,511.21,4999.11
Electronics,LG,Supermarkets ,Midnight Madness,569244.21,210,2710.69,536.86,4982.47
Electronics,LG,Supermarkets ,Mystery Discount Days,688470.43,242,2844.92,504.90,4979.00
Electronics,LG,Supermarkets ,New Arrival Showcase,588636.51,208,2829.98,555.69,4991.23
Electronics,LG,Supermarkets ,New Product Launch Promo,681933.98,258,2643.15,501.76,4981.79
Electronics,LG,Supermarkets ,New Year Kickoff,701623.71,247,2840.58,504.17,4981.93
Electronics,LG,Supermarkets ,Price Drop Parade,631251.56,227,2780.84,510.90,4984.15
Electronics,LG,Supermarkets ,Red Tag Clearance,596996.73,213,2802.80,538.02,4975.67
Electronics,LG,Supermarkets ,Seasonal Surprise Box,585567.80,210,2788.42,525.64,4981.38
Electronics,LG,Supermarkets ,Shop & Save Spectacular,597756.49,227,2633.29,504.82,4984.74
Electronics,LG,Supermarkets ,Smart Shopper Week,642228.12,250,2568.91,512.34,4999.77
Electronics,LG,Supermarkets ,Spring Refresh Event,625314.87,228,2742.61,521.69,4997.79
Electronics,LG,Supermarkets ,Spring Splash Discounts,636522.26,234,2720.18,532.11,4908.27
Electronics,LG,Supermarkets ,Summer Sizzle Promo,638961.29,230,2778.09,518.11,4982.30
Electronics,LG,Supermarkets ,Super Savings Week,692283.89,235,2945.89,524.64,4975.87
Electronics,LG,Supermarkets ,Ultimate Value Event,685784.10,248,2765.26,528.30,4974.80
Electronics,LG,Supermarkets ,VIP Access Sale,640252.14,227,2820.49,519.63,4998.82
Electronics,LG,Supermarkets ,Weekend Warrior Specials,714514.89,261,2737.60,516.17,4963.08
Electronics,LG,Supermarkets ,Winter Clearance Carnival,699935.51,244,2868.59,504.20,4991.97
Electronics,LG,Supermarkets ,Winter Wonders Sale,587863.46,225,2612.73,502.26,4968.42
Electronics,Panasonic,Large Malls / Complexes,12 Days of Deals,483490.17,186,2599.41,512.15,4933.76
Electronics,Panasonic,Large Malls / Complexes,Autumn Deals Drive,657376.13,229,2870.64,503.43,4996.51
Electronics,Panasonic,Large Malls / Complexes,BOGO Blitz,680547.68,226,3011.27,515.34,4989.22
Electronics,Panasonic,Large Malls / Complexes,Back to School Boost,587796.67,216,2721.28,550.37,4974.55
Electronics,Panasonic,Large Malls / Complexes,Birthday Bash Sale,584939.74,214,2733.36,519.56,4965.57
Electronics,Panasonic,Large Malls / Complexes,Black Friday Blowout,552356.33,210,2630.27,501.86,4968.17
Electronics,Panasonic,Large Malls / Complexes,Cart Crasher Campaign,552667.05,212,2606.92,502.87,4978.46
Electronics,Panasonic,Large Malls / Complexes,Cashback Carnival,589467.84,215,2741.71,517.32,4967.62
Electronics,Panasonic,Large Malls / Complexes,Clearance Countdown,568556.40,212,2681.87,513.68,4952.71
Electronics,Panasonic,Large Malls / Complexes,Countdown to Savings,562607.81,205,2744.43,557.00,4974.65
Electronics,Panasonic,Large Malls / Complexes,Customer Appreciation Week,553201.97,200,2766.01,540.67,4986.08
Electronics,Panasonic,Large Malls / Complexes,Cyber Monday Mania,563797.21,206,2736.88,503.56,4960.28
Electronics,Panasonic,Large Malls / Complexes,Deal of the Month,637951.87,226,2822.80,502.25,4944.86
Electronics,Panasonic,Large Malls / Complexes,Double Points Bonanza,589571.49,205,2875.96,502.33,4966.34
Electronics,Panasonic,Large Malls / Complexes,Early Bird Specials,585139.54,216,2708.98,512.16,4897.88
Electronics,Panasonic,Large Malls / Complexes,End of Season Sale,588966.96,210,2804.60,502.83,4986.57
Electronics,Panasonic,Large Malls / Complexes,Exclusive Insider Offers,682380.60,230,2966.87,503.43,4991.10
Electronics,Panasonic,Large Malls / Complexes,Festive Fever Promo,555703.05,215,2584.67,510.61,4989.53
Electronics,Panasonic,Large Malls / Complexes,Final Call Frenzy,573403.06,203,2824.65,501.57,4921.09
Electronics,Panasonic,Large Malls / Complexes,Flash Frenzy Friday,566283.29,206,2748.95,541.90,4994.86
Electronics,Panasonic,Large Malls / Complexes,"Gift More, Spend Less",556961.34,209,2664.89,538.45,4976.09
Electronics,Panasonic,Large Malls / Complexes,Golden Hour Bargains,535838.88,210,2551.61,515.45,4969.28
Electronics,Panasonic,Large Malls / Complexes,Green Weekend Deals,614984.25,221,2782.73,513.19,4999.78
Electronics,Panasonic,Large Malls / Complexes,Happy Hour Discounts,647094.02,235,2753.59,532.38,4989.58
Electronics,Panasonic,Large Malls / Complexes,Holiday Shopping Rush,648326.48,220,2946.94,530.93,4999.40
Electronics,Panasonic,Large Malls / Complexes,Hot Picks Promo,493085.29,187,2636.82,502.73,4996.10
Electronics,Panasonic,Large Malls / Complexes,Instant Gratification Sale,580969.08,206,2820.24,522.99,4998.19
Electronics,Panasonic,Large Malls / Complexes,Limited Time Treasures,608165.08,216,2815.58,515.94,4960.52
Electronics,Panasonic,Large Malls / Complexes,Loyalty Rewards Blast,572570.34,215,2663.12,521.31,4972.32
Electronics,Panasonic,Large Malls / Complexes,Mega Weekend Bonanza,611327.59,219,2791.45,507.02,4980.39
Electronics,Panasonic,Large Malls / Complexes,Mid-Year Madness,552402.18,197,2804.07,526.46,4992.50
Electronics,Panasonic,Large Malls / Complexes,Midnight Madness,552986.88,211,2620.79,574.60,4983.03
Electronics,Panasonic,Large Malls / Complexes,Mystery Discount Days,675307.23,242,2790.53,500.80,4995.07
Electronics,Panasonic,Large Malls / Complexes,New Arrival Showcase,548838.49,199,2757.98,524.62,4915.81
Electronics,Panasonic,Large Malls / Complexes,New Product Launch Promo,567434.10,215,2639.23,543.16,4998.61
Electronics,Panasonic,Large Malls / Complexes,New Year Kickoff,644279.54,226,2850.79,513.88,4947.95
Electronics,Panasonic,Large Malls / Complexes,Price Drop Parade,556652.36,203,2742.13,504.47,4970.16
Electronics,Panasonic,Large Malls / Complexes,Red Tag Clearance,604186.82,220,2746.30,553.89,4990.05
Electronics,Panasonic,Large Malls / Complexes,Seasonal Surprise Box,572405.59,201,2847.79,522.75,4989.89
Electronics,Panasonic,Large Malls / Complexes,Shop & Save Spectacular,600292.49,211,2844.99,513.44,4991.54
Electronics,Panasonic,Large Malls / Complexes,Smart Shopper Week,547521.68,200,2737.61,514.89,4968.08
Electronics,Panasonic,Large Malls / Complexes,Spring Refresh Event,616986.36,222,2779.22,514.26,4999.83
Electronics,Panasonic,Large Malls / Complexes,Spring Splash Discounts,595310.64,210,2834.81,552.32,4987.50
Electronics,Panasonic,Large Malls / Complexes,Summer Sizzle Promo,581230.27,214,2716.03,512.69,4970.66
Electronics,Panasonic,Large Malls / Complexes,Super Savings Week,579359.28,212,2732.83,531.29,4995.54
Electronics,Panasonic,Large Malls / Complexes,Ultimate Value Event,542988.07,202,2688.06,507.21,4997.13
Electronics,Panasonic,Large Malls / Complexes,VIP Access Sale,602940.11,217,2778.53,507.71,4995.20
Electronics,Panasonic,Large Malls / Complexes,Weekend Warrior Specials,577507.95,199,2902.05,540.23,4979.37
Electronics,Panasonic,Large Malls / Complexes,Winter Clearance Carnival,613933.35,216,2842.28,560.33,4990.97
Electronics,Panasonic,Large Malls / Complexes,Winter Wonders Sale,510468.31,194,2631.28,501.34,4988.20
Electronics,Panasonic,Small Stores / Shops,12 Days of Deals,640394.92,230,2784.33,534.25,4996.82
Electronics,Panasonic,Small Stores / Shops,Autumn Deals Drive,587262.88,213,2757.10,500.20,4929.43
Electronics,Panasonic,Small Stores / Shops,BOGO Blitz,562056.78,213,2638.76,505.45,4970.60
Electronics,Panasonic,Small Stores / Shops,Back to School Boost,657234.36,246,2671.68,500.14,4971.07
Electronics,Panasonic,Small Stores / Shops,Birthday Bash Sale,675762.44,240,2815.68,506.88,4991.92
Electronics,Panasonic,Small Stores / Shops,Black Friday Blowout,533177.24,197,2706.48,513.16,4956.74
Electronics,Panasonic,Small Stores / Shops,Cart Crasher Campaign,590516.60,201,2937.89,503.57,4996.42
Electronics,Panasonic,Small Stores / Shops,Cashback Carnival,478097.39,187,2556.67,508.52,4903.29
Electronics,Panasonic,Small Stores / Shops,Clearance Countdown,651997.09,243,2683.12,527.67,4984.04
Electronics,Panasonic,Small Stores / Shops,Countdown to Savings,585776.98,215,2724.54,518.68,4993.48
Electronics,Panasonic,Small Stores / Shops,Customer Appreciation Week,622526.34,228,2730.38,515.73,4974.86
Electronics,Panasonic,Small Stores / Shops,Cyber Monday Mania,601369.16,216,2784.12,524.97,4986.38
Electronics,Panasonic,Small Stores / Shops,Deal of the Month,659113.09,236,2792.85,514.44,4929.87
Electronics,Panasonic,Small Stores / Shops,Double Points Bonanza,693497.69,253,2741.10,500.59,4989.40
Electronics,Panasonic,Small Stores / Shops,Early Bird Specials,681235.57,249,2735.89,512.78,4995.63
Electronics,Panasonic,Small Stores / Shops,End of Season Sale,634124.09,234,2709.93,555.82,4976.60
Electronics,Panasonic,Small Stores / Shops,Exclusive Insider Offers,604198.89,225,2685.33,516.57,4999.96
Electronics,Panasonic,Small Stores / Shops,Festive Fever Promo,579822.50,213,2722.17,500.15,4979.53
Electronics,Panasonic,Small Stores / Shops,Final Call Frenzy,666156.91,242,2752.71,501.47,4960.76
Electronics,Panasonic,Small Stores / Shops,Flash Frenzy Friday,576452.86,207,2784.80,534.32,4996.92
Electronics,Panasonic,Small Stores / Shops,"Gift More, Spend Less",720558.48,248,2905.48,517.36,4981.35
Electronics,Panasonic,Small Stores / Shops,Golden Hour Bargains,577788.17,208,2777.83,510.59,4995.35
Electronics,Panasonic,Small Stores / Shops,Green Weekend Deals,666205.07,234,2847.03,503.08,4989.11
Electronics,Panasonic,Small Stores / Shops,Happy Hour Discounts,709111.48,248,2859.32,528.07,4952.67
Electronics,Panasonic,Small Stores / Shops,Holiday Shopping Rush,676343.22,245,2760.58,509.01,4983.07
Electronics,Panasonic,Small Stores / Shops,Hot Picks Promo,633172.58,223,2839.34,533.15,4963.89
Electronics,Panasonic,Small Stores / Shops,Instant Gratification Sale,664556.87,247,2690.51,540.49,4984.14
Electronics,Panasonic,Small Stores / Shops,Limited Time Treasures,722468.59,247,2924.97,501.60,4971.07
Electronics,Panasonic,Small Stores / Shops,Loyalty Rewards Blast,586276.67,207,2832.25,507.52,4977.77
Electronics,Panasonic,Small Stores / Shops,Mega Weekend Bonanza,619793.16,229,2706.52,532.53,4996.39
Electronics,Panasonic,Small Stores / Shops,Mid-Year Madness,615857.45,225,2737.14,500.34,4994.22
Electronics,Panasonic,Small Stores / Shops,Midnight Madness,671313.21,250,2685.25,537.57,4943.94
Electronics,Panasonic,Small Stores / Shops,Mystery Discount Days,627534.36,213,2946.17,528.84,4958.83
Electronics,Panasonic,Small Stores / Shops,New Arrival Showcase,584669.61,220,2657.59,502.12,4986.80
Electronics,Panasonic,Small Stores / Shops,New Product Launch Promo,660802.67,237,2788.20,501.09,4927.55
Electronics,Panasonic,Small Stores / Shops,New Year Kickoff,602040.37,215,2800.19,575.78,4974.87
Electronics,Panasonic,Small Stores / Shops,Price Drop Parade,574816.15,214,2686.06,514.95,4994.59
Electronics,Panasonic,Small Stores / Shops,Red Tag Clearance,565705.87,210,2693.84,501.05,4993.50
Electronics,Panasonic,Small Stores / Shops,Seasonal Surprise Box,671755.10,236,2846.42,524.83,4997.91
Electronics,Panasonic,Small Stores / Shops,Shop & Save Spectacular,704951.68,259,2721.82,500.49,4996.66
Electronics,Panasonic,Small Stores / Shops,Smart Shopper Week,595506.10,228,2611.87,514.39,4942.16
Electronics,Panasonic,Small Stores / Shops,Spring Refresh Event,640927.47,222,2887.06,539.50,4997.36
Electronics,Panasonic,Small Stores / Shops,Spring Splash Discounts,636558.57,228,2791.92,542.67,4987.95
Electronics,Panasonic,Small Stores / Shops,Summer Sizzle Promo,630015.02,231,2727.34,544.05,4966.70
Electronics,Panasonic,Small Stores / Shops,Super Savings Week,625053.54,223,2802.93,506.53,4998.99
Electronics,Panasonic,Small Stores / Shops,Ultimate Value Event,637058.23,230,2769.82,560.19,4963.00
Electronics,Panasonic,Small Stores / Shops,VIP Access Sale,581022.75,223,2605.48,516.37,4945.78
Electronics,Panasonic,Small Stores / Shops,Weekend Warrior Specials,605607.28,222,2727.96,533.47,4957.31
Electronics,Panasonic,Small Stores / Shops,Winter Clearance Carnival,624948.80,213,2934.03,518.89,4988.55
Electronics,Panasonic,Small Stores / Shops,Winter Wonders Sale,595343.33,213,2795.04,510.13,4997.71
Electronics,Panasonic,Supermarkets ,12 Days of Deals,551544.15,200,2757.72,515.25,4999.60
Electronics,Panasonic,Supermarkets ,Autumn Deals Drive,617562.35,218,2832.85,537.72,4964.38
Electronics,Panasonic,Supermarkets ,BOGO Blitz,617941.34,218,2834.59,507.31,4983.60
Electronics,Panasonic,Supermarkets ,Back to School Boost,600445.44,216,2779.84,512.60,4950.78
Electronics,Panasonic,Supermarkets ,Birthday Bash Sale,574962.44,206,2791.08,500.20,4999.90
Electronics,Panasonic,Supermarkets ,Black Friday Blowout,657941.00,229,2873.10,533.25,4999.87
Electronics,Panasonic,Supermarkets ,Cart Crasher Campaign,678428.07,242,2803.42,539.92,4981.68
Electronics,Panasonic,Supermarkets ,Cashback Carnival,672326.82,234,2873.19,500.51,4988.51
Electronics,Panasonic,Supermarkets ,Clearance Countdown,714505.37,259,2758.71,537.49,4998.92
Electronics,Panasonic,Supermarkets ,Countdown to Savings,694324.34,253,2744.36,518.47,4976.09
Electronics,Panasonic,Supermarkets ,Customer Appreciation Week,636119.84,231,2753.77,535.55,4978.98
Electronics,Panasonic,Supermarkets ,Cyber Monday Mania,581374.15,217,2679.14,542.58,4967.12
Electronics,Panasonic,Supermarkets ,Deal of the Month,606808.33,231,2626.88,504.69,4997.39
Electronics,Panasonic,Supermarkets ,Double Points Bonanza,584915.63,216,2707.94,516.84,4998.12
Electronics,Panasonic,Supermarkets ,Early Bird Specials,637402.72,232,2747.43,510.97,4974.64
Electronics,Panasonic,Supermarkets ,End of Season Sale,585044.22,215,2721.14,505.63,4960.70
Electronics,Panasonic,Supermarkets ,Exclusive Insider Offers,694376.56,260,2670.68,514.36,4999.75
Electronics,Panasonic,Supermarkets ,Festive Fever Promo,691374.01,254,2721.94,507.19,4995.38
Electronics,Panasonic,Supermarkets ,Final Call Frenzy,627596.73,233,2693.55,511.07,4998.53
Electronics,Panasonic,Supermarkets ,Flash Frenzy Friday,645481.08,234,2758.47,502.31,4989.37
Electronics,Panasonic,Supermarkets ,"Gift More, Spend Less",626364.60,234,2676.77,541.91,4991.79
Electronics,Panasonic,Supermarkets ,Golden Hour Bargains,635642.49,227,2800.19,504.46,4987.21
Electronics,Panasonic,Supermarkets ,Green Weekend Deals,670932.73,221,3035.89,508.81,4993.15
Electronics,Panasonic,Supermarkets ,Happy Hour Discounts,624517.09,223,2800.53,510.62,4992.74
Electronics,Panasonic,Supermarkets ,Holiday Shopping Rush,625158.33,222,2816.03,517.71,4999.67
Electronics,Panasonic,Supermarkets ,Hot Picks Promo,675988.56,242,2793.34,525.96,4936.42
Electronics,Panasonic,Supermarkets ,Instant Gratification Sale,631217.80,229,2756.41,511.90,4984.48
Electronics,Panasonic,Supermarkets ,Limited Time Treasures,715856.93,255,2807.28,506.13,4993.69
Electronics,Panasonic,Supermarkets ,Loyalty Rewards Blast,665382.99,234,2843.52,539.35,4979.64
Electronics,Panasonic,Supermarkets ,Mega Weekend Bonanza,601906.43,219,2748.43,512.03,4998.53
Electronics,Panasonic,Supermarkets ,Mid-Year Madness,645523.76,228,2831.24,503.80,4939.48
Electronics,Panasonic,Supermarkets ,Midnight Madness,649872.15,240,2707.80,537.12,4994.98
Electronics,Panasonic,Supermarkets ,Mystery Discount Days,690524.82,254,2718.60,503.05,4983.01
Electronics,Panasonic,Supermarkets ,New Arrival Showcase,586304.64,217,2701.86,556.35,4969.72
Electronics,Panasonic,Supermarkets ,New Product Launch Promo,721127.10,245,2943.38,531.94,4994.34
Electronics,Panasonic,Supermarkets ,New Year Kickoff,724659.32,259,2797.91,501.31,4983.89
Electronics,Panasonic,Supermarkets ,Price Drop Parade,662677.94,227,2919.29,524.13,4981.91
Electronics,Panasonic,Supermarkets ,Red Tag Clearance,661298.43,245,2699.18,506.60,4989.80
Electronics,Panasonic,Supermarkets ,Seasonal Surprise Box,576968.36,218,2646.64,528.11,4946.26
Electronics,Panasonic,Supermarkets ,Shop & Save Spectacular,613717.41,224,2739.81,500.09,4997.54
Electronics,Panasonic,Supermarkets ,Smart Shopper Week,635670.67,218,2915.92,608.27,4972.76
Electronics,Panasonic,Supermarkets ,Spring Refresh Event,649418.47,237,2740.16,506.77,4983.67
Electronics,Panasonic,Supermarkets ,Spring Splash Discounts,648841.32,236,2749.33,538.70,4994.76
Electronics,Panasonic,Supermarkets ,Summer Sizzle Promo,524468.10,191,2745.91,519.30,4969.07
Electronics,Panasonic,Supermarkets ,Super Savings Week,629524.59,237,2656.22,510.02,4998.89
Electronics,Panasonic,Supermarkets ,Ultimate Value Event,709157.80,248,2859.51,518.67,4981.74
Electronics,Panasonic,Supermarkets ,VIP Access Sale,623713.64,232,2688.42,583.10,4967.20
Electronics,Panasonic,Supermarkets ,Weekend Warrior Specials,640767.57,221,2899.40,503.53,4985.78
Electronics,Panasonic,Supermarkets ,Winter Clearance Carnival,637771.05,249,2561.33,520.91,4995.61
Electronics,Panasonic,Supermarkets ,Winter Wonders Sale,590282.91,228,2588.96,509.08,4981.01
Electronics,Samsung,Large Malls / Complexes,12 Days of Deals,570728.54,203,2811.47,513.28,4992.13
Electronics,Samsung,Large Malls / Complexes,Autumn Deals Drive,612392.90,208,2944.20,502.40,4990.11
Electronics,Samsung,Large Malls / Complexes,BOGO Blitz,627227.47,228,2751.00,533.84,4991.94
Electronics,Samsung,Large Malls / Complexes,Back to School Boost,509187.12,200,2545.94,506.31,4946.08
Electronics,Samsung,Large Malls / Complexes,Birthday Bash Sale,548130.15,192,2854.84,564.96,4959.53
Electronics,Samsung,Large Malls / Complexes,Black Friday Blowout,495212.79,174,2846.05,592.45,4938.25
Electronics,Samsung,Large Malls / Complexes,Cart Crasher Campaign,552281.06,203,2720.60,513.54,4986.65
Electronics,Samsung,Large Malls / Complexes,Cashback Carnival,627632.43,231,2717.02,510.86,4995.33
Electronics,Samsung,Large Malls / Complexes,Clearance Countdown,561041.83,213,2634.00,502.39,4965.24
Electronics,Samsung,Large Malls / Complexes,Countdown to Savings,581178.24,214,2715.79,501.91,4985.72
Electronics,Samsung,Large Malls / Complexes,Customer Appreciation Week,603149.81,218,2766.74,504.71,4967.80
Electronics,Samsung,Large Malls / Complexes,Cyber Monday Mania,594443.56,227,2618.69,547.01,4999.50
Electronics,Samsung,Large Malls / Complexes,Deal of the Month,515513.97,197,2616.82,509.37,4988.21
Electronics,Samsung,Large Malls / Complexes,Double Points Bonanza,582637.89,209,2787.74,503.00,4997.02
Electronics,Samsung,Large Malls / Complexes,Early Bird Specials,662998.17,238,2785.71,523.14,4993.50
Electronics,Samsung,Large Malls / Complexes,End of Season Sale,497414.64,193,2577.28,514.69,4982.07
Electronics,Samsung,Large Malls / Complexes,Exclusive Insider Offers,568031.07,207,2744.11,523.42,4988.76
Electronics,Samsung,Large Malls / Complexes,Festive Fever Promo,558622.53,201,2779.22,542.94,4980.68
Electronics,Samsung,Large Malls / Complexes,Final Call Frenzy,575832.07,208,2768.42,535.32,4984.59
Electronics,Samsung,Large Malls / Complexes,Flash Frenzy Friday,614285.17,223,2754.64,522.07,4997.57
Electronics,Samsung,Large Malls / Complexes,"Gift More, Spend Less",493580.94,193,2557.41,507.44,4998.35
Electronics,Samsung,Large Malls / Complexes,Golden Hour Bargains,555568.19,199,2791.80,550.53,4973.89
Electronics,Samsung,Large Malls / Complexes,Green Weekend Deals,564533.80,203,2780.95,505.65,4995.60
Electronics,Samsung,Large Malls / Complexes,Happy Hour Discounts,629924.82,229,2750.76,516.29,4983.76
Electronics,Samsung,Large Malls / Complexes,Holiday Shopping Rush,530961.44,187,2839.37,501.27,4982.19
Electronics,Samsung,Large Malls / Complexes,Hot Picks Promo,540854.57,205,2638.31,514.67,4987.66
Electronics,Samsung,Large Malls / Complexes,Instant Gratification Sale,540072.88,202,2673.63,508.31,4974.59
Electronics,Samsung,Large Malls / Complexes,Limited Time Treasures,619547.15,207,2992.98,539.61,4985.37
Electronics,Samsung,Large Malls / Complexes,Loyalty Rewards Blast,557754.29,201,2774.90,507.60,4985.06
Electronics,Samsung,Large Malls / Complexes,Mega Weekend Bonanza,655902.63,240,2732.93,504.44,4971.21
Electronics,Samsung,Large Malls / Complexes,Mid-Year Madness,590503.31,218,2708.73,517.51,4977.02
Electronics,Samsung,Large Malls / Complexes,Midnight Madness,569262.05,203,2804.25,610.71,4980.81
Electronics,Samsung,Large Malls / Complexes,Mystery Discount Days,593880.38,205,2896.98,526.64,4953.10
Electronics,Samsung,Large Malls / Complexes,New Arrival Showcase,740370.56,250,2961.48,579.45,4978.80
Electronics,Samsung,Large Malls / Complexes,New Product Launch Promo,612698.90,230,2663.91,515.92,4985.56
Electronics,Samsung,Large Malls / Complexes,New Year Kickoff,562611.58,213,2641.37,501.48,4984.12
Electronics,Samsung,Large Malls / Complexes,Price Drop Parade,497379.69,181,2747.95,503.08,4972.09
Electronics,Samsung,Large Malls / Complexes,Red Tag Clearance,561297.01,218,2574.76,519.03,4974.52
Electronics,Samsung,Large Malls / Complexes,Seasonal Surprise Box,577779.70,214,2699.91,530.93,4988.43
Electronics,Samsung,Large Malls / Complexes,Shop & Save Spectacular,599996.87,223,2690.57,534.85,4977.22
Electronics,Samsung,Large Malls / Complexes,Smart Shopper Week,582609.20,209,2787.60,519.35,4958.94
Electronics,Samsung,Large Malls / Complexes,Spring Refresh Event,481238.87,177,2718.86,505.30,4982.48
Electronics,Samsung,Large Malls / Complexes,Spring Splash Discounts,584201.55,206,2835.93,504.23,4981.20
Electronics,Samsung,Large Malls / Complexes,Summer Sizzle Promo,637140.08,224,2844.38,504.32,4980.61
Electronics,Samsung,Large Malls / Complexes,Super Savings Week,595011.97,213,2793.48,538.28,4992.06
Electronics,Samsung,Large Malls / Complexes,Ultimate Value Event,583421.80,203,2874.00,517.40,4994.00
Electronics,Samsung,Large Malls / Complexes,VIP Access Sale,545347.64,195,2796.65,523.40,4992.51
Electronics,Samsung,Large Malls / Complexes,Weekend Warrior Specials,637991.23,228,2798.21,563.98,4998.12
Electronics,Samsung,Large Malls / Complexes,Winter Clearance Carnival,538074.22,202,2663.73,501.55,4959.13
Electronics,Samsung,Large Malls / Complexes,Winter Wonders Sale,557166.50,194,2871.99,531.91,4996.43
Electronics,Samsung,Small Stores / Shops,12 Days of Deals,624201.30,231,2702.17,526.45,4982.29
Electronics,Samsung,Small Stores / Shops,Autumn Deals Drive,680251.00,241,2822.62,502.24,4978.05
Electronics,Samsung,Small Stores / Shops,BOGO Blitz,571072.82,222,2572.40,501.85,4960.74
Electronics,Samsung,Small Stores / Shops,Back to School Boost,618145.21,227,2723.11,520.12,4994.30
Electronics,Samsung,Small Stores / Shops,Birthday Bash Sale,659744.67,231,2856.04,509.75,4993.29
Electronics,Samsung,Small Stores / Shops,Black Friday Blowout,705071.29,262,2691.11,504.18,4978.65
Electronics,Samsung,Small Stores / Shops,Cart Crasher Campaign,595054.62,209,2847.15,504.62,4982.40
Electronics,Samsung,Small Stores / Shops,Cashback Carnival,622357.41,240,2593.16,509.79,4998.33
Electronics,Samsung,Small Stores / Shops,Clearance Countdown,663545.15,236,2811.63,504.35,4957.94
Electronics,Samsung,Small Stores / Shops,Countdown to Savings,693679.84,245,2831.35,513.42,4979.64
Electronics,Samsung,Small Stores / Shops,Customer Appreciation Week,646719.58,226,2861.59,510.74,4937.41
Electronics,Samsung,Small Stores / Shops,Cyber Monday Mania,697179.53,232,3005.08,524.70,4999.28
Electronics,Samsung,Small Stores / Shops,Deal of the Month,606908.24,213,2849.33,524.75,4972.81
Electronics,Samsung,Small Stores / Shops,Double Points Bonanza,625265.91,225,2778.96,531.92,4997.47
Electronics,Samsung,Small Stores / Shops,Early Bird Specials,621576.97,225,2762.56,507.35,4999.11
Electronics,Samsung,Small Stores / Shops,End of Season Sale,665101.84,245,2714.70,548.22,4982.96
Electronics,Samsung,Small Stores / Shops,Exclusive Insider Offers,652542.42,240,2718.93,507.60,4979.89
Electronics,Samsung,Small Stores / Shops,Festive Fever Promo,566316.19,202,2803.55,520.71,4991.72
Electronics,Samsung,Small Stores / Shops,Final Call Frenzy,655776.39,245,2676.64,526.51,4996.78
Electronics,Samsung,Small Stores / Shops,Flash Frenzy Friday,583609.86,230,2537.43,511.56,4995.59
Electronics,Samsung,Small Stores / Shops,"Gift More, Spend Less",652198.23,234,2787.17,549.26,4997.81
Electronics,Samsung,Small Stores / Shops,Golden Hour Bargains,584757.09,216,2707.21,506.47,4925.61
Electronics,Samsung,Small Stores / Shops,Green Weekend Deals,628141.09,240,2617.25,509.29,4998.39
Electronics,Samsung,Small Stores / Shops,Happy Hour Discounts,641317.69,224,2863.03,536.64,4987.73
Electronics,Samsung,Small Stores / Shops,Holiday Shopping Rush,584632.16,215,2719.22,521.30,4986.64
Electronics,Samsung,Small Stores / Shops,Hot Picks Promo,666724.98,233,2861.48,510.19,4972.88
Electronics,Samsung,Small Stores / Shops,Instant Gratification Sale,619146.70,224,2764.05,524.20,4975.90
Electronics,Samsung,Small Stores / Shops,Limited Time Treasures,674139.25,240,2808.91,543.65,4992.37
Electronics,Samsung,Small Stores / Shops,Loyalty Rewards Blast,694971.23,248,2802.30,515.91,4927.41
Electronics,Samsung,Small Stores / Shops,Mega Weekend Bonanza,684289.07,244,2804.46,538.03,4999.69
Electronics,Samsung,Small Stores / Shops,Mid-Year Madness,697543.21,252,2768.03,595.35,4967.38
Electronics,Samsung,Small Stores / Shops,Midnight Madness,566352.53,205,2762.70,526.07,4986.24
Electronics,Samsung,Small Stores / Shops,Mystery Discount Days,634247.64,219,2896.11,523.40,4964.32
Electronics,Samsung,Small Stores / Shops,New Arrival Showcase,571432.30,213,2682.78,587.82,4996.76
Electronics,Samsung,Small Stores / Shops,New Product Launch Promo,600264.78,225,2667.84,512.28,4970.46
Electronics,Samsung,Small Stores / Shops,New Year Kickoff,598865.50,214,2798.44,559.13,4960.71
Electronics,Samsung,Small Stores / Shops,Price Drop Parade,554487.86,199,2786.37,522.60,4992.49
Electronics,Samsung,Small Stores / Shops,Red Tag Clearance,614967.52,219,2808.07,503.76,4992.26
Electronics,Samsung,Small Stores / Shops,Seasonal Surprise Box,634094.23,224,2830.78,501.42,4997.09
Electronics,Samsung,Small Stores / Shops,Shop & Save Spectacular,594232.00,216,2751.07,522.82,4993.50
Electronics,Samsung,Small Stores / Shops,Smart Shopper Week,614218.23,217,2830.50,513.30,4970.82
Electronics,Samsung,Small Stores / Shops,Spring Refresh Event,625333.00,226,2766.96,513.14,4974.15
Electronics,Samsung,Small Stores / Shops,Spring Splash Discounts,689428.02,235,2933.74,502.11,4969.33
