category,brand,customer_segment,store_type,salesperson_role,campaign_name,sum_amount,count,avg_amount,min_amount,max_amount
Clothing,Adidas,Churn Risk,Large Malls / Complexes,Sales Associate,New Product Launch Promo,7096.37,2,3548.19,3289.37,3807.00
Clothing,Adidas,Churn Risk,Large Malls / Complexes,Sales Associate,New Year Kickoff,18482.12,7,2640.30,1354.08,4069.99
Clothing,Adidas,Churn Risk,Large Malls / Complexes,Sales Associate,Red Tag Clearance,9664.09,4,2416.02,839.89,4477.38
Clothing,Adidas,Churn Risk,Large Malls / Complexes,Sales Associate,Seasonal Surprise Box,14230.09,4,3557.52,1322.72,4907.35
Clothing,Adidas,Churn Risk,Large Malls / Complexes,Sales Associate,Shop & Save Spectacular,28591.97,11,2599.27,926.93,4828.99
Clothing,Adidas,Churn Risk,Large Malls / Complexes,Sales Associate,Smart Shopper Week,22724.98,9,2525.00,1264.01,3745.78
Clothing,Adidas,Churn Risk,Large Malls / Complexes,Sales Associate,Spring Refresh Event,5119.98,4,1279.99,672.94,2336.66
Clothing,Adidas,Churn Risk,Large Malls / Complexes,Sales Associate,Spring Splash Discounts,12049.22,7,1721.32,535.63,3112.93
Clothing,Adidas,Churn Risk,Large Malls / Complexes,Sales Associate,Summer Sizzle Promo,12803.32,3,4267.77,3268.55,4899.98
Clothing,Adidas,Churn Risk,Large Malls / Complexes,Sales Associate,Super Savings Week,5179.28,2,2589.64,1609.71,3569.57
Clothing,Adidas,Churn Risk,Large Malls / Complexes,Sales Associate,Ultimate Value Event,11306.04,4,2826.51,1432.55,4515.51
Clothing,Adidas,Churn Risk,Large Malls / Complexes,Sales Associate,VIP Access Sale,7684.50,3,2561.50,1350.43,3414.78
Clothing,Adidas,Churn Risk,Large Malls / Complexes,Sales Associate,Weekend Warrior Specials,14724.74,6,2454.12,973.98,4138.61
Clothing,Adidas,Churn Risk,Large Malls / Complexes,Sales Associate,Winter Clearance Carnival,28431.73,8,3553.97,984.62,4724.41
Clothing,Adidas,Churn Risk,Large Malls / Complexes,Sales Associate,Winter Wonders Sale,22592.85,9,2510.32,660.55,4599.05
Clothing,Adidas,Churn Risk,Large Malls / Complexes,Salesperson,12 Days of Deals,11170.89,4,2792.72,1094.71,4495.84
Clothing,Adidas,Churn Risk,Large Malls / Complexes,Salesperson,Autumn Deals Drive,8993.85,3,2997.95,1571.33,4213.16
Clothing,Adidas,Churn Risk,Large Malls / Complexes,Salesperson,BOGO Blitz,23223.55,9,2580.39,979.52,3956.35
Clothing,Adidas,Churn Risk,Large Malls / Complexes,Salesperson,Back to School Boost,16321.47,5,3264.29,1888.92,3969.70
Clothing,Adidas,Churn Risk,Large Malls / Complexes,Salesperson,Birthday Bash Sale,31987.11,9,3554.12,1030.85,4957.03
Clothing,Adidas,Churn Risk,Large Malls / Complexes,Salesperson,Black Friday Blowout,14838.04,5,2967.61,1034.83,4638.34
Clothing,Adidas,Churn Risk,Large Malls / Complexes,Salesperson,Cart Crasher Campaign,22242.16,7,3177.45,1438.55,4942.50
Clothing,Adidas,Churn Risk,Large Malls / Complexes,Salesperson,Cashback Carnival,21041.82,7,3005.97,1195.27,4082.34
Clothing,Adidas,Churn Risk,Large Malls / Complexes,Salesperson,Clearance Countdown,22135.23,7,3162.18,1298.13,4871.68
Clothing,Adidas,Churn Risk,Large Malls / Complexes,Salesperson,Countdown to Savings,5787.78,3,1929.26,1564.72,2379.60
Clothing,Adidas,Churn Risk,Large Malls / Complexes,Salesperson,Customer Appreciation Week,29816.21,11,2710.56,1152.29,4285.21
Clothing,Adidas,Churn Risk,Large Malls / Complexes,Salesperson,Cyber Monday Mania,9543.27,3,3181.09,1798.85,4601.82
Clothing,Adidas,Churn Risk,Large Malls / Complexes,Salesperson,Deal of the Month,15910.97,5,3182.19,586.82,4845.59
Clothing,Adidas,Churn Risk,Large Malls / Complexes,Salesperson,Double Points Bonanza,17619.46,7,2517.07,750.74,3889.27
Clothing,Adidas,Churn Risk,Large Malls / Complexes,Salesperson,Early Bird Specials,10829.84,4,2707.46,929.21,4574.62
Clothing,Adidas,Churn Risk,Large Malls / Complexes,Salesperson,End of Season Sale,13252.84,6,2208.81,1238.44,3867.37
Clothing,Adidas,Churn Risk,Large Malls / Complexes,Salesperson,Exclusive Insider Offers,15420.70,6,2570.12,803.93,4850.81
Clothing,Adidas,Churn Risk,Large Malls / Complexes,Salesperson,Festive Fever Promo,16476.63,7,2353.80,1140.14,4083.86
Clothing,Adidas,Churn Risk,Large Malls / Complexes,Salesperson,Final Call Frenzy,20736.70,9,2304.08,1057.37,4897.76
Clothing,Adidas,Churn Risk,Large Malls / Complexes,Salesperson,Flash Frenzy Friday,22732.95,11,2066.63,753.66,3973.67
Clothing,Adidas,Churn Risk,Large Malls / Complexes,Salesperson,"Gift More, Spend Less",11134.39,5,2226.88,874.69,4506.02
Clothing,Adidas,Churn Risk,Large Malls / Complexes,Salesperson,Golden Hour Bargains,18353.28,7,2621.90,548.12,3490.39
Clothing,Adidas,Churn Risk,Large Malls / Complexes,Salesperson,Green Weekend Deals,17922.37,7,2560.34,797.81,4184.15
Clothing,Adidas,Churn Risk,Large Malls / Complexes,Salesperson,Happy Hour Discounts,25970.19,9,2885.58,653.51,4929.09
Clothing,Adidas,Churn Risk,Large Malls / Complexes,Salesperson,Holiday Shopping Rush,23653.59,8,2956.70,1375.49,4767.89
Clothing,Adidas,Churn Risk,Large Malls / Complexes,Salesperson,Hot Picks Promo,18854.19,7,2693.46,544.41,4892.47
Clothing,Adidas,Churn Risk,Large Malls / Complexes,Salesperson,Instant Gratification Sale,17828.50,6,2971.42,1056.51,4558.97
Clothing,Adidas,Churn Risk,Large Malls / Complexes,Salesperson,Limited Time Treasures,6641.78,3,2213.93,945.46,4074.37
Clothing,Adidas,Churn Risk,Large Malls / Complexes,Salesperson,Loyalty Rewards Blast,14770.45,4,3692.61,1674.74,4952.85
Clothing,Adidas,Churn Risk,Large Malls / Complexes,Salesperson,Mid-Year Madness,11846.38,6,1974.40,595.88,4347.31
Clothing,Adidas,Churn Risk,Large Malls / Complexes,Salesperson,Midnight Madness,17760.90,8,2220.11,833.13,3812.87
Clothing,Adidas,Churn Risk,Large Malls / Complexes,Salesperson,Mystery Discount Days,14384.78,5,2876.96,2079.35,4827.67
Clothing,Adidas,Churn Risk,Large Malls / Complexes,Salesperson,New Arrival Showcase,26931.16,8,3366.40,1760.59,4618.33
Clothing,Adidas,Churn Risk,Large Malls / Complexes,Salesperson,New Product Launch Promo,14149.35,5,2829.87,871.50,4999.18
Clothing,Adidas,Churn Risk,Large Malls / Complexes,Salesperson,New Year Kickoff,26506.08,8,3313.26,1035.89,4944.43
Clothing,Adidas,Churn Risk,Large Malls / Complexes,Salesperson,Price Drop Parade,12752.69,5,2550.54,1047.34,4584.76
Clothing,Adidas,Churn Risk,Large Malls / Complexes,Salesperson,Red Tag Clearance,9360.10,4,2340.02,620.15,4034.83
Clothing,Adidas,Churn Risk,Large Malls / Complexes,Salesperson,Seasonal Surprise Box,17647.72,5,3529.54,1665.23,4523.43
Clothing,Adidas,Churn Risk,Large Malls / Complexes,Salesperson,Shop & Save Spectacular,9314.39,2,4657.20,4366.24,4948.15
Clothing,Adidas,Churn Risk,Large Malls / Complexes,Salesperson,Smart Shopper Week,33973.42,11,3088.49,696.22,4998.23
Clothing,Adidas,Churn Risk,Large Malls / Complexes,Salesperson,Spring Refresh Event,14323.82,4,3580.95,2403.24,4763.52
Clothing,Adidas,Churn Risk,Large Malls / Complexes,Salesperson,Summer Sizzle Promo,7915.06,4,1978.76,1211.53,2486.64
Clothing,Adidas,Churn Risk,Large Malls / Complexes,Salesperson,Super Savings Week,22621.80,8,2827.73,1039.72,4848.66
Clothing,Adidas,Churn Risk,Large Malls / Complexes,Salesperson,Ultimate Value Event,13653.67,6,2275.61,784.07,4789.51
Clothing,Adidas,Churn Risk,Large Malls / Complexes,Salesperson,VIP Access Sale,17144.88,7,2449.27,835.20,3845.52
Clothing,Adidas,Churn Risk,Large Malls / Complexes,Salesperson,Weekend Warrior Specials,11811.99,5,2362.40,1136.91,4400.26
Clothing,Adidas,Churn Risk,Large Malls / Complexes,Salesperson,Winter Clearance Carnival,17190.46,4,4297.61,3893.21,4926.80
Clothing,Adidas,Churn Risk,Large Malls / Complexes,Salesperson,Winter Wonders Sale,10643.49,3,3547.83,2783.95,4238.39
Clothing,Adidas,Churn Risk,Large Malls / Complexes,Senior Salesperson,12 Days of Deals,13127.58,5,2625.52,948.24,4506.15
Clothing,Adidas,Churn Risk,Large Malls / Complexes,Senior Salesperson,Autumn Deals Drive,8246.33,2,4123.16,3714.95,4531.38
Clothing,Adidas,Churn Risk,Large Malls / Complexes,Senior Salesperson,Back to School Boost,15099.92,6,2516.65,1049.41,4368.70
Clothing,Adidas,Churn Risk,Large Malls / Complexes,Senior Salesperson,Birthday Bash Sale,11706.11,3,3902.04,3528.81,4557.03
Clothing,Adidas,Churn Risk,Large Malls / Complexes,Senior Salesperson,Cart Crasher Campaign,8835.46,4,2208.87,540.89,4790.39
Clothing,Adidas,Churn Risk,Large Malls / Complexes,Senior Salesperson,Cashback Carnival,22459.76,8,2807.47,1205.03,4648.21
Clothing,Adidas,Churn Risk,Large Malls / Complexes,Senior Salesperson,Clearance Countdown,6294.20,3,2098.07,842.48,3748.80
Clothing,Adidas,Churn Risk,Large Malls / Complexes,Senior Salesperson,Countdown to Savings,8864.85,3,2954.95,2002.47,4645.97
Clothing,Adidas,Churn Risk,Large Malls / Complexes,Senior Salesperson,Customer Appreciation Week,5438.78,2,2719.39,2088.51,3350.27
Clothing,Adidas,Churn Risk,Large Malls / Complexes,Senior Salesperson,Cyber Monday Mania,24095.03,7,3442.15,1845.80,4974.49
Clothing,Adidas,Churn Risk,Large Malls / Complexes,Senior Salesperson,Deal of the Month,18792.80,7,2684.69,1284.17,3561.28
Clothing,Adidas,Churn Risk,Large Malls / Complexes,Senior Salesperson,Double Points Bonanza,9213.08,3,3071.03,2785.74,3244.78
Clothing,Adidas,Churn Risk,Large Malls / Complexes,Senior Salesperson,Early Bird Specials,23267.15,7,3323.88,918.25,4839.37
Clothing,Adidas,Churn Risk,Large Malls / Complexes,Senior Salesperson,End of Season Sale,10445.40,3,3481.80,1669.45,4868.56
Clothing,Adidas,Churn Risk,Large Malls / Complexes,Senior Salesperson,Exclusive Insider Offers,21490.21,8,2686.28,828.26,4984.33
Clothing,Adidas,Churn Risk,Large Malls / Complexes,Senior Salesperson,Festive Fever Promo,19584.54,7,2797.79,1140.18,4691.75
Clothing,Adidas,Churn Risk,Large Malls / Complexes,Senior Salesperson,Final Call Frenzy,20960.66,7,2994.38,1330.08,4546.29
Clothing,Adidas,Churn Risk,Large Malls / Complexes,Senior Salesperson,Flash Frenzy Friday,21026.99,8,2628.37,1155.44,4650.29
Clothing,Adidas,Churn Risk,Large Malls / Complexes,Senior Salesperson,"Gift More, Spend Less",8659.52,3,2886.51,2501.00,3309.22
Clothing,Adidas,Churn Risk,Large Malls / Complexes,Senior Salesperson,Golden Hour Bargains,36198.63,10,3619.86,2164.89,4791.61
Clothing,Adidas,Churn Risk,Large Malls / Complexes,Senior Salesperson,Happy Hour Discounts,10411.95,5,2082.39,535.53,4994.51
Clothing,Adidas,Churn Risk,Large Malls / Complexes,Senior Salesperson,Holiday Shopping Rush,19998.41,6,3333.07,1332.17,4826.87
Clothing,Adidas,Churn Risk,Large Malls / Complexes,Senior Salesperson,Hot Picks Promo,21035.80,7,3005.11,1370.46,4472.55
Clothing,Adidas,Churn Risk,Large Malls / Complexes,Senior Salesperson,Instant Gratification Sale,29830.50,11,2711.86,925.58,4536.83
Clothing,Adidas,Churn Risk,Large Malls / Complexes,Senior Salesperson,Limited Time Treasures,13081.19,5,2616.24,1036.44,4787.02
Clothing,Adidas,Churn Risk,Large Malls / Complexes,Senior Salesperson,Loyalty Rewards Blast,26343.32,8,3292.92,929.62,4829.45
Clothing,Adidas,Churn Risk,Large Malls / Complexes,Senior Salesperson,Mega Weekend Bonanza,6288.82,3,2096.27,890.16,3274.17
Clothing,Adidas,Churn Risk,Large Malls / Complexes,Senior Salesperson,Mid-Year Madness,19884.45,6,3314.08,2213.87,4588.22
Clothing,Adidas,Churn Risk,Large Malls / Complexes,Senior Salesperson,Midnight Madness,11922.91,3,3974.30,2943.38,4509.70
Clothing,Adidas,Churn Risk,Large Malls / Complexes,Senior Salesperson,Mystery Discount Days,16488.16,6,2748.03,903.54,4796.75
Clothing,Adidas,Churn Risk,Large Malls / Complexes,Senior Salesperson,New Arrival Showcase,7556.44,2,3778.22,3502.54,4053.90
Clothing,Adidas,Churn Risk,Large Malls / Complexes,Senior Salesperson,New Product Launch Promo,19282.35,7,2754.62,1561.04,4167.15
Clothing,Adidas,Churn Risk,Large Malls / Complexes,Senior Salesperson,New Year Kickoff,14263.01,6,2377.17,634.46,4879.97
Clothing,Adidas,Churn Risk,Large Malls / Complexes,Senior Salesperson,Price Drop Parade,5288.75,2,2644.37,1025.58,4263.17
Clothing,Adidas,Churn Risk,Large Malls / Complexes,Senior Salesperson,Red Tag Clearance,6615.99,2,3307.99,2183.57,4432.42
Clothing,Adidas,Churn Risk,Large Malls / Complexes,Senior Salesperson,Seasonal Surprise Box,12777.19,4,3194.30,2773.79,3846.56
Clothing,Adidas,Churn Risk,Large Malls / Complexes,Senior Salesperson,Shop & Save Spectacular,11221.58,5,2244.32,824.75,4157.86
Clothing,Adidas,Churn Risk,Large Malls / Complexes,Senior Salesperson,Smart Shopper Week,22946.10,8,2868.26,928.16,4999.86
Clothing,Adidas,Churn Risk,Large Malls / Complexes,Senior Salesperson,Spring Refresh Event,21027.55,8,2628.44,1290.80,4597.52
Clothing,Adidas,Churn Risk,Large Malls / Complexes,Senior Salesperson,Spring Splash Discounts,14682.35,5,2936.47,905.80,4794.83
Clothing,Adidas,Churn Risk,Large Malls / Complexes,Senior Salesperson,Summer Sizzle Promo,19876.77,7,2839.54,1460.75,4766.05
Clothing,Adidas,Churn Risk,Large Malls / Complexes,Senior Salesperson,Super Savings Week,22352.26,9,2483.58,705.08,4875.54
Clothing,Adidas,Churn Risk,Large Malls / Complexes,Senior Salesperson,Ultimate Value Event,9503.70,4,2375.92,1123.11,4086.39
Clothing,Adidas,Churn Risk,Large Malls / Complexes,Senior Salesperson,VIP Access Sale,7567.37,3,2522.46,1504.42,3304.74
Clothing,Adidas,Churn Risk,Large Malls / Complexes,Senior Salesperson,Weekend Warrior Specials,14241.73,5,2848.35,1809.82,4671.73
Clothing,Adidas,Churn Risk,Large Malls / Complexes,Senior Salesperson,Winter Clearance Carnival,27076.57,8,3384.57,854.92,4485.89
Clothing,Adidas,Churn Risk,Large Malls / Complexes,Senior Salesperson,Winter Wonders Sale,10173.40,5,2034.68,846.57,3560.13
Clothing,Adidas,Churn Risk,Small Stores / Shops,Manager,12 Days of Deals,15461.22,4,3865.31,1841.90,4948.61
Clothing,Adidas,Churn Risk,Small Stores / Shops,Manager,Autumn Deals Drive,26032.95,9,2892.55,981.00,4992.48
Clothing,Adidas,Churn Risk,Small Stores / Shops,Manager,BOGO Blitz,22322.74,7,3188.96,682.76,4991.38
Clothing,Adidas,Churn Risk,Small Stores / Shops,Manager,Back to School Boost,20138.74,7,2876.96,1504.64,4217.53
Clothing,Adidas,Churn Risk,Small Stores / Shops,Manager,Birthday Bash Sale,7587.52,2,3793.76,3292.02,4295.50
Clothing,Adidas,Churn Risk,Small Stores / Shops,Manager,Black Friday Blowout,18603.82,8,2325.48,1352.61,4587.24
Clothing,Adidas,Churn Risk,Small Stores / Shops,Manager,Cart Crasher Campaign,16810.35,7,2401.48,909.80,4298.62
Clothing,Adidas,Churn Risk,Small Stores / Shops,Manager,Countdown to Savings,10041.64,4,2510.41,1072.36,4206.33
Clothing,Adidas,Churn Risk,Small Stores / Shops,Manager,Customer Appreciation Week,6772.96,2,3386.48,3335.40,3437.56
Clothing,Adidas,Churn Risk,Small Stores / Shops,Manager,Cyber Monday Mania,16749.67,6,2791.61,949.93,4200.65
Clothing,Adidas,Churn Risk,Small Stores / Shops,Manager,Deal of the Month,13176.85,5,2635.37,661.10,4144.20
Clothing,Adidas,Churn Risk,Small Stores / Shops,Manager,Double Points Bonanza,7514.00,5,1502.80,666.87,2152.93
Clothing,Adidas,Churn Risk,Small Stores / Shops,Manager,Early Bird Specials,14894.46,4,3723.61,1632.15,4995.32
Clothing,Adidas,Churn Risk,Small Stores / Shops,Manager,End of Season Sale,10096.56,4,2524.14,1141.67,4893.43
Clothing,Adidas,Churn Risk,Small Stores / Shops,Manager,Festive Fever Promo,18252.76,5,3650.55,1215.09,4826.86
Clothing,Adidas,Churn Risk,Small Stores / Shops,Manager,Final Call Frenzy,8813.49,3,2937.83,837.14,4792.71
Clothing,Adidas,Churn Risk,Small Stores / Shops,Manager,Flash Frenzy Friday,14123.35,6,2353.89,1220.46,4422.23
Clothing,Adidas,Churn Risk,Small Stores / Shops,Manager,"Gift More, Spend Less",9746.05,5,1949.21,1218.48,2794.41
Clothing,Adidas,Churn Risk,Small Stores / Shops,Manager,Golden Hour Bargains,22164.63,10,2216.46,657.59,4818.88
Clothing,Adidas,Churn Risk,Small Stores / Shops,Manager,Holiday Shopping Rush,15601.96,8,1950.25,682.24,4749.64
Clothing,Adidas,Churn Risk,Small Stores / Shops,Manager,Hot Picks Promo,13846.38,5,2769.28,747.32,4083.15
Clothing,Adidas,Churn Risk,Small Stores / Shops,Manager,Instant Gratification Sale,15967.66,5,3193.53,1081.81,4727.47
Clothing,Adidas,Churn Risk,Small Stores / Shops,Manager,Limited Time Treasures,26715.46,9,2968.38,767.19,4646.50
Clothing,Adidas,Churn Risk,Small Stores / Shops,Manager,Loyalty Rewards Blast,15018.23,4,3754.56,2218.10,4544.91
Clothing,Adidas,Churn Risk,Small Stores / Shops,Manager,Mega Weekend Bonanza,17170.46,7,2452.92,537.81,4927.17
Clothing,Adidas,Churn Risk,Small Stores / Shops,Manager,Mid-Year Madness,20505.72,6,3417.62,1506.96,4799.45
Clothing,Adidas,Churn Risk,Small Stores / Shops,Manager,Mystery Discount Days,15567.22,6,2594.54,1855.08,3829.45
Clothing,Adidas,Churn Risk,Small Stores / Shops,Manager,New Product Launch Promo,15881.76,7,2268.82,583.59,4572.99
Clothing,Adidas,Churn Risk,Small Stores / Shops,Manager,New Year Kickoff,13954.77,5,2790.95,1509.18,4860.73
Clothing,Adidas,Churn Risk,Small Stores / Shops,Manager,Price Drop Parade,25404.64,8,3175.58,882.59,4689.21
Clothing,Adidas,Churn Risk,Small Stores / Shops,Manager,Red Tag Clearance,9737.56,5,1947.51,859.62,4672.80
Clothing,Adidas,Churn Risk,Small Stores / Shops,Manager,Seasonal Surprise Box,15703.21,6,2617.20,785.02,4711.85
Clothing,Adidas,Churn Risk,Small Stores / Shops,Manager,Shop & Save Spectacular,18933.87,8,2366.73,808.44,3867.17
Clothing,Adidas,Churn Risk,Small Stores / Shops,Manager,Spring Refresh Event,8000.51,4,2000.13,534.63,3616.03
Clothing,Adidas,Churn Risk,Small Stores / Shops,Manager,Spring Splash Discounts,17603.26,6,2933.88,577.56,4690.05
Clothing,Adidas,Churn Risk,Small Stores / Shops,Manager,Summer Sizzle Promo,19991.54,8,2498.94,1340.27,3999.13
Clothing,Adidas,Churn Risk,Small Stores / Shops,Manager,Super Savings Week,30929.03,8,3866.13,2780.03,4837.76
Clothing,Adidas,Churn Risk,Small Stores / Shops,Manager,Ultimate Value Event,14441.11,6,2406.85,632.88,3615.05
Clothing,Adidas,Churn Risk,Small Stores / Shops,Manager,Weekend Warrior Specials,20584.94,6,3430.82,1760.38,4989.77
Clothing,Adidas,Churn Risk,Small Stores / Shops,Manager,Winter Clearance Carnival,11102.82,5,2220.56,631.75,4414.09
Clothing,Adidas,Churn Risk,Small Stores / Shops,Manager,Winter Wonders Sale,12705.09,6,2117.52,886.32,3198.66
Clothing,Adidas,Churn Risk,Small Stores / Shops,Sales Associate,12 Days of Deals,12537.08,5,2507.42,1819.07,3677.88
Clothing,Adidas,Churn Risk,Small Stores / Shops,Sales Associate,Autumn Deals Drive,24559.95,9,2728.88,960.26,4424.74
Clothing,Adidas,Churn Risk,Small Stores / Shops,Sales Associate,BOGO Blitz,13673.65,5,2734.73,603.08,4034.96
Clothing,Adidas,Churn Risk,Small Stores / Shops,Sales Associate,Back to School Boost,13740.58,5,2748.12,714.74,4064.40
Clothing,Adidas,Churn Risk,Small Stores / Shops,Sales Associate,Birthday Bash Sale,25364.96,7,3623.57,2858.56,4148.10
Clothing,Adidas,Churn Risk,Small Stores / Shops,Sales Associate,Black Friday Blowout,19796.33,7,2828.05,775.61,4584.10
Clothing,Adidas,Churn Risk,Small Stores / Shops,Sales Associate,Cart Crasher Campaign,6695.29,2,3347.64,3044.64,3650.65
Clothing,Adidas,Churn Risk,Small Stores / Shops,Sales Associate,Cashback Carnival,19735.65,7,2819.38,642.52,4333.75
Clothing,Adidas,Churn Risk,Small Stores / Shops,Sales Associate,Clearance Countdown,13823.50,4,3455.88,1687.20,4996.24
Clothing,Adidas,Churn Risk,Small Stores / Shops,Sales Associate,Countdown to Savings,6462.37,3,2154.12,1031.00,2976.31
Clothing,Adidas,Churn Risk,Small Stores / Shops,Sales Associate,Customer Appreciation Week,9226.07,3,3075.36,1856.49,3752.57
Clothing,Adidas,Churn Risk,Small Stores / Shops,Sales Associate,Cyber Monday Mania,13453.93,4,3363.48,2217.01,4833.44
Clothing,Adidas,Churn Risk,Small Stores / Shops,Sales Associate,Deal of the Month,20353.52,6,3392.25,1247.89,4885.72
Clothing,Adidas,Churn Risk,Small Stores / Shops,Sales Associate,Double Points Bonanza,13731.79,4,3432.95,2203.59,4415.96
Clothing,Adidas,Churn Risk,Small Stores / Shops,Sales Associate,Early Bird Specials,13031.57,4,3257.89,2135.85,4217.37
Clothing,Adidas,Churn Risk,Small Stores / Shops,Sales Associate,Exclusive Insider Offers,14452.73,6,2408.79,711.32,4873.74
Clothing,Adidas,Churn Risk,Small Stores / Shops,Sales Associate,Festive Fever Promo,10508.14,3,3502.71,1345.06,4591.62
Clothing,Adidas,Churn Risk,Small Stores / Shops,Sales Associate,Final Call Frenzy,13255.77,3,4418.59,4146.30,4709.65
Clothing,Adidas,Churn Risk,Small Stores / Shops,Sales Associate,Flash Frenzy Friday,13044.71,4,3261.18,2412.86,4875.29
Clothing,Adidas,Churn Risk,Small Stores / Shops,Sales Associate,"Gift More, Spend Less",19766.33,7,2823.76,548.68,4958.60
Clothing,Adidas,Churn Risk,Small Stores / Shops,Sales Associate,Golden Hour Bargains,14836.28,4,3709.07,3228.48,4328.53
Clothing,Adidas,Churn Risk,Small Stores / Shops,Sales Associate,Green Weekend Deals,8834.76,4,2208.69,812.98,3636.45
Clothing,Adidas,Churn Risk,Small Stores / Shops,Sales Associate,Happy Hour Discounts,20961.71,6,3493.62,2623.57,4479.40
Clothing,Adidas,Churn Risk,Small Stores / Shops,Sales Associate,Holiday Shopping Rush,29940.63,12,2495.05,593.19,4878.77
Clothing,Adidas,Churn Risk,Small Stores / Shops,Sales Associate,Hot Picks Promo,23294.03,7,3327.72,1362.91,4777.68
Clothing,Adidas,Churn Risk,Small Stores / Shops,Sales Associate,Instant Gratification Sale,8781.96,5,1756.39,631.32,3549.81
Clothing,Adidas,Churn Risk,Small Stores / Shops,Sales Associate,Limited Time Treasures,12781.48,8,1597.68,629.29,3592.34
Clothing,Adidas,Churn Risk,Small Stores / Shops,Sales Associate,Loyalty Rewards Blast,15922.44,5,3184.49,1354.37,4568.23
Clothing,Adidas,Churn Risk,Small Stores / Shops,Sales Associate,Mega Weekend Bonanza,13920.53,5,2784.11,603.23,4992.14
Clothing,Adidas,Churn Risk,Small Stores / Shops,Sales Associate,Mid-Year Madness,24095.59,8,3011.95,1574.26,4729.87
Clothing,Adidas,Churn Risk,Small Stores / Shops,Sales Associate,Midnight Madness,5558.08,2,2779.04,1598.06,3960.02
Clothing,Adidas,Churn Risk,Small Stores / Shops,Sales Associate,Mystery Discount Days,16264.73,6,2710.79,1064.75,3950.77
Clothing,Adidas,Churn Risk,Small Stores / Shops,Sales Associate,New Arrival Showcase,13721.22,4,3430.31,998.30,4988.89
Clothing,Adidas,Churn Risk,Small Stores / Shops,Sales Associate,New Product Launch Promo,17568.77,6,2928.13,718.26,4048.30
Clothing,Adidas,Churn Risk,Small Stores / Shops,Sales Associate,Price Drop Parade,8110.90,6,1351.82,983.82,1535.72
Clothing,Adidas,Churn Risk,Small Stores / Shops,Sales Associate,Red Tag Clearance,13517.98,5,2703.60,707.96,4982.81
Clothing,Adidas,Churn Risk,Small Stores / Shops,Sales Associate,Seasonal Surprise Box,8294.18,4,2073.54,632.67,3989.44
Clothing,Adidas,Churn Risk,Small Stores / Shops,Sales Associate,Shop & Save Spectacular,18341.35,6,3056.89,1120.62,4726.94
Clothing,Adidas,Churn Risk,Small Stores / Shops,Sales Associate,Smart Shopper Week,12791.27,5,2558.25,972.22,3693.48
Clothing,Adidas,Churn Risk,Small Stores / Shops,Sales Associate,Spring Refresh Event,7296.06,4,1824.02,1040.74,2346.10
Clothing,Adidas,Churn Risk,Small Stores / Shops,Sales Associate,Spring Splash Discounts,19622.66,7,2803.24,1267.03,4824.86
Clothing,Adidas,Churn Risk,Small Stores / Shops,Sales Associate,Summer Sizzle Promo,21767.78,7,3109.68,1698.15,4407.09
Clothing,Adidas,Churn Risk,Small Stores / Shops,Sales Associate,Super Savings Week,18392.08,5,3678.42,2028.20,4774.81
Clothing,Adidas,Churn Risk,Small Stores / Shops,Sales Associate,Ultimate Value Event,18799.54,6,3133.26,1150.00,4538.47
Clothing,Adidas,Churn Risk,Small Stores / Shops,Sales Associate,VIP Access Sale,14148.02,5,2829.60,2060.73,4235.47
Clothing,Adidas,Churn Risk,Small Stores / Shops,Sales Associate,Weekend Warrior Specials,6690.35,2,3345.18,2846.51,3843.84
Clothing,Adidas,Churn Risk,Small Stores / Shops,Sales Associate,Winter Clearance Carnival,8470.36,4,2117.59,1089.66,3298.55
Clothing,Adidas,Churn Risk,Small Stores / Shops,Sales Associate,Winter Wonders Sale,13705.43,6,2284.24,1036.04,4551.80
Clothing,Adidas,Churn Risk,Small Stores / Shops,Salesperson,12 Days of Deals,25575.46,8,3196.93,1647.42,4370.49
Clothing,Adidas,Churn Risk,Small Stores / Shops,Salesperson,Autumn Deals Drive,16308.05,6,2718.01,1131.04,4350.68
Clothing,Adidas,Churn Risk,Small Stores / Shops,Salesperson,BOGO Blitz,22816.29,6,3802.72,1688.90,4812.60
Clothing,Adidas,Churn Risk,Small Stores / Shops,Salesperson,Back to School Boost,20131.76,7,2875.97,760.93,4801.93
Clothing,Adidas,Churn Risk,Small Stores / Shops,Salesperson,Birthday Bash Sale,12895.82,6,2149.30,528.52,4696.94
Clothing,Adidas,Churn Risk,Small Stores / Shops,Salesperson,Black Friday Blowout,9923.40,6,1653.90,567.65,4467.25
Clothing,Adidas,Churn Risk,Small Stores / Shops,Salesperson,Cart Crasher Campaign,17234.41,8,2154.30,818.48,4231.99
Clothing,Adidas,Churn Risk,Small Stores / Shops,Salesperson,Cashback Carnival,21694.83,7,3099.26,1201.79,4729.57
Clothing,Adidas,Churn Risk,Small Stores / Shops,Salesperson,Clearance Countdown,19553.63,6,3258.94,1894.30,4293.84
Clothing,Adidas,Churn Risk,Small Stores / Shops,Salesperson,Countdown to Savings,25569.26,8,3196.16,712.98,4746.78
Clothing,Adidas,Churn Risk,Small Stores / Shops,Salesperson,Customer Appreciation Week,17256.47,7,2465.21,1300.24,4860.31
Clothing,Adidas,Churn Risk,Small Stores / Shops,Salesperson,Cyber Monday Mania,26559.79,8,3319.97,2232.95,4563.94
