brand,customer_segment,store_type,campaign_name,sum_amount,count,avg_amount,min_amount,max_amount
Britannia,First-time Buyer,Large Malls / Complexes,Super Savings Week,54960.22,18,3053.35,538.15,4604.00
Britannia,First-time Buyer,Large Malls / Complexes,Ultimate Value Event,65386.54,21,3113.64,1194.80,4804.28
Britannia,First-time Buyer,Large Malls / Complexes,VIP Access Sale,78916.48,26,3035.25,1132.91,4975.49
Britannia,First-time Buyer,Large Malls / Complexes,Weekend Warrior Specials,60019.12,24,2500.80,742.60,4893.47
Britannia,First-time Buyer,Large Malls / Complexes,Winter Clearance Carnival,57250.93,19,3013.21,1184.30,4814.36
Britannia,First-time Buyer,Large Malls / Complexes,Winter Wonders Sale,66071.16,23,2872.66,538.73,4995.24
Britannia,First-time Buyer,Small Stores / Shops,12 Days of Deals,49323.20,23,2144.49,536.58,4969.49
Britannia,First-time Buyer,Small Stores / Shops,Autumn Deals Drive,68200.17,20,3410.01,1683.30,4943.00
Britannia,First-time Buyer,Small Stores / Shops,BOGO Blitz,45494.79,17,2676.16,804.12,4754.66
Britannia,First-time Buyer,Small Stores / Shops,Back to School Boost,70913.92,26,2727.46,944.09,4910.57
Britannia,First-time Buyer,Small Stores / Shops,Birthday Bash Sale,60109.33,21,2862.35,557.62,4911.82
Britannia,First-time Buyer,Small Stores / Shops,Black Friday Blowout,65501.16,20,3275.06,947.51,4810.08
Britannia,First-time Buyer,Small Stores / Shops,Cart Crasher Campaign,46396.84,18,2577.60,881.24,4164.53
Britannia,First-time Buyer,Small Stores / Shops,Cashback Carnival,69751.93,22,3170.54,541.62,4995.88
Britannia,First-time Buyer,Small Stores / Shops,Clearance Countdown,41985.83,15,2799.06,851.34,4644.02
Britannia,First-time Buyer,Small Stores / Shops,Countdown to Savings,76870.41,25,3074.82,1325.72,4960.70
Britannia,First-time Buyer,Small Stores / Shops,Customer Appreciation Week,46423.57,18,2579.09,565.79,4761.66
Britannia,First-time Buyer,Small Stores / Shops,Cyber Monday Mania,56416.87,22,2564.40,1051.72,4999.83
Britannia,First-time Buyer,Small Stores / Shops,Deal of the Month,62568.98,26,2406.50,503.27,4725.21
Britannia,First-time Buyer,Small Stores / Shops,Double Points Bonanza,62087.62,25,2483.50,786.92,4973.65
Britannia,First-time Buyer,Small Stores / Shops,Early Bird Specials,54353.38,19,2860.70,937.44,4877.27
Britannia,First-time Buyer,Small Stores / Shops,End of Season Sale,82832.99,31,2672.03,885.17,4940.34
Britannia,First-time Buyer,Small Stores / Shops,Exclusive Insider Offers,72181.52,28,2577.91,628.16,4689.86
Britannia,First-time Buyer,Small Stores / Shops,Festive Fever Promo,50345.39,21,2397.40,523.07,4775.44
Britannia,First-time Buyer,Small Stores / Shops,Final Call Frenzy,68744.85,24,2864.37,1209.73,4971.43
Britannia,First-time Buyer,Small Stores / Shops,Flash Frenzy Friday,36916.03,14,2636.86,611.91,4861.65
Britannia,First-time Buyer,Small Stores / Shops,"Gift More, Spend Less",68583.25,29,2364.94,529.28,4793.99
Britannia,First-time Buyer,Small Stores / Shops,Golden Hour Bargains,65388.82,21,3113.75,974.15,4834.17
Britannia,First-time Buyer,Small Stores / Shops,Green Weekend Deals,45031.91,18,2501.77,646.30,4892.44
Britannia,First-time Buyer,Small Stores / Shops,Happy Hour Discounts,77668.75,25,3106.75,744.20,4931.34
Britannia,First-time Buyer,Small Stores / Shops,Holiday Shopping Rush,79052.54,30,2635.08,630.63,4926.12
Britannia,First-time Buyer,Small Stores / Shops,Hot Picks Promo,48239.95,23,2097.39,503.19,4557.98
Britannia,First-time Buyer,Small Stores / Shops,Instant Gratification Sale,88636.93,27,3282.85,546.52,4949.61
Britannia,First-time Buyer,Small Stores / Shops,Limited Time Treasures,63897.41,21,3042.73,1123.27,4583.13
Britannia,First-time Buyer,Small Stores / Shops,Loyalty Rewards Blast,70751.52,22,3215.98,1353.26,4854.41
Britannia,First-time Buyer,Small Stores / Shops,Mega Weekend Bonanza,61374.12,20,3068.71,997.78,4980.98
Britannia,First-time Buyer,Small Stores / Shops,Mid-Year Madness,53868.10,20,2693.40,512.41,4800.16
Britannia,First-time Buyer,Small Stores / Shops,Midnight Madness,38489.78,16,2405.61,591.14,4590.37
Britannia,First-time Buyer,Small Stores / Shops,Mystery Discount Days,41021.75,15,2734.78,500.94,4290.85
Britannia,First-time Buyer,Small Stores / Shops,New Arrival Showcase,84052.31,30,2801.74,720.55,4903.07
Britannia,First-time Buyer,Small Stores / Shops,New Product Launch Promo,73378.32,28,2620.65,629.58,4811.65
Britannia,First-time Buyer,Small Stores / Shops,New Year Kickoff,13142.27,9,1460.25,545.31,4701.44
Britannia,First-time Buyer,Small Stores / Shops,Price Drop Parade,41623.51,15,2774.90,691.45,4827.55
Britannia,First-time Buyer,Small Stores / Shops,Red Tag Clearance,42889.45,18,2382.75,524.27,4925.95
Britannia,First-time Buyer,Small Stores / Shops,Seasonal Surprise Box,95371.45,32,2980.36,680.58,4927.54
Britannia,First-time Buyer,Small Stores / Shops,Shop & Save Spectacular,60403.67,21,2876.37,591.48,4863.89
Britannia,First-time Buyer,Small Stores / Shops,Smart Shopper Week,67900.25,22,3086.38,512.47,4943.46
Britannia,First-time Buyer,Small Stores / Shops,Spring Refresh Event,35647.21,15,2376.48,546.51,4932.81
Britannia,First-time Buyer,Small Stores / Shops,Spring Splash Discounts,57690.54,18,3205.03,543.91,4978.38
Britannia,First-time Buyer,Small Stores / Shops,Summer Sizzle Promo,81651.17,27,3024.12,576.53,4998.54
Britannia,First-time Buyer,Small Stores / Shops,Super Savings Week,66874.09,25,2674.96,723.97,4990.76
Britannia,First-time Buyer,Small Stores / Shops,Ultimate Value Event,48079.68,19,2530.51,509.73,4518.34
Britannia,First-time Buyer,Small Stores / Shops,VIP Access Sale,71449.73,25,2857.99,511.08,4952.19
Britannia,First-time Buyer,Small Stores / Shops,Weekend Warrior Specials,54606.10,17,3212.12,612.81,4956.89
Britannia,First-time Buyer,Small Stores / Shops,Winter Clearance Carnival,59458.62,22,2702.66,668.56,4983.75
Britannia,First-time Buyer,Small Stores / Shops,Winter Wonders Sale,57935.47,22,2633.43,594.54,4691.94
Britannia,First-time Buyer,Supermarkets ,12 Days of Deals,80651.47,30,2688.38,517.30,4870.59
Britannia,First-time Buyer,Supermarkets ,Autumn Deals Drive,61169.36,19,3219.44,1108.70,4921.11
Britannia,First-time Buyer,Supermarkets ,BOGO Blitz,33496.68,14,2392.62,846.58,4768.55
Britannia,First-time Buyer,Supermarkets ,Back to School Boost,84140.36,29,2901.39,685.01,4657.80
Britannia,First-time Buyer,Supermarkets ,Birthday Bash Sale,67346.48,20,3367.32,1401.24,4997.17
Britannia,First-time Buyer,Supermarkets ,Black Friday Blowout,66728.57,24,2780.36,603.80,4865.42
Britannia,First-time Buyer,Supermarkets ,Cart Crasher Campaign,52971.89,18,2942.88,716.65,4834.74
Britannia,First-time Buyer,Supermarkets ,Cashback Carnival,62066.13,20,3103.31,602.29,4914.70
Britannia,First-time Buyer,Supermarkets ,Clearance Countdown,53644.44,20,2682.22,876.35,4939.15
Britannia,First-time Buyer,Supermarkets ,Countdown to Savings,66874.54,22,3039.75,912.99,4666.59
Britannia,First-time Buyer,Supermarkets ,Customer Appreciation Week,70432.01,24,2934.67,521.64,4626.46
Britannia,First-time Buyer,Supermarkets ,Cyber Monday Mania,57899.65,20,2894.98,823.99,4808.12
Britannia,First-time Buyer,Supermarkets ,Deal of the Month,55773.22,22,2535.15,594.08,4387.11
Britannia,First-time Buyer,Supermarkets ,Double Points Bonanza,55703.95,20,2785.20,559.70,4702.25
Britannia,First-time Buyer,Supermarkets ,Early Bird Specials,64071.38,21,3051.02,510.77,4861.05
Britannia,First-time Buyer,Supermarkets ,End of Season Sale,53610.09,21,2552.86,863.91,4970.76
Britannia,First-time Buyer,Supermarkets ,Exclusive Insider Offers,65529.19,21,3120.44,746.30,4985.52
Britannia,First-time Buyer,Supermarkets ,Festive Fever Promo,41607.28,18,2311.52,684.92,4526.70
Britannia,First-time Buyer,Supermarkets ,Final Call Frenzy,63293.50,22,2876.98,715.50,4987.51
Britannia,First-time Buyer,Supermarkets ,Flash Frenzy Friday,89101.47,28,3182.20,650.17,4908.15
Britannia,First-time Buyer,Supermarkets ,"Gift More, Spend Less",42043.71,16,2627.73,707.81,4146.54
Britannia,First-time Buyer,Supermarkets ,Golden Hour Bargains,50832.57,16,3177.04,1180.71,4566.83
Britannia,First-time Buyer,Supermarkets ,Green Weekend Deals,57388.10,23,2495.13,647.95,4704.31
Britannia,First-time Buyer,Supermarkets ,Happy Hour Discounts,59102.37,21,2814.40,646.30,4920.12
Britannia,First-time Buyer,Supermarkets ,Holiday Shopping Rush,71852.34,29,2477.67,668.27,4656.17
Britannia,First-time Buyer,Supermarkets ,Hot Picks Promo,43355.44,19,2281.87,524.13,4801.97
Britannia,First-time Buyer,Supermarkets ,Instant Gratification Sale,74497.29,28,2660.62,846.85,4929.88
Britannia,First-time Buyer,Supermarkets ,Limited Time Treasures,53755.60,22,2443.44,648.92,4974.48
Britannia,First-time Buyer,Supermarkets ,Loyalty Rewards Blast,76425.36,26,2939.44,566.09,4965.51
Britannia,First-time Buyer,Supermarkets ,Mega Weekend Bonanza,86194.49,27,3192.39,598.87,4827.88
Britannia,First-time Buyer,Supermarkets ,Mid-Year Madness,61031.36,24,2542.97,537.52,4856.54
Britannia,First-time Buyer,Supermarkets ,Midnight Madness,66596.23,28,2378.44,524.50,4643.48
Britannia,First-time Buyer,Supermarkets ,Mystery Discount Days,68887.07,23,2995.09,747.50,4958.81
Britannia,First-time Buyer,Supermarkets ,New Arrival Showcase,67066.84,28,2395.24,677.70,4759.91
Britannia,First-time Buyer,Supermarkets ,New Product Launch Promo,56382.84,19,2967.52,1328.95,4614.83
Britannia,First-time Buyer,Supermarkets ,New Year Kickoff,38772.64,17,2280.74,522.48,4515.73
Britannia,First-time Buyer,Supermarkets ,Price Drop Parade,66911.17,27,2478.19,550.10,4978.49
Britannia,First-time Buyer,Supermarkets ,Red Tag Clearance,47331.28,20,2366.56,814.80,4861.53
Britannia,First-time Buyer,Supermarkets ,Seasonal Surprise Box,40405.34,14,2886.10,734.00,4991.34
Britannia,First-time Buyer,Supermarkets ,Shop & Save Spectacular,47153.60,16,2947.10,749.33,4791.82
Britannia,First-time Buyer,Supermarkets ,Smart Shopper Week,77841.94,27,2883.03,790.78,4443.30
Britannia,First-time Buyer,Supermarkets ,Spring Refresh Event,47171.10,18,2620.62,580.55,4663.13
Britannia,First-time Buyer,Supermarkets ,Spring Splash Discounts,79026.53,31,2549.24,601.42,4988.22
Britannia,First-time Buyer,Supermarkets ,Summer Sizzle Promo,39300.21,17,2311.78,665.69,4909.06
Britannia,First-time Buyer,Supermarkets ,Super Savings Week,69481.76,23,3020.95,560.04,4875.16
Britannia,First-time Buyer,Supermarkets ,Ultimate Value Event,54890.00,22,2495.00,547.81,4862.96
Britannia,First-time Buyer,Supermarkets ,VIP Access Sale,88669.08,33,2686.94,612.67,4784.50
Britannia,First-time Buyer,Supermarkets ,Weekend Warrior Specials,70302.27,24,2929.26,760.61,4641.57
Britannia,First-time Buyer,Supermarkets ,Winter Clearance Carnival,72299.21,26,2780.74,571.65,4810.31
Britannia,First-time Buyer,Supermarkets ,Winter Wonders Sale,60641.18,21,2887.68,529.74,4856.92
Britannia,High Value,Large Malls / Complexes,12 Days of Deals,62742.94,24,2614.29,608.98,4998.87
Britannia,High Value,Large Malls / Complexes,Autumn Deals Drive,77989.07,29,2689.28,767.83,4868.19
Britannia,High Value,Large Malls / Complexes,BOGO Blitz,91898.96,31,2964.48,584.14,4992.77
Britannia,High Value,Large Malls / Complexes,Back to School Boost,36282.46,13,2790.96,612.42,4977.49
Britannia,High Value,Large Malls / Complexes,Birthday Bash Sale,38860.13,19,2045.27,538.15,4266.17
Britannia,High Value,Large Malls / Complexes,Black Friday Blowout,61996.78,25,2479.87,678.33,4287.45
Britannia,High Value,Large Malls / Complexes,Cart Crasher Campaign,53768.89,22,2444.04,589.48,4943.38
Britannia,High Value,Large Malls / Complexes,Cashback Carnival,64031.56,22,2910.53,778.26,4903.59
Britannia,High Value,Large Malls / Complexes,Clearance Countdown,65258.75,24,2719.11,533.17,4941.79
Britannia,High Value,Large Malls / Complexes,Countdown to Savings,57429.43,20,2871.47,510.60,4802.97
Britannia,High Value,Large Malls / Complexes,Customer Appreciation Week,44356.85,20,2217.84,504.57,4731.87
Britannia,High Value,Large Malls / Complexes,Cyber Monday Mania,58844.71,21,2802.13,803.14,4645.12
Britannia,High Value,Large Malls / Complexes,Deal of the Month,92892.89,30,3096.43,559.59,4930.20
Britannia,High Value,Large Malls / Complexes,Double Points Bonanza,44671.92,18,2481.77,509.38,4730.69
Britannia,High Value,Large Malls / Complexes,Early Bird Specials,94114.72,29,3245.34,998.60,4927.87
Britannia,High Value,Large Malls / Complexes,End of Season Sale,76504.82,26,2942.49,1191.90,4992.46
Britannia,High Value,Large Malls / Complexes,Exclusive Insider Offers,50624.22,19,2664.43,604.58,4872.90
Britannia,High Value,Large Malls / Complexes,Festive Fever Promo,51787.27,23,2251.62,543.13,4890.68
Britannia,High Value,Large Malls / Complexes,Final Call Frenzy,92724.23,28,3311.58,865.66,4930.83
Britannia,High Value,Large Malls / Complexes,Flash Frenzy Friday,45040.68,18,2502.26,716.87,4891.88
Britannia,High Value,Large Malls / Complexes,"Gift More, Spend Less",48220.79,20,2411.04,565.43,4713.78
Britannia,High Value,Large Malls / Complexes,Golden Hour Bargains,54774.02,20,2738.70,582.75,4918.42
Britannia,High Value,Large Malls / Complexes,Green Weekend Deals,54322.56,21,2586.79,849.16,4488.89
Britannia,High Value,Large Malls / Complexes,Happy Hour Discounts,57137.35,21,2720.83,565.90,4714.60
Britannia,High Value,Large Malls / Complexes,Holiday Shopping Rush,62930.53,20,3146.53,892.31,4801.65
Britannia,High Value,Large Malls / Complexes,Hot Picks Promo,69830.80,28,2493.96,552.27,4938.31
Britannia,High Value,Large Malls / Complexes,Instant Gratification Sale,50307.64,17,2959.27,1045.36,4836.85
Britannia,High Value,Large Malls / Complexes,Limited Time Treasures,36951.33,15,2463.42,634.32,4930.42
Britannia,High Value,Large Malls / Complexes,Loyalty Rewards Blast,45977.25,20,2298.86,658.00,4526.85
Britannia,High Value,Large Malls / Complexes,Mega Weekend Bonanza,53920.88,24,2246.70,630.37,4893.13
Britannia,High Value,Large Malls / Complexes,Mid-Year Madness,43727.64,21,2082.27,579.55,4530.05
Britannia,High Value,Large Malls / Complexes,Midnight Madness,55505.75,17,3265.04,1071.64,4882.60
Britannia,High Value,Large Malls / Complexes,Mystery Discount Days,46267.66,17,2721.63,509.55,4925.11
Britannia,High Value,Large Malls / Complexes,New Arrival Showcase,64344.76,25,2573.79,509.61,4297.62
Britannia,High Value,Large Malls / Complexes,New Product Launch Promo,81612.66,28,2914.74,544.10,4788.77
Britannia,High Value,Large Malls / Complexes,New Year Kickoff,60846.03,22,2765.73,652.65,4784.05
Britannia,High Value,Large Malls / Complexes,Price Drop Parade,58879.13,19,3098.90,1011.17,4773.81
Britannia,High Value,Large Malls / Complexes,Red Tag Clearance,45931.75,18,2551.76,756.27,4870.58
Britannia,High Value,Large Malls / Complexes,Seasonal Surprise Box,54205.97,21,2581.24,592.12,4748.81
Britannia,High Value,Large Malls / Complexes,Shop & Save Spectacular,54894.76,20,2744.74,639.93,4805.83
Britannia,High Value,Large Malls / Complexes,Smart Shopper Week,23365.04,11,2124.09,609.55,4724.04
Britannia,High Value,Large Malls / Complexes,Spring Refresh Event,75911.72,23,3300.51,1035.64,4988.05
Britannia,High Value,Large Malls / Complexes,Spring Splash Discounts,71396.07,28,2549.86,849.52,4843.52
Britannia,High Value,Large Malls / Complexes,Summer Sizzle Promo,29214.94,10,2921.49,666.66,4819.19
Britannia,High Value,Large Malls / Complexes,Super Savings Week,39630.26,16,2476.89,580.20,4627.80
Britannia,High Value,Large Malls / Complexes,Ultimate Value Event,39234.01,15,2615.60,1024.94,4980.15
Britannia,High Value,Large Malls / Complexes,VIP Access Sale,35737.87,13,2749.07,710.17,4653.51
Britannia,High Value,Large Malls / Complexes,Weekend Warrior Specials,49189.89,17,2893.52,593.90,4964.48
Britannia,High Value,Large Malls / Complexes,Winter Clearance Carnival,55536.89,17,3266.88,554.19,4956.81
Britannia,High Value,Large Malls / Complexes,Winter Wonders Sale,43923.57,15,2928.24,984.76,4841.48
Britannia,High Value,Small Stores / Shops,12 Days of Deals,66969.24,28,2391.76,727.51,4929.64
Britannia,High Value,Small Stores / Shops,Autumn Deals Drive,63745.51,23,2771.54,596.31,4941.48
Britannia,High Value,Small Stores / Shops,BOGO Blitz,62165.65,23,2702.85,812.70,4981.67
Britannia,High Value,Small Stores / Shops,Back to School Boost,68868.00,24,2869.50,894.78,4992.48
Britannia,High Value,Small Stores / Shops,Birthday Bash Sale,56833.78,21,2706.37,1084.46,4883.64
Britannia,High Value,Small Stores / Shops,Black Friday Blowout,57947.13,18,3219.28,565.85,4804.58
Britannia,High Value,Small Stores / Shops,Cart Crasher Campaign,66699.91,26,2565.38,566.55,4242.94
Britannia,High Value,Small Stores / Shops,Cashback Carnival,47874.94,19,2519.73,728.01,4784.75
Britannia,High Value,Small Stores / Shops,Clearance Countdown,82969.89,28,2963.21,604.03,4964.96
Britannia,High Value,Small Stores / Shops,Countdown to Savings,56429.12,23,2453.44,513.20,4819.94
Britannia,High Value,Small Stores / Shops,Customer Appreciation Week,80717.89,25,3228.72,776.89,4836.25
Britannia,High Value,Small Stores / Shops,Cyber Monday Mania,61039.45,22,2774.52,504.09,4784.08
Britannia,High Value,Small Stores / Shops,Deal of the Month,64868.98,29,2236.86,508.50,4764.08
Britannia,High Value,Small Stores / Shops,Double Points Bonanza,90589.98,29,3123.79,843.29,4967.01
Britannia,High Value,Small Stores / Shops,Early Bird Specials,44816.08,17,2636.24,1027.16,4955.84
Britannia,High Value,Small Stores / Shops,End of Season Sale,61933.60,25,2477.34,548.97,4472.82
Britannia,High Value,Small Stores / Shops,Exclusive Insider Offers,71811.85,24,2992.16,515.78,4998.29
Britannia,High Value,Small Stores / Shops,Festive Fever Promo,38087.66,15,2539.18,555.69,4941.21
Britannia,High Value,Small Stores / Shops,Final Call Frenzy,52626.81,17,3095.69,956.80,4951.81
Britannia,High Value,Small Stores / Shops,Flash Frenzy Friday,59837.51,20,2991.88,1047.36,4948.22
Britannia,High Value,Small Stores / Shops,"Gift More, Spend Less",74471.11,25,2978.84,623.72,4273.40
Britannia,High Value,Small Stores / Shops,Golden Hour Bargains,81705.91,27,3026.14,533.31,4981.31
Britannia,High Value,Small Stores / Shops,Green Weekend Deals,51212.16,20,2560.61,772.23,4957.63
Britannia,High Value,Small Stores / Shops,Happy Hour Discounts,60599.76,19,3189.46,936.72,4916.84
Britannia,High Value,Small Stores / Shops,Holiday Shopping Rush,72217.90,24,3009.08,536.22,4917.14
Britannia,High Value,Small Stores / Shops,Hot Picks Promo,78738.92,30,2624.63,642.46,4886.91
Britannia,High Value,Small Stores / Shops,Instant Gratification Sale,63829.43,23,2775.19,629.47,4669.09
Britannia,High Value,Small Stores / Shops,Limited Time Treasures,82669.59,29,2850.68,569.51,4984.48
Britannia,High Value,Small Stores / Shops,Loyalty Rewards Blast,70326.71,23,3057.68,555.92,4989.61
Britannia,High Value,Small Stores / Shops,Mega Weekend Bonanza,57394.45,22,2608.84,950.57,4570.03
Britannia,High Value,Small Stores / Shops,Mid-Year Madness,41496.17,15,2766.41,565.36,4712.45
Britannia,High Value,Small Stores / Shops,Midnight Madness,70405.83,25,2816.23,547.91,4800.18
Britannia,High Value,Small Stores / Shops,Mystery Discount Days,52362.91,19,2755.94,654.23,4789.23
Britannia,High Value,Small Stores / Shops,New Arrival Showcase,50502.54,17,2970.74,1036.92,4968.88
Britannia,High Value,Small Stores / Shops,New Product Launch Promo,83355.36,27,3087.24,504.86,4584.58
Britannia,High Value,Small Stores / Shops,New Year Kickoff,61347.04,21,2921.29,508.27,4869.25
Britannia,High Value,Small Stores / Shops,Price Drop Parade,85559.35,29,2950.32,936.03,4975.62
Britannia,High Value,Small Stores / Shops,Red Tag Clearance,71946.03,25,2877.84,704.47,4965.97
Britannia,High Value,Small Stores / Shops,Seasonal Surprise Box,76952.74,27,2850.10,806.57,4811.41
Britannia,High Value,Small Stores / Shops,Shop & Save Spectacular,77236.18,28,2758.44,592.13,4971.64
Britannia,High Value,Small Stores / Shops,Smart Shopper Week,69124.44,22,3142.02,753.22,4773.58
Britannia,High Value,Small Stores / Shops,Spring Refresh Event,87941.50,30,2931.38,534.69,4877.62
Britannia,High Value,Small Stores / Shops,Spring Splash Discounts,47802.78,17,2811.93,533.58,4820.22
Britannia,High Value,Small Stores / Shops,Summer Sizzle Promo,58640.07,22,2665.46,747.95,4884.38
Britannia,High Value,Small Stores / Shops,Super Savings Week,51855.08,17,3050.30,1228.48,4959.95
Britannia,High Value,Small Stores / Shops,Ultimate Value Event,81892.00,27,3033.04,984.82,4683.77
Britannia,High Value,Small Stores / Shops,VIP Access Sale,50365.54,20,2518.28,644.90,4965.21
Britannia,High Value,Small Stores / Shops,Weekend Warrior Specials,49883.99,20,2494.20,565.21,4993.10
Britannia,High Value,Small Stores / Shops,Winter Clearance Carnival,50202.80,19,2642.25,556.50,4940.83
Britannia,High Value,Small Stores / Shops,Winter Wonders Sale,71982.17,28,2570.79,680.00,4874.58
Britannia,High Value,Supermarkets ,12 Days of Deals,84159.44,29,2902.05,607.87,4891.35
Britannia,High Value,Supermarkets ,Autumn Deals Drive,94422.10,32,2950.69,756.09,4787.17
Britannia,High Value,Supermarkets ,BOGO Blitz,66653.19,25,2666.13,785.22,4893.08
Britannia,High Value,Supermarkets ,Back to School Boost,83035.64,31,2678.57,817.22,4770.56
Britannia,High Value,Supermarkets ,Birthday Bash Sale,47705.64,19,2510.82,875.83,4521.97
Britannia,High Value,Supermarkets ,Black Friday Blowout,66678.88,23,2899.08,1119.10,4794.71
Britannia,High Value,Supermarkets ,Cart Crasher Campaign,64490.71,23,2803.94,647.74,4696.95
Britannia,High Value,Supermarkets ,Cashback Carnival,51979.49,20,2598.97,531.43,4698.99
Britannia,High Value,Supermarkets ,Clearance Countdown,83685.30,26,3218.67,557.37,4797.43
Britannia,High Value,Supermarkets ,Countdown to Savings,61247.00,21,2916.52,771.15,4745.99
Britannia,High Value,Supermarkets ,Customer Appreciation Week,76723.70,30,2557.46,628.64,4728.79
Britannia,High Value,Supermarkets ,Cyber Monday Mania,32013.41,12,2667.78,969.33,4660.86
Britannia,High Value,Supermarkets ,Deal of the Month,84786.18,31,2735.04,579.10,4961.60
Britannia,High Value,Supermarkets ,Double Points Bonanza,67788.18,23,2947.31,919.40,4913.46
Britannia,High Value,Supermarkets ,Early Bird Specials,86398.74,31,2787.06,593.13,4853.41
Britannia,High Value,Supermarkets ,End of Season Sale,55233.90,19,2907.05,584.47,4859.26
Britannia,High Value,Supermarkets ,Exclusive Insider Offers,52219.15,20,2610.96,1093.01,4837.42
Britannia,High Value,Supermarkets ,Festive Fever Promo,56651.96,27,2098.22,812.48,4946.66
Britannia,High Value,Supermarkets ,Final Call Frenzy,61509.69,25,2460.39,542.89,4648.29
Britannia,High Value,Supermarkets ,Flash Frenzy Friday,39098.01,17,2299.88,595.30,4311.18
Britannia,High Value,Supermarkets ,"Gift More, Spend Less",72236.37,24,3009.85,1001.36,4906.37
Britannia,High Value,Supermarkets ,Golden Hour Bargains,64244.26,21,3059.25,761.78,4611.29
Britannia,High Value,Supermarkets ,Green Weekend Deals,79273.19,29,2733.56,509.92,4963.60
Britannia,High Value,Supermarkets ,Happy Hour Discounts,65998.11,29,2275.80,571.02,4234.64
Britannia,High Value,Supermarkets ,Holiday Shopping Rush,50593.98,20,2529.70,1002.32,4406.32
Britannia,High Value,Supermarkets ,Hot Picks Promo,109853.47,40,2746.34,548.94,4810.33
Britannia,High Value,Supermarkets ,Instant Gratification Sale,58714.59,21,2795.93,655.54,4988.57
Britannia,High Value,Supermarkets ,Limited Time Treasures,93875.97,35,2682.17,566.56,4862.35
Britannia,High Value,Supermarkets ,Loyalty Rewards Blast,67884.52,24,2828.52,594.39,4940.95
Britannia,High Value,Supermarkets ,Mega Weekend Bonanza,72179.71,25,2887.19,507.42,4611.84
Britannia,High Value,Supermarkets ,Mid-Year Madness,61000.13,23,2652.18,709.11,4962.63
Britannia,High Value,Supermarkets ,Midnight Madness,60567.19,23,2633.36,771.39,4509.12
Britannia,High Value,Supermarkets ,Mystery Discount Days,59518.28,23,2587.75,853.11,4376.13
Britannia,High Value,Supermarkets ,New Arrival Showcase,76623.63,27,2837.91,590.54,4710.15
Britannia,High Value,Supermarkets ,New Product Launch Promo,74828.24,29,2580.28,842.08,4961.71
Britannia,High Value,Supermarkets ,New Year Kickoff,52542.32,19,2765.39,1011.40,4741.10
Britannia,High Value,Supermarkets ,Price Drop Parade,77367.31,29,2667.84,600.35,4841.19
Britannia,High Value,Supermarkets ,Red Tag Clearance,63847.52,22,2902.16,602.29,4927.77
Britannia,High Value,Supermarkets ,Seasonal Surprise Box,79039.83,28,2822.85,504.60,4804.32
Britannia,High Value,Supermarkets ,Shop & Save Spectacular,53412.00,21,2543.43,647.80,4445.23
Britannia,High Value,Supermarkets ,Smart Shopper Week,74648.57,31,2408.02,604.60,4994.27
Britannia,High Value,Supermarkets ,Spring Refresh Event,73371.87,28,2620.42,811.21,4972.86
Britannia,High Value,Supermarkets ,Spring Splash Discounts,74102.39,22,3368.29,527.46,4962.78
Britannia,High Value,Supermarkets ,Summer Sizzle Promo,72004.48,26,2769.40,523.99,4902.16
Britannia,High Value,Supermarkets ,Super Savings Week,73283.86,26,2818.61,512.49,4987.66
Britannia,High Value,Supermarkets ,Ultimate Value Event,78908.37,28,2818.16,607.06,4853.58
Britannia,High Value,Supermarkets ,VIP Access Sale,61779.40,21,2941.88,875.87,4957.34
Britannia,High Value,Supermarkets ,Weekend Warrior Specials,54776.99,22,2489.86,750.97,4581.06
Britannia,High Value,Supermarkets ,Winter Clearance Carnival,73999.61,25,2959.98,661.05,4647.98
Britannia,High Value,Supermarkets ,Winter Wonders Sale,92397.52,34,2717.57,538.61,4991.71
Britannia,In-Store Regular,Large Malls / Complexes,12 Days of Deals,39193.45,16,2449.59,741.35,4567.98
Britannia,In-Store Regular,Large Malls / Complexes,Autumn Deals Drive,42262.51,15,2817.50,1123.17,4510.43
Britannia,In-Store Regular,Large Malls / Complexes,BOGO Blitz,66938.67,21,3187.56,536.40,4961.76
Britannia,In-Store Regular,Large Malls / Complexes,Back to School Boost,73846.52,29,2546.43,619.53,4948.15
Britannia,In-Store Regular,Large Malls / Complexes,Birthday Bash Sale,66602.58,30,2220.09,546.23,4934.50
Britannia,In-Store Regular,Large Malls / Complexes,Black Friday Blowout,64223.43,22,2919.25,564.63,4976.10
Britannia,In-Store Regular,Large Malls / Complexes,Cart Crasher Campaign,44229.78,16,2764.36,714.06,4479.34
Britannia,In-Store Regular,Large Malls / Complexes,Cashback Carnival,56991.59,20,2849.58,552.79,4931.06
Britannia,In-Store Regular,Large Malls / Complexes,Clearance Countdown,67583.83,22,3071.99,573.21,4749.01
Britannia,In-Store Regular,Large Malls / Complexes,Countdown to Savings,36741.58,18,2041.20,528.80,4346.56
Britannia,In-Store Regular,Large Malls / Complexes,Customer Appreciation Week,24682.46,13,1898.65,961.12,3854.32
Britannia,In-Store Regular,Large Malls / Complexes,Cyber Monday Mania,52407.65,20,2620.38,693.53,4970.17
Britannia,In-Store Regular,Large Malls / Complexes,Deal of the Month,60873.49,20,3043.67,755.94,4982.09
