category,customer_segment,store_type,salesperson_role,campaign_name,sum_amount,count,avg_amount,min_amount,max_amount
Furniture,Budget Shopper,Large Malls / Complexes,Manager,Cart Crasher Campaign,69081.29,23,3003.53,861.37,4995.62
Furniture,Budget Shopper,Large Malls / Complexes,Manager,Cashback Carnival,94857.61,36,2634.93,592.67,4918.06
Furniture,Budget Shopper,Large Malls / Complexes,Manager,Clearance Countdown,66044.20,27,2446.08,646.50,4887.70
Furniture,Budget Shopper,Large Malls / Complexes,Manager,Countdown to Savings,64213.67,28,2293.35,1061.78,4768.52
Furniture,Budget Shopper,Large Malls / Complexes,Manager,Customer Appreciation Week,94817.31,34,2788.74,558.96,4935.95
Furniture,Budget Shopper,Large Malls / Complexes,Manager,Cyber Monday Mania,67131.05,22,3051.41,689.82,4891.53
Furniture,Budget Shopper,Large Malls / Complexes,Manager,Deal of the Month,112019.90,35,3200.57,563.92,4999.11
Furniture,Budget Shopper,Large Malls / Complexes,Manager,Double Points Bonanza,71191.95,30,2373.06,579.62,4896.55
Furniture,Budget Shopper,Large Malls / Complexes,Manager,Early Bird Specials,59581.89,22,2708.27,891.84,4843.02
Furniture,Budget Shopper,Large Malls / Complexes,Manager,End of Season Sale,67115.72,22,3050.71,706.53,4966.21
Furniture,Budget Shopper,Large Malls / Complexes,Manager,Exclusive Insider Offers,80905.61,29,2789.85,619.29,4782.70
Furniture,Budget Shopper,Large Malls / Complexes,Manager,Festive Fever Promo,79200.43,32,2475.01,560.52,4987.04
Furniture,Budget Shopper,Large Malls / Complexes,Manager,Final Call Frenzy,55561.66,19,2924.30,661.96,4769.28
Furniture,Budget Shopper,Large Malls / Complexes,Manager,Flash Frenzy Friday,62325.51,23,2709.80,784.43,4976.77
Furniture,Budget Shopper,Large Malls / Complexes,Manager,"Gift More, Spend Less",73971.36,27,2739.68,562.26,4814.97
Furniture,Budget Shopper,Large Malls / Complexes,Manager,Golden Hour Bargains,65583.53,25,2623.34,570.64,4765.37
Furniture,Budget Shopper,Large Malls / Complexes,Manager,Green Weekend Deals,46960.22,17,2762.37,968.13,4851.44
Furniture,Budget Shopper,Large Malls / Complexes,Manager,Happy Hour Discounts,53061.23,26,2040.82,538.72,4809.80
Furniture,Budget Shopper,Large Malls / Complexes,Manager,Holiday Shopping Rush,42547.90,17,2502.82,709.64,4774.21
Furniture,Budget Shopper,Large Malls / Complexes,Manager,Hot Picks Promo,76260.42,24,3177.52,740.09,4994.45
Furniture,Budget Shopper,Large Malls / Complexes,Manager,Instant Gratification Sale,68863.76,28,2459.42,503.79,4726.97
Furniture,Budget Shopper,Large Malls / Complexes,Manager,Limited Time Treasures,63138.43,23,2745.15,751.74,4987.60
Furniture,Budget Shopper,Large Malls / Complexes,Manager,Loyalty Rewards Blast,75873.86,29,2616.34,585.86,4763.28
Furniture,Budget Shopper,Large Malls / Complexes,Manager,Mega Weekend Bonanza,73889.73,28,2638.92,630.89,4946.53
Furniture,Budget Shopper,Large Malls / Complexes,Manager,Mid-Year Madness,86639.43,33,2625.44,581.02,4981.00
Furniture,Budget Shopper,Large Malls / Complexes,Manager,Midnight Madness,84498.54,29,2913.74,539.48,4971.62
Furniture,Budget Shopper,Large Malls / Complexes,Manager,Mystery Discount Days,67795.02,26,2607.50,579.35,4773.30
Furniture,Budget Shopper,Large Malls / Complexes,Manager,New Arrival Showcase,70885.36,27,2625.38,537.87,4989.50
Furniture,Budget Shopper,Large Malls / Complexes,Manager,New Product Launch Promo,62439.66,24,2601.65,591.42,4942.86
Furniture,Budget Shopper,Large Malls / Complexes,Manager,New Year Kickoff,93145.12,33,2822.58,608.48,4938.54
Furniture,Budget Shopper,Large Malls / Complexes,Manager,Price Drop Parade,60638.76,22,2756.31,752.26,4876.00
Furniture,Budget Shopper,Large Malls / Complexes,Manager,Red Tag Clearance,75614.46,29,2607.40,537.59,4910.56
Furniture,Budget Shopper,Large Malls / Complexes,Manager,Seasonal Surprise Box,69310.33,27,2567.05,706.65,4851.74
Furniture,Budget Shopper,Large Malls / Complexes,Manager,Shop & Save Spectacular,67557.86,25,2702.31,532.91,4992.11
Furniture,Budget Shopper,Large Malls / Complexes,Manager,Smart Shopper Week,67081.00,27,2484.48,512.67,4912.38
Furniture,Budget Shopper,Large Malls / Complexes,Manager,Spring Refresh Event,66744.53,23,2901.94,517.67,4997.69
Furniture,Budget Shopper,Large Malls / Complexes,Manager,Spring Splash Discounts,54768.86,18,3042.71,960.12,4745.88
Furniture,Budget Shopper,Large Malls / Complexes,Manager,Summer Sizzle Promo,57824.07,28,2065.15,516.51,4627.38
Furniture,Budget Shopper,Large Malls / Complexes,Manager,Super Savings Week,86676.88,31,2796.03,620.31,4991.69
Furniture,Budget Shopper,Large Malls / Complexes,Manager,Ultimate Value Event,66068.69,20,3303.43,684.54,4911.21
Furniture,Budget Shopper,Large Malls / Complexes,Manager,VIP Access Sale,77323.08,29,2666.31,512.62,4964.39
Furniture,Budget Shopper,Large Malls / Complexes,Manager,Weekend Warrior Specials,64399.40,27,2385.16,519.04,4893.14
Furniture,Budget Shopper,Large Malls / Complexes,Manager,Winter Clearance Carnival,82523.64,29,2845.64,537.08,4990.80
Furniture,Budget Shopper,Large Malls / Complexes,Manager,Winter Wonders Sale,36495.76,18,2027.54,512.61,4840.53
Furniture,Budget Shopper,Large Malls / Complexes,Sales Associate,12 Days of Deals,53934.60,19,2838.66,531.14,4841.92
Furniture,Budget Shopper,Large Malls / Complexes,Sales Associate,Autumn Deals Drive,87495.65,30,2916.52,536.81,4868.09
Furniture,Budget Shopper,Large Malls / Complexes,Sales Associate,BOGO Blitz,135892.75,47,2891.34,723.41,4915.46
Furniture,Budget Shopper,Large Malls / Complexes,Sales Associate,Back to School Boost,94208.62,29,3248.57,646.25,4949.80
Furniture,Budget Shopper,Large Malls / Complexes,Sales Associate,Birthday Bash Sale,81119.36,29,2797.22,809.57,4930.34
Furniture,Budget Shopper,Large Malls / Complexes,Sales Associate,Black Friday Blowout,108635.58,36,3017.65,919.11,4781.32
Furniture,Budget Shopper,Large Malls / Complexes,Sales Associate,Cart Crasher Campaign,78068.92,30,2602.30,679.72,4773.23
Furniture,Budget Shopper,Large Malls / Complexes,Sales Associate,Cashback Carnival,105515.00,35,3014.71,987.99,4938.49
Furniture,Budget Shopper,Large Malls / Complexes,Sales Associate,Clearance Countdown,92076.72,32,2877.40,534.86,4864.16
Furniture,Budget Shopper,Large Malls / Complexes,Sales Associate,Countdown to Savings,77903.88,31,2513.03,589.06,4831.41
Furniture,Budget Shopper,Large Malls / Complexes,Sales Associate,Customer Appreciation Week,62627.60,25,2505.10,506.32,4965.21
Furniture,Budget Shopper,Large Malls / Complexes,Sales Associate,Cyber Monday Mania,48852.28,24,2035.51,612.07,4711.38
Furniture,Budget Shopper,Large Malls / Complexes,Sales Associate,Deal of the Month,84973.94,31,2741.09,511.83,4755.52
Furniture,Budget Shopper,Large Malls / Complexes,Sales Associate,Double Points Bonanza,73543.13,27,2723.82,715.86,4908.21
Furniture,Budget Shopper,Large Malls / Complexes,Sales Associate,Early Bird Specials,62442.87,22,2838.31,693.04,4660.78
Furniture,Budget Shopper,Large Malls / Complexes,Sales Associate,End of Season Sale,46140.76,17,2714.16,665.93,4698.01
Furniture,Budget Shopper,Large Malls / Complexes,Sales Associate,Exclusive Insider Offers,71539.94,27,2649.63,528.63,4955.46
Furniture,Budget Shopper,Large Malls / Complexes,Sales Associate,Festive Fever Promo,68184.35,23,2964.54,869.12,4967.69
Furniture,Budget Shopper,Large Malls / Complexes,Sales Associate,Final Call Frenzy,78523.82,29,2707.72,539.94,4904.39
Furniture,Budget Shopper,Large Malls / Complexes,Sales Associate,Flash Frenzy Friday,76678.92,30,2555.96,551.06,4860.70
Furniture,Budget Shopper,Large Malls / Complexes,Sales Associate,"Gift More, Spend Less",64342.84,23,2797.51,601.85,4920.80
Furniture,Budget Shopper,Large Malls / Complexes,Sales Associate,Golden Hour Bargains,79257.36,31,2556.69,714.27,4997.28
Furniture,Budget Shopper,Large Malls / Complexes,Sales Associate,Green Weekend Deals,48950.39,19,2576.34,614.45,4984.86
Furniture,Budget Shopper,Large Malls / Complexes,Sales Associate,Happy Hour Discounts,52064.72,21,2479.27,669.60,4442.19
Furniture,Budget Shopper,Large Malls / Complexes,Sales Associate,Holiday Shopping Rush,81915.46,31,2642.43,568.44,4989.87
Furniture,Budget Shopper,Large Malls / Complexes,Sales Associate,Hot Picks Promo,54564.00,25,2182.56,511.15,4612.80
Furniture,Budget Shopper,Large Malls / Complexes,Sales Associate,Instant Gratification Sale,86430.20,31,2788.07,652.70,4848.22
Furniture,Budget Shopper,Large Malls / Complexes,Sales Associate,Limited Time Treasures,98890.37,38,2602.38,579.36,4959.99
Furniture,Budget Shopper,Large Malls / Complexes,Sales Associate,Loyalty Rewards Blast,92821.20,31,2994.23,551.16,4978.10
Furniture,Budget Shopper,Large Malls / Complexes,Sales Associate,Mega Weekend Bonanza,74135.30,32,2316.73,534.90,4795.93
Furniture,Budget Shopper,Large Malls / Complexes,Sales Associate,Mid-Year Madness,50126.29,21,2386.97,784.45,4961.13
Furniture,Budget Shopper,Large Malls / Complexes,Sales Associate,Midnight Madness,67006.61,31,2161.50,616.96,4977.66
Furniture,Budget Shopper,Large Malls / Complexes,Sales Associate,Mystery Discount Days,72504.20,26,2788.62,1011.67,4850.71
Furniture,Budget Shopper,Large Malls / Complexes,Sales Associate,New Arrival Showcase,62459.30,24,2602.47,742.00,4498.67
Furniture,Budget Shopper,Large Malls / Complexes,Sales Associate,New Product Launch Promo,85950.71,30,2865.02,548.94,4728.46
Furniture,Budget Shopper,Large Malls / Complexes,Sales Associate,New Year Kickoff,93533.10,35,2672.37,549.62,4990.71
Furniture,Budget Shopper,Large Malls / Complexes,Sales Associate,Price Drop Parade,48445.79,18,2691.43,515.18,4155.48
Furniture,Budget Shopper,Large Malls / Complexes,Sales Associate,Red Tag Clearance,90272.71,29,3112.85,650.71,4897.21
Furniture,Budget Shopper,Large Malls / Complexes,Sales Associate,Seasonal Surprise Box,100815.91,33,3055.03,649.23,4967.02
Furniture,Budget Shopper,Large Malls / Complexes,Sales Associate,Shop & Save Spectacular,67213.84,27,2489.40,561.71,4561.33
Furniture,Budget Shopper,Large Malls / Complexes,Sales Associate,Smart Shopper Week,54434.92,21,2592.14,502.36,4840.49
Furniture,Budget Shopper,Large Malls / Complexes,Sales Associate,Spring Refresh Event,99533.24,39,2552.13,627.23,4993.59
Furniture,Budget Shopper,Large Malls / Complexes,Sales Associate,Spring Splash Discounts,81434.56,31,2626.92,900.08,4781.76
Furniture,Budget Shopper,Large Malls / Complexes,Sales Associate,Summer Sizzle Promo,67755.71,24,2823.15,658.52,4866.57
Furniture,Budget Shopper,Large Malls / Complexes,Sales Associate,Super Savings Week,74459.72,27,2757.77,612.28,4932.97
Furniture,Budget Shopper,Large Malls / Complexes,Sales Associate,Ultimate Value Event,46331.03,16,2895.69,825.77,4840.87
Furniture,Budget Shopper,Large Malls / Complexes,Sales Associate,VIP Access Sale,50451.41,19,2655.34,536.18,4712.46
Furniture,Budget Shopper,Large Malls / Complexes,Sales Associate,Weekend Warrior Specials,67073.59,24,2794.73,821.60,4752.92
Furniture,Budget Shopper,Large Malls / Complexes,Sales Associate,Winter Clearance Carnival,104997.51,33,3181.74,611.55,4764.81
Furniture,Budget Shopper,Large Malls / Complexes,Sales Associate,Winter Wonders Sale,99776.89,34,2934.61,600.68,4962.15
Furniture,Budget Shopper,Large Malls / Complexes,Salesperson,12 Days of Deals,85071.52,31,2744.24,557.65,4991.30
Furniture,Budget Shopper,Large Malls / Complexes,Salesperson,Autumn Deals Drive,101677.70,35,2905.08,551.39,4875.83
Furniture,Budget Shopper,Large Malls / Complexes,Salesperson,BOGO Blitz,64014.41,24,2667.27,1354.59,4932.82
Furniture,Budget Shopper,Large Malls / Complexes,Salesperson,Back to School Boost,81894.56,26,3149.79,577.11,4638.64
Furniture,Budget Shopper,Large Malls / Complexes,Salesperson,Birthday Bash Sale,75112.66,25,3004.51,632.59,4870.29
Furniture,Budget Shopper,Large Malls / Complexes,Salesperson,Black Friday Blowout,125056.72,42,2977.54,516.16,4871.24
Furniture,Budget Shopper,Large Malls / Complexes,Salesperson,Cart Crasher Campaign,51091.77,19,2689.04,622.13,4969.76
Furniture,Budget Shopper,Large Malls / Complexes,Salesperson,Cashback Carnival,87602.62,30,2920.09,818.95,4871.19
Furniture,Budget Shopper,Large Malls / Complexes,Salesperson,Clearance Countdown,84559.01,32,2642.47,712.01,4957.34
Furniture,Budget Shopper,Large Malls / Complexes,Salesperson,Countdown to Savings,53953.87,21,2569.23,1325.22,4968.34
Furniture,Budget Shopper,Large Malls / Complexes,Salesperson,Customer Appreciation Week,52231.33,24,2176.31,677.67,4736.59
Furniture,Budget Shopper,Large Malls / Complexes,Salesperson,Cyber Monday Mania,99582.41,29,3433.88,1036.15,4955.23
Furniture,Budget Shopper,Large Malls / Complexes,Salesperson,Deal of the Month,67471.28,27,2498.94,711.71,4593.62
Furniture,Budget Shopper,Large Malls / Complexes,Salesperson,Double Points Bonanza,68361.83,25,2734.47,559.37,4808.82
Furniture,Budget Shopper,Large Malls / Complexes,Salesperson,Early Bird Specials,65002.84,25,2600.11,747.85,4669.77
Furniture,Budget Shopper,Large Malls / Complexes,Salesperson,End of Season Sale,105423.99,30,3514.13,1135.97,4877.67
Furniture,Budget Shopper,Large Malls / Complexes,Salesperson,Exclusive Insider Offers,82414.72,27,3052.40,678.37,4722.00
Furniture,Budget Shopper,Large Malls / Complexes,Salesperson,Festive Fever Promo,84925.86,32,2653.93,609.78,4843.81
Furniture,Budget Shopper,Large Malls / Complexes,Salesperson,Final Call Frenzy,59496.79,20,2974.84,773.78,4936.35
Furniture,Budget Shopper,Large Malls / Complexes,Salesperson,Flash Frenzy Friday,73081.05,25,2923.24,894.45,4972.51
Furniture,Budget Shopper,Large Malls / Complexes,Salesperson,"Gift More, Spend Less",72436.03,25,2897.44,566.92,4977.40
Furniture,Budget Shopper,Large Malls / Complexes,Salesperson,Golden Hour Bargains,99857.54,38,2627.83,724.82,4916.32
Furniture,Budget Shopper,Large Malls / Complexes,Salesperson,Green Weekend Deals,103788.87,36,2883.02,520.16,4977.30
Furniture,Budget Shopper,Large Malls / Complexes,Salesperson,Happy Hour Discounts,96968.97,32,3030.28,547.00,4986.24
Furniture,Budget Shopper,Large Malls / Complexes,Salesperson,Holiday Shopping Rush,74515.30,27,2759.83,555.28,4925.17
Furniture,Budget Shopper,Large Malls / Complexes,Salesperson,Hot Picks Promo,68042.67,27,2520.10,574.02,4847.44
Furniture,Budget Shopper,Large Malls / Complexes,Salesperson,Instant Gratification Sale,78433.02,23,3410.13,645.04,4983.48
Furniture,Budget Shopper,Large Malls / Complexes,Salesperson,Limited Time Treasures,114889.67,39,2945.89,533.33,4936.91
Furniture,Budget Shopper,Large Malls / Complexes,Salesperson,Loyalty Rewards Blast,67002.77,23,2913.16,779.16,4824.67
Furniture,Budget Shopper,Large Malls / Complexes,Salesperson,Mega Weekend Bonanza,76350.83,28,2726.82,598.88,4755.89
Furniture,Budget Shopper,Large Malls / Complexes,Salesperson,Mid-Year Madness,51606.52,24,2150.27,568.22,4799.76
Furniture,Budget Shopper,Large Malls / Complexes,Salesperson,Midnight Madness,77016.42,27,2852.46,625.46,4755.68
Furniture,Budget Shopper,Large Malls / Complexes,Salesperson,Mystery Discount Days,100600.80,34,2958.85,574.06,4934.54
Furniture,Budget Shopper,Large Malls / Complexes,Salesperson,New Arrival Showcase,75059.44,26,2886.90,771.88,4884.30
Furniture,Budget Shopper,Large Malls / Complexes,Salesperson,New Product Launch Promo,106870.62,41,2606.60,550.46,4995.52
Furniture,Budget Shopper,Large Malls / Complexes,Salesperson,New Year Kickoff,73298.95,26,2819.19,612.22,4928.42
Furniture,Budget Shopper,Large Malls / Complexes,Salesperson,Price Drop Parade,78911.23,28,2818.26,601.97,4887.41
Furniture,Budget Shopper,Large Malls / Complexes,Salesperson,Red Tag Clearance,50154.49,17,2950.26,769.84,4699.47
Furniture,Budget Shopper,Large Malls / Complexes,Salesperson,Seasonal Surprise Box,89742.60,31,2894.92,607.51,4813.46
Furniture,Budget Shopper,Large Malls / Complexes,Salesperson,Shop & Save Spectacular,82811.81,29,2855.58,753.23,4792.13
Furniture,Budget Shopper,Large Malls / Complexes,Salesperson,Smart Shopper Week,92992.62,34,2735.08,637.90,4722.48
Furniture,Budget Shopper,Large Malls / Complexes,Salesperson,Spring Refresh Event,109068.97,36,3029.69,501.41,4978.85
Furniture,Budget Shopper,Large Malls / Complexes,Salesperson,Spring Splash Discounts,92460.49,32,2889.39,636.73,4683.31
Furniture,Budget Shopper,Large Malls / Complexes,Salesperson,Summer Sizzle Promo,90030.26,37,2433.25,622.61,4876.81
Furniture,Budget Shopper,Large Malls / Complexes,Salesperson,Super Savings Week,89599.23,34,2635.27,633.40,4750.33
Furniture,Budget Shopper,Large Malls / Complexes,Salesperson,Ultimate Value Event,51177.59,18,2843.20,586.57,4540.75
Furniture,Budget Shopper,Large Malls / Complexes,Salesperson,VIP Access Sale,103821.57,36,2883.93,626.55,4987.04
Furniture,Budget Shopper,Large Malls / Complexes,Salesperson,Weekend Warrior Specials,70644.44,21,3364.02,990.60,4932.00
Furniture,Budget Shopper,Large Malls / Complexes,Salesperson,Winter Clearance Carnival,87547.44,32,2735.86,603.97,4878.58
Furniture,Budget Shopper,Large Malls / Complexes,Salesperson,Winter Wonders Sale,79502.31,26,3057.78,601.03,4897.06
Furniture,Budget Shopper,Large Malls / Complexes,Senior Salesperson,12 Days of Deals,62681.60,21,2984.84,738.93,4908.37
Furniture,Budget Shopper,Large Malls / Complexes,Senior Salesperson,Autumn Deals Drive,59691.25,22,2713.24,721.54,4953.93
Furniture,Budget Shopper,Large Malls / Complexes,Senior Salesperson,BOGO Blitz,39972.29,16,2498.27,650.22,4636.65
Furniture,Budget Shopper,Large Malls / Complexes,Senior Salesperson,Back to School Boost,54163.26,21,2579.20,556.45,4886.17
Furniture,Budget Shopper,Large Malls / Complexes,Senior Salesperson,Birthday Bash Sale,68624.39,25,2744.98,573.82,4992.29
Furniture,Budget Shopper,Large Malls / Complexes,Senior Salesperson,Black Friday Blowout,48745.47,21,2321.21,508.66,4960.60
Furniture,Budget Shopper,Large Malls / Complexes,Senior Salesperson,Cart Crasher Campaign,122191.08,38,3215.55,622.93,4972.80
Furniture,Budget Shopper,Large Malls / Complexes,Senior Salesperson,Cashback Carnival,60358.01,22,2743.55,685.60,4892.03
Furniture,Budget Shopper,Large Malls / Complexes,Senior Salesperson,Clearance Countdown,56127.47,20,2806.37,631.83,4543.16
Furniture,Budget Shopper,Large Malls / Complexes,Senior Salesperson,Countdown to Savings,71075.68,29,2450.89,595.97,4798.06
Furniture,Budget Shopper,Large Malls / Complexes,Senior Salesperson,Customer Appreciation Week,43772.02,20,2188.60,685.25,4585.02
Furniture,Budget Shopper,Large Malls / Complexes,Senior Salesperson,Cyber Monday Mania,63319.64,23,2753.03,529.10,4744.32
Furniture,Budget Shopper,Large Malls / Complexes,Senior Salesperson,Deal of the Month,52896.01,22,2404.36,507.09,4509.22
Furniture,Budget Shopper,Large Malls / Complexes,Senior Salesperson,Double Points Bonanza,81481.39,29,2809.70,527.17,4962.57
Furniture,Budget Shopper,Large Malls / Complexes,Senior Salesperson,Early Bird Specials,55651.80,23,2419.64,782.75,4949.09
Furniture,Budget Shopper,Large Malls / Complexes,Senior Salesperson,End of Season Sale,84653.29,31,2730.75,552.04,4918.84
Furniture,Budget Shopper,Large Malls / Complexes,Senior Salesperson,Exclusive Insider Offers,63715.08,24,2654.79,516.07,4892.85
Furniture,Budget Shopper,Large Malls / Complexes,Senior Salesperson,Festive Fever Promo,64215.01,26,2469.81,532.44,4764.02
Furniture,Budget Shopper,Large Malls / Complexes,Senior Salesperson,Final Call Frenzy,51475.91,19,2709.26,1183.00,4957.17
Furniture,Budget Shopper,Large Malls / Complexes,Senior Salesperson,Flash Frenzy Friday,51955.31,21,2474.06,529.64,4606.51
Furniture,Budget Shopper,Large Malls / Complexes,Senior Salesperson,"Gift More, Spend Less",88980.02,31,2870.32,1220.73,4985.31
Furniture,Budget Shopper,Large Malls / Complexes,Senior Salesperson,Golden Hour Bargains,54067.45,18,3003.75,816.56,4844.82
Furniture,Budget Shopper,Large Malls / Complexes,Senior Salesperson,Green Weekend Deals,53395.87,19,2810.31,509.75,4995.24
Furniture,Budget Shopper,Large Malls / Complexes,Senior Salesperson,Happy Hour Discounts,56693.50,18,3149.64,552.12,4948.52
Furniture,Budget Shopper,Large Malls / Complexes,Senior Salesperson,Holiday Shopping Rush,73686.12,28,2631.65,595.72,4425.04
Furniture,Budget Shopper,Large Malls / Complexes,Senior Salesperson,Hot Picks Promo,61114.53,21,2910.22,717.14,4927.48
Furniture,Budget Shopper,Large Malls / Complexes,Senior Salesperson,Instant Gratification Sale,79294.75,31,2557.90,945.39,4814.55
Furniture,Budget Shopper,Large Malls / Complexes,Senior Salesperson,Limited Time Treasures,69974.46,26,2691.33,721.34,4971.23
Furniture,Budget Shopper,Large Malls / Complexes,Senior Salesperson,Loyalty Rewards Blast,61842.32,21,2944.87,601.62,4618.28
Furniture,Budget Shopper,Large Malls / Complexes,Senior Salesperson,Mega Weekend Bonanza,80489.69,27,2981.10,1191.92,4972.66
Furniture,Budget Shopper,Large Malls / Complexes,Senior Salesperson,Mid-Year Madness,57562.49,21,2741.07,516.46,4999.77
Furniture,Budget Shopper,Large Malls / Complexes,Senior Salesperson,Midnight Madness,76324.77,26,2935.57,863.18,4949.28
Furniture,Budget Shopper,Large Malls / Complexes,Senior Salesperson,Mystery Discount Days,90413.57,33,2739.81,661.53,4894.25
Furniture,Budget Shopper,Large Malls / Complexes,Senior Salesperson,New Arrival Showcase,37292.30,17,2193.66,594.50,4395.05
Furniture,Budget Shopper,Large Malls / Complexes,Senior Salesperson,New Product Launch Promo,62938.65,22,2860.85,1076.21,4266.18
Furniture,Budget Shopper,Large Malls / Complexes,Senior Salesperson,New Year Kickoff,71374.30,28,2549.08,504.13,4778.86
Furniture,Budget Shopper,Large Malls / Complexes,Senior Salesperson,Price Drop Parade,72786.78,25,2911.47,607.77,4893.06
Furniture,Budget Shopper,Large Malls / Complexes,Senior Salesperson,Red Tag Clearance,54591.20,21,2599.58,586.52,4550.15
Furniture,Budget Shopper,Large Malls / Complexes,Senior Salesperson,Seasonal Surprise Box,96188.06,32,3005.88,662.18,4973.71
Furniture,Budget Shopper,Large Malls / Complexes,Senior Salesperson,Shop & Save Spectacular,54696.39,23,2378.10,518.11,4941.57
Furniture,Budget Shopper,Large Malls / Complexes,Senior Salesperson,Smart Shopper Week,56944.42,22,2588.38,807.40,4786.69
Furniture,Budget Shopper,Large Malls / Complexes,Senior Salesperson,Spring Refresh Event,54587.46,21,2599.40,1052.65,4387.33
Furniture,Budget Shopper,Large Malls / Complexes,Senior Salesperson,Spring Splash Discounts,66388.21,20,3319.41,1071.26,4883.03
Furniture,Budget Shopper,Large Malls / Complexes,Senior Salesperson,Summer Sizzle Promo,52980.27,20,2649.01,744.92,4568.85
Furniture,Budget Shopper,Large Malls / Complexes,Senior Salesperson,Super Savings Week,40632.35,12,3386.03,592.36,4420.92
Furniture,Budget Shopper,Large Malls / Complexes,Senior Salesperson,Ultimate Value Event,38057.13,20,1902.86,672.11,4544.88
Furniture,Budget Shopper,Large Malls / Complexes,Senior Salesperson,VIP Access Sale,53300.73,19,2805.30,560.54,4964.54
Furniture,Budget Shopper,Large Malls / Complexes,Senior Salesperson,Weekend Warrior Specials,83620.30,29,2883.46,583.76,4900.71
Furniture,Budget Shopper,Large Malls / Complexes,Senior Salesperson,Winter Clearance Carnival,99620.25,34,2930.01,544.43,4889.14
Furniture,Budget Shopper,Large Malls / Complexes,Senior Salesperson,Winter Wonders Sale,50270.10,20,2513.51,572.39,3914.87
Furniture,Budget Shopper,Small Stores / Shops,Manager,12 Days of Deals,99649.76,37,2693.24,593.94,4837.24
Furniture,Budget Shopper,Small Stores / Shops,Manager,Autumn Deals Drive,64144.11,25,2565.76,556.26,4770.39
Furniture,Budget Shopper,Small Stores / Shops,Manager,BOGO Blitz,95088.79,28,3396.03,828.34,4616.89
Furniture,Budget Shopper,Small Stores / Shops,Manager,Back to School Boost,59187.67,27,2192.14,841.76,4447.91
Furniture,Budget Shopper,Small Stores / Shops,Manager,Birthday Bash Sale,68788.19,28,2456.72,520.70,4940.33
Furniture,Budget Shopper,Small Stores / Shops,Manager,Black Friday Blowout,64472.51,23,2803.15,619.12,4944.00
Furniture,Budget Shopper,Small Stores / Shops,Manager,Cart Crasher Campaign,59141.95,21,2816.28,647.21,4913.20
Furniture,Budget Shopper,Small Stores / Shops,Manager,Cashback Carnival,50699.92,19,2668.42,805.59,4459.40
Furniture,Budget Shopper,Small Stores / Shops,Manager,Clearance Countdown,67228.97,27,2489.96,500.93,4690.83
Furniture,Budget Shopper,Small Stores / Shops,Manager,Countdown to Savings,73651.85,30,2455.06,823.68,4997.53
Furniture,Budget Shopper,Small Stores / Shops,Manager,Customer Appreciation Week,95208.15,35,2720.23,724.76,4919.23
Furniture,Budget Shopper,Small Stores / Shops,Manager,Cyber Monday Mania,117462.44,35,3356.07,916.91,4955.47
Furniture,Budget Shopper,Small Stores / Shops,Manager,Deal of the Month,80712.23,29,2783.18,516.16,4949.73
Furniture,Budget Shopper,Small Stores / Shops,Manager,Double Points Bonanza,84924.18,27,3145.34,838.47,4845.41
Furniture,Budget Shopper,Small Stores / Shops,Manager,Early Bird Specials,63049.67,23,2741.29,856.20,4743.35
Furniture,Budget Shopper,Small Stores / Shops,Manager,End of Season Sale,58291.16,21,2775.77,722.65,4884.06
Furniture,Budget Shopper,Small Stores / Shops,Manager,Exclusive Insider Offers,66416.80,24,2767.37,567.91,4879.93
Furniture,Budget Shopper,Small Stores / Shops,Manager,Festive Fever Promo,69717.09,27,2582.11,554.75,4942.51
Furniture,Budget Shopper,Small Stores / Shops,Manager,Final Call Frenzy,86608.30,29,2986.49,631.37,4707.55
Furniture,Budget Shopper,Small Stores / Shops,Manager,Flash Frenzy Friday,80817.57,26,3108.37,718.96,4977.89
Furniture,Budget Shopper,Small Stores / Shops,Manager,"Gift More, Spend Less",96163.12,34,2828.33,538.45,4970.55
Furniture,Budget Shopper,Small Stores / Shops,Manager,Golden Hour Bargains,63678.71,19,3351.51,503.86,4812.31
Furniture,Budget Shopper,Small Stores / Shops,Manager,Green Weekend Deals,84254.93,32,2632.97,598.17,4931.17
Furniture,Budget Shopper,Small Stores / Shops,Manager,Happy Hour Discounts,84847.40,26,3263.36,698.77,4978.75
Furniture,Budget Shopper,Small Stores / Shops,Manager,Holiday Shopping Rush,65927.55,22,2996.71,983.57,4975.37
Furniture,Budget Shopper,Small Stores / Shops,Manager,Hot Picks Promo,90263.09,32,2820.72,652.33,4979.69
Furniture,Budget Shopper,Small Stores / Shops,Manager,Instant Gratification Sale,90309.18,35,2580.26,605.36,4811.97
Furniture,Budget Shopper,Small Stores / Shops,Manager,Limited Time Treasures,81946.77,28,2926.67,642.53,4974.96
Furniture,Budget Shopper,Small Stores / Shops,Manager,Loyalty Rewards Blast,71041.32,26,2732.36,618.39,4889.54
Furniture,Budget Shopper,Small Stores / Shops,Manager,Mega Weekend Bonanza,100969.34,34,2969.69,909.66,4961.40
Furniture,Budget Shopper,Small Stores / Shops,Manager,Mid-Year Madness,82300.25,31,2654.85,600.83,4976.60
Furniture,Budget Shopper,Small Stores / Shops,Manager,Midnight Madness,108312.14,31,3493.94,799.28,4980.61
Furniture,Budget Shopper,Small Stores / Shops,Manager,Mystery Discount Days,99739.17,35,2849.69,591.61,4987.15
