category,brand,customer_segment,campaign_name,sum_amount,count,avg_amount,min_amount,max_amount
Clothing,Zara,Loyal Customer,Mystery Discount Days,171411.07,66,2597.14,512.88,4861.24
Clothing,Zara,Loyal Customer,New Arrival Showcase,171251.73,63,2718.28,647.12,4807.93
Clothing,Zara,Loyal Customer,New Product Launch Promo,172411.32,62,2780.83,567.05,4952.80
Clothing,Zara,Loyal Customer,New Year Kickoff,173045.22,64,2703.83,637.99,4605.72
Clothing,Zara,Loyal Customer,Price Drop Parade,217534.05,82,2652.85,511.62,4984.02
Clothing,Zara,Loyal Customer,Red Tag Clearance,190775.30,66,2890.53,626.67,4969.63
Clothing,Zara,Loyal Customer,Seasonal Surprise Box,201380.82,77,2615.34,519.95,4886.29
Clothing,Zara,Loyal Customer,Shop & Save Spectacular,227465.52,80,2843.32,642.45,4938.59
Clothing,Zara,Loyal Customer,Smart Shopper Week,155907.95,55,2834.69,595.54,4823.45
Clothing,Zara,Loyal Customer,Spring Refresh Event,201261.78,74,2719.75,513.21,4989.71
Clothing,Zara,Loyal Customer,Spring Splash Discounts,176188.23,62,2841.75,538.42,4969.69
Clothing,Zara,Loyal Customer,Summer Sizzle Promo,199802.19,65,3073.88,535.16,4930.78
Clothing,Zara,Loyal Customer,Super Savings Week,157992.10,59,2677.83,663.30,4998.42
Clothing,Zara,Loyal Customer,Ultimate Value Event,197499.83,71,2781.69,701.20,4993.23
Clothing,Zara,Loyal Customer,VIP Access Sale,151570.41,54,2806.86,523.97,4927.71
Clothing,Zara,Loyal Customer,Weekend Warrior Specials,207641.56,74,2805.97,531.77,4967.55
Clothing,Zara,Loyal Customer,Winter Clearance Carnival,179091.58,67,2673.01,560.99,4825.56
Clothing,Zara,Loyal Customer,Winter Wonders Sale,204675.19,72,2842.71,601.53,4954.69
Clothing,Zara,Occasional Shopper,12 Days of Deals,164914.31,61,2703.51,529.17,4940.50
Clothing,Zara,Occasional Shopper,Autumn Deals Drive,159546.90,57,2799.07,501.28,4992.31
Clothing,Zara,Occasional Shopper,BOGO Blitz,221104.77,86,2570.99,534.41,4999.06
Clothing,Zara,Occasional Shopper,Back to School Boost,153684.90,60,2561.42,590.90,4937.89
Clothing,Zara,Occasional Shopper,Birthday Bash Sale,173231.40,64,2706.74,726.12,4985.44
Clothing,Zara,Occasional Shopper,Black Friday Blowout,174431.62,60,2907.19,600.29,4955.51
Clothing,Zara,Occasional Shopper,Cart Crasher Campaign,138361.07,52,2660.79,590.23,4916.70
Clothing,Zara,Occasional Shopper,Cashback Carnival,151437.95,57,2656.81,513.23,4758.35
Clothing,Zara,Occasional Shopper,Clearance Countdown,189480.51,65,2915.08,516.15,4992.47
Clothing,Zara,Occasional Shopper,Countdown to Savings,192158.14,73,2632.30,510.43,4945.94
Clothing,Zara,Occasional Shopper,Customer Appreciation Week,199422.39,68,2932.68,562.22,4964.23
Clothing,Zara,Occasional Shopper,Cyber Monday Mania,172588.69,64,2696.70,524.10,4775.26
Clothing,Zara,Occasional Shopper,Deal of the Month,182014.81,65,2800.23,702.23,4990.92
Clothing,Zara,Occasional Shopper,Double Points Bonanza,190324.20,69,2758.32,578.85,4959.54
Clothing,Zara,Occasional Shopper,Early Bird Specials,200877.68,73,2751.75,591.97,4961.59
Clothing,Zara,Occasional Shopper,End of Season Sale,140239.28,54,2597.02,525.01,4785.49
Clothing,Zara,Occasional Shopper,Exclusive Insider Offers,161124.94,64,2517.58,532.60,4965.19
Clothing,Zara,Occasional Shopper,Festive Fever Promo,206441.22,75,2752.55,545.01,4964.03
Clothing,Zara,Occasional Shopper,Final Call Frenzy,161918.51,57,2840.68,549.39,4993.90
Clothing,Zara,Occasional Shopper,Flash Frenzy Friday,208445.18,73,2855.41,610.12,4984.44
Clothing,Zara,Occasional Shopper,"Gift More, Spend Less",186967.68,62,3015.61,514.09,4969.21
Clothing,Zara,Occasional Shopper,Golden Hour Bargains,196586.61,68,2890.98,521.79,4950.81
Clothing,Zara,Occasional Shopper,Green Weekend Deals,209749.24,74,2834.45,529.73,4937.14
Clothing,Zara,Occasional Shopper,Happy Hour Discounts,173633.60,67,2591.55,538.99,4796.54
Clothing,Zara,Occasional Shopper,Holiday Shopping Rush,162393.59,57,2849.01,503.29,4936.30
Clothing,Zara,Occasional Shopper,Hot Picks Promo,147546.47,57,2588.53,502.01,4908.37
Clothing,Zara,Occasional Shopper,Instant Gratification Sale,199317.89,75,2657.57,543.33,4997.44
Clothing,Zara,Occasional Shopper,Limited Time Treasures,180657.04,68,2656.72,525.36,4963.78
Clothing,Zara,Occasional Shopper,Loyalty Rewards Blast,174621.91,65,2686.49,525.22,4891.22
Clothing,Zara,Occasional Shopper,Mega Weekend Bonanza,143997.59,51,2823.48,672.06,4988.26
Clothing,Zara,Occasional Shopper,Mid-Year Madness,197041.88,70,2814.88,627.07,4962.02
Clothing,Zara,Occasional Shopper,Midnight Madness,189598.22,70,2708.55,579.94,4988.44
Clothing,Zara,Occasional Shopper,Mystery Discount Days,213428.35,75,2845.71,521.87,4908.74
Clothing,Zara,Occasional Shopper,New Arrival Showcase,208125.58,72,2890.63,513.71,4914.92
Clothing,Zara,Occasional Shopper,New Product Launch Promo,210401.71,77,2732.49,692.36,4960.07
Clothing,Zara,Occasional Shopper,New Year Kickoff,172833.48,66,2618.69,621.94,4900.40
Clothing,Zara,Occasional Shopper,Price Drop Parade,225725.80,82,2752.75,560.48,4929.46
Clothing,Zara,Occasional Shopper,Red Tag Clearance,199896.31,69,2897.05,598.29,4984.82
Clothing,Zara,Occasional Shopper,Seasonal Surprise Box,196838.32,68,2894.68,502.82,4965.35
Clothing,Zara,Occasional Shopper,Shop & Save Spectacular,184044.43,72,2556.17,502.52,4787.19
Clothing,Zara,Occasional Shopper,Smart Shopper Week,217719.34,71,3066.47,531.29,4901.46
Clothing,Zara,Occasional Shopper,Spring Refresh Event,148992.93,54,2759.13,663.41,4877.41
Clothing,Zara,Occasional Shopper,Spring Splash Discounts,188053.96,72,2611.86,529.75,4947.70
Clothing,Zara,Occasional Shopper,Summer Sizzle Promo,188087.48,64,2938.87,510.41,4995.74
Clothing,Zara,Occasional Shopper,Super Savings Week,136573.55,58,2354.72,517.15,4769.90
Clothing,Zara,Occasional Shopper,Ultimate Value Event,170376.33,58,2937.52,556.26,4988.28
Clothing,Zara,Occasional Shopper,VIP Access Sale,202610.30,66,3069.85,592.38,4889.46
Clothing,Zara,Occasional Shopper,Weekend Warrior Specials,182119.77,69,2639.42,521.13,4928.57
Clothing,Zara,Occasional Shopper,Winter Clearance Carnival,171326.00,55,3115.02,523.82,4926.55
Clothing,Zara,Occasional Shopper,Winter Wonders Sale,198746.96,68,2922.75,686.60,4960.68
Clothing,Zara,Online Shopper,12 Days of Deals,171364.72,68,2520.07,519.41,4945.61
Clothing,Zara,Online Shopper,Autumn Deals Drive,225185.19,75,3002.47,708.91,4981.28
Clothing,Zara,Online Shopper,BOGO Blitz,204949.87,76,2696.71,647.23,4910.74
Clothing,Zara,Online Shopper,Back to School Boost,209130.73,70,2987.58,582.78,4934.32
Clothing,Zara,Online Shopper,Birthday Bash Sale,191236.86,60,3187.28,572.96,4912.79
Clothing,Zara,Online Shopper,Black Friday Blowout,198384.74,66,3005.83,709.30,4989.75
Clothing,Zara,Online Shopper,Cart Crasher Campaign,160894.56,59,2727.03,521.86,4951.96
Clothing,Zara,Online Shopper,Cashback Carnival,194016.16,65,2984.86,631.50,4846.65
Clothing,Zara,Online Shopper,Clearance Countdown,157509.40,61,2582.12,519.76,4764.82
Clothing,Zara,Online Shopper,Countdown to Savings,186314.00,61,3054.33,594.99,4898.64
Clothing,Zara,Online Shopper,Customer Appreciation Week,168831.39,62,2723.09,529.81,4961.95
Clothing,Zara,Online Shopper,Cyber Monday Mania,190435.63,67,2842.32,562.89,4892.38
Clothing,Zara,Online Shopper,Deal of the Month,227370.98,80,2842.14,505.18,4994.87
Clothing,Zara,Online Shopper,Double Points Bonanza,209112.75,72,2904.34,608.38,4892.39
Clothing,Zara,Online Shopper,Early Bird Specials,210435.42,80,2630.44,518.42,4959.68
Clothing,Zara,Online Shopper,End of Season Sale,206959.63,77,2687.79,523.48,4948.87
Clothing,Zara,Online Shopper,Exclusive Insider Offers,206032.22,69,2985.97,709.53,4968.36
Clothing,Zara,Online Shopper,Festive Fever Promo,156156.41,62,2518.65,588.38,4970.92
Clothing,Zara,Online Shopper,Final Call Frenzy,197603.58,74,2670.32,503.34,4970.24
Clothing,Zara,Online Shopper,Flash Frenzy Friday,170261.29,64,2660.33,642.47,4808.73
Clothing,Zara,Online Shopper,"Gift More, Spend Less",212816.82,74,2875.90,548.71,4954.80
Clothing,Zara,Online Shopper,Golden Hour Bargains,209331.52,74,2828.80,514.14,4980.41
Clothing,Zara,Online Shopper,Green Weekend Deals,179060.94,62,2888.08,760.92,4843.23
Clothing,Zara,Online Shopper,Happy Hour Discounts,205479.20,78,2634.35,537.63,4786.95
Clothing,Zara,Online Shopper,Holiday Shopping Rush,147023.44,53,2774.03,569.16,4930.19
Clothing,Zara,Online Shopper,Hot Picks Promo,178049.12,66,2697.71,504.12,4861.89
Clothing,Zara,Online Shopper,Instant Gratification Sale,157168.02,58,2709.79,503.90,4968.48
Clothing,Zara,Online Shopper,Limited Time Treasures,202060.77,71,2845.93,510.34,4979.27
Clothing,Zara,Online Shopper,Loyalty Rewards Blast,254658.72,89,2861.33,591.90,4940.04
Clothing,Zara,Online Shopper,Mega Weekend Bonanza,217968.14,75,2906.24,524.86,4970.99
Clothing,Zara,Online Shopper,Mid-Year Madness,174193.29,64,2721.77,636.19,4953.99
Clothing,Zara,Online Shopper,Midnight Madness,183599.64,69,2660.86,678.19,4981.54
Clothing,Zara,Online Shopper,Mystery Discount Days,155930.78,59,2642.89,500.93,4961.47
Clothing,Zara,Online Shopper,New Arrival Showcase,261285.60,94,2779.63,510.69,4941.32
Clothing,Zara,Online Shopper,New Product Launch Promo,155219.94,58,2676.21,606.26,4871.91
Clothing,Zara,Online Shopper,New Year Kickoff,165842.70,61,2718.73,562.09,4987.75
Clothing,Zara,Online Shopper,Price Drop Parade,180660.53,65,2779.39,561.00,4995.75
Clothing,Zara,Online Shopper,Red Tag Clearance,206684.99,77,2684.22,540.18,4978.98
Clothing,Zara,Online Shopper,Seasonal Surprise Box,158170.33,62,2551.13,575.71,4884.07
Clothing,Zara,Online Shopper,Shop & Save Spectacular,174213.29,63,2765.29,593.65,4966.57
Clothing,Zara,Online Shopper,Smart Shopper Week,171924.70,64,2686.32,526.21,4980.22
Clothing,Zara,Online Shopper,Spring Refresh Event,207563.16,74,2804.91,535.08,4962.63
Clothing,Zara,Online Shopper,Spring Splash Discounts,148748.65,59,2521.16,570.45,4805.01
Clothing,Zara,Online Shopper,Summer Sizzle Promo,179133.50,66,2714.14,551.93,4938.85
Clothing,Zara,Online Shopper,Super Savings Week,208634.48,69,3023.69,541.89,4835.98
Clothing,Zara,Online Shopper,Ultimate Value Event,175626.88,67,2621.30,510.86,4982.94
Clothing,Zara,Online Shopper,VIP Access Sale,185340.48,65,2851.39,522.68,4776.08
Clothing,Zara,Online Shopper,Weekend Warrior Specials,209397.04,77,2719.44,558.88,4960.74
Clothing,Zara,Online Shopper,Winter Clearance Carnival,185018.53,61,3033.09,522.80,4965.55
Clothing,Zara,Online Shopper,Winter Wonders Sale,160851.46,63,2553.20,502.39,4968.59
Clothing,Zara,Premium Shopper,12 Days of Deals,123476.08,48,2572.42,644.81,4816.47
Clothing,Zara,Premium Shopper,Autumn Deals Drive,170339.51,63,2703.80,537.48,4982.95
Clothing,Zara,Premium Shopper,BOGO Blitz,207624.29,70,2966.06,586.61,4970.83
Clothing,Zara,Premium Shopper,Back to School Boost,152040.79,54,2815.57,576.60,4945.41
Clothing,Zara,Premium Shopper,Birthday Bash Sale,151252.35,57,2653.55,550.16,4986.93
Clothing,Zara,Premium Shopper,Black Friday Blowout,170360.67,59,2887.47,594.67,4986.73
Clothing,Zara,Premium Shopper,Cart Crasher Campaign,153371.87,57,2690.73,548.12,4939.84
Clothing,Zara,Premium Shopper,Cashback Carnival,160763.34,63,2551.80,545.77,4968.31
Clothing,Zara,Premium Shopper,Clearance Countdown,187926.12,70,2684.66,511.75,4972.85
Clothing,Zara,Premium Shopper,Countdown to Savings,198161.29,70,2830.88,535.12,4949.51
Clothing,Zara,Premium Shopper,Customer Appreciation Week,250493.22,87,2879.23,505.57,4964.05
Clothing,Zara,Premium Shopper,Cyber Monday Mania,144710.60,53,2730.39,556.49,4918.52
Clothing,Zara,Premium Shopper,Deal of the Month,166022.41,63,2635.28,507.82,4949.98
Clothing,Zara,Premium Shopper,Double Points Bonanza,187508.90,61,3073.92,609.33,4999.44
Clothing,Zara,Premium Shopper,Early Bird Specials,221558.42,77,2877.38,510.92,4960.61
Clothing,Zara,Premium Shopper,End of Season Sale,198405.01,81,2449.44,509.09,4947.16
Clothing,Zara,Premium Shopper,Exclusive Insider Offers,157046.42,60,2617.44,500.32,4953.52
Clothing,Zara,Premium Shopper,Festive Fever Promo,162406.40,62,2619.46,568.75,4991.64
Clothing,Zara,Premium Shopper,Final Call Frenzy,169832.69,58,2928.15,517.29,4893.71
Clothing,Zara,Premium Shopper,Flash Frenzy Friday,166141.48,56,2966.81,550.67,4993.36
Clothing,Zara,Premium Shopper,"Gift More, Spend Less",191298.93,67,2855.21,648.51,4911.66
Clothing,Zara,Premium Shopper,Golden Hour Bargains,197038.63,64,3078.73,614.17,4978.87
Clothing,Zara,Premium Shopper,Green Weekend Deals,204784.25,76,2694.53,635.40,4992.17
Clothing,Zara,Premium Shopper,Happy Hour Discounts,210958.31,74,2850.79,517.05,4973.50
Clothing,Zara,Premium Shopper,Holiday Shopping Rush,143975.46,60,2399.59,550.45,4804.05
Clothing,Zara,Premium Shopper,Hot Picks Promo,183729.90,58,3167.76,532.53,4989.52
Clothing,Zara,Premium Shopper,Instant Gratification Sale,149122.03,56,2662.89,666.84,4993.08
Clothing,Zara,Premium Shopper,Limited Time Treasures,182449.70,65,2806.92,589.77,4840.69
Clothing,Zara,Premium Shopper,Loyalty Rewards Blast,170404.52,61,2793.52,530.25,4984.11
Clothing,Zara,Premium Shopper,Mega Weekend Bonanza,189872.97,71,2674.27,622.74,4950.71
Clothing,Zara,Premium Shopper,Mid-Year Madness,174772.03,70,2496.74,523.00,4927.81
Clothing,Zara,Premium Shopper,Midnight Madness,197595.89,73,2706.79,603.00,4986.57
Clothing,Zara,Premium Shopper,Mystery Discount Days,145926.68,52,2806.28,644.44,4897.78
Clothing,Zara,Premium Shopper,New Arrival Showcase,154811.71,57,2715.99,679.13,4996.20
Clothing,Zara,Premium Shopper,New Product Launch Promo,200241.15,82,2441.97,503.34,4835.46
Clothing,Zara,Premium Shopper,New Year Kickoff,142828.16,61,2341.45,609.64,4934.90
Clothing,Zara,Premium Shopper,Price Drop Parade,188732.75,73,2585.38,608.55,4995.02
Clothing,Zara,Premium Shopper,Red Tag Clearance,171778.52,58,2961.70,684.58,4946.25
Clothing,Zara,Premium Shopper,Seasonal Surprise Box,180793.28,64,2824.90,767.06,4940.03
Clothing,Zara,Premium Shopper,Shop & Save Spectacular,161221.00,53,3041.91,652.03,4922.07
Clothing,Zara,Premium Shopper,Smart Shopper Week,182702.56,65,2810.81,690.52,4984.75
Clothing,Zara,Premium Shopper,Spring Refresh Event,136648.45,54,2530.53,508.91,4950.54
Clothing,Zara,Premium Shopper,Spring Splash Discounts,170375.07,65,2621.15,662.39,4983.14
Clothing,Zara,Premium Shopper,Summer Sizzle Promo,172065.62,67,2568.14,562.11,4911.31
Clothing,Zara,Premium Shopper,Super Savings Week,183543.84,68,2699.17,510.99,4930.26
Clothing,Zara,Premium Shopper,Ultimate Value Event,141500.04,57,2482.46,504.23,4997.25
Clothing,Zara,Premium Shopper,VIP Access Sale,167875.80,56,2997.78,928.76,4949.50
Clothing,Zara,Premium Shopper,Weekend Warrior Specials,149588.51,58,2579.11,609.78,4929.16
Clothing,Zara,Premium Shopper,Winter Clearance Carnival,178265.08,71,2510.78,581.59,4789.94
Clothing,Zara,Premium Shopper,Winter Wonders Sale,161765.26,61,2651.89,703.32,4919.87
Electronics,Apple,Budget Shopper,12 Days of Deals,151670.71,58,2615.01,614.91,4794.64
Electronics,Apple,Budget Shopper,Autumn Deals Drive,170216.37,62,2745.43,520.68,4928.46
Electronics,Apple,Budget Shopper,BOGO Blitz,133368.38,54,2469.78,593.80,4967.43
Electronics,Apple,Budget Shopper,Back to School Boost,165984.93,61,2721.06,718.28,4953.99
Electronics,Apple,Budget Shopper,Birthday Bash Sale,237481.37,85,2793.90,504.53,4989.43
Electronics,Apple,Budget Shopper,Black Friday Blowout,196852.86,69,2852.94,522.18,4855.90
Electronics,Apple,Budget Shopper,Cart Crasher Campaign,166839.89,63,2648.25,508.39,4919.19
Electronics,Apple,Budget Shopper,Cashback Carnival,211018.71,71,2972.09,538.48,4966.36
Electronics,Apple,Budget Shopper,Clearance Countdown,240588.34,86,2797.54,518.31,4924.47
Electronics,Apple,Budget Shopper,Countdown to Savings,210841.85,75,2811.22,504.78,4989.61
Electronics,Apple,Budget Shopper,Customer Appreciation Week,196853.89,72,2734.08,514.94,4918.65
Electronics,Apple,Budget Shopper,Cyber Monday Mania,172466.73,65,2653.33,553.89,4942.52
Electronics,Apple,Budget Shopper,Deal of the Month,168995.32,56,3017.77,557.49,4945.91
Electronics,Apple,Budget Shopper,Double Points Bonanza,135206.53,54,2503.82,523.27,4776.17
Electronics,Apple,Budget Shopper,Early Bird Specials,203999.93,71,2873.24,630.75,4960.42
Electronics,Apple,Budget Shopper,End of Season Sale,219389.28,81,2708.51,620.80,4958.06
Electronics,Apple,Budget Shopper,Exclusive Insider Offers,210922.41,81,2603.98,548.24,4906.27
Electronics,Apple,Budget Shopper,Festive Fever Promo,200492.67,70,2864.18,658.47,4977.00
Electronics,Apple,Budget Shopper,Final Call Frenzy,193918.49,73,2656.42,643.25,4918.57
Electronics,Apple,Budget Shopper,Flash Frenzy Friday,129050.49,48,2688.55,796.56,4841.99
Electronics,Apple,Budget Shopper,"Gift More, Spend Less",154924.70,57,2717.98,546.48,4959.32
Electronics,Apple,Budget Shopper,Golden Hour Bargains,157265.53,59,2665.52,598.71,4948.72
Electronics,Apple,Budget Shopper,Green Weekend Deals,206879.45,79,2618.73,508.03,4991.30
Electronics,Apple,Budget Shopper,Happy Hour Discounts,181126.15,65,2786.56,768.67,4938.08
Electronics,Apple,Budget Shopper,Holiday Shopping Rush,187684.42,65,2887.45,725.85,4964.53
Electronics,Apple,Budget Shopper,Hot Picks Promo,175743.35,57,3083.22,546.96,4986.36
Electronics,Apple,Budget Shopper,Instant Gratification Sale,202226.59,72,2808.70,591.14,4976.47
Electronics,Apple,Budget Shopper,Limited Time Treasures,206495.43,75,2753.27,565.81,4849.16
Electronics,Apple,Budget Shopper,Loyalty Rewards Blast,220494.83,77,2863.57,530.61,4860.64
Electronics,Apple,Budget Shopper,Mega Weekend Bonanza,183738.44,66,2783.92,675.97,4770.82
Electronics,Apple,Budget Shopper,Mid-Year Madness,209962.91,74,2837.34,536.81,4956.28
Electronics,Apple,Budget Shopper,Midnight Madness,167476.55,61,2745.52,538.82,4836.51
Electronics,Apple,Budget Shopper,Mystery Discount Days,160975.71,59,2728.40,529.87,4936.02
Electronics,Apple,Budget Shopper,New Arrival Showcase,191602.02,75,2554.69,567.63,4984.20
Electronics,Apple,Budget Shopper,New Product Launch Promo,250340.10,94,2663.19,547.90,4866.80
Electronics,Apple,Budget Shopper,New Year Kickoff,186104.27,66,2819.76,544.46,4976.30
Electronics,Apple,Budget Shopper,Price Drop Parade,209000.80,76,2750.01,511.56,4987.47
Electronics,Apple,Budget Shopper,Red Tag Clearance,165234.85,64,2581.79,501.68,4849.75
Electronics,Apple,Budget Shopper,Seasonal Surprise Box,204447.20,65,3145.34,644.95,4989.80
Electronics,Apple,Budget Shopper,Shop & Save Spectacular,158032.17,59,2678.51,596.20,4962.95
Electronics,Apple,Budget Shopper,Smart Shopper Week,196148.67,69,2842.73,553.73,4888.79
Electronics,Apple,Budget Shopper,Spring Refresh Event,180095.28,60,3001.59,551.23,4991.42
Electronics,Apple,Budget Shopper,Spring Splash Discounts,145540.87,50,2910.82,551.13,4918.40
Electronics,Apple,Budget Shopper,Summer Sizzle Promo,147640.40,54,2734.08,648.86,4929.25
Electronics,Apple,Budget Shopper,Super Savings Week,154699.13,56,2762.48,545.86,4995.51
Electronics,Apple,Budget Shopper,Ultimate Value Event,135299.22,49,2761.21,626.63,4930.85
Electronics,Apple,Budget Shopper,VIP Access Sale,210862.44,76,2774.51,554.81,4966.55
Electronics,Apple,Budget Shopper,Weekend Warrior Specials,230050.33,87,2644.26,606.73,4979.11
Electronics,Apple,Budget Shopper,Winter Clearance Carnival,169498.30,62,2733.84,542.96,4856.09
Electronics,Apple,Budget Shopper,Winter Wonders Sale,155066.61,61,2542.08,539.70,4969.91
Electronics,Apple,Churn Risk,12 Days of Deals,142899.45,52,2748.07,525.65,4911.15
Electronics,Apple,Churn Risk,Autumn Deals Drive,200161.23,74,2704.88,519.51,4864.89
Electronics,Apple,Churn Risk,BOGO Blitz,170358.90,62,2747.72,535.66,4967.49
Electronics,Apple,Churn Risk,Back to School Boost,172045.80,67,2567.85,564.07,4942.89
Electronics,Apple,Churn Risk,Birthday Bash Sale,177082.27,63,2810.83,552.08,4953.96
Electronics,Apple,Churn Risk,Black Friday Blowout,202031.30,71,2845.51,588.47,4994.08
Electronics,Apple,Churn Risk,Cart Crasher Campaign,191313.39,65,2943.28,511.88,4934.00
Electronics,Apple,Churn Risk,Cashback Carnival,165293.86,60,2754.90,596.38,4758.69
Electronics,Apple,Churn Risk,Clearance Countdown,149518.79,54,2768.87,535.65,4925.41
Electronics,Apple,Churn Risk,Countdown to Savings,165380.36,69,2396.82,500.60,4932.68
Electronics,Apple,Churn Risk,Customer Appreciation Week,159743.90,54,2958.22,556.19,4971.35
Electronics,Apple,Churn Risk,Cyber Monday Mania,220235.50,78,2823.53,684.20,4960.89
Electronics,Apple,Churn Risk,Deal of the Month,212500.16,76,2796.05,530.23,4992.24
Electronics,Apple,Churn Risk,Double Points Bonanza,144040.90,58,2483.46,700.90,4822.70
Electronics,Apple,Churn Risk,Early Bird Specials,157429.69,58,2714.30,816.77,4936.18
Electronics,Apple,Churn Risk,End of Season Sale,195314.94,73,2675.55,593.37,4965.76
Electronics,Apple,Churn Risk,Exclusive Insider Offers,166367.55,61,2727.34,572.10,4989.13
Electronics,Apple,Churn Risk,Festive Fever Promo,179636.26,63,2851.37,532.91,4960.42
Electronics,Apple,Churn Risk,Final Call Frenzy,170806.52,65,2627.79,545.25,4968.20
Electronics,Apple,Churn Risk,Flash Frenzy Friday,200733.84,77,2606.93,531.26,4960.46
Electronics,Apple,Churn Risk,"Gift More, Spend Less",155163.63,54,2873.40,574.13,4926.30
Electronics,Apple,Churn Risk,Golden Hour Bargains,172289.15,63,2734.75,604.40,4842.44
Electronics,Apple,Churn Risk,Green Weekend Deals,165460.30,62,2668.71,553.98,4968.69
Electronics,Apple,Churn Risk,Happy Hour Discounts,191612.43,74,2589.36,539.60,4881.90
Electronics,Apple,Churn Risk,Holiday Shopping Rush,220186.75,82,2685.20,502.32,4923.12
Electronics,Apple,Churn Risk,Hot Picks Promo,192088.64,70,2744.12,629.15,4966.73
Electronics,Apple,Churn Risk,Instant Gratification Sale,173363.27,65,2667.13,600.29,4890.35
Electronics,Apple,Churn Risk,Limited Time Treasures,208058.96,73,2850.12,587.23,4958.13
Electronics,Apple,Churn Risk,Loyalty Rewards Blast,192326.23,68,2828.33,629.79,4990.76
Electronics,Apple,Churn Risk,Mega Weekend Bonanza,186719.11,66,2829.08,592.20,4948.99
Electronics,Apple,Churn Risk,Mid-Year Madness,164671.43,56,2940.56,621.45,4942.37
Electronics,Apple,Churn Risk,Midnight Madness,184539.21,70,2636.27,531.62,4920.67
Electronics,Apple,Churn Risk,Mystery Discount Days,154492.07,58,2663.66,527.53,4930.80
Electronics,Apple,Churn Risk,New Arrival Showcase,159150.78,57,2792.12,508.74,4850.21
Electronics,Apple,Churn Risk,New Product Launch Promo,209077.50,79,2646.55,516.58,4981.24
Electronics,Apple,Churn Risk,New Year Kickoff,194346.89,74,2626.31,601.98,4929.13
Electronics,Apple,Churn Risk,Price Drop Parade,209799.40,80,2622.49,534.99,4798.94
Electronics,Apple,Churn Risk,Red Tag Clearance,145270.52,53,2740.95,536.16,4894.21
Electronics,Apple,Churn Risk,Seasonal Surprise Box,185783.24,68,2732.11,525.09,4879.38
Electronics,Apple,Churn Risk,Shop & Save Spectacular,203622.54,71,2867.92,581.98,4991.11
Electronics,Apple,Churn Risk,Smart Shopper Week,192357.62,66,2914.51,706.35,4935.43
Electronics,Apple,Churn Risk,Spring Refresh Event,206429.80,73,2827.81,620.66,4948.28
Electronics,Apple,Churn Risk,Spring Splash Discounts,239724.89,86,2787.50,515.83,4985.90
Electronics,Apple,Churn Risk,Summer Sizzle Promo,142211.11,56,2539.48,898.67,4871.33
Electronics,Apple,Churn Risk,Super Savings Week,158476.28,61,2597.97,527.66,4986.02
Electronics,Apple,Churn Risk,Ultimate Value Event,186520.46,70,2664.58,547.36,4990.13
Electronics,Apple,Churn Risk,VIP Access Sale,213510.52,79,2702.66,612.74,4994.23
Electronics,Apple,Churn Risk,Weekend Warrior Specials,175492.86,68,2580.78,533.15,4910.55
Electronics,Apple,Churn Risk,Winter Clearance Carnival,163505.00,64,2554.77,555.87,4980.20
Electronics,Apple,Churn Risk,Winter Wonders Sale,182647.66,63,2899.17,834.33,4966.50
Electronics,Apple,Deal Seeker,12 Days of Deals,210121.61,80,2626.52,581.30,4902.44
Electronics,Apple,Deal Seeker,Autumn Deals Drive,150697.82,52,2898.04,542.98,4884.81
Electronics,Apple,Deal Seeker,BOGO Blitz,182886.78,65,2813.64,517.95,4857.38
Electronics,Apple,Deal Seeker,Back to School Boost,162449.36,63,2578.56,531.82,4767.34
Electronics,Apple,Deal Seeker,Birthday Bash Sale,178665.08,63,2835.95,549.35,4939.25
Electronics,Apple,Deal Seeker,Black Friday Blowout,185359.86,71,2610.70,523.77,4926.30
Electronics,Apple,Deal Seeker,Cart Crasher Campaign,185508.80,74,2506.88,543.09,4820.38
Electronics,Apple,Deal Seeker,Cashback Carnival,161804.22,58,2789.73,511.73,4954.22
Electronics,Apple,Deal Seeker,Clearance Countdown,200176.89,73,2742.15,537.97,4945.34
Electronics,Apple,Deal Seeker,Countdown to Savings,207651.30,79,2628.50,559.29,4954.00
Electronics,Apple,Deal Seeker,Customer Appreciation Week,171854.70,64,2685.23,513.82,4997.50
Electronics,Apple,Deal Seeker,Cyber Monday Mania,182295.12,58,3143.02,746.85,4888.18
Electronics,Apple,Deal Seeker,Deal of the Month,184488.31,67,2753.56,588.36,4976.21
Electronics,Apple,Deal Seeker,Double Points Bonanza,147259.55,59,2495.92,524.99,4933.35
Electronics,Apple,Deal Seeker,Early Bird Specials,185387.47,66,2808.90,511.39,4948.77
Electronics,Apple,Deal Seeker,End of Season Sale,210073.72,72,2917.69,518.61,4987.71
Electronics,Apple,Deal Seeker,Exclusive Insider Offers,196238.24,72,2725.53,564.00,4986.42
Electronics,Apple,Deal Seeker,Festive Fever Promo,201006.02,68,2955.97,667.67,4986.14
Electronics,Apple,Deal Seeker,Final Call Frenzy,204248.57,67,3048.49,509.18,4987.50
Electronics,Apple,Deal Seeker,Flash Frenzy Friday,182232.97,63,2892.59,555.56,4990.29
Electronics,Apple,Deal Seeker,"Gift More, Spend Less",200666.15,66,3040.40,559.08,4984.39
Electronics,Apple,Deal Seeker,Golden Hour Bargains,170515.06,63,2706.59,502.34,4950.57
