brand,campaign_name,sum_amount,count,avg_amount,min_amount,max_amount
Haier,"Gift More, Spend Less",1782620.41,647,2755.21,503.14,4998.06
Haier,Golden Hour Bargains,1783277.12,659,2706.04,500.66,4992.15
Haier,Green Weekend Deals,1861332.89,674,2761.62,516.25,4995.08
Haier,Happy Hour Discounts,1848951.89,695,2660.36,501.43,4992.76
Haier,Holiday Shopping Rush,1853750.53,675,2746.30,501.74,4997.27
Haier,Hot Picks Promo,1960256.49,714,2745.46,500.05,4991.08
Haier,Instant Gratification Sale,1845615.26,680,2714.14,517.08,4997.94
Haier,Limited Time Treasures,1683915.83,631,2668.65,510.26,4970.34
Haier,Loyalty Rewards Blast,1943917.10,716,2714.97,502.48,4996.51
Haier,Mega Weekend Bonanza,1726844.51,616,2803.32,502.05,4992.43
Haier,Mid-Year Madness,1745109.94,643,2714.01,500.33,4993.47
Haier,Midnight Madness,1829593.22,667,2743.02,549.61,4979.63
Haier,Mystery Discount Days,1798826.59,644,2793.21,502.59,4993.56
Haier,New Arrival Showcase,1794265.56,674,2662.12,501.45,4996.75
Haier,New Product Launch Promo,1902899.06,701,2714.55,505.85,4997.06
Haier,New Year Kickoff,1785638.97,646,2764.15,502.92,4984.54
Haier,Price Drop Parade,1779263.09,669,2659.59,512.13,4987.17
Haier,Red Tag Clearance,1712822.02,631,2714.46,534.32,4996.14
Haier,Seasonal Surprise Box,1974190.43,698,2828.35,515.41,4998.82
Haier,Shop & Save Spectacular,1825467.90,665,2745.06,509.98,4951.29
Haier,Smart Shopper Week,1849469.72,674,2744.02,524.75,4992.18
Haier,Spring Refresh Event,1770986.89,633,2797.77,519.51,4983.41
Haier,Spring Splash Discounts,1949459.32,715,2726.52,504.57,4998.92
Haier,Summer Sizzle Promo,1750258.01,635,2756.31,500.57,4994.55
Haier,Super Savings Week,1587291.14,592,2681.24,500.00,4974.82
Haier,Ultimate Value Event,1796539.60,663,2709.71,523.68,4999.84
Haier,VIP Access Sale,1808935.81,664,2724.30,500.69,4994.82
Haier,Weekend Warrior Specials,1793783.38,659,2721.98,518.68,4995.52
Haier,Winter Clearance Carnival,1898920.01,672,2825.77,505.24,4998.49
Haier,Winter Wonders Sale,1851038.49,688,2690.46,500.27,4985.21
Home Centre,12 Days of Deals,1967736.36,705,2791.12,511.57,4983.81
Home Centre,Autumn Deals Drive,1874724.34,679,2761.01,514.26,4996.10
Home Centre,BOGO Blitz,1857782.67,662,2806.32,526.54,4988.57
Home Centre,Back to School Boost,1811047.43,655,2764.96,501.66,4982.20
Home Centre,Birthday Bash Sale,1807669.43,650,2781.03,511.57,4999.90
Home Centre,Black Friday Blowout,1849755.02,668,2769.09,504.85,4998.42
Home Centre,Cart Crasher Campaign,1839884.40,669,2750.20,510.50,4998.52
Home Centre,Cashback Carnival,1951825.29,697,2800.32,500.92,4994.06
Home Centre,Clearance Countdown,1871639.61,667,2806.06,500.93,4985.80
Home Centre,Countdown to Savings,1859497.52,673,2763.00,502.09,4996.16
Home Centre,Customer Appreciation Week,1756720.28,657,2673.85,504.04,4997.65
Home Centre,Cyber Monday Mania,1747091.30,650,2687.83,500.56,4972.73
Home Centre,Deal of the Month,1841651.80,687,2680.72,503.22,4996.19
Home Centre,Double Points Bonanza,1865112.96,670,2783.75,509.59,4999.60
Home Centre,Early Bird Specials,1873893.39,686,2731.62,506.72,4996.66
Home Centre,End of Season Sale,1780072.73,637,2794.46,501.93,4987.50
Home Centre,Exclusive Insider Offers,1695783.41,620,2735.13,510.64,4992.03
Home Centre,Festive Fever Promo,1856990.11,669,2775.77,533.40,4995.46
Home Centre,Final Call Frenzy,1882573.29,668,2818.22,501.98,4996.48
Home Centre,Flash Frenzy Friday,1870437.67,673,2779.25,515.80,4999.30
Home Centre,"Gift More, Spend Less",1790536.36,657,2725.32,501.75,4987.64
Home Centre,Golden Hour Bargains,1696213.12,634,2675.42,502.72,4977.23
Home Centre,Green Weekend Deals,1827712.07,656,2786.15,515.31,4999.33
Home Centre,Happy Hour Discounts,1854120.92,674,2750.92,508.48,4996.28
Home Centre,Holiday Shopping Rush,1841383.20,676,2723.94,514.22,4993.06
Home Centre,Hot Picks Promo,1832434.84,682,2686.85,506.64,4995.54
Home Centre,Instant Gratification Sale,2093864.87,728,2876.19,502.68,4998.90
Home Centre,Limited Time Treasures,1839146.89,659,2790.81,516.63,4989.62
Home Centre,Loyalty Rewards Blast,1856991.59,657,2826.47,500.58,4996.69
Home Centre,Mega Weekend Bonanza,1840598.65,657,2801.52,502.08,4992.81
Home Centre,Mid-Year Madness,1869562.05,686,2725.31,503.37,4999.10
Home Centre,Midnight Madness,1813335.71,656,2764.23,504.23,4998.34
Home Centre,Mystery Discount Days,1717967.51,631,2722.61,508.31,4994.22
Home Centre,New Arrival Showcase,1827311.74,657,2781.30,503.77,4991.45
Home Centre,New Product Launch Promo,1765797.63,639,2763.38,506.40,4996.63
Home Centre,New Year Kickoff,1996978.20,723,2762.07,504.13,4990.71
Home Centre,Price Drop Parade,1936110.89,691,2801.90,514.90,4992.90
Home Centre,Red Tag Clearance,1792577.93,653,2745.14,502.90,4997.86
Home Centre,Seasonal Surprise Box,1849796.71,681,2716.29,503.27,4996.39
Home Centre,Shop & Save Spectacular,1817375.76,658,2761.97,506.96,4998.65
Home Centre,Smart Shopper Week,1980195.69,693,2857.43,503.09,4999.64
Home Centre,Spring Refresh Event,1931947.98,681,2836.93,501.41,4998.45
Home Centre,Spring Splash Discounts,1847290.21,689,2681.12,500.35,4992.41
Home Centre,Summer Sizzle Promo,1975820.33,708,2790.71,506.50,4996.51
Home Centre,Super Savings Week,1743836.02,648,2691.10,504.79,4999.89
Home Centre,Ultimate Value Event,1799767.84,648,2777.42,502.11,4996.74
Home Centre,VIP Access Sale,1918123.09,692,2771.85,500.23,4985.67
Home Centre,Weekend Warrior Specials,1824069.79,664,2747.09,501.07,4998.93
Home Centre,Winter Clearance Carnival,1864156.03,662,2815.95,501.40,4961.65
Home Centre,Winter Wonders Sale,1883752.86,696,2706.54,510.01,4994.81
IKEA,12 Days of Deals,1772183.91,670,2645.05,502.40,4991.30
IKEA,Autumn Deals Drive,1927682.80,701,2749.90,507.41,4993.26
IKEA,BOGO Blitz,1833764.07,679,2700.68,504.41,4987.72
IKEA,Back to School Boost,1944018.24,712,2730.36,505.83,4984.77
IKEA,Birthday Bash Sale,1804457.70,662,2725.77,501.52,4998.56
IKEA,Black Friday Blowout,1945713.75,675,2882.54,508.77,4999.69
IKEA,Cart Crasher Campaign,1854191.48,669,2771.59,501.43,4998.49
IKEA,Cashback Carnival,1845528.73,677,2726.04,503.76,4999.12
IKEA,Clearance Countdown,1878565.17,683,2750.46,505.37,4996.82
IKEA,Countdown to Savings,1835053.16,660,2780.38,539.27,4997.53
IKEA,Customer Appreciation Week,1799412.67,681,2642.31,506.29,4972.06
IKEA,Cyber Monday Mania,1882244.86,666,2826.19,504.38,4991.04
IKEA,Deal of the Month,1788846.48,670,2669.92,506.65,4978.58
IKEA,Double Points Bonanza,1854840.22,669,2772.56,505.59,4996.14
IKEA,Early Bird Specials,1805036.25,666,2710.26,510.66,4996.11
IKEA,End of Season Sale,1705411.22,631,2702.71,500.31,4998.04
IKEA,Exclusive Insider Offers,1820046.80,660,2757.65,501.83,4998.36
IKEA,Festive Fever Promo,1724328.02,647,2665.11,520.70,4998.21
IKEA,Final Call Frenzy,1923642.31,708,2717.01,509.98,4998.78
IKEA,Flash Frenzy Friday,1790092.45,641,2792.66,505.21,4995.61
IKEA,"Gift More, Spend Less",1743551.80,639,2728.56,500.71,4998.02
IKEA,Golden Hour Bargains,1950693.26,692,2818.92,512.00,4995.04
IKEA,Green Weekend Deals,1950178.72,705,2766.21,503.96,4993.14
IKEA,Happy Hour Discounts,1786556.11,654,2731.74,500.31,4998.88
IKEA,Holiday Shopping Rush,1926388.20,691,2787.83,503.97,4997.57
IKEA,Hot Picks Promo,1770863.85,631,2806.44,507.08,4997.56
IKEA,Instant Gratification Sale,1806744.67,643,2809.87,503.56,4978.72
IKEA,Limited Time Treasures,1865168.32,692,2695.33,502.15,4995.00
IKEA,Loyalty Rewards Blast,1852782.01,679,2728.69,503.05,4976.01
IKEA,Mega Weekend Bonanza,1802117.03,650,2772.49,505.20,4993.16
IKEA,Mid-Year Madness,1799129.52,633,2842.23,513.37,4973.50
IKEA,Midnight Madness,1912158.58,691,2767.23,501.83,4993.52
IKEA,Mystery Discount Days,1908937.91,687,2778.66,502.33,4988.12
IKEA,New Arrival Showcase,1736740.98,659,2635.42,508.31,4995.42
IKEA,New Product Launch Promo,1880943.51,683,2753.94,501.50,4996.35
IKEA,New Year Kickoff,1869434.39,668,2798.55,562.41,4996.37
IKEA,Price Drop Parade,1839723.49,667,2758.21,500.06,4992.16
IKEA,Red Tag Clearance,1917483.94,683,2807.44,518.85,4996.34
IKEA,Seasonal Surprise Box,1832537.16,690,2655.85,501.95,4974.45
IKEA,Shop & Save Spectacular,2001486.60,705,2838.99,516.22,4993.27
IKEA,Smart Shopper Week,1855232.17,685,2708.37,508.73,4998.03
IKEA,Spring Refresh Event,2015152.81,710,2838.24,510.54,4995.87
IKEA,Spring Splash Discounts,1823438.70,666,2737.90,502.30,4992.95
IKEA,Summer Sizzle Promo,1773133.63,654,2711.21,511.39,4998.66
IKEA,Super Savings Week,1790724.58,658,2721.47,503.67,4991.69
IKEA,Ultimate Value Event,1793867.60,656,2734.55,502.21,4983.29
IKEA,VIP Access Sale,1699558.75,625,2719.29,506.30,4992.06
IKEA,Weekend Warrior Specials,1785866.24,651,2743.27,501.39,4999.21
IKEA,Winter Clearance Carnival,1915976.16,703,2725.43,505.94,4990.80
IKEA,Winter Wonders Sale,1896242.88,684,2772.28,502.50,4988.05
Kellogg's,12 Days of Deals,1724234.02,618,2790.02,507.87,4995.38
Kellogg's,Autumn Deals Drive,1843871.49,668,2760.29,510.46,4998.64
Kellogg's,BOGO Blitz,1852503.97,665,2785.72,500.98,4998.59
Kellogg's,Back to School Boost,1857439.39,674,2755.84,505.75,4954.16
Kellogg's,Birthday Bash Sale,1743541.62,653,2670.05,509.05,4991.43
Kellogg's,Black Friday Blowout,1754702.91,641,2737.45,502.74,4999.51
Kellogg's,Cart Crasher Campaign,1781876.99,655,2720.42,504.51,4999.82
Kellogg's,Cashback Carnival,1770163.48,653,2710.82,505.38,4995.37
Kellogg's,Clearance Countdown,1910804.50,700,2729.72,508.52,4999.80
Kellogg's,Countdown to Savings,1803450.80,678,2659.96,502.00,4997.39
Kellogg's,Customer Appreciation Week,1890177.08,678,2787.87,500.64,4992.51
Kellogg's,Cyber Monday Mania,1855423.53,675,2748.78,508.82,4998.93
Kellogg's,Deal of the Month,1929306.65,689,2800.15,503.06,4995.04
Kellogg's,Double Points Bonanza,1706457.35,646,2641.57,500.95,4991.82
Kellogg's,Early Bird Specials,1930779.26,677,2851.96,512.96,4995.00
Kellogg's,End of Season Sale,1853087.73,676,2741.25,500.37,4997.29
Kellogg's,Exclusive Insider Offers,1805950.40,662,2728.02,513.96,4998.78
Kellogg's,Festive Fever Promo,2026967.15,717,2827.01,512.07,4996.81
Kellogg's,Final Call Frenzy,1915074.88,676,2832.95,503.08,4980.80
Kellogg's,Flash Frenzy Friday,1773270.83,659,2690.85,507.64,4996.77
Kellogg's,"Gift More, Spend Less",1833830.77,665,2757.64,513.62,4991.67
Kellogg's,Golden Hour Bargains,1757372.05,639,2750.19,500.16,4983.47
Kellogg's,Green Weekend Deals,1985014.64,729,2722.93,544.59,4997.22
Kellogg's,Happy Hour Discounts,1785030.29,671,2660.25,508.35,4995.35
Kellogg's,Holiday Shopping Rush,1782162.76,650,2741.79,501.56,4998.79
Kellogg's,Hot Picks Promo,1806300.07,654,2761.93,500.73,4999.96
Kellogg's,Instant Gratification Sale,1822169.16,671,2715.60,517.98,4999.70
Kellogg's,Limited Time Treasures,1771929.85,648,2734.46,513.89,4999.73
Kellogg's,Loyalty Rewards Blast,1883674.41,675,2790.63,509.85,4988.35
Kellogg's,Mega Weekend Bonanza,1830389.43,656,2790.23,507.71,4989.86
Kellogg's,Mid-Year Madness,1928110.75,673,2864.95,507.78,4994.70
Kellogg's,Midnight Madness,1812076.05,666,2720.83,505.05,4995.25
Kellogg's,Mystery Discount Days,1786304.38,659,2710.63,503.39,4982.99
Kellogg's,New Arrival Showcase,1714561.15,615,2787.90,509.54,4999.86
Kellogg's,New Product Launch Promo,1772466.25,645,2748.01,500.73,4999.20
Kellogg's,New Year Kickoff,1884712.24,672,2804.63,500.12,4981.27
Kellogg's,Price Drop Parade,1812530.96,663,2733.83,512.52,4999.58
Kellogg's,Red Tag Clearance,1790036.58,641,2792.57,504.22,4988.88
Kellogg's,Seasonal Surprise Box,1898880.26,668,2842.64,510.72,4991.25
Kellogg's,Shop & Save Spectacular,1775791.22,631,2814.25,508.47,4983.84
Kellogg's,Smart Shopper Week,1883824.50,681,2766.26,500.54,4998.48
Kellogg's,Spring Refresh Event,1857945.51,667,2785.53,501.42,4995.22
Kellogg's,Spring Splash Discounts,1745371.84,644,2710.20,500.68,4992.00
Kellogg's,Summer Sizzle Promo,1759279.78,614,2865.28,514.60,4999.26
Kellogg's,Super Savings Week,1953355.04,721,2709.23,504.29,4971.41
Kellogg's,Ultimate Value Event,1866579.94,675,2765.30,518.09,4997.75
Kellogg's,VIP Access Sale,1833949.50,668,2745.43,504.20,4999.89
Kellogg's,Weekend Warrior Specials,1824765.39,666,2739.89,503.77,4999.20
Kellogg's,Winter Clearance Carnival,1785701.72,657,2717.96,523.06,4996.69
Kellogg's,Winter Wonders Sale,1877875.66,679,2765.65,518.42,4999.85
LG,12 Days of Deals,3608501.59,1301,2773.64,513.13,4995.63
LG,Autumn Deals Drive,3696324.50,1349,2740.05,508.14,4999.09
LG,BOGO Blitz,3639041.07,1320,2756.85,501.56,4997.96
LG,Back to School Boost,3638360.08,1337,2721.29,502.18,4997.76
LG,Birthday Bash Sale,3560051.46,1309,2719.67,505.08,4990.75
LG,Black Friday Blowout,3638426.83,1319,2758.47,500.70,4994.38
LG,Cart Crasher Campaign,3713087.13,1358,2734.23,509.43,4988.50
LG,Cashback Carnival,3636665.03,1305,2786.72,500.98,4994.18
LG,Clearance Countdown,3678702.18,1361,2702.94,502.94,4998.50
LG,Countdown to Savings,3693586.89,1347,2742.08,500.75,4998.03
LG,Customer Appreciation Week,3653130.42,1343,2720.13,502.70,4999.25
LG,Cyber Monday Mania,3697280.16,1329,2782.00,502.61,4998.54
LG,Deal of the Month,3564022.85,1303,2735.24,502.44,4996.40
LG,Double Points Bonanza,3628095.81,1333,2721.75,514.43,4996.88
LG,Early Bird Specials,3539675.34,1287,2750.33,500.92,4994.19
LG,End of Season Sale,3713504.94,1339,2773.34,501.39,4997.26
LG,Exclusive Insider Offers,3749022.33,1359,2758.66,503.81,4994.95
LG,Festive Fever Promo,3595077.69,1305,2754.85,502.80,4996.41
LG,Final Call Frenzy,3629610.86,1318,2753.88,501.74,4999.75
LG,Flash Frenzy Friday,3781298.00,1370,2760.07,503.50,4998.72
LG,"Gift More, Spend Less",3793279.23,1362,2785.08,502.74,4993.14
LG,Golden Hour Bargains,3689820.73,1349,2735.23,506.54,4997.61
LG,Green Weekend Deals,3585656.60,1325,2706.16,502.12,4996.70
LG,Happy Hour Discounts,3431056.05,1227,2796.30,503.25,4997.26
LG,Holiday Shopping Rush,3723373.51,1355,2747.88,500.17,4995.77
LG,Hot Picks Promo,3487535.51,1264,2759.13,501.49,4997.89
LG,Instant Gratification Sale,3667300.40,1347,2722.57,504.58,4990.00
LG,Limited Time Treasures,3597440.87,1313,2739.86,507.04,4999.20
LG,Loyalty Rewards Blast,3655670.32,1333,2742.44,503.07,4998.29
LG,Mega Weekend Bonanza,3725136.04,1361,2737.06,503.23,4998.42
LG,Mid-Year Madness,3651345.81,1319,2768.27,501.40,4999.11
LG,Midnight Madness,3476077.20,1265,2747.89,500.72,4998.66
LG,Mystery Discount Days,3846078.35,1389,2768.95,501.23,4998.62
LG,New Arrival Showcase,3743160.16,1307,2863.93,504.80,4998.70
LG,New Product Launch Promo,3662741.95,1341,2731.35,501.76,4999.48
LG,New Year Kickoff,3780068.98,1357,2785.61,504.17,4998.59
LG,Price Drop Parade,3479316.83,1284,2709.75,501.39,4999.10
LG,Red Tag Clearance,3783383.44,1354,2794.23,511.90,4992.58
LG,Seasonal Surprise Box,3670710.58,1340,2739.34,503.22,4998.13
LG,Shop & Save Spectacular,3828519.38,1395,2744.46,502.74,4992.95
LG,Smart Shopper Week,3661657.76,1320,2773.98,502.77,4999.77
LG,Spring Refresh Event,3683126.84,1340,2748.60,506.82,4999.45
LG,Spring Splash Discounts,3659885.33,1324,2764.26,505.95,4999.02
LG,Summer Sizzle Promo,3626165.92,1327,2732.60,510.56,4994.68
LG,Super Savings Week,3792831.98,1355,2799.14,500.28,4996.22
LG,Ultimate Value Event,3823715.79,1386,2758.81,503.14,4999.91
LG,VIP Access Sale,3666055.85,1327,2762.66,500.93,4999.15
LG,Weekend Warrior Specials,3726878.09,1358,2744.39,503.52,4999.43
LG,Winter Clearance Carnival,3750422.95,1350,2778.09,501.06,4993.03
LG,Winter Wonders Sale,3732863.31,1380,2704.97,502.26,4996.89
Levi's,12 Days of Deals,1844987.76,670,2753.71,500.37,4999.26
Levi's,Autumn Deals Drive,1884870.27,688,2739.64,509.47,4992.45
Levi's,BOGO Blitz,1936808.85,696,2782.77,503.91,4996.75
Levi's,Back to School Boost,1648323.82,636,2591.70,502.44,4991.50
Levi's,Birthday Bash Sale,1914174.05,696,2750.25,503.70,4997.36
Levi's,Black Friday Blowout,1874363.84,676,2772.73,513.13,4997.07
Levi's,Cart Crasher Campaign,1861269.59,663,2807.34,508.66,4996.24
Levi's,Cashback Carnival,1908746.16,680,2806.98,508.75,4994.40
Levi's,Clearance Countdown,1753372.43,649,2701.65,504.91,4995.43
Levi's,Countdown to Savings,1822506.68,677,2692.03,504.03,4995.55
Levi's,Customer Appreciation Week,1912301.60,675,2833.04,510.73,4984.88
Levi's,Cyber Monday Mania,1978547.21,700,2826.50,502.02,4992.60
Levi's,Deal of the Month,1826893.58,666,2743.08,502.13,4973.22
Levi's,Double Points Bonanza,1796089.81,629,2855.47,500.63,4992.87
Levi's,Early Bird Specials,1824149.58,677,2694.46,501.24,4988.14
Levi's,End of Season Sale,1884512.29,682,2763.21,506.45,4984.90
Levi's,Exclusive Insider Offers,1708966.11,640,2670.26,501.18,4997.63
Levi's,Festive Fever Promo,1842713.84,679,2713.86,505.36,4981.97
Levi's,Final Call Frenzy,1875729.64,683,2746.31,513.55,4994.06
Levi's,Flash Frenzy Friday,1940506.28,700,2772.15,516.34,4989.81
Levi's,"Gift More, Spend Less",1812865.88,666,2722.02,501.94,4985.89
Levi's,Golden Hour Bargains,1836270.76,652,2816.37,508.91,4998.56
Levi's,Green Weekend Deals,1770584.08,660,2682.70,527.72,4996.15
Levi's,Happy Hour Discounts,1773929.49,638,2780.45,507.81,4994.57
Levi's,Holiday Shopping Rush,1879528.23,681,2759.95,506.38,4992.50
Levi's,Hot Picks Promo,1854742.43,681,2723.56,500.12,4999.60
Levi's,Instant Gratification Sale,1858728.31,661,2811.99,501.81,4993.22
Levi's,Limited Time Treasures,1798516.54,674,2668.42,504.55,4987.04
Levi's,Loyalty Rewards Blast,2004565.26,701,2859.58,524.75,4996.42
Levi's,Mega Weekend Bonanza,1776385.27,655,2712.04,500.60,4997.25
Levi's,Mid-Year Madness,1845752.40,675,2734.45,506.96,4989.93
Levi's,Midnight Madness,1808774.60,671,2695.64,508.22,4998.11
Levi's,Mystery Discount Days,1747100.22,649,2691.99,502.13,4999.85
Levi's,New Arrival Showcase,1837141.67,675,2721.69,500.17,4991.01
Levi's,New Product Launch Promo,1795203.82,651,2757.61,500.27,4991.07
Levi's,New Year Kickoff,1853260.15,674,2749.64,518.02,4991.55
Levi's,Price Drop Parade,1769617.33,653,2709.98,506.33,4999.49
Levi's,Red Tag Clearance,1969173.19,701,2809.09,501.14,4996.92
Levi's,Seasonal Surprise Box,1860099.61,672,2768.01,505.81,4985.30
Levi's,Shop & Save Spectacular,1941549.31,682,2846.85,500.33,4995.64
Levi's,Smart Shopper Week,1754978.02,630,2785.68,501.31,4996.33
Levi's,Spring Refresh Event,1809205.04,663,2728.82,501.02,4996.53
Levi's,Spring Splash Discounts,1926751.89,684,2816.89,513.20,4998.97
Levi's,Summer Sizzle Promo,1861820.22,682,2729.94,508.47,4995.49
Levi's,Super Savings Week,1923048.51,669,2874.51,502.63,4987.82
Levi's,Ultimate Value Event,1910953.78,689,2773.52,500.17,4987.96
Levi's,VIP Access Sale,1892170.64,685,2762.29,507.92,4999.97
Levi's,Weekend Warrior Specials,1721520.97,647,2660.77,503.41,4953.54
Levi's,Winter Clearance Carnival,1767866.24,658,2686.73,505.16,4989.85
Levi's,Winter Wonders Sale,1944919.72,725,2682.65,508.14,4999.21
Nestle,12 Days of Deals,1904520.29,691,2756.18,502.43,4998.90
Nestle,Autumn Deals Drive,1986190.53,719,2762.43,500.76,4997.95
Nestle,BOGO Blitz,1792548.79,648,2766.28,507.32,4996.36
Nestle,Back to School Boost,1908096.40,699,2729.75,500.60,4999.06
Nestle,Birthday Bash Sale,1785804.03,642,2781.63,504.67,4991.37
Nestle,Black Friday Blowout,1846126.85,650,2840.20,505.61,4998.22
Nestle,Cart Crasher Campaign,1776592.20,669,2655.59,506.39,4985.57
Nestle,Cashback Carnival,1843760.48,658,2802.07,502.91,4995.74
Nestle,Clearance Countdown,1738070.18,638,2724.25,519.68,4997.60
Nestle,Countdown to Savings,1924846.47,693,2777.56,517.81,4996.32
Nestle,Customer Appreciation Week,1893116.75,682,2775.83,502.24,4995.70
Nestle,Cyber Monday Mania,1698514.89,620,2739.54,511.89,4998.08
Nestle,Deal of the Month,1799321.53,643,2798.32,508.61,4992.95
Nestle,Double Points Bonanza,1775791.39,637,2787.74,502.21,4976.30
Nestle,Early Bird Specials,1827541.95,668,2735.84,514.86,4999.70
Nestle,End of Season Sale,1825850.77,669,2729.22,500.36,4998.37
Nestle,Exclusive Insider Offers,1770131.19,641,2761.52,501.31,4999.92
Nestle,Festive Fever Promo,1689551.58,621,2720.69,501.65,4997.65
Nestle,Final Call Frenzy,1985428.53,708,2804.28,520.72,4971.01
Nestle,Flash Frenzy Friday,1786439.96,646,2765.39,519.46,4996.14
Nestle,"Gift More, Spend Less",1739891.90,634,2744.31,514.39,4993.41
Nestle,Golden Hour Bargains,1845654.98,678,2722.20,509.01,4997.02
Nestle,Green Weekend Deals,1815752.57,663,2738.69,503.00,4991.78
Nestle,Happy Hour Discounts,1806412.37,661,2732.85,513.29,4995.84
Nestle,Holiday Shopping Rush,1742873.94,645,2702.13,507.76,4999.39
Nestle,Hot Picks Promo,1857810.59,668,2781.15,519.38,4999.88
Nestle,Instant Gratification Sale,1809808.12,654,2767.29,500.03,4988.21
Nestle,Limited Time Treasures,1793269.06,658,2725.33,510.30,4994.82
Nestle,Loyalty Rewards Blast,1857821.08,656,2832.04,501.89,4995.71
Nestle,Mega Weekend Bonanza,1807212.75,638,2832.62,506.20,4998.94
Nestle,Mid-Year Madness,1855305.43,683,2716.41,502.46,4990.79
Nestle,Midnight Madness,1800309.33,654,2752.77,505.39,4997.31
Nestle,Mystery Discount Days,1874381.82,676,2772.75,508.56,4978.06
Nestle,New Arrival Showcase,1819380.84,658,2765.02,503.73,4992.67
Nestle,New Product Launch Promo,1824259.24,658,2772.43,506.06,4991.05
Nestle,New Year Kickoff,1756959.50,644,2728.20,513.17,4991.95
Nestle,Price Drop Parade,1796695.60,662,2714.04,504.15,4988.77
Nestle,Red Tag Clearance,1923580.07,702,2740.14,501.12,4994.41
Nestle,Seasonal Surprise Box,1681808.52,628,2678.04,501.93,4992.02
Nestle,Shop & Save Spectacular,1891317.58,679,2785.45,501.53,4995.39
Nestle,Smart Shopper Week,1894460.89,690,2745.60,508.76,4987.67
Nestle,Spring Refresh Event,1848148.27,667,2770.84,521.03,4998.26
Nestle,Spring Splash Discounts,1757668.87,638,2754.97,505.92,4998.53
Nestle,Summer Sizzle Promo,1730423.78,641,2699.57,501.06,4952.92
Nestle,Super Savings Week,1890903.86,698,2709.03,501.97,4999.88
Nestle,Ultimate Value Event,1888646.33,679,2781.51,502.89,4997.53
Nestle,VIP Access Sale,1861545.58,678,2745.64,504.83,4997.93
Nestle,Weekend Warrior Specials,1748160.22,638,2740.06,502.46,4988.19
Nestle,Winter Clearance Carnival,1859581.65,686,2710.76,502.13,4997.93
Nestle,Winter Wonders Sale,1837690.18,671,2738.73,505.33,4978.26
Nike,12 Days of Deals,3899875.36,1414,2758.04,505.19,4999.67
Nike,Autumn Deals Drive,3857211.11,1415,2725.94,500.77,4999.75
Nike,BOGO Blitz,3832187.14,1347,2844.98,503.15,4998.67
Nike,Back to School Boost,3779378.32,1350,2799.54,500.65,4989.50
Nike,Birthday Bash Sale,3618831.00,1307,2768.81,500.14,4997.78
Nike,Black Friday Blowout,3584260.45,1297,2763.50,503.37,4996.57
Nike,Cart Crasher Campaign,3856718.71,1390,2774.62,501.15,4995.45
Nike,Cashback Carnival,3547036.19,1305,2718.04,500.72,4998.40
Nike,Clearance Countdown,3688088.51,1353,2725.86,508.53,4994.91
Nike,Countdown to Savings,3707783.49,1334,2779.45,501.71,4998.86
Nike,Customer Appreciation Week,3758793.06,1361,2761.79,504.64,4999.02
Nike,Cyber Monday Mania,3689680.95,1375,2683.40,502.07,4998.69
Nike,Deal of the Month,3555574.53,1314,2705.92,508.62,4995.46
Nike,Double Points Bonanza,3844799.66,1385,2776.03,507.25,4998.97
Nike,Early Bird Specials,3775962.44,1342,2813.68,501.20,4999.19
Nike,End of Season Sale,3706604.58,1370,2705.55,503.93,4995.12
Nike,Exclusive Insider Offers,3748895.58,1362,2752.49,500.29,4992.82
Nike,Festive Fever Promo,3677975.49,1326,2773.74,501.90,4995.75
Nike,Final Call Frenzy,3655266.68,1343,2721.72,501.48,4997.60
Nike,Flash Frenzy Friday,3845211.05,1372,2802.63,502.29,4998.23
Nike,"Gift More, Spend Less",3376926.51,1245,2712.39,505.29,4992.10
Nike,Golden Hour Bargains,3763514.37,1359,2769.33,500.01,4997.10
Nike,Green Weekend Deals,3883573.97,1413,2748.46,503.13,4999.01
Nike,Happy Hour Discounts,3740220.54,1342,2787.05,519.18,4998.95
Nike,Holiday Shopping Rush,3587960.64,1316,2726.41,501.97,4999.33
Nike,Hot Picks Promo,3763769.75,1368,2751.29,503.06,4997.81
Nike,Instant Gratification Sale,3636522.39,1319,2757.03,500.07,4998.85
Nike,Limited Time Treasures,3760750.81,1375,2735.09,501.18,4997.70
Nike,Loyalty Rewards Blast,3614031.56,1309,2760.91,500.80,4998.22
Nike,Mega Weekend Bonanza,3821054.95,1376,2776.93,503.85,4998.00
Nike,Mid-Year Madness,3653767.45,1328,2751.33,500.89,4994.34
Nike,Midnight Madness,3757521.34,1336,2812.52,501.63,4993.16
Nike,Mystery Discount Days,3734334.89,1356,2753.93,501.05,4999.19
Nike,New Arrival Showcase,3598560.15,1309,2749.09,503.53,4998.83
Nike,New Product Launch Promo,3684562.34,1315,2801.95,503.65,4998.73
Nike,New Year Kickoff,3640262.75,1310,2778.83,507.42,4996.00
Nike,Price Drop Parade,3642123.98,1342,2713.95,504.45,4998.25
Nike,Red Tag Clearance,3484639.29,1286,2709.67,502.58,4999.05
Nike,Seasonal Surprise Box,3831916.06,1403,2731.23,500.31,4996.55
Nike,Shop & Save Spectacular,3813696.25,1379,2765.55,500.14,4999.95
Nike,Smart Shopper Week,3566108.42,1281,2783.85,511.44,4996.44
Nike,Spring Refresh Event,3741809.59,1316,2843.32,500.43,4996.02
