brand,store_type,salesperson_role,campaign_name,sum_amount,count,avg_amount,min_amount,max_amount
Bosch,Supermarkets ,Senior Salesperson,Countdown to Savings,120939.90,41,2949.75,567.20,4790.25
Bosch,Supermarkets ,Senior Salesperson,Customer Appreciation Week,167037.47,61,2738.32,554.39,4977.70
Bosch,Supermarkets ,Senior Salesperson,Cyber Monday Mania,100846.67,39,2585.81,776.41,4994.48
Bosch,Supermarkets ,Senior Salesperson,Deal of the Month,102409.17,38,2694.98,541.03,4901.19
Bosch,Supermarkets ,Senior Salesperson,Double Points Bonanza,117173.72,48,2441.12,506.58,4947.52
Bosch,Supermarkets ,Senior Salesperson,Early Bird Specials,147206.71,53,2777.49,942.91,4985.72
Bosch,Supermarkets ,Senior Salesperson,End of Season Sale,139307.11,52,2678.98,512.22,4735.10
Bosch,Supermarkets ,Senior Salesperson,Exclusive Insider Offers,139398.97,54,2581.46,559.84,4948.59
Bosch,Supermarkets ,Senior Salesperson,Festive Fever Promo,178226.95,63,2829.00,579.52,4931.85
Bosch,Supermarkets ,Senior Salesperson,Final Call Frenzy,223138.61,75,2975.18,527.74,4903.63
Bosch,Supermarkets ,Senior Salesperson,Flash Frenzy Friday,125010.65,46,2717.62,527.75,4959.65
Bosch,Supermarkets ,Senior Salesperson,"Gift More, Spend Less",164724.18,62,2656.84,543.33,4839.61
Bosch,Supermarkets ,Senior Salesperson,Golden Hour Bargains,152691.81,50,3053.84,500.65,4879.42
Bosch,Supermarkets ,Senior Salesperson,Green Weekend Deals,178135.40,65,2740.54,512.34,4979.72
Bosch,Supermarkets ,Senior Salesperson,Happy Hour Discounts,153320.59,54,2839.27,657.24,4823.09
Bosch,Supermarkets ,Senior Salesperson,Holiday Shopping Rush,114973.65,43,2673.81,542.27,4895.62
Bosch,Supermarkets ,Senior Salesperson,Hot Picks Promo,184872.97,70,2641.04,540.14,4982.89
Bosch,Supermarkets ,Senior Salesperson,Instant Gratification Sale,127016.43,48,2646.18,579.48,4953.26
Bosch,Supermarkets ,Senior Salesperson,Limited Time Treasures,160272.29,62,2585.04,696.79,4943.08
Bosch,Supermarkets ,Senior Salesperson,Loyalty Rewards Blast,168138.56,53,3172.43,519.43,4989.24
Bosch,Supermarkets ,Senior Salesperson,Mega Weekend Bonanza,146772.38,48,3057.76,731.44,4892.99
Bosch,Supermarkets ,Senior Salesperson,Mid-Year Madness,148369.88,55,2697.63,504.23,4975.44
Bosch,Supermarkets ,Senior Salesperson,Midnight Madness,169386.49,58,2920.46,796.99,4994.08
Bosch,Supermarkets ,Senior Salesperson,Mystery Discount Days,125278.98,40,3131.97,1005.02,4865.10
Bosch,Supermarkets ,Senior Salesperson,New Arrival Showcase,131855.50,50,2637.11,539.37,4826.65
Bosch,Supermarkets ,Senior Salesperson,New Product Launch Promo,188183.41,66,2851.26,595.03,4956.19
Bosch,Supermarkets ,Senior Salesperson,New Year Kickoff,101720.61,37,2749.21,601.74,4837.59
Bosch,Supermarkets ,Senior Salesperson,Price Drop Parade,159635.44,53,3011.99,554.70,4938.36
Bosch,Supermarkets ,Senior Salesperson,Red Tag Clearance,182898.86,65,2813.83,804.95,4975.74
Bosch,Supermarkets ,Senior Salesperson,Seasonal Surprise Box,129637.64,51,2541.91,563.13,4761.74
Bosch,Supermarkets ,Senior Salesperson,Shop & Save Spectacular,123533.72,51,2422.23,821.95,4991.10
Bosch,Supermarkets ,Senior Salesperson,Smart Shopper Week,166107.36,57,2914.16,557.51,4909.62
Bosch,Supermarkets ,Senior Salesperson,Spring Refresh Event,130690.53,50,2613.81,516.49,4934.82
Bosch,Supermarkets ,Senior Salesperson,Spring Splash Discounts,114438.50,45,2543.08,503.39,4959.49
Bosch,Supermarkets ,Senior Salesperson,Summer Sizzle Promo,149165.22,53,2814.44,588.91,4938.62
Bosch,Supermarkets ,Senior Salesperson,Super Savings Week,127732.71,49,2606.79,521.53,4924.15
Bosch,Supermarkets ,Senior Salesperson,Ultimate Value Event,141778.88,54,2625.53,501.78,4951.42
Bosch,Supermarkets ,Senior Salesperson,VIP Access Sale,155065.18,58,2673.54,500.66,4969.25
Bosch,Supermarkets ,Senior Salesperson,Weekend Warrior Specials,137322.86,54,2543.02,522.66,4827.48
Bosch,Supermarkets ,Senior Salesperson,Winter Clearance Carnival,110619.07,40,2765.48,730.91,4884.93
Bosch,Supermarkets ,Senior Salesperson,Winter Wonders Sale,126178.33,51,2474.08,525.01,4767.53
Britannia,Large Malls / Complexes,Manager,12 Days of Deals,119989.81,43,2790.46,608.98,4998.87
Britannia,Large Malls / Complexes,Manager,Autumn Deals Drive,183279.62,67,2735.52,619.72,4940.42
Britannia,Large Malls / Complexes,Manager,BOGO Blitz,156749.49,58,2702.58,536.40,4952.34
Britannia,Large Malls / Complexes,Manager,Back to School Boost,167332.89,61,2743.16,530.36,4877.95
Britannia,Large Malls / Complexes,Manager,Birthday Bash Sale,119754.41,48,2494.88,538.15,4943.92
Britannia,Large Malls / Complexes,Manager,Black Friday Blowout,139978.09,54,2592.19,535.53,4997.76
Britannia,Large Malls / Complexes,Manager,Cart Crasher Campaign,150253.47,53,2834.97,514.48,4853.24
Britannia,Large Malls / Complexes,Manager,Cashback Carnival,149943.61,55,2726.25,595.87,4952.28
Britannia,Large Malls / Complexes,Manager,Clearance Countdown,130701.18,49,2667.37,566.70,4928.41
Britannia,Large Malls / Complexes,Manager,Countdown to Savings,145363.07,46,3160.07,540.48,4993.99
Britannia,Large Malls / Complexes,Manager,Customer Appreciation Week,137003.60,50,2740.07,504.57,4997.51
Britannia,Large Malls / Complexes,Manager,Cyber Monday Mania,178805.77,59,3030.61,506.32,4980.50
Britannia,Large Malls / Complexes,Manager,Deal of the Month,150371.79,56,2685.21,645.30,4989.02
Britannia,Large Malls / Complexes,Manager,Double Points Bonanza,134951.30,52,2595.22,509.38,4730.69
Britannia,Large Malls / Complexes,Manager,Early Bird Specials,112138.17,40,2803.45,575.21,4843.73
Britannia,Large Malls / Complexes,Manager,End of Season Sale,176811.87,64,2762.69,521.97,4943.32
Britannia,Large Malls / Complexes,Manager,Exclusive Insider Offers,138278.56,52,2659.20,542.32,4964.44
Britannia,Large Malls / Complexes,Manager,Festive Fever Promo,149785.18,55,2723.37,535.33,4934.98
Britannia,Large Malls / Complexes,Manager,Final Call Frenzy,174187.61,61,2855.53,535.19,4820.34
Britannia,Large Malls / Complexes,Manager,Flash Frenzy Friday,108726.84,45,2416.15,517.12,4783.54
Britannia,Large Malls / Complexes,Manager,"Gift More, Spend Less",125143.75,47,2662.63,557.50,4836.20
Britannia,Large Malls / Complexes,Manager,Golden Hour Bargains,152740.73,53,2881.90,568.42,4999.21
Britannia,Large Malls / Complexes,Manager,Green Weekend Deals,173430.59,60,2890.51,546.13,4912.52
Britannia,Large Malls / Complexes,Manager,Happy Hour Discounts,135695.53,50,2713.91,584.42,4998.94
Britannia,Large Malls / Complexes,Manager,Holiday Shopping Rush,158085.86,58,2725.62,555.51,4936.70
Britannia,Large Malls / Complexes,Manager,Hot Picks Promo,149030.89,58,2569.50,605.29,4938.31
Britannia,Large Malls / Complexes,Manager,Instant Gratification Sale,144187.41,53,2720.52,706.44,4968.46
Britannia,Large Malls / Complexes,Manager,Limited Time Treasures,141681.54,50,2833.63,698.88,4930.42
Britannia,Large Malls / Complexes,Manager,Loyalty Rewards Blast,107850.12,46,2344.57,639.58,4734.00
Britannia,Large Malls / Complexes,Manager,Mega Weekend Bonanza,96938.83,37,2619.97,517.93,4665.45
Britannia,Large Malls / Complexes,Manager,Mid-Year Madness,132872.21,51,2605.34,517.53,4943.07
Britannia,Large Malls / Complexes,Manager,Midnight Madness,136160.54,53,2569.07,529.02,4920.43
Britannia,Large Malls / Complexes,Manager,Mystery Discount Days,109006.97,43,2535.05,502.96,4839.98
Britannia,Large Malls / Complexes,Manager,New Arrival Showcase,173108.65,59,2934.04,664.55,4980.17
Britannia,Large Malls / Complexes,Manager,New Product Launch Promo,134834.08,54,2496.93,545.01,4973.45
Britannia,Large Malls / Complexes,Manager,New Year Kickoff,93841.25,38,2469.51,592.82,4611.61
Britannia,Large Malls / Complexes,Manager,Price Drop Parade,104512.67,39,2679.81,655.84,4989.23
Britannia,Large Malls / Complexes,Manager,Red Tag Clearance,129791.38,48,2703.99,542.49,4960.13
Britannia,Large Malls / Complexes,Manager,Seasonal Surprise Box,146715.46,56,2619.92,540.24,4970.45
Britannia,Large Malls / Complexes,Manager,Shop & Save Spectacular,140127.21,47,2981.43,604.30,4785.55
Britannia,Large Malls / Complexes,Manager,Smart Shopper Week,145817.79,50,2916.36,609.55,4999.40
Britannia,Large Malls / Complexes,Manager,Spring Refresh Event,121422.33,48,2529.63,546.33,4866.61
Britannia,Large Malls / Complexes,Manager,Spring Splash Discounts,138743.89,46,3016.17,538.24,4971.19
Britannia,Large Malls / Complexes,Manager,Summer Sizzle Promo,125403.26,47,2668.15,614.02,4876.54
Britannia,Large Malls / Complexes,Manager,Super Savings Week,137357.66,49,2803.22,527.12,4807.00
Britannia,Large Malls / Complexes,Manager,Ultimate Value Event,148666.43,57,2608.18,518.06,4938.35
Britannia,Large Malls / Complexes,Manager,VIP Access Sale,125006.71,47,2659.72,710.17,4975.49
Britannia,Large Malls / Complexes,Manager,Weekend Warrior Specials,111394.97,40,2784.87,539.36,4981.57
Britannia,Large Malls / Complexes,Manager,Winter Clearance Carnival,122785.56,44,2790.58,602.32,4985.64
Britannia,Large Malls / Complexes,Manager,Winter Wonders Sale,137256.29,47,2920.35,505.12,4876.27
Britannia,Large Malls / Complexes,Sales Associate,12 Days of Deals,158125.96,58,2726.31,623.68,4966.88
Britannia,Large Malls / Complexes,Sales Associate,Autumn Deals Drive,168873.53,66,2558.69,636.86,4989.58
Britannia,Large Malls / Complexes,Sales Associate,BOGO Blitz,135783.80,46,2951.82,527.21,4666.70
Britannia,Large Malls / Complexes,Sales Associate,Back to School Boost,116709.31,42,2778.79,733.58,4948.15
Britannia,Large Malls / Complexes,Sales Associate,Birthday Bash Sale,154259.16,58,2659.64,532.60,4934.50
Britannia,Large Malls / Complexes,Sales Associate,Black Friday Blowout,163909.81,66,2483.48,567.02,4976.10
Britannia,Large Malls / Complexes,Sales Associate,Cart Crasher Campaign,138643.62,49,2829.46,560.22,4792.18
Britannia,Large Malls / Complexes,Sales Associate,Cashback Carnival,150142.11,60,2502.37,510.20,4976.00
Britannia,Large Malls / Complexes,Sales Associate,Clearance Countdown,141377.39,54,2618.10,560.60,4941.79
Britannia,Large Malls / Complexes,Sales Associate,Countdown to Savings,114904.72,45,2553.44,508.61,4802.97
Britannia,Large Malls / Complexes,Sales Associate,Customer Appreciation Week,104159.59,44,2367.26,502.48,4993.03
Britannia,Large Malls / Complexes,Sales Associate,Cyber Monday Mania,128084.18,49,2613.96,679.10,4953.54
Britannia,Large Malls / Complexes,Sales Associate,Deal of the Month,160896.06,60,2681.60,553.78,4972.57
Britannia,Large Malls / Complexes,Sales Associate,Double Points Bonanza,137043.07,47,2915.81,638.64,4966.22
Britannia,Large Malls / Complexes,Sales Associate,Early Bird Specials,186527.97,65,2869.66,532.94,4844.63
Britannia,Large Malls / Complexes,Sales Associate,End of Season Sale,160938.16,54,2980.34,530.79,4876.04
Britannia,Large Malls / Complexes,Sales Associate,Exclusive Insider Offers,128465.82,52,2470.50,514.44,4861.62
Britannia,Large Malls / Complexes,Sales Associate,Festive Fever Promo,147203.16,61,2413.17,533.87,4995.96
Britannia,Large Malls / Complexes,Sales Associate,Final Call Frenzy,133036.12,50,2660.72,509.45,4930.83
Britannia,Large Malls / Complexes,Sales Associate,Flash Frenzy Friday,128117.36,48,2669.11,579.13,4905.40
Britannia,Large Malls / Complexes,Sales Associate,"Gift More, Spend Less",136220.74,49,2780.02,511.37,4866.47
Britannia,Large Malls / Complexes,Sales Associate,Golden Hour Bargains,125266.16,51,2456.20,586.31,4908.17
Britannia,Large Malls / Complexes,Sales Associate,Green Weekend Deals,174008.66,68,2558.95,503.85,4569.89
Britannia,Large Malls / Complexes,Sales Associate,Happy Hour Discounts,163708.26,62,2640.46,521.08,4790.86
Britannia,Large Malls / Complexes,Sales Associate,Holiday Shopping Rush,159464.23,58,2749.38,531.37,4983.09
Britannia,Large Malls / Complexes,Sales Associate,Hot Picks Promo,124469.38,51,2440.58,552.27,4861.35
Britannia,Large Malls / Complexes,Sales Associate,Instant Gratification Sale,162483.96,53,3065.74,983.34,4986.68
Britannia,Large Malls / Complexes,Sales Associate,Limited Time Treasures,164333.15,61,2693.99,548.58,4968.45
Britannia,Large Malls / Complexes,Sales Associate,Loyalty Rewards Blast,132065.17,53,2491.80,667.12,4812.07
Britannia,Large Malls / Complexes,Sales Associate,Mega Weekend Bonanza,166322.58,63,2640.04,531.18,4871.04
Britannia,Large Malls / Complexes,Sales Associate,Mid-Year Madness,131362.55,47,2794.95,713.32,4834.76
Britannia,Large Malls / Complexes,Sales Associate,Midnight Madness,192345.21,64,3005.39,547.88,4999.95
Britannia,Large Malls / Complexes,Sales Associate,Mystery Discount Days,185045.56,67,2761.87,509.55,4939.67
Britannia,Large Malls / Complexes,Sales Associate,New Arrival Showcase,136120.97,52,2617.71,509.61,4913.92
Britannia,Large Malls / Complexes,Sales Associate,New Product Launch Promo,136618.82,55,2483.98,502.18,4802.63
Britannia,Large Malls / Complexes,Sales Associate,New Year Kickoff,155584.30,60,2593.07,647.68,4882.24
Britannia,Large Malls / Complexes,Sales Associate,Price Drop Parade,150849.15,50,3016.98,685.25,4807.93
Britannia,Large Malls / Complexes,Sales Associate,Red Tag Clearance,150972.52,55,2744.95,563.91,4821.57
Britannia,Large Malls / Complexes,Sales Associate,Seasonal Surprise Box,155262.25,61,2545.28,504.42,4863.78
Britannia,Large Malls / Complexes,Sales Associate,Shop & Save Spectacular,162321.66,60,2705.36,544.08,4973.31
Britannia,Large Malls / Complexes,Sales Associate,Smart Shopper Week,136252.61,49,2780.67,530.47,4996.20
Britannia,Large Malls / Complexes,Sales Associate,Spring Refresh Event,143111.95,48,2981.50,524.90,4971.18
Britannia,Large Malls / Complexes,Sales Associate,Spring Splash Discounts,112569.02,46,2447.15,523.24,4869.80
Britannia,Large Malls / Complexes,Sales Associate,Summer Sizzle Promo,147179.07,54,2725.54,544.19,4819.19
Britannia,Large Malls / Complexes,Sales Associate,Super Savings Week,148787.88,48,3099.75,516.65,4856.60
Britannia,Large Malls / Complexes,Sales Associate,Ultimate Value Event,145723.11,56,2602.20,511.38,4980.15
Britannia,Large Malls / Complexes,Sales Associate,VIP Access Sale,176841.86,62,2852.29,504.74,4971.16
Britannia,Large Malls / Complexes,Sales Associate,Weekend Warrior Specials,147843.85,59,2505.83,573.97,4964.48
Britannia,Large Malls / Complexes,Sales Associate,Winter Clearance Carnival,139262.75,50,2785.25,765.55,4992.46
Britannia,Large Malls / Complexes,Sales Associate,Winter Wonders Sale,136676.77,49,2789.32,570.23,4960.60
Britannia,Large Malls / Complexes,Salesperson,12 Days of Deals,162964.17,58,2809.73,539.55,4875.93
Britannia,Large Malls / Complexes,Salesperson,Autumn Deals Drive,103121.77,41,2515.17,566.11,4835.16
Britannia,Large Malls / Complexes,Salesperson,BOGO Blitz,192198.80,58,3313.77,697.70,4992.77
Britannia,Large Malls / Complexes,Salesperson,Back to School Boost,103101.69,39,2643.63,516.02,4970.11
Britannia,Large Malls / Complexes,Salesperson,Birthday Bash Sale,215844.53,70,3083.49,546.23,4891.03
Britannia,Large Malls / Complexes,Salesperson,Black Friday Blowout,112288.43,42,2673.53,554.48,4847.93
Britannia,Large Malls / Complexes,Salesperson,Cart Crasher Campaign,142210.75,55,2585.65,581.43,4882.63
Britannia,Large Malls / Complexes,Salesperson,Cashback Carnival,117274.39,46,2549.44,581.61,4976.60
Britannia,Large Malls / Complexes,Salesperson,Clearance Countdown,158810.14,55,2887.46,533.17,4830.30
Britannia,Large Malls / Complexes,Salesperson,Countdown to Savings,139098.47,57,2440.32,506.50,4792.16
Britannia,Large Malls / Complexes,Salesperson,Customer Appreciation Week,121711.61,44,2766.17,872.30,4834.18
Britannia,Large Malls / Complexes,Salesperson,Cyber Monday Mania,151265.43,59,2563.82,604.62,4970.17
Britannia,Large Malls / Complexes,Salesperson,Deal of the Month,141243.20,53,2664.97,571.54,4941.40
Britannia,Large Malls / Complexes,Salesperson,Double Points Bonanza,168052.95,60,2800.88,659.28,4996.21
Britannia,Large Malls / Complexes,Salesperson,Early Bird Specials,177606.05,62,2864.61,552.36,4981.70
Britannia,Large Malls / Complexes,Salesperson,End of Season Sale,160296.44,55,2914.48,545.80,4992.46
Britannia,Large Malls / Complexes,Salesperson,Exclusive Insider Offers,173545.20,62,2799.12,523.27,4977.08
Britannia,Large Malls / Complexes,Salesperson,Festive Fever Promo,161867.00,58,2790.81,520.41,4821.38
Britannia,Large Malls / Complexes,Salesperson,Final Call Frenzy,143494.07,52,2759.50,570.37,4977.61
Britannia,Large Malls / Complexes,Salesperson,Flash Frenzy Friday,156227.91,61,2561.11,612.89,4956.99
Britannia,Large Malls / Complexes,Salesperson,"Gift More, Spend Less",184833.14,66,2800.50,556.56,4902.56
Britannia,Large Malls / Complexes,Salesperson,Golden Hour Bargains,170464.18,59,2889.22,513.90,4999.35
Britannia,Large Malls / Complexes,Salesperson,Green Weekend Deals,129778.31,49,2648.54,507.87,4932.78
Britannia,Large Malls / Complexes,Salesperson,Happy Hour Discounts,122452.09,44,2783.00,650.33,4970.94
Britannia,Large Malls / Complexes,Salesperson,Holiday Shopping Rush,155160.64,53,2927.56,955.45,4992.12
Britannia,Large Malls / Complexes,Salesperson,Hot Picks Promo,156754.58,57,2750.08,770.21,4905.01
Britannia,Large Malls / Complexes,Salesperson,Instant Gratification Sale,127684.15,44,2901.91,518.94,4984.04
Britannia,Large Malls / Complexes,Salesperson,Limited Time Treasures,120579.09,45,2679.54,581.60,4737.28
Britannia,Large Malls / Complexes,Salesperson,Loyalty Rewards Blast,136324.40,50,2726.49,550.06,4957.14
Britannia,Large Malls / Complexes,Salesperson,Mega Weekend Bonanza,91391.85,39,2343.38,534.48,4714.88
Britannia,Large Malls / Complexes,Salesperson,Mid-Year Madness,154680.00,55,2812.36,554.68,4786.18
Britannia,Large Malls / Complexes,Salesperson,Midnight Madness,184833.24,66,2800.50,508.98,4997.76
Britannia,Large Malls / Complexes,Salesperson,Mystery Discount Days,123524.64,50,2470.49,513.12,4427.31
Britannia,Large Malls / Complexes,Salesperson,New Arrival Showcase,120809.69,44,2745.67,855.17,4996.06
Britannia,Large Malls / Complexes,Salesperson,New Product Launch Promo,153204.64,56,2735.80,548.15,4910.98
Britannia,Large Malls / Complexes,Salesperson,New Year Kickoff,158903.10,60,2648.39,596.53,4886.93
Britannia,Large Malls / Complexes,Salesperson,Price Drop Parade,136823.79,51,2682.82,516.53,4971.26
Britannia,Large Malls / Complexes,Salesperson,Red Tag Clearance,126603.93,45,2813.42,619.05,4921.83
Britannia,Large Malls / Complexes,Salesperson,Seasonal Surprise Box,197241.69,59,3343.08,629.84,4990.82
Britannia,Large Malls / Complexes,Salesperson,Shop & Save Spectacular,149384.25,53,2818.57,523.23,4904.13
Britannia,Large Malls / Complexes,Salesperson,Smart Shopper Week,148032.16,55,2691.49,614.75,4734.96
Britannia,Large Malls / Complexes,Salesperson,Spring Refresh Event,153289.92,51,3005.68,600.70,4995.72
Britannia,Large Malls / Complexes,Salesperson,Spring Splash Discounts,131722.13,54,2439.30,565.91,4839.56
Britannia,Large Malls / Complexes,Salesperson,Summer Sizzle Promo,151722.03,50,3034.44,610.19,4991.99
Britannia,Large Malls / Complexes,Salesperson,Super Savings Week,146636.48,56,2618.51,580.20,4942.27
Britannia,Large Malls / Complexes,Salesperson,Ultimate Value Event,144480.73,50,2889.61,797.36,4955.51
Britannia,Large Malls / Complexes,Salesperson,VIP Access Sale,165492.99,61,2713.00,579.38,4991.26
Britannia,Large Malls / Complexes,Salesperson,Weekend Warrior Specials,160542.12,62,2589.39,522.41,4971.96
Britannia,Large Malls / Complexes,Salesperson,Winter Clearance Carnival,212655.68,68,3127.29,903.81,4975.60
Britannia,Large Malls / Complexes,Salesperson,Winter Wonders Sale,124172.27,43,2887.73,538.73,4999.56
Britannia,Large Malls / Complexes,Senior Salesperson,12 Days of Deals,126637.00,40,3165.93,745.40,4567.98
Britannia,Large Malls / Complexes,Senior Salesperson,Autumn Deals Drive,89981.63,35,2570.90,532.38,4746.92
Britannia,Large Malls / Complexes,Senior Salesperson,BOGO Blitz,136659.95,49,2788.98,613.75,4975.04
Britannia,Large Malls / Complexes,Senior Salesperson,Back to School Boost,145902.94,51,2860.84,616.44,4977.49
Britannia,Large Malls / Complexes,Senior Salesperson,Birthday Bash Sale,112217.09,43,2609.70,606.21,4879.75
Britannia,Large Malls / Complexes,Senior Salesperson,Black Friday Blowout,102640.45,40,2566.01,543.56,4951.39
Britannia,Large Malls / Complexes,Senior Salesperson,Cart Crasher Campaign,137831.82,48,2871.50,524.51,4951.51
Britannia,Large Malls / Complexes,Senior Salesperson,Cashback Carnival,125212.70,48,2608.60,525.08,4931.06
Britannia,Large Malls / Complexes,Senior Salesperson,Clearance Countdown,159717.46,56,2852.10,543.96,4995.69
Britannia,Large Malls / Complexes,Senior Salesperson,Countdown to Savings,131736.67,55,2395.21,510.46,4731.45
Britannia,Large Malls / Complexes,Senior Salesperson,Customer Appreciation Week,142480.69,49,2907.77,649.39,4919.89
Britannia,Large Malls / Complexes,Senior Salesperson,Cyber Monday Mania,107328.13,41,2617.76,764.88,4986.17
Britannia,Large Malls / Complexes,Senior Salesperson,Deal of the Month,140073.12,50,2801.46,559.59,4990.87
Britannia,Large Malls / Complexes,Senior Salesperson,Double Points Bonanza,111473.65,47,2371.78,527.93,4951.24
Britannia,Large Malls / Complexes,Senior Salesperson,Early Bird Specials,158241.69,55,2877.12,638.20,4998.24
Britannia,Large Malls / Complexes,Senior Salesperson,End of Season Sale,129154.56,45,2870.10,574.55,4955.22
Britannia,Large Malls / Complexes,Senior Salesperson,Exclusive Insider Offers,131230.62,44,2982.51,800.45,4569.50
Britannia,Large Malls / Complexes,Senior Salesperson,Festive Fever Promo,120331.44,46,2615.90,522.53,4890.68
Britannia,Large Malls / Complexes,Senior Salesperson,Final Call Frenzy,125669.12,47,2673.81,729.73,4926.13
Britannia,Large Malls / Complexes,Senior Salesperson,Flash Frenzy Friday,101993.96,40,2549.85,544.69,4950.37
Britannia,Large Malls / Complexes,Senior Salesperson,"Gift More, Spend Less",86895.98,35,2482.74,580.15,4867.45
Britannia,Large Malls / Complexes,Senior Salesperson,Golden Hour Bargains,115824.87,40,2895.62,624.22,4784.69
Britannia,Large Malls / Complexes,Senior Salesperson,Green Weekend Deals,121392.56,39,3112.63,612.06,4860.54
Britannia,Large Malls / Complexes,Senior Salesperson,Happy Hour Discounts,141889.20,46,3084.55,554.25,4928.52
Britannia,Large Malls / Complexes,Senior Salesperson,Holiday Shopping Rush,92676.63,33,2808.38,628.81,4920.09
Britannia,Large Malls / Complexes,Senior Salesperson,Hot Picks Promo,131884.54,46,2867.06,500.98,4966.42
Britannia,Large Malls / Complexes,Senior Salesperson,Instant Gratification Sale,141726.79,49,2892.38,758.39,4987.18
Britannia,Large Malls / Complexes,Senior Salesperson,Limited Time Treasures,150952.65,52,2902.94,592.46,4920.02
Britannia,Large Malls / Complexes,Senior Salesperson,Loyalty Rewards Blast,99350.22,41,2423.18,658.00,4914.64
Britannia,Large Malls / Complexes,Senior Salesperson,Mega Weekend Bonanza,111539.71,44,2534.99,621.44,4906.54
Britannia,Large Malls / Complexes,Senior Salesperson,Mid-Year Madness,127538.08,46,2772.57,631.14,4982.61
Britannia,Large Malls / Complexes,Senior Salesperson,Midnight Madness,109853.96,37,2969.03,573.85,4966.84
Britannia,Large Malls / Complexes,Senior Salesperson,Mystery Discount Days,119733.50,42,2850.80,565.48,4957.26
Britannia,Large Malls / Complexes,Senior Salesperson,New Arrival Showcase,148828.73,56,2657.66,526.83,4986.10
Britannia,Large Malls / Complexes,Senior Salesperson,New Product Launch Promo,128062.60,47,2724.74,506.42,4974.65
Britannia,Large Malls / Complexes,Senior Salesperson,New Year Kickoff,126892.68,43,2950.99,533.54,4971.14
Britannia,Large Malls / Complexes,Senior Salesperson,Price Drop Parade,121396.02,43,2823.16,634.36,4906.51
Britannia,Large Malls / Complexes,Senior Salesperson,Red Tag Clearance,121555.36,47,2586.28,504.16,4952.22
Britannia,Large Malls / Complexes,Senior Salesperson,Seasonal Surprise Box,132003.26,50,2640.07,603.74,4729.15
Britannia,Large Malls / Complexes,Senior Salesperson,Shop & Save Spectacular,158197.83,55,2876.32,639.93,4947.83
Britannia,Large Malls / Complexes,Senior Salesperson,Smart Shopper Week,140207.56,56,2503.71,568.48,4958.52
Britannia,Large Malls / Complexes,Senior Salesperson,Spring Refresh Event,147110.87,50,2942.22,814.59,4864.27
Britannia,Large Malls / Complexes,Senior Salesperson,Spring Splash Discounts,140073.26,56,2501.31,530.88,4962.07
Britannia,Large Malls / Complexes,Senior Salesperson,Summer Sizzle Promo,105158.28,39,2696.37,536.71,4722.63
Britannia,Large Malls / Complexes,Senior Salesperson,Super Savings Week,153915.55,55,2798.46,586.98,4895.21
Britannia,Large Malls / Complexes,Senior Salesperson,Ultimate Value Event,97725.87,36,2714.61,676.83,4974.11
Britannia,Large Malls / Complexes,Senior Salesperson,VIP Access Sale,178812.31,67,2668.84,615.10,4932.30
Britannia,Large Malls / Complexes,Senior Salesperson,Weekend Warrior Specials,165243.22,61,2708.91,524.12,4984.08
Britannia,Large Malls / Complexes,Senior Salesperson,Winter Clearance Carnival,119827.65,47,2549.52,515.18,4747.65
Britannia,Large Malls / Complexes,Senior Salesperson,Winter Wonders Sale,152095.37,52,2924.91,698.84,4841.48
Britannia,Small Stores / Shops,Manager,12 Days of Deals,166654.49,60,2777.57,502.31,4935.31
Britannia,Small Stores / Shops,Manager,Autumn Deals Drive,163402.79,58,2817.29,624.16,4943.00
Britannia,Small Stores / Shops,Manager,BOGO Blitz,165999.40,60,2766.66,592.64,4981.67
Britannia,Small Stores / Shops,Manager,Back to School Boost,178466.97,68,2624.51,531.96,4974.54
Britannia,Small Stores / Shops,Manager,Birthday Bash Sale,111572.49,41,2721.28,557.62,4935.20
Britannia,Small Stores / Shops,Manager,Black Friday Blowout,111121.76,39,2849.28,539.77,4874.06
Britannia,Small Stores / Shops,Manager,Cart Crasher Campaign,137992.60,48,2874.85,574.02,4986.06
Britannia,Small Stores / Shops,Manager,Cashback Carnival,187002.37,63,2968.29,580.02,4819.08
Britannia,Small Stores / Shops,Manager,Clearance Countdown,182478.58,59,3092.86,535.22,4902.56
Britannia,Small Stores / Shops,Manager,Countdown to Savings,205297.54,73,2812.30,554.88,4927.19
Britannia,Small Stores / Shops,Manager,Customer Appreciation Week,136770.65,48,2849.39,556.94,4971.56
Britannia,Small Stores / Shops,Manager,Cyber Monday Mania,120965.60,42,2880.13,519.41,4999.83
Britannia,Small Stores / Shops,Manager,Deal of the Month,152993.12,62,2467.63,524.63,4834.25
Britannia,Small Stores / Shops,Manager,Double Points Bonanza,147078.84,54,2723.68,524.11,4853.72
Britannia,Small Stores / Shops,Manager,Early Bird Specials,111906.45,46,2432.75,522.30,4923.85
Britannia,Small Stores / Shops,Manager,End of Season Sale,163695.58,61,2683.53,522.03,4979.66
Britannia,Small Stores / Shops,Manager,Exclusive Insider Offers,149529.47,57,2623.32,612.06,4762.39
Britannia,Small Stores / Shops,Manager,Festive Fever Promo,151769.29,52,2918.64,523.07,4941.21
Britannia,Small Stores / Shops,Manager,Final Call Frenzy,136765.88,52,2630.11,732.34,4973.99
Britannia,Small Stores / Shops,Manager,Flash Frenzy Friday,117689.02,46,2558.46,520.12,4809.50
