brand,salesperson_role,campaign_name,sum_amount,count,avg_amount,min_amount,max_amount
Decathlon,Salesperson,Midnight Madness,475086.12,179,2654.11,529.40,4983.38
Decathlon,Salesperson,Mystery Discount Days,486774.88,173,2813.73,508.52,4975.87
Decathlon,Salesperson,New Arrival Showcase,539774.90,183,2949.59,506.47,4991.35
Decathlon,Salesperson,New Product Launch Promo,461194.71,173,2665.87,503.51,4977.46
Decathlon,Salesperson,New Year Kickoff,398131.02,151,2636.63,501.31,4997.16
Decathlon,Salesperson,Price Drop Parade,388906.86,137,2838.74,548.08,4942.94
Decathlon,Salesperson,Red Tag Clearance,522132.34,188,2777.30,522.56,4903.52
Decathlon,Salesperson,Seasonal Surprise Box,496179.15,179,2771.95,607.32,4871.04
Decathlon,Salesperson,Shop & Save Spectacular,524824.08,187,2806.55,502.57,4971.93
Decathlon,Salesperson,Smart Shopper Week,452666.43,171,2647.17,653.50,4995.51
Decathlon,Salesperson,Spring Refresh Event,514885.91,175,2942.21,542.78,4974.95
Decathlon,Salesperson,Spring Splash Discounts,484224.79,171,2831.72,523.64,4914.19
Decathlon,Salesperson,Summer Sizzle Promo,554022.69,203,2729.18,531.43,4989.61
Decathlon,Salesperson,Super Savings Week,563392.39,199,2831.12,501.50,4999.25
Decathlon,Salesperson,Ultimate Value Event,508996.40,178,2859.53,518.39,4970.94
Decathlon,Salesperson,VIP Access Sale,478214.74,175,2732.66,500.51,4993.65
Decathlon,Salesperson,Weekend Warrior Specials,476423.79,174,2738.07,535.42,4989.44
Decathlon,Salesperson,Winter Clearance Carnival,455716.06,164,2778.76,614.28,4999.77
Decathlon,Salesperson,Winter Wonders Sale,423027.04,153,2764.88,503.85,4987.82
Decathlon,Senior Salesperson,12 Days of Deals,396832.08,158,2511.60,510.07,4985.06
Decathlon,Senior Salesperson,Autumn Deals Drive,387515.64,138,2808.08,559.91,4986.73
Decathlon,Senior Salesperson,BOGO Blitz,416065.49,147,2830.38,514.68,4997.17
Decathlon,Senior Salesperson,Back to School Boost,492118.79,175,2812.11,515.62,4988.23
Decathlon,Senior Salesperson,Birthday Bash Sale,457675.37,159,2878.46,501.68,4942.62
Decathlon,Senior Salesperson,Black Friday Blowout,395608.37,147,2691.21,503.63,4990.38
Decathlon,Senior Salesperson,Cart Crasher Campaign,441175.48,163,2706.60,573.63,4995.47
Decathlon,Senior Salesperson,Cashback Carnival,424236.24,158,2685.04,515.06,4996.22
Decathlon,Senior Salesperson,Clearance Countdown,345506.13,138,2503.67,505.32,4945.34
Decathlon,Senior Salesperson,Countdown to Savings,455060.02,168,2708.69,524.07,4994.28
Decathlon,Senior Salesperson,Customer Appreciation Week,451077.18,166,2717.33,531.10,4950.51
Decathlon,Senior Salesperson,Cyber Monday Mania,353100.55,135,2615.56,501.43,4995.52
Decathlon,Senior Salesperson,Deal of the Month,412052.07,144,2861.47,558.56,4992.29
Decathlon,Senior Salesperson,Double Points Bonanza,449773.50,161,2793.62,502.80,4996.95
Decathlon,Senior Salesperson,Early Bird Specials,461601.10,170,2715.30,525.28,4961.54
Decathlon,Senior Salesperson,End of Season Sale,410300.96,141,2909.94,525.70,4957.98
Decathlon,Senior Salesperson,Exclusive Insider Offers,374056.52,136,2750.42,549.21,4928.16
Decathlon,Senior Salesperson,Festive Fever Promo,393119.21,135,2911.99,553.94,4990.56
Decathlon,Senior Salesperson,Final Call Frenzy,378701.28,131,2890.85,535.21,4990.97
Decathlon,Senior Salesperson,Flash Frenzy Friday,407756.12,148,2755.11,521.60,4985.05
Decathlon,Senior Salesperson,"Gift More, Spend Less",458558.13,170,2697.40,507.15,4996.60
Decathlon,Senior Salesperson,Golden Hour Bargains,447588.65,155,2887.67,509.56,4977.76
Decathlon,Senior Salesperson,Green Weekend Deals,403421.77,150,2689.48,546.77,4978.45
Decathlon,Senior Salesperson,Happy Hour Discounts,410771.14,143,2872.53,517.64,4942.02
Decathlon,Senior Salesperson,Holiday Shopping Rush,410887.02,154,2668.10,530.45,4994.86
Decathlon,Senior Salesperson,Hot Picks Promo,375525.50,141,2663.30,505.64,4954.41
Decathlon,Senior Salesperson,Instant Gratification Sale,349362.65,122,2863.63,586.11,4989.24
Decathlon,Senior Salesperson,Limited Time Treasures,359333.64,135,2661.73,538.45,4976.52
Decathlon,Senior Salesperson,Loyalty Rewards Blast,420279.98,156,2694.10,526.69,4963.63
Decathlon,Senior Salesperson,Mega Weekend Bonanza,392467.24,148,2651.81,516.27,4959.24
Decathlon,Senior Salesperson,Mid-Year Madness,489445.71,172,2845.61,509.74,4999.49
Decathlon,Senior Salesperson,Midnight Madness,366594.52,132,2777.23,506.71,4994.22
Decathlon,Senior Salesperson,Mystery Discount Days,467234.04,158,2957.18,609.31,4950.33
Decathlon,Senior Salesperson,New Arrival Showcase,437593.86,157,2787.22,511.49,4934.65
Decathlon,Senior Salesperson,New Product Launch Promo,399605.29,142,2814.12,538.53,4966.76
Decathlon,Senior Salesperson,New Year Kickoff,462237.75,173,2671.89,514.31,4960.98
Decathlon,Senior Salesperson,Price Drop Parade,397571.94,161,2469.39,533.84,4957.47
Decathlon,Senior Salesperson,Red Tag Clearance,390029.77,141,2766.17,539.89,4981.94
Decathlon,Senior Salesperson,Seasonal Surprise Box,390038.69,146,2671.50,539.15,4964.31
Decathlon,Senior Salesperson,Shop & Save Spectacular,392765.15,146,2690.17,536.44,4985.35
Decathlon,Senior Salesperson,Smart Shopper Week,450929.13,159,2836.03,511.12,4994.72
Decathlon,Senior Salesperson,Spring Refresh Event,421732.25,157,2686.19,521.35,4967.84
Decathlon,Senior Salesperson,Spring Splash Discounts,472413.20,165,2863.11,513.60,4991.41
Decathlon,Senior Salesperson,Summer Sizzle Promo,398638.27,152,2622.62,502.21,4953.74
Decathlon,Senior Salesperson,Super Savings Week,406056.35,139,2921.27,532.17,4984.03
Decathlon,Senior Salesperson,Ultimate Value Event,433375.30,156,2778.05,543.52,4909.66
Decathlon,Senior Salesperson,VIP Access Sale,332478.41,125,2659.83,574.54,4948.55
Decathlon,Senior Salesperson,Weekend Warrior Specials,349946.20,134,2611.54,520.44,4931.71
Decathlon,Senior Salesperson,Winter Clearance Carnival,437375.17,161,2716.62,527.44,4990.59
Decathlon,Senior Salesperson,Winter Wonders Sale,408397.29,150,2722.65,532.84,4984.24
Godrej Interio,Manager,12 Days of Deals,419021.88,149,2812.23,544.30,4951.91
Godrej Interio,Manager,Autumn Deals Drive,428826.29,163,2630.84,544.91,4952.83
Godrej Interio,Manager,BOGO Blitz,521584.46,186,2804.22,546.38,4993.17
Godrej Interio,Manager,Back to School Boost,495220.08,189,2620.21,513.26,4985.54
Godrej Interio,Manager,Birthday Bash Sale,393964.15,149,2644.05,504.51,4974.19
Godrej Interio,Manager,Black Friday Blowout,433237.26,159,2724.76,503.75,4968.56
Godrej Interio,Manager,Cart Crasher Campaign,518704.64,176,2947.19,508.04,4992.17
Godrej Interio,Manager,Cashback Carnival,445978.74,154,2895.97,527.06,4985.74
Godrej Interio,Manager,Clearance Countdown,444740.70,161,2762.36,500.68,4932.80
Godrej Interio,Manager,Countdown to Savings,498237.35,179,2783.45,533.05,4949.64
Godrej Interio,Manager,Customer Appreciation Week,460012.22,177,2598.94,545.09,4969.00
Godrej Interio,Manager,Cyber Monday Mania,415541.90,149,2788.87,518.33,4990.60
Godrej Interio,Manager,Deal of the Month,472819.06,168,2814.40,544.33,4984.70
Godrej Interio,Manager,Double Points Bonanza,418093.93,159,2629.52,543.87,4953.59
Godrej Interio,Manager,Early Bird Specials,512769.80,184,2786.79,543.16,4996.61
Godrej Interio,Manager,End of Season Sale,481058.90,183,2628.74,513.73,4945.57
Godrej Interio,Manager,Exclusive Insider Offers,507636.98,171,2968.64,623.20,4961.40
Godrej Interio,Manager,Festive Fever Promo,437777.73,165,2653.20,501.32,4992.74
Godrej Interio,Manager,Final Call Frenzy,472450.26,171,2762.87,522.24,4987.08
Godrej Interio,Manager,Flash Frenzy Friday,520201.82,178,2922.48,508.53,4987.91
Godrej Interio,Manager,"Gift More, Spend Less",395187.17,152,2599.92,538.45,4970.55
Godrej Interio,Manager,Golden Hour Bargains,435814.35,162,2690.21,503.86,4991.93
Godrej Interio,Manager,Green Weekend Deals,401119.88,159,2522.77,540.81,4951.67
Godrej Interio,Manager,Happy Hour Discounts,391661.90,143,2738.89,508.72,4915.92
Godrej Interio,Manager,Holiday Shopping Rush,396522.96,146,2715.91,526.83,4975.04
Godrej Interio,Manager,Hot Picks Promo,523696.12,189,2770.88,531.25,4992.50
Godrej Interio,Manager,Instant Gratification Sale,476314.79,166,2869.37,555.91,4992.46
Godrej Interio,Manager,Limited Time Treasures,441470.92,175,2522.69,552.03,4997.24
Godrej Interio,Manager,Loyalty Rewards Blast,424842.34,161,2638.77,524.65,4861.44
Godrej Interio,Manager,Mega Weekend Bonanza,432260.94,153,2825.23,503.48,4979.63
Godrej Interio,Manager,Mid-Year Madness,453952.05,168,2702.10,516.15,4969.47
Godrej Interio,Manager,Midnight Madness,469774.54,174,2699.85,517.81,4931.97
Godrej Interio,Manager,Mystery Discount Days,476873.92,176,2709.51,579.35,4995.76
Godrej Interio,Manager,New Arrival Showcase,538140.09,185,2908.87,516.79,4997.96
Godrej Interio,Manager,New Product Launch Promo,477582.62,175,2729.04,502.89,4978.75
Godrej Interio,Manager,New Year Kickoff,481946.50,167,2885.91,501.02,4990.41
Godrej Interio,Manager,Price Drop Parade,405648.55,144,2817.00,516.60,4997.34
Godrej Interio,Manager,Red Tag Clearance,472044.98,169,2793.17,512.99,4992.46
Godrej Interio,Manager,Seasonal Surprise Box,444093.24,165,2691.47,513.46,4998.58
Godrej Interio,Manager,Shop & Save Spectacular,482191.15,173,2787.23,507.30,4993.55
Godrej Interio,Manager,Smart Shopper Week,386189.88,151,2557.55,503.02,4926.81
Godrej Interio,Manager,Spring Refresh Event,463378.74,175,2647.88,519.53,4997.69
Godrej Interio,Manager,Spring Splash Discounts,497991.78,177,2813.51,553.23,4993.95
Godrej Interio,Manager,Summer Sizzle Promo,390954.60,147,2659.56,507.16,4900.39
Godrej Interio,Manager,Super Savings Week,474410.18,182,2606.65,521.34,4892.45
Godrej Interio,Manager,Ultimate Value Event,455287.06,174,2616.59,503.99,4996.74
Godrej Interio,Manager,VIP Access Sale,458508.80,167,2745.56,511.16,4975.11
Godrej Interio,Manager,Weekend Warrior Specials,463617.07,168,2759.63,501.67,4999.65
Godrej Interio,Manager,Winter Clearance Carnival,428191.95,161,2659.58,511.63,4994.03
Godrej Interio,Manager,Winter Wonders Sale,445160.98,172,2588.15,502.50,4924.13
Godrej Interio,Sales Associate,12 Days of Deals,435995.47,165,2642.40,513.03,4962.08
Godrej Interio,Sales Associate,Autumn Deals Drive,417543.67,166,2515.32,503.92,4996.09
Godrej Interio,Sales Associate,BOGO Blitz,510716.02,195,2619.06,567.85,4948.25
Godrej Interio,Sales Associate,Back to School Boost,438516.02,167,2625.84,503.95,4967.67
Godrej Interio,Sales Associate,Birthday Bash Sale,512697.03,178,2880.32,532.68,4985.32
Godrej Interio,Sales Associate,Black Friday Blowout,445148.76,164,2714.32,500.23,4981.02
Godrej Interio,Sales Associate,Cart Crasher Campaign,513278.55,187,2744.81,525.66,4985.58
Godrej Interio,Sales Associate,Cashback Carnival,551338.87,186,2964.19,517.68,4990.33
Godrej Interio,Sales Associate,Clearance Countdown,485085.27,167,2904.70,534.86,4949.50
Godrej Interio,Sales Associate,Countdown to Savings,441528.35,156,2830.31,505.04,4965.60
Godrej Interio,Sales Associate,Customer Appreciation Week,479216.51,177,2707.44,511.43,4983.49
Godrej Interio,Sales Associate,Cyber Monday Mania,432371.37,159,2719.32,552.24,4967.88
Godrej Interio,Sales Associate,Deal of the Month,458071.09,179,2559.06,522.37,4898.93
Godrej Interio,Sales Associate,Double Points Bonanza,532270.59,187,2846.37,521.42,4969.78
Godrej Interio,Sales Associate,Early Bird Specials,453688.11,167,2716.70,566.44,4975.86
Godrej Interio,Sales Associate,End of Season Sale,494702.94,176,2810.81,520.33,4981.33
Godrej Interio,Sales Associate,Exclusive Insider Offers,454236.69,170,2671.98,528.63,4870.27
Godrej Interio,Sales Associate,Festive Fever Promo,486306.70,172,2827.36,506.65,4982.97
Godrej Interio,Sales Associate,Final Call Frenzy,491102.57,173,2838.74,507.44,4991.12
Godrej Interio,Sales Associate,Flash Frenzy Friday,462434.83,172,2688.57,526.58,4973.07
Godrej Interio,Sales Associate,"Gift More, Spend Less",378290.92,150,2521.94,510.42,4997.34
Godrej Interio,Sales Associate,Golden Hour Bargains,439710.31,155,2836.84,530.23,4994.26
Godrej Interio,Sales Associate,Green Weekend Deals,415849.44,159,2615.41,533.15,4906.71
Godrej Interio,Sales Associate,Happy Hour Discounts,473746.13,182,2603.00,532.68,4989.55
Godrej Interio,Sales Associate,Holiday Shopping Rush,447447.60,161,2779.18,508.47,4961.23
Godrej Interio,Sales Associate,Hot Picks Promo,516918.28,186,2779.13,537.48,4985.01
Godrej Interio,Sales Associate,Instant Gratification Sale,515146.75,184,2799.71,506.86,4954.47
Godrej Interio,Sales Associate,Limited Time Treasures,529100.26,200,2645.50,509.62,4969.33
Godrej Interio,Sales Associate,Loyalty Rewards Blast,503538.30,188,2678.40,500.57,4979.86
Godrej Interio,Sales Associate,Mega Weekend Bonanza,509180.94,195,2611.18,505.50,4967.80
Godrej Interio,Sales Associate,Mid-Year Madness,452555.36,164,2759.48,569.09,4951.64
Godrej Interio,Sales Associate,Midnight Madness,422185.88,152,2777.54,504.76,4990.79
Godrej Interio,Sales Associate,Mystery Discount Days,498685.28,173,2882.57,543.68,4990.95
Godrej Interio,Sales Associate,New Arrival Showcase,539703.86,189,2855.58,518.18,4999.20
Godrej Interio,Sales Associate,New Product Launch Promo,493371.41,190,2596.69,501.02,4981.29
Godrej Interio,Sales Associate,New Year Kickoff,516089.70,184,2804.84,523.85,4998.10
Godrej Interio,Sales Associate,Price Drop Parade,485059.60,170,2853.29,516.13,4986.52
Godrej Interio,Sales Associate,Red Tag Clearance,482154.07,165,2922.15,521.31,4989.66
Godrej Interio,Sales Associate,Seasonal Surprise Box,440865.44,168,2624.20,513.77,4988.21
Godrej Interio,Sales Associate,Shop & Save Spectacular,460385.37,167,2756.80,551.24,4943.53
Godrej Interio,Sales Associate,Smart Shopper Week,441249.14,154,2865.25,502.89,4994.01
Godrej Interio,Sales Associate,Spring Refresh Event,470404.51,174,2703.47,565.81,4991.57
Godrej Interio,Sales Associate,Spring Splash Discounts,528045.58,193,2735.99,529.78,4999.44
Godrej Interio,Sales Associate,Summer Sizzle Promo,490519.42,178,2755.73,512.99,4978.50
Godrej Interio,Sales Associate,Super Savings Week,540177.18,193,2798.85,513.58,4995.00
Godrej Interio,Sales Associate,Ultimate Value Event,440764.07,165,2671.30,503.68,4998.80
Godrej Interio,Sales Associate,VIP Access Sale,407535.75,147,2772.35,516.56,4990.62
Godrej Interio,Sales Associate,Weekend Warrior Specials,469036.04,174,2695.61,503.19,4994.27
Godrej Interio,Sales Associate,Winter Clearance Carnival,417337.44,153,2727.70,510.07,4996.65
Godrej Interio,Sales Associate,Winter Wonders Sale,492702.54,177,2783.63,532.26,4925.28
Godrej Interio,Salesperson,12 Days of Deals,543470.15,193,2815.91,525.17,4993.26
Godrej Interio,Salesperson,Autumn Deals Drive,474100.84,170,2788.83,534.33,4999.01
Godrej Interio,Salesperson,BOGO Blitz,486379.95,176,2763.52,524.25,4993.32
Godrej Interio,Salesperson,Back to School Boost,508923.35,179,2843.15,556.73,4976.19
Godrej Interio,Salesperson,Birthday Bash Sale,469833.54,173,2715.80,540.55,4991.81
Godrej Interio,Salesperson,Black Friday Blowout,504244.38,186,2710.99,641.33,4995.43
Godrej Interio,Salesperson,Cart Crasher Campaign,440013.94,167,2634.81,512.98,4979.69
Godrej Interio,Salesperson,Cashback Carnival,551291.84,202,2729.17,503.47,4994.56
Godrej Interio,Salesperson,Clearance Countdown,457714.78,170,2692.44,503.67,4955.27
Godrej Interio,Salesperson,Countdown to Savings,479746.59,174,2757.16,516.03,4997.06
Godrej Interio,Salesperson,Customer Appreciation Week,440600.33,169,2607.10,504.82,4994.15
Godrej Interio,Salesperson,Cyber Monday Mania,438460.98,156,2810.65,530.68,4989.74
Godrej Interio,Salesperson,Deal of the Month,453109.87,164,2762.87,529.83,4999.17
Godrej Interio,Salesperson,Double Points Bonanza,448092.62,159,2818.19,541.02,4937.39
Godrej Interio,Salesperson,Early Bird Specials,493492.84,184,2682.03,533.28,4967.49
Godrej Interio,Salesperson,End of Season Sale,460076.46,166,2771.54,525.10,4986.81
Godrej Interio,Salesperson,Exclusive Insider Offers,427833.74,157,2725.06,577.46,4996.56
Godrej Interio,Salesperson,Festive Fever Promo,522314.88,188,2778.27,519.75,4983.00
Godrej Interio,Salesperson,Final Call Frenzy,375791.05,141,2665.18,549.09,4969.74
Godrej Interio,Salesperson,Flash Frenzy Friday,481820.31,176,2737.62,543.71,4971.62
Godrej Interio,Salesperson,"Gift More, Spend Less",485042.03,180,2694.68,539.75,4982.73
Godrej Interio,Salesperson,Golden Hour Bargains,459031.28,172,2668.79,527.27,4965.04
Godrej Interio,Salesperson,Green Weekend Deals,452496.61,170,2661.74,540.64,4960.27
Godrej Interio,Salesperson,Happy Hour Discounts,475979.20,179,2659.10,501.14,4984.81
Godrej Interio,Salesperson,Holiday Shopping Rush,484878.59,176,2754.99,517.29,4996.98
Godrej Interio,Salesperson,Hot Picks Promo,490803.90,173,2837.02,503.85,4984.76
Godrej Interio,Salesperson,Instant Gratification Sale,412401.63,156,2643.60,532.98,4985.85
Godrej Interio,Salesperson,Limited Time Treasures,542751.36,197,2755.08,509.42,4992.00
Godrej Interio,Salesperson,Loyalty Rewards Blast,498308.53,182,2737.96,500.38,4969.47
Godrej Interio,Salesperson,Mega Weekend Bonanza,467642.66,171,2734.75,536.98,4960.38
Godrej Interio,Salesperson,Mid-Year Madness,445494.84,166,2683.70,544.63,4981.05
Godrej Interio,Salesperson,Midnight Madness,507609.90,187,2714.49,525.06,4994.08
Godrej Interio,Salesperson,Mystery Discount Days,483067.73,182,2654.22,502.26,4970.42
Godrej Interio,Salesperson,New Arrival Showcase,522653.00,200,2613.26,510.39,4994.26
Godrej Interio,Salesperson,New Product Launch Promo,462599.49,171,2705.26,575.16,4998.30
Godrej Interio,Salesperson,New Year Kickoff,559573.29,198,2826.13,502.26,4993.25
Godrej Interio,Salesperson,Price Drop Parade,430913.32,152,2834.96,506.58,4959.12
Godrej Interio,Salesperson,Red Tag Clearance,455065.62,158,2880.16,503.77,4929.46
Godrej Interio,Salesperson,Seasonal Surprise Box,529149.64,190,2785.00,504.08,4969.94
Godrej Interio,Salesperson,Shop & Save Spectacular,535913.10,187,2865.85,517.77,4998.08
Godrej Interio,Salesperson,Smart Shopper Week,437888.11,164,2670.05,533.87,4978.99
Godrej Interio,Salesperson,Spring Refresh Event,433456.84,163,2659.24,527.10,4982.80
Godrej Interio,Salesperson,Spring Splash Discounts,445723.99,164,2717.83,521.14,4984.10
Godrej Interio,Salesperson,Summer Sizzle Promo,444544.13,166,2677.98,530.16,4985.90
Godrej Interio,Salesperson,Super Savings Week,479430.02,171,2803.68,508.26,4983.42
Godrej Interio,Salesperson,Ultimate Value Event,462018.99,165,2800.12,518.75,4948.10
Godrej Interio,Salesperson,VIP Access Sale,466493.24,168,2776.75,562.82,4984.11
Godrej Interio,Salesperson,Weekend Warrior Specials,458352.35,163,2811.98,516.67,4973.02
Godrej Interio,Salesperson,Winter Clearance Carnival,456150.36,166,2747.89,502.61,4932.27
Godrej Interio,Salesperson,Winter Wonders Sale,514591.07,176,2923.81,506.83,4977.90
Godrej Interio,Senior Salesperson,12 Days of Deals,363350.70,134,2711.57,529.69,4998.57
Godrej Interio,Senior Salesperson,Autumn Deals Drive,403832.27,149,2710.28,568.27,4901.75
Godrej Interio,Senior Salesperson,BOGO Blitz,418538.32,144,2906.52,503.27,4931.16
Godrej Interio,Senior Salesperson,Back to School Boost,393773.70,145,2715.68,541.29,4982.57
Godrej Interio,Senior Salesperson,Birthday Bash Sale,385463.69,143,2695.55,521.61,4952.61
Godrej Interio,Senior Salesperson,Black Friday Blowout,490686.79,182,2696.08,508.66,4978.12
Godrej Interio,Senior Salesperson,Cart Crasher Campaign,385073.84,149,2584.39,510.12,4982.44
Godrej Interio,Senior Salesperson,Cashback Carnival,416583.51,151,2758.83,511.05,4974.87
Godrej Interio,Senior Salesperson,Clearance Countdown,463734.16,167,2776.85,553.26,4992.67
Godrej Interio,Senior Salesperson,Countdown to Savings,433544.68,150,2890.30,510.59,4957.59
Godrej Interio,Senior Salesperson,Customer Appreciation Week,387351.69,150,2582.34,523.94,4994.87
Godrej Interio,Senior Salesperson,Cyber Monday Mania,388032.04,142,2732.62,533.41,4994.23
Godrej Interio,Senior Salesperson,Deal of the Month,433816.28,152,2854.05,518.45,4931.37
Godrej Interio,Senior Salesperson,Double Points Bonanza,465535.27,161,2891.52,551.23,4973.00
Godrej Interio,Senior Salesperson,Early Bird Specials,360888.98,140,2577.78,509.67,4984.99
Godrej Interio,Senior Salesperson,End of Season Sale,402667.35,145,2777.02,504.42,4967.48
Godrej Interio,Senior Salesperson,Exclusive Insider Offers,350168.58,138,2537.45,501.18,4968.59
Godrej Interio,Senior Salesperson,Festive Fever Promo,470806.81,172,2737.25,503.27,4951.26
Godrej Interio,Senior Salesperson,Final Call Frenzy,401291.07,140,2866.36,527.90,4982.02
Godrej Interio,Senior Salesperson,Flash Frenzy Friday,435999.28,160,2725.00,504.49,4995.77
Godrej Interio,Senior Salesperson,"Gift More, Spend Less",394250.69,143,2757.00,651.46,4996.39
Godrej Interio,Senior Salesperson,Golden Hour Bargains,444763.60,153,2906.95,524.23,4954.89
Godrej Interio,Senior Salesperson,Green Weekend Deals,398840.08,152,2623.95,533.64,4982.78
Godrej Interio,Senior Salesperson,Happy Hour Discounts,422205.67,147,2872.15,515.31,4961.60
Godrej Interio,Senior Salesperson,Holiday Shopping Rush,443776.62,166,2673.35,524.03,4908.02
Godrej Interio,Senior Salesperson,Hot Picks Promo,439033.29,149,2946.53,509.80,4992.57
Godrej Interio,Senior Salesperson,Instant Gratification Sale,414448.13,156,2656.72,528.04,4976.43
Godrej Interio,Senior Salesperson,Limited Time Treasures,451288.15,169,2670.34,522.57,4972.61
Godrej Interio,Senior Salesperson,Loyalty Rewards Blast,413775.44,162,2554.17,502.59,4853.06
Godrej Interio,Senior Salesperson,Mega Weekend Bonanza,456726.42,171,2670.91,511.89,4961.29
Godrej Interio,Senior Salesperson,Mid-Year Madness,408702.88,148,2761.51,516.46,4999.77
Godrej Interio,Senior Salesperson,Midnight Madness,504993.94,169,2988.13,587.73,4989.23
Godrej Interio,Senior Salesperson,Mystery Discount Days,457193.10,168,2721.39,533.84,4985.71
Godrej Interio,Senior Salesperson,New Arrival Showcase,358570.77,129,2779.62,511.07,4953.72
Godrej Interio,Senior Salesperson,New Product Launch Promo,466957.51,172,2714.87,516.68,4999.40
Godrej Interio,Senior Salesperson,New Year Kickoff,472520.24,173,2731.33,514.79,4951.71
Godrej Interio,Senior Salesperson,Price Drop Parade,439166.17,151,2908.39,612.50,4992.35
Godrej Interio,Senior Salesperson,Red Tag Clearance,440797.93,165,2671.50,533.71,4988.53
Godrej Interio,Senior Salesperson,Seasonal Surprise Box,399534.52,146,2736.54,503.81,4953.38
Godrej Interio,Senior Salesperson,Shop & Save Spectacular,381465.70,140,2724.76,518.11,4984.38
Godrej Interio,Senior Salesperson,Smart Shopper Week,407180.70,156,2610.13,552.35,4982.44
Godrej Interio,Senior Salesperson,Spring Refresh Event,397653.93,146,2723.66,505.77,4946.99
Godrej Interio,Senior Salesperson,Spring Splash Discounts,439388.69,149,2948.92,511.71,4980.63
Godrej Interio,Senior Salesperson,Summer Sizzle Promo,403746.61,147,2746.58,508.43,4960.25
Godrej Interio,Senior Salesperson,Super Savings Week,410978.14,150,2739.85,523.93,4963.87
Godrej Interio,Senior Salesperson,Ultimate Value Event,381495.76,136,2805.12,502.47,4983.35
Godrej Interio,Senior Salesperson,VIP Access Sale,369748.96,140,2641.06,549.87,4964.54
Godrej Interio,Senior Salesperson,Weekend Warrior Specials,423091.01,160,2644.32,522.47,4999.39
Godrej Interio,Senior Salesperson,Winter Clearance Carnival,477966.02,175,2731.23,513.27,4932.92
Godrej Interio,Senior Salesperson,Winter Wonders Sale,450495.38,166,2713.83,506.14,4989.40
Haier,Manager,12 Days of Deals,436229.47,156,2796.34,509.06,4997.95
Haier,Manager,Autumn Deals Drive,425962.39,171,2491.01,501.18,4997.36
Haier,Manager,BOGO Blitz,544309.81,188,2895.26,507.20,4989.32
Haier,Manager,Back to School Boost,410632.65,156,2632.26,520.38,4979.01
Haier,Manager,Birthday Bash Sale,497827.37,176,2828.56,509.48,4992.41
Haier,Manager,Black Friday Blowout,501352.33,182,2754.68,536.15,4949.38
Haier,Manager,Cart Crasher Campaign,445390.38,166,2683.07,503.85,4998.05
Haier,Manager,Cashback Carnival,526237.54,186,2829.23,511.57,4985.94
Haier,Manager,Clearance Countdown,369443.68,134,2757.04,547.38,4989.41
Haier,Manager,Countdown to Savings,479703.19,178,2694.96,529.42,4977.91
Haier,Manager,Customer Appreciation Week,507927.94,180,2821.82,529.52,4977.09
Haier,Manager,Cyber Monday Mania,467231.91,169,2764.69,520.04,4970.95
Haier,Manager,Deal of the Month,399156.69,136,2934.98,522.64,4987.09
Haier,Manager,Double Points Bonanza,424394.89,153,2773.82,524.63,4963.74
Haier,Manager,Early Bird Specials,522899.53,184,2841.85,536.67,4999.06
Haier,Manager,End of Season Sale,542088.45,181,2994.96,523.16,4960.50
Haier,Manager,Exclusive Insider Offers,397395.66,143,2778.99,547.35,4986.96
Haier,Manager,Festive Fever Promo,462507.68,162,2854.99,586.88,4922.55
Haier,Manager,Final Call Frenzy,497216.71,178,2793.35,516.79,4940.28
Haier,Manager,Flash Frenzy Friday,485152.26,178,2725.57,544.12,4996.85
Haier,Manager,"Gift More, Spend Less",437538.06,162,2700.85,510.76,4987.44
Haier,Manager,Golden Hour Bargains,449453.60,169,2659.49,517.65,4992.15
Haier,Manager,Green Weekend Deals,423977.73,157,2700.50,516.25,4995.08
Haier,Manager,Happy Hour Discounts,478095.86,185,2584.30,535.47,4987.44
Haier,Manager,Holiday Shopping Rush,489638.01,181,2705.18,501.91,4997.27
Haier,Manager,Hot Picks Promo,445800.80,164,2718.30,510.42,4967.12
Haier,Manager,Instant Gratification Sale,474087.73,172,2756.32,524.80,4997.94
Haier,Manager,Limited Time Treasures,455910.04,168,2713.75,510.26,4962.87
Haier,Manager,Loyalty Rewards Blast,496986.37,183,2715.77,523.62,4979.51
Haier,Manager,Mega Weekend Bonanza,434319.18,156,2784.10,502.30,4964.06
Haier,Manager,Mid-Year Madness,370484.74,135,2744.33,568.30,4962.45
Haier,Manager,Midnight Madness,455117.85,169,2693.01,551.99,4975.94
Haier,Manager,Mystery Discount Days,475794.01,166,2866.23,561.80,4993.56
Haier,Manager,New Arrival Showcase,509629.39,184,2769.72,531.50,4996.75
Haier,Manager,New Product Launch Promo,483758.10,179,2702.56,505.85,4987.33
Haier,Manager,New Year Kickoff,442786.11,167,2651.41,502.92,4984.54
Haier,Manager,Price Drop Parade,491098.50,180,2728.32,512.15,4987.17
Haier,Manager,Red Tag Clearance,422487.54,156,2708.25,534.32,4945.36
Haier,Manager,Seasonal Surprise Box,492023.74,180,2733.47,515.41,4983.20
Haier,Manager,Shop & Save Spectacular,433255.74,156,2777.28,563.89,4951.29
Haier,Manager,Smart Shopper Week,488915.05,182,2686.35,542.46,4936.98
Haier,Manager,Spring Refresh Event,458282.66,163,2811.55,546.26,4981.42
