category,customer_segment,store_type,salesperson_role,sum_amount,count,avg_amount,min_amount,max_amount
Furniture,Deal Seeker,Small Stores / Shops,Sales Associate,4171448.71,1506,2769.89,501.28,4998.90
Furniture,Deal Seeker,Small Stores / Shops,Salesperson,4048639.09,1455,2782.57,502.50,4998.30
Furniture,Deal Seeker,Small Stores / Shops,Senior Salesperson,3589444.12,1316,2727.54,504.00,4999.40
Furniture,Deal Seeker,Supermarkets ,Manager,3825703.18,1391,2750.33,503.66,4995.19
Furniture,Deal Seeker,Supermarkets ,Sales Associate,4163765.74,1486,2802.00,502.25,4998.55
Furniture,Deal Seeker,Supermarkets ,Salesperson,4164165.02,1557,2674.48,503.47,4999.12
Furniture,Deal Seeker,Supermarkets ,Senior Salesperson,3644428.17,1334,2731.96,503.92,4996.70
Furniture,First-time Buyer,Large Malls / Complexes,Manager,3557031.55,1282,2774.60,505.61,4999.65
Furniture,First-time Buyer,Large Malls / Complexes,Sales Associate,3926615.22,1440,2726.82,504.15,4997.71
Furniture,First-time Buyer,Large Malls / Complexes,Salesperson,3816831.39,1389,2747.90,500.38,4998.93
Furniture,First-time Buyer,Large Malls / Complexes,Senior Salesperson,3270885.72,1175,2783.73,500.56,4992.57
Furniture,First-time Buyer,Small Stores / Shops,Manager,3889517.77,1402,2774.26,502.90,4999.10
Furniture,First-time Buyer,Small Stores / Shops,Sales Associate,4085113.01,1476,2767.69,502.68,4996.98
Furniture,First-time Buyer,Small Stores / Shops,Salesperson,4161959.34,1459,2852.61,503.77,4998.02
Furniture,First-time Buyer,Small Stores / Shops,Senior Salesperson,3342876.86,1218,2744.56,501.27,4997.56
Furniture,First-time Buyer,Supermarkets ,Manager,4092815.49,1482,2761.68,502.09,4992.85
Furniture,First-time Buyer,Supermarkets ,Sales Associate,4235470.30,1508,2808.67,501.84,4999.59
Furniture,First-time Buyer,Supermarkets ,Salesperson,4282269.35,1576,2717.18,506.98,4999.17
Furniture,First-time Buyer,Supermarkets ,Senior Salesperson,3286515.08,1238,2654.70,500.58,4996.89
Furniture,High Value,Large Malls / Complexes,Manager,3657460.52,1321,2768.71,512.14,4994.60
Furniture,High Value,Large Malls / Complexes,Sales Associate,3779753.91,1387,2725.13,502.67,4998.34
Furniture,High Value,Large Malls / Complexes,Salesperson,3624808.78,1322,2741.91,504.24,4996.37
Furniture,High Value,Large Malls / Complexes,Senior Salesperson,3409555.51,1249,2729.83,511.05,4999.64
Furniture,High Value,Small Stores / Shops,Manager,4036294.86,1446,2791.35,507.71,4999.89
Furniture,High Value,Small Stores / Shops,Sales Associate,4115139.43,1489,2763.69,504.11,4998.26
Furniture,High Value,Small Stores / Shops,Salesperson,4236975.58,1519,2789.32,502.41,4999.47
Furniture,High Value,Small Stores / Shops,Senior Salesperson,3686986.64,1345,2741.25,501.29,4992.73
Furniture,High Value,Supermarkets ,Manager,4010971.70,1501,2672.20,504.04,4990.65
Furniture,High Value,Supermarkets ,Sales Associate,4148937.03,1507,2753.11,509.93,4999.68
Furniture,High Value,Supermarkets ,Salesperson,4075192.32,1471,2770.36,501.52,4996.74
Furniture,High Value,Supermarkets ,Senior Salesperson,3599087.96,1299,2770.66,501.39,4997.60
Furniture,In-Store Regular,Large Malls / Complexes,Manager,3617088.93,1295,2793.12,500.68,4998.42
Furniture,In-Store Regular,Large Malls / Complexes,Sales Associate,3977667.87,1409,2823.04,509.15,4994.01
Furniture,In-Store Regular,Large Malls / Complexes,Salesperson,3843901.37,1380,2785.44,501.98,4992.90
Furniture,In-Store Regular,Large Malls / Complexes,Senior Salesperson,3244770.94,1141,2843.80,504.49,4986.03
Furniture,In-Store Regular,Small Stores / Shops,Manager,3731787.64,1333,2799.54,500.07,4995.61
Furniture,In-Store Regular,Small Stores / Shops,Sales Associate,4126086.84,1483,2782.26,500.31,4998.78
Furniture,In-Store Regular,Small Stores / Shops,Salesperson,3858402.48,1390,2775.83,501.91,4996.39
Furniture,In-Store Regular,Small Stores / Shops,Senior Salesperson,3429457.74,1253,2737.00,500.06,4979.28
Furniture,In-Store Regular,Supermarkets ,Manager,3783156.11,1389,2723.65,505.38,4993.12
Furniture,In-Store Regular,Supermarkets ,Sales Associate,4140145.18,1545,2679.71,506.12,4998.82
Furniture,In-Store Regular,Supermarkets ,Salesperson,4072445.17,1498,2718.59,503.70,4997.30
Furniture,In-Store Regular,Supermarkets ,Senior Salesperson,3472556.99,1277,2719.31,503.22,4998.58
Furniture,Loyal Customer,Large Malls / Complexes,Manager,3670790.62,1349,2721.12,500.56,4996.31
Furniture,Loyal Customer,Large Malls / Complexes,Sales Associate,3742079.08,1369,2733.44,504.76,4999.69
Furniture,Loyal Customer,Large Malls / Complexes,Salesperson,3907115.31,1385,2821.02,501.63,4997.81
Furniture,Loyal Customer,Large Malls / Complexes,Senior Salesperson,3276022.28,1180,2776.29,503.96,4995.76
Furniture,Loyal Customer,Small Stores / Shops,Manager,3945958.42,1443,2734.55,504.85,4987.08
Furniture,Loyal Customer,Small Stores / Shops,Sales Associate,4182094.05,1497,2793.65,501.69,4997.34
Furniture,Loyal Customer,Small Stores / Shops,Salesperson,3860987.64,1374,2810.03,501.83,4997.86
Furniture,Loyal Customer,Small Stores / Shops,Senior Salesperson,3573201.68,1288,2774.22,503.81,4998.96
Furniture,Loyal Customer,Supermarkets ,Manager,4135454.48,1527,2708.22,506.20,4996.61
Furniture,Loyal Customer,Supermarkets ,Sales Associate,4383485.72,1579,2776.12,503.86,4997.79
Furniture,Loyal Customer,Supermarkets ,Salesperson,4188424.81,1527,2742.91,509.66,4998.56
Furniture,Loyal Customer,Supermarkets ,Senior Salesperson,3511443.29,1287,2728.39,511.00,4992.90
Furniture,Occasional Shopper,Large Malls / Complexes,Manager,3583918.46,1303,2750.51,506.14,4999.60
Furniture,Occasional Shopper,Large Malls / Complexes,Sales Associate,3974575.73,1451,2739.20,501.59,4987.14
Furniture,Occasional Shopper,Large Malls / Complexes,Salesperson,3844777.07,1412,2722.93,500.92,4995.30
Furniture,Occasional Shopper,Large Malls / Complexes,Senior Salesperson,3303508.27,1225,2696.74,500.36,4998.24
Furniture,Occasional Shopper,Small Stores / Shops,Manager,3653992.00,1326,2755.65,500.57,4999.31
Furniture,Occasional Shopper,Small Stores / Shops,Sales Associate,4024658.56,1441,2792.96,501.84,4999.44
Furniture,Occasional Shopper,Small Stores / Shops,Salesperson,3730815.36,1359,2745.27,504.08,4994.16
Furniture,Occasional Shopper,Small Stores / Shops,Senior Salesperson,3437922.66,1264,2719.88,503.09,4995.72
Furniture,Occasional Shopper,Supermarkets ,Manager,4006260.47,1446,2770.58,500.89,4997.96
Furniture,Occasional Shopper,Supermarkets ,Sales Associate,4260189.66,1559,2732.64,501.89,4996.83
Furniture,Occasional Shopper,Supermarkets ,Salesperson,4008763.99,1435,2793.56,505.59,4997.66
Furniture,Occasional Shopper,Supermarkets ,Senior Salesperson,3732874.25,1354,2756.92,501.43,4997.23
Furniture,Online Shopper,Large Malls / Complexes,Manager,3711250.00,1337,2775.80,501.32,4992.74
Furniture,Online Shopper,Large Malls / Complexes,Sales Associate,3805229.07,1373,2771.47,500.23,4985.59
Furniture,Online Shopper,Large Malls / Complexes,Salesperson,4028091.20,1423,2830.70,500.35,4999.62
Furniture,Online Shopper,Large Malls / Complexes,Senior Salesperson,3239748.88,1166,2778.52,503.67,4999.88
Furniture,Online Shopper,Small Stores / Shops,Manager,4097845.38,1457,2812.52,502.12,4998.77
Furniture,Online Shopper,Small Stores / Shops,Sales Associate,4074442.39,1504,2709.07,505.94,4995.68
Furniture,Online Shopper,Small Stores / Shops,Salesperson,4033578.08,1513,2665.95,500.34,4997.06
Furniture,Online Shopper,Small Stores / Shops,Senior Salesperson,3474368.14,1271,2733.57,504.38,4998.57
Furniture,Online Shopper,Supermarkets ,Manager,4234071.50,1538,2752.97,508.03,4994.90
Furniture,Online Shopper,Supermarkets ,Sales Associate,4152589.21,1504,2761.03,501.50,4999.14
Furniture,Online Shopper,Supermarkets ,Salesperson,4297491.24,1591,2701.13,501.83,4998.80
Furniture,Online Shopper,Supermarkets ,Senior Salesperson,3633523.99,1320,2752.67,502.15,4992.50
Furniture,Premium Shopper,Large Malls / Complexes,Manager,3427684.49,1280,2677.88,501.66,4998.58
Furniture,Premium Shopper,Large Malls / Complexes,Sales Associate,3744448.74,1357,2759.36,504.41,4991.57
Furniture,Premium Shopper,Large Malls / Complexes,Salesperson,3764253.82,1355,2778.05,502.26,4999.01
Furniture,Premium Shopper,Large Malls / Complexes,Senior Salesperson,3470068.49,1247,2782.73,500.29,4997.41
Furniture,Premium Shopper,Small Stores / Shops,Manager,3877418.22,1398,2773.55,504.00,4999.14
Furniture,Premium Shopper,Small Stores / Shops,Sales Associate,4000320.01,1429,2799.38,501.02,4998.88
Furniture,Premium Shopper,Small Stores / Shops,Salesperson,3939168.10,1411,2791.76,501.38,4995.63
Furniture,Premium Shopper,Small Stores / Shops,Senior Salesperson,3410866.69,1247,2735.26,501.18,4988.57
Furniture,Premium Shopper,Supermarkets ,Manager,3959079.13,1451,2728.52,501.93,4996.26
Furniture,Premium Shopper,Supermarkets ,Sales Associate,4134971.02,1503,2751.15,502.37,4998.49
Furniture,Premium Shopper,Supermarkets ,Salesperson,4066575.76,1478,2751.40,500.23,4998.21
Furniture,Premium Shopper,Supermarkets ,Senior Salesperson,3675169.30,1313,2799.06,505.62,4998.23
Groceries,Budget Shopper,Large Malls / Complexes,Manager,3423029.07,1272,2691.06,506.85,4998.19
Groceries,Budget Shopper,Large Malls / Complexes,Sales Associate,3739945.19,1364,2741.90,502.18,4999.95
Groceries,Budget Shopper,Large Malls / Complexes,Salesperson,3783244.90,1379,2743.47,500.73,4999.97
Groceries,Budget Shopper,Large Malls / Complexes,Senior Salesperson,3363709.95,1196,2812.47,504.16,4999.39
Groceries,Budget Shopper,Small Stores / Shops,Manager,3729370.19,1363,2736.15,500.68,4998.44
Groceries,Budget Shopper,Small Stores / Shops,Sales Associate,3971856.82,1463,2714.87,503.94,4995.84
Groceries,Budget Shopper,Small Stores / Shops,Salesperson,4140268.41,1506,2749.18,504.65,4994.33
Groceries,Budget Shopper,Small Stores / Shops,Senior Salesperson,3439565.79,1264,2721.18,503.39,4998.35
Groceries,Budget Shopper,Supermarkets ,Manager,3980648.44,1424,2795.40,501.93,4988.77
Groceries,Budget Shopper,Supermarkets ,Sales Associate,4074427.17,1511,2696.51,505.33,4999.16
Groceries,Budget Shopper,Supermarkets ,Salesperson,4068244.30,1460,2786.47,508.29,4996.82
Groceries,Budget Shopper,Supermarkets ,Senior Salesperson,3501636.77,1267,2763.72,507.50,4995.84
Groceries,Churn Risk,Large Malls / Complexes,Manager,3733227.12,1369,2726.97,502.79,4999.13
Groceries,Churn Risk,Large Malls / Complexes,Sales Associate,3693988.45,1386,2665.22,501.42,4998.93
Groceries,Churn Risk,Large Malls / Complexes,Salesperson,3751505.47,1350,2778.89,507.32,4996.21
Groceries,Churn Risk,Large Malls / Complexes,Senior Salesperson,3174215.05,1194,2658.47,502.89,4996.08
Groceries,Churn Risk,Small Stores / Shops,Manager,3847672.46,1384,2780.11,501.54,4998.35
Groceries,Churn Risk,Small Stores / Shops,Sales Associate,4062309.97,1462,2778.60,502.72,4995.02
Groceries,Churn Risk,Small Stores / Shops,Salesperson,3815111.96,1412,2701.92,500.47,4996.15
Groceries,Churn Risk,Small Stores / Shops,Senior Salesperson,3688679.48,1345,2742.51,500.75,4994.43
Groceries,Churn Risk,Supermarkets ,Manager,4017459.40,1432,2805.49,504.09,4994.26
Groceries,Churn Risk,Supermarkets ,Sales Associate,4085487.06,1483,2754.88,507.64,4997.22
Groceries,Churn Risk,Supermarkets ,Salesperson,4166982.45,1498,2781.70,502.13,4999.85
Groceries,Churn Risk,Supermarkets ,Senior Salesperson,3523415.25,1284,2744.09,507.40,4993.94
Groceries,Deal Seeker,Large Malls / Complexes,Manager,3562717.88,1304,2732.15,502.46,4994.32
Groceries,Deal Seeker,Large Malls / Complexes,Sales Associate,3856798.85,1365,2825.49,503.08,4992.96
Groceries,Deal Seeker,Large Malls / Complexes,Salesperson,3830046.21,1362,2812.08,507.01,4998.30
Groceries,Deal Seeker,Large Malls / Complexes,Senior Salesperson,3346119.67,1197,2795.42,501.79,4994.79
Groceries,Deal Seeker,Small Stores / Shops,Manager,3777740.85,1357,2783.89,500.60,4999.70
Groceries,Deal Seeker,Small Stores / Shops,Sales Associate,4420074.32,1591,2778.17,501.28,4995.00
Groceries,Deal Seeker,Small Stores / Shops,Salesperson,4128575.06,1490,2770.86,506.38,4998.59
Groceries,Deal Seeker,Small Stores / Shops,Senior Salesperson,3444606.62,1258,2738.16,504.62,4999.80
Groceries,Deal Seeker,Supermarkets ,Manager,4113956.15,1512,2720.87,506.03,4985.38
Groceries,Deal Seeker,Supermarkets ,Sales Associate,4090908.35,1493,2740.06,501.88,4998.90
Groceries,Deal Seeker,Supermarkets ,Salesperson,4199441.86,1555,2700.61,505.16,4997.42
Groceries,Deal Seeker,Supermarkets ,Senior Salesperson,3461025.22,1259,2749.03,500.33,4999.88
Groceries,First-time Buyer,Large Malls / Complexes,Manager,3713400.29,1354,2742.54,518.31,4998.17
Groceries,First-time Buyer,Large Malls / Complexes,Sales Associate,3954135.13,1423,2778.73,505.99,4999.20
Groceries,First-time Buyer,Large Malls / Complexes,Salesperson,3611947.60,1296,2787.00,500.26,4998.49
Groceries,First-time Buyer,Large Malls / Complexes,Senior Salesperson,3358163.42,1224,2743.60,501.87,4999.90
Groceries,First-time Buyer,Small Stores / Shops,Manager,3670535.78,1324,2772.31,500.94,4999.83
Groceries,First-time Buyer,Small Stores / Shops,Sales Associate,4042619.76,1485,2722.30,500.01,4996.32
Groceries,First-time Buyer,Small Stores / Shops,Salesperson,3916106.60,1426,2746.22,500.64,4995.88
Groceries,First-time Buyer,Small Stores / Shops,Senior Salesperson,3601205.75,1287,2798.14,502.02,4998.54
Groceries,First-time Buyer,Supermarkets ,Manager,3973915.66,1453,2734.97,501.65,4998.75
Groceries,First-time Buyer,Supermarkets ,Sales Associate,4230844.46,1550,2729.58,504.35,4997.39
Groceries,First-time Buyer,Supermarkets ,Salesperson,4047351.76,1493,2710.89,508.11,4991.34
Groceries,First-time Buyer,Supermarkets ,Senior Salesperson,3445041.02,1265,2723.35,505.75,4999.88
Groceries,High Value,Large Malls / Complexes,Manager,3544941.07,1297,2733.19,500.47,4998.87
Groceries,High Value,Large Malls / Complexes,Sales Associate,3698998.79,1355,2729.89,501.31,4997.68
Groceries,High Value,Large Malls / Complexes,Salesperson,3694224.79,1340,2756.88,500.95,4998.78
Groceries,High Value,Large Malls / Complexes,Senior Salesperson,3298166.72,1221,2701.20,500.54,4998.64
Groceries,High Value,Small Stores / Shops,Manager,4003119.19,1452,2756.97,500.83,4998.45
Groceries,High Value,Small Stores / Shops,Sales Associate,4107610.15,1507,2725.69,503.56,4993.10
Groceries,High Value,Small Stores / Shops,Salesperson,3988433.85,1476,2702.19,508.05,4992.27
Groceries,High Value,Small Stores / Shops,Senior Salesperson,3687077.46,1323,2786.91,512.30,4998.29
Groceries,High Value,Supermarkets ,Manager,4120349.66,1491,2763.48,506.83,4997.86
Groceries,High Value,Supermarkets ,Sales Associate,4272711.28,1568,2724.94,503.26,4994.94
Groceries,High Value,Supermarkets ,Salesperson,4209064.68,1525,2760.04,502.46,4999.34
Groceries,High Value,Supermarkets ,Senior Salesperson,3625463.56,1308,2771.76,504.15,4991.33
Groceries,In-Store Regular,Large Malls / Complexes,Manager,3578076.08,1272,2812.95,504.57,4997.81
Groceries,In-Store Regular,Large Malls / Complexes,Sales Associate,3779812.00,1390,2719.29,504.42,4999.92
Groceries,In-Store Regular,Large Malls / Complexes,Salesperson,3576102.11,1303,2744.51,500.36,4999.35
Groceries,In-Store Regular,Large Malls / Complexes,Senior Salesperson,3421704.86,1226,2790.95,507.81,4998.24
Groceries,In-Store Regular,Small Stores / Shops,Manager,3994596.67,1410,2833.05,508.03,4995.38
Groceries,In-Store Regular,Small Stores / Shops,Sales Associate,3975774.51,1461,2721.27,505.89,4994.70
Groceries,In-Store Regular,Small Stores / Shops,Salesperson,4102104.59,1469,2792.45,511.03,4996.98
Groceries,In-Store Regular,Small Stores / Shops,Senior Salesperson,3449161.78,1289,2675.84,511.13,4998.37
Groceries,In-Store Regular,Supermarkets ,Manager,3968961.74,1473,2694.48,502.61,4999.58
Groceries,In-Store Regular,Supermarkets ,Sales Associate,4154862.91,1519,2735.26,504.22,4994.74
Groceries,In-Store Regular,Supermarkets ,Salesperson,4059982.61,1483,2737.68,500.16,4999.70
Groceries,In-Store Regular,Supermarkets ,Senior Salesperson,3623559.89,1317,2751.37,500.03,4997.93
Groceries,Loyal Customer,Large Malls / Complexes,Manager,3342406.59,1251,2671.79,506.59,4999.40
Groceries,Loyal Customer,Large Malls / Complexes,Sales Associate,3829070.54,1385,2764.67,501.41,4973.34
Groceries,Loyal Customer,Large Malls / Complexes,Salesperson,3850427.93,1368,2814.64,506.44,4997.31
Groceries,Loyal Customer,Large Malls / Complexes,Senior Salesperson,3170039.72,1147,2763.77,500.32,4999.96
Groceries,Loyal Customer,Small Stores / Shops,Manager,3882012.52,1404,2764.97,500.37,4994.91
Groceries,Loyal Customer,Small Stores / Shops,Sales Associate,3962069.66,1413,2804.01,504.34,4995.25
Groceries,Loyal Customer,Small Stores / Shops,Salesperson,4061647.26,1501,2705.96,502.27,4999.20
Groceries,Loyal Customer,Small Stores / Shops,Senior Salesperson,3454239.67,1240,2785.68,504.17,4999.89
Groceries,Loyal Customer,Supermarkets ,Manager,4046029.64,1454,2782.69,509.01,4994.46
Groceries,Loyal Customer,Supermarkets ,Sales Associate,4167468.04,1499,2780.17,504.05,4999.73
Groceries,Loyal Customer,Supermarkets ,Salesperson,4102500.45,1475,2781.36,508.44,4999.50
Groceries,Loyal Customer,Supermarkets ,Senior Salesperson,3813684.56,1364,2795.96,500.84,4990.33
Groceries,Occasional Shopper,Large Malls / Complexes,Manager,3412659.72,1265,2697.75,507.03,4999.21
Groceries,Occasional Shopper,Large Malls / Complexes,Sales Associate,3724813.50,1362,2734.81,502.78,4995.96
Groceries,Occasional Shopper,Large Malls / Complexes,Salesperson,3615653.32,1312,2755.83,512.57,4999.06
Groceries,Occasional Shopper,Large Malls / Complexes,Senior Salesperson,3338495.01,1217,2743.22,503.74,4999.80
Groceries,Occasional Shopper,Small Stores / Shops,Manager,3813895.34,1414,2697.24,502.08,4998.84
Groceries,Occasional Shopper,Small Stores / Shops,Sales Associate,4227959.68,1517,2787.05,503.43,4992.71
Groceries,Occasional Shopper,Small Stores / Shops,Salesperson,3929579.21,1453,2704.46,500.43,4997.51
Groceries,Occasional Shopper,Small Stores / Shops,Senior Salesperson,3361462.28,1206,2787.28,501.97,4996.41
Groceries,Occasional Shopper,Supermarkets ,Manager,4025291.25,1460,2757.05,500.56,4991.74
Groceries,Occasional Shopper,Supermarkets ,Sales Associate,4355009.26,1580,2756.33,503.17,4998.22
Groceries,Occasional Shopper,Supermarkets ,Salesperson,4083780.83,1503,2717.09,504.23,4996.97
Groceries,Occasional Shopper,Supermarkets ,Senior Salesperson,3644866.35,1338,2724.12,511.54,4993.82
Groceries,Online Shopper,Large Malls / Complexes,Manager,3740983.91,1370,2730.65,501.54,4997.02
Groceries,Online Shopper,Large Malls / Complexes,Sales Associate,3678186.95,1339,2746.97,507.64,4999.06
Groceries,Online Shopper,Large Malls / Complexes,Salesperson,3800788.86,1343,2830.07,501.06,4996.06
Groceries,Online Shopper,Large Malls / Complexes,Senior Salesperson,3147561.99,1139,2763.44,501.39,4999.83
Groceries,Online Shopper,Small Stores / Shops,Manager,4084314.49,1450,2816.77,501.42,4996.14
Groceries,Online Shopper,Small Stores / Shops,Sales Associate,4008352.34,1453,2758.67,501.36,4998.79
Groceries,Online Shopper,Small Stores / Shops,Salesperson,3936429.79,1465,2686.98,500.62,4993.62
Groceries,Online Shopper,Small Stores / Shops,Senior Salesperson,3542409.59,1286,2754.60,505.76,4999.26
Groceries,Online Shopper,Supermarkets ,Manager,3664512.89,1346,2722.52,500.12,4991.77
Groceries,Online Shopper,Supermarkets ,Sales Associate,4392846.32,1596,2752.41,500.74,4997.93
Groceries,Online Shopper,Supermarkets ,Salesperson,4207583.60,1532,2746.46,505.64,4997.53
Groceries,Online Shopper,Supermarkets ,Senior Salesperson,3616774.41,1320,2739.98,502.24,4999.82
Groceries,Premium Shopper,Large Malls / Complexes,Manager,3343439.96,1214,2754.07,513.13,4998.94
Groceries,Premium Shopper,Large Malls / Complexes,Sales Associate,3970502.61,1443,2751.56,503.77,4999.51
Groceries,Premium Shopper,Large Malls / Complexes,Salesperson,3784040.00,1372,2758.05,502.75,4999.86
Groceries,Premium Shopper,Large Malls / Complexes,Senior Salesperson,3279447.07,1193,2748.91,500.98,4998.79
Groceries,Premium Shopper,Small Stores / Shops,Manager,3717558.85,1356,2741.56,500.31,4996.87
Groceries,Premium Shopper,Small Stores / Shops,Sales Associate,4055232.70,1505,2694.51,501.53,4999.35
Groceries,Premium Shopper,Small Stores / Shops,Salesperson,4041154.90,1465,2758.47,501.25,4993.04
Groceries,Premium Shopper,Small Stores / Shops,Senior Salesperson,3332715.61,1213,2747.50,500.73,4996.88
Groceries,Premium Shopper,Supermarkets ,Manager,3944523.20,1416,2785.68,500.97,4992.34
Groceries,Premium Shopper,Supermarkets ,Sales Associate,4036080.86,1486,2716.07,500.98,4997.29
Groceries,Premium Shopper,Supermarkets ,Salesperson,4011999.03,1479,2712.64,502.43,4995.65
Groceries,Premium Shopper,Supermarkets ,Senior Salesperson,3554539.98,1309,2715.46,506.29,4996.69
Home Appliances,Budget Shopper,Large Malls / Complexes,Manager,3542053.89,1303,2718.38,504.79,4999.74
Home Appliances,Budget Shopper,Large Malls / Complexes,Sales Associate,3721357.75,1351,2754.52,504.93,4997.52
Home Appliances,Budget Shopper,Large Malls / Complexes,Salesperson,3804987.75,1374,2769.28,500.61,4999.90
Home Appliances,Budget Shopper,Large Malls / Complexes,Senior Salesperson,3188304.03,1179,2704.24,500.71,4995.76
Home Appliances,Budget Shopper,Small Stores / Shops,Manager,3858261.82,1424,2709.45,500.92,4993.34
Home Appliances,Budget Shopper,Small Stores / Shops,Sales Associate,4124589.44,1480,2786.88,505.90,4999.78
Home Appliances,Budget Shopper,Small Stores / Shops,Salesperson,3925292.40,1433,2739.21,507.78,4998.12
Home Appliances,Budget Shopper,Small Stores / Shops,Senior Salesperson,3386805.88,1245,2720.33,500.98,4998.56
Home Appliances,Budget Shopper,Supermarkets ,Manager,4067215.84,1468,2770.58,502.00,4999.93
Home Appliances,Budget Shopper,Supermarkets ,Sales Associate,4144480.77,1506,2751.98,500.10,4997.98
Home Appliances,Budget Shopper,Supermarkets ,Salesperson,3986426.38,1452,2745.47,500.99,4999.66
Home Appliances,Budget Shopper,Supermarkets ,Senior Salesperson,3709448.43,1345,2757.95,510.91,4999.12
Home Appliances,Churn Risk,Large Malls / Complexes,Manager,3791579.80,1361,2785.88,501.18,4995.77
Home Appliances,Churn Risk,Large Malls / Complexes,Sales Associate,3725852.01,1357,2745.65,500.36,4991.35
Home Appliances,Churn Risk,Large Malls / Complexes,Salesperson,3819420.52,1403,2722.32,503.83,4990.07
Home Appliances,Churn Risk,Large Malls / Complexes,Senior Salesperson,3184724.50,1158,2750.19,505.17,4999.41
Home Appliances,Churn Risk,Small Stores / Shops,Manager,3933153.79,1426,2758.17,503.94,4999.15
Home Appliances,Churn Risk,Small Stores / Shops,Sales Associate,4217356.91,1529,2758.25,500.21,4995.95
Home Appliances,Churn Risk,Small Stores / Shops,Salesperson,3987649.09,1419,2810.18,501.61,4997.94
Home Appliances,Churn Risk,Small Stores / Shops,Senior Salesperson,3404001.57,1239,2747.38,502.25,4990.53
Home Appliances,Churn Risk,Supermarkets ,Manager,3953359.25,1430,2764.59,502.11,4987.09
Home Appliances,Churn Risk,Supermarkets ,Sales Associate,4209790.15,1528,2755.10,508.23,4998.82
Home Appliances,Churn Risk,Supermarkets ,Salesperson,4049107.27,1440,2811.88,500.39,4999.29
Home Appliances,Churn Risk,Supermarkets ,Senior Salesperson,3481990.39,1279,2722.43,503.22,4997.60
Home Appliances,Deal Seeker,Large Malls / Complexes,Manager,3852641.15,1393,2765.72,500.13,4998.91
Home Appliances,Deal Seeker,Large Malls / Complexes,Sales Associate,3837596.48,1420,2702.53,501.53,4996.94
Home Appliances,Deal Seeker,Large Malls / Complexes,Salesperson,3710257.76,1362,2724.12,500.80,4996.68
Home Appliances,Deal Seeker,Large Malls / Complexes,Senior Salesperson,3212954.95,1194,2690.92,509.29,4999.30
Home Appliances,Deal Seeker,Small Stores / Shops,Manager,3781375.08,1393,2714.55,502.92,4996.07
Home Appliances,Deal Seeker,Small Stores / Shops,Sales Associate,3896005.40,1406,2770.99,502.50,4997.54
Home Appliances,Deal Seeker,Small Stores / Shops,Salesperson,4157599.00,1527,2722.72,509.87,4998.54
Home Appliances,Deal Seeker,Small Stores / Shops,Senior Salesperson,3432739.65,1265,2713.63,500.05,4998.33
Home Appliances,Deal Seeker,Supermarkets ,Manager,4111087.70,1476,2785.29,503.07,4996.88
Home Appliances,Deal Seeker,Supermarkets ,Sales Associate,4430644.11,1614,2745.13,501.29,4999.38
Home Appliances,Deal Seeker,Supermarkets ,Salesperson,4092110.56,1506,2717.20,502.39,4998.61
Home Appliances,Deal Seeker,Supermarkets ,Senior Salesperson,3709352.26,1333,2782.71,500.36,4999.84
Home Appliances,First-time Buyer,Large Malls / Complexes,Manager,3643743.43,1319,2762.50,509.99,4997.95
Home Appliances,First-time Buyer,Large Malls / Complexes,Sales Associate,3952879.23,1433,2758.46,505.17,4996.92
Home Appliances,First-time Buyer,Large Malls / Complexes,Salesperson,3783142.71,1363,2775.60,502.14,4999.75
Home Appliances,First-time Buyer,Large Malls / Complexes,Senior Salesperson,3189860.92,1158,2754.63,502.44,4999.73
Home Appliances,First-time Buyer,Small Stores / Shops,Manager,3988478.30,1429,2791.10,500.15,4995.13
Home Appliances,First-time Buyer,Small Stores / Shops,Sales Associate,4106642.21,1466,2801.26,500.98,4999.45
Home Appliances,First-time Buyer,Small Stores / Shops,Salesperson,3821359.61,1435,2662.97,503.20,4994.43
Home Appliances,First-time Buyer,Small Stores / Shops,Senior Salesperson,3351020.64,1247,2687.27,501.03,4984.77
Home Appliances,First-time Buyer,Supermarkets ,Manager,3862129.82,1417,2725.57,500.00,4982.69
Home Appliances,First-time Buyer,Supermarkets ,Sales Associate,4092842.57,1474,2776.69,502.66,4996.89
Home Appliances,First-time Buyer,Supermarkets ,Salesperson,4127113.45,1483,2782.95,506.25,4994.66
Home Appliances,First-time Buyer,Supermarkets ,Senior Salesperson,3467840.86,1285,2698.71,503.95,4994.42
Home Appliances,High Value,Large Malls / Complexes,Manager,3769719.83,1352,2788.25,501.99,4999.91
Home Appliances,High Value,Large Malls / Complexes,Sales Associate,3845898.61,1409,2729.52,503.14,4999.48
Home Appliances,High Value,Large Malls / Complexes,Salesperson,3658960.03,1329,2753.17,510.39,4998.72
Home Appliances,High Value,Large Malls / Complexes,Senior Salesperson,3336061.85,1242,2686.04,500.33,4999.37
Home Appliances,High Value,Small Stores / Shops,Manager,4179959.54,1526,2739.16,502.76,4998.14
Home Appliances,High Value,Small Stores / Shops,Sales Associate,3961457.27,1482,2673.05,503.72,4999.98
Home Appliances,High Value,Small Stores / Shops,Salesperson,3833165.54,1459,2627.26,500.69,4999.73
Home Appliances,High Value,Small Stores / Shops,Senior Salesperson,3445550.66,1266,2721.60,500.21,4994.38
Home Appliances,High Value,Supermarkets ,Manager,4013498.94,1447,2773.67,505.46,4998.56
