brand,customer_segment,store_type,salesperson_role,sum_amount,count,avg_amount,min_amount,max_amount
Decathlon,Online Shopper,Small Stores / Shops,Manager,714159.82,255,2800.63,515.94,4996.10
Decathlon,Online Shopper,Small Stores / Shops,Sales Associate,789652.71,301,2623.43,542.83,4978.89
Decathlon,Online Shopper,Small Stores / Shops,Salesperson,787037.28,285,2761.53,500.15,4997.16
Decathlon,Online Shopper,Small Stores / Shops,Senior Salesperson,767209.99,287,2673.21,509.74,4979.57
Decathlon,Online Shopper,Supermarkets ,Manager,776723.20,273,2845.14,505.40,4999.97
Decathlon,Online Shopper,Supermarkets ,Sales Associate,829157.12,310,2674.70,529.61,4993.77
Decathlon,Online Shopper,Supermarkets ,Salesperson,758907.11,275,2759.66,501.48,4994.34
Decathlon,Online Shopper,Supermarkets ,Senior Salesperson,763099.47,277,2754.87,511.12,4987.19
Decathlon,Premium Shopper,Large Malls / Complexes,Manager,691494.34,258,2680.21,517.65,4982.99
Decathlon,Premium Shopper,Large Malls / Complexes,Sales Associate,694058.23,254,2732.51,520.94,4964.73
Decathlon,Premium Shopper,Large Malls / Complexes,Salesperson,773303.23,277,2791.71,516.63,4976.77
Decathlon,Premium Shopper,Large Malls / Complexes,Senior Salesperson,561507.95,215,2611.66,532.84,4994.28
Decathlon,Premium Shopper,Small Stores / Shops,Manager,790453.84,293,2697.79,508.38,4995.64
Decathlon,Premium Shopper,Small Stores / Shops,Sales Associate,754060.60,285,2645.83,500.23,4985.18
Decathlon,Premium Shopper,Small Stores / Shops,Salesperson,896960.88,326,2751.41,507.35,4994.09
Decathlon,Premium Shopper,Small Stores / Shops,Senior Salesperson,710605.27,243,2924.30,521.60,4990.38
Decathlon,Premium Shopper,Supermarkets ,Manager,833129.13,308,2704.96,513.29,4997.72
Decathlon,Premium Shopper,Supermarkets ,Sales Associate,810424.17,303,2674.67,501.16,4979.54
Decathlon,Premium Shopper,Supermarkets ,Salesperson,754121.51,281,2683.71,500.60,4988.03
Decathlon,Premium Shopper,Supermarkets ,Senior Salesperson,733073.11,275,2665.72,538.21,4988.20
Godrej Interio,Budget Shopper,Large Malls / Complexes,Manager,743211.88,268,2773.18,516.51,4997.69
Godrej Interio,Budget Shopper,Large Malls / Complexes,Sales Associate,706652.60,273,2588.47,528.63,4994.26
Godrej Interio,Budget Shopper,Large Malls / Complexes,Salesperson,797853.39,290,2751.22,535.41,4976.44
Godrej Interio,Budget Shopper,Large Malls / Complexes,Senior Salesperson,632631.44,233,2715.16,508.66,4999.77
Godrej Interio,Budget Shopper,Small Stores / Shops,Manager,814011.46,293,2778.20,503.86,4987.15
Godrej Interio,Budget Shopper,Small Stores / Shops,Sales Associate,775400.02,282,2749.65,513.03,4985.58
Godrej Interio,Budget Shopper,Small Stores / Shops,Salesperson,851740.50,319,2670.03,503.77,4984.81
Godrej Interio,Budget Shopper,Small Stores / Shops,Senior Salesperson,630487.88,246,2562.96,502.47,4986.48
Godrej Interio,Budget Shopper,Supermarkets ,Manager,782808.53,283,2766.11,501.67,4979.63
Godrej Interio,Budget Shopper,Supermarkets ,Sales Associate,870451.16,304,2863.33,517.71,4981.33
Godrej Interio,Budget Shopper,Supermarkets ,Salesperson,779552.28,287,2716.21,505.98,4982.73
Godrej Interio,Budget Shopper,Supermarkets ,Senior Salesperson,726056.23,259,2803.31,503.27,4999.39
Godrej Interio,Churn Risk,Large Malls / Complexes,Manager,690817.27,264,2616.73,516.15,4997.24
Godrej Interio,Churn Risk,Large Malls / Complexes,Sales Associate,818431.35,311,2631.61,532.26,4981.94
Godrej Interio,Churn Risk,Large Malls / Complexes,Salesperson,618885.76,237,2611.33,525.87,4985.53
Godrej Interio,Churn Risk,Large Malls / Complexes,Senior Salesperson,661988.58,236,2805.04,520.43,4990.62
Godrej Interio,Churn Risk,Small Stores / Shops,Manager,835107.52,306,2729.11,503.75,4997.34
Godrej Interio,Churn Risk,Small Stores / Shops,Sales Associate,836190.12,305,2741.61,513.01,4999.20
Godrej Interio,Churn Risk,Small Stores / Shops,Salesperson,735292.01,267,2753.90,504.82,4977.90
Godrej Interio,Churn Risk,Small Stores / Shops,Senior Salesperson,677873.40,258,2627.42,528.93,4924.24
Godrej Interio,Churn Risk,Supermarkets ,Manager,734404.03,281,2613.54,503.48,4995.76
Godrej Interio,Churn Risk,Supermarkets ,Sales Associate,734452.34,266,2761.10,520.33,4996.09
Godrej Interio,Churn Risk,Supermarkets ,Salesperson,880315.38,318,2768.29,505.74,4986.49
Godrej Interio,Churn Risk,Supermarkets ,Senior Salesperson,792829.68,281,2821.46,516.68,4994.87
Godrej Interio,Deal Seeker,Large Malls / Complexes,Manager,758770.93,278,2729.39,505.24,4989.67
Godrej Interio,Deal Seeker,Large Malls / Complexes,Sales Associate,741266.04,272,2725.24,505.50,4989.55
Godrej Interio,Deal Seeker,Large Malls / Complexes,Salesperson,779848.79,283,2755.65,506.58,4994.26
Godrej Interio,Deal Seeker,Large Malls / Complexes,Senior Salesperson,686805.15,248,2769.38,505.77,4998.98
Godrej Interio,Deal Seeker,Small Stores / Shops,Manager,794622.66,289,2749.56,501.02,4993.17
Godrej Interio,Deal Seeker,Small Stores / Shops,Sales Associate,712323.64,278,2562.32,503.95,4972.61
Godrej Interio,Deal Seeker,Small Stores / Shops,Salesperson,810529.09,289,2804.60,502.61,4998.30
Godrej Interio,Deal Seeker,Small Stores / Shops,Senior Salesperson,724882.21,275,2635.94,511.71,4999.40
Godrej Interio,Deal Seeker,Supermarkets ,Manager,767505.49,286,2683.59,514.75,4984.70
Godrej Interio,Deal Seeker,Supermarkets ,Sales Associate,859764.77,307,2800.54,503.19,4995.00
Godrej Interio,Deal Seeker,Supermarkets ,Salesperson,848846.74,316,2686.22,503.47,4991.81
Godrej Interio,Deal Seeker,Supermarkets ,Senior Salesperson,687193.74,251,2737.82,506.81,4972.06
Godrej Interio,First-time Buyer,Large Malls / Complexes,Manager,620134.09,222,2793.40,540.33,4999.65
Godrej Interio,First-time Buyer,Large Malls / Complexes,Sales Associate,753702.65,286,2635.32,505.04,4997.71
Godrej Interio,First-time Buyer,Large Malls / Complexes,Salesperson,722688.19,266,2716.87,500.38,4994.61
Godrej Interio,First-time Buyer,Large Malls / Complexes,Senior Salesperson,736287.24,253,2910.23,512.39,4992.57
Godrej Interio,First-time Buyer,Small Stores / Shops,Manager,823554.06,302,2727.00,513.73,4991.93
Godrej Interio,First-time Buyer,Small Stores / Shops,Sales Associate,803216.81,284,2828.23,504.88,4962.54
Godrej Interio,First-time Buyer,Small Stores / Shops,Salesperson,821528.83,299,2747.59,517.29,4969.74
Godrej Interio,First-time Buyer,Small Stores / Shops,Senior Salesperson,702462.65,260,2701.78,510.69,4975.07
Godrej Interio,First-time Buyer,Supermarkets ,Manager,828814.11,303,2735.36,516.60,4992.46
Godrej Interio,First-time Buyer,Supermarkets ,Sales Associate,922675.19,318,2901.49,540.30,4990.95
Godrej Interio,First-time Buyer,Supermarkets ,Salesperson,768402.34,298,2578.53,528.94,4999.17
Godrej Interio,First-time Buyer,Supermarkets ,Senior Salesperson,622238.89,246,2529.43,503.30,4981.26
Godrej Interio,High Value,Large Malls / Complexes,Manager,693253.33,251,2761.97,519.11,4975.04
Godrej Interio,High Value,Large Malls / Complexes,Sales Associate,747853.74,271,2759.61,509.62,4998.10
Godrej Interio,High Value,Large Malls / Complexes,Salesperson,758496.58,278,2728.40,505.18,4993.32
Godrej Interio,High Value,Large Malls / Complexes,Senior Salesperson,716065.29,260,2754.10,511.05,4996.39
Godrej Interio,High Value,Small Stores / Shops,Manager,823344.21,298,2762.90,531.93,4968.03
Godrej Interio,High Value,Small Stores / Shops,Sales Associate,757618.59,277,2735.09,547.09,4979.86
Godrej Interio,High Value,Small Stores / Shops,Salesperson,832131.47,301,2764.56,540.55,4994.56
Godrej Interio,High Value,Small Stores / Shops,Senior Salesperson,681392.44,254,2682.65,539.24,4985.71
Godrej Interio,High Value,Supermarkets ,Manager,803765.96,302,2661.48,504.51,4985.74
Godrej Interio,High Value,Supermarkets ,Sales Associate,749672.58,285,2630.43,516.21,4998.80
Godrej Interio,High Value,Supermarkets ,Salesperson,820096.70,297,2761.27,524.25,4996.56
Godrej Interio,High Value,Supermarkets ,Senior Salesperson,777957.63,263,2958.01,522.57,4968.48
Godrej Interio,In-Store Regular,Large Malls / Complexes,Manager,744933.97,264,2821.72,500.68,4970.77
Godrej Interio,In-Store Regular,Large Malls / Complexes,Sales Associate,794386.83,282,2816.97,540.54,4994.01
Godrej Interio,In-Store Regular,Large Malls / Complexes,Salesperson,678407.57,241,2814.97,535.71,4960.27
Godrej Interio,In-Store Regular,Large Malls / Complexes,Senior Salesperson,633247.83,230,2753.25,504.49,4974.87
Godrej Interio,In-Store Regular,Small Stores / Shops,Manager,772764.44,288,2683.21,507.30,4958.43
Godrej Interio,In-Store Regular,Small Stores / Shops,Sales Associate,729156.49,268,2720.73,500.57,4954.23
Godrej Interio,In-Store Regular,Small Stores / Shops,Salesperson,816177.04,295,2766.70,501.91,4989.70
Godrej Interio,In-Store Regular,Small Stores / Shops,Senior Salesperson,703114.11,265,2653.26,525.61,4963.87
Godrej Interio,In-Store Regular,Supermarkets ,Manager,799765.54,292,2738.92,505.38,4969.58
Godrej Interio,In-Store Regular,Supermarkets ,Sales Associate,818594.57,313,2615.32,506.12,4983.01
Godrej Interio,In-Store Regular,Supermarkets ,Salesperson,830194.60,309,2686.71,547.98,4988.02
Godrej Interio,In-Store Regular,Supermarkets ,Senior Salesperson,747369.36,277,2698.08,513.27,4995.77
Godrej Interio,Loyal Customer,Large Malls / Complexes,Manager,697938.10,250,2791.75,502.50,4993.55
Godrej Interio,Loyal Customer,Large Malls / Complexes,Sales Associate,764396.43,281,2720.27,504.76,4988.21
Godrej Interio,Loyal Customer,Large Malls / Complexes,Salesperson,740628.47,263,2816.08,519.75,4994.08
Godrej Interio,Loyal Customer,Large Malls / Complexes,Senior Salesperson,660840.21,235,2812.09,508.43,4976.02
Godrej Interio,Loyal Customer,Small Stores / Shops,Manager,785522.54,294,2671.85,534.97,4987.08
Godrej Interio,Loyal Customer,Small Stores / Shops,Sales Associate,841660.16,312,2697.63,506.65,4997.34
Godrej Interio,Loyal Customer,Small Stores / Shops,Salesperson,773793.74,269,2876.56,523.83,4994.15
Godrej Interio,Loyal Customer,Small Stores / Shops,Senior Salesperson,797233.62,290,2749.08,503.81,4956.80
Godrej Interio,Loyal Customer,Supermarkets ,Manager,742498.70,272,2729.77,508.28,4996.61
Godrej Interio,Loyal Customer,Supermarkets ,Sales Associate,827875.38,306,2705.48,508.47,4920.83
Godrej Interio,Loyal Customer,Supermarkets ,Salesperson,905382.88,320,2829.32,525.79,4980.98
Godrej Interio,Loyal Customer,Supermarkets ,Senior Salesperson,696856.30,246,2832.75,520.76,4984.38
Godrej Interio,Occasional Shopper,Large Malls / Complexes,Manager,667976.19,247,2704.36,507.16,4994.03
Godrej Interio,Occasional Shopper,Large Malls / Complexes,Sales Associate,744822.61,265,2810.65,517.40,4981.66
Godrej Interio,Occasional Shopper,Large Malls / Complexes,Salesperson,797475.01,296,2694.17,501.14,4982.90
Godrej Interio,Occasional Shopper,Large Malls / Complexes,Senior Salesperson,632378.97,239,2645.94,504.42,4989.23
Godrej Interio,Occasional Shopper,Small Stores / Shops,Manager,706837.54,270,2617.92,512.99,4996.74
Godrej Interio,Occasional Shopper,Small Stores / Shops,Sales Associate,773919.14,274,2824.52,521.42,4999.44
Godrej Interio,Occasional Shopper,Small Stores / Shops,Salesperson,743591.37,270,2754.04,504.08,4979.69
Godrej Interio,Occasional Shopper,Small Stores / Shops,Senior Salesperson,713626.82,261,2734.20,509.67,4955.90
Godrej Interio,Occasional Shopper,Supermarkets ,Manager,784019.90,282,2780.21,513.26,4997.96
Godrej Interio,Occasional Shopper,Supermarkets ,Sales Associate,827169.49,320,2584.90,503.68,4963.33
Godrej Interio,Occasional Shopper,Supermarkets ,Salesperson,779817.27,283,2755.54,510.39,4990.48
Godrej Interio,Occasional Shopper,Supermarkets ,Senior Salesperson,771211.22,275,2804.40,539.89,4989.40
Godrej Interio,Online Shopper,Large Malls / Complexes,Manager,724465.04,260,2786.40,501.32,4992.74
Godrej Interio,Online Shopper,Large Malls / Complexes,Sales Associate,748009.54,253,2956.56,500.23,4971.73
Godrej Interio,Online Shopper,Large Malls / Complexes,Salesperson,898939.62,308,2918.64,549.09,4996.98
Godrej Interio,Online Shopper,Large Malls / Complexes,Senior Salesperson,633424.44,233,2718.56,518.08,4992.67
Godrej Interio,Online Shopper,Small Stores / Shops,Manager,807962.15,284,2844.94,502.89,4992.17
Godrej Interio,Online Shopper,Small Stores / Shops,Sales Associate,796380.83,297,2681.42,525.00,4968.55
Godrej Interio,Online Shopper,Small Stores / Shops,Salesperson,799027.09,305,2619.76,503.85,4997.06
Godrej Interio,Online Shopper,Small Stores / Shops,Senior Salesperson,697217.54,265,2631.01,507.76,4998.57
Godrej Interio,Online Shopper,Supermarkets ,Manager,822447.42,308,2670.28,513.63,4992.46
Godrej Interio,Online Shopper,Supermarkets ,Sales Associate,930206.65,330,2818.81,502.89,4994.27
Godrej Interio,Online Shopper,Supermarkets ,Salesperson,878817.94,329,2671.18,524.64,4995.74
Godrej Interio,Online Shopper,Supermarkets ,Senior Salesperson,784454.84,276,2842.23,502.59,4982.44
Godrej Interio,Premium Shopper,Large Malls / Complexes,Manager,741702.68,269,2757.26,517.81,4998.58
Godrej Interio,Premium Shopper,Large Malls / Complexes,Sales Associate,716719.26,260,2756.61,510.07,4991.57
Godrej Interio,Premium Shopper,Large Malls / Complexes,Salesperson,762295.10,268,2844.38,502.26,4999.01
Godrej Interio,Premium Shopper,Large Malls / Complexes,Senior Salesperson,634702.58,224,2833.49,503.27,4994.23
Godrej Interio,Premium Shopper,Small Stores / Shops,Manager,719447.85,268,2684.51,528.58,4986.72
Godrej Interio,Premium Shopper,Small Stores / Shops,Sales Associate,820577.87,281,2920.21,501.02,4992.08
Godrej Interio,Premium Shopper,Small Stores / Shops,Salesperson,758953.53,279,2720.26,502.26,4969.47
Godrej Interio,Premium Shopper,Small Stores / Shops,Senior Salesperson,734965.96,260,2826.79,501.18,4983.35
Godrej Interio,Premium Shopper,Supermarkets ,Manager,750300.61,272,2758.46,543.16,4985.02
Godrej Interio,Premium Shopper,Supermarkets ,Sales Associate,790459.13,292,2707.05,516.13,4982.09
Godrej Interio,Premium Shopper,Supermarkets ,Salesperson,767627.98,283,2712.47,503.67,4984.11
Godrej Interio,Premium Shopper,Supermarkets ,Senior Salesperson,724098.81,269,2691.82,519.59,4990.23
Haier,Budget Shopper,Large Malls / Complexes,Manager,734527.87,269,2730.59,510.26,4979.51
Haier,Budget Shopper,Large Malls / Complexes,Sales Associate,763327.89,280,2726.17,504.93,4989.51
Haier,Budget Shopper,Large Malls / Complexes,Salesperson,720227.31,262,2748.96,504.57,4997.58
Haier,Budget Shopper,Large Malls / Complexes,Senior Salesperson,606635.93,220,2757.44,522.46,4974.01
Haier,Budget Shopper,Small Stores / Shops,Manager,806659.44,296,2725.20,500.92,4979.01
Haier,Budget Shopper,Small Stores / Shops,Sales Associate,840774.98,296,2840.46,505.90,4992.52
Haier,Budget Shopper,Small Stores / Shops,Salesperson,868296.36,324,2679.93,517.79,4993.37
Haier,Budget Shopper,Small Stores / Shops,Senior Salesperson,656276.13,238,2757.46,541.53,4927.89
Haier,Budget Shopper,Supermarkets ,Manager,748109.35,264,2833.75,553.48,4967.47
Haier,Budget Shopper,Supermarkets ,Sales Associate,822227.84,298,2759.15,510.19,4997.98
Haier,Budget Shopper,Supermarkets ,Salesperson,813381.22,297,2738.66,509.77,4998.49
Haier,Budget Shopper,Supermarkets ,Senior Salesperson,689119.05,245,2812.73,512.52,4953.70
Haier,Churn Risk,Large Malls / Complexes,Manager,767007.22,277,2768.98,501.18,4981.41
Haier,Churn Risk,Large Malls / Complexes,Sales Associate,707188.06,245,2886.48,500.36,4971.13
Haier,Churn Risk,Large Malls / Complexes,Salesperson,753544.53,282,2672.14,503.83,4989.39
Haier,Churn Risk,Large Malls / Complexes,Senior Salesperson,625516.80,223,2805.01,521.22,4991.85
Haier,Churn Risk,Small Stores / Shops,Manager,859672.25,317,2711.90,524.80,4998.05
Haier,Churn Risk,Small Stores / Shops,Sales Associate,842075.42,300,2806.92,500.57,4993.47
Haier,Churn Risk,Small Stores / Shops,Salesperson,770011.60,280,2750.04,506.35,4984.13
Haier,Churn Risk,Small Stores / Shops,Senior Salesperson,656889.05,244,2692.17,543.23,4980.67
Haier,Churn Risk,Supermarkets ,Manager,826624.87,302,2737.17,527.21,4987.09
Haier,Churn Risk,Supermarkets ,Sales Associate,943081.41,343,2749.51,513.33,4998.82
Haier,Churn Risk,Supermarkets ,Salesperson,711681.56,264,2695.76,500.39,4976.24
Haier,Churn Risk,Supermarkets ,Senior Salesperson,688036.52,255,2698.18,540.60,4970.46
Haier,Deal Seeker,Large Malls / Complexes,Manager,698453.83,260,2686.36,506.61,4996.75
Haier,Deal Seeker,Large Malls / Complexes,Sales Associate,711087.73,263,2703.76,549.46,4991.37
Haier,Deal Seeker,Large Malls / Complexes,Salesperson,775145.04,283,2739.03,503.14,4984.94
Haier,Deal Seeker,Large Malls / Complexes,Senior Salesperson,621685.66,240,2590.36,537.07,4994.72
Haier,Deal Seeker,Small Stores / Shops,Manager,782082.29,292,2678.36,502.92,4977.29
Haier,Deal Seeker,Small Stores / Shops,Sales Associate,840865.96,296,2840.76,521.74,4983.83
Haier,Deal Seeker,Small Stores / Shops,Salesperson,718783.75,275,2613.76,515.54,4985.81
Haier,Deal Seeker,Small Stores / Shops,Senior Salesperson,657459.59,241,2728.05,500.05,4958.00
Haier,Deal Seeker,Supermarkets ,Manager,837426.21,297,2819.62,511.78,4983.20
Haier,Deal Seeker,Supermarkets ,Sales Associate,864328.01,328,2635.15,510.03,4989.32
Haier,Deal Seeker,Supermarkets ,Salesperson,862177.29,321,2685.91,527.46,4992.11
Haier,Deal Seeker,Supermarkets ,Senior Salesperson,837621.06,299,2801.41,586.50,4999.84
Haier,First-time Buyer,Large Malls / Complexes,Manager,691787.86,252,2745.19,510.42,4997.95
Haier,First-time Buyer,Large Malls / Complexes,Sales Associate,774645.61,282,2746.97,513.00,4996.92
Haier,First-time Buyer,Large Malls / Complexes,Salesperson,748262.98,272,2750.97,508.15,4994.80
Haier,First-time Buyer,Large Malls / Complexes,Senior Salesperson,638140.52,226,2823.63,521.13,4997.06
Haier,First-time Buyer,Small Stores / Shops,Manager,778390.88,274,2840.84,520.83,4995.13
Haier,First-time Buyer,Small Stores / Shops,Sales Associate,878044.20,307,2860.08,501.74,4996.58
Haier,First-time Buyer,Small Stores / Shops,Salesperson,767033.42,276,2779.11,514.66,4960.21
Haier,First-time Buyer,Small Stores / Shops,Senior Salesperson,715858.46,256,2796.32,501.03,4965.62
Haier,First-time Buyer,Supermarkets ,Manager,731887.97,269,2720.77,500.00,4981.97
Haier,First-time Buyer,Supermarkets ,Sales Associate,864136.30,321,2692.01,507.69,4996.89
Haier,First-time Buyer,Supermarkets ,Salesperson,713577.25,256,2787.41,517.17,4970.90
Haier,First-time Buyer,Supermarkets ,Senior Salesperson,765579.41,287,2667.52,537.24,4983.38
Haier,High Value,Large Malls / Complexes,Manager,734099.95,268,2739.18,529.52,4964.32
Haier,High Value,Large Malls / Complexes,Sales Associate,789889.73,280,2821.03,519.11,4983.64
Haier,High Value,Large Malls / Complexes,Salesperson,779859.26,277,2815.38,515.80,4987.44
Haier,High Value,Large Malls / Complexes,Senior Salesperson,691075.28,253,2731.52,500.33,4995.52
Haier,High Value,Small Stores / Shops,Manager,878412.61,326,2694.52,516.62,4981.44
Haier,High Value,Small Stores / Shops,Sales Associate,811035.55,309,2624.71,504.75,4990.35
Haier,High Value,Small Stores / Shops,Salesperson,755600.53,293,2578.84,505.71,4997.95
Haier,High Value,Small Stores / Shops,Senior Salesperson,665531.82,251,2651.52,534.84,4952.67
Haier,High Value,Supermarkets ,Manager,759854.44,284,2675.54,515.41,4957.86
Haier,High Value,Supermarkets ,Sales Associate,801898.25,289,2774.73,501.47,4974.12
Haier,High Value,Supermarkets ,Salesperson,892821.63,321,2781.38,506.07,4993.02
Haier,High Value,Supermarkets ,Senior Salesperson,636522.80,239,2663.28,503.66,4989.70
Haier,In-Store Regular,Large Malls / Complexes,Manager,734167.97,266,2760.03,503.85,4981.42
Haier,In-Store Regular,Large Malls / Complexes,Sales Associate,698848.28,248,2817.94,502.05,4988.25
Haier,In-Store Regular,Large Malls / Complexes,Salesperson,785649.36,280,2805.89,501.45,4975.32
Haier,In-Store Regular,Large Malls / Complexes,Senior Salesperson,674455.70,242,2787.01,531.53,4994.72
Haier,In-Store Regular,Small Stores / Shops,Manager,756666.59,282,2683.21,507.20,4999.06
Haier,In-Store Regular,Small Stores / Shops,Sales Associate,795732.97,289,2753.40,502.48,4997.98
Haier,In-Store Regular,Small Stores / Shops,Salesperson,706379.25,273,2587.47,528.78,4992.18
Haier,In-Store Regular,Small Stores / Shops,Senior Salesperson,677961.03,251,2701.04,521.62,4956.50
Haier,In-Store Regular,Supermarkets ,Manager,820803.01,286,2869.94,509.50,4987.44
Haier,In-Store Regular,Supermarkets ,Sales Associate,932111.29,319,2921.98,543.09,4967.47
Haier,In-Store Regular,Supermarkets ,Salesperson,838237.10,289,2900.47,517.08,4989.10
Haier,In-Store Regular,Supermarkets ,Senior Salesperson,704812.34,263,2679.89,531.27,4977.78
Haier,Loyal Customer,Large Malls / Complexes,Manager,765458.56,270,2835.03,520.81,4987.33
Haier,Loyal Customer,Large Malls / Complexes,Sales Associate,824696.95,290,2843.78,509.98,4987.30
Haier,Loyal Customer,Large Malls / Complexes,Salesperson,772748.11,277,2789.70,500.27,4988.67
Haier,Loyal Customer,Large Malls / Complexes,Senior Salesperson,679957.55,252,2698.24,535.25,4998.01
Haier,Loyal Customer,Small Stores / Shops,Manager,741094.58,281,2637.35,510.76,4989.32
Haier,Loyal Customer,Small Stores / Shops,Sales Associate,813522.79,286,2844.49,503.37,4993.77
Haier,Loyal Customer,Small Stores / Shops,Salesperson,808918.83,303,2669.70,509.55,4932.52
Haier,Loyal Customer,Small Stores / Shops,Senior Salesperson,761439.49,275,2768.87,530.45,4990.66
Haier,Loyal Customer,Supermarkets ,Manager,822930.25,296,2780.17,534.39,4990.51
Haier,Loyal Customer,Supermarkets ,Sales Associate,858470.18,315,2725.30,510.98,4998.93
Haier,Loyal Customer,Supermarkets ,Salesperson,789595.63,288,2741.65,568.52,4999.91
Haier,Loyal Customer,Supermarkets ,Senior Salesperson,652503.14,232,2812.51,521.41,4968.35
Haier,Occasional Shopper,Large Malls / Complexes,Manager,651056.59,235,2770.45,567.45,4987.17
Haier,Occasional Shopper,Large Malls / Complexes,Sales Associate,668186.16,254,2630.65,523.99,4992.76
Haier,Occasional Shopper,Large Malls / Complexes,Salesperson,728410.22,267,2728.13,521.10,4959.05
Haier,Occasional Shopper,Large Malls / Complexes,Senior Salesperson,663198.39,241,2751.86,518.36,4951.73
Haier,Occasional Shopper,Small Stores / Shops,Manager,786597.37,280,2809.28,520.38,4975.94
Haier,Occasional Shopper,Small Stores / Shops,Sales Associate,866500.48,313,2768.37,533.20,4982.47
Haier,Occasional Shopper,Small Stores / Shops,Salesperson,835415.14,313,2669.06,500.66,4992.55
Haier,Occasional Shopper,Small Stores / Shops,Senior Salesperson,798111.21,293,2723.93,505.24,4974.92
Haier,Occasional Shopper,Supermarkets ,Manager,879194.23,312,2817.93,507.20,4994.82
Haier,Occasional Shopper,Supermarkets ,Sales Associate,808800.83,303,2669.31,531.76,4949.25
Haier,Occasional Shopper,Supermarkets ,Salesperson,854770.72,317,2696.44,500.69,4993.38
Haier,Occasional Shopper,Supermarkets ,Senior Salesperson,730885.19,257,2843.91,544.26,4981.00
Haier,Online Shopper,Large Malls / Complexes,Manager,762577.05,280,2723.49,546.45,4996.85
Haier,Online Shopper,Large Malls / Complexes,Sales Associate,849126.34,309,2747.98,539.88,4992.43
Haier,Online Shopper,Large Malls / Complexes,Salesperson,718724.10,257,2796.59,519.49,4961.32
Haier,Online Shopper,Large Malls / Complexes,Senior Salesperson,644965.38,236,2732.90,501.55,4995.14
Haier,Online Shopper,Small Stores / Shops,Manager,796731.44,287,2776.07,509.06,4978.70
Haier,Online Shopper,Small Stores / Shops,Sales Associate,805659.91,294,2740.34,509.40,4974.16
Haier,Online Shopper,Small Stores / Shops,Salesperson,853497.42,323,2642.41,508.10,4982.97
Haier,Online Shopper,Small Stores / Shops,Senior Salesperson,691204.19,258,2679.09,506.15,4990.20
Haier,Online Shopper,Supermarkets ,Manager,787468.57,283,2782.57,523.62,4986.96
Haier,Online Shopper,Supermarkets ,Sales Associate,733552.36,282,2601.25,503.46,4986.22
Haier,Online Shopper,Supermarkets ,Salesperson,882469.27,313,2819.39,569.14,4970.34
Haier,Online Shopper,Supermarkets ,Senior Salesperson,770753.52,284,2713.92,517.12,4978.08
Haier,Premium Shopper,Large Malls / Complexes,Manager,679397.16,250,2717.59,502.30,4998.92
Haier,Premium Shopper,Large Malls / Complexes,Sales Associate,745182.92,278,2680.51,518.30,4997.27
Haier,Premium Shopper,Large Malls / Complexes,Salesperson,747834.79,272,2749.39,510.98,4991.95
Haier,Premium Shopper,Large Malls / Complexes,Senior Salesperson,678149.61,237,2861.39,529.28,4958.34
Haier,Premium Shopper,Small Stores / Shops,Manager,736778.11,276,2669.49,505.85,4987.41
Haier,Premium Shopper,Small Stores / Shops,Sales Associate,824709.94,285,2893.72,525.02,4992.88
Haier,Premium Shopper,Small Stores / Shops,Salesperson,784253.84,283,2771.21,528.64,4995.04
Haier,Premium Shopper,Small Stores / Shops,Senior Salesperson,694345.30,242,2869.20,532.46,4985.21
Haier,Premium Shopper,Supermarkets ,Manager,746948.15,277,2696.56,501.91,4997.36
Haier,Premium Shopper,Supermarkets ,Sales Associate,845345.27,316,2675.14,522.19,4990.47
Haier,Premium Shopper,Supermarkets ,Salesperson,830986.32,297,2797.93,503.22,4998.06
Haier,Premium Shopper,Supermarkets ,Senior Salesperson,728255.10,275,2648.20,501.43,4996.14
Home Centre,Budget Shopper,Large Malls / Complexes,Manager,654865.08,246,2662.05,517.67,4994.45
Home Centre,Budget Shopper,Large Malls / Complexes,Sales Associate,821200.04,286,2871.33,511.83,4993.59
Home Centre,Budget Shopper,Large Malls / Complexes,Salesperson,813751.71,290,2806.04,501.41,4995.52
Home Centre,Budget Shopper,Large Malls / Complexes,Senior Salesperson,605769.78,232,2611.08,504.13,4973.71
Home Centre,Budget Shopper,Small Stores / Shops,Manager,790044.90,276,2862.48,500.93,4979.69
Home Centre,Budget Shopper,Small Stores / Shops,Sales Associate,843682.07,302,2793.65,516.26,4982.20
Home Centre,Budget Shopper,Small Stores / Shops,Salesperson,783063.20,293,2672.57,511.57,4992.32
Home Centre,Budget Shopper,Small Stores / Shops,Senior Salesperson,725991.51,268,2708.92,502.75,4966.19
Home Centre,Budget Shopper,Supermarkets ,Manager,800098.09,296,2703.03,510.59,4999.90
Home Centre,Budget Shopper,Supermarkets ,Sales Associate,849561.51,321,2646.61,504.75,4941.00
Home Centre,Budget Shopper,Supermarkets ,Salesperson,722624.68,267,2706.46,518.96,4987.89
Home Centre,Budget Shopper,Supermarkets ,Senior Salesperson,683961.04,259,2640.78,515.31,4966.37
Home Centre,Churn Risk,Large Malls / Complexes,Manager,778001.03,292,2664.39,507.15,4979.25
Home Centre,Churn Risk,Large Malls / Complexes,Sales Associate,772991.34,277,2790.58,552.67,4955.76
Home Centre,Churn Risk,Large Malls / Complexes,Salesperson,811286.52,288,2816.97,503.27,4999.33
